DistrictNumber,DistrictType,districtName,year,percentLunch
4219,07,NORTHEAST COLLEGE PREP,2012,NA
4220,07,AGAMIM CLASSICAL ACADEMY,2012,NA
4221,07,DISCOVERY CHARTER SCHOOL,2012,NA
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEM,2012,NA
4224,07,STAR OF THE NORTH ACADEMY CHARTER S,2012,NA
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2012,NA
4226,07,BDOTE LEARNING CENTER,2012,NA
4227,07,ART AND SCIENCE ACADEMY,2012,NA
4228,07,WOODBURY LEADERSHIP ACADEMY,2012,NA
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE,2012,NA
4230,07,MINNESOTA EXCELLENCE IN LEARNING AC,2012,NA
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2012,NA
4232,07,SUCCESS ACADEMY,2012,NA
4233,07,LEVEL UP ACADEMY,2012,NA
4237,07,CAREER PATHWAYS,2012,NA
4238,07,ROCHESTER BEACON ACADEMY,2012,NA
4239,07,TESFA INTERNATIONAL SCHOOL,2012,NA
4240,07,NEW CENTURY SCHOOL,2012,NA
4243,07,NORTH METRO FLEX ACADEMY,2012,NA
4244,07,FIT ACADEMY,2012,NA
4246,07,BIG PICTURE TWIN CITIES,2012,NA
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2012,NA
4254,07,MARINE AREA COMMUNITY SCHOOL,2012,NA
6004,61,FRESHWATER ED. DIST.,2012,0.6101694915254238
6012,61,ZUMBRO EDUCATION DISTRICT,2012,0.6475409836065574
6013,61,HIAWATHA VALLEY ED. DISTRICT,2012,0.5652173913043478
6014,61,RUNESTONE AREA ED. DISTRICT,2012,0.4787234042553192
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2012,0.1953125
6026,61,WEST CENTRAL EDUCATION DISTRICT,2012,0.5957446808510638
6027,61,MN VALLEY EDUCATION DISTRICT,2012,0.6
6049,61,RIVER BEND EDUCATION DISTRICT,2012,0.5702479338842975
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2012,0.618421052631579
6074,50,CENTRAL MINNESOTA JT. POWERS DIST.,2012,0.2
6076,50,NORTHLAND LEARNING CENTER,2012,0.6875
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2012,0.8301886792452831
6083,52,SOUTHERN MN EDUCATION CONSORTIUM,2012,NA
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECI,2012,NA
6094,52,CANNON VALLEY SPECIAL EDUCATION COO,2012,NA
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUC,2012,NA
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2012,NA
6383,61,BENTON-STEARNS ED. DISTRICT,2012,0.8125
6979,61,MID STATE EDUCATION DISTRICT,2012,0.7391304347826086
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2013,0.45734597156398105
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2013,0.6573414371710239
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2013,0.5636363636363636
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2013,0.7215189873417721
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2013,0.4507724931838837
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2013,0.3244219077707277
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2013,0.1949559028315024
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2013,0.7907526155923051
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2013,0.5894846796657381
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2013,0.2980225988700565
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2013,0.3986170809194543
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2013,0.405160390516039
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2013,0.5161290322580645
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2013,1
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2013,0.5062289895194779
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2013,0.6198347107438017
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2013,0.8532818532818532
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2013,0.8155120481927711
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2013,0.3391038696537678
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2013,0.3356125356125356
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2013,0.20673076923076922
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2013,0.37144754316069056
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2013,0.3939393939393939
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2013,0.5579831932773109
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2013,0.4395424836601307
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2013,0.29146793852676206
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2013,0.38413098236775817
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2013,0.34663865546218486
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2013,0.4486486486486487
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2013,0.4754601226993865
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2013,0.35118110236220473
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2013,0.12530512611879577
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2013,0.48909657320872274
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2013,0.24570273003033366
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2013,0.12194436639505479
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2013,0.227330779054917
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2013,0.17734043709905403
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2013,0.49615384615384617
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2013,0.8383928571428572
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2013,0.5321637426900585
0118,01,NORTHLAND COMMUNITY SCHOOLS,2013,0.663768115942029
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2013,0.3936581593194122
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2013,0.30591584941474215
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2013,0.3581920903954802
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2013,0.20973348783314022
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2013,0.15884861407249468
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2013,0.41826055575604476
0160,70,MINNESOTA STATE ACADEMIES,2013,0.6914893617021277
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2013,0.5367573011077543
0166,01,COOK COUNTY PUBLIC SCHOOLS,2013,0.33548387096774196
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2013,0.5408805031446541
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2013,0.450261780104712
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2013,0.42216648377488636
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2013,0.5402597402597402
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2013,0.3173431734317343
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2013,0.4364844903988183
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2013,0.1617537034266048
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2013,0.12767143653595986
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2013,0.18673647469458987
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2013,0.231967059704286
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2013,0.4116134561817013
0199,01,INVER GROVE HEIGHTS SCHOOLS,2013,0.3701403887688985
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2013,0.21849105974705627
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2013,0.2693333333333333
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2013,0.17834702754954085
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2013,0.3191268191268191
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2013,0.35924617196702
0227,01,CHATFIELD PUBLIC SCHOOLS,2013,0.2588888888888889
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2013,0.4024024024024024
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2013,0.3424124513618677
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2013,0.37366003062787134
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2013,0.5013988187752565
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2013,0.4288577154308617
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2013,0.22766323024054982
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2013,0.2183206106870229
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2013,0.204683434518647
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2013,0.33705437522506304
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2013,0.4
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2013,0.43010752688172044
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2013,0.35825410544511666
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2013,0.4063321967851924
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2013,0.19116360454943132
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2013,0.08350354439504987
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2013,0.07737718743411343
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2013,0.25202156334231807
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2013,0.08390349297803384
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2013,0.40434071651553444
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2013,0.6498956642708091
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2013,0.49073765020026705
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2013,0.2105561861520999
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2013,0.3460423634336678
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2013,0.15437197379663914
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2013,0.7477937761263354
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2013,0.5985634477254589
0288,06,SOUTHWEST METRO INTERMEDIATE 288,2013,NA
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2013,0.28538011695906434
0297,01,SPRING GROVE SCHOOL DISTRICT,2013,0.3323615160349854
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2013,0.3225806451612903
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2013,0.19563459983831852
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2013,0.7027027027027027
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2013,0.5375939849624061
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2013,0.49567531603459747
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2013,0.4803337306317044
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2013,0.5107632093933464
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2013,0.6670480549199085
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2013,0.41842900302114805
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2013,0.49452554744525545
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2013,0.3850574712643678
0332,01,MORA PUBLIC SCHOOL DISTRICT,2013,0.4378935317687464
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2013,0.5661764705882353
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2013,0.2901849217638691
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2013,0.5579201934703748
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2013,0.40522875816993464
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2013,0.3518672199170125
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2013,0.3967741935483871
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2013,0.5459770114942529
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2013,0.39878542510121456
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2013,0.3386627906976744
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2013,0.5578947368421052
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2013,0.3180778032036613
0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,2013,1
0398,52,MIDWEST SPECIAL EDUCATION COOP.,2013,NaN
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2013,0.5454545454545454
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2013,0.39593908629441626
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2013,0.37755102040816324
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2013,0.3786101083032491
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2013,0.4075829383886256
0415,01,LYND PUBLIC SCHOOL DISTRICT,2013,0.6754385964912281
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2013,0.2867036011080332
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2013,0.35121951219512193
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2013,0.6832298136645962
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2013,0.7021660649819494
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2013,0.42431761786600497
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2013,0.5030674846625767
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2013,0.5097276264591439
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2013,0.4091403699673558
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2013,0.4014167650531287
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2013,0.3240699238009861
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2013,0.45030425963488846
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2013,0.30102516309412863
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2013,0.7159940209267563
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2013,0.4473469387755102
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2013,0.41735159817351597
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2013,0.35730858468677495
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2013,0.40119760479041916
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2013,0.40583554376657827
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2013,0.560899576931641
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2013,0.3492462311557789
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2013,0.5416666666666666
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2013,0.35294117647058826
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2013,0.2827868852459016
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2013,0.3377926421404682
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2013,0.23384615384615384
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2013,0.4144805876180483
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2013,0.39403973509933776
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2013,0.4107142857142857
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2013,0.655829596412556
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2013,0.15514425694066414
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2013,0.1993006993006993
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2013,0.26280041797283177
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2013,0.37345659862257247
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2013,0.39101123595505616
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2013,0.3246492985971944
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2013,0.4838709677419355
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2013,0.3857965451055662
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2013,0.5125958378970427
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2013,0.40446096654275093
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2013,0.5
0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST.,2013,0.4364963503649635
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2013,0.3988439306358382
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2013,0.35714285714285715
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2013,0.459954233409611
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2013,0.46329723225030084
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2013,0.3898809523809524
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2013,0.6473988439306358
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2013,0.4400311526479751
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2013,0.31022530329289427
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2013,0.36807095343680707
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2013,0.36964980544747084
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2013,0.47470238095238093
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2013,0.305870936438622
0622,01,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS,2013,0.48899221863731257
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2013,0.4485369049352162
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2013,0.30506773707977924
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2013,0.7355710855076766
0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,2013,0.34782608695652173
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2013,0.46153846153846156
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2013,0.3179347826086957
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2013,0.5584045584045584
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2013,0.26370757180156656
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2013,0.32456140350877194
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2013,0.4940239043824701
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2013,0.24733824733824733
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2013,0.4458077709611452
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2013,0.4697173620457604
0696,01,ELY PUBLIC SCHOOL DISTRICT,2013,0.37340619307832423
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2013,0.5074626865671642
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2013,0.15807560137457044
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2013,0.45580226225387516
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2013,0.3045774647887324
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2013,0.43217286914765907
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2013,0.6753246753246753
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2013,0.4516238542491796
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2013,0.5409252669039146
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2013,0.2144638403990025
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2013,0.27053417576105687
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2013,0.1621770203408466
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2013,0.3279125566515596
0721,01,NEW PRAGUE AREA SCHOOLS,2013,0.15583075335397317
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2013,0.18985507246376812
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2013,0.30197268588770865
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2013,0.21916932907348244
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2013,0.2657973921765296
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2013,0.3103448275862069
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2013,0.41495041952707856
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2013,0.386317907444668
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2013,0.5264425594303068
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2013,0.37945492662473795
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2013,0.22797619047619047
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2013,0.16981648863325116
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2013,0.2458934793429567
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,2013,0.37447988904299584
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2013,0.40812055253244034
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2013,0.30549199084668194
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2013,0.2736842105263158
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2013,0.46
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2013,0.4470198675496689
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2013,0.34198645598194133
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.,2013,0.6102941176470589
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2013,0.4811320754716981
0801,01,BROWNS VALLEY PUBLIC SCHOOL DIST.,2013,0.711340206185567
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2013,0.3230769230769231
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,2013,0.33797909407665505
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2013,0.30744071954210955
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2013,0.5852156057494866
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2013,0.5261044176706827
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2013,0.5415704387990762
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2013,0.4116022099447514
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2013,0.25333733313334333
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2013,0.09647779479326186
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,2013,0.19352226720647772
0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,2013,0.15823958462109036
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2013,0.6727272727272727
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2013,0.5116731517509727
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2013,0.5535019455252919
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2013,0.37518248175182484
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2013,0.4367816091954023
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2013,0.5703703703703704
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,2013,0.36141304347826086
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2013,0.3053830227743271
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2013,0.3776066730830927
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2013,0.25957446808510637
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2013,0.27744165946413135
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2013,0.14069917997410444
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2013,0.21945945945945947
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2013,0.28390776097198117
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2013,0.27886435331230286
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2013,0.15511079342387418
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2013,0.37601626016260165
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2013,0.3689786128323006
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2013,0.46688382193268185
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DIST,2013,0.2913907284768212
0915,52,SOUTHERN PLAINS EDUCATION COOP.,2013,0.7037037037037037
0916,06,NORTHEAST METRO 916,2013,0.6103896103896104
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2013,0.4150326797385621
0926,83,REGION 4-LAKES COUNTRY SERVICE COOP,2013,0.5675675675675675
0935,52,FERGUS FALLS AREA SP. ED. COOP.,2013,0.5925925925925926
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2013,0.7681159420289855
0966,51,WRIGHT TECHNICAL CENTER,2013,0.24817518248175183
0991,83,REGION 6 AND 8-SW/WC SERVICE COOP,2013,0.6901408450704225
0998,52,BEMIDJI REGIONAL INTERDIST. COUNCIL,2013,NaN
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2013,0.12195121951219512
1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,2013,1
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2013,0.33126550868486354
2125,01,TRITON SCHOOL DISTRICT,2013,0.41475826972010177
2134,01,UNITED SOUTH CENTRAL SCHOOL DIST.,2013,0.46440129449838186
2135,01,MAPLE RIVER SCHOOL DISTRICT,2013,0.3960975609756098
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2013,0.34941763727121466
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2013,0.4868282402528978
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,2013,0.3489771359807461
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2013,0.23524150268336314
2149,01,MINNEWASKA SCHOOL DISTRICT,2013,0.41385767790262173
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2013,0.4171270718232044
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2013,0.5492813141683778
2159,01,BUFFALO LK-HECTOR-STEWART PUBLIC SC,2013,0.35071942446043164
2164,01,DILWORTH-GLYNDON-FELTON,2013,0.26348122866894197
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2013,0.5567117585848075
2167,01,LAKEVIEW SCHOOL DISTRICT,2013,0.365
2168,01,NRHEG SCHOOL DISTRICT,2013,0.4040948275862069
2169,01,MURRAY COUNTY CENTRAL SCHOOL DIST.,2013,0.31412894375857336
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2013,0.563573883161512
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2013,0.28391167192429023
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2013,0.3205282112845138
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2013,0.6204217536071032
2176,01,WARREN-ALVARADO-OSLO SCHOOL DIST.,2013,0.43287037037037035
2180,01,MACCRAY SCHOOL DISTRICT,2013,0.4505988023952096
