DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,EC12Enr,Free-EC12,Red-EC12,LEPIdentifiedEC12,LEPServedEC12,SPE-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
11-12,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,03        ,15,3,3,NULL,NULL,NULL,15,3,3,NULL,NULL,NULL,  , ,EC-12,  
11-12,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,04        ,22,4,3,NULL,NULL,4,22,4,3,NULL,NULL,4,  , ,EC-12,  
11-12,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,05        ,30,9,1,NULL,NULL,3,30,9,1,NULL,NULL,3,  , ,EC-12,  
11-12,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,06        ,14,3,3,NULL,NULL,1,14,3,3,NULL,NULL,1,  , ,EC-12,  
11-12,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,07        ,24,10,2,NULL,NULL,5,24,10,2,NULL,NULL,5,  , ,EC-12,  
11-12,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,08        ,20,5,3,NULL,NULL,2,20,5,3,NULL,NULL,2,  , ,EC-12,  
11-12,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,09        ,29,13,2,NULL,NULL,5,29,13,2,NULL,NULL,5,  , ,EC-12,  
11-12,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,10        ,13,NULL,4,NULL,NULL,2,13,NULL,4,NULL,NULL,2,  , ,EC-12,  
11-12,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,11        ,25,11,3,NULL,NULL,6,25,11,3,NULL,NULL,6,  , ,EC-12,  
11-12,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,12        ,21,10,1,NULL,NULL,3,21,10,1,NULL,NULL,3,  , ,EC-12,  
11-12,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,All Grades,301,94,39,NULL,NULL,41,307,96,39,NULL,NULL,47,  , ,EC-12,  
11-12,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,6,1,NULL,NULL,NULL,6,  , ,EC-12,  
11-12,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,KG        ,60,21,9,NULL,NULL,9,60,21,9,NULL,NULL,9,  , ,EC-12,  
11-12,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,01        ,46,16,3,NULL,NULL,6,46,16,3,NULL,NULL,6,  , ,EC-12,  
11-12,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,02        ,51,14,7,NULL,NULL,5,51,14,7,NULL,NULL,5,  , ,EC-12,  
11-12,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,03        ,34,10,2,NULL,NULL,4,34,10,2,NULL,NULL,4,  , ,EC-12,  
11-12,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,04        ,48,19,3,NULL,NULL,8,48,19,3,NULL,NULL,8,  , ,EC-12,  
11-12,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,05        ,54,15,5,NULL,NULL,8,54,15,5,NULL,NULL,8,  , ,EC-12,  
11-12,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,06        ,52,15,11,NULL,NULL,11,52,15,11,NULL,NULL,11,  , ,EC-12,  
11-12,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,07        ,49,8,2,NULL,NULL,4,49,8,2,NULL,NULL,4,  , ,EC-12,  
11-12,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,08        ,58,19,5,NULL,NULL,4,58,19,5,NULL,NULL,4,  , ,EC-12,  
11-12,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,09        ,52,6,5,NULL,NULL,4,52,6,5,NULL,NULL,4,  , ,EC-12,  
11-12,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,10        ,49,9,4,NULL,NULL,8,49,9,4,NULL,NULL,8,  , ,EC-12,  
11-12,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,11        ,70,16,3,NULL,NULL,15,70,16,3,NULL,NULL,15,  , ,EC-12,  
11-12,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,12        ,55,6,4,NULL,NULL,4,55,6,4,NULL,NULL,4,  , ,EC-12,  
11-12,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,All Grades,678,174,63,NULL,NULL,90,684,175,63,NULL,NULL,96,  , ,EC-12,  
11-12,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,13,1,NULL,NULL,NULL,13,  , ,EC-12,  
11-12,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03 ,KG        ,100,9,2,NULL,NULL,5,100,9,2,NULL,NULL,5,  , ,EC-12,  
11-12,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03 ,01        ,80,6,5,NULL,NULL,8,80,6,5,NULL,NULL,8,  , ,EC-12,  
11-12,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03 ,02        ,94,7,3,NULL,NULL,4,94,7,3,NULL,NULL,4,  , ,EC-12,  
11-12,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03 ,03        ,92,11,3,NULL,NULL,13,92,11,3,NULL,NULL,13,  , ,EC-12,  
11-12,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03 ,04        ,85,11,2,1,1,5,85,11,2,1,1,5,  , ,EC-12,  
11-12,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03 ,05        ,89,12,3,NULL,NULL,12,89,12,3,NULL,NULL,12,  , ,EC-12,  
11-12,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03 ,06        ,99,8,3,NULL,NULL,10,99,8,3,NULL,NULL,10,  , ,EC-12,  
11-12,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03 ,07        ,99,6,3,NULL,NULL,9,99,6,3,NULL,NULL,9,  , ,EC-12,  
11-12,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03 ,08        ,98,9,3,NULL,NULL,12,98,9,3,NULL,NULL,12,  , ,EC-12,  
11-12,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03 ,09        ,85,8,2,NULL,NULL,10,85,8,2,NULL,NULL,10,  , ,EC-12,  
11-12,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03 ,10        ,100,4,NULL,NULL,NULL,10,100,4,NULL,NULL,NULL,10,  , ,EC-12,  
11-12,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03 ,11        ,103,5,4,NULL,NULL,9,103,5,4,NULL,NULL,9,  , ,EC-12,  
11-12,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03 ,12        ,82,9,1,NULL,NULL,10,82,9,1,NULL,NULL,10,  , ,EC-12,  
11-12,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03 ,All Grades,1206,105,34,1,1,117,1219,106,34,1,1,130,  , ,EC-12,  
11-12,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03 ,KG        ,29,8,2,NULL,NULL,1,29,8,2,NULL,NULL,1,  , ,KG-12,  
11-12,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03 ,01        ,15,11,2,NULL,NULL,3,15,11,2,NULL,NULL,3,  , ,KG-12,  
11-12,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03 ,02        ,16,6,1,NULL,NULL,NULL,16,6,1,NULL,NULL,NULL,  , ,KG-12,  
11-12,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03 ,03        ,26,14,5,NULL,NULL,5,26,14,5,NULL,NULL,5,  , ,KG-12,  
11-12,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03 ,04        ,21,10,3,NULL,NULL,5,21,10,3,NULL,NULL,5,  , ,KG-12,  
11-12,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03 ,05        ,31,8,2,NULL,NULL,4,31,8,2,NULL,NULL,4,  , ,KG-12,  
11-12,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03 ,06        ,27,5,3,NULL,NULL,4,27,5,3,NULL,NULL,4,  , ,KG-12,  
11-12,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03 ,07        ,23,9,4,NULL,NULL,1,23,9,4,NULL,NULL,1,  , ,KG-12,  
11-12,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03 ,08        ,32,13,5,NULL,NULL,5,32,13,5,NULL,NULL,5,  , ,KG-12,  
11-12,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03 ,09        ,46,11,6,NULL,NULL,11,46,11,6,NULL,NULL,11,  , ,KG-12,  
11-12,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03 ,10        ,34,10,5,NULL,NULL,6,34,10,5,NULL,NULL,6,  , ,KG-12,  
11-12,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03 ,11        ,31,14,2,NULL,NULL,8,31,14,2,NULL,NULL,8,  , ,KG-12,  
11-12,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03 ,12        ,18,4,3,NULL,NULL,4,18,4,3,NULL,NULL,4,  , ,KG-12,  
11-12,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03 ,All Grades,349,123,43,NULL,NULL,57,349,123,43,NULL,NULL,57,  , ,KG-12,  
11-12,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,27,2,NULL,NULL,NULL,27,  , ,EC-12,  
11-12,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,KG        ,71,12,5,1,1,10,71,12,5,1,1,10,  , ,EC-12,  
11-12,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,01        ,79,12,6,NULL,NULL,13,79,12,6,NULL,NULL,13,  , ,EC-12,  
11-12,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,02        ,65,6,2,3,2,6,65,6,2,3,2,6,  , ,EC-12,  
11-12,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,03        ,71,12,4,1,1,14,71,12,4,1,1,14,  , ,EC-12,  
11-12,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,04        ,72,14,9,4,3,8,72,14,9,4,3,8,  , ,EC-12,  
11-12,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,05        ,63,8,5,1,1,7,63,8,5,1,1,7,  , ,EC-12,  
11-12,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,06        ,80,19,3,1,1,10,80,19,3,1,1,10,  , ,EC-12,  
11-12,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,07        ,65,14,5,1,1,7,65,14,5,1,1,7,  , ,EC-12,  
11-12,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,08        ,79,12,4,3,3,12,79,12,4,3,3,12,  , ,EC-12,  
11-12,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,09        ,67,12,1,1,1,7,67,12,1,1,1,7,  , ,EC-12,  
11-12,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,10        ,112,12,4,3,3,10,112,12,4,3,3,10,  , ,EC-12,  
11-12,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,11        ,65,10,2,NULL,NULL,11,65,10,2,NULL,NULL,11,  , ,EC-12,  
11-12,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,12        ,88,7,3,NULL,NULL,8,88,7,3,NULL,NULL,8,  , ,EC-12,  
11-12,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,All Grades,977,150,53,19,17,123,1004,152,53,19,17,150,  , ,EC-12,  
11-12,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,48,4,2,NULL,NULL,48,  , ,EC-12,  
11-12,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,KG        ,274,19,14,3,3,23,274,19,14,3,3,23,  , ,EC-12,  
11-12,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,01        ,259,28,11,3,3,36,259,28,11,3,3,36,  , ,EC-12,  
11-12,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,02        ,259,27,12,6,6,30,259,27,12,6,6,30,  , ,EC-12,  
11-12,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,03        ,261,21,14,6,6,28,261,21,14,6,6,28,  , ,EC-12,  
11-12,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,04        ,270,17,11,4,4,33,270,17,11,4,4,33,  , ,EC-12,  
11-12,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,05        ,283,24,13,1,1,41,283,24,13,1,1,41,  , ,EC-12,  
11-12,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,06        ,239,16,9,5,5,20,239,16,9,5,5,20,  , ,EC-12,  
11-12,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,07        ,260,29,7,3,3,32,260,29,7,3,3,32,  , ,EC-12,  
11-12,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,08        ,271,18,10,2,2,36,271,18,10,2,2,36,  , ,EC-12,  
11-12,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,09        ,261,14,12,NULL,NULL,29,261,14,12,NULL,NULL,29,  , ,EC-12,  
11-12,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,10        ,263,16,11,NULL,NULL,30,263,16,11,NULL,NULL,30,  , ,EC-12,  
11-12,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,11        ,273,12,7,NULL,NULL,32,273,12,7,NULL,NULL,32,  , ,EC-12,  
11-12,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,12        ,246,14,7,NULL,NULL,29,246,14,7,NULL,NULL,29,  , ,EC-12,  
11-12,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,All Grades,3419,255,138,33,33,399,3467,259,140,33,33,447,  , ,EC-12,  
11-12,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,52,12,4,NULL,NULL,52,  , ,EC-12,  
11-12,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11 ,KG        ,118,15,10,1,NULL,16,118,15,10,1,NULL,16,  , ,EC-12,  
11-12,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11 ,01        ,134,26,10,2,2,16,134,26,10,2,2,16,  , ,EC-12,  
11-12,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11 ,02        ,114,18,11,1,1,12,114,18,11,1,1,12,  , ,EC-12,  
11-12,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11 ,03        ,118,20,13,2,2,14,118,20,13,2,2,14,  , ,EC-12,  
11-12,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11 ,04        ,143,22,16,5,5,22,143,22,16,5,5,22,  , ,EC-12,  
11-12,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11 ,05        ,117,20,11,1,1,22,117,20,11,1,1,22,  , ,EC-12,  
11-12,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11 ,06        ,135,17,12,1,1,22,135,17,12,1,1,22,  , ,EC-12,  
11-12,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11 ,07        ,114,12,6,NULL,NULL,16,114,12,6,NULL,NULL,16,  , ,EC-12,  
11-12,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11 ,08        ,104,18,11,NULL,NULL,13,104,18,11,NULL,NULL,13,  , ,EC-12,  
11-12,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11 ,09        ,118,19,6,1,NULL,20,118,19,6,1,NULL,20,  , ,EC-12,  
11-12,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11 ,10        ,103,11,6,1,1,11,103,11,6,1,1,11,  , ,EC-12,  
11-12,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11 ,11        ,130,11,11,NULL,NULL,11,130,11,11,NULL,NULL,11,  , ,EC-12,  
11-12,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11 ,12        ,114,9,8,1,1,11,114,9,8,1,1,11,  , ,EC-12,  
11-12,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11 ,All Grades,1562,218,131,16,14,206,1614,230,135,16,14,258,  , ,EC-12,  
11-12,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,136,1,NULL,NULL,NULL,136,  , ,EC-12,  
11-12,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11 ,KG        ,606,84,29,62,62,50,606,84,29,62,62,50,  , ,EC-12,  
11-12,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11 ,01        ,654,95,25,61,61,55,654,95,25,61,61,55,  , ,EC-12,  
11-12,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11 ,02        ,716,99,21,45,45,64,716,99,21,45,45,64,  , ,EC-12,  
11-12,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11 ,03        ,636,80,28,40,40,73,636,80,28,40,40,73,  , ,EC-12,  
11-12,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11 ,04        ,676,100,25,65,65,78,676,100,25,65,65,78,  , ,EC-12,  
11-12,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11 ,05        ,737,101,40,52,52,100,737,101,40,52,52,100,  , ,EC-12,  
11-12,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11 ,06        ,705,82,33,32,32,79,705,82,33,32,32,79,  , ,EC-12,  
11-12,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11 ,07        ,742,100,37,26,26,78,742,100,37,26,26,78,  , ,EC-12,  
11-12,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11 ,08        ,700,89,31,29,29,71,700,89,31,29,29,71,  , ,EC-12,  
11-12,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11 ,09        ,790,85,33,21,21,71,790,85,33,21,21,71,  , ,EC-12,  
11-12,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11 ,10        ,715,97,18,18,18,67,715,97,18,18,18,67,  , ,EC-12,  
11-12,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11 ,11        ,682,77,28,7,7,55,682,77,28,7,7,55,  , ,EC-12,  
11-12,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11 ,12        ,629,46,23,12,12,60,629,46,23,12,12,60,  , ,EC-12,  
11-12,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11 ,All Grades,8988,1135,371,470,470,901,9124,1136,371,470,470,1037,  , ,EC-12,  
11-12,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,13,  , ,EC-12,  
11-12,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05 ,KG        ,51,30,4,NULL,NULL,3,51,30,4,NULL,NULL,3,  , ,EC-12,  
11-12,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05 ,01        ,54,32,5,NULL,NULL,8,54,32,5,NULL,NULL,8,  , ,EC-12,  
11-12,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05 ,02        ,58,30,6,NULL,NULL,14,58,30,6,NULL,NULL,14,  , ,EC-12,  
11-12,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05 ,03        ,73,33,14,NULL,NULL,15,73,33,14,NULL,NULL,15,  , ,EC-12,  
11-12,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05 ,04        ,61,26,5,NULL,NULL,11,61,26,5,NULL,NULL,11,  , ,EC-12,  
11-12,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05 ,05        ,71,26,11,NULL,NULL,12,71,26,11,NULL,NULL,12,  , ,EC-12,  
11-12,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05 ,06        ,72,26,12,1,1,11,72,26,12,1,1,11,  , ,EC-12,  
11-12,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05 ,07        ,58,29,5,2,2,15,58,29,5,2,2,15,  , ,EC-12,  
11-12,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05 ,08        ,72,22,14,NULL,NULL,8,72,22,14,NULL,NULL,8,  , ,EC-12,  
11-12,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05 ,09        ,54,21,7,1,1,8,54,21,7,1,1,8,  , ,EC-12,  
11-12,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05 ,10        ,51,19,4,NULL,NULL,8,51,19,4,NULL,NULL,8,  , ,EC-12,  
11-12,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05 ,11        ,43,12,5,NULL,NULL,5,43,12,5,NULL,NULL,5,  , ,EC-12,  
11-12,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05 ,12        ,77,24,6,NULL,NULL,21,77,24,6,NULL,NULL,21,  , ,EC-12,  
11-12,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05 ,All Grades,795,330,98,4,4,139,808,330,98,4,4,152,  , ,EC-12,  
11-12,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,16,10,NULL,NULL,NULL,15,  , ,EC-12,  
11-12,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05 ,KG        ,104,71,12,NULL,NULL,10,104,71,12,NULL,NULL,10,  , ,EC-12,  
11-12,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05 ,01        ,113,82,8,NULL,NULL,18,113,82,8,NULL,NULL,18,  , ,EC-12,  
11-12,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05 ,02        ,110,83,9,NULL,NULL,15,110,83,9,NULL,NULL,15,  , ,EC-12,  
11-12,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05 ,03        ,96,75,10,NULL,NULL,23,96,75,10,NULL,NULL,23,  , ,EC-12,  
