DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,HMLK12,EC12Enr,Free-EC12,Red-EC12,LEPIdentifiedEC12,LEPServedEC12,SPE-EC12,HML-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
15-16,27,Hennepin                                     ,4170,07,HIAWATHA ACADEMIES                 ,000, ,11,11,06,83,71,7,35,35,6,11,83,71,7,35,35,6,11,, ,KG-09,
15-16,27,Hennepin                                     ,4170,07,HIAWATHA ACADEMIES                 ,000, ,11,11,07,78,67,4,40,40,9,12,78,67,4,40,40,9,12,, ,KG-09,
15-16,27,Hennepin                                     ,4170,07,HIAWATHA ACADEMIES                 ,000, ,11,11,08,84,74,7,45,44,9,14,84,74,7,45,44,9,14,, ,KG-09,
15-16,27,Hennepin                                     ,4170,07,HIAWATHA ACADEMIES                 ,000, ,11,11,09,105,86,9,48,29,17,2,105,86,9,48,29,17,2,, ,KG-09,
15-16,27,Hennepin                                     ,4170,07,HIAWATHA ACADEMIES                 ,000, ,11,11,All Grades,1050,848,94,678,625,94,46,1050,848,94,678,625,94,46,, ,KG-09,
15-16,27,Hennepin                                     ,4171,07,NOBLE ACADEMY                      ,000, ,11,11,KG,96,56,17,67,67,1,,96,56,17,67,67,1,,, ,KG-08,
15-16,27,Hennepin                                     ,4171,07,NOBLE ACADEMY                      ,000, ,11,11,01,85,48,20,62,62,5,,85,48,20,62,62,5,,, ,KG-08,
15-16,27,Hennepin                                     ,4171,07,NOBLE ACADEMY                      ,000, ,11,11,02,77,44,15,57,57,3,,77,44,15,57,57,3,,, ,KG-08,
15-16,27,Hennepin                                     ,4171,07,NOBLE ACADEMY                      ,000, ,11,11,03,84,51,14,56,56,3,,84,51,14,56,56,3,,, ,KG-08,
15-16,27,Hennepin                                     ,4171,07,NOBLE ACADEMY                      ,000, ,11,11,04,75,40,11,52,52,5,,75,40,11,52,52,5,,, ,KG-08,
15-16,27,Hennepin                                     ,4171,07,NOBLE ACADEMY                      ,000, ,11,11,05,65,40,13,48,48,3,,65,40,13,48,48,3,,, ,KG-08,
15-16,27,Hennepin                                     ,4171,07,NOBLE ACADEMY                      ,000, ,11,11,06,55,38,8,36,36,1,,55,38,8,36,36,1,,, ,KG-08,
15-16,27,Hennepin                                     ,4171,07,NOBLE ACADEMY                      ,000, ,11,11,07,43,25,6,26,26,7,,43,25,6,26,26,7,,, ,KG-08,
15-16,27,Hennepin                                     ,4171,07,NOBLE ACADEMY                      ,000, ,11,11,08,36,20,9,19,19,5,,36,20,9,19,19,5,,, ,KG-08,
15-16,27,Hennepin                                     ,4171,07,NOBLE ACADEMY                      ,000, ,11,11,All Grades,616,362,113,423,423,33,,616,362,113,423,423,33,,, ,KG-08,
15-16,87,Yellow Medicine                              ,4172,07,CLARKFIELD CHARTER SCHOOL          ,000, ,06,06W,KG,11,4,2,,,1,,11,4,2,,,1,,, ,KG-06,
15-16,87,Yellow Medicine                              ,4172,07,CLARKFIELD CHARTER SCHOOL          ,000, ,06,06W,01,13,4,3,,,1,,13,4,3,,,1,,, ,KG-06,
15-16,87,Yellow Medicine                              ,4172,07,CLARKFIELD CHARTER SCHOOL          ,000, ,06,06W,02,6,2,2,,,1,,6,2,2,,,1,,, ,KG-06,
15-16,87,Yellow Medicine                              ,4172,07,CLARKFIELD CHARTER SCHOOL          ,000, ,06,06W,03,7,3,1,,,2,,7,3,1,,,2,,, ,KG-06,
15-16,87,Yellow Medicine                              ,4172,07,CLARKFIELD CHARTER SCHOOL          ,000, ,06,06W,04,11,3,2,,,3,,11,3,2,,,3,,, ,KG-06,
15-16,87,Yellow Medicine                              ,4172,07,CLARKFIELD CHARTER SCHOOL          ,000, ,06,06W,05,3,1,,,,,,3,1,,,,,,, ,KG-06,
15-16,87,Yellow Medicine                              ,4172,07,CLARKFIELD CHARTER SCHOOL          ,000, ,06,06W,06,7,2,2,,,3,,7,2,2,,,3,,, ,KG-06,
15-16,87,Yellow Medicine                              ,4172,07,CLARKFIELD CHARTER SCHOOL          ,000, ,06,06W,All Grades,58,19,12,,,11,,58,19,12,,,11,,, ,KG-06,
15-16,27,Hennepin                                     ,4178,07,LINCOLN INTERNATIONAL SCHOOL       ,000, ,11,11,09,30,30,,30,30,,,30,30,,30,30,,,, ,09-12,
15-16,27,Hennepin                                     ,4178,07,LINCOLN INTERNATIONAL SCHOOL       ,000, ,11,11,10,33,33,,29,29,2,1,33,33,,29,29,2,1,, ,09-12,
15-16,27,Hennepin                                     ,4178,07,LINCOLN INTERNATIONAL SCHOOL       ,000, ,11,11,11,42,42,,40,40,,1,42,42,,40,40,,1,, ,09-12,
15-16,27,Hennepin                                     ,4178,07,LINCOLN INTERNATIONAL SCHOOL       ,000, ,11,11,12,39,39,,35,35,3,1,39,39,,35,35,3,1,, ,09-12,
15-16,27,Hennepin                                     ,4178,07,LINCOLN INTERNATIONAL SCHOOL       ,000, ,11,11,All Grades,144,144,,134,134,5,3,144,144,,134,134,5,3,, ,09-12,
15-16,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,KG,132,96,13,92,92,,,132,96,13,92,92,,,, ,KG-08,
15-16,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,01,108,86,12,89,89,7,,108,86,12,89,89,7,,, ,KG-08,
15-16,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,02,111,81,13,89,87,3,,111,81,13,89,87,3,,, ,KG-08,
15-16,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,03,115,94,10,100,93,6,,115,94,10,100,93,6,,, ,KG-08,
15-16,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,04,111,91,9,86,84,8,,111,91,9,86,84,8,,, ,KG-08,
15-16,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,05,124,100,11,99,98,14,,124,100,11,99,98,14,,, ,KG-08,
15-16,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,06,85,74,6,62,60,9,,85,74,6,62,60,9,,, ,KG-08,
15-16,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,07,106,86,11,75,74,10,,106,86,11,75,74,10,,, ,KG-08,
15-16,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,08,97,76,10,66,63,15,,97,76,10,66,63,15,,, ,KG-08,
15-16,62,Ramsey                                       ,4181,07,COMMUNITY SCHOOL OF EXCELLENCE     ,000, ,11,11,All Grades,989,784,95,758,740,72,,989,784,95,758,740,72,,, ,KG-08,
15-16,27,Hennepin                                     ,4183,07,LIONSGATE ACADEMY                  ,000, ,11,11,07,14,2,,,,13,,14,2,,,,13,,, ,07-12,
15-16,27,Hennepin                                     ,4183,07,LIONSGATE ACADEMY                  ,000, ,11,11,08,22,,2,,,22,,22,,2,,,22,,, ,07-12,
15-16,27,Hennepin                                     ,4183,07,LIONSGATE ACADEMY                  ,000, ,11,11,09,24,4,2,,,24,,24,4,2,,,24,,, ,07-12,
15-16,27,Hennepin                                     ,4183,07,LIONSGATE ACADEMY                  ,000, ,11,11,10,24,,2,,,24,,24,,2,,,24,,, ,07-12,
15-16,27,Hennepin                                     ,4183,07,LIONSGATE ACADEMY                  ,000, ,11,11,11,23,,1,,,22,,23,,1,,,22,,, ,07-12,
15-16,27,Hennepin                                     ,4183,07,LIONSGATE ACADEMY                  ,000, ,11,11,12,56,13,1,,,56,,56,13,1,,,56,,, ,07-12,
15-16,27,Hennepin                                     ,4183,07,LIONSGATE ACADEMY                  ,000, ,11,11,All Grades,163,19,8,,,161,,163,19,8,,,161,,, ,07-12,
15-16,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,KG,64,5,4,9,9,3,,64,5,4,9,9,3,,, ,KG-08,
15-16,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,01,65,5,,3,3,2,,65,5,,3,3,2,,, ,KG-08,
15-16,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,02,66,3,6,7,7,2,,66,3,6,7,7,2,,, ,KG-08,
15-16,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,03,62,8,1,7,7,9,,62,8,1,7,7,9,,, ,KG-08,
15-16,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,04,64,5,2,5,5,5,,64,5,2,5,5,5,,, ,KG-08,
15-16,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,05,65,3,3,2,1,6,,65,3,3,2,1,6,,, ,KG-08,
15-16,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,06,38,6,1,3,3,4,,38,6,1,3,3,4,,, ,KG-08,
15-16,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,07,23,3,2,3,3,4,,23,3,2,3,3,4,,, ,KG-08,
15-16,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,08,31,5,4,7,7,3,,31,5,4,7,7,3,,, ,KG-08,
15-16,70,Scott                                        ,4184,07,ASPEN ACADEMY                      ,000, ,11,11,All Grades,478,43,23,46,45,38,,478,43,23,46,45,38,,, ,KG-08,
15-16,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,KG,36,4,5,,,1,,36,4,5,,,1,,, ,KG-08,
15-16,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,01,52,4,6,1,1,8,,52,4,6,1,1,8,,, ,KG-08,
15-16,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,02,53,2,3,2,2,4,,53,2,3,2,2,4,,, ,KG-08,
15-16,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,03,53,4,2,1,1,7,,53,4,2,1,1,7,,, ,KG-08,
15-16,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,04,52,5,4,2,2,8,,52,5,4,2,2,8,,, ,KG-08,
15-16,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,05,50,8,2,,,5,,50,8,2,,,5,,, ,KG-08,
15-16,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,06,48,3,5,1,1,10,,48,3,5,1,1,10,,, ,KG-08,
15-16,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,07,48,6,3,1,1,5,,48,6,3,1,1,5,,, ,KG-08,
15-16,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,08,41,6,5,,,4,,41,6,5,,,4,,, ,KG-08,
15-16,02,Anoka                                        ,4185,07,DAVINCI ACADEMY                    ,000, ,11,11,All Grades,433,42,35,8,8,52,,433,42,35,8,8,52,,, ,KG-08,
15-16,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,KG,48,38,4,35,35,3,,48,38,4,35,35,3,,, ,KG-08,
15-16,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,01,48,42,4,29,29,3,1,48,42,4,29,29,3,1,, ,KG-08,
15-16,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,02,48,37,6,35,35,4,,48,37,6,35,35,4,,, ,KG-08,
15-16,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,03,48,40,4,29,29,3,,48,40,4,29,29,3,,, ,KG-08,
15-16,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,04,48,37,5,8,8,7,1,48,37,5,8,8,7,1,, ,KG-08,
15-16,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,05,48,36,10,4,4,6,,48,36,10,4,4,6,,, ,KG-08,
15-16,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,06,48,41,3,6,6,3,1,48,41,3,6,6,3,1,, ,KG-08,
15-16,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,07,50,35,5,7,7,3,,50,35,5,7,7,3,,, ,KG-08,
15-16,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,08,46,39,3,14,14,5,,46,39,3,14,14,5,,, ,KG-08,
15-16,02,Anoka                                        ,4186,07,GLOBAL ACADEMY                     ,000, ,11,11,All Grades,432,345,44,167,167,37,3,432,345,44,167,167,37,3,, ,KG-08,
15-16,82,Washington                                   ,4187,07,NATURAL SCIENCE ACADEMY            ,000, ,11,11,KG,19,,,,,2,,19,,,,,2,,, ,KG-05,
15-16,82,Washington                                   ,4187,07,NATURAL SCIENCE ACADEMY            ,000, ,11,11,01,13,,,,,1,,13,,,,,1,,, ,KG-05,
15-16,82,Washington                                   ,4187,07,NATURAL SCIENCE ACADEMY            ,000, ,11,11,02,14,,3,,,2,,14,,3,,,2,,, ,KG-05,
15-16,82,Washington                                   ,4187,07,NATURAL SCIENCE ACADEMY            ,000, ,11,11,03,7,1,,,,1,,7,1,,,,1,,, ,KG-05,
15-16,82,Washington                                   ,4187,07,NATURAL SCIENCE ACADEMY            ,000, ,11,11,04,4,,1,,,2,,4,,1,,,2,,, ,KG-05,
15-16,82,Washington                                   ,4187,07,NATURAL SCIENCE ACADEMY            ,000, ,11,11,05,9,1,,,,3,,9,1,,,,3,,, ,KG-05,
15-16,82,Washington                                   ,4187,07,NATURAL SCIENCE ACADEMY            ,000, ,11,11,All Grades,66,2,4,,,11,,66,2,4,,,11,,, ,KG-05,
15-16,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,KG,78,3,3,,,8,,78,3,3,,,8,,, ,KG-08,
15-16,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,01,74,6,5,1,,9,,74,6,5,1,,9,,, ,KG-08,
15-16,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,02,88,5,4,1,,5,,88,5,4,1,,5,,, ,KG-08,
15-16,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,03,75,4,6,,,10,,75,4,6,,,10,,, ,KG-08,
15-16,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,04,62,7,5,1,,5,,62,7,5,1,,5,,, ,KG-08,
15-16,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,05,60,2,2,,,12,,60,2,2,,,12,,, ,KG-08,
15-16,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,06,47,2,8,,,9,,47,2,8,,,9,,, ,KG-08,
15-16,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,07,46,4,4,,,9,,46,4,4,,,9,,, ,KG-08,
15-16,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,08,17,1,,,,3,,17,1,,,,3,,, ,KG-08,
15-16,10,Carver                                       ,4188,07,COLOGNE ACADEMY                    ,000, ,11,11,All Grades,547,34,37,3,,70,,547,34,37,3,,70,,, ,KG-08,
15-16,27,Hennepin                                     ,4189,07,BRIGHT WATER ELEMENTARY            ,000, ,11,11,KG,28,9,1,2,2,,,28,9,1,2,2,,,, ,KG-06,
15-16,27,Hennepin                                     ,4189,07,BRIGHT WATER ELEMENTARY            ,000, ,11,11,01,28,18,1,2,2,2,1,28,18,1,2,2,2,1,, ,KG-06,
15-16,27,Hennepin                                     ,4189,07,BRIGHT WATER ELEMENTARY            ,000, ,11,11,02,33,15,4,2,2,1,2,33,15,4,2,2,1,2,, ,KG-06,
15-16,27,Hennepin                                     ,4189,07,BRIGHT WATER ELEMENTARY            ,000, ,11,11,03,39,12,2,4,4,5,1,39,12,2,4,4,5,1,, ,KG-06,
15-16,27,Hennepin                                     ,4189,07,BRIGHT WATER ELEMENTARY            ,000, ,11,11,04,16,6,,2,2,6,,16,6,,2,2,6,,, ,KG-06,
15-16,27,Hennepin                                     ,4189,07,BRIGHT WATER ELEMENTARY            ,000, ,11,11,05,11,3,4,2,2,3,1,11,3,4,2,2,3,1,, ,KG-06,
15-16,27,Hennepin                                     ,4189,07,BRIGHT WATER ELEMENTARY            ,000, ,11,11,06,6,3,1,1,1,,,6,3,1,1,1,,,, ,KG-06,
15-16,27,Hennepin                                     ,4189,07,BRIGHT WATER ELEMENTARY            ,000, ,11,11,All Grades,161,66,13,15,15,17,5,161,66,13,15,15,17,5,, ,KG-06,
15-16,62,Ramsey                                       ,4190,07,RIVERS EDGE ACADEMY                ,000, ,11,11,09,8,4,1,,,2,,8,4,1,,,2,,, ,09-12,
15-16,62,Ramsey                                       ,4190,07,RIVERS EDGE ACADEMY                ,000, ,11,11,10,27,14,1,1,1,12,,27,14,1,1,1,12,,, ,09-12,
15-16,62,Ramsey                                       ,4190,07,RIVERS EDGE ACADEMY                ,000, ,11,11,11,22,13,3,1,1,4,,22,13,3,1,1,4,,, ,09-12,
15-16,62,Ramsey                                       ,4190,07,RIVERS EDGE ACADEMY                ,000, ,11,11,12,16,8,1,,,5,,16,8,1,,,5,,, ,09-12,
15-16,62,Ramsey                                       ,4190,07,RIVERS EDGE ACADEMY                ,000, ,11,11,All Grades,73,39,6,2,2,23,,73,39,6,2,2,23,,, ,09-12,
15-16,27,Hennepin                                     ,4191,07,KIPP MINNESOTA CHARTER SCHOOL      ,000, ,11,11,05,34,30,4,,,8,2,34,30,4,,,8,2,, ,05-08,
15-16,27,Hennepin                                     ,4191,07,KIPP MINNESOTA CHARTER SCHOOL      ,000, ,11,11,06,69,60,3,,,18,2,69,60,3,,,18,2,, ,05-08,
15-16,27,Hennepin                                     ,4191,07,KIPP MINNESOTA CHARTER SCHOOL      ,000, ,11,11,07,58,49,4,,,12,3,58,49,4,,,12,3,, ,05-08,
15-16,27,Hennepin                                     ,4191,07,KIPP MINNESOTA CHARTER SCHOOL      ,000, ,11,11,08,54,43,4,,,14,1,54,43,4,,,14,1,, ,05-08,
15-16,27,Hennepin                                     ,4191,07,KIPP MINNESOTA CHARTER SCHOOL      ,000, ,11,11,All Grades,215,182,15,,,52,8,215,182,15,,,52,8,, ,05-08,
15-16,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,KG,60,50,,34,34,2,,60,50,,34,34,2,,, ,KG-08,
15-16,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,01,83,71,1,62,62,1,,83,71,1,62,62,1,,, ,KG-08,
15-16,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,02,70,63,,51,51,7,,70,63,,51,51,7,,, ,KG-08,
15-16,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,03,63,59,,34,34,7,1,63,59,,34,34,7,1,, ,KG-08,
15-16,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,04,60,52,1,25,25,10,,60,52,1,25,25,10,,, ,KG-08,
15-16,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,05,123,98,3,26,26,21,,123,98,3,26,26,21,,, ,KG-08,
15-16,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,06,113,97,,28,28,18,,113,97,,28,28,18,,, ,KG-08,
15-16,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,07,71,51,1,4,4,13,,71,51,1,4,4,13,,, ,KG-08,
15-16,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,08,78,64,2,2,2,8,,78,64,2,2,2,8,,, ,KG-08,
15-16,27,Hennepin                                     ,4192,07,BEST ACADEMY                       ,000, ,11,11,All Grades,721,605,8,266,266,87,1,721,605,8,266,266,87,1,, ,KG-08,
15-16,62,Ramsey                                       ,4193,07,COLLEGE PREPARATORY ELEMENTARY     ,000, ,11,11,KG,53,44,3,37,36,2,3,53,44,3,37,36,2,3,, ,KG-06,
15-16,62,Ramsey                                       ,4193,07,COLLEGE PREPARATORY ELEMENTARY     ,000, ,11,11,01,54,46,3,43,43,4,2,54,46,3,43,43,4,2,, ,KG-06,
15-16,62,Ramsey                                       ,4193,07,COLLEGE PREPARATORY ELEMENTARY     ,000, ,11,11,02,43,34,6,32,31,4,2,43,34,6,32,31,4,2,, ,KG-06,
15-16,62,Ramsey                                       ,4193,07,COLLEGE PREPARATORY ELEMENTARY     ,000, ,11,11,03,55,50,2,43,43,7,2,55,50,2,43,43,7,2,, ,KG-06,
15-16,62,Ramsey                                       ,4193,07,COLLEGE PREPARATORY ELEMENTARY     ,000, ,11,11,04,56,46,6,43,41,10,,56,46,6,43,41,10,,, ,KG-06,
15-16,62,Ramsey                                       ,4193,07,COLLEGE PREPARATORY ELEMENTARY     ,000, ,11,11,05,54,41,4,35,31,6,1,54,41,4,35,31,6,1,, ,KG-06,
15-16,62,Ramsey                                       ,4193,07,COLLEGE PREPARATORY ELEMENTARY     ,000, ,11,11,06,33,28,4,27,23,9,,33,28,4,27,23,9,,, ,KG-06,
15-16,62,Ramsey                                       ,4193,07,COLLEGE PREPARATORY ELEMENTARY     ,000, ,11,11,All Grades,348,289,28,260,248,42,10,348,289,28,260,248,42,10,, ,KG-06,
15-16,66,Rice                                         ,4194,07,CANNON RIVER STEM SCHOOL           ,000, ,10,10,KG,40,12,5,3,3,4,1,40,12,5,3,3,4,1,, ,KG-08,
15-16,66,Rice                                         ,4194,07,CANNON RIVER STEM SCHOOL           ,000, ,10,10,01,40,7,6,,,3,,40,7,6,,,3,,, ,KG-08,
15-16,66,Rice                                         ,4194,07,CANNON RIVER STEM SCHOOL           ,000, ,10,10,02,40,9,3,2,2,2,,40,9,3,2,2,2,,, ,KG-08,
15-16,66,Rice                                         ,4194,07,CANNON RIVER STEM SCHOOL           ,000, ,10,10,03,40,5,4,,,3,,40,5,4,,,3,,, ,KG-08,
