DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,grade,K12Enr,FreeK12,RedK12,LEPK12,SPEK12,EC12Enr,Free-EC12,Red-EC12,LEP-EC12,SPE-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
06-07,55,Olmsted                                      ,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000, ,10,10 ,05,133,22,12,,14,133,22,12,,14,  , ,  
06-07,55,Olmsted                                      ,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000, ,10,10 ,06,152,19,13,,15,152,19,13,,15,  , ,  
06-07,55,Olmsted                                      ,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000, ,10,10 ,07,123,17,9,,8,123,17,9,,8,  , ,  
06-07,55,Olmsted                                      ,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000, ,10,10 ,08,146,21,12,,12,146,21,12,,12,  , ,  
06-07,55,Olmsted                                      ,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000, ,10,10 ,09,122,9,8,,5,122,9,8,,5,  , ,  
06-07,55,Olmsted                                      ,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000, ,10,10 ,10,125,12,8,,9,125,12,8,,9,  , ,  
06-07,55,Olmsted                                      ,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000, ,10,10 ,11,150,9,8,,4,150,9,8,,4,  , ,  
06-07,55,Olmsted                                      ,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000, ,10,10 ,12,145,16,2,,4,145,16,2,,4,  , ,  
06-07,55,Olmsted                                      ,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000, ,10,10 ,All Grades,1786,238,126,,159,1809,240,129,,182,  , ,  
06-07,55,Olmsted                                      ,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,EC,,,,,,215,9,4,13,215,  , ,  
06-07,55,Olmsted                                      ,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,KG,1252,284,73,225,95,1252,284,73,225,95,  , ,  
06-07,55,Olmsted                                      ,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,01,1210,329,87,215,107,1210,329,87,215,107,  , ,  
06-07,55,Olmsted                                      ,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,02,1155,312,90,229,108,1155,312,90,229,108,  , ,  
06-07,55,Olmsted                                      ,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,03,1191,291,78,209,130,1191,291,78,209,130,  , ,  
06-07,55,Olmsted                                      ,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,04,1163,290,66,181,152,1163,290,66,181,152,  , ,  
06-07,55,Olmsted                                      ,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,05,1125,284,86,164,151,1125,284,86,164,151,  , ,  
06-07,55,Olmsted                                      ,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,06,1201,289,87,174,133,1201,289,87,174,133,  , ,  
06-07,55,Olmsted                                      ,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,07,1142,253,69,143,154,1142,253,69,143,154,  , ,  
06-07,55,Olmsted                                      ,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,08,1167,256,62,149,140,1167,256,62,149,140,  , ,  
06-07,55,Olmsted                                      ,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,09,1522,391,91,221,170,1522,391,91,221,170,  , ,  
06-07,55,Olmsted                                      ,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,10,1360,254,63,114,133,1360,254,63,114,133,  , ,  
06-07,55,Olmsted                                      ,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,11,1255,192,37,90,111,1255,192,37,90,111,  , ,  
06-07,55,Olmsted                                      ,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,12,1279,137,36,69,136,1279,137,36,69,136,  , ,  
06-07,55,Olmsted                                      ,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,All Grades,16022,3562,925,2183,1720,16237,3571,929,2196,1935,  , ,  
06-07,56,Otter Tail                                   ,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,000, ,04,04 ,EC,,,,,,1,1,,,1,  , ,  
06-07,56,Otter Tail                                   ,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,000, ,04,04 ,KG,42,10,5,,3,42,10,5,,3,  , ,  
06-07,56,Otter Tail                                   ,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,000, ,04,04 ,01,30,9,4,1,3,30,9,4,1,3,  , ,  
06-07,56,Otter Tail                                   ,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,000, ,04,04 ,02,40,8,5,1,2,40,8,5,1,2,  , ,  
06-07,56,Otter Tail                                   ,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,000, ,04,04 ,03,40,8,5,,3,40,8,5,,3,  , ,  
06-07,56,Otter Tail                                   ,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,000, ,04,04 ,04,34,7,5,,2,34,7,5,,2,  , ,  
06-07,56,Otter Tail                                   ,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,000, ,04,04 ,05,33,4,4,,3,33,4,4,,3,  , ,  
06-07,56,Otter Tail                                   ,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,000, ,04,04 ,06,40,14,7,,3,40,14,7,,3,  , ,  
06-07,56,Otter Tail                                   ,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,000, ,04,04 ,07,38,10,3,,3,38,10,3,,3,  , ,  
06-07,56,Otter Tail                                   ,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,000, ,04,04 ,08,41,8,11,,,41,8,11,,,  , ,  
06-07,56,Otter Tail                                   ,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,000, ,04,04 ,09,52,11,4,,6,52,11,4,,6,  , ,  
06-07,56,Otter Tail                                   ,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,000, ,04,04 ,10,41,9,6,,2,41,9,6,,2,  , ,  
06-07,56,Otter Tail                                   ,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,000, ,04,04 ,11,60,11,8,,4,60,11,8,,4,  , ,  
06-07,56,Otter Tail                                   ,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,000, ,04,04 ,12,44,11,5,,3,44,11,5,,3,  , ,  
06-07,56,Otter Tail                                   ,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT ,000, ,04,04 ,All Grades,535,120,72,2,37,536,121,72,2,38,  , ,  
06-07,56,Otter Tail                                   ,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,000, ,04,04 ,KG,150,31,27,,8,150,31,27,,8,  , ,  
06-07,56,Otter Tail                                   ,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,000, ,04,04 ,01,145,41,15,,23,145,41,15,,23,  , ,  
06-07,56,Otter Tail                                   ,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,000, ,04,04 ,02,187,43,20,,33,187,43,20,,33,  , ,  
06-07,56,Otter Tail                                   ,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,000, ,04,04 ,03,160,23,14,,27,160,23,14,,27,  , ,  
06-07,56,Otter Tail                                   ,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,000, ,04,04 ,04,169,26,17,1,33,169,26,17,1,33,  , ,  
06-07,56,Otter Tail                                   ,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,000, ,04,04 ,05,173,37,13,,32,173,37,13,,32,  , ,  
06-07,56,Otter Tail                                   ,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,000, ,04,04 ,06,198,20,19,,26,198,20,19,,26,  , ,  
06-07,56,Otter Tail                                   ,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,000, ,04,04 ,07,210,33,16,,29,210,33,16,,29,  , ,  
06-07,56,Otter Tail                                   ,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,000, ,04,04 ,08,249,42,13,,30,249,42,13,,30,  , ,  
06-07,56,Otter Tail                                   ,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,000, ,04,04 ,09,239,44,11,,34,239,44,11,,34,  , ,  
06-07,56,Otter Tail                                   ,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,000, ,04,04 ,10,238,36,13,,33,238,36,13,,33,  , ,  
06-07,56,Otter Tail                                   ,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,000, ,04,04 ,11,249,26,19,1,27,249,26,19,1,27,  , ,  
06-07,56,Otter Tail                                   ,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,000, ,04,04 ,12,217,22,4,,30,217,22,4,,30,  , ,  
06-07,56,Otter Tail                                   ,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,000, ,04,04 ,All Grades,2584,424,201,2,365,2584,424,201,2,365,  , ,  
06-07,56,Otter Tail                                   ,0545,01,HENNING PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,KG,34,6,7,,3,34,6,7,,3,  , ,  
06-07,56,Otter Tail                                   ,0545,01,HENNING PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,01,28,9,5,,1,28,9,5,,1,  , ,  
06-07,56,Otter Tail                                   ,0545,01,HENNING PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,02,36,13,6,,4,36,13,6,,4,  , ,  
06-07,56,Otter Tail                                   ,0545,01,HENNING PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,03,31,10,2,,6,31,10,2,,6,  , ,  
06-07,56,Otter Tail                                   ,0545,01,HENNING PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,04,24,6,2,,2,24,6,2,,2,  , ,  
06-07,56,Otter Tail                                   ,0545,01,HENNING PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,05,16,7,2,,4,16,7,2,,4,  , ,  
06-07,56,Otter Tail                                   ,0545,01,HENNING PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,06,22,8,1,,7,22,8,1,,7,  , ,  
06-07,56,Otter Tail                                   ,0545,01,HENNING PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,07,26,8,3,,3,26,8,3,,3,  , ,  
06-07,56,Otter Tail                                   ,0545,01,HENNING PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,08,29,8,4,,1,29,8,4,,1,  , ,  
06-07,56,Otter Tail                                   ,0545,01,HENNING PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,09,32,7,3,,6,32,7,3,,6,  , ,  
06-07,56,Otter Tail                                   ,0545,01,HENNING PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,10,31,6,2,,5,31,6,2,,5,  , ,  
06-07,56,Otter Tail                                   ,0545,01,HENNING PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,11,35,9,5,,6,35,9,5,,6,  , ,  
06-07,56,Otter Tail                                   ,0545,01,HENNING PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,12,25,9,2,,5,25,9,2,,5,  , ,  
06-07,56,Otter Tail                                   ,0545,01,HENNING PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,All Grades,369,106,44,,53,369,106,44,,53,  , ,  
06-07,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,000, ,04,04 ,EC,,,,,,13,6,2,,13,  , ,  
06-07,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,000, ,04,04 ,KG,33,8,4,,4,33,8,4,,4,  , ,  
06-07,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,000, ,04,04 ,01,39,10,6,,4,39,10,6,,4,  , ,  
06-07,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,000, ,04,04 ,02,37,6,9,,6,37,6,9,,6,  , ,  
06-07,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,000, ,04,04 ,03,33,10,5,,2,33,10,5,,2,  , ,  
06-07,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,000, ,04,04 ,04,33,11,8,,3,33,11,8,,3,  , ,  
06-07,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,000, ,04,04 ,05,39,7,6,,8,39,7,6,,8,  , ,  
06-07,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,000, ,04,04 ,06,43,12,8,,7,43,12,8,,7,  , ,  
06-07,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,000, ,04,04 ,07,42,9,7,,4,42,9,7,,4,  , ,  
06-07,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,000, ,04,04 ,08,52,12,6,,8,52,12,6,,8,  , ,  
06-07,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,000, ,04,04 ,09,50,14,7,,10,50,14,7,,10,  , ,  
06-07,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,000, ,04,04 ,10,55,12,7,,12,55,12,7,,12,  , ,  
06-07,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,000, ,04,04 ,11,51,7,7,,7,51,7,7,,7,  , ,  
06-07,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,000, ,04,04 ,12,66,11,7,,5,66,11,7,,5,  , ,  
06-07,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,000, ,04,04 ,All Grades,573,129,87,,80,586,135,89,,93,  , ,  
06-07,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. ,000, ,04,04 ,EC,,,,,,4,2,1,2,4,  , ,  
06-07,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. ,000, ,04,04 ,KG,61,25,10,24,4,61,25,10,24,4,  , ,  
06-07,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. ,000, ,04,04 ,01,75,30,5,23,5,75,30,5,23,5,  , ,  
06-07,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. ,000, ,04,04 ,02,50,17,7,17,4,50,17,7,17,4,  , ,  
06-07,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. ,000, ,04,04 ,03,86,42,11,42,13,86,42,11,42,13,  , ,  
06-07,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. ,000, ,04,04 ,04,72,27,8,23,10,72,27,8,23,10,  , ,  
06-07,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. ,000, ,04,04 ,05,74,29,8,22,14,74,29,8,22,14,  , ,  
06-07,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. ,000, ,04,04 ,06,74,16,10,23,8,74,16,10,23,8,  , ,  
06-07,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. ,000, ,04,04 ,07,78,25,6,9,9,78,25,6,9,9,  , ,  
06-07,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. ,000, ,04,04 ,08,84,23,8,4,8,84,23,8,4,8,  , ,  
06-07,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. ,000, ,04,04 ,09,99,39,6,20,6,99,39,6,20,6,  , ,  
06-07,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. ,000, ,04,04 ,10,104,24,7,16,13,104,24,7,16,13,  , ,  
06-07,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. ,000, ,04,04 ,11,89,18,7,3,8,89,18,7,3,8,  , ,  
06-07,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. ,000, ,04,04 ,12,112,25,11,6,15,112,25,11,6,15,  , ,  
06-07,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST. ,000, ,04,04 ,All Grades,1058,340,104,232,117,1062,342,105,234,121,  , ,  
06-07,56,Otter Tail                                   ,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,EC,,,,,,4,2,,,4,  , ,  
06-07,56,Otter Tail                                   ,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,KG,89,31,17,,13,89,31,17,,13,  , ,  
06-07,56,Otter Tail                                   ,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,01,90,15,17,1,11,90,15,17,1,11,  , ,  
06-07,56,Otter Tail                                   ,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,02,91,26,21,2,11,91,26,21,2,11,  , ,  
06-07,56,Otter Tail                                   ,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,03,107,28,26,2,10,107,28,26,2,10,  , ,  
06-07,56,Otter Tail                                   ,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,04,89,21,19,1,10,89,21,19,1,10,  , ,  
06-07,56,Otter Tail                                   ,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,05,101,24,19,2,10,101,24,19,2,10,  , ,  
06-07,56,Otter Tail                                   ,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,06,98,20,17,1,15,98,20,17,1,15,  , ,  
06-07,56,Otter Tail                                   ,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,07,118,32,12,3,9,118,32,12,3,9,  , ,  
06-07,56,Otter Tail                                   ,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,08,135,29,19,3,19,135,29,19,3,19,  , ,  
06-07,56,Otter Tail                                   ,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,09,148,32,18,1,25,148,32,18,1,25,  , ,  
06-07,56,Otter Tail                                   ,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,10,137,24,25,3,17,137,24,25,3,17,  , ,  
06-07,56,Otter Tail                                   ,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,11,161,22,13,,21,161,22,13,,21,  , ,  
06-07,56,Otter Tail                                   ,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,12,158,31,13,2,11,158,31,13,2,11,  , ,  
06-07,56,Otter Tail                                   ,0549,01,PERHAM PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,All Grades,1522,335,236,21,182,1526,337,236,21,186,  , ,  
06-07,56,Otter Tail                                   ,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   ,000, ,04,04 ,EC,,,,,,1,,,,1,  , ,  
06-07,56,Otter Tail                                   ,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   ,000, ,04,04 ,KG,32,10,7,,2,32,10,7,,2,  , ,  
06-07,56,Otter Tail                                   ,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   ,000, ,04,04 ,01,33,10,3,,2,33,10,3,,2,  , ,  
06-07,56,Otter Tail                                   ,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   ,000, ,04,04 ,02,44,19,5,,6,44,19,5,,6,  , ,  
06-07,56,Otter Tail                                   ,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   ,000, ,04,04 ,03,43,16,8,,6,43,16,8,,6,  , ,  
06-07,56,Otter Tail                                   ,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   ,000, ,04,04 ,04,34,13,7,,3,34,13,7,,3,  , ,  
06-07,56,Otter Tail                                   ,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   ,000, ,04,04 ,05,36,8,7,,2,36,8,7,,2,  , ,  
06-07,56,Otter Tail                                   ,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   ,000, ,04,04 ,06,48,13,10,1,3,48,13,10,1,3,  , ,  
06-07,56,Otter Tail                                   ,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   ,000, ,04,04 ,07,39,13,6,,5,39,13,6,,5,  , ,  
06-07,56,Otter Tail                                   ,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   ,000, ,04,04 ,08,37,14,3,,6,37,14,3,,6,  , ,  
06-07,56,Otter Tail                                   ,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   ,000, ,04,04 ,09,51,13,7,,11,51,13,7,,11,  , ,  
06-07,56,Otter Tail                                   ,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   ,000, ,04,04 ,10,40,7,7,,6,40,7,7,,6,  , ,  
06-07,56,Otter Tail                                   ,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   ,000, ,04,04 ,11,36,8,2,1,7,36,8,2,1,7,  , ,  
06-07,56,Otter Tail                                   ,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   ,000, ,04,04 ,12,34,5,7,,5,34,5,7,,5,  , ,  
06-07,56,Otter Tail                                   ,0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT   ,000, ,04,04 ,All Grades,507,149,79,2,64,508,149,79,2,65,  , ,  
06-07,56,Otter Tail                                   ,0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST. ,000, ,04,04 ,EC,,,,,,1,,,,1,  , ,  
06-07,56,Otter Tail                                   ,0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST. ,000, ,04,04 ,KG,65,20,6,,4,65,20,6,,4,  , ,  
06-07,56,Otter Tail                                   ,0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST. ,000, ,04,04 ,01,53,21,10,,5,53,21,10,,5,  , ,  
06-07,56,Otter Tail                                   ,0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST. ,000, ,04,04 ,02,57,14,7,,4,57,14,7,,4,  , ,  
06-07,56,Otter Tail                                   ,0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST. ,000, ,04,04 ,03,54,25,4,,5,54,25,4,,5,  , ,  
06-07,56,Otter Tail                                   ,0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST. ,000, ,04,04 ,04,57,20,8,,14,57,20,8,,14,  , ,  
06-07,56,Otter Tail                                   ,0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST. ,000, ,04,04 ,05,55,23,9,,10,55,23,9,,10,  , ,  
06-07,56,Otter Tail                                   ,0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST. ,000, ,04,04 ,06,52,16,4,,7,52,16,4,,7,  , ,  
06-07,56,Otter Tail                                   ,0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST. ,000, ,04,04 ,07,58,19,7,,13,58,19,7,,13,  , ,  
06-07,56,Otter Tail                                   ,0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST. ,000, ,04,04 ,08,52,15,4,,7,52,15,4,,7,  , ,  
06-07,56,Otter Tail                                   ,0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST. ,000, ,04,04 ,09,66,20,9,,11,66,20,9,,11,  , ,  
06-07,56,Otter Tail                                   ,0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST. ,000, ,04,04 ,10,49,10,4,,2,49,10,4,,2,  , ,  
06-07,56,Otter Tail                                   ,0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST. ,000, ,04,04 ,11,67,15,7,,10,67,15,7,,10,  , ,  
06-07,56,Otter Tail                                   ,0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST. ,000, ,04,04 ,12,58,10,8,,6,58,10,8,,6,  , ,  
06-07,56,Otter Tail                                   ,0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST. ,000, ,04,04 ,All Grades,743,228,87,,98,744,228,87,,99,  , ,  
06-07,57,Pennington                                   ,0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT   ,000, ,01,01 ,KG,13,3,4,,,13,3,4,,,  , ,  
06-07,57,Pennington                                   ,0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT   ,000, ,01,01 ,01,16,4,3,,1,16,4,3,,1,  , ,  
06-07,57,Pennington                                   ,0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT   ,000, ,01,01 ,02,22,7,3,,2,22,7,3,,2,  , ,  
06-07,57,Pennington                                   ,0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT   ,000, ,01,01 ,03,8,2,1,,1,8,2,1,,1,  , ,  
06-07,57,Pennington                                   ,0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT   ,000, ,01,01 ,04,15,5,3,,2,15,5,3,,2,  , ,  
06-07,57,Pennington                                   ,0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT   ,000, ,01,01 ,05,13,4,5,,,13,4,5,,,  , ,  
06-07,57,Pennington                                   ,0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT   ,000, ,01,01 ,06,14,6,3,,1,14,6,3,,1,  , ,  
06-07,57,Pennington                                   ,0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT   ,000, ,01,01 ,07,18,7,4,,2,18,7,4,,2,  , ,  
06-07,57,Pennington                                   ,0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT   ,000, ,01,01 ,08,16,7,1,,4,16,7,1,,4,  , ,  
06-07,57,Pennington                                   ,0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT   ,000, ,01,01 ,09,12,6,2,,4,12,6,2,,4,  , ,  
06-07,57,Pennington                                   ,0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT   ,000, ,01,01 ,10,17,7,4,,2,17,7,4,,2,  , ,  
06-07,57,Pennington                                   ,0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT   ,000, ,01,01 ,11,14,8,3,,3,14,8,3,,3,  , ,  
06-07,57,Pennington                                   ,0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT   ,000, ,01,01 ,12,13,1,2,,,13,1,2,,,  , ,  
06-07,57,Pennington                                   ,0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT   ,000, ,01,01 ,All Grades,191,67,38,,22,191,67,38,,22,  , ,  
06-07,57,Pennington                                   ,0564,01,THIEF RIVER FALLS SCHOOL DISTRICT  ,000, ,01,01 ,EC,,,,,,31,8,2,,31,  , ,  
06-07,57,Pennington                                   ,0564,01,THIEF RIVER FALLS SCHOOL DISTRICT  ,000, ,01,01 ,KG,138,35,15,1,24,138,35,15,1,24,  , ,  
06-07,57,Pennington                                   ,0564,01,THIEF RIVER FALLS SCHOOL DISTRICT  ,000, ,01,01 ,01,140,31,20,3,16,140,31,20,3,16,  , ,  
