DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,grade,K12Enr,FreeK12,RedK12,LEPK12,SPEK12,EC12Enr,Free-EC12,Red-EC12,LEP-EC12,SPE-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
06-07,07,Blue Earth                                   ,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,000, ,09,09 ,EC,,,,,,9,1,,,9,  , ,  
06-07,07,Blue Earth                                   ,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,000, ,09,09 ,KG,50,7,4,,9,50,7,4,,9,  , ,  
06-07,07,Blue Earth                                   ,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,000, ,09,09 ,01,52,4,9,,7,52,4,9,,7,  , ,  
06-07,07,Blue Earth                                   ,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,000, ,09,09 ,02,48,6,2,,6,48,6,2,,6,  , ,  
06-07,07,Blue Earth                                   ,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,000, ,09,09 ,03,51,9,5,,8,51,9,5,,8,  , ,  
06-07,07,Blue Earth                                   ,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,000, ,09,09 ,04,42,2,4,,6,42,2,4,,6,  , ,  
06-07,07,Blue Earth                                   ,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,000, ,09,09 ,05,59,6,4,,14,59,6,4,,14,  , ,  
06-07,07,Blue Earth                                   ,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,000, ,09,09 ,06,48,2,6,,4,48,2,6,,4,  , ,  
06-07,07,Blue Earth                                   ,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,000, ,09,09 ,07,43,2,4,,8,43,2,4,,8,  , ,  
06-07,07,Blue Earth                                   ,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,000, ,09,09 ,08,47,6,6,,4,47,6,6,,4,  , ,  
06-07,07,Blue Earth                                   ,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,000, ,09,09 ,09,51,4,2,,6,51,4,2,,6,  , ,  
06-07,07,Blue Earth                                   ,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,000, ,09,09 ,10,46,4,3,,2,46,4,3,,2,  , ,  
06-07,07,Blue Earth                                   ,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,000, ,09,09 ,11,59,4,7,,2,59,4,7,,2,  , ,  
06-07,07,Blue Earth                                   ,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,000, ,09,09 ,12,39,2,1,,1,39,2,1,,1,  , ,  
06-07,07,Blue Earth                                   ,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT   ,000, ,09,09 ,All Grades,635,58,57,,77,644,59,57,,86,  , ,  
06-07,07,Blue Earth                                   ,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,EC,,,,,,179,4,3,,179,  , ,  
06-07,07,Blue Earth                                   ,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,KG,583,154,52,26,82,583,154,52,26,82,  , ,  
06-07,07,Blue Earth                                   ,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,01,530,118,49,33,77,530,118,49,33,77,  , ,  
06-07,07,Blue Earth                                   ,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,02,509,132,60,26,76,509,132,60,26,76,  , ,  
06-07,07,Blue Earth                                   ,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,03,532,142,46,31,82,532,142,46,31,82,  , ,  
06-07,07,Blue Earth                                   ,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,04,501,115,45,28,88,501,115,45,28,88,  , ,  
06-07,07,Blue Earth                                   ,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,05,471,110,43,21,74,471,110,43,21,74,  , ,  
06-07,07,Blue Earth                                   ,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,06,505,120,40,28,78,505,120,40,28,78,  , ,  
06-07,07,Blue Earth                                   ,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,07,506,106,42,23,76,506,106,42,23,76,  , ,  
06-07,07,Blue Earth                                   ,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,08,530,120,47,23,70,530,120,47,23,70,  , ,  
06-07,07,Blue Earth                                   ,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,09,534,112,39,19,93,534,112,39,19,93,  , ,  
06-07,07,Blue Earth                                   ,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,10,570,93,45,17,50,570,93,45,17,50,  , ,  
06-07,07,Blue Earth                                   ,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,11,596,107,42,14,73,596,107,42,14,73,  , ,  
06-07,07,Blue Earth                                   ,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,12,617,90,32,15,83,617,90,32,15,83,  , ,  
06-07,07,Blue Earth                                   ,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,All Grades,6984,1519,582,304,1002,7163,1523,585,304,1181,  , ,  
06-07,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,EC,,,,,,1,,1,,1,  , ,  
06-07,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,KG,17,2,1,,3,17,2,1,,3,  , ,  
06-07,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,01,7,,,,,7,,,,,  , ,  
06-07,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,02,10,3,2,,,10,3,2,,,  , ,  
06-07,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,03,7,,,,2,7,,,,2,  , ,  
06-07,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,04,8,,4,,1,8,,4,,1,  , ,  
06-07,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,05,10,,2,,2,10,,2,,2,  , ,  
06-07,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,06,11,3,2,,2,11,3,2,,2,  , ,  
06-07,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,07,12,1,4,,1,12,1,4,,1,  , ,  
06-07,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,08,9,4,1,,,9,4,1,,,  , ,  
06-07,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,09,13,1,5,,2,13,1,5,,2,  , ,  
06-07,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,10,16,2,4,,3,16,2,4,,3,  , ,  
06-07,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,11,18,2,3,,1,18,2,3,,1,  , ,  
06-07,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,12,12,3,,,,12,3,,,,  , ,  
06-07,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,All Grades,150,21,28,,17,151,21,29,,18,  , ,  
06-07,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09 ,EC,,,,,,6,,,,6,  , ,  
06-07,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09 ,KG,39,19,2,15,3,39,19,2,15,3,  , ,  
06-07,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09 ,01,59,30,2,20,5,59,30,2,20,5,  , ,  
06-07,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09 ,02,46,16,4,11,5,46,16,4,11,5,  , ,  
06-07,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09 ,03,49,16,8,13,7,49,16,8,13,7,  , ,  
06-07,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09 ,04,45,19,6,13,7,45,19,6,13,7,  , ,  
06-07,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09 ,05,53,25,5,13,8,53,25,5,13,8,  , ,  
06-07,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09 ,06,43,21,3,10,4,43,21,3,10,4,  , ,  
06-07,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09 ,07,53,23,4,19,5,53,23,4,19,5,  , ,  
06-07,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09 ,08,45,19,4,14,3,45,19,4,14,3,  , ,  
06-07,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09 ,09,56,26,3,15,7,56,26,3,15,7,  , ,  
06-07,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09 ,10,54,20,5,11,4,54,20,5,11,4,  , ,  
06-07,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09 ,11,53,20,2,9,6,53,20,2,9,6,  , ,  
06-07,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09 ,12,71,14,4,7,2,71,14,4,7,2,  , ,  
06-07,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09 ,All Grades,666,268,52,170,66,672,268,52,170,72,  , ,  
06-07,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09 ,EC,,,,,,4,,,,4,  , ,  
06-07,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09 ,KG,34,9,7,2,2,34,9,7,2,2,  , ,  
06-07,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09 ,01,37,13,3,2,3,37,13,3,2,3,  , ,  
06-07,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09 ,02,40,13,7,1,2,40,13,7,1,2,  , ,  
06-07,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09 ,03,40,6,7,2,6,40,6,7,2,6,  , ,  
06-07,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09 ,04,43,3,10,,6,43,3,10,,6,  , ,  
06-07,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09 ,05,42,10,7,1,3,42,10,7,1,3,  , ,  
06-07,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09 ,06,53,10,7,,7,53,10,7,,7,  , ,  
06-07,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09 ,07,50,8,5,,3,50,8,5,,3,  , ,  
06-07,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09 ,08,63,7,14,,7,63,7,14,,7,  , ,  
06-07,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09 ,09,54,8,8,,3,54,8,8,,3,  , ,  
06-07,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09 ,10,52,6,7,,5,52,6,7,,5,  , ,  
06-07,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09 ,11,53,2,9,,2,53,2,9,,2,  , ,  
06-07,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09 ,12,46,4,4,,,46,4,4,,,  , ,  
06-07,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09 ,All Grades,607,99,95,8,49,611,99,95,8,53,  , ,  
06-07,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,EC,,,,,,45,9,,,45,  , ,  
06-07,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,KG,147,34,5,5,21,147,34,5,5,21,  , ,  
06-07,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,01,161,36,8,4,18,161,36,8,4,18,  , ,  
06-07,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,02,136,24,9,4,17,136,24,9,4,17,  , ,  
06-07,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,03,138,23,10,3,21,138,23,10,3,21,  , ,  
06-07,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,04,128,18,10,2,22,128,18,10,2,22,  , ,  
06-07,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,05,138,16,8,,17,138,16,8,,17,  , ,  
06-07,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,06,146,18,9,,26,146,18,9,,26,  , ,  
06-07,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,07,155,13,6,,21,155,13,6,,21,  , ,  
06-07,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,08,147,16,5,,22,147,16,5,,22,  , ,  
06-07,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,09,192,19,3,,18,192,19,3,,18,  , ,  
06-07,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,10,184,13,6,,25,184,13,6,,25,  , ,  
06-07,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,11,184,20,3,,18,184,20,3,,18,  , ,  
06-07,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,12,216,5,2,,23,216,5,2,,23,  , ,  
06-07,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09 ,All Grades,2072,255,84,18,269,2117,264,84,18,314,  , ,  
06-07,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03 ,EC,,,,,,14,1,2,,14,  , ,  
06-07,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03 ,KG,72,18,8,,7,72,18,8,,7,  , ,  
06-07,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03 ,01,62,15,10,,6,62,15,10,,6,  , ,  
06-07,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03 ,02,48,5,7,,5,48,5,7,,5,  , ,  
06-07,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03 ,03,55,10,6,,4,55,10,6,,4,  , ,  
06-07,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03 ,04,47,11,7,,8,47,11,7,,8,  , ,  
06-07,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03 ,05,55,13,7,,12,55,13,7,,12,  , ,  
06-07,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03 ,06,50,16,7,,10,50,16,7,,10,  , ,  
06-07,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03 ,07,46,8,6,,10,46,8,6,,10,  , ,  
06-07,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03 ,08,48,18,10,,9,48,18,10,,9,  , ,  
06-07,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03 ,09,68,14,13,,17,68,14,13,,17,  , ,  
06-07,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03 ,10,51,14,6,,15,51,14,6,,15,  , ,  
06-07,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03 ,11,48,10,7,,7,48,10,7,,7,  , ,  
06-07,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03 ,12,52,10,3,,2,52,10,3,,2,  , ,  
06-07,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03 ,All Grades,702,162,97,,112,716,163,99,,126,  , ,  
06-07,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,EC,,,,,,4,2,,,4,  , ,  
06-07,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,KG,37,9,1,,3,37,9,1,,3,  , ,  
06-07,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,01,33,10,5,,5,33,10,5,,5,  , ,  
06-07,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,02,45,11,5,,5,45,11,5,,5,  , ,  
06-07,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,03,42,17,6,,7,42,17,6,,7,  , ,  
06-07,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,04,42,6,7,,4,42,6,7,,4,  , ,  
06-07,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,05,27,5,4,,6,27,5,4,,6,  , ,  
06-07,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,06,49,14,4,,8,49,14,4,,8,  , ,  
06-07,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,07,37,5,6,,4,37,5,6,,4,  , ,  
06-07,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,08,59,15,5,,12,59,15,5,,12,  , ,  
06-07,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,09,41,5,3,,5,41,5,3,,5,  , ,  
06-07,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,10,60,17,3,,11,60,17,3,,11,  , ,  
06-07,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,11,61,7,7,,7,61,7,7,,7,  , ,  
06-07,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,12,65,4,4,,4,65,4,4,,4,  , ,  
06-07,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,All Grades,598,125,60,,81,602,127,60,,85,  , ,  
06-07,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,EC,,,,,,42,15,1,,42,  , ,  
06-07,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,KG,175,29,17,1,18,175,29,17,1,18,  , ,  
06-07,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,01,148,37,15,1,15,148,37,15,1,15,  , ,  
06-07,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,02,158,43,20,,14,158,43,20,,14,  , ,  
06-07,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,03,172,52,14,,21,172,52,14,,21,  , ,  
06-07,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,04,155,43,15,,24,155,43,15,,24,  , ,  
06-07,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,05,167,43,15,1,18,167,43,15,1,18,  , ,  
06-07,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,06,169,49,16,,24,169,49,16,,24,  , ,  
06-07,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,07,179,40,19,,20,179,40,19,,20,  , ,  
06-07,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,08,169,32,22,,23,169,32,22,,23,  , ,  
06-07,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,09,186,48,18,1,30,186,48,18,1,30,  , ,  
06-07,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,10,198,47,17,3,27,198,47,17,3,27,  , ,  
06-07,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,11,195,37,14,1,18,195,37,14,1,18,  , ,  
06-07,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,12,195,44,13,1,30,195,44,13,1,30,  , ,  
06-07,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03 ,All Grades,2266,544,215,9,282,2308,559,216,9,324,  , ,  
06-07,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,EC,,,,,,4,2,,,4,  , ,  
06-07,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,KG,28,7,4,,3,28,7,4,,3,  , ,  
06-07,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,01,16,4,3,,1,16,4,3,,1,  , ,  
06-07,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,02,26,8,3,,2,26,8,3,,2,  , ,  
06-07,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,03,19,3,4,,1,19,3,4,,1,  , ,  
06-07,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,04,29,10,6,,5,29,10,6,,5,  , ,  
06-07,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,05,12,2,2,,2,12,2,2,,2,  , ,  
06-07,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,06,24,8,2,,4,24,8,2,,4,  , ,  
06-07,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,07,20,3,3,,4,20,3,3,,4,  , ,  
06-07,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,08,28,4,4,,4,28,4,4,,4,  , ,  
06-07,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,09,29,4,4,,5,29,4,4,,5,  , ,  
06-07,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,10,23,3,1,,3,23,3,1,,3,  , ,  
06-07,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,11,26,5,5,,4,26,5,5,,4,  , ,  
06-07,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,12,23,6,4,,6,23,6,4,,6,  , ,  
06-07,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03 ,All Grades,303,67,45,,44,307,69,45,,48,  , ,  
06-07,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,EC,,,,,,11,8,,,11,  , ,  
06-07,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,KG,53,18,4,,5,53,18,4,,5,  , ,  
06-07,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,01,54,13,5,,7,54,13,5,,7,  , ,  
06-07,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,02,49,13,3,,9,49,13,3,,9,  , ,  
06-07,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,03,57,15,4,,7,57,15,4,,7,  , ,  
06-07,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,04,53,9,4,,5,53,9,4,,5,  , ,  
06-07,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,05,58,13,7,,7,58,13,7,,7,  , ,  
06-07,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,06,65,20,4,,7,65,20,4,,7,  , ,  
06-07,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,07,55,11,7,1,4,55,11,7,1,4,  , ,  
06-07,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,08,72,8,7,,12,72,8,7,,12,  , ,  
06-07,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,09,64,12,9,,9,64,12,9,,9,  , ,  
06-07,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,10,61,13,5,,12,61,13,5,,12,  , ,  
06-07,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,11,44,6,3,,4,44,6,3,,4,  , ,  
06-07,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03 ,12,67,8,8,,11,67,8,8,,11,  , ,  
