districtNumber,districtType,districtName,year,dropRate
0593,01,Crookston Public School District,2016,5.15
0595,01,East Grand Forks Public School Dist,2016,3.4
0599,01,Fertile-Beltrami School District,2016,0
0600,01,Fisher Public School District,2016,4
0601,01,Fosston Public School District,2016,2.17
0621,01,Mounds View Public School District,2016,1.6
0622,01,North St Paul-Maplewood Oakdale Public School District,2016,2.55
0623,01,Roseville Public School District,2016,3.56
0624,01,White Bear Lake School District,2016,2.48
0625,01,St. Paul Public School District,2016,7.27
0630,01,Red Lake Falls Public School Dist.,2016,3.57
0640,01,Wabasso Public School District,2016,0
0656,01,Faribault Public School District,2016,6.33
0659,01,Northfield Public School District,2016,1.56
0671,01,Hills-Beaver Creek School District,2016,10
0676,01,Badger Public School District,2016,3.45
0682,01,Roseau Public School District,2016,6.59
0690,01,Warroad Public School District,2016,6.98
0695,01,Chisholm Public School District,2016,14.63
0696,01,Ely Public School District,2016,2.7
0698,01,Floodwood Public School District,2016,8
0700,01,Hermantown Public School District,2016,0.66
0701,01,Hibbing Public School District,2016,8.28
0704,01,Proctor Public School District,2016,4.59
0706,01,Virginia Public School District,2016,1.87
0709,01,Duluth Public School District,2016,7.5
0712,01,Mountain Iron-Buhl School District,2016,9.68
0716,01,Belle Plaine Public School District,2016,2.26
0717,01,Jordan Public School District,2016,3.82
0719,01,Prior Lake-Savage Area Schools,2016,1.68
0720,01,Shakopee Public School District,2016,3.7
0721,01,New Prague Area Schools,2016,1.56
0726,01,Becker Public School District,2016,1.42
0727,01,Big Lake Public School District,2016,2.93
0728,01,Elk River Public School District,2016,2.81
0738,01,Holdingford Public School District,2016,1.25
0739,01,Kimball Public School District,2016,2.08
0740,01,Melrose Public School District,2016,1.85
0741,01,Paynesville Public School District,2016,0
0742,01,St. Cloud Public School District,2016,5.07
0743,01,Sauk Centre Public School District,2016,3.45
0745,01,Albany Public School District,2016,0.76
0748,01,Sartell-St. Stephen School District,2016,0.85
0750,01,Rocori Public School District,2016,1.06
0756,01,Blooming Prairie Public School Dist,2016,3.03
0761,01,Owatonna Public School District,2016,6.9
0763,01,Medford Public School District,2016,2.08
0768,01,Hancock Public School District,2016,4.55
0771,01,Chokio-Alberta Public School Dist.,2016,0
0775,01,Kerkhoven-Murdock-Sunburg,2016,2.13
0777,01,Benson Public School District,2016,5.8
0786,01,Bertha-Hewitt Public School District,2016,5.88
0787,01,Browerville Public School District,2016,6.52
0803,01,Wheaton Area Public School District,2016,4.17
0811,01,Wabasha-Kellogg Public School Dist.,2016,4.55
0813,01,Lake City Public School District,2016,3.45
0818,01,Verndale Public School District,2016,0
0820,01,Sebeka Public School District,2016,3.33
0821,01,Menahga Public School District,2016,0
0829,01,Waseca Public School District,2016,2.03
0831,01,Forest Lake Public School District,2016,4.55
0832,01,Mahtomedi Public School District,2016,0
0833,01,South Washington County School Dist,2016,2.02
0834,01,Stillwater Area Public School Dist.,2016,3.73
0836,01,Butterfield Public School District,2016,0
0837,01,Madelia Public School District,2016,9.3
0840,01,St. James Public School District,2016,6.76
0846,01,Breckenridge Public School District,2016,4.55
0850,01,Rothsay Public School District,2016,3.85
0857,01,Lewiston-Altura Public School Dist.,2016,4.17
0858,01,St. Charles Public School District,2016,1.11
0861,01,Winona Area Public School District,2016,4.96
0876,01,Annandale Public School District,2016,4.1
0877,01,Buffalo-Hanover-Montrose Public Sch,2016,2.4
0879,01,Delano Public School District,2016,2.53
0881,01,Maple Lake Public School District,2016,1.45
0882,01,Monticello Public School District,2016,3.3
0883,01,Rockford Public School District,2016,1.03
0885,01,St. Michael-Albertville School Dist,2016,0.71
0891,01,Canby Public School District,2016,0
0911,01,Cambridge-Isanti Public School Dist,2016,1.46
0912,01,Milaca Public School District,2016,3.68
0914,01,Ulen-Hitterdal Public School Dist,2016,0
0915,52,Southern Plains Education Coop.,2016,15.38
0916,06,Northeast Metro 916,2016,11.15
0917,06,Intermediate School District 917,2016,6.96
0926,83,Region 4-Lakes Country Service Coop,2016,37.5
0966,51,Wright Technical Center,2016,19.23
0991,83,Region 6 And 8-Sw/Wc Service Cooperative,2016,5.71
1000,70,Perpich Center For Arts Education,2016,0
1094,34,Fond Du Lac Ojibwe,2016,36.67
1435,34,Circle Of Life,2016,16.67
2071,01,Lake Crystal-Wellcome Memorial,2016,2.86
2125,01,Triton School District,2016,1.61
2134,01,United South Central School Dist.,2016,5
2135,01,Maple River School District,2016,1.41
2137,01,Kingsland Public School District,2016,2.13
2142,01,St. Louis County School District,2016,6.98
2143,01,Waterville-Elysian-Morristown Public School District,2016,3.33
2144,01,Chisago Lakes School District,2016,2.94
2149,01,Minnewaska School District,2016,5
2154,01,Eveleth-Gilbert School District,2016,1.67
2155,01,Wadena-Deer Creek School District,2016,6.15
2159,01,Buffalo Lk-Hector-Stewart Public Sc,2016,5.88
2164,01,Dilworth-Glyndon-Felton,2016,1.28
2165,01,Hinckley-Finlayson School District,2016,8.2
2167,01,Lakeview School District,2016,0
2168,01,Nrheg School District,2016,0
2169,01,Murray County Central School Dist.,2016,1.75
2170,01,Staples-Motley School District,2016,1.15
2171,01,Kittson Central School District,2016,0
2172,01,Kenyon-Wanamingo School District,2016,0
2174,01,Pine River-Backus School District,2016,7.69
2176,01,Warren-Alvarado-Oslo School Dist.,2016,0
2180,01,Maccray School District,2016,2.17
2184,01,Luverne Public School District,2016,1.09
2190,01,Yellow Medicine East,2016,3.92
2198,01,Fillmore Central,2016,0
2215,01,Norman County East School District,2016,3.57
2310,01,Sibley East School District,2016,5.56
2311,01,Clearbrook-Gonvick School District,2016,9.68
2342,01,West Central Area,2016,5.77
2358,01,Tri-County School District,2016,0
2364,01,Belgrade-Brooten-Elrosa Public School District,2016,7.84
2365,01,G.f.w. Public School District,2016,4.23
2396,01,A.c.g.c. Public School District,2016,1.75
2397,01,Le Sueur-Henderson School District,2016,4.11
2448,01,Martin County West School District,2016,3.23
2527,01,Norman County West School District,2016,10
2534,01,Bird Island-Olivia-Lake Lillian Public School District,2016,6.56
2536,01,Granada Huntley-East Chain,2016,0
2580,01,East Central School District,2016,11.48
2609,01,Win-E-Mac School District,2016,2.63
2683,01,Greenbush-Middle River School Dist.,2016,2.63
2687,01,Howard Lake-Waverly-Winsted,2016,3.03
2689,01,Pipestone Area School District,2016,5.06
2711,01,Mesabi East School District,2016,4.41
2752,01,Fairmont Area School District,2016,1.43
2753,01,Long Prairie-Grey Eagle School District,2016,5
2754,01,Cedar Mountain School District,2016,0
2769,01,Morris Area Public Schools,2016,0
2805,01,Zumbrota-Mazeppa School District,2016,5.88
2835,01,Janesville-Waldorf-Pemberton,2016,1.89
2853,01,Lac Qui Parle Valley School Dist.,2016,3.64
2854,01,Ada-Borup Public School District,2016,4.88
2856,01,Stephen-Argyle Central Schools,2016,0
2859,01,Glencoe-Silver Lake School District,2016,3.39
2860,01,Blue Earth Area Public School,2016,5.62
2884,01,Red Rock Central School District,2016,0
2886,01,Glenville-Emmons School District,2016,5
2888,01,Clinton-Graceville-Beardsley,2016,0
2889,01,Lake Park Audubon School District,2016,2.27
2890,01,Renville County West School Dist.,2016,4.88
2895,01,Jackson County Central School Dist.,2016,1.3
2897,01,Redwood Area School District,2016,7.45
2898,01,Westbrook-Walnut Grove Schools,2016,0
2899,01,Plainview-Elgin-Millville,2016,0
2902,01,Rtr Public Schools,2016,7.32
2903,01,Ortonville Public Schools,2016,0
2904,01,Tracy Area Public School District,2016,1.69
2905,01,Tri-City United School District,2016,1.48
2906,01,Red Lake County Central Public Schools,2016,0
2908,01,Brandon-Evansville Public Schools,2016,0
4000,07,City Academy,2016,1.41
4003,07,"New Heights School, Inc.",2016,NA
4007,07,Minnesota New Country School,2016,9.38
4008,07,Pact Charter School,2016,0
4015,07,Community Of Peace Academy,2016,1.64
4017,07,Minnesota Transitions Charter School,2016,8.42
4025,07,Cyber Village Academy,2016,12
4026,07,E.c.h.o. Charter School,2016,NA
4027,07,Higher Ground Academy,2016,0
4031,07,Jennings Community School,2016,12.9
4036,07,Face To Face Academy,2016,15.63
4039,07,High School For Recording Arts,2016,8.59
4043,07,Math And Science Academy,2016,1.96
4049,07,Northwest Passage High School,2016,19.05
4053,07,North Lakes Academy,2016,5.26
4056,07,Rosa Parks Charter High School,2016,27.27
4057,07,El Colegio Charter School,2016,21.88
4059,07,Crosslake Community Charter School,2016,15.38
4066,07,Kato Public Charter School,2016,5.88
4074,07,Afsa High School,2016,1.79
4075,07,Avalon School,2016,10.81
4080,07,Pillager Area Charter School,2016,25
4081,07,Discovery Public School Faribault,2016,6.25
4082,07,Bluesky Charter School,2016,22.5
4085,07,Harbor City International Charter,2016,5.13
4087,07,Sage Academy Charter School,2016,0
4091,07,Arcadia Charter School,2016,0
4092,07,Watershed High School,2016,13.04
4093,07,New Century Academy,2016,12.5
4095,07,Trio Wolf Creek Distance Learning,2016,12.86
4098,07,Nova Classical Academy,2016,0
4102,07,Minnesota Internship Center,2016,8.72
4103,07,Hmong College Prep Academy,2016,5.21
4104,07,Paladin Career And Technical High School,2016,9.28
4105,07,Great River School,2016,0
4106,07,Treknorth High School,2016,15.63
4107,07,Voyageurs Expeditionary,2016,30.77
4110,07,Pim Arts High School,2016,1.56
4111,07,Augsburg Fairview Academy,2016,8.89
4112,07,St Paul Conservatory Performing Art,2016,4.44
4118,07,Kaleidoscope Charter School,2016,NA
4119,07,Academic Arts High School,2016,0
4120,07,St. Croix Preparatory Academy,2016,0
4121,07,Ubah Medical Academy Charter School,2016,1.09
4122,07,Eagle Ridge Academy Charter School,2016,2.08
4126,07,Prairie Seeds Academy,2016,1.37
4131,07,Metro Schools Charter,2016,4.69
4132,07,Twin Cities Academy,2016,0
4146,07,Northern Lights Community School,2016,5.26
4150,07,Minnesota Online High School,2016,15.71
4151,07,Edvisions Off Campus School,2016,4.17
4160,07,Spectrum High School,2016,1.72
4163,07,Learning For Leadership Charter,2016,15.38
4166,07,East Range Academy Of Tech-Science,2016,6.25
4178,07,Lincoln International School,2016,10.53
4183,07,Lionsgate Academy,2016,0
4190,07,Rivers Edge Academy,2016,17.86
4200,07,Step Academy Charter School,2016,0
4204,07,Rochester Stem Academy,2016,4.35
4207,07,Vermilion Country School,2016,NA
4210,07,Upper Mississippi Academy,2016,NA
4217,07,Technical Academies Of Minnesota,2016,5.26
4237,07,Career Pathways,2016,8
6004,61,Freshwater Ed. Dist.,2016,17.65
6012,61,Zumbro Education District,2016,7.32
6013,61,Hiawatha Valley Ed. District,2016,22.5
6014,61,Runestone Area Ed. District,2016,15.79
6018,61,Mn River Valley Education District,2016,0
6026,61,West Central Education District,2016,13.64
6049,61,River Bend Education District,2016,24.39
6051,61,Goodhue County Education District,2016,21.88
6074,50,Central Minnesota Jt. Powers Dist.,2016,2.44
6076,50,Northland Learning Center,2016,25
6079,52,Rum River Special Education Coop,2016,13.33
6083,52,Southern Mn Education Consortium,2016,NA
0000,01,Minneapolis-St. Paul International Airport,2016,NA
2759,01,Eagle Valley,2016,NA
0323,02,Franconia,2016,NA
0815,02,Prinsburg,2016,NA
0025,01,Pine Point,2016,NA
0264,01,Herman-Norcross,2016,NA
0402,01,Hendricks,2016,NA
0403,01,Ivanhoe,2016,NA
0404,01,Lake Benton,2016,NA
0415,01,Lynd,2016,NA
0635,01,Milroy,2016,NA
0707,01,Nett Lake,2016,NA
0801,01,Browns Valley,2016,NA
0852,01,Campbell-Tintah,2016,NA
2907,01,Round Lake-Brewster,2016,NA
0001,01,Aitkin Public School District,2017,1.09
0001,03,Minneapolis Public School District,2017,8.53
0002,01,Hill City Public School District,2017,5.56
0004,01,Mcgregor Public School District,2017,2.44
0006,03,South St. Paul Public School Dist.,2017,5.24
0011,01,Anoka-Hennepin Public School District,2017,3.21
0012,01,Centennial Public School District,2017,1.33
0013,01,Columbia Heights Public School Dist,2017,6.99
0014,01,Fridley Public School District,2017,4.47
0015,01,St. Francis Public School District,2017,3.18
0016,01,Spring Lake Park Public Schools,2017,5.72
0022,01,Detroit Lakes Public School Dist.,2017,8.26
0023,01,Frazee-Vergas Public School Dist.,2017,1.82
0031,01,Bemidji Public School District,2017,6.3
0032,01,Blackduck Public School District,2017,4.76
0036,01,Kelliher Public School District,2017,14.29
0038,01,Red Lake Public School District,2017,33.7
0047,01,Sauk Rapids-Rice Public Schools,2017,1.82
0051,01,Foley Public School District,2017,0.68
0075,01,St. Clair Public School District,2017,0
0077,01,Mankato Public School District,2017,4.47
0081,01,Comfrey Public School District,2017,12.5
0084,01,Sleepy Eye Public School District,2017,0
0085,01,Springfield Public School District,2017,2.17
0088,01,New Ulm Public School District,2017,2.11
0091,01,Barnum Public School District,2017,2.13
0093,01,Carlton Public School District,2017,2.7
0094,01,Cloquet Public School District,2017,5
0095,01,Cromwell-Wright Public Schools,2017,4
0097,01,Moose Lake Public School District,2017,2
0099,01,Esko Public School District,2017,1.18
0100,01,Wrenshall Public School District,2017,0
0108,01,Central Public School District,2017,4.23
0110,01,Waconia Public School District,2017,0.71
0111,01,Watertown-Mayer Public School Dist.,2017,0.84
0112,01,Eastern Carver County Public School,2017,0.88
0113,01,Walker-Hackensack-Akeley Schl. Dist,2017,11.36
0115,01,Cass Lake-Bena Public Schools,2017,23.26
0116,01,Pillager Public School District,2017,1.59
0118,01,Northland Community Schools,2017,0
0129,01,Montevideo Public School District,2017,1.09
0138,01,North Branch Public Schools,2017,5.74
0139,01,Rush City Public School District,2017,1.79
0146,01,Barnesville Public School District,2017,0
0150,01,Hawley Public School District,2017,1.49
0152,01,Moorhead Public School District,2017,5.92
0160,70,Minnesota State Academies,2017,0
0162,01,Bagley Public School District,2017,8.82
0166,01,Cook County Public Schools,2017,2.38
0173,01,Mountain Lake Public Schools,2017,0
0177,01,Windom Public School District,2017,1.67
0181,01,Brainerd Public School District,2017,6.79
0182,01,Crosby-Ironton Public School Dist.,2017,6.02
0186,01,Pequot Lakes Public Schools,2017,0
0191,01,Burnsville Public School District,2017,4.81
0192,01,Farmington Public School District,2017,2.12
0194,01,Lakeville Public School District,2017,1.17
0195,01,Randolph Public School District,2017,2.44
0196,01,Rosemount-Apple Valley-Eagan,2017,2.44
0197,01,West St. Paul-Mendota Hts.-Eagan,2017,2.38
0199,01,Inver Grove Heights Schools,2017,4.17
0200,01,Hastings Public School District,2017,3.17
0203,01,Hayfield Public School District,2017,7.32
0204,01,Kasson-Mantorville School District,2017,0.72
0206,01,Alexandria Public School District,2017,4.04
0213,01,Osakis Public School District,2017,1.52
0227,01,Chatfield Public Schools,2017,1.52
0229,01,Lanesboro Public School District,2017,4
0238,01,Mabel-Canton Public School Dist.,2017,0
0239,01,Rushford-Peterson Public Schools,2017,1.69
0241,01,Albert Lea Public School District,2017,10
0242,01,Alden-Conger Public School District,2017,2.63
0252,01,Cannon Falls Public School District,2017,1.27
0253,01,Goodhue Public School District,2017,2.13
0255,01,Pine Island Public School Dist.,2017,1.01
0256,01,Red Wing Public School District,2017,5.92
0261,01,Ashby Public School District,2017,5.88
0270,01,Hopkins Public School District,2017,2.98
0271,01,Bloomington Public School District,2017,1.74
0272,01,Eden Prairie Public School District,2017,2.06
0273,01,Edina Public School District,2017,0.15
0276,01,Minnetonka Public School District,2017,0.3
0277,01,Westonka Public School District,2017,2.01
0278,01,Orono Public School District,2017,0.83
0279,01,Osseo Public School District,2017,4.27
0280,01,Richfield Public School District,2017,6.62
0281,01,Robbinsdale Public School District,2017,6.04
0282,01,St. Anthony-New Brighton Schools,2017,1.85
0283,01,St. Louis Park Public School Dist.,2017,4.62
0284,01,Wayzata Public School District,2017,1.25
0286,01,Brooklyn Center School District,2017,9.5
0287,06,Intermediate School District 287,2017,10.71
0288,06,Southwest Metro Intermediate 288,2017,1.49
0294,01,Houston Public School District,2017,23.57
0297,01,Spring Grove School District,2017,0
0299,01,Caledonia Public School District,2017,2.04
0300,01,La Crescent-Hokah School District,2017,1.1
0306,01,Laporte Public School District,2017,12.5
0308,01,Nevis Public School District,2017,9.52
0309,01,Park Rapids Public School District,2017,12.5
0314,01,Braham Public School District,2017,2.13
0316,01,Greenway Public School District,2017,5.13
0317,01,Deer River Public School District,2017,8.51
0318,01,Grand Rapids Public School District,2017,1.46
0319,01,Nashwauk-Keewatin School District,2017,9.3
0330,01,Heron Lake-Okabena School District,2017,0
0332,01,Mora Public School District,2017,3.36
0333,01,Ogilvie Public School District,2017,6.67
0345,01,New London-Spicer School District,2017,0
0347,01,Willmar Public School District,2017,9.3
0356,01,Lancaster Public School District,2017,0
0361,01,International Falls School District,2017,4.76
0362,01,Littlefork-Big Falls School Dist.,2017,2.7
0363,01,South Koochiching School District,2017,8.7
0378,01,Dawson-Boyd Public School District,2017,0
0381,01,Lake Superior Public School Dist.,2017,1.57
0390,01,Lake Of The Woods School District,2017,11.76
0391,01,Cleveland Public School District,2017,9.09
0413,01,Marshall Public School District,2017,6.31
0414,01,Minneota Public School District,2017,4.35
0423,01,Hutchinson Public School District,2017,1.41
0424,01,Lester Prairie Public School Dist.,2017,3.23
0432,01,Mahnomen Public School District,2017,24.14
0435,01,Waubun-Ogema-White Earth Public Sch,2017,13.51
0441,01,Marshall County Central Schools,2017,0
0447,01,Grygla Public School District,2017,10
0458,01,Truman Public School District,2017,9.09
0463,01,Eden Valley-Watkins School District,2017,1.59
0465,01,Litchfield Public School District,2017,2.84
0466,01,Dassel-Cokato Public School Dist.,2017,3.61
0473,01,Isle Public School District,2017,21.21
0477,01,Princeton Public School District,2017,3.97
0480,01,Onamia Public School District,2017,33.33
0482,01,Little Falls Public School District,2017,1.97
0484,01,Pierz Public School District,2017,2
0485,01,Royalton Public School District,2017,0
0486,01,Swanville Public School District,2017,18.18
0487,01,Upsala Public School District,2017,0
0492,01,Austin Public School District,2017,12.43
0495,01,Grand Meadow Public School District,2017,3.7
0497,01,Lyle Public School District,2017,0
0499,01,Leroy-Ostrander Public Schools,2017,0
0500,01,Southland Public School District,2017,2.22
0505,01,Fulda Public School District,2017,0
0507,01,Nicollet Public School District,2017,0
0508,01,St. Peter Public School District,2017,5.6
0511,01,Adrian Public School District,2017,2.38
0514,01,Ellsworth Public School District,2017,0
0518,01,Worthington Public School District,2017,13.01
0531,01,Byron Public School District,2017,0
0533,01,Dover-Eyota Public School District,2017,3.49
0534,01,Stewartville Public School District,2017,2.56
0535,01,Rochester Public School District,2017,4.78
0542,01,Battle Lake Public School District,2017,0
0544,01,Fergus Falls Public School District,2017,10.31
0545,01,Henning Public School District,2017,2.7
0547,01,Parkers Prairie Public School Dist.,2017,0
0548,01,Pelican Rapids Public School Dist.,2017,11.29
0549,01,Perham-Dent Public School District,2017,8.82
0550,01,Underwood Public School District,2017,6.67
0553,01,New York Mills Public School Dist.,2017,5.26
0561,01,Goodridge Public School District,2017,0
0564,01,Thief River Falls School District,2017,4.06
0577,01,Willow River Public School District,2017,0
0578,01,Pine City Public School District,2017,4.23
0581,01,Edgerton Public School District,2017,3.7
0592,01,Climax-Shelly Public Schools,2017,7.14
0593,01,Crookston Public School District,2017,2.73
0595,01,East Grand Forks Public School Dist,2017,6.25
0599,01,Fertile-Beltrami School District,2017,0
0600,01,Fisher Public School District,2017,3.33
0601,01,Fosston Public School District,2017,7.14
0621,01,Mounds View Public School District,2017,1.67
0622,01,North St Paul-Maplewood Oakdale Public School District,2017,3.69
0623,01,Roseville Public School District,2017,2.98
0624,01,White Bear Lake School District,2017,3.04
0625,01,St. Paul Public School District,2017,8.69
0630,01,Red Lake Falls Public School Dist.,2017,3.57
0640,01,Wabasso Public School District,2017,0
0656,01,Faribault Public School District,2017,11.5
0659,01,Northfield Public School District,2017,1.76
0671,01,Hills-Beaver Creek School District,2017,4.17
0676,01,Badger Public School District,2017,6.25
0682,01,Roseau Public School District,2017,6.58
0690,01,Warroad Public School District,2017,5.97
0695,01,Chisholm Public School District,2017,8.33
0696,01,Ely Public School District,2017,9.76
0698,01,Floodwood Public School District,2017,6.25
0700,01,Hermantown Public School District,2017,3.25
0701,01,Hibbing Public School District,2017,8.2
0704,01,Proctor Public School District,2017,1.61
0706,01,Virginia Public School District,2017,3.41
0709,01,Duluth Public School District,2017,7.06
0712,01,Mountain Iron-Buhl School District,2017,5.71
0716,01,Belle Plaine Public School District,2017,4.55
0717,01,Jordan Public School District,2017,2.88
0719,01,Prior Lake-Savage Area Schools,2017,0.64
0720,01,Shakopee Public School District,2017,4.29
0721,01,New Prague Area Schools,2017,2.75
0726,01,Becker Public School District,2017,4.42
0727,01,Big Lake Public School District,2017,2.53
0728,01,Elk River Public School District,2017,2.58
0738,01,Holdingford Public School District,2017,1.19
0739,01,Kimball Public School District,2017,2.04
0740,01,Melrose Public School District,2017,0.75
0741,01,Paynesville Public School District,2017,0
0742,01,St. Cloud Public School District,2017,5.31
0743,01,Sauk Centre Public School District,2017,4.6
0745,01,Albany Public School District,2017,2.48
0748,01,Sartell-St. Stephen School District,2017,1.37
0750,01,Rocori Public School District,2017,0.97
0756,01,Blooming Prairie Public School Dist,2017,1.85
0761,01,Owatonna Public School District,2017,4.89
0763,01,Medford Public School District,2017,5.36
0768,01,Hancock Public School District,2017,0
0771,01,Chokio-Alberta Public School Dist.,2017,0
0775,01,Kerkhoven-Murdock-Sunburg,2017,1.96
0777,01,Benson Public School District,2017,1.39
0786,01,Bertha-Hewitt Public School District,2017,0
0787,01,Browerville Public School District,2017,5.56
0803,01,Wheaton Area Public School District,2017,2.7
0811,01,Wabasha-Kellogg Public School Dist.,2017,6.67
0813,01,Lake City Public School District,2017,5.68
0818,01,Verndale Public School District,2017,0
0820,01,Sebeka Public School District,2017,2.78
0821,01,Menahga Public School District,2017,1.89
0829,01,Waseca Public School District,2017,5.71
0831,01,Forest Lake Public School District,2017,2.33
0832,01,Mahtomedi Public School District,2017,0.36
0833,01,South Washington County School Dist,2017,2.6
0834,01,Stillwater Area Public School Dist.,2017,3.36
0836,01,Butterfield Public School District,2017,0
0837,01,Madelia Public School District,2017,18.42
0840,01,St. James Public School District,2017,4.76
0846,01,Breckenridge Public School District,2017,6.78
0850,01,Rothsay Public School District,2017,0
0857,01,Lewiston-Altura Public School Dist.,2017,3.08
0858,01,St. Charles Public School District,2017,1.22
0861,01,Winona Area Public School District,2017,3.5
0876,01,Annandale Public School District,2017,5.19
0877,01,Buffalo-Hanover-Montrose Public Sch,2017,4.17
0879,01,Delano Public School District,2017,0.51
0881,01,Maple Lake Public School District,2017,1.32
0882,01,Monticello Public School District,2017,4.5
0883,01,Rockford Public School District,2017,4.27
0885,01,St. Michael-Albertville School Dist,2017,0.93
0891,01,Canby Public School District,2017,0
0911,01,Cambridge-Isanti Public School Dist,2017,3.91
0912,01,Milaca Public School District,2017,4.29
0914,01,Ulen-Hitterdal Public School Dist,2017,0
0915,52,Southern Plains Education Coop.,2017,14.29
0916,06,Northeast Metro 916,2017,12.66
0917,06,Intermediate School District 917,2017,6.25
0926,83,Region 4-Lakes Country Service Coop,2017,20
0966,51,Wright Technical Center,2017,18.75
0991,83,Region 6 And 8-Sw/Wc Service Cooperative,2017,6.06
1000,70,Perpich Center For Arts Education,2017,1.15
1094,34,Fond Du Lac Ojibwe,2017,29.41
1435,34,Circle Of Life,2017,6.67
2071,01,Lake Crystal-Wellcome Memorial,2017,3.33
2125,01,Triton School District,2017,4.69
2134,01,United South Central School Dist.,2017,10
2135,01,Maple River School District,2017,5.48
2137,01,Kingsland Public School District,2017,0
2142,01,St. Louis County School District,2017,4.2
2143,01,Waterville-Elysian-Morristown Public School District,2017,5.08
2144,01,Chisago Lakes School District,2017,3.03
2149,01,Minnewaska School District,2017,2.63
2154,01,Eveleth-Gilbert School District,2017,6.67
2155,01,Wadena-Deer Creek School District,2017,1.89
2159,01,Buffalo Lk-Hector-Stewart Public Sc,2017,2.63
2164,01,Dilworth-Glyndon-Felton,2017,5.56
2165,01,Hinckley-Finlayson School District,2017,12.5
2167,01,Lakeview School District,2017,0
2168,01,Nrheg School District,2017,3.7
2169,01,Murray County Central School Dist.,2017,0
2170,01,Staples-Motley School District,2017,1.18
2171,01,Kittson Central School District,2017,8
2172,01,Kenyon-Wanamingo School District,2017,1.35
2174,01,Pine River-Backus School District,2017,9.3
2176,01,Warren-Alvarado-Oslo School Dist.,2017,0
2180,01,Maccray School District,2017,2.22
2184,01,Luverne Public School District,2017,0.94
2190,01,Yellow Medicine East,2017,0
2198,01,Fillmore Central,2017,4.08
2215,01,Norman County East School District,2017,0
2310,01,Sibley East School District,2017,5.19
2311,01,Clearbrook-Gonvick School District,2017,6.45
2342,01,West Central Area,2017,0
2358,01,Tri-County School District,2017,0
2364,01,Belgrade-Brooten-Elrosa Public School District,2017,2.33
2365,01,G.f.w. Public School District,2017,4.76
2396,01,A.c.g.c. Public School District,2017,1.52
2397,01,Le Sueur-Henderson School District,2017,3.26
2448,01,Martin County West School District,2017,3.85
2527,01,Norman County West School District,2017,4.55
2534,01,Bird Island-Olivia-Lake Lillian Public School District,2017,3.51
2536,01,Granada Huntley-East Chain,2017,0
2580,01,East Central School District,2017,9.8
2609,01,Win-E-Mac School District,2017,0
2683,01,Greenbush-Middle River School Dist.,2017,0
2687,01,Howard Lake-Waverly-Winsted,2017,2.25
2689,01,Pipestone Area School District,2017,11.11
2711,01,Mesabi East School District,2017,3.23
2752,01,Fairmont Area School District,2017,8.11
2753,01,Long Prairie-Grey Eagle School District,2017,1.49
2754,01,Cedar Mountain School District,2017,2.86
2769,01,Morris Area Public Schools,2017,0
2805,01,Zumbrota-Mazeppa School District,2017,1.33
2835,01,Janesville-Waldorf-Pemberton,2017,5.17
2853,01,Lac Qui Parle Valley School Dist.,2017,0
2854,01,Ada-Borup Public School District,2017,0
2856,01,Stephen-Argyle Central Schools,2017,0
2859,01,Glencoe-Silver Lake School District,2017,4.2
2860,01,Blue Earth Area Public School,2017,5.13
2884,01,Red Rock Central School District,2017,0
2886,01,Glenville-Emmons School District,2017,5.26
2888,01,Clinton-Graceville-Beardsley,2017,3.57
2889,01,Lake Park Audubon School District,2017,2.08
2890,01,Renville County West School Dist.,2017,9.68
2895,01,Jackson County Central School Dist.,2017,2.15
2897,01,Redwood Area School District,2017,0
2898,01,Westbrook-Walnut Grove Schools,2017,0
2899,01,Plainview-Elgin-Millville,2017,2.52
2902,01,Rtr Public Schools,2017,0
2903,01,Ortonville Public Schools,2017,2.08
2904,01,Tracy Area Public School District,2017,3.45
2905,01,Tri-City United School District,2017,4.76
2906,01,Red Lake County Central Public Schools,2017,4.35
2908,01,Brandon-Evansville Public Schools,2017,8
4000,07,City Academy,2017,0
4003,07,"New Heights School, Inc.",2017,5.88
4007,07,Minnesota New Country School,2017,4
4008,07,Pact Charter School,2017,0
4015,07,Community Of Peace Academy,2017,0
4017,07,Minnesota Transitions Charter School,2017,8.73
4025,07,Cyber Village Academy,2017,11.43
4026,07,E.c.h.o. Charter School,2017,0
4027,07,Higher Ground Academy,2017,2.5
4031,07,Jennings Community School,2017,9.09
4036,07,Face To Face Academy,2017,15.63
4039,07,High School For Recording Arts,2017,15.93
4043,07,Math And Science Academy,2017,0
4049,07,Northwest Passage High School,2017,16.13
4053,07,North Lakes Academy,2017,4.88
4056,07,Rosa Parks Charter High School,2017,35.29
4057,07,El Colegio Charter School,2017,11.11
4059,07,Crosslake Community Charter School,2017,9.52
4066,07,Kato Public Charter School,2017,40
4074,07,Afsa High School,2017,0
4075,07,Avalon School,2017,9.09
4080,07,Pillager Area Charter School,2017,43.75
4081,07,Discovery Public School Faribault,2017,31.25
4082,07,Bluesky Charter School,2017,23.16
4085,07,Harbor City International Charter,2017,3.7
4087,07,Sage Academy Charter School,2017,4.55
4091,07,Arcadia Charter School,2017,0
4092,07,Watershed High School,2017,10
4093,07,New Century Academy,2017,37.04
4095,07,Trio Wolf Creek Distance Learning,2017,5.88
