districtNumber,districtType,districtName,year,gradRate
0700,01,Hermantown Public School District,2013,93.64
0701,01,Hibbing Public School District,2013,82.58
0704,01,Proctor Public School District,2013,85.61
0706,01,Virginia Public School District,2013,84.96
0709,01,Duluth Public School District,2013,78.59
0712,01,Mountain Iron-Buhl School District,2013,93.75
0716,01,Belle Plaine Public School District,2013,86.67
0717,01,Jordan Public School District,2013,93.89
0719,01,Prior Lake-Savage Area Schools,2013,88.64
0720,01,Shakopee Public School District,2013,82.39
0721,01,New Prague Area Schools,2013,92.17
0726,01,Becker Public School District,2013,92.31
0727,01,Big Lake Public School District,2013,90.35
0728,01,Elk River Public School District,2013,90.36
0738,01,Holdingford Public School District,2013,88.46
0739,01,Kimball Public School District,2013,91.94
0740,01,Melrose Public School District,2013,96.69
0741,01,Paynesville Public School District,2013,94.81
0742,01,St. Cloud Public School District,2013,71.92
0743,01,Sauk Centre Public School District,2013,95.65
0745,01,Albany Public School District,2013,99.21
0748,01,Sartell-St. Stephen School District,2013,97.58
0750,01,Rocori Public School District,2013,93.99
0756,01,Blooming Prairie Public School Dist,2013,96
0761,01,Owatonna Public School District,2013,84.83
0763,01,Medford Public School District,2013,92.31
0768,01,Hancock Public School District,2013,100
0771,01,Chokio-Alberta Public School Dist.,2013,90.91
0775,01,Kerkhoven-Murdock-Sunburg,2013,96.88
0777,01,Benson Public School District,2013,95.59
0786,01,Bertha-Hewitt Public School District,2013,85.29
0787,01,Browerville Public School District,2013,93.02
0803,01,Wheaton Area Public School District,2013,89.74
0811,01,Wabasha-Kellogg Public School Dist.,2013,90.74
0813,01,Lake City Public School District,2013,95.4
0818,01,Verndale Public School District,2013,83.33
0820,01,Sebeka Public School District,2013,97.3
0821,01,Menahga Public School District,2013,91.84
0829,01,Waseca Public School District,2013,84.87
0831,01,Forest Lake Public School District,2013,81.77
0832,01,Mahtomedi Public School District,2013,97.61
0833,01,South Washington County School Dist,2013,89.76
0834,01,Stillwater Area Public School Dist.,2013,87.57
0836,01,Butterfield Public School District,2013,76.92
0837,01,Madelia Public School District,2013,80.39
0840,01,St. James Public School District,2013,91.21
0846,01,Breckenridge Public School District,2013,90.41
0850,01,Rothsay Public School District,2013,0
0857,01,Lewiston-Altura Public School Dist.,2013,91.67
0858,01,St. Charles Public School District,2013,88.73
0861,01,Winona Area Public School District,2013,80.73
0876,01,Annandale Public School District,2013,93.1
0877,01,Buffalo-Hanover-Montrose Public Sch,2013,91.9
0879,01,Delano Public School District,2013,95.34
0881,01,Maple Lake Public School District,2013,92.11
0882,01,Monticello Public School District,2013,91.27
0883,01,Rockford Public School District,2013,78.63
0885,01,St. Michael-Albertville School Dist,2013,94.78
0891,01,Canby Public School District,2013,100
0911,01,Cambridge-Isanti Public School Dist,2013,84.43
0912,01,Milaca Public School District,2013,81.02
0914,01,Ulen-Hitterdal Public School Dist,2013,96.43
0915,52,Southern Plains Education Coop.,2013,39.29
0916,06,Northeast Metro 916,2013,14.04
0917,06,Intermediate School District 917,2013,24.44
0926,83,Region 4-Lakes Country Service Coop,2013,22.73
0966,51,Wright Technical Center,2013,46.51
0991,83,Region 6 And 8-Sw/Wc Service Cooperative,2013,60.98
1000,70,Perpich Center For Arts Education,2013,98.66
1094,34,Fond Du Lac Ojibwe,2013,68.18
1435,34,Circle Of Life,2013,NA
2071,01,Lake Crystal-Wellcome Memorial,2013,91.38
2125,01,Triton School District,2013,79.27
2134,01,United South Central School Dist.,2013,80
2135,01,Maple River School District,2013,93.02
2137,01,Kingsland Public School District,2013,90.38
2142,01,St. Louis County School District,2013,86.59
2143,01,Waterville-Elysian-Morristown Public School District,2013,98.44
2144,01,Chisago Lakes School District,2013,91.42
2149,01,Minnewaska School District,2013,94.81
2154,01,Eveleth-Gilbert School District,2013,89.33
2155,01,Wadena-Deer Creek School District,2013,82.76
2159,01,Buffalo Lk-Hector-Stewart Public Sc,2013,95.12
2164,01,Dilworth-Glyndon-Felton,2013,94.94
2165,01,Hinckley-Finlayson School District,2013,87.95
2167,01,Lakeview School District,2013,94.29
2168,01,Nrheg School District,2013,85.53
2169,01,Murray County Central School Dist.,2013,93.1
2170,01,Staples-Motley School District,2013,89.66
2171,01,Kittson Central School District,2013,100
2172,01,Kenyon-Wanamingo School District,2013,92.19
2174,01,Pine River-Backus School District,2013,73.47
2176,01,Warren-Alvarado-Oslo School Dist.,2013,94.12
2180,01,Maccray School District,2013,89.83
2184,01,Luverne Public School District,2013,89.87
2190,01,Yellow Medicine East,2013,92.54
2198,01,Fillmore Central,2013,94.74
2215,01,Norman County East School District,2013,88.46
2310,01,Sibley East School District,2013,91.46
2311,01,Clearbrook-Gonvick School District,2013,57.5
2342,01,West Central Area,2013,96.36
2358,01,Tri-County School District,2013,84.21
2364,01,Belgrade-Brooten-Elrosa Public School District,2013,92.45
2365,01,G.f.w. Public School District,2013,88
2396,01,A.c.g.c. Public School District,2013,98.28
2397,01,Le Sueur-Henderson School District,2013,83.51
2448,01,Martin County West School District,2013,90.32
2527,01,Norman County West School District,2013,80.95
2534,01,Bird Island-Olivia-Lake Lillian Public School District,2013,88.24
2536,01,Granada Huntley-East Chain,2013,88.24
2580,01,East Central School District,2013,65.63
2609,01,Win-E-Mac School District,2013,82.61
2683,01,Greenbush-Middle River School Dist.,2013,93.33
2687,01,Howard Lake-Waverly-Winsted,2013,89.53
2689,01,Pipestone Area School District,2013,81.82
2711,01,Mesabi East School District,2013,93.62
2752,01,Fairmont Area School District,2013,86.61
2753,01,Long Prairie-Grey Eagle School District,2013,83.33
2754,01,Cedar Mountain School District,2013,90.91
2769,01,Morris Area Public Schools,2013,93.02
2805,01,Zumbrota-Mazeppa School District,2013,88.41
2835,01,Janesville-Waldorf-Pemberton,2013,92.16
2853,01,Lac Qui Parle Valley School Dist.,2013,94.81
2854,01,Ada-Borup Public School District,2013,94.87
2856,01,Stephen-Argyle Central Schools,2013,100
2859,01,Glencoe-Silver Lake School District,2013,94.03
2860,01,Blue Earth Area Public School,2013,88.76
2884,01,Red Rock Central School District,2013,94.87
2886,01,Glenville-Emmons School District,2013,84.85
2888,01,Clinton-Graceville-Beardsley,2013,92
2889,01,Lake Park Audubon School District,2013,91.67
2890,01,Renville County West School Dist.,2013,83.72
2895,01,Jackson County Central School Dist.,2013,93.51
2897,01,Redwood Area School District,2013,85.15
2898,01,Westbrook-Walnut Grove Schools,2013,94.44
2899,01,Plainview-Elgin-Millville,2013,94.49
2902,01,Rtr Public Schools,2013,94.74
2903,01,Ortonville Public Schools,2013,82.35
2904,01,Tracy Area Public School District,2013,95.08
2905,01,Tri-City United School District,2013,94.92
2906,01,Red Lake County Central Public Schools,2013,NA
2908,01,Brandon-Evansville Public Schools,2013,NA
4000,07,City Academy,2013,58.18
4003,07,"New Heights School, Inc.",2013,55.56
4007,07,Minnesota New Country School,2013,17.39
4008,07,Pact Charter School,2013,90
4015,07,Community Of Peace Academy,2013,86.89
4017,07,Minnesota Transitions Charter School,2013,26.26
4025,07,Cyber Village Academy,2013,NA
4026,07,E.c.h.o. Charter School,2013,92.31
4027,07,Higher Ground Academy,2013,64
4031,07,Jennings Community School,2013,12.5
4036,07,Face To Face Academy,2013,29.17
4039,07,High School For Recording Arts,2013,18.95
4043,07,Math And Science Academy,2013,90.32
4049,07,Northwest Passage High School,2013,35.48
4053,07,North Lakes Academy,2013,77.42
4056,07,Rosa Parks Charter High School,2013,36.76
4057,07,El Colegio Charter School,2013,9.09
4059,07,Crosslake Community Charter School,2013,NA
4066,07,Kato Public Charter School,2013,50
4074,07,Afsa High School,2013,77.08
4075,07,Avalon School,2013,46.77
4080,07,Pillager Area Charter School,2013,20.83
4081,07,Discovery Public School Faribault,2013,45.45
4082,07,Bluesky Charter School,2013,25.79
4085,07,Harbor City International Charter,2013,71.05
4087,07,Sage Academy Charter School,2013,55
4091,07,Arcadia Charter School,2013,96.43
4092,07,Watershed High School,2013,23.08
4093,07,New Century Academy,2013,58.06
4095,07,Trio Wolf Creek Distance Learning,2013,42.11
4098,07,Nova Classical Academy,2013,93.75
4102,07,Minnesota Internship Center,2013,7.5
4103,07,Hmong College Prep Academy,2013,72.37
4104,07,Paladin Career And Technical High School,2013,28.72
4105,07,Great River School,2013,76.32
4106,07,Treknorth High School,2013,97.06
4107,07,Voyageurs Expeditionary,2013,57.14
4110,07,Pim Arts High School,2013,84.62
4111,07,Augsburg Fairview Academy,2013,17.39
4112,07,St Paul Conservatory Performing Art,2013,87.25
4118,07,Kaleidoscope Charter School,2013,NA
4119,07,Academic Arts High School,2013,17.39
4120,07,St. Croix Preparatory Academy,2013,86.67
4121,07,Ubah Medical Academy Charter School,2013,82.54
4122,07,Eagle Ridge Academy Charter School,2013,83.33
4126,07,Prairie Seeds Academy,2013,62.3
4131,07,Metro Schools Charter,2013,0
4132,07,Twin Cities Academy,2013,92.59
4146,07,Northern Lights Community School,2013,50
4150,07,Minnesota Online High School,2013,43.48
4151,07,Edvisions Off Campus School,2013,16
4160,07,Spectrum High School,2013,78
4163,07,Learning For Leadership Charter,2013,80
4166,07,East Range Academy Of Tech-Science,2013,52.94
4178,07,Lincoln International School,2013,38
4183,07,Lionsgate Academy,2013,35
4190,07,Rivers Edge Academy,2013,26.32
4200,07,Step Academy Charter School,2013,NA
4204,07,Rochester Stem Academy,2013,NA
4207,07,Vermilion Country School,2013,NA
4210,07,Upper Mississippi Academy,2013,NA
4217,07,Technical Academies Of Minnesota,2013,NA
4237,07,Career Pathways,2013,NA
6004,61,Freshwater Ed. Dist.,2013,56.25
6012,61,Zumbro Education District,2013,36.67
6013,61,Hiawatha Valley Ed. District,2013,0
6014,61,Runestone Area Ed. District,2013,13.33
6018,61,Mn River Valley Education District,2013,53.97
6026,61,West Central Education District,2013,41.67
6049,61,River Bend Education District,2013,31.58
6051,61,Goodhue County Education District,2013,68.75
6074,50,Central Minnesota Jt. Powers Dist.,2013,43.75
6076,50,Northland Learning Center,2013,26.92
6079,52,Rum River Special Education Coop,2013,NA
6083,52,Southern Mn Education Consortium,2013,NA
0000,01,Minneapolis-St. Paul International Airport,2013,NA
2759,01,Eagle Valley,2013,NA
0323,02,Franconia,2013,NA
0815,02,Prinsburg,2013,NA
0025,01,Pine Point,2013,NA
0264,01,Herman-Norcross,2013,NA
0402,01,Hendricks,2013,NA
0403,01,Ivanhoe,2013,NA
0404,01,Lake Benton,2013,NA
0415,01,Lynd,2013,NA
0635,01,Milroy,2013,NA
0707,01,Nett Lake,2013,NA
0801,01,Browns Valley,2013,NA
0852,01,Campbell-Tintah,2013,NA
2907,01,Round Lake-Brewster,2013,NA
0001,01,Aitkin Public School District,2014,87
0001,03,Minneapolis Public School District,2014,58.81
0002,01,Hill City Public School District,2014,88.24
0004,01,Mcgregor Public School District,2014,81.48
0006,03,South St. Paul Public School Dist.,2014,81.04
0011,01,Anoka-Hennepin Public School District,2014,81.89
0012,01,Centennial Public School District,2014,93.2
0013,01,Columbia Heights Public School Dist,2014,76.54
0014,01,Fridley Public School District,2014,80.39
0015,01,St. Francis Public School District,2014,94.09
0016,01,Spring Lake Park Public Schools,2014,78.74
0022,01,Detroit Lakes Public School Dist.,2014,81.17
0023,01,Frazee-Vergas Public School Dist.,2014,94.12
0031,01,Bemidji Public School District,2014,72.13
0032,01,Blackduck Public School District,2014,88.24
0036,01,Kelliher Public School District,2014,92.86
0038,01,Red Lake Public School District,2014,25
0047,01,Sauk Rapids-Rice Public Schools,2014,92.06
0051,01,Foley Public School District,2014,92.19
0075,01,St. Clair Public School District,2014,92.16
0077,01,Mankato Public School District,2014,81.77
0081,01,Comfrey Public School District,2014,100
0084,01,Sleepy Eye Public School District,2014,88.89
0085,01,Springfield Public School District,2014,94.87
0088,01,New Ulm Public School District,2014,95.17
0091,01,Barnum Public School District,2014,90.57
0093,01,Carlton Public School District,2014,76.47
0094,01,Cloquet Public School District,2014,89.39
0095,01,Cromwell-Wright Public Schools,2014,92.31
0097,01,Moose Lake Public School District,2014,95.74
0099,01,Esko Public School District,2014,95.24
0100,01,Wrenshall Public School District,2014,84
0108,01,Central Public School District,2014,96.19
0110,01,Waconia Public School District,2014,92.31
0111,01,Watertown-Mayer Public School Dist.,2014,96.84
0112,01,Eastern Carver County Public School,2014,90.74
0113,01,Walker-Hackensack-Akeley Schl. Dist,2014,91.11
0115,01,Cass Lake-Bena Public Schools,2014,41.25
0116,01,Pillager Public School District,2014,84.62
0118,01,Northland Community Schools,2014,86.11
0129,01,Montevideo Public School District,2014,95.83
0138,01,North Branch Public Schools,2014,81.63
0139,01,Rush City Public School District,2014,90.48
0146,01,Barnesville Public School District,2014,90.48
0150,01,Hawley Public School District,2014,94.37
0152,01,Moorhead Public School District,2014,79.95
0160,70,Minnesota State Academies,2014,56.67
0162,01,Bagley Public School District,2014,83.95
0166,01,Cook County Public Schools,2014,82.86
0173,01,Mountain Lake Public Schools,2014,90.24
0177,01,Windom Public School District,2014,94.74
0181,01,Brainerd Public School District,2014,82.02
0182,01,Crosby-Ironton Public School Dist.,2014,82
0186,01,Pequot Lakes Public Schools,2014,95.5
0191,01,Burnsville Public School District,2014,77.66
0192,01,Farmington Public School District,2014,92.76
0194,01,Lakeville Public School District,2014,93.51
0195,01,Randolph Public School District,2014,100
0196,01,Rosemount-Apple Valley-Eagan,2014,91.4
0197,01,West St. Paul-Mendota Hts.-Eagan,2014,89.04
0199,01,Inver Grove Heights Schools,2014,88.1
0200,01,Hastings Public School District,2014,93.59
0203,01,Hayfield Public School District,2014,92.31
0204,01,Kasson-Mantorville School District,2014,95.09
0206,01,Alexandria Public School District,2014,93.13
0213,01,Osakis Public School District,2014,95.12
0227,01,Chatfield Public Schools,2014,91.53
0229,01,Lanesboro Public School District,2014,100
0238,01,Mabel-Canton Public School Dist.,2014,93.33
0239,01,Rushford-Peterson Public Schools,2014,97.56
0241,01,Albert Lea Public School District,2014,75.22
0242,01,Alden-Conger Public School District,2014,83.87
0252,01,Cannon Falls Public School District,2014,81.9
0253,01,Goodhue Public School District,2014,91.67
0255,01,Pine Island Public School Dist.,2014,93.59
0256,01,Red Wing Public School District,2014,93.33
0261,01,Ashby Public School District,2014,94.74
0270,01,Hopkins Public School District,2014,88.61
0271,01,Bloomington Public School District,2014,86.03
0272,01,Eden Prairie Public School District,2014,87.97
0273,01,Edina Public School District,2014,97.17
0276,01,Minnetonka Public School District,2014,93.39
0277,01,Westonka Public School District,2014,90.67
0278,01,Orono Public School District,2014,95.92
0279,01,Osseo Public School District,2014,86.09
0280,01,Richfield Public School District,2014,75.17
0281,01,Robbinsdale Public School District,2014,77.04
0282,01,St. Anthony-New Brighton Schools,2014,96.58
0283,01,St. Louis Park Public School Dist.,2014,87.79
0284,01,Wayzata Public School District,2014,94.84
0286,01,Brooklyn Center School District,2014,55.51
0287,06,Intermediate School District 287,2014,19.46
0288,06,Southwest Metro Intermediate 288,2014,NA
0294,01,Houston Public School District,2014,54.89
0297,01,Spring Grove School District,2014,100
0299,01,Caledonia Public School District,2014,97.14
0300,01,La Crescent-Hokah School District,2014,96
0306,01,Laporte Public School District,2014,83.33
0308,01,Nevis Public School District,2014,91.49
0309,01,Park Rapids Public School District,2014,77.39
0314,01,Braham Public School District,2014,84.31
0316,01,Greenway Public School District,2014,95.31
0317,01,Deer River Public School District,2014,78.85
0318,01,Grand Rapids Public School District,2014,87.46
0319,01,Nashwauk-Keewatin School District,2014,84.09
0330,01,Heron Lake-Okabena School District,2014,90.91
0332,01,Mora Public School District,2014,85.19
0333,01,Ogilvie Public School District,2014,76.47
0345,01,New London-Spicer School District,2014,93.44
0347,01,Willmar Public School District,2014,72.45
0356,01,Lancaster Public School District,2014,81.82
0361,01,International Falls School District,2014,78.49
0362,01,Littlefork-Big Falls School Dist.,2014,90.63
0363,01,South Koochiching School District,2014,68.18
0378,01,Dawson-Boyd Public School District,2014,92.31
0381,01,Lake Superior Public School Dist.,2014,88.6
0390,01,Lake Of The Woods School District,2014,89.19
0391,01,Cleveland Public School District,2014,86.49
0413,01,Marshall Public School District,2014,83.08
0414,01,Minneota Public School District,2014,89.29
0423,01,Hutchinson Public School District,2014,86.22
0424,01,Lester Prairie Public School Dist.,2014,90
0432,01,Mahnomen Public School District,2014,61.67
0435,01,Waubun-Ogema-White Earth Public Sch,2014,68.89
0441,01,Marshall County Central Schools,2014,87.5
0447,01,Grygla Public School District,2014,93.75
0458,01,Truman Public School District,2014,77.27
0463,01,Eden Valley-Watkins School District,2014,93.42
0465,01,Litchfield Public School District,2014,91.37
0466,01,Dassel-Cokato Public School Dist.,2014,81.63
0473,01,Isle Public School District,2014,76.32
0477,01,Princeton Public School District,2014,90.98
0480,01,Onamia Public School District,2014,54.72
0482,01,Little Falls Public School District,2014,80.51
0484,01,Pierz Public School District,2014,95.4
0485,01,Royalton Public School District,2014,92.68
0486,01,Swanville Public School District,2014,71.43
0487,01,Upsala Public School District,2014,96.3
0492,01,Austin Public School District,2014,73.19
0495,01,Grand Meadow Public School District,2014,84.21
0497,01,Lyle Public School District,2014,90
0499,01,Leroy-Ostrander Public Schools,2014,94.12
0500,01,Southland Public School District,2014,96
0505,01,Fulda Public School District,2014,90.63
0507,01,Nicollet Public School District,2014,90.91
0508,01,St. Peter Public School District,2014,90.65
0511,01,Adrian Public School District,2014,91.67
0514,01,Ellsworth Public School District,2014,94.12
0518,01,Worthington Public School District,2014,75.27
0531,01,Byron Public School District,2014,95.5
0533,01,Dover-Eyota Public School District,2014,90.79
0534,01,Stewartville Public School District,2014,89.38
0535,01,Rochester Public School District,2014,84.93
0542,01,Battle Lake Public School District,2014,91.43
0544,01,Fergus Falls Public School District,2014,68.54
0545,01,Henning Public School District,2014,100
0547,01,Parkers Prairie Public School Dist.,2014,86.05
0548,01,Pelican Rapids Public School Dist.,2014,88.16
0549,01,Perham-Dent Public School District,2014,80.15
0550,01,Underwood Public School District,2014,97.37
0553,01,New York Mills Public School Dist.,2014,87.5
0561,01,Goodridge Public School District,2014,NA
0564,01,Thief River Falls School District,2014,88.17
0577,01,Willow River Public School District,2014,78.38
0578,01,Pine City Public School District,2014,80.49
0581,01,Edgerton Public School District,2014,100
0592,01,Climax-Shelly Public Schools,2014,NA
0593,01,Crookston Public School District,2014,80.95
0595,01,East Grand Forks Public School Dist,2014,88.31
0599,01,Fertile-Beltrami School District,2014,94.87
0600,01,Fisher Public School District,2014,90.48
0601,01,Fosston Public School District,2014,89.09
0621,01,Mounds View Public School District,2014,89.41
0622,01,North St Paul-Maplewood Oakdale Public School District,2014,80.71
0623,01,Roseville Public School District,2014,83.08
0624,01,White Bear Lake School District,2014,89
0625,01,St. Paul Public School District,2014,74.55
0630,01,Red Lake Falls Public School Dist.,2014,96.77
0640,01,Wabasso Public School District,2014,85.71
0656,01,Faribault Public School District,2014,73.91
0659,01,Northfield Public School District,2014,89.64
0671,01,Hills-Beaver Creek School District,2014,90.91
0676,01,Badger Public School District,2014,84.21
0682,01,Roseau Public School District,2014,89.42
0690,01,Warroad Public School District,2014,89.41
0695,01,Chisholm Public School District,2014,84.44
0696,01,Ely Public School District,2014,95.24
0698,01,Floodwood Public School District,2014,80
0700,01,Hermantown Public School District,2014,98.65
0701,01,Hibbing Public School District,2014,84.88
0704,01,Proctor Public School District,2014,87.6
0706,01,Virginia Public School District,2014,91.13
0709,01,Duluth Public School District,2014,74.71
0712,01,Mountain Iron-Buhl School District,2014,89.29
0716,01,Belle Plaine Public School District,2014,91.74
0717,01,Jordan Public School District,2014,93.86
0719,01,Prior Lake-Savage Area Schools,2014,90.77
0720,01,Shakopee Public School District,2014,83.37
0721,01,New Prague Area Schools,2014,92
0726,01,Becker Public School District,2014,93.41
0727,01,Big Lake Public School District,2014,95.63
0728,01,Elk River Public School District,2014,89.62
0738,01,Holdingford Public School District,2014,97.1
0739,01,Kimball Public School District,2014,89.8
0740,01,Melrose Public School District,2014,95.61
0741,01,Paynesville Public School District,2014,93.24
0742,01,St. Cloud Public School District,2014,72.61
0743,01,Sauk Centre Public School District,2014,90.41
0745,01,Albany Public School District,2014,94.74
0748,01,Sartell-St. Stephen School District,2014,95.94
0750,01,Rocori Public School District,2014,91.49
0756,01,Blooming Prairie Public School Dist,2014,95.45
0761,01,Owatonna Public School District,2014,87.08
0763,01,Medford Public School District,2014,90.74
0768,01,Hancock Public School District,2014,93.33
0771,01,Chokio-Alberta Public School Dist.,2014,0
0775,01,Kerkhoven-Murdock-Sunburg,2014,95.83
0777,01,Benson Public School District,2014,97.33
0786,01,Bertha-Hewitt Public School District,2014,93.33
0787,01,Browerville Public School District,2014,95
0803,01,Wheaton Area Public School District,2014,100
0811,01,Wabasha-Kellogg Public School Dist.,2014,97.1
0813,01,Lake City Public School District,2014,95.83
0818,01,Verndale Public School District,2014,92.31
0820,01,Sebeka Public School District,2014,100
0821,01,Menahga Public School District,2014,95.65
0829,01,Waseca Public School District,2014,85.54
0831,01,Forest Lake Public School District,2014,84.45
0832,01,Mahtomedi Public School District,2014,97.56
0833,01,South Washington County School Dist,2014,92.44
0834,01,Stillwater Area Public School Dist.,2014,88.73
0836,01,Butterfield Public School District,2014,87.5
0837,01,Madelia Public School District,2014,60.47
0840,01,St. James Public School District,2014,91.03
0846,01,Breckenridge Public School District,2014,89.06
0850,01,Rothsay Public School District,2014,0
0857,01,Lewiston-Altura Public School Dist.,2014,90.14
0858,01,St. Charles Public School District,2014,87.1
0861,01,Winona Area Public School District,2014,80.45
0876,01,Annandale Public School District,2014,90.37
0877,01,Buffalo-Hanover-Montrose Public Sch,2014,94.58
0879,01,Delano Public School District,2014,93.69
0881,01,Maple Lake Public School District,2014,90.63
0882,01,Monticello Public School District,2014,91.64
0883,01,Rockford Public School District,2014,88.89
0885,01,St. Michael-Albertville School Dist,2014,96.95
0891,01,Canby Public School District,2014,97.73
0911,01,Cambridge-Isanti Public School Dist,2014,88.36
0912,01,Milaca Public School District,2014,82.17
0914,01,Ulen-Hitterdal Public School Dist,2014,93.75
0915,52,Southern Plains Education Coop.,2014,41.67
0916,06,Northeast Metro 916,2014,12.72
0917,06,Intermediate School District 917,2014,31.49
0926,83,Region 4-Lakes Country Service Coop,2014,40
0966,51,Wright Technical Center,2014,51.09
0991,83,Region 6 And 8-Sw/Wc Service Cooperative,2014,58.54
1000,70,Perpich Center For Arts Education,2014,96.24
1094,34,Fond Du Lac Ojibwe,2014,56.25
1435,34,Circle Of Life,2014,NA
2071,01,Lake Crystal-Wellcome Memorial,2014,91.38
2125,01,Triton School District,2014,85.96
2134,01,United South Central School Dist.,2014,81.03
2135,01,Maple River School District,2014,86.25
2137,01,Kingsland Public School District,2014,97.96
2142,01,St. Louis County School District,2014,90.07
2143,01,Waterville-Elysian-Morristown Public School District,2014,95.45
2144,01,Chisago Lakes School District,2014,90.8
2149,01,Minnewaska School District,2014,94.94
2154,01,Eveleth-Gilbert School District,2014,93.51
2155,01,Wadena-Deer Creek School District,2014,92.42
2159,01,Buffalo Lk-Hector-Stewart Public Sc,2014,88.89
2164,01,Dilworth-Glyndon-Felton,2014,94.62
2165,01,Hinckley-Finlayson School District,2014,82.35
2167,01,Lakeview School District,2014,89.19
2168,01,Nrheg School District,2014,91.3
2169,01,Murray County Central School Dist.,2014,95.56
2170,01,Staples-Motley School District,2014,92.78
2171,01,Kittson Central School District,2014,95.83
2172,01,Kenyon-Wanamingo School District,2014,96.43
2174,01,Pine River-Backus School District,2014,82.67
2176,01,Warren-Alvarado-Oslo School Dist.,2014,90
2180,01,Maccray School District,2014,84
2184,01,Luverne Public School District,2014,90.53
2190,01,Yellow Medicine East,2014,95.24
2198,01,Fillmore Central,2014,88.1
2215,01,Norman County East School District,2014,92.59
2310,01,Sibley East School District,2014,90.59
2311,01,Clearbrook-Gonvick School District,2014,79.41
2342,01,West Central Area,2014,98.18
2358,01,Tri-County School District,2014,94.12
2364,01,Belgrade-Brooten-Elrosa Public School District,2014,95
2365,01,G.f.w. Public School District,2014,93.44
2396,01,A.c.g.c. Public School District,2014,90.38
2397,01,Le Sueur-Henderson School District,2014,87.14
2448,01,Martin County West School District,2014,94.12
2527,01,Norman County West School District,2014,100
2534,01,Bird Island-Olivia-Lake Lillian Public School District,2014,84.51
2536,01,Granada Huntley-East Chain,2014,90
2580,01,East Central School District,2014,54.17
2609,01,Win-E-Mac School District,2014,91.49
2683,01,Greenbush-Middle River School Dist.,2014,96.67
2687,01,Howard Lake-Waverly-Winsted,2014,92.21
2689,01,Pipestone Area School District,2014,85.54
2711,01,Mesabi East School District,2014,89.47
2752,01,Fairmont Area School District,2014,87.8
2753,01,Long Prairie-Grey Eagle School District,2014,95.83
2754,01,Cedar Mountain School District,2014,86.11
2769,01,Morris Area Public Schools,2014,98.67
2805,01,Zumbrota-Mazeppa School District,2014,90.7
2835,01,Janesville-Waldorf-Pemberton,2014,83.33
2853,01,Lac Qui Parle Valley School Dist.,2014,100
2854,01,Ada-Borup Public School District,2014,95.56
2856,01,Stephen-Argyle Central Schools,2014,90.63
2859,01,Glencoe-Silver Lake School District,2014,94.29
2860,01,Blue Earth Area Public School,2014,91.76
2884,01,Red Rock Central School District,2014,100
2886,01,Glenville-Emmons School District,2014,78.57
2888,01,Clinton-Graceville-Beardsley,2014,91.43
2889,01,Lake Park Audubon School District,2014,86.96
2890,01,Renville County West School Dist.,2014,80.56
2895,01,Jackson County Central School Dist.,2014,95.74
2897,01,Redwood Area School District,2014,83.33
2898,01,Westbrook-Walnut Grove Schools,2014,87.18
2899,01,Plainview-Elgin-Millville,2014,92.8
2902,01,Rtr Public Schools,2014,87.23
2903,01,Ortonville Public Schools,2014,89.09
2904,01,Tracy Area Public School District,2014,94.44
2905,01,Tri-City United School District,2014,91.15
2906,01,Red Lake County Central Public Schools,2014,95.65
2908,01,Brandon-Evansville Public Schools,2014,100
4000,07,City Academy,2014,68.25
4003,07,"New Heights School, Inc.",2014,70.59
4007,07,Minnesota New Country School,2014,46.67
4008,07,Pact Charter School,2014,86.96
4015,07,Community Of Peace Academy,2014,82.46
4017,07,Minnesota Transitions Charter School,2014,35.81
4025,07,Cyber Village Academy,2014,NA
4026,07,E.c.h.o. Charter School,2014,90.91
4027,07,Higher Ground Academy,2014,71.05
4031,07,Jennings Community School,2014,27.27
4036,07,Face To Face Academy,2014,14.29
4039,07,High School For Recording Arts,2014,15.38
4043,07,Math And Science Academy,2014,100
4049,07,Northwest Passage High School,2014,38.64
4053,07,North Lakes Academy,2014,72.97
4056,07,Rosa Parks Charter High School,2014,25.64
4057,07,El Colegio Charter School,2014,24
4059,07,Crosslake Community Charter School,2014,NA
4066,07,Kato Public Charter School,2014,31.25
4074,07,Afsa High School,2014,80
4075,07,Avalon School,2014,58.14
4080,07,Pillager Area Charter School,2014,20
4081,07,Discovery Public School Faribault,2014,46.15
4082,07,Bluesky Charter School,2014,28.1
4085,07,Harbor City International Charter,2014,81.63
4087,07,Sage Academy Charter School,2014,70.83
4091,07,Arcadia Charter School,2014,100
4092,07,Watershed High School,2014,38.1
4093,07,New Century Academy,2014,54.17
4095,07,Trio Wolf Creek Distance Learning,2014,22.41
4098,07,Nova Classical Academy,2014,90.32
4102,07,Minnesota Internship Center,2014,9.63
4103,07,Hmong College Prep Academy,2014,82.95
4104,07,Paladin Career And Technical High School,2014,22.11
4105,07,Great River School,2014,86.84
4106,07,Treknorth High School,2014,73.08
4107,07,Voyageurs Expeditionary,2014,22.22
4110,07,Pim Arts High School,2014,73.61
4111,07,Augsburg Fairview Academy,2014,10.17
4112,07,St Paul Conservatory Performing Art,2014,88.39
4118,07,Kaleidoscope Charter School,2014,NA
4119,07,Academic Arts High School,2014,21.05
4120,07,St. Croix Preparatory Academy,2014,85.51
4121,07,Ubah Medical Academy Charter School,2014,86.08
4122,07,Eagle Ridge Academy Charter School,2014,77.5
