Data Year,County Number,County Name,District Number,District Type,District Name,School Number,School Name,ECSU Number,Economic Development Region,School Classification,Grade,Total Enrollment,Filter Groups,Total Female Count,Total Female Percent,Total Male Count,Total Male Percent,Total American Indian or Alaska Native Count,Total American Indian or Alaska Native Percent,American Indian or Alaska Native Female Count,American Indian or Alaska Native Male Count,Total Asian Count,Total Asian Percent,Asian Female Count,Asian Male Count,Total Native Hawaiian or Pacific Islander Count,Total Native Hawaiian or Pacific Islander Percent,Native Hawaiian or Pacific Islander Female Count,Native Hawaiian or Pacific Islander Male Count,Total Hispanic or Latino Count,Total Hispanic or Latino Percent,Hispanic or Latino Female Count,Hispanic or Latino Male Count,Total Black or African American Count,Total Black or African American Percent,Black or African American Female Count,Black or African American Male Count,Total White Count,Total White Percent,White Female Count,White Male Count,Total Two or More Races Count,Total Two or More Races Percent,Two or More Races Female Count,Two or More Races Male Count,Total Students of Color or American Indian Count,Total Students of Color or American Indian Percent,Total Students Eligible for Free or Reduced-Priced Meals Count,Total Students Eligible for Free or Reduced-Priced Meals Percent,Total Students Receiving Special Education Services Count,Total Students Receiving Special Education Services Percent,Total English learner Identified Count,Total English learner Identified Percent,Total Students Experiencing Homelessness Count,Total Students Experiencing Homelessness Percent,Additional Suppression Free or Reduced-Priced Meals Applied,Additional Suppression Special Education Applied,Additional Suppression English learner Identified Applied,Additional Suppression Homeless Applied
13-14,55,Olmsted,0531,01,BYRON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,1,157,N,61,38.85%,96,61.15%,0,0.00%,0,0,1,0.64%,1,0,1,0.64%,0,1,5,3.18%,0,5,1,0.64%,1,0,146,92.99%,58,88,3,1.91%,1,2,11,7.01%,21,13.38%,16,10.19%,0,0.00%,1,0.64%,N,N,N,N
13-14,55,Olmsted,0531,01,BYRON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,2,148,N,69,46.62%,79,53.38%,0,0.00%,0,0,1,0.68%,1,0,0,0.00%,0,0,5,3.38%,1,4,1,0.68%,0,1,138,93.24%,65,73,3,2.03%,2,1,10,6.76%,23,15.54%,11,7.43%,1,0.68%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0531,01,BYRON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,3,143,N,83,58.04%,60,41.96%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,4,2.80%,4,0,1,0.70%,1,0,135,94.41%,76,59,3,2.10%,2,1,8,5.59%,21,14.69%,7,4.90%,0,0.00%,1,0.70%,N,N,N,N
13-14,55,Olmsted,0531,01,BYRON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,4,173,N,83,47.98%,90,52.02%,0,0.00%,0,0,2,1.16%,1,1,0,0.00%,0,0,5,2.89%,4,1,2,1.16%,0,2,160,92.49%,76,84,4,2.31%,2,2,13,7.51%,20,11.56%,11,6.36%,1,0.58%,3,1.73%,N,N,N,N
13-14,55,Olmsted,0531,01,BYRON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,5,155,N,69,44.52%,86,55.48%,0,0.00%,0,0,1,0.65%,0,1,0,0.00%,0,0,3,1.94%,0,3,2,1.29%,0,2,144,92.90%,67,77,5,3.23%,2,3,11,7.10%,26,16.77%,19,12.26%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0531,01,BYRON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,6,132,N,66,50.00%,66,50.00%,1,0.76%,0,1,3,2.27%,1,2,0,0.00%,0,0,2,1.52%,1,1,0,0.00%,0,0,125,94.70%,63,62,1,0.76%,1,0,7,5.30%,23,17.42%,10,7.58%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0531,01,BYRON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,7,157,N,82,52.23%,75,47.77%,0,0.00%,0,0,3,1.91%,1,2,0,0.00%,0,0,1,0.64%,1,0,3,1.91%,2,1,149,94.90%,78,71,1,0.64%,0,1,8,5.10%,25,15.92%,21,13.38%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0531,01,BYRON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,8,144,N,82,56.94%,62,43.06%,0,0.00%,0,0,1,0.69%,1,0,0,0.00%,0,0,2,1.39%,2,0,2,1.39%,1,1,139,96.53%,78,61,0,0.00%,0,0,5,3.47%,23,15.97%,13,9.03%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0531,01,BYRON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,9,129,N,55,42.64%,74,57.36%,1,0.78%,0,1,1,0.78%,0,1,0,0.00%,0,0,5,3.88%,3,2,0,0.00%,0,0,122,94.57%,52,70,0,0.00%,0,0,7,5.43%,16,12.40%,13,10.08%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0531,01,BYRON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,10,141,N,66,46.81%,75,53.19%,0,0.00%,0,0,3,2.13%,0,3,0,0.00%,0,0,2,1.42%,1,1,2,1.42%,1,1,132,93.62%,63,69,2,1.42%,1,1,9,6.38%,20,14.18%,10,7.09%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0531,01,BYRON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,11,121,N,58,47.93%,63,52.07%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,5,4.13%,2,3,0,0.00%,0,0,115,95.04%,56,59,1,0.83%,0,1,6,4.96%,12,9.92%,7,5.79%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0531,01,BYRON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,12,122,N,60,49.18%,62,50.82%,1,0.82%,1,0,0,0.00%,0,0,0,0.00%,0,0,3,2.46%,1,2,1,0.82%,0,1,116,95.08%,58,58,1,0.82%,0,1,6,4.92%,15,12.30%,14,11.48%,0,0.00%,1,0.82%,N,N,N,N
13-14,55,Olmsted,0531,01,BYRON PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,All Grades,1905,N,927,48.66%,978,51.34%,5,0.26%,1,4,18,0.94%,6,12,1,0.05%,0,1,53,2.78%,24,29,15,0.79%,6,9,1781,93.49%,874,907,32,1.68%,16,16,124,6.51%,269,14.12%,193,10.13%,2,0.10%,6,0.31%,N,N,N,N
13-14,55,Olmsted,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,ECSE,6,Y,2,33.33%,4,66.67%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,5,83.33%,1,4,1,16.67%,1,0,1,16.67%,,,,,,,,,Y,Y,Y,Y
13-14,55,Olmsted,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,KG,86,N,40,46.51%,46,53.49%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,3,3.49%,0,3,0,0.00%,0,0,79,91.86%,39,40,4,4.65%,1,3,7,8.14%,18,20.93%,7,8.14%,2,2.33%,,,N,N,N,Y
13-14,55,Olmsted,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,1,90,N,43,47.78%,47,52.22%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,1.11%,0,1,0,0.00%,0,0,82,91.11%,42,40,7,7.78%,1,6,8,8.89%,28,31.11%,5,5.56%,,,0,0.00%,N,N,Y,N
13-14,55,Olmsted,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,2,90,N,41,45.56%,49,54.44%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,2,2.22%,0,2,83,92.22%,40,43,5,5.56%,1,4,7,7.78%,16,17.78%,9,10.00%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,3,92,N,44,47.83%,48,52.17%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,2,2.17%,2,0,0,0.00%,0,0,89,96.74%,41,48,1,1.09%,1,0,3,3.26%,17,18.48%,12,13.04%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,4,92,N,45,48.91%,47,51.09%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,2,2.17%,1,1,0,0.00%,0,0,86,93.48%,41,45,4,4.35%,3,1,6,6.52%,18,19.57%,8,8.70%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,5,87,N,51,58.62%,36,41.38%,0,0.00%,0,0,1,1.15%,1,0,0,0.00%,0,0,0,0.00%,0,0,1,1.15%,0,1,84,96.55%,50,34,1,1.15%,0,1,3,3.45%,16,18.39%,10,11.49%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,6,81,N,39,48.15%,42,51.85%,1,1.23%,1,0,0,0.00%,0,0,0,0.00%,0,0,2,2.47%,0,2,0,0.00%,0,0,78,96.30%,38,40,0,0.00%,0,0,3,3.70%,20,24.69%,6,7.41%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,7,87,N,52,59.77%,35,40.23%,0,0.00%,0,0,5,5.75%,3,2,0,0.00%,0,0,1,1.15%,0,1,0,0.00%,0,0,81,93.10%,49,32,0,0.00%,0,0,6,6.90%,14,16.09%,6,6.90%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,8,86,N,44,51.16%,42,48.84%,1,1.16%,1,0,0,0.00%,0,0,0,0.00%,0,0,1,1.16%,0,1,0,0.00%,0,0,84,97.67%,43,41,0,0.00%,0,0,2,2.33%,22,25.58%,10,11.63%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,9,91,N,50,54.95%,41,45.05%,0,0.00%,0,0,3,3.30%,2,1,0,0.00%,0,0,1,1.10%,0,1,0,0.00%,0,0,87,95.60%,48,39,0,0.00%,0,0,4,4.40%,17,18.68%,10,10.99%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,10,82,N,30,36.59%,52,63.41%,0,0.00%,0,0,1,1.22%,0,1,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,81,98.78%,30,51,0,0.00%,0,0,1,1.22%,12,14.63%,5,6.10%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,11,73,N,34,46.58%,39,53.42%,0,0.00%,0,0,1,1.37%,0,1,0,0.00%,0,0,2,2.74%,1,1,0,0.00%,0,0,70,95.89%,33,37,0,0.00%,0,0,3,4.11%,13,17.81%,4,5.48%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,12,75,N,29,38.67%,46,61.33%,0,0.00%,0,0,1,1.33%,1,0,0,0.00%,0,0,2,2.67%,2,0,2,2.67%,1,1,70,93.33%,25,45,0,0.00%,0,0,5,6.67%,,,8,10.67%,0,0.00%,0,0.00%,Y,N,N,N
13-14,55,Olmsted,0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,All Grades,1118,N,544,48.66%,574,51.34%,2,0.18%,2,0,12,1.07%,7,5,0,0.00%,0,0,17,1.52%,6,11,5,0.45%,1,4,1059,94.72%,520,539,23,2.06%,8,15,59,5.28%,225,20.13%,106,9.48%,3,0.27%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,ECSE,24,N,10,41.67%,14,58.33%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,4.17%,1,0,0,0.00%,0,0,22,91.67%,9,13,1,4.17%,0,1,2,8.33%,7,29.17%,,>=90%,0,0.00%,0,0.00%,N,Y,N,N
13-14,55,Olmsted,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,KG,186,N,83,44.62%,103,55.38%,1,0.54%,0,1,1,0.54%,0,1,0,0.00%,0,0,5,2.69%,3,2,1,0.54%,1,0,171,91.94%,75,96,7,3.76%,4,3,15,8.06%,41,22.04%,27,14.52%,0,0.00%,1,0.54%,N,N,N,N
13-14,55,Olmsted,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,1,149,N,69,46.31%,80,53.69%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,5,3.36%,2,3,0,0.00%,0,0,139,93.29%,66,73,5,3.36%,1,4,10,6.71%,44,29.53%,20,13.42%,0,0.00%,1,0.67%,N,N,N,N
13-14,55,Olmsted,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,2,158,N,81,51.27%,77,48.73%,0,0.00%,0,0,1,0.63%,0,1,0,0.00%,0,0,6,3.80%,3,3,2,1.27%,2,0,147,93.04%,74,73,2,1.27%,2,0,11,6.96%,37,23.42%,14,8.86%,1,0.63%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,3,189,N,89,47.09%,100,52.91%,0,0.00%,0,0,3,1.59%,0,3,0,0.00%,0,0,2,1.06%,1,1,1,0.53%,1,0,176,93.12%,83,93,7,3.70%,4,3,13,6.88%,63,33.33%,24,12.70%,1,0.53%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,4,138,N,69,50.00%,69,50.00%,1,0.72%,1,0,2,1.45%,2,0,0,0.00%,0,0,3,2.17%,2,1,2,1.45%,1,1,124,89.86%,60,64,6,4.35%,3,3,14,10.14%,38,27.54%,23,16.67%,1,0.72%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,5,164,N,93,56.71%,71,43.29%,1,0.61%,0,1,1,0.61%,0,1,0,0.00%,0,0,4,2.44%,3,1,3,1.83%,3,0,153,93.29%,85,68,2,1.22%,2,0,11,6.71%,42,25.61%,24,14.63%,0,0.00%,1,0.61%,N,N,N,N
13-14,55,Olmsted,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,6,155,N,78,50.32%,77,49.68%,0,0.00%,0,0,2,1.29%,1,1,0,0.00%,0,0,2,1.29%,0,2,2,1.29%,1,1,148,95.48%,76,72,1,0.65%,0,1,7,4.52%,39,25.16%,16,10.32%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,7,150,N,65,43.33%,85,56.67%,1,0.67%,0,1,2,1.33%,0,2,0,0.00%,0,0,4,2.67%,3,1,1,0.67%,1,0,137,91.33%,59,78,5,3.33%,2,3,13,8.67%,36,24.00%,15,10.00%,1,0.67%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,8,137,N,58,42.34%,79,57.66%,0,0.00%,0,0,1,0.73%,1,0,0,0.00%,0,0,3,2.19%,0,3,1,0.73%,0,1,130,94.89%,57,73,2,1.46%,0,2,7,5.11%,41,29.93%,15,10.95%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,9,144,N,56,38.89%,88,61.11%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,2,1.39%,0,2,0,0.00%,0,0,139,96.53%,56,83,3,2.08%,0,3,5,3.47%,38,26.39%,12,8.33%,1,0.69%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,10,152,N,76,50.00%,76,50.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,2,1.32%,1,1,3,1.97%,1,2,144,94.74%,74,70,3,1.97%,0,3,8,5.26%,28,18.42%,21,13.82%,2,1.32%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,11,129,N,71,55.04%,58,44.96%,0,0.00%,0,0,2,1.55%,0,2,0,0.00%,0,0,3,2.33%,3,0,2,1.55%,2,0,121,93.80%,66,55,1,0.78%,0,1,8,6.20%,23,17.83%,8,6.20%,1,0.78%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,12,113,N,52,46.02%,61,53.98%,1,0.88%,1,0,3,2.65%,2,1,0,0.00%,0,0,2,1.77%,0,2,1,0.88%,0,1,105,92.92%,49,56,1,0.88%,0,1,8,7.08%,21,18.58%,13,11.50%,0,0.00%,0,0.00%,N,N,N,N
13-14,55,Olmsted,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,All Grades,1988,N,950,47.79%,1038,52.21%,5,0.25%,2,3,18,0.91%,6,12,0,0.00%,0,0,44,2.21%,22,22,19,0.96%,13,6,1856,93.36%,889,967,46,2.31%,18,28,132,6.64%,498,25.05%,256,12.88%,8,0.40%,3,0.15%,N,N,N,N
13-14,55,Olmsted,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,ECSE,335,N,117,34.93%,218,65.07%,1,0.30%,0,1,27,8.06%,8,19,0,0.00%,0,0,39,11.64%,10,29,45,13.43%,16,29,203,60.60%,81,122,20,5.97%,2,18,132,39.40%,130,38.81%,,>=90%,0,0.00%,8,2.39%,N,Y,N,N
13-14,55,Olmsted,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,KG,1404,N,669,47.65%,735,52.35%,3,0.21%,0,3,146,10.40%,83,63,0,0.00%,0,0,142,10.11%,65,77,197,14.03%,93,104,828,58.97%,385,443,88,6.27%,43,45,576,41.03%,576,41.03%,165,11.75%,252,17.95%,20,1.42%,N,N,N,N
13-14,55,Olmsted,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,1,1356,N,674,49.71%,682,50.29%,4,0.29%,1,3,166,12.24%,78,88,0,0.00%,0,0,140,10.32%,64,76,143,10.55%,72,71,809,59.66%,412,397,94,6.93%,47,47,547,40.34%,562,41.45%,127,9.37%,230,16.96%,27,1.99%,N,N,N,N
13-14,55,Olmsted,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,2,1304,N,615,47.16%,689,52.84%,3,0.23%,2,1,141,10.81%,59,82,0,0.00%,0,0,129,9.89%,57,72,154,11.81%,78,76,793,60.81%,377,416,84,6.44%,42,42,511,39.19%,538,41.26%,126,9.66%,246,18.87%,23,1.76%,N,N,N,N
13-14,55,Olmsted,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,3,1307,N,617,47.21%,690,52.79%,3,0.23%,2,1,140,10.71%,70,70,0,0.00%,0,0,157,12.01%,83,74,127,9.72%,58,69,796,60.90%,361,435,84,6.43%,43,41,511,39.10%,526,40.24%,154,11.78%,254,19.43%,22,1.68%,N,N,N,N
13-14,55,Olmsted,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,4,1257,N,588,46.78%,669,53.22%,2,0.16%,1,1,133,10.58%,60,73,0,0.00%,0,0,121,9.63%,58,63,162,12.89%,73,89,769,61.18%,363,406,70,5.57%,33,37,488,38.82%,494,39.30%,189,15.04%,185,14.72%,18,1.43%,N,N,N,N
13-14,55,Olmsted,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,5,1311,N,665,50.72%,646,49.28%,3,0.23%,2,1,145,11.06%,79,66,0,0.00%,0,0,124,9.46%,54,70,154,11.75%,86,68,844,64.38%,425,419,41,3.13%,19,22,467,35.62%,536,40.88%,181,13.81%,207,15.79%,22,1.68%,N,N,N,N
13-14,55,Olmsted,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,6,1179,N,585,49.62%,594,50.38%,4,0.34%,1,3,137,11.62%,63,74,0,0.00%,0,0,109,9.25%,56,53,135,11.45%,72,63,758,64.29%,376,382,36,3.05%,17,19,421,35.71%,442,37.49%,166,14.08%,144,12.21%,12,1.02%,N,N,N,N
13-14,55,Olmsted,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,7,1163,N,585,50.30%,578,49.70%,1,0.09%,0,1,115,9.89%,60,55,0,0.00%,0,0,97,8.34%,45,52,153,13.16%,72,81,762,65.52%,387,375,35,3.01%,21,14,401,34.48%,430,36.97%,130,11.18%,115,9.89%,19,1.63%,N,N,N,N
13-14,55,Olmsted,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,8,1185,N,616,51.98%,569,48.02%,5,0.42%,4,1,107,9.03%,58,49,1,0.08%,0,1,85,7.17%,42,43,148,12.49%,85,63,807,68.10%,413,394,32,2.70%,14,18,378,31.90%,412,34.77%,158,13.33%,94,7.93%,18,1.52%,N,N,N,N
13-14,55,Olmsted,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,9,1206,N,606,50.25%,600,49.75%,5,0.41%,1,4,110,9.12%,59,51,0,0.00%,0,0,98,8.13%,54,44,161,13.35%,71,90,795,65.92%,402,393,37,3.07%,19,18,411,34.08%,408,33.83%,153,12.69%,92,7.63%,16,1.33%,N,N,N,N
13-14,55,Olmsted,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,10,1212,N,604,49.83%,608,50.17%,4,0.33%,0,4,127,10.48%,64,63,0,0.00%,0,0,78,6.44%,39,39,129,10.64%,63,66,839,69.22%,418,421,35,2.89%,20,15,373,30.78%,372,30.69%,141,11.63%,78,6.44%,15,1.24%,N,N,N,N
13-14,55,Olmsted,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,11,1209,N,596,49.30%,613,50.70%,4,0.33%,3,1,121,10.01%,73,48,0,0.00%,0,0,73,6.04%,26,47,130,10.75%,66,64,854,70.64%,412,442,27,2.23%,16,11,355,29.36%,345,28.54%,142,11.75%,52,4.30%,22,1.82%,N,N,N,N
13-14,55,Olmsted,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,12,1332,N,625,46.92%,707,53.08%,2,0.15%,2,0,136,10.21%,62,74,0,0.00%,0,0,80,6.01%,34,46,169,12.69%,79,90,922,69.22%,432,490,23,1.73%,16,7,410,30.78%,416,31.23%,200,15.02%,63,4.73%,37,2.78%,N,N,N,N
13-14,55,Olmsted,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,000,no data,10,10,no data,All Grades,16760,N,8162,48.70%,8598,51.30%,44,0.26%,19,25,1751,10.45%,876,875,1,0.01%,0,1,1472,8.78%,687,785,2007,11.97%,984,1023,10779,64.31%,5244,5535,706,4.21%,352,354,5981,35.69%,6187,36.92%,2367,14.12%,2012,12.00%,279,1.66%,N,N,N,N
13-14,56,Otter Tail,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,000,no data,4,04,no data,KG,27,N,12,44.44%,15,55.56%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,26,96.30%,11,15,1,3.70%,1,0,1,3.70%,9,33.33%,3,11.11%,0,0.00%,0,0.00%,N,N,N,N
13-14,56,Otter Tail,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,000,no data,4,04,no data,1,17,N,8,47.06%,9,52.94%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,16,94.12%,8,8,1,5.88%,0,1,1,5.88%,7,41.18%,2,11.76%,0,0.00%,0,0.00%,N,N,N,N
13-14,56,Otter Tail,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,000,no data,4,04,no data,2,27,N,14,51.85%,13,48.15%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,27,100.00%,14,13,0,0.00%,0,0,0,0.00%,9,33.33%,2,7.41%,0,0.00%,0,0.00%,N,N,N,N
13-14,56,Otter Tail,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,000,no data,4,04,no data,3,29,N,16,55.17%,13,44.83%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,3.45%,1,0,0,0.00%,0,0,28,96.55%,15,13,0,0.00%,0,0,1,3.45%,9,31.03%,2,6.90%,0,0.00%,0,0.00%,N,N,N,N
13-14,56,Otter Tail,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,000,no data,4,04,no data,4,36,N,21,58.33%,15,41.67%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,33,91.67%,19,14,3,8.33%,2,1,3,8.33%,16,44.44%,6,16.67%,0,0.00%,0,0.00%,N,N,N,N
13-14,56,Otter Tail,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,000,no data,4,04,no data,5,34,N,14,41.18%,20,58.82%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,2.94%,0,1,1,2.94%,0,1,30,88.24%,13,17,2,5.88%,1,1,4,11.76%,12,35.29%,8,23.53%,0,0.00%,0,0.00%,N,N,N,N
13-14,56,Otter Tail,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,000,no data,4,04,no data,6,31,N,17,54.84%,14,45.16%,0,0.00%,0,0,1,3.23%,1,0,1,3.23%,0,1,0,0.00%,0,0,0,0.00%,0,0,28,90.32%,16,12,1,3.23%,0,1,3,9.68%,14,45.16%,1,3.23%,0,0.00%,0,0.00%,N,N,N,N
13-14,56,Otter Tail,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,000,no data,4,04,no data,7,44,N,21,47.73%,23,52.27%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,41,93.18%,20,21,3,6.82%,1,2,3,6.82%,14,31.82%,3,6.82%,0,0.00%,0,0.00%,N,N,N,N
13-14,56,Otter Tail,0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,000,no data,4,04,no data,8,36,N,16,44.44%,20,55.56%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,2.78%,0,1,0,0.00%,0,0,35,97.22%,16,19,0,0.00%,0,0,1,2.78%,17,47.22%,3,8.33%,0,0.00%,0,0.00%,N,N,N,N
