districtNumber,districtType,districtName,year,percentIdentified
0015,01,ST. FRANCIS AREA SCHOOLS,2014,0.032029191161565
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2014,0.115749865615481
0022,01,DETROIT LAKES PUBLIC SCHOOL DISTRICT,2014,0.00308641975308642
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DISTRICT,2014,0.00107874865156419
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2014,NA
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2014,0.00192012288786482
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2014,NA
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2014,NA
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2014,0.0327298050139276
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2014,0.00391006842619746
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2014,0.00217391304347826
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2014,NA
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2014,0.0572743543850678
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2014,NA
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2014,0.0695187165775401
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2014,NA
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2014,0.0118434603501545
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2014,NA
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2014,0
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2014,0.000798722044728434
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2014,NA
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2014,0.00157232704402516
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2014,NA
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2014,NA
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2014,0.0231854838709677
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2014,0.0123324396782842
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DISTRICT,2014,0.0106516290726817
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOLS,2014,0.0557272242940863
0113,01,WALKER-HACKENSACK-AKELEY SCHOOL DISTRICT,2014,0
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2014,0
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2014,0
0118,01,NORTHLAND COMMUNITY SCHOOLS,2014,NA
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2014,0.072672218016654
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2014,0.0095389507154213
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2014,0
0146,01,BARNESVILLE PUBLIC SCHOOL DISTRICT,2014,0
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2014,0.0240083507306889
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2014,0.0703379653456854
0160,70,MINNESOTA STATE ACADEMIES,2014,NA
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2014,0
0166,01,COOK COUNTY PUBLIC SCHOOLS,2014,NA
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2014,0.104081632653061
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2014,0.0919080919080919
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2014,0.000756200846944949
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DISTRICT,2014,0
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2014,0.000616142945163278
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2014,0.1709178339954
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2014,0.0356938073394495
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2014,0.031608671889233
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2014,NA
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2014,0.0548106241504721
0197,01,WEST ST. PAUL-MENDOTA HEIGHTS-EAGAN,2014,0.130381554784738
0199,01,INVER GROVE HEIGHTS SCHOOLS,2014,0.080557707203718
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2014,0.0120772946859903
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2014,NA
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2014,0.0123222748815166
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2014,0.0028032619775739
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2014,NA
0227,01,CHATFIELD PUBLIC SCHOOLS,2014,NA
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2014,NA
0238,01,MABEL-CANTON PUBLIC SCHOOL DISTRICT,2014,NA
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2014,NA
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2014,0.0792109256449165
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2014,NA
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2014,NA
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2014,NA
0255,01,PINE ISLAND PUBLIC SCHOOL DISTRICT,2014,NA
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2014,0.0196649672250546
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2014,NA
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2014,NA
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2014,0.0729211701974348
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2014,0.122555663117135
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2014,0.0746284965034965
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2014,0.0419415645617342
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2014,0.0160180716706027
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2014,0.00721045515998197
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2014,0.0175375805297065
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2014,0.101744888588139
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2014,0.32571299230421
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2014,0.0997880319582586
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2014,0.0599769319492503
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DISTRICT,2014,0.100833155308695
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2014,0.0213647058823529
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2014,0.20852428964253
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2014,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 288,2014,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 289,2014,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 290,2014,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 291,2014,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 292,2014,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 293,2014,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 294,2014,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 295,2014,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 296,2014,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 297,2014,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 298,2014,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 299,2014,NA
0288,06,SOUTHWEST METRO INTERMEDIATE 288,2014,NA
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2014,NA
0297,01,SPRING GROVE SCHOOL DISTRICT,2014,NA
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2014,NA
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2014,0
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2014,0
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2014,0
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2014,0.00466666666666667
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2014,NA
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2014,0.00377358490566038
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2014,0
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2014,0.00123731749566939
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2014,0
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2014,NA
0332,01,MORA PUBLIC SCHOOL DISTRICT,2014,0
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2014,0
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2014,0.00923951670220327
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2014,0.204244031830239
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2014,NA
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2014,0.00804289544235925
0362,01,LITTLEFORK-BIG FALLS SCHOOL DISTRICT,2014,NA
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2014,NA
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2014,NA
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DISTRICT,2014,0
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2014,NA
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2014,NA
0397,52,LAKE AGASSIZ EDUCATION COOPERATIVE,2014,NA
0398,52,MIDWEST SPECIAL EDUCATION COOPERATIVE,2014,0
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2014,NA
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2014,NA
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2014,NA
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2014,0.0970957954052883
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2014,NA
0415,01,LYND PUBLIC SCHOOL DISTRICT,2014,NA
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2014,0.0247326203208556
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DISTRICT,2014,0.114832535885167
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2014,NA
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCHOOLS,2014,0
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2014,NA
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2014,NA
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2014,NA
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2014,0.00304568527918782
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2014,0.019434628975265
0466,01,DASSEL-COKATO PUBLIC SCHOOL DISTRICT,2014,0.00666370501999112
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2014,NA
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2014,0.00304785126485827
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2014,0
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2014,0.0108303249097473
0484,01,PERZ PUBLIC SCHOOL DISTRICT,2014,0.00626118067978533
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2014,0
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2014,NA
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2014,NA
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2014,0.167338282078473
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2014,NA
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2014,0.024896265560166
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2014,NA
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2014,0.0210526315789474
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2014,NA
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2014,NA
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2014,0.0583120204603581
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2014,0.0184254606365159
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2014,NA
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2014,0.224568813797958
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2014,0.0010498687664042
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2014,NA
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2014,0.00402414486921529
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2014,0.120047732696897
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2014,0
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2014,0.00628930817610063
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2014,NA
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DISTRICT,2014,0
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DISTRICT,2014,NA
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2014,0.0227439471753485
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2014,NA
0553,01,NEW YORK MILLS PUBLIC SCHOOL DISTRICT,2014,NA
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2014,NA
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2014,0.0114030738720873
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2014,0.00448430493273543
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2014,0.00938967136150235
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2014,NA
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2014,NA
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2014,0.0334370139968896
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DISTRICT,2014,0.0217633928571429
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2014,NA
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2014,NA
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2014,NA
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2014,0.0471399291969443
0622,01,NORTH ST. PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT,2014,0.0841509433962264
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2014,0.148532921521831
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2014,0.0401027020418144
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2014,0.328113033144064
0630,01,RED LAKE FALLS PUBLIC SCHOOL DISTRICT,2014,NA
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2014,NA
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2014,NA
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2014,0.183646812957158
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2014,0.0841942148760331
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2014,NA
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2014,NA
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2014,0.00574712643678161
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2014,0.0175267770204479
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2014,0.00137931034482759
0696,01,ELY PUBLIC SCHOOL DISTRICT,2014,NA
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2014,NA
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2014,0.000979911807937286
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2014,0.00163065633917652
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2014,0.00444691495275153
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2014,0.00290023201856148
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2014,NA
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2014,0.00363264842774435
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2014,0
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2014,0.0118085767557489
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2014,0.0371191135734072
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2014,0.0323568575233023
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2014,0.109944963522335
0721,01,NEW PRAGUE AREA SCHOOLS,2014,0.010062893081761
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2014,0.0114326545194712
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2014,0.0168504901960784
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2014,0.0314714623180675
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2014,NA
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2014,NA
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2014,0.167893961708395
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2014,0.00927835051546392
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2014,0.143925047343766
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2014,0.0312174817898023
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2014,0.0128055878928987
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2014,0.00914962325080732
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2014,0.0507889546351085
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DISTRICT,2014,NA
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2014,0.0964394710071211
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2014,0.0466744457409568
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2014,NA
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DISTRICT,2014,NA
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2014,NA
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2014,NA
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DISTRICT,2014,NA
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2014,NA
0801,01,BROWNS VALLEY PUBLIC SCHOOL DISTRICT,2014,NA
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2014,NA
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DISTRICT,2014,0.00340136054421769
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2014,0.0182250396196513
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2014,NA
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2014,NA
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2014,0
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2014,0.0491464045525091
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2014,0.00970728793309438
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2014,0.0150557061126167
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT,2014,0.0447088008118622
0834,01,STILLWATER AREA PUBLIC SCHOOL DISTRICT,2014,0.0206486092554354
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2014,NA
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2014,0.186915887850467
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2014,0.115079365079365
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2014,NA
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2014,0
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DISTRICT,2014,NA
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DISTRICT,2014,0.00667556742323097
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2014,0.0583418628454452
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2014,0.0318010075566751
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2014,0.0087719298245614
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCHOOLS,2014,0.00985556499575191
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2014,0.00420698359276399
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2014,0
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2014,0.0207880106357264
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2014,0.0403128760529483
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DISTRICT,2014,0.0217504785105272
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2014,NA
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DISTRICT,2014,0.00986460348162476
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2014,0.00520562207183758
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DISTRICT,2014,NA
0915,52,SOUTHERN PLAINS EDUCATION COOPERATIVE,2014,NA
0916,06,NORTHEAST METRO 916,2014,NA
0916,06,NORTHEAST METRO 917,2014,NA
0916,06,NORTHEAST METRO 918,2014,NA
0916,06,NORTHEAST METRO 919,2014,NA
0916,06,NORTHEAST METRO 920,2014,NA
0916,06,NORTHEAST METRO 921,2014,NA
0916,06,NORTHEAST METRO 922,2014,NA
0916,06,NORTHEAST METRO 923,2014,NA
0916,06,NORTHEAST METRO 924,2014,NA
0916,06,NORTHEAST METRO 925,2014,NA
0916,06,NORTHEAST METRO 926,2014,NA
0916,06,NORTHEAST METRO 927,2014,NA
0916,06,NORTHEAST METRO 928,2014,NA
0916,06,NORTHEAST METRO 929,2014,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2014,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 918,2014,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 919,2014,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 920,2014,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 921,2014,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 922,2014,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 923,2014,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 924,2014,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 925,2014,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 926,2014,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 927,2014,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 928,2014,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 929,2014,NA
0917,06,INTERMEDIATE SCHOOL DISTRICT 930,2014,NA
0926,83,REGION 4-LAKES COUNTRY SERVICE COOPERATIVE,2014,NA
0935,52,FERGUS FALLS AREA SPECIAL EDUCATION COOPERATIVE,2014,NA
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2014,NA
0966,51,WRIGHT TECHNICAL CENTER,2014,NA
0991,83,REGION 6 AND 8-SW/WC SERVICE COOPERATIVE,2014,NA
0998,52,BEMIDJI REGIONAL INTERDISTRICT COUNCIL,2014,0
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2014,0
1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,2014,NA
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2014,0.00944510035419126
2125,01,TRITON SCHOOL DISTRICT,2014,0.0726210350584307
2134,01,UNITED SOUTH CENTRAL SCHOOL DISTRICT,2014,0.0218068535825545
2135,01,MAPLE RIVER SCHOOL DISTRICT,2014,0.00479386385426654
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2014,0
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2014,0
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN PUBLIC SCHOOL DISTRICT,2014,0.0158013544018059
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2014,0.0053715308863026
2149,01,MINNEWASKA SCHOOL DISTRICT,2014,0.00522193211488251
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2014,0
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2014,0
2159,01,BUFFALO LAKE-HECTOR-STEWART PUBLIC SCHOOLS,2014,0.114478114478114
2164,01,DILWORTH-GLYNDON-FELTON,2014,0.0247718383311604
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2014,0.0062111801242236
2167,01,LAKEVIEW SCHOOL DISTRICT,2014,0.0216383307573416
2168,01,NRHEG SCHOOL DISTRICT,2014,0.00104384133611691
2169,01,MURRAY COUNTY CENTRAL SCHOOL DISTRICT,2014,NA
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2014,0.00416666666666667
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2014,NA
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2014,NA
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2014,0.00755939524838013
2176,01,WARREN-ALVARADO-OSLO SCHOOL DISTRICT,2014,0.0532407407407407
2180,01,MACCRAY SCHOOL DISTRICT,2014,0.0104477611940299
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2014,0.0366449511400651
2190,01,YELLOW MEDICINE EAST,2014,0.0469715698393078
2198,01,FILLMORE CENTRAL,2014,0
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2014,NA
2310,01,SIBLEY EAST SCHOOL DISTRICT,2014,NA
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2014,NA
2342,01,WEST CENTRAL AREA,2014,NA
2358,01,TRI-COUNTY SCHOOL DISTRICT,2014,NA
2364,01,BELGRADE-BROOTEN-ELROSA PUBLIC SCHOOL DISTRICT,2014,NA
2365,01,G.F.W. PUBLIC SCHOOL DISTRICT,2014,0.0569210866752911
2396,01,A.C.G.C. PUBLIC SCHOOL DISTRICT,2014,0
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2014,0.0656370656370656
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2014,NA
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2014,NA
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN PUBLIC SCHOOL DISTRICT,2014,NA
2536,01,GRANADA HUNTLEY EAST CHAIN,2014,NA
2580,01,EAST CENTRAL SCHOOL DISTRICT,2014,NA
2609,01,WIN-E-MAC SCHOOL DISTRICT,2014,NA
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DISTRICT,2014,NA
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2014,0.00987432675044883
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2014,0.0542168674698795
2711,01,MESABI EAST SCHOOL DISTRICT,2014,0.00311203319502075
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2014,0.0376470588235294
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DISTRICT,2014,0.201773835920177
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2014,0.00194174757281553
2769,01,MORRIS AREA PUBLIC SCHOOLS,2014,NA
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2014,0.00445235975066785
2835,01,JANESVILLE-WALDORF-PEMBERTON,2014,0
2853,01,LAC QUI PARLE VALLEY SCHOOL DISTRICT,2014,0.0322997416020672
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2014,NA
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2014,NA
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2014,0.0774431468961278
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2014,0.034257748776509
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2014,NA
