DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,ASI_Male,ASI_Female,BLK_Male,BLK_Female,HIS_Male,HIS_Female,HPI_Male,HPI_Female,MLT_Male,MLT_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
13-14,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,03,EC,1,0,0,0,0,0,0,0,0,0,0,0,12,7,13,7,1,20,District,EC-12,, ,
13-14,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,03,KG,0,0,0,1,1,0,2,0,0,0,0,1,43,44,46,46,5,92,District,EC-12,, ,
13-14,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,03,01,0,0,0,0,0,0,2,0,0,0,2,1,45,39,49,40,5,89,District,EC-12,, ,
13-14,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,03,02,0,1,0,0,1,1,0,0,0,0,2,3,40,34,43,39,8,82,District,EC-12,, ,
13-14,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,03,03,0,0,0,0,2,0,0,1,0,0,3,2,54,32,59,35,8,94,District,EC-12,, ,
13-14,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,03,04,0,0,0,0,0,0,1,0,0,0,2,2,50,44,53,46,5,99,District,EC-12,, ,
13-14,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,03,05,0,0,0,0,1,2,1,1,0,0,0,3,50,47,52,53,8,105,District,EC-12,, ,
13-14,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,03,06,1,1,0,0,0,0,0,0,0,0,1,1,34,39,36,41,4,77,District,EC-12,, ,
13-14,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,03,07,2,0,0,0,1,1,1,1,0,0,1,2,44,41,49,45,9,94,District,EC-12,, ,
13-14,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,03,08,0,0,1,0,0,3,0,0,0,0,1,0,37,45,39,48,5,87,District,EC-12,, ,
13-14,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,03,09,0,3,1,0,0,2,0,1,0,0,4,0,53,38,58,44,11,102,District,EC-12,, ,
13-14,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,03,10,0,0,0,0,1,0,0,0,0,0,0,0,60,48,61,48,1,109,District,EC-12,, ,
13-14,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,03,11,0,0,0,0,0,1,1,0,0,0,1,1,45,46,47,48,4,95,District,EC-12,, ,
13-14,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,03,12,0,1,0,0,0,1,0,1,0,0,1,0,47,55,48,58,4,106,District,EC-12,, ,
13-14,01,Aitkin                                       ,0001,01,AITKIN PUBLIC SCHOOL DISTRICT      ,000, ,03,03,All Grades,4,6,2,1,7,11,8,5,0,0,18,16,614,559,653,598,78,1251,District,EC-12,, ,
13-14,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,EC,10,7,30,9,173,98,127,65,0,0,16,9,246,120,602,308,544,910,District,EC-12,, ,
13-14,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,KG,67,58,86,85,557,564,346,307,3,0,55,35,594,601,1708,1650,2163,3358,District,EC-12,, ,
13-14,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,01,53,72,101,101,570,585,342,301,5,4,46,36,564,609,1681,1708,2216,3389,District,EC-12,, ,
13-14,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,02,68,57,84,93,594,470,316,304,4,0,39,41,565,570,1670,1535,2070,3205,District,EC-12,, ,
13-14,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,03,49,70,81,92,549,494,330,317,1,5,24,32,527,528,1561,1538,2044,3099,District,EC-12,, ,
13-14,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,04,70,66,81,100,596,511,318,274,2,2,12,23,490,482,1569,1458,2055,3027,District,EC-12,, ,
13-14,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,05,60,70,83,78,476,427,237,252,0,0,10,7,475,447,1341,1281,1700,2622,District,EC-12,, ,
13-14,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,06,45,63,73,86,495,412,231,225,1,0,7,3,353,398,1205,1187,1641,2392,District,EC-12,, ,
13-14,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,07,60,61,79,82,501,482,237,227,1,1,6,3,378,371,1262,1227,1740,2489,District,EC-12,, ,
13-14,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,08,54,60,91,99,466,439,235,207,2,0,1,5,374,375,1223,1185,1659,2408,District,EC-12,, ,
13-14,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,09,48,53,95,99,464,444,216,188,1,1,9,8,381,326,1214,1119,1626,2333,District,EC-12,, ,
13-14,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,10,51,49,94,107,425,467,211,169,0,0,4,7,352,364,1137,1163,1584,2300,District,EC-12,, ,
13-14,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,11,42,30,112,100,397,419,195,157,1,1,4,7,342,344,1093,1058,1465,2151,District,EC-12,, ,
13-14,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,12,42,47,142,137,562,508,213,205,1,1,8,2,400,332,1368,1232,1868,2600,District,EC-12,, ,
13-14,27,Hennepin                                     ,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.    ,000, ,11,11,All Grades,719,763,1232,1268,6825,6320,3554,3198,22,15,241,218,6041,5867,18634,17649,24375,36283,District,EC-12,, ,
13-14,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,03,EC,0,0,0,0,0,0,0,0,1,0,0,1,9,3,10,4,2,14,District,EC-12,, ,
13-14,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,03,KG,0,0,0,0,0,0,0,1,0,0,0,1,9,9,9,11,2,20,District,EC-12,, ,
13-14,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,03,01,0,0,0,0,0,0,0,1,0,0,0,0,14,8,14,9,1,23,District,EC-12,, ,
13-14,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,03,02,1,0,0,0,0,0,1,0,0,0,0,0,10,6,12,6,2,18,District,EC-12,, ,
13-14,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,03,03,0,1,0,0,0,0,0,0,0,0,2,0,15,9,17,10,3,27,District,EC-12,, ,
13-14,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,03,04,0,1,0,0,0,0,0,0,0,0,0,1,13,17,13,19,2,32,District,EC-12,, ,
13-14,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,03,05,0,0,0,0,0,0,0,0,0,0,0,0,10,7,10,7,0,17,District,EC-12,, ,
13-14,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,03,06,2,0,0,0,0,0,1,0,0,0,0,0,6,10,9,10,3,19,District,EC-12,, ,
13-14,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,03,07,0,2,0,0,0,0,0,0,0,0,0,0,8,11,8,13,2,21,District,EC-12,, ,
13-14,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,03,08,0,0,0,0,0,0,0,1,0,0,0,0,11,4,11,5,1,16,District,EC-12,, ,
13-14,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,03,09,1,0,0,0,0,0,0,0,0,0,0,0,10,7,11,7,1,18,District,EC-12,, ,
13-14,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,03,10,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,10,0,17,District,EC-12,, ,
13-14,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,03,11,0,1,0,0,0,0,0,0,0,0,0,0,16,19,16,20,1,36,District,EC-12,, ,
13-14,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,03,12,1,0,0,0,0,0,0,0,0,0,0,0,8,8,9,8,1,17,District,EC-12,, ,
13-14,01,Aitkin                                       ,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT   ,000, ,03,03,All Grades,5,5,0,0,0,0,2,3,1,0,2,3,146,128,156,139,21,295,District,EC-12,, ,
13-14,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,EC,2,5,0,0,0,0,0,0,0,0,0,0,6,2,8,7,7,15,District,EC-12,, ,
13-14,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,KG,4,6,0,1,1,0,0,0,0,0,0,1,10,8,15,16,13,31,District,EC-12,, ,
13-14,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,01,6,2,0,0,0,0,0,0,0,0,0,0,17,15,23,17,8,40,District,EC-12,, ,
13-14,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,02,2,4,0,0,0,0,1,0,0,0,0,0,13,10,16,14,7,30,District,EC-12,, ,
13-14,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,03,5,1,0,1,0,0,0,0,0,0,1,0,9,10,15,12,8,27,District,EC-12,, ,
13-14,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,04,3,3,0,0,0,0,0,0,0,0,0,1,7,18,10,22,7,32,District,EC-12,, ,
13-14,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,05,2,2,0,0,1,0,0,1,0,0,0,0,17,15,20,18,6,38,District,EC-12,, ,
13-14,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,06,6,3,0,0,0,0,0,1,0,0,0,0,15,10,21,14,10,35,District,EC-12,, ,
13-14,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,07,2,1,0,0,1,0,0,1,0,0,0,0,5,10,8,12,5,20,District,EC-12,, ,
13-14,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,08,2,3,0,0,0,0,0,0,0,0,0,0,13,6,15,9,5,24,District,EC-12,, ,
13-14,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,09,4,2,0,0,0,0,1,0,0,0,0,0,17,13,22,15,7,37,District,EC-12,, ,
13-14,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,10,1,3,0,0,1,0,0,0,0,0,0,0,9,12,11,15,5,26,District,EC-12,, ,
13-14,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,11,2,2,0,0,0,0,0,0,0,0,0,0,10,11,12,13,4,25,District,EC-12,, ,
13-14,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,12,0,0,0,0,0,0,0,0,0,0,0,0,12,17,12,17,0,29,District,EC-12,, ,
13-14,01,Aitkin                                       ,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT    ,000, ,03,03,All Grades,41,37,0,2,4,0,2,3,0,0,1,2,160,157,208,201,92,409,District,EC-12,, ,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,EC,0,0,1,0,5,9,9,5,0,0,3,0,27,19,45,33,32,78,District,EC-12,, ,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,KG,0,0,3,2,7,10,43,36,0,0,14,12,65,84,132,144,127,276,District,EC-12,, ,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,01,0,0,2,1,12,11,37,39,0,0,15,7,92,76,158,134,124,292,District,EC-12,, ,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,02,0,2,2,1,3,6,39,36,0,0,12,13,87,71,143,129,114,272,District,EC-12,, ,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,03,0,1,1,3,9,8,29,28,0,0,21,9,88,80,148,129,109,277,District,EC-12,, ,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,04,0,1,2,1,7,8,44,29,0,0,12,7,65,80,130,126,111,256,District,EC-12,, ,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,05,1,1,3,4,9,10,33,22,0,0,8,11,72,85,126,133,102,259,District,EC-12,, ,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,06,0,1,0,2,10,11,34,23,0,0,6,7,86,74,136,118,94,254,District,EC-12,, ,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,07,0,1,3,2,5,5,49,24,0,0,6,7,74,67,137,106,102,243,District,EC-12,, ,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,08,3,1,1,0,7,4,28,19,0,0,3,7,93,81,135,112,73,247,District,EC-12,, ,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,09,2,1,1,2,5,9,32,22,0,0,4,4,73,78,117,116,82,233,District,EC-12,, ,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,10,1,1,2,5,4,6,23,17,1,0,9,3,95,75,135,107,72,242,District,EC-12,, ,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,11,1,2,1,2,11,7,30,22,0,0,2,5,78,80,123,118,83,241,District,EC-12,, ,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,12,0,3,4,3,14,7,24,32,0,0,4,1,86,94,132,140,92,272,District,EC-12,, ,
13-14,19,Dakota                                       ,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST. ,000, ,11,11,All Grades,8,15,26,28,108,111,454,354,1,0,119,93,1081,1044,1797,1645,1317,3442,District,EC-12,, ,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,EC,2,3,16,8,43,28,35,10,0,3,25,13,357,192,478,257,186,735,District,EC-12,, ,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,KG,8,7,67,55,100,119,64,53,1,0,53,55,1060,959,1353,1248,582,2601,District,EC-12,, ,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,01,8,8,85,54,139,106,85,65,4,2,60,52,1051,1016,1432,1303,668,2735,District,EC-12,, ,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,02,8,9,70,82,126,109,71,69,1,1,60,49,1072,973,1408,1292,655,2700,District,EC-12,, ,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,03,6,12,89,93,128,119,76,77,0,0,59,74,979,1051,1337,1426,733,2763,District,EC-12,, ,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,04,12,8,101,96,145,123,72,81,0,0,61,59,1048,990,1439,1357,758,2796,District,EC-12,, ,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,05,13,16,86,98,154,111,60,75,1,0,45,42,1034,1025,1393,1367,701,2760,District,EC-12,, ,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,06,14,20,87,96,113,144,61,50,1,0,19,30,1061,1033,1356,1373,635,2729,District,EC-12,, ,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,07,15,16,111,98,137,140,67,63,0,1,27,22,1146,1095,1503,1435,697,2938,District,EC-12,, ,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,08,24,15,99,105,153,153,65,53,1,3,16,17,1055,1099,1413,1445,704,2858,District,EC-12,, ,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,09,19,18,102,88,151,147,68,54,1,0,23,21,1243,1086,1607,1414,692,3021,District,EC-12,, ,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,10,17,17,91,87,147,151,51,48,2,1,28,29,1191,1120,1527,1453,669,2980,District,EC-12,, ,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,11,18,16,96,90,152,129,61,60,1,1,31,19,1223,1153,1582,1468,674,3050,District,EC-12,, ,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,12,15,18,113,103,175,152,70,62,0,3,29,26,1488,1263,1890,1627,766,3517,District,EC-12,, ,
13-14,02,Anoka                                        ,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. ,000, ,11,11,All Grades,179,183,1213,1153,1863,1731,906,820,13,15,536,508,15008,14055,19718,18465,9120,38183,District,EC-12,, ,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,EC,0,0,1,0,0,0,3,1,0,0,3,2,53,21,60,24,10,84,District,EC-12,, ,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,KG,1,0,9,17,4,6,6,9,0,0,17,10,151,180,188,222,79,410,District,EC-12,, ,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,01,0,3,15,8,9,5,12,17,0,0,12,12,188,196,236,241,93,477,District,EC-12,, ,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,02,1,1,4,6,9,4,14,13,0,0,9,13,187,180,224,217,74,441,District,EC-12,, ,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,03,1,0,12,10,5,5,9,13,0,0,10,13,198,161,235,202,78,437,District,EC-12,, ,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,04,4,2,15,10,5,3,13,10,0,0,7,11,221,209,265,245,80,510,District,EC-12,, ,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,05,3,1,5,11,6,4,12,11,0,0,5,3,208,224,239,254,61,493,District,EC-12,, ,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,06,5,4,15,11,10,6,6,15,0,0,4,8,227,186,267,230,84,497,District,EC-12,, ,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,07,4,3,10,10,4,6,8,19,0,0,4,2,225,200,255,240,70,495,District,EC-12,, ,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,08,2,3,13,21,7,4,8,11,0,0,5,8,216,193,251,240,82,491,District,EC-12,, ,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,09,1,2,9,13,12,7,11,12,0,0,3,6,237,241,273,281,76,554,District,EC-12,, ,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,10,3,3,13,8,8,8,10,10,0,0,4,2,237,215,275,246,69,521,District,EC-12,, ,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,11,4,4,10,16,10,11,4,5,0,0,3,1,246,252,277,289,68,566,District,EC-12,, ,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,12,6,1,12,8,11,9,15,11,0,0,3,6,246,228,293,263,82,556,District,EC-12,, ,
13-14,02,Anoka                                        ,0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT  ,000, ,11,11,All Grades,35,27,143,149,100,78,131,157,0,0,89,97,2840,2686,3338,3194,1006,6532,District,EC-12,, ,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,EC,1,0,0,2,15,4,11,1,0,0,4,1,16,7,47,15,39,62,District,EC-12,, ,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,KG,3,1,3,11,32,31,51,42,0,0,12,13,41,45,142,143,199,285,District,EC-12,, ,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,01,2,0,5,7,47,37,38,45,0,0,14,8,37,33,143,130,203,273,District,EC-12,, ,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,02,4,2,6,3,52,35,40,48,0,0,14,16,24,39,140,143,220,283,District,EC-12,, ,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,03,1,6,6,7,35,43,44,31,0,0,16,11,30,28,132,126,200,258,District,EC-12,, ,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,04,0,0,5,2,42,45,48,45,0,0,10,13,33,26,138,131,210,269,District,EC-12,, ,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,05,3,4,7,5,39,27,37,31,0,1,12,6,28,24,126,98,172,224,District,EC-12,, ,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,06,2,1,4,8,38,44,38,40,0,0,5,6,34,32,121,131,186,252,District,EC-12,, ,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,07,4,1,7,8,32,47,34,33,0,0,9,6,32,27,118,122,181,240,District,EC-12,, ,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,08,3,1,3,7,36,44,37,28,0,0,5,2,23,19,107,101,166,208,District,EC-12,, ,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,09,2,0,5,5,39,35,30,26,0,0,2,5,30,22,108,93,149,201,District,EC-12,, ,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,10,2,2,7,6,46,43,21,22,0,0,4,3,26,37,106,113,156,219,District,EC-12,, ,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,11,1,3,6,8,38,32,24,25,0,0,5,6,17,27,91,101,148,192,District,EC-12,, ,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,12,4,0,4,5,30,38,28,23,0,0,1,2,34,33,101,101,135,202,District,EC-12,, ,
13-14,02,Anoka                                        ,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,000, ,11,11,All Grades,32,21,68,84,521,505,481,440,0,1,113,98,405,399,1620,1548,2364,3168,District,EC-12,, ,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,EC,0,0,0,0,5,4,2,0,0,0,1,0,17,5,25,9,12,34,District,EC-12,, ,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,KG,2,2,7,6,24,34,25,19,0,0,12,7,68,48,138,116,138,254,District,EC-12,, ,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,01,2,0,5,10,22,31,15,13,0,0,9,12,49,55,102,121,119,223,District,EC-12,, ,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,02,0,2,8,4,30,24,16,9,0,0,8,8,51,73,113,120,109,233,District,EC-12,, ,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,03,0,1,6,9,20,27,21,6,0,0,3,8,46,45,96,96,101,192,District,EC-12,, ,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,04,0,2,10,8,28,23,16,10,1,0,10,9,53,55,118,107,117,225,District,EC-12,, ,
13-14,02,Anoka                                        ,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT     ,000, ,11,11,05,3,1,11,7,29,18,12,12,0,1,2,3,51,49,108,91,99,199,District,EC-12,, ,
