dat_yer,dst_num,dst_tye,dst_nam,dst_cou,sch_num,sch_nam,sch_cou,enr_k12,fre_k12,rpc_k12,lep_k12,spe_k12,enr_pk12,fre_pk12,rpc_pk12,lep_pk12,spe_pk12,eco_dev
04-05,0625,01,ST. PAUL,62,715,ALC COMMUNITY SCHOOL,62,133,81,9,4,19,133,81,9,4,19,11
04-05,0625,01,ST. PAUL,62,717,ALC BESTT,62,52,49,1,17,2,52,49,1,17,2,11
04-05,0625,01,ST. PAUL,62,718,ALC GATEWAY,62,9,0,1,0,0,9,0,1,0,0,11
04-05,0625,01,ST. PAUL,62,719,ALC CREATIVE ARTS SCHOOL,62,89,18,6,0,5,89,18,6,0,5,11
04-05,0625,01,ST. PAUL,62,720,ALC HUBB PROGRAM,62,50,16,1,0,4,50,16,1,0,4,11
04-05,0625,01,ST. PAUL,62,721,ALC EVENING H.S.,62,26,8,0,0,2,26,8,0,0,2,11
04-05,0625,01,ST. PAUL,62,723,ALC INTERNATIONAL ACAD/LEAP,62,253,224,9,252,1,253,224,9,252,1,11
04-05,0625,01,ST. PAUL,62,725,ALC LEAD WEST,62,23,11,3,0,3,23,11,3,0,3,11
04-05,0625,01,ST. PAUL,62,727,TRANSITION FOR SUCCESS,62,8,7,0,1,2,8,7,0,1,2,11
04-05,0625,01,ST. PAUL,62,825,BOYS TOTEM TOWN,62,76,76,0,18,45,76,76,0,18,45,11
04-05,0625,01,ST. PAUL,62,841,GUADALUPE ALTERNATIVE PROGRAMS,62,125,96,10,39,35,125,96,10,39,35,11
04-05,0625,01,ST. PAUL,62,962,CALVIN ACADEMY,62,3,0,0,0,3,3,0,0,0,3,11
04-05,0627,01,OKLEE,63,010,OKLEE EL.,63,62,25,14,0,6,64,26,14,0,8,01
04-05,0627,01,OKLEE,63,020,OKLEE SEC.,63,126,46,22,2,22,126,46,22,2,22,01
04-05,0628,01,PLUMMER,63,011,PLUMMER EL.,63,64,24,12,0,15,68,25,12,0,19,01
04-05,0628,01,PLUMMER,63,021,RED LAKE COUNTY CENTRAL MID.,63,111,52,33,2,19,111,52,33,2,19,01
04-05,0630,01,RED LAKE FALLS,63,010,J.A. HUGHES EL.,63,164,38,31,0,21,169,40,32,0,26,01
04-05,0630,01,RED LAKE FALLS,63,020,LAFAYETTE SEC.,63,224,49,31,0,24,224,49,31,0,24,01
04-05,0635,01,MILROY,64,008,MILROY EL.,64,76,14,19,0,8,76,14,19,0,8,08
04-05,0640,01,WABASSO,64,010,WABASSO EL.,64,156,26,25,0,19,157,26,25,0,20,08
04-05,0640,01,WABASSO,64,020,WABASSO SEC.,64,230,37,41,0,25,230,37,41,0,25,08
04-05,0640,01,WABASSO,64,040,VESTA SEC.,64,13,0,5,0,0,13,0,5,0,0,08
04-05,0656,01,FARIBAULT,66,030,JEFFERSON EL.,66,557,199,63,114,58,557,199,63,114,58,10
04-05,0656,01,FARIBAULT,66,040,LINCOLN EL.,66,506,180,46,83,77,506,180,46,83,77,10
04-05,0656,01,FARIBAULT,66,045,ROOSEVELT EL.,66,554,222,66,114,54,554,222,66,114,54,10
04-05,0656,01,FARIBAULT,66,070,FARIBAULT MID.,66,973,229,77,107,160,973,229,77,107,160,10
04-05,0656,01,FARIBAULT,66,080,FARIBAULT SR.,66,1283,200,97,62,136,1283,200,97,62,136,10
04-05,0656,01,FARIBAULT,66,081,FARIBAULT AREA LEARNING CTR.,66,146,48,7,13,40,146,48,7,13,40,10
04-05,0656,01,FARIBAULT,66,082,SECONDARY ALC SUMMER,66,15,1,1,1,4,15,1,1,1,4,10
04-05,0656,01,FARIBAULT,66,130,SPECIAL EDUCATION OFFICE,66,0,0,0,0,0,66,22,3,0,66,10
04-05,0659,01,NORTHFIELD,66,001,NORTHFIELD SR.,66,1264,90,32,30,95,1264,90,32,30,95,10
04-05,0659,01,NORTHFIELD,66,002,NORTHFIELD MID.,66,923,104,33,60,112,923,104,33,60,112,10
04-05,0659,01,NORTHFIELD,66,003,GREENVALE PARK EL.,66,480,92,32,58,65,480,92,32,58,65,10
04-05,0659,01,NORTHFIELD,66,004,LONGFELLOW EL.,66,132,5,4,1,14,177,7,4,1,59,10
04-05,0659,01,NORTHFIELD,66,007,BRIDGEWATER EL.,66,601,111,24,68,71,601,111,24,68,71,10
04-05,0659,01,NORTHFIELD,66,008,SIBLEY EL.,66,355,27,13,17,46,355,27,13,17,46,10
04-05,0659,01,NORTHFIELD,66,085,NORTHFIELD ALT. LEARNING PROGRAM,66,81,12,1,0,6,81,12,1,0,6,10
04-05,0671,01,HILLS-BEAVER CREEK,67,010,HILLS-BEAVER CREEK EL.,67,136,38,11,0,17,139,38,11,0,20,08
04-05,0671,01,HILLS-BEAVER CREEK,67,020,HILLS-BEAVER CREEK SEC.,67,158,37,19,0,16,158,37,19,0,16,08
04-05,0676,01,BADGER,68,010,BADGER EL.,68,121,34,31,0,13,122,34,31,0,14,01
04-05,0676,01,BADGER,68,020,BADGER SEC.,68,97,17,28,0,12,97,17,28,0,12,01
04-05,0682,01,ROSEAU,68,010,ROSEAU EL.,68,602,91,94,0,91,617,94,96,0,106,01
04-05,0682,01,ROSEAU,68,020,ROSEAU SEC.,68,677,66,62,0,74,677,66,62,0,74,01
04-05,0682,01,ROSEAU,68,030,MALUNG EL.,68,69,6,11,0,14,69,6,11,0,14,01
04-05,0682,01,ROSEAU,68,050,WANNASKA EL.,68,73,15,17,0,18,75,16,17,0,20,01
04-05,0690,01,WARROAD,68,010,WARROAD EL.,68,396,86,39,9,50,419,92,39,9,73,01
04-05,0690,01,WARROAD,68,020,ANGLE INLET EL.,39,8,0,0,0,0,8,0,0,0,0,01
04-05,0690,01,WARROAD,68,030,WARROAD SR.,68,466,76,34,8,57,466,76,34,8,57,01
04-05,0690,01,WARROAD,68,040,WARROAD MID.,68,367,70,55,7,58,367,70,55,7,58,01
04-05,0690,01,WARROAD,68,050,BORDER ALC,68,10,5,0,0,1,10,5,0,0,1,01
04-05,0695,01,CHISHOLM,69,101,VAUGHAN EL.,69,232,68,21,0,28,243,74,22,0,39,03
04-05,0695,01,CHISHOLM,69,301,CHISHOLM EL.,69,174,45,22,0,32,174,45,22,0,32,03
04-05,0695,01,CHISHOLM,69,302,CHISHOLM SEC.,69,355,73,19,0,40,355,73,19,0,40,03
04-05,0696,01,ELY,69,002,WASHINGTON EL.,69,292,65,27,1,37,300,65,27,1,45,03
04-05,0696,01,ELY,69,003,MEMORIAL SEC.,69,353,56,14,0,41,353,56,14,0,41,03
04-05,0698,01,FLOODWOOD,69,010,FLOODWOOD EL.,69,185,51,37,0,36,189,52,37,0,40,03
04-05,0698,01,FLOODWOOD,69,020,FLOODWOOD SEC.,69,200,58,30,0,35,200,58,30,0,35,03
04-05,0698,01,FLOODWOOD,69,030,FLOODWOOD ALT. LEARNING PRG.,69,10,3,0,0,0,10,3,0,0,0,03
04-05,0700,01,HERMANTOWN,69,010,HERMANTOWN EL.,69,519,35,35,0,35,519,35,35,0,35,03
04-05,0700,01,HERMANTOWN,69,015,HERMANTOWN MID.,69,802,59,60,0,80,802,59,60,0,80,03
04-05,0700,01,HERMANTOWN,69,020,HERMANTOWN SR.,69,656,39,31,0,74,656,39,31,0,74,03
04-05,0700,01,HERMANTOWN,69,025,HERMANTOWN EARLY CHILDHOOD,69,0,0,0,0,0,16,1,0,0,16,03
04-05,0701,01,HIBBING,69,140,GREENHAVEN EL.,69,305,114,26,0,63,305,114,26,0,63,03
04-05,0701,01,HIBBING,69,160,WASHINGTON EL.,69,357,137,47,0,55,357,137,47,0,55,03
04-05,0701,01,HIBBING,69,170,EARLY CHILDHOOD SPECIAL ED,69,0,0,0,0,0,21,5,1,0,21,03
04-05,0701,01,HIBBING,69,310,LINCOLN EL.,69,556,158,57,0,72,556,158,57,0,72,03
04-05,0701,01,HIBBING,69,350,HIBBING SR.,69,1347,218,82,0,117,1347,218,82,0,117,03
04-05,0704,01,PROCTOR,69,001,PROCTOR SR.,69,618,81,40,0,49,618,81,40,0,49,03
04-05,0704,01,PROCTOR,69,002,PROCTOR AREA MID.,69,425,69,26,0,55,425,69,26,0,55,03
04-05,0704,01,PROCTOR,69,004,BAY VIEW EL.,69,453,87,39,0,62,471,87,39,0,80,03
04-05,0704,01,PROCTOR,69,006,PIKE LAKE EL.,69,155,19,7,0,24,155,19,7,0,24,03
04-05,0704,01,PROCTOR,69,007,CARIBOU LAKE EL.,69,139,12,4,0,14,145,13,4,0,20,03
04-05,0706,01,VIRGINIA,69,030,ROOSEVELT EL.,69,367,110,36,0,35,367,110,36,0,35,03
04-05,0706,01,VIRGINIA,69,090,VIRGINIA SEC.,69,827,134,80,0,83,827,134,80,0,83,03
04-05,0706,01,VIRGINIA,69,112,PARKVIEW EL,69,438,162,45,4,54,460,170,46,4,76,03
04-05,0707,01,NETT LAKE,69,001,NETT LAKE EL.,69,80,49,4,0,15,81,50,4,0,16,03
04-05,0709,01,DULUTH,69,081,MERRITT CREEK ACADEMY,69,90,82,1,0,79,90,82,1,0,79,03
04-05,0709,01,DULUTH,69,110,UNITY HIGH SCHOOL,69,45,30,5,0,19,45,30,5,0,19,03
04-05,0709,01,DULUTH,69,210,CENTRAL SEC.,69,1029,225,83,15,131,1029,225,83,15,131,03
04-05,0709,01,DULUTH,69,215,DENFELD SR.,69,1194,347,114,7,192,1194,347,114,7,192,03
04-05,0709,01,DULUTH,69,220,EAST SR.,69,1388,103,49,1,99,1388,103,49,1,99,03
04-05,0709,01,DULUTH,69,225,MORGAN PARK MID.,69,518,190,101,4,95,518,190,101,4,95,03
04-05,0709,01,DULUTH,69,320,ORDEAN MID.,69,765,102,41,1,72,765,102,41,1,72,03
04-05,0709,01,DULUTH,69,335,WOODLAND MID.,69,815,211,59,6,89,815,211,59,6,89,03
04-05,0709,01,DULUTH,69,425,CHESTER PARK EL.,69,278,41,12,0,14,278,41,12,0,14,03
04-05,0709,01,DULUTH,69,435,CONGDON PARK EL.,69,462,44,13,1,32,462,44,13,1,32,03
04-05,0709,01,DULUTH,69,470,GRANT MAGNET EL.,69,178,129,10,0,36,178,129,10,0,36,03
04-05,0709,01,DULUTH,69,475,HOMECROFT EL.,69,321,46,36,0,15,321,46,36,0,15,03
04-05,0709,01,DULUTH,69,500,LAKEWOOD EL.,69,284,43,22,0,21,284,43,22,0,21,03
04-05,0709,01,DULUTH,69,510,LESTER PARK EL.,69,303,42,29,0,13,303,42,29,0,13,03
04-05,0709,01,DULUTH,69,515,LINCOLN PARK EL.,69,589,330,54,8,90,589,330,54,8,90,03
04-05,0709,01,DULUTH,69,520,LOWELL MUSIC MAGNET EL.,69,519,160,53,30,51,519,160,53,30,51,03
04-05,0709,01,DULUTH,69,525,LAURA MACARTHUR EL.,69,457,215,69,0,69,457,215,69,0,69,03
04-05,0709,01,DULUTH,69,540,NETTLETON MAGNET EL.,69,313,223,17,0,42,313,223,17,0,42,03
04-05,0709,01,DULUTH,69,550,PIEDMONT EL.,69,237,55,8,0,48,237,55,8,0,48,03
04-05,0709,01,DULUTH,69,560,ROCKRIDGE EL.,69,165,19,12,0,9,165,19,12,0,9,03
04-05,0709,01,DULUTH,69,565,STOWE EL.,69,428,168,57,0,45,428,168,57,0,45,03
04-05,0709,01,DULUTH,69,575,CHESTER CREEK ACADEMY,69,60,59,0,0,49,60,59,0,0,49,03
04-05,0709,01,DULUTH,69,580,WOODLAND HILLS ACADEMY,69,66,63,0,0,27,66,63,0,0,27,03
04-05,0709,01,DULUTH,69,581,CHISHOLM HOUSE PROGRAM,69,25,25,0,0,13,25,25,0,0,13,03
04-05,0709,01,DULUTH,69,605,ARROWHEAD JUVENILE CENTER,69,32,32,0,0,18,32,32,0,0,18,03
04-05,0709,01,DULUTH,69,611,DULUTH ALC,69,173,74,4,0,8,173,74,4,0,8,03
04-05,0709,01,DULUTH,69,630,MILLER-DWAN CD,69,4,0,0,0,2,4,0,0,0,2,03
04-05,0709,01,DULUTH,69,640,MILLER-DWAN ADOC,69,22,1,0,0,9,22,1,0,0,9,03
04-05,0709,01,DULUTH,69,700,EARLY CHILDHOOD SPECIAL ED,69,0,0,0,0,0,121,0,0,0,121,03
04-05,0709,01,DULUTH,69,815,NORTH STAR MID. ALP.,69,3,0,0,0,0,3,0,0,0,0,03
04-05,0709,01,DULUTH,69,830,PATHWAYS/TEEN PARENT,69,9,7,0,0,2,9,7,0,0,2,03
04-05,0712,01,MOUNTAIN IRON-BUHL,69,001,MERRITT EL.,69,289,91,32,0,46,299,91,32,0,56,03
04-05,0712,01,MOUNTAIN IRON-BUHL,69,003,MOUNTAIN IRON-BUHL SEC.,69,273,71,15,0,35,273,71,15,0,35,03
04-05,0712,01,MOUNTAIN IRON-BUHL,69,010,MESABI ACADEMY SCHOOL,69,70,70,0,0,57,70,70,0,0,57,03
04-05,0712,01,MOUNTAIN IRON-BUHL,69,060,BETHANY CRISIS SHELTER,69,2,0,0,0,0,2,0,0,0,0,03
04-05,0716,01,BELLE PLAINE,70,010,BELLE PLAINE EL.,70,762,88,34,2,97,765,88,34,2,100,11
04-05,0716,01,BELLE PLAINE,70,020,BELLE PLAINE SR.,70,446,40,16,1,49,446,40,16,1,49,11
04-05,0716,01,BELLE PLAINE,70,030,BELLE PLAINE JR.,70,237,21,12,1,26,237,21,12,1,26,11
04-05,0717,01,JORDAN,70,127,JORDAN SEC.,70,443,27,20,6,42,443,27,20,6,42,11
04-05,0717,01,JORDAN,70,128,JORDAN MID,70,463,50,38,17,45,463,50,38,17,45,11
04-05,0717,01,JORDAN,70,637,JORDAN EL.,70,576,81,39,33,59,595,83,40,33,78,11
04-05,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,70,009,POND EDGE EL.,70,230,0,0,2,13,258,0,0,2,41,11
04-05,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,70,010,WESTWOOD EL.,70,607,43,22,20,31,607,43,22,20,31,11
04-05,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,70,011,FIVE HAWKS EL.,70,651,23,17,15,48,651,23,17,15,48,11
04-05,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,70,012,GRAINWOOD EL.,70,560,50,25,13,43,560,50,25,13,43,11
04-05,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,70,014,GLENDALE EL.,70,711,18,14,58,61,711,18,14,58,61,11
04-05,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,70,016,OAKRIDGE ELEMENTARY,70,609,30,15,21,56,609,30,15,21,56,11
04-05,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,70,020,HIDDEN OAKS JR.,70,883,51,31,16,49,883,51,31,16,49,11
04-05,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,70,030,PRIOR LAKE SR.,70,1668,65,45,22,118,1668,65,45,22,118,11
04-05,0720,01,SHAKOPEE,70,083,SHAKOPEE SR.,70,981,132,45,66,83,981,132,45,66,83,11
04-05,0720,01,SHAKOPEE,70,084,SHAKOPEE JR.,70,1171,207,70,99,139,1171,207,70,99,139,11
04-05,0720,01,SHAKOPEE,70,860,SWEENEY EL.,70,664,162,52,146,55,664,162,52,146,55,11
04-05,0720,01,SHAKOPEE,70,861,SUN PATH EL.,70,807,166,58,110,105,807,166,58,110,105,11
04-05,0720,01,SHAKOPEE,70,862,PEARSON EL.,70,629,205,49,194,60,629,205,49,194,60,11
04-05,0720,01,SHAKOPEE,70,863,CENTRAL FAMILY CENTER,70,0,0,0,0,0,98,7,5,0,98,11
04-05,0720,01,SHAKOPEE,70,864,RED OAK EL.,70,883,79,40,136,63,883,79,40,136,63,11
04-05,0721,01,NEW PRAGUE AREA SCHOOLS,70,029,NEW PRAGUE SR.,70,1028,48,42,0,79,1028,48,42,0,79,09
04-05,0721,01,NEW PRAGUE AREA SCHOOLS,70,111,NEW PRAGUE MID.,70,695,34,29,0,61,695,34,29,0,61,09
04-05,0721,01,NEW PRAGUE AREA SCHOOLS,70,345,NEW PRAGUE INTERMEDIATE EL.,70,665,33,32,1,44,665,33,32,1,44,09
04-05,0721,01,NEW PRAGUE AREA SCHOOLS,70,651,NEW PRAGUE PRIMARY EL.,70,713,39,23,4,56,714,39,23,4,57,09
04-05,0726,01,BECKER,71,010,BECKER INTERMEDIATE EL.,71,577,53,29,2,70,577,53,29,2,70,07W
04-05,0726,01,BECKER,71,020,BECKER SR.,71,702,59,38,2,81,702,59,38,2,81,07W
04-05,0726,01,BECKER,71,030,BECKER MID.,71,568,43,31,4,71,568,43,31,4,71,07W
04-05,0726,01,BECKER,71,040,BECKER PRIMARY,71,659,51,23,10,75,692,51,23,10,108,07W
04-05,0727,01,BIG LAKE,71,010,INDEPENDENCE EL.,71,802,101,58,12,95,802,101,58,12,95,07W
04-05,0727,01,BIG LAKE,71,020,BIG LAKE SR.,71,828,84,40,7,104,828,84,40,7,104,07W
04-05,0727,01,BIG LAKE,71,030,BIG LAKE MID.,71,760,96,68,10,79,760,96,68,10,79,07W
04-05,0727,01,BIG LAKE,71,040,LIBERTY EL.,71,872,94,63,14,87,899,95,63,14,114,07W
04-05,0728,01,ELK RIVER,71,070,ROGERS EL.,27,929,45,25,45,70,933,45,25,45,74,07W
04-05,0728,01,ELK RIVER,71,110,PARKER EL.,71,639,47,35,22,65,642,47,35,22,68,07W
04-05,0728,01,ELK RIVER,71,200,ZIMMERMAN EL.,71,518,69,35,9,50,544,69,35,9,76,07W
04-05,0728,01,ELK RIVER,71,210,WESTWOOD ELEMENTARY,71,479,64,38,9,49,479,64,38,9,49,07W
04-05,0728,01,ELK RIVER,71,300,LINCOLN EL.,71,689,90,51,19,80,692,90,51,19,83,07W
04-05,0728,01,ELK RIVER,71,310,HANDKE FAMILY CNTR,71,0,0,0,0,0,128,0,1,0,128,07W
04-05,0728,01,ELK RIVER,71,340,ROGERS MIDDLE SCHOOL,27,767,49,34,21,80,767,49,34,21,80,07W
04-05,0728,01,ELK RIVER,71,350,ZIMMERMAN MIDDLE,71,487,67,31,5,68,487,67,31,5,68,07W
04-05,0728,01,ELK RIVER,71,400,VANDENBERGE MIDDLE SCHOOL,71,624,50,45,34,89,624,50,45,34,89,07W
04-05,0728,01,ELK RIVER,71,401,LEVEL 5,71,21,6,3,0,21,21,6,3,0,21,07W
04-05,0728,01,ELK RIVER,71,410,SALK MIDDLE SCHOOL,71,556,19,19,0,65,556,19,19,0,65,07W
04-05,0728,01,ELK RIVER,71,500,ELK RIVER SR.,71,1776,94,50,12,198,1776,94,50,12,198,07W
04-05,0728,01,ELK RIVER,71,510,ROGERS SENIOR HIGH,27,905,49,28,12,86,905,49,28,12,86,07W
04-05,0728,01,ELK RIVER,71,530,ZIMMERMAN HIGH SCHOOL,71,475,40,32,1,73,475,40,32,1,73,07W
04-05,0728,01,ELK RIVER,71,600,IVAN SAND COMMUNITY SCHOOL-DAY,71,128,14,5,1,15,128,14,5,1,15,07W
04-05,0728,01,ELK RIVER,71,603,IVAN SAND COMMUNITY SCHOOL-MIDDLE,71,120,0,0,1,5,120,0,0,1,5,07W
04-05,0728,01,ELK RIVER,71,604,IVAN SAND COMMUNITY SCHOOL- IS,71,15,0,0,0,1,15,0,0,0,1,07W
04-05,0728,01,ELK RIVER,71,605,IVAN SAND COMMUNITY SCHOOL NIGHT,71,8,0,0,0,3,8,0,0,0,3,07W
04-05,0728,01,ELK RIVER,71,700,MEADOWVALE EL.,71,770,37,27,8,95,773,37,27,8,98,07W
04-05,0728,01,ELK RIVER,71,800,OTSEGO EL.,86,866,70,47,37,108,867,70,47,37,109,07W
04-05,0738,01,HOLDINGFORD,73,001,HOLDINGFORD EL.,73,535,78,50,0,50,540,78,50,0,55,07W
04-05,0738,01,HOLDINGFORD,73,002,HOLDINGFORD SEC.,73,512,68,32,0,48,512,68,32,0,48,07W
04-05,0739,01,KIMBALL,73,010,KIMBALL EL.,73,391,64,40,0,50,407,68,42,0,66,07W
04-05,0739,01,KIMBALL,73,020,KIMBALL SEC.,73,401,48,35,0,69,401,48,35,0,69,07W
04-05,0740,01,MELROSE,73,010,MELROSE EL.,73,614,201,46,117,91,642,203,46,117,119,07W
04-05,0740,01,MELROSE,73,030,MELROSE SEC.,73,835,143,62,58,72,835,143,62,58,72,07W
04-05,0741,01,PAYNESVILLE,73,001,PAYNESVILLE EL.,73,453,97,75,1,82,477,105,78,1,106,07W
04-05,0741,01,PAYNESVILLE,73,002,PAYNESVILLE MID.,73,249,46,31,0,38,249,46,31,0,38,07W
04-05,0741,01,PAYNESVILLE,73,020,PAYNESVILLE SR.,73,396,56,34,5,42,396,56,34,5,42,07W
04-05,0742,01,ST. CLOUD,73,012,SPECIAL ED. FACILITIES,73,57,4,3,1,47,57,4,3,1,47,07W
04-05,0742,01,ST. CLOUD,73,016,CLEARVIEW EL.,71,396,68,28,0,64,396,68,28,0,64,07W
04-05,0742,01,ST. CLOUD,73,025,KENNEDY EL.,73,387,66,45,0,71,387,66,45,0,71,07W
04-05,0742,01,ST. CLOUD,73,028,LINCOLN EL.,05,357,180,44,12,60,357,180,44,12,60,07W
04-05,0742,01,ST. CLOUD,73,029,ROOSEVELT-EARLY CHILDHOOD SP.,73,0,0,0,0,0,169,0,0,0,169,07W
04-05,0742,01,ST. CLOUD,73,031,MADISON EL.,73,588,223,52,31,103,588,223,52,31,103,07W
04-05,0742,01,ST. CLOUD,73,035,DISCOVERY COMMUNITY EL.,73,664,312,65,97,161,664,312,65,97,161,07W
04-05,0742,01,ST. CLOUD,73,036,TALAHI COMMUNITY EL.,71,694,307,63,110,134,694,307,63,110,134,07W
04-05,0742,01,ST. CLOUD,73,040,WESTWOOD EL.,73,609,180,52,70,76,609,180,52,70,76,07W
04-05,0742,01,ST. CLOUD,73,051,OAK HILL COMMUNITY EL.,73,963,160,65,51,132,963,160,65,51,132,07W
04-05,0742,01,ST. CLOUD,73,052,NORTH JR.,73,644,204,49,48,114,644,204,49,48,114,07W
04-05,0742,01,ST. CLOUD,73,054,SOUTH JR.,73,773,160,54,35,108,773,160,54,35,108,07W
04-05,0742,01,ST. CLOUD,73,057,APOLLO SR.,73,1374,287,70,91,220,1374,287,70,91,220,07W
04-05,0742,01,ST. CLOUD,73,059,TECHNICAL SR.,73,1592,248,69,76,181,1592,248,69,76,181,07W
04-05,0742,01,ST. CLOUD,73,065,ST CLOUD ALC,73,357,122,11,17,89,357,122,11,17,89,07W
04-05,0742,01,ST. CLOUD,73,072,ST. CLOUD CHILDREN'S HOME,73,75,16,3,0,59,75,16,3,0,59,07W
04-05,0743,01,SAUK CENTRE,73,010,SAUK CENTRE EL.,73,450,111,48,8,68,467,112,48,8,85,07W
04-05,0743,01,SAUK CENTRE,73,020,SAUK CENTRE JR.,73,321,58,26,4,40,321,58,26,4,40,07W
04-05,0743,01,SAUK CENTRE,73,030,SAUK CENTRE SEC.,73,348,59,22,1,43,348,59,22,1,43,07W
04-05,0745,01,ALBANY,73,010,ALBANY EL.,73,485,54,41,0,58,509,54,41,0,82,07W
04-05,0745,01,ALBANY,73,030,AVON EL.,73,364,27,30,8,58,377,28,30,8,71,07W
04-05,0745,01,ALBANY,73,050,ALBANY JR.,73,221,28,12,0,23,221,28,12,0,23,07W
04-05,0745,01,ALBANY,73,060,ALBANY SR.,73,552,55,31,0,47,552,55,31,0,47,07W
04-05,0748,01,SARTELL,73,020,SARTELL SR.,73,874,44,26,0,85,874,44,26,0,85,07W
04-05,0748,01,SARTELL,73,040,PINE MEADOW EL.,73,586,51,30,0,69,596,52,31,0,79,07W
04-05,0748,01,SARTELL,73,050,SARTELL MID.,73,888,46,38,0,96,888,46,38,0,96,07W
04-05,0748,01,SARTELL,73,060,OAK RIDGE EL.,73,529,20,18,0,43,536,20,18,0,50,07W
04-05,0750,01,ROCORI,73,010,RICHMOND EL.,73,199,34,15,0,20,199,34,15,0,20,07W
04-05,0750,01,ROCORI,73,020,ROCKVILLE EL.,73,170,17,11,0,13,170,17,11,0,13,07W
04-05,0750,01,ROCORI,73,030,COLD SPRING EL.,73,659,121,41,41,88,676,121,41,41,105,07W
04-05,0750,01,ROCORI,73,050,ROCORI SR.,73,836,79,37,5,88,836,79,37,5,88,07W
04-05,0750,01,ROCORI,73,060,ROCORI MID.,73,427,50,24,8,44,427,50,24,8,44,07W
04-05,0756,01,BLOOMING PRAIRIE,74,010,BLOOMING PRAIRIE EL.,74,377,78,25,13,39,390,84,25,13,52,10
04-05,0756,01,BLOOMING PRAIRIE,74,020,BLOOMING PRAIRIE SEC.,74,377,50,20,0,46,377,50,20,0,46,10
04-05,0761,01,OWATONNA,74,150,OWATONNA SR.,74,1658,232,92,21,180,1658,232,92,21,180,10
04-05,0761,01,OWATONNA,74,151,OWATONNA JR.,74,763,151,61,26,79,763,151,61,26,79,10
04-05,0761,01,OWATONNA,74,153,CROSSROADS OF OWATONNA,74,8,1,1,0,5,8,1,1,0,5,10
04-05,0761,01,OWATONNA,74,154,ACTIONS SCHOOL,74,14,6,2,0,10,14,6,2,0,10,10
04-05,0761,01,OWATONNA,74,609,ALC 6-8 (610),74,26,0,0,2,1,26,0,0,2,1,10
04-05,0761,01,OWATONNA,74,610,ALC 9-12 (610),74,65,16,7,0,9,65,16,7,0,9,10
04-05,0761,01,OWATONNA,74,901,LINCOLN EL.,74,578,87,51,32,69,578,87,51,32,69,10
04-05,0761,01,OWATONNA,74,902,MCKINLEY EL.,74,508,147,26,79,50,508,147,26,79,50,10
04-05,0761,01,OWATONNA,74,903,ROOSEVELT COMMUNITY SERVICE CNTR,74,0,0,0,0,0,64,4,1,0,64,10
04-05,0761,01,OWATONNA,74,904,WASHINGTON EL.,74,482,93,30,23,60,482,93,30,23,60,10
04-05,0761,01,OWATONNA,74,905,WILSON EL.,74,460,170,53,91,52,460,170,53,91,52,10
04-05,0761,01,OWATONNA,74,906,WILLOW CREEK INTERMEDIATE EL.,74,341,65,33,30,47,341,65,33,30,47,10
04-05,0763,01,MEDFORD,74,010,MEDFORD EL.,74,411,60,34,2,38,412,60,34,2,39,10
04-05,0763,01,MEDFORD,74,020,MEDFORD SEC.,74,312,38,28,8,41,312,38,28,8,41,10
04-05,0768,01,HANCOCK,75,010,HANCOCK EL.,75,108,14,21,0,16,111,14,21,0,19,04
04-05,0768,01,HANCOCK,75,020,HANCOCK SEC.,75,127,22,12,0,9,127,22,12,0,9,04
04-05,0769,01,MORRIS,75,010,MORRIS AREA SEC.,75,545,66,62,2,83,545,66,62,2,83,04
04-05,0769,01,MORRIS,75,030,MORRIS AREA EL.,75,441,65,41,5,77,454,65,41,5,90,04
04-05,0771,01,CHOKIO-ALBERTA,75,002,CHOKIO-ALBERTA SEC.,75,104,13,16,0,20,104,13,16,0,20,04
04-05,0771,01,CHOKIO-ALBERTA,75,003,CHOKIO-ALBERTA EL.,75,88,19,6,0,14,89,19,6,0,15,04
04-05,0775,01,KERKHOVEN-MURDOCK-SUNBURG,76,030,MURDOCK EL.,76,289,75,48,17,56,299,80,48,17,66,06W
04-05,0775,01,KERKHOVEN-MURDOCK-SUNBURG,76,050,KERKHOVEN SEC.,76,295,50,36,4,55,295,50,36,4,55,06W
04-05,0777,01,BENSON,76,101,BENSON SEC.,76,513,88,43,0,78,513,88,43,0,78,06W
04-05,0777,01,BENSON,76,103,NORTHSIDE EL.,76,524,120,62,0,54,536,128,63,0,66,06W
04-05,0777,01,BENSON,76,107,BENSON ALC,76,15,7,2,0,7,15,7,2,0,7,06W
04-05,0777,01,BENSON,76,110,HEARTLAND GIRLS RANCH,76,27,27,0,0,16,27,27,0,0,16,06W
04-05,0786,01,BERTHA-HEWITT,77,010,BERTHA EL.,77,223,109,30,0,39,231,110,30,0,47,05
