DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
10-11,13,Chisago                                      ,4095,07,TRIO WOLF CREEK DISTANCE LEARNING  ,000, ,07,07E,11        ,0,0,0,2,0,0,0,0,8,13,8,15,2,23,District,09-12,  , ,  
10-11,13,Chisago                                      ,4095,07,TRIO WOLF CREEK DISTANCE LEARNING  ,000, ,07,07E,12        ,0,1,0,0,1,0,0,0,39,49,40,50,2,90,District,09-12,  , ,  
10-11,13,Chisago                                      ,4095,07,TRIO WOLF CREEK DISTANCE LEARNING  ,000, ,07,07E,All Grades,0,1,0,2,1,1,0,0,59,69,60,73,5,133,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4097,07,"PARTNERSHIP ACADEMY, INC.          ",000, ,11,11,KG        ,0,2,0,0,20,19,2,3,0,0,22,24,46,46,District,KG-05,  , ,  
10-11,27,Hennepin                                     ,4097,07,"PARTNERSHIP ACADEMY, INC.          ",000, ,11,11,01        ,0,0,0,0,17,21,1,1,0,0,18,22,40,40,District,KG-05,  , ,  
10-11,27,Hennepin                                     ,4097,07,"PARTNERSHIP ACADEMY, INC.          ",000, ,11,11,02        ,0,0,0,0,14,21,0,0,0,0,14,21,35,35,District,KG-05,  , ,  
10-11,27,Hennepin                                     ,4097,07,"PARTNERSHIP ACADEMY, INC.          ",000, ,11,11,03        ,0,0,0,0,25,18,0,1,0,0,25,19,44,44,District,KG-05,  , ,  
10-11,27,Hennepin                                     ,4097,07,"PARTNERSHIP ACADEMY, INC.          ",000, ,11,11,04        ,0,1,0,0,29,15,2,1,0,0,31,17,48,48,District,KG-05,  , ,  
10-11,27,Hennepin                                     ,4097,07,"PARTNERSHIP ACADEMY, INC.          ",000, ,11,11,05        ,0,0,0,0,17,16,1,1,0,0,18,17,35,35,District,KG-05,  , ,  
10-11,27,Hennepin                                     ,4097,07,"PARTNERSHIP ACADEMY, INC.          ",000, ,11,11,All Grades,0,3,0,0,122,110,6,7,0,0,128,120,248,248,District,KG-05,  , ,  
10-11,62,Ramsey                                       ,4098,07,NOVA CLASSICAL ACADEMY             ,000, ,11,11,KG        ,0,0,0,2,2,0,0,0,30,26,32,28,4,60,District,KG-10,  , ,  
10-11,62,Ramsey                                       ,4098,07,NOVA CLASSICAL ACADEMY             ,000, ,11,11,01        ,0,0,4,7,2,0,2,4,32,21,40,32,19,72,District,KG-10,  , ,  
10-11,62,Ramsey                                       ,4098,07,NOVA CLASSICAL ACADEMY             ,000, ,11,11,02        ,1,0,3,1,3,0,0,1,32,31,39,33,9,72,District,KG-10,  , ,  
10-11,62,Ramsey                                       ,4098,07,NOVA CLASSICAL ACADEMY             ,000, ,11,11,03        ,0,0,2,2,1,1,1,1,34,36,38,40,8,78,District,KG-10,  , ,  
10-11,62,Ramsey                                       ,4098,07,NOVA CLASSICAL ACADEMY             ,000, ,11,11,04        ,0,0,2,5,1,0,4,1,34,31,41,37,13,78,District,KG-10,  , ,  
10-11,62,Ramsey                                       ,4098,07,NOVA CLASSICAL ACADEMY             ,000, ,11,11,05        ,0,0,0,3,0,1,0,0,19,29,19,33,4,52,District,KG-10,  , ,  
10-11,62,Ramsey                                       ,4098,07,NOVA CLASSICAL ACADEMY             ,000, ,11,11,06        ,0,0,0,1,0,1,0,0,29,23,29,25,2,54,District,KG-10,  , ,  
10-11,62,Ramsey                                       ,4098,07,NOVA CLASSICAL ACADEMY             ,000, ,11,11,07        ,0,0,2,4,1,0,1,1,25,19,29,24,9,53,District,KG-10,  , ,  
10-11,62,Ramsey                                       ,4098,07,NOVA CLASSICAL ACADEMY             ,000, ,11,11,08        ,0,0,5,6,1,3,2,1,13,22,21,32,18,53,District,KG-10,  , ,  
10-11,62,Ramsey                                       ,4098,07,NOVA CLASSICAL ACADEMY             ,000, ,11,11,09        ,0,0,3,2,0,0,0,2,17,13,20,17,7,37,District,KG-10,  , ,  
10-11,62,Ramsey                                       ,4098,07,NOVA CLASSICAL ACADEMY             ,000, ,11,11,10        ,0,0,1,1,0,0,2,3,5,9,8,13,7,21,District,KG-10,  , ,  
10-11,62,Ramsey                                       ,4098,07,NOVA CLASSICAL ACADEMY             ,000, ,11,11,All Grades,1,0,22,34,11,6,12,14,270,260,316,314,100,630,District,KG-10,  , ,  
10-11,19,Dakota                                       ,4099,07,TAREK IBN ZIYAD ACADEMY            ,000, ,11,11,KG        ,0,0,4,3,0,0,13,22,7,17,24,42,42,66,District,KG-10,  , ,  
10-11,19,Dakota                                       ,4099,07,TAREK IBN ZIYAD ACADEMY            ,000, ,11,11,01        ,0,0,7,8,0,0,22,22,7,7,36,37,59,73,District,KG-10,  , ,  
10-11,19,Dakota                                       ,4099,07,TAREK IBN ZIYAD ACADEMY            ,000, ,11,11,02        ,0,0,9,7,0,0,23,23,4,4,36,34,62,70,District,KG-10,  , ,  
10-11,19,Dakota                                       ,4099,07,TAREK IBN ZIYAD ACADEMY            ,000, ,11,11,03        ,0,0,8,11,0,0,16,29,6,3,30,43,64,73,District,KG-10,  , ,  
10-11,19,Dakota                                       ,4099,07,TAREK IBN ZIYAD ACADEMY            ,000, ,11,11,04        ,0,0,8,9,0,0,17,22,4,5,29,36,56,65,District,KG-10,  , ,  
10-11,19,Dakota                                       ,4099,07,TAREK IBN ZIYAD ACADEMY            ,000, ,11,11,05        ,0,0,7,14,0,0,18,27,1,2,26,43,66,69,District,KG-10,  , ,  
10-11,19,Dakota                                       ,4099,07,TAREK IBN ZIYAD ACADEMY            ,000, ,11,11,06        ,0,0,3,6,0,0,14,16,0,2,17,24,39,41,District,KG-10,  , ,  
10-11,19,Dakota                                       ,4099,07,TAREK IBN ZIYAD ACADEMY            ,000, ,11,11,07        ,0,0,0,1,0,0,6,21,0,0,6,22,28,28,District,KG-10,  , ,  
10-11,19,Dakota                                       ,4099,07,TAREK IBN ZIYAD ACADEMY            ,000, ,11,11,08        ,0,0,1,0,0,0,7,19,0,1,8,20,27,28,District,KG-10,  , ,  
10-11,19,Dakota                                       ,4099,07,TAREK IBN ZIYAD ACADEMY            ,000, ,11,11,09        ,0,0,1,2,0,0,1,3,0,0,2,5,7,7,District,KG-10,  , ,  
10-11,19,Dakota                                       ,4099,07,TAREK IBN ZIYAD ACADEMY            ,000, ,11,11,10        ,0,0,0,0,0,0,0,1,0,0,0,1,1,1,District,KG-10,  , ,  
10-11,19,Dakota                                       ,4099,07,TAREK IBN ZIYAD ACADEMY            ,000, ,11,11,All Grades,0,0,48,61,0,0,137,205,29,41,214,307,451,521,District,KG-10,  , ,  
10-11,16,Cook                                         ,4100,07,GREAT EXPECTATIONS                 ,000, ,03,3,KG        ,0,0,1,0,0,0,0,0,5,2,6,2,1,8,District,KG-08,  , ,  
10-11,16,Cook                                         ,4100,07,GREAT EXPECTATIONS                 ,000, ,03,3,01        ,0,0,0,0,0,0,0,0,2,6,2,6,0,8,District,KG-08,  , ,  
10-11,16,Cook                                         ,4100,07,GREAT EXPECTATIONS                 ,000, ,03,3,02        ,0,0,0,0,0,0,0,0,5,5,5,5,0,10,District,KG-08,  , ,  
10-11,16,Cook                                         ,4100,07,GREAT EXPECTATIONS                 ,000, ,03,3,03        ,0,0,0,0,0,0,0,0,8,4,8,4,0,12,District,KG-08,  , ,  
10-11,16,Cook                                         ,4100,07,GREAT EXPECTATIONS                 ,000, ,03,3,04        ,1,0,1,0,0,0,0,0,4,2,6,2,2,8,District,KG-08,  , ,  
10-11,16,Cook                                         ,4100,07,GREAT EXPECTATIONS                 ,000, ,03,3,05        ,1,0,0,0,0,0,0,0,6,4,7,4,1,11,District,KG-08,  , ,  
10-11,16,Cook                                         ,4100,07,GREAT EXPECTATIONS                 ,000, ,03,3,06        ,0,0,0,0,0,0,1,0,3,0,4,0,1,4,District,KG-08,  , ,  
10-11,16,Cook                                         ,4100,07,GREAT EXPECTATIONS                 ,000, ,03,3,07        ,0,0,0,0,0,0,0,0,0,1,0,1,0,1,District,KG-08,  , ,  
10-11,16,Cook                                         ,4100,07,GREAT EXPECTATIONS                 ,000, ,03,3,08        ,1,0,0,0,0,0,0,0,2,0,3,0,1,3,District,KG-08,  , ,  
10-11,16,Cook                                         ,4100,07,GREAT EXPECTATIONS                 ,000, ,03,3,All Grades,3,0,2,0,0,0,1,0,35,24,41,24,6,65,District,KG-08,  , ,  
10-11,27,Hennepin                                     ,4102,07,MINNESOTA INTERNSHIP CENTER        ,000, ,11,11,09        ,0,2,0,1,0,0,39,39,0,1,39,43,81,82,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4102,07,MINNESOTA INTERNSHIP CENTER        ,000, ,11,11,10        ,0,0,0,0,0,1,20,29,2,0,22,30,50,52,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4102,07,MINNESOTA INTERNSHIP CENTER        ,000, ,11,11,11        ,0,0,0,0,0,0,10,37,0,0,10,37,47,47,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4102,07,MINNESOTA INTERNSHIP CENTER        ,000, ,11,11,12        ,0,0,0,0,0,0,21,14,1,2,22,16,35,38,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4102,07,MINNESOTA INTERNSHIP CENTER        ,000, ,11,11,All Grades,0,2,0,1,0,1,90,119,3,3,93,126,213,219,District,09-12,  , ,  
10-11,62,Ramsey                                       ,4103,07,HMONG COLLEGE PREP ACADEMY         ,000, ,11,11,KG        ,0,0,12,8,0,0,0,0,0,0,12,8,20,20,District,KG-12,  , ,  
10-11,62,Ramsey                                       ,4103,07,HMONG COLLEGE PREP ACADEMY         ,000, ,11,11,01        ,0,0,12,6,0,0,0,0,0,0,12,6,18,18,District,KG-12,  , ,  
10-11,62,Ramsey                                       ,4103,07,HMONG COLLEGE PREP ACADEMY         ,000, ,11,11,02        ,0,0,13,6,0,0,0,0,0,0,13,6,19,19,District,KG-12,  , ,  
10-11,62,Ramsey                                       ,4103,07,HMONG COLLEGE PREP ACADEMY         ,000, ,11,11,03        ,0,0,9,15,0,0,0,0,0,0,9,15,24,24,District,KG-12,  , ,  
10-11,62,Ramsey                                       ,4103,07,HMONG COLLEGE PREP ACADEMY         ,000, ,11,11,04        ,0,0,16,5,0,0,0,0,0,0,16,5,21,21,District,KG-12,  , ,  
10-11,62,Ramsey                                       ,4103,07,HMONG COLLEGE PREP ACADEMY         ,000, ,11,11,05        ,0,0,24,22,0,0,0,1,0,0,24,23,47,47,District,KG-12,  , ,  
10-11,62,Ramsey                                       ,4103,07,HMONG COLLEGE PREP ACADEMY         ,000, ,11,11,06        ,0,0,25,23,0,1,0,0,0,0,25,24,49,49,District,KG-12,  , ,  
10-11,62,Ramsey                                       ,4103,07,HMONG COLLEGE PREP ACADEMY         ,000, ,11,11,07        ,0,0,22,27,0,0,0,0,0,1,22,28,49,50,District,KG-12,  , ,  
10-11,62,Ramsey                                       ,4103,07,HMONG COLLEGE PREP ACADEMY         ,000, ,11,11,08        ,0,0,48,27,1,0,0,0,1,0,50,27,76,77,District,KG-12,  , ,  
10-11,62,Ramsey                                       ,4103,07,HMONG COLLEGE PREP ACADEMY         ,000, ,11,11,09        ,0,0,40,26,0,0,0,0,1,0,41,26,66,67,District,KG-12,  , ,  
10-11,62,Ramsey                                       ,4103,07,HMONG COLLEGE PREP ACADEMY         ,000, ,11,11,10        ,0,0,37,46,0,0,0,0,0,0,37,46,83,83,District,KG-12,  , ,  
10-11,62,Ramsey                                       ,4103,07,HMONG COLLEGE PREP ACADEMY         ,000, ,11,11,11        ,0,0,56,40,0,0,0,1,0,0,56,41,97,97,District,KG-12,  , ,  
10-11,62,Ramsey                                       ,4103,07,HMONG COLLEGE PREP ACADEMY         ,000, ,11,11,12        ,0,0,59,41,0,1,0,0,0,0,59,42,101,101,District,KG-12,  , ,  
10-11,62,Ramsey                                       ,4103,07,HMONG COLLEGE PREP ACADEMY         ,000, ,11,11,All Grades,0,0,373,292,1,2,0,2,2,1,376,297,670,673,District,KG-12,  , ,  
10-11,02,Anoka                                        ,4104,07,PALADIN ACADEMY                    ,000, ,11,11,09        ,0,0,0,0,0,0,1,0,0,0,1,0,1,1,District,09-12,  , ,  
10-11,02,Anoka                                        ,4104,07,PALADIN ACADEMY                    ,000, ,11,11,10        ,0,0,0,0,0,0,1,0,3,2,4,2,1,6,District,09-12,  , ,  
10-11,02,Anoka                                        ,4104,07,PALADIN ACADEMY                    ,000, ,11,11,11        ,0,0,0,0,1,1,1,1,3,5,5,7,4,12,District,09-12,  , ,  
10-11,02,Anoka                                        ,4104,07,PALADIN ACADEMY                    ,000, ,11,11,12        ,2,2,0,1,4,3,7,13,46,37,59,56,32,115,District,09-12,  , ,  
10-11,02,Anoka                                        ,4104,07,PALADIN ACADEMY                    ,000, ,11,11,All Grades,2,2,0,1,5,4,10,14,52,44,69,65,38,134,District,09-12,  , ,  
10-11,62,Ramsey                                       ,4105,07,GREAT RIVER SCHOOL                 ,000, ,11,11,07        ,0,1,2,0,1,1,1,1,14,33,18,36,7,54,District,07-12,  , ,  
10-11,62,Ramsey                                       ,4105,07,GREAT RIVER SCHOOL                 ,000, ,11,11,08        ,1,0,1,4,1,0,1,1,17,20,21,25,9,46,District,07-12,  , ,  
10-11,62,Ramsey                                       ,4105,07,GREAT RIVER SCHOOL                 ,000, ,11,11,09        ,0,0,1,2,1,4,1,0,15,24,18,30,9,48,District,07-12,  , ,  
10-11,62,Ramsey                                       ,4105,07,GREAT RIVER SCHOOL                 ,000, ,11,11,10        ,2,0,0,2,0,0,0,1,20,18,22,21,5,43,District,07-12,  , ,  
10-11,62,Ramsey                                       ,4105,07,GREAT RIVER SCHOOL                 ,000, ,11,11,11        ,0,0,0,2,0,1,2,2,24,15,26,20,7,46,District,07-12,  , ,  
10-11,62,Ramsey                                       ,4105,07,GREAT RIVER SCHOOL                 ,000, ,11,11,12        ,0,0,0,1,0,1,3,2,17,10,20,14,7,34,District,07-12,  , ,  
10-11,62,Ramsey                                       ,4105,07,GREAT RIVER SCHOOL                 ,000, ,11,11,All Grades,3,1,4,11,3,7,8,7,107,120,125,146,44,271,District,07-12,  , ,  
10-11,04,Beltrami                                     ,4106,07,TREKNORTH HIGH SCHOOL              ,000, ,01,2,07        ,2,4,0,0,0,0,0,0,13,6,15,10,6,25,District,07-12,  , ,  
10-11,04,Beltrami                                     ,4106,07,TREKNORTH HIGH SCHOOL              ,000, ,01,2,08        ,0,4,0,0,0,0,0,0,10,11,10,15,4,25,District,07-12,  , ,  
10-11,04,Beltrami                                     ,4106,07,TREKNORTH HIGH SCHOOL              ,000, ,01,2,09        ,2,7,0,0,3,0,0,0,14,12,19,19,12,38,District,07-12,  , ,  
10-11,04,Beltrami                                     ,4106,07,TREKNORTH HIGH SCHOOL              ,000, ,01,2,10        ,1,7,0,0,0,0,1,0,10,11,12,18,9,30,District,07-12,  , ,  
10-11,04,Beltrami                                     ,4106,07,TREKNORTH HIGH SCHOOL              ,000, ,01,2,11        ,6,1,1,0,0,1,0,0,9,9,16,11,9,27,District,07-12,  , ,  
10-11,04,Beltrami                                     ,4106,07,TREKNORTH HIGH SCHOOL              ,000, ,01,2,12        ,0,5,0,0,0,0,0,1,7,13,7,19,6,26,District,07-12,  , ,  
10-11,04,Beltrami                                     ,4106,07,TREKNORTH HIGH SCHOOL              ,000, ,01,2,All Grades,11,28,1,0,3,1,1,1,63,62,79,92,46,171,District,07-12,  , ,  
10-11,04,Beltrami                                     ,4107,07,VOYAGEURS EXPEDITIONARY            ,000, ,07,2,09        ,5,1,0,0,0,0,0,0,0,0,5,1,6,6,District,09-12,  , ,  
10-11,04,Beltrami                                     ,4107,07,VOYAGEURS EXPEDITIONARY            ,000, ,07,2,10        ,4,5,0,0,0,0,0,0,0,0,4,5,9,9,District,09-12,  , ,  
10-11,04,Beltrami                                     ,4107,07,VOYAGEURS EXPEDITIONARY            ,000, ,07,2,11        ,4,10,0,0,2,0,1,0,3,6,10,16,17,26,District,09-12,  , ,  
10-11,04,Beltrami                                     ,4107,07,VOYAGEURS EXPEDITIONARY            ,000, ,07,2,12        ,9,9,0,0,0,0,0,0,5,4,14,13,18,27,District,09-12,  , ,  
10-11,04,Beltrami                                     ,4107,07,VOYAGEURS EXPEDITIONARY            ,000, ,07,2,All Grades,22,25,0,0,2,0,1,0,8,10,33,35,50,68,District,09-12,  , ,  
10-11,62,Ramsey                                       ,4108,07,GENERAL JOHN VESSEY JR LEADERSHIP  ,000, ,11,11,09        ,0,0,1,0,4,1,7,6,2,0,14,7,19,21,District,09-12,  , ,  
10-11,62,Ramsey                                       ,4108,07,GENERAL JOHN VESSEY JR LEADERSHIP  ,000, ,11,11,10        ,0,0,0,0,3,1,8,0,6,1,17,2,12,19,District,09-12,  , ,  
10-11,62,Ramsey                                       ,4108,07,GENERAL JOHN VESSEY JR LEADERSHIP  ,000, ,11,11,11        ,0,1,1,0,1,2,1,1,8,3,11,7,7,18,District,09-12,  , ,  
10-11,62,Ramsey                                       ,4108,07,GENERAL JOHN VESSEY JR LEADERSHIP  ,000, ,11,11,12        ,1,0,0,0,2,2,3,3,10,5,16,10,11,26,District,09-12,  , ,  
10-11,62,Ramsey                                       ,4108,07,GENERAL JOHN VESSEY JR LEADERSHIP  ,000, ,11,11,All Grades,1,1,2,0,10,6,19,10,26,9,58,26,49,84,District,09-12,  , ,  
10-11,19,Dakota                                       ,4109,07,SOBRIETY HIGH                      ,000, ,11,11,09        ,0,0,0,0,0,0,0,0,2,3,2,3,0,5,District,09-12,  , ,  
10-11,19,Dakota                                       ,4109,07,SOBRIETY HIGH                      ,000, ,11,11,10        ,0,1,0,0,0,0,0,0,7,4,7,5,1,12,District,09-12,  , ,  
10-11,19,Dakota                                       ,4109,07,SOBRIETY HIGH                      ,000, ,11,11,11        ,0,0,0,1,0,1,0,0,15,12,15,14,2,29,District,09-12,  , ,  
10-11,19,Dakota                                       ,4109,07,SOBRIETY HIGH                      ,000, ,11,11,12        ,2,1,2,0,0,0,2,0,20,9,26,10,7,36,District,09-12,  , ,  
10-11,19,Dakota                                       ,4109,07,SOBRIETY HIGH                      ,000, ,11,11,All Grades,2,2,2,1,0,1,2,0,44,28,50,32,10,82,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4110,07,MAIN STREET SCHOOL PERFORMING ARTS ,000, ,11,11,09        ,0,0,0,1,0,1,5,7,16,33,21,42,14,63,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4110,07,MAIN STREET SCHOOL PERFORMING ARTS ,000, ,11,11,10        ,1,0,0,0,2,0,4,2,22,31,29,33,9,62,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4110,07,MAIN STREET SCHOOL PERFORMING ARTS ,000, ,11,11,11        ,0,0,0,0,1,4,3,8,28,28,32,40,16,72,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4110,07,MAIN STREET SCHOOL PERFORMING ARTS ,000, ,11,11,12        ,0,0,1,0,0,3,10,4,20,17,31,24,18,55,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4110,07,MAIN STREET SCHOOL PERFORMING ARTS ,000, ,11,11,All Grades,1,0,1,1,3,8,22,21,86,109,113,139,57,252,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4111,07,AUGSBURG FAIRVIEW ACADEMY          ,000, ,11,11,09        ,2,0,0,0,0,0,1,4,0,0,3,4,7,7,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4111,07,AUGSBURG FAIRVIEW ACADEMY          ,000, ,11,11,10        ,0,3,0,0,0,0,6,4,3,0,9,7,13,16,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4111,07,AUGSBURG FAIRVIEW ACADEMY          ,000, ,11,11,11        ,3,0,0,0,2,1,5,10,1,0,11,11,21,22,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4111,07,AUGSBURG FAIRVIEW ACADEMY          ,000, ,11,11,12        ,1,2,0,0,1,1,16,23,0,1,18,27,44,45,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4111,07,AUGSBURG FAIRVIEW ACADEMY          ,000, ,11,11,All Grades,6,5,0,0,3,2,28,41,4,1,41,49,85,90,District,09-12,  , ,  
10-11,62,Ramsey                                       ,4112,07,ST PAUL CONSERVATORY PERFORMING ART,000, ,11,11,09        ,1,1,0,11,1,4,7,20,33,65,42,101,45,143,District,09-12,  , ,  
10-11,62,Ramsey                                       ,4112,07,ST PAUL CONSERVATORY PERFORMING ART,000, ,11,11,10        ,0,1,4,6,4,7,10,19,23,78,41,111,51,152,District,09-12,  , ,  
10-11,62,Ramsey                                       ,4112,07,ST PAUL CONSERVATORY PERFORMING ART,000, ,11,11,11        ,0,0,2,2,0,9,3,16,26,75,31,102,32,133,District,09-12,  , ,  
10-11,62,Ramsey                                       ,4112,07,ST PAUL CONSERVATORY PERFORMING ART,000, ,11,11,12        ,0,0,2,2,3,4,4,13,27,52,36,71,28,107,District,09-12,  , ,  
10-11,62,Ramsey                                       ,4112,07,ST PAUL CONSERVATORY PERFORMING ART,000, ,11,11,All Grades,1,2,8,21,8,24,24,68,109,270,150,385,156,535,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4113,07,FRASER ACADEMY                     ,000, ,11,11,KG        ,0,0,1,0,0,1,0,1,8,2,9,4,3,13,District,KG-05,  , ,  
10-11,27,Hennepin                                     ,4113,07,FRASER ACADEMY                     ,000, ,11,11,01        ,0,0,0,0,1,0,2,0,5,3,8,3,3,11,District,KG-05,  , ,  
10-11,27,Hennepin                                     ,4113,07,FRASER ACADEMY                     ,000, ,11,11,02        ,0,0,0,0,0,0,4,0,3,6,7,6,4,13,District,KG-05,  , ,  
10-11,27,Hennepin                                     ,4113,07,FRASER ACADEMY                     ,000, ,11,11,03        ,0,0,0,0,0,0,2,0,5,7,7,7,2,14,District,KG-05,  , ,  
10-11,27,Hennepin                                     ,4113,07,FRASER ACADEMY                     ,000, ,11,11,04        ,0,0,0,0,0,0,1,1,7,0,8,1,2,9,District,KG-05,  , ,  
10-11,27,Hennepin                                     ,4113,07,FRASER ACADEMY                     ,000, ,11,11,05        ,0,0,0,0,0,0,1,1,6,4,7,5,2,12,District,KG-05,  , ,  
10-11,27,Hennepin                                     ,4113,07,FRASER ACADEMY                     ,000, ,11,11,All Grades,0,0,1,0,1,1,10,3,34,22,46,26,16,72,District,KG-05,  , ,  
10-11,27,Hennepin                                     ,4114,07,PRESTIGE ACADEMY CHARTER SCHOOL    ,000, ,11,11,09        ,0,0,0,0,3,1,6,4,0,0,9,5,14,14,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4114,07,PRESTIGE ACADEMY CHARTER SCHOOL    ,000, ,11,11,10        ,0,0,0,0,2,1,9,5,0,0,11,6,17,17,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4114,07,PRESTIGE ACADEMY CHARTER SCHOOL    ,000, ,11,11,11        ,0,0,0,0,1,4,4,8,0,0,5,12,17,17,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4114,07,PRESTIGE ACADEMY CHARTER SCHOOL    ,000, ,11,11,12        ,0,0,0,0,0,1,6,13,0,0,6,14,20,20,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4114,07,PRESTIGE ACADEMY CHARTER SCHOOL    ,000, ,11,11,All Grades,0,0,0,0,6,7,25,30,0,0,31,37,68,68,District,09-12,  , ,  
10-11,27,Hennepin                                     ,4115,07,MINNEAPOLIS ACADEMY CHARTER SCHOOL ,000, ,11,11,05        ,2,0,0,0,2,6,2,5,2,1,8,12,17,20,District,05-08,  , ,  
10-11,27,Hennepin                                     ,4115,07,MINNEAPOLIS ACADEMY CHARTER SCHOOL ,000, ,11,11,06        ,0,0,1,3,9,9,7,2,1,2,18,16,31,34,District,05-08,  , ,  
10-11,27,Hennepin                                     ,4115,07,MINNEAPOLIS ACADEMY CHARTER SCHOOL ,000, ,11,11,07        ,1,3,2,2,10,8,6,5,5,3,24,21,37,45,District,05-08,  , ,  
10-11,27,Hennepin                                     ,4115,07,MINNEAPOLIS ACADEMY CHARTER SCHOOL ,000, ,11,11,08        ,0,1,2,1,7,6,8,7,4,6,21,21,32,42,District,05-08,  , ,  
10-11,27,Hennepin                                     ,4115,07,MINNEAPOLIS ACADEMY CHARTER SCHOOL ,000, ,11,11,All Grades,3,4,5,6,28,29,23,19,12,12,71,70,117,141,District,05-08,  , ,  
10-11,82,Washington                                   ,4116,07,LAKES INTERNATIONAL LANGUAGE ADMY  ,000, ,11,11,KG        ,0,0,0,0,9,2,0,1,39,47,48,50,12,98,District,KG-06,  , ,  
10-11,82,Washington                                   ,4116,07,LAKES INTERNATIONAL LANGUAGE ADMY  ,000, ,11,11,01        ,0,0,1,0,7,5,0,0,40,42,48,47,13,95,District,KG-06,  , ,  
10-11,82,Washington                                   ,4116,07,LAKES INTERNATIONAL LANGUAGE ADMY  ,000, ,11,11,02        ,1,0,0,3,5,4,1,0,40,48,47,55,14,102,District,KG-06,  , ,  
10-11,82,Washington                                   ,4116,07,LAKES INTERNATIONAL LANGUAGE ADMY  ,000, ,11,11,03        ,1,0,2,0,6,7,0,0,39,46,48,53,16,101,District,KG-06,  , ,  
10-11,82,Washington                                   ,4116,07,LAKES INTERNATIONAL LANGUAGE ADMY  ,000, ,11,11,04        ,0,0,0,2,1,1,0,0,27,47,28,50,4,78,District,KG-06,  , ,  
10-11,82,Washington                                   ,4116,07,LAKES INTERNATIONAL LANGUAGE ADMY  ,000, ,11,11,05        ,0,0,0,1,3,2,0,1,20,36,23,40,7,63,District,KG-06,  , ,  
10-11,82,Washington                                   ,4116,07,LAKES INTERNATIONAL LANGUAGE ADMY  ,000, ,11,11,06        ,0,0,0,0,5,4,0,0,16,36,21,40,9,61,District,KG-06,  , ,  
10-11,82,Washington                                   ,4116,07,LAKES INTERNATIONAL LANGUAGE ADMY  ,000, ,11,11,All Grades,2,0,3,6,36,25,1,2,221,302,263,335,75,598,District,KG-06,  , ,  
10-11,71,Sherburne                                    ,4118,07,KALEIDOSCOPE CHARTER SCHOOL        ,000, ,07,07W,KG        ,0,0,0,0,0,1,0,0,23,24,23,25,1,48,District,KG-08,  , ,  
10-11,71,Sherburne                                    ,4118,07,KALEIDOSCOPE CHARTER SCHOOL        ,000, ,07,07W,01        ,0,0,0,2,1,4,1,0,20,20,22,26,8,48,District,KG-08,  , ,  
10-11,71,Sherburne                                    ,4118,07,KALEIDOSCOPE CHARTER SCHOOL        ,000, ,07,07W,02        ,0,0,2,1,0,1,0,0,22,23,24,25,4,49,District,KG-08,  , ,  
10-11,71,Sherburne                                    ,4118,07,KALEIDOSCOPE CHARTER SCHOOL        ,000, ,07,07W,03        ,0,1,0,0,1,1,1,0,21,23,23,25,4,48,District,KG-08,  , ,  
10-11,71,Sherburne                                    ,4118,07,KALEIDOSCOPE CHARTER SCHOOL        ,000, ,07,07W,04        ,0,0,1,1,1,0,1,0,26,18,29,19,4,48,District,KG-08,  , ,  
10-11,71,Sherburne                                    ,4118,07,KALEIDOSCOPE CHARTER SCHOOL        ,000, ,07,07W,05        ,0,1,0,1,0,0,0,0,24,22,24,24,2,48,District,KG-08,  , ,  
10-11,71,Sherburne                                    ,4118,07,KALEIDOSCOPE CHARTER SCHOOL        ,000, ,07,07W,06        ,0,0,0,1,0,0,0,1,27,18,27,20,2,47,District,KG-08,  , ,  
