DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
10-11,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,07        ,6,1,23,14,16,19,20,17,140,103,205,154,116,359,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,08        ,3,2,10,10,14,20,23,15,114,109,164,156,97,320,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,09        ,1,4,22,17,15,15,29,13,118,119,185,168,116,353,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,10        ,1,5,19,15,9,10,17,18,135,120,181,168,94,349,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,11        ,2,4,21,13,14,10,18,21,134,118,189,166,103,355,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,12        ,3,4,17,13,19,15,16,24,154,154,209,210,111,419,District,EC-12,  , ,  
10-11,02,Anoka                                        ,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS    ,000, ,11,11,All Grades,30,35,256,221,215,228,248,251,1769,1669,2518,2404,1484,4922,District,EC-12,  , ,  
10-11,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,4,EC        ,5,4,0,0,1,0,2,0,71,20,79,24,12,103,District,EC-12,  , ,  
10-11,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,4,KG        ,2,10,1,2,0,1,1,3,111,95,115,111,20,226,District,EC-12,  , ,  
10-11,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,4,01        ,17,11,0,2,2,2,3,2,76,95,98,112,39,210,District,EC-12,  , ,  
10-11,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,4,02        ,13,12,1,2,0,2,0,3,103,73,117,92,33,209,District,EC-12,  , ,  
10-11,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,4,03        ,16,11,2,0,4,1,1,2,94,81,117,95,37,212,District,EC-12,  , ,  
10-11,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,4,04        ,11,14,2,1,2,1,2,0,77,90,94,106,33,200,District,EC-12,  , ,  
10-11,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,4,05        ,11,13,0,0,0,3,0,2,91,80,102,98,29,200,District,EC-12,  , ,  
10-11,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,4,06        ,17,19,0,0,0,2,1,1,85,77,103,99,40,202,District,EC-12,  , ,  
10-11,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,4,07        ,16,13,2,0,2,1,1,0,80,88,101,102,35,203,District,EC-12,  , ,  
10-11,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,4,08        ,13,19,0,0,0,2,0,2,100,84,113,107,36,220,District,EC-12,  , ,  
10-11,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,4,09        ,9,15,0,0,5,3,0,1,93,81,107,100,33,207,District,EC-12,  , ,  
10-11,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,4,10        ,10,13,1,2,2,2,2,2,98,81,113,100,34,213,District,EC-12,  , ,  
10-11,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,4,11        ,14,13,0,0,1,0,1,2,88,97,104,112,31,216,District,EC-12,  , ,  
10-11,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,4,12        ,13,12,0,3,2,3,0,1,95,105,110,124,34,234,District,EC-12,  , ,  
10-11,03,Becker                                       ,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.  ,000, ,04,4,All Grades,167,179,9,12,21,23,14,21,1262,1147,1473,1382,446,2855,District,EC-12,  , ,  
10-11,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,4,EC        ,0,0,0,0,2,0,0,0,12,3,14,3,2,17,District,EC-12,  , ,  
10-11,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,4,KG        ,2,4,0,0,2,2,0,0,27,36,31,42,10,73,District,EC-12,  , ,  
10-11,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,4,01        ,3,1,0,0,0,3,0,1,27,29,30,34,8,64,District,EC-12,  , ,  
10-11,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,4,02        ,1,2,1,0,0,1,1,1,33,36,36,40,7,76,District,EC-12,  , ,  
10-11,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,4,03        ,6,1,1,0,1,3,1,1,21,38,30,43,14,73,District,EC-12,  , ,  
10-11,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,4,04        ,8,7,0,0,1,2,0,0,26,24,35,33,18,68,District,EC-12,  , ,  
10-11,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,4,05        ,4,3,0,0,0,1,2,0,35,26,41,30,10,71,District,EC-12,  , ,  
10-11,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,4,06        ,2,2,1,1,4,1,0,0,26,20,33,24,11,57,District,EC-12,  , ,  
10-11,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,4,07        ,2,3,1,1,0,0,0,0,46,29,49,33,7,82,District,EC-12,  , ,  
10-11,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,4,08        ,5,1,0,0,0,0,0,0,26,37,31,38,6,69,District,EC-12,  , ,  
10-11,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,4,09        ,4,1,0,2,0,2,0,0,33,37,37,42,9,79,District,EC-12,  , ,  
10-11,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,4,10        ,0,3,0,0,0,0,0,0,38,20,38,23,3,61,District,EC-12,  , ,  
10-11,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,4,11        ,4,4,2,0,0,0,0,0,27,19,33,23,10,56,District,EC-12,  , ,  
10-11,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,4,12        ,4,1,1,0,1,0,1,0,33,32,40,33,8,73,District,EC-12,  , ,  
10-11,03,Becker                                       ,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.  ,000, ,04,4,All Grades,45,33,7,4,11,15,5,3,410,386,478,441,123,919,District,EC-12,  , ,  
10-11,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,04,4,KG        ,5,8,0,0,0,0,0,0,0,0,5,8,13,13,District,KG-08,  , ,  
10-11,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,04,4,01        ,2,6,0,0,0,0,0,0,0,0,2,6,8,8,District,KG-08,  , ,  
10-11,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,04,4,02        ,7,4,0,0,0,0,0,0,0,0,7,4,11,11,District,KG-08,  , ,  
10-11,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,04,4,03        ,3,2,0,0,0,0,0,0,0,0,3,2,5,5,District,KG-08,  , ,  
10-11,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,04,4,04        ,4,4,0,0,0,0,0,0,0,0,4,4,8,8,District,KG-08,  , ,  
10-11,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,04,4,05        ,3,1,0,0,0,0,0,0,0,0,3,1,4,4,District,KG-08,  , ,  
10-11,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,04,4,06        ,4,1,0,0,0,0,0,0,0,0,4,1,5,5,District,KG-08,  , ,  
10-11,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,04,4,07        ,2,3,0,0,0,0,0,0,0,0,2,3,5,5,District,KG-08,  , ,  
10-11,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,04,4,08        ,4,3,0,0,0,0,0,0,0,0,4,3,7,7,District,KG-08,  , ,  
10-11,03,Becker                                       ,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT  ,000, ,04,4,All Grades,34,32,0,0,0,0,0,0,0,0,34,32,66,66,District,KG-08,  , ,  
10-11,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,2,EC        ,19,9,2,1,2,0,4,2,55,32,82,44,39,126,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,2,KG        ,41,38,2,2,6,2,4,6,186,169,239,217,101,456,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,2,01        ,35,35,3,2,9,3,4,7,169,127,220,174,98,394,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,2,02        ,34,41,3,2,1,4,5,3,161,144,204,194,93,398,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,2,03        ,38,27,2,1,3,0,5,5,157,149,205,182,81,387,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,2,04        ,45,28,2,5,3,2,5,4,150,124,205,163,94,368,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,2,05        ,37,29,2,0,1,1,5,4,142,141,187,175,79,362,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,2,06        ,29,33,2,1,2,5,3,1,157,139,193,179,76,372,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,2,07        ,40,45,2,2,1,3,0,2,136,131,179,183,95,362,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,2,08        ,36,39,0,3,6,1,2,0,134,125,178,168,87,346,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,2,09        ,33,43,3,1,3,4,3,7,134,144,176,199,97,375,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,2,10        ,39,26,3,2,3,2,5,2,168,158,218,190,82,408,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,2,11        ,37,24,2,1,2,1,3,3,148,130,192,159,73,351,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,2,12        ,35,29,1,3,4,3,2,1,174,149,216,185,78,401,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT     ,000, ,01,2,All Grades,498,446,29,26,46,31,50,47,2071,1862,2694,2412,1173,5106,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,2,EC        ,0,0,0,0,0,0,0,0,8,5,8,5,0,13,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,2,KG        ,3,3,0,1,0,1,1,0,25,20,29,25,9,54,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,2,01        ,3,1,1,0,1,1,0,0,17,23,22,25,7,47,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,2,02        ,1,3,0,0,1,0,1,0,15,21,18,24,6,42,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,2,03        ,3,0,0,0,0,1,0,0,26,21,29,22,4,51,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,2,04        ,3,1,0,0,1,0,0,0,26,20,30,21,5,51,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,2,05        ,2,2,0,0,1,0,0,0,22,19,25,21,5,46,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,2,06        ,2,1,0,0,1,0,0,0,20,22,23,23,4,46,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,2,07        ,6,0,0,0,0,0,0,0,24,19,30,19,6,49,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,2,08        ,1,2,0,0,0,0,3,0,18,21,22,23,6,45,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,2,09        ,1,5,0,0,0,0,2,0,17,23,20,28,8,48,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,2,10        ,4,0,0,0,0,0,4,0,26,17,34,17,8,51,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,2,11        ,5,2,0,0,0,0,1,2,15,15,21,19,10,40,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,2,12        ,4,1,0,0,1,0,1,0,26,23,32,24,7,56,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,2,All Grades,38,21,1,1,6,3,13,2,285,269,343,296,85,639,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,2,EC        ,1,0,0,0,0,0,0,0,2,1,3,1,1,4,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,2,KG        ,6,4,0,0,0,0,1,0,4,5,11,9,11,20,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,2,01        ,4,4,0,0,0,0,0,1,4,6,8,11,9,19,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,2,02        ,3,7,0,0,0,0,0,0,4,2,7,9,10,16,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,2,03        ,0,4,0,0,0,0,0,0,5,9,5,13,4,18,District,EC-12,  , ,  
10-11,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,2,04        ,0,5,0,0,1,0,0,0,4,2,5,7,6,12,District,EC-12,  , ,  
