DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,EC12Enr,Free-EC12,Red-EC12,LEPIdentifiedEC12,LEPServedEC12,SPE-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
10-11,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,04 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,  , ,EC-12,  
10-11,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,04 ,KG        ,18,5,3,NULL,NULL,NULL,18,5,3,NULL,NULL,NULL,  , ,EC-12,  
10-11,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,04 ,01        ,25,6,2,NULL,NULL,1,25,6,2,NULL,NULL,1,  , ,EC-12,  
10-11,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,04 ,02        ,24,5,5,NULL,NULL,3,24,5,5,NULL,NULL,3,  , ,EC-12,  
10-11,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,04 ,03        ,19,4,3,NULL,NULL,5,19,4,3,NULL,NULL,5,  , ,EC-12,  
10-11,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,04 ,04        ,17,6,1,NULL,NULL,4,17,6,1,NULL,NULL,4,  , ,EC-12,  
10-11,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,04 ,05        ,18,3,1,NULL,NULL,3,18,3,1,NULL,NULL,3,  , ,EC-12,  
10-11,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,04 ,06        ,15,2,2,NULL,NULL,2,15,2,2,NULL,NULL,2,  , ,EC-12,  
10-11,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,04 ,07        ,18,5,4,NULL,NULL,4,18,5,4,NULL,NULL,4,  , ,EC-12,  
10-11,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,04 ,08        ,21,4,1,NULL,NULL,2,21,4,1,NULL,NULL,2,  , ,EC-12,  
10-11,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,04 ,09        ,20,3,2,NULL,NULL,1,20,3,2,NULL,NULL,1,  , ,EC-12,  
10-11,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,04 ,10        ,12,3,NULL,NULL,NULL,NULL,12,3,NULL,NULL,NULL,NULL,  , ,EC-12,  
10-11,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,04 ,11        ,20,4,3,NULL,NULL,2,20,4,3,NULL,NULL,2,  , ,EC-12,  
10-11,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,04 ,12        ,26,3,2,NULL,NULL,5,26,3,2,NULL,NULL,5,  , ,EC-12,  
10-11,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,04 ,All Grades,253,53,29,NULL,NULL,32,254,53,29,NULL,NULL,33,  , ,EC-12,  
10-11,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,04 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,  , ,EC-12,  
10-11,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,04 ,KG        ,7,4,NULL,NULL,NULL,1,7,4,NULL,NULL,NULL,1,  , ,EC-12,  
10-11,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,04 ,01        ,12,5,2,NULL,NULL,1,12,5,2,NULL,NULL,1,  , ,EC-12,  
10-11,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,04 ,02        ,5,3,NULL,NULL,NULL,1,5,3,NULL,NULL,NULL,1,  , ,EC-12,  
10-11,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,04 ,03        ,12,3,NULL,NULL,NULL,1,12,3,NULL,NULL,NULL,1,  , ,EC-12,  
10-11,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,04 ,04        ,9,5,NULL,NULL,NULL,1,9,5,NULL,NULL,NULL,1,  , ,EC-12,  
10-11,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,04 ,05        ,14,5,2,NULL,NULL,3,14,5,2,NULL,NULL,3,  , ,EC-12,  
10-11,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,04 ,06        ,8,3,1,NULL,NULL,3,8,3,1,NULL,NULL,3,  , ,EC-12,  
10-11,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,04 ,07        ,2,1,NULL,NULL,NULL,1,2,1,NULL,NULL,NULL,1,  , ,EC-12,  
10-11,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,04 ,08        ,8,3,NULL,NULL,NULL,NULL,8,3,NULL,NULL,NULL,NULL,  , ,EC-12,  
10-11,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,04 ,09        ,6,1,1,NULL,NULL,1,6,1,1,NULL,NULL,1,  , ,EC-12,  
10-11,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,04 ,10        ,7,3,1,NULL,NULL,1,7,3,1,NULL,NULL,1,  , ,EC-12,  
10-11,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,04 ,11        ,10,4,NULL,NULL,NULL,3,10,4,NULL,NULL,NULL,3,  , ,EC-12,  
10-11,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,04 ,12        ,6,1,NULL,NULL,NULL,1,6,1,NULL,NULL,NULL,1,  , ,EC-12,  
10-11,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,04 ,All Grades,106,41,7,NULL,NULL,18,107,41,7,NULL,NULL,19,  , ,EC-12,  
10-11,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,124,34,2,NULL,NULL,124,  , ,EC-12,  
10-11,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,KG        ,506,148,28,89,89,49,506,148,28,89,89,49,  , ,EC-12,  
10-11,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,01        ,529,154,34,76,76,45,529,154,34,76,76,45,  , ,EC-12,  
10-11,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,02        ,519,168,40,65,65,54,519,168,40,65,65,54,  , ,EC-12,  
10-11,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,03        ,503,150,33,43,43,73,503,150,33,43,43,73,  , ,EC-12,  
10-11,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,04        ,532,169,48,46,46,79,532,169,48,46,46,79,  , ,EC-12,  
10-11,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,05        ,514,162,37,40,40,83,514,162,37,40,40,83,  , ,EC-12,  
10-11,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,06        ,505,148,50,23,23,49,505,148,50,23,23,49,  , ,EC-12,  
10-11,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,07        ,540,169,45,17,17,61,540,169,45,17,17,61,  , ,EC-12,  
10-11,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,08        ,600,157,50,13,13,63,600,157,50,13,13,63,  , ,EC-12,  
10-11,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,09        ,597,152,45,11,11,51,597,152,45,11,11,51,  , ,EC-12,  
10-11,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,10        ,613,157,36,16,16,69,613,157,36,16,16,69,  , ,EC-12,  
10-11,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,11        ,583,140,47,19,19,54,583,140,47,19,19,54,  , ,EC-12,  
10-11,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,12        ,615,122,31,19,19,95,615,122,31,19,19,95,  , ,EC-12,  
10-11,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,All Grades,7156,1996,524,477,477,825,7280,2030,526,477,477,949,  , ,EC-12,  
10-11,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,153,33,8,4,NULL,153,  , ,EC-12,  
10-11,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,KG        ,815,282,55,194,194,72,815,282,55,194,194,72,  , ,EC-12,  
10-11,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,01        ,725,268,59,165,165,81,725,268,59,165,165,81,  , ,EC-12,  
10-11,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,02        ,730,255,74,141,140,85,730,255,74,141,140,85,  , ,EC-12,  
10-11,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,03        ,743,247,68,130,125,91,743,247,68,130,125,91,  , ,EC-12,  
10-11,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,04        ,769,250,69,123,123,133,769,250,69,123,123,133,  , ,EC-12,  
10-11,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,05        ,797,278,75,111,109,137,797,278,75,111,109,137,  , ,EC-12,  
10-11,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,06        ,811,249,72,88,87,95,811,249,72,88,87,95,  , ,EC-12,  
10-11,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,07        ,724,227,59,48,48,111,724,227,59,48,48,111,  , ,EC-12,  
10-11,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,08        ,789,241,63,50,49,105,789,241,63,50,49,105,  , ,EC-12,  
10-11,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,09        ,814,223,72,40,40,100,814,223,72,40,40,100,  , ,EC-12,  
10-11,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,10        ,861,218,79,45,45,106,861,218,79,45,45,106,  , ,EC-12,  
10-11,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,11        ,806,209,56,33,33,98,806,209,56,33,33,98,  , ,EC-12,  
10-11,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,12        ,820,180,57,10,10,140,820,180,57,10,10,140,  , ,EC-12,  
10-11,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,All Grades,10204,3127,858,1178,1168,1354,10357,3160,866,1182,1168,1507,  , ,EC-12,  
10-11,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,124,1,NULL,NULL,NULL,124,  , ,EC-12,  
10-11,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11 ,KG        ,710,131,19,89,88,50,710,131,19,89,88,50,  , ,EC-12,  
10-11,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11 ,01        ,725,142,23,109,109,52,725,142,23,109,109,52,  , ,EC-12,  
10-11,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11 ,02        ,664,120,29,67,67,59,664,120,29,67,67,59,  , ,EC-12,  
10-11,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11 ,03        ,716,128,26,68,67,90,716,128,26,68,67,90,  , ,EC-12,  
10-11,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11 ,04        ,732,111,31,56,56,95,732,111,31,56,56,95,  , ,EC-12,  
10-11,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11 ,05        ,707,103,34,36,35,93,707,103,34,36,35,93,  , ,EC-12,  
10-11,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11 ,06        ,716,130,24,31,31,98,716,130,24,31,31,98,  , ,EC-12,  
10-11,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11 ,07        ,688,72,41,12,12,83,688,72,41,12,12,83,  , ,EC-12,  
10-11,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11 ,08        ,765,91,35,15,15,86,765,91,35,15,15,86,  , ,EC-12,  
10-11,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11 ,09        ,733,86,13,23,23,67,733,86,13,23,23,67,  , ,EC-12,  
10-11,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11 ,10        ,808,81,28,16,16,70,808,81,28,16,16,70,  , ,EC-12,  
10-11,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11 ,11        ,803,97,19,18,18,73,803,97,19,18,18,73,  , ,EC-12,  
10-11,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11 ,12        ,853,99,19,19,19,84,853,99,19,19,19,84,  , ,EC-12,  
10-11,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11 ,All Grades,9620,1391,341,559,556,1000,9744,1392,341,559,556,1124,  , ,EC-12,  
10-11,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,96,NULL,NULL,NULL,NULL,96,  , ,EC-12,  
10-11,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,KG        ,549,39,3,27,27,46,549,39,3,27,27,46,  , ,EC-12,  
10-11,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,01        ,610,32,5,33,33,46,610,32,5,33,33,46,  , ,EC-12,  
10-11,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,02        ,617,40,9,22,22,46,617,40,9,22,22,46,  , ,EC-12,  
10-11,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,03        ,623,39,5,31,31,66,623,39,5,31,31,66,  , ,EC-12,  
10-11,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,04        ,647,42,10,23,23,70,647,42,10,23,23,70,  , ,EC-12,  
10-11,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,05        ,647,45,12,23,23,85,647,45,12,23,23,85,  , ,EC-12,  
10-11,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,06        ,652,42,5,12,12,58,652,42,5,12,12,58,  , ,EC-12,  
10-11,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,07        ,652,44,10,6,6,72,652,44,10,6,6,72,  , ,EC-12,  
10-11,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,08        ,676,44,15,14,14,61,676,44,15,14,14,61,  , ,EC-12,  
10-11,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,09        ,624,43,9,15,15,51,624,43,9,15,15,51,  , ,EC-12,  
10-11,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,10        ,650,33,19,10,10,64,650,33,19,10,10,64,  , ,EC-12,  
10-11,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,11        ,638,40,15,10,10,48,638,40,15,10,10,48,  , ,EC-12,  
10-11,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,12        ,614,56,11,10,10,62,614,56,11,10,10,62,  , ,EC-12,  
10-11,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,All Grades,8199,539,128,236,236,775,8295,539,128,236,236,871,  , ,EC-12,  
10-11,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,75,5,2,NULL,NULL,75,  , ,EC-12,  
10-11,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11 ,KG        ,711,39,19,20,20,47,711,39,19,20,20,47,  , ,EC-12,  
10-11,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11 ,01        ,650,38,23,18,18,52,650,38,23,18,18,52,  , ,EC-12,  
10-11,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11 ,02        ,677,62,16,17,17,63,677,62,16,17,17,63,  , ,EC-12,  
10-11,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11 ,03        ,648,57,18,16,16,67,648,57,18,16,16,67,  , ,EC-12,  
10-11,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11 ,04        ,620,27,19,9,9,76,620,27,19,9,9,76,  , ,EC-12,  
10-11,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11 ,05        ,661,40,19,15,15,82,661,40,19,15,15,82,  , ,EC-12,  
10-11,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11 ,06        ,572,35,13,10,10,54,572,35,13,10,10,54,  , ,EC-12,  
10-11,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11 ,07        ,611,35,22,11,11,60,611,35,22,11,11,60,  , ,EC-12,  
10-11,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11 ,08        ,636,32,10,9,9,51,636,32,10,9,9,51,  , ,EC-12,  
10-11,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11 ,09        ,689,38,16,8,8,71,689,38,16,8,8,71,  , ,EC-12,  
10-11,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11 ,10        ,722,38,12,7,7,70,722,38,12,7,7,70,  , ,EC-12,  
10-11,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11 ,11        ,719,44,27,6,6,69,719,44,27,6,6,69,  , ,EC-12,  
10-11,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11 ,12        ,710,42,7,4,4,79,710,42,7,4,4,79,  , ,EC-12,  
10-11,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11 ,All Grades,8626,527,221,150,150,841,8701,532,223,150,150,916,  , ,EC-12,  
10-11,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,44,1,NULL,NULL,NULL,44,  , ,EC-12,  
10-11,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11 ,KG        ,169,22,5,NULL,NULL,20,169,22,5,NULL,NULL,20,  , ,EC-12,  
10-11,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11 ,01        ,171,30,15,3,3,16,171,30,15,3,3,16,  , ,EC-12,  
10-11,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11 ,02        ,179,27,10,2,2,27,179,27,10,2,2,27,  , ,EC-12,  
10-11,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11 ,03        ,165,22,12,NULL,NULL,14,165,22,12,NULL,NULL,14,  , ,EC-12,  
10-11,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11 ,04        ,151,22,4,2,2,23,151,22,4,2,2,23,  , ,EC-12,  
10-11,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11 ,05        ,154,37,4,1,1,25,154,37,4,1,1,25,  , ,EC-12,  
10-11,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11 ,06        ,154,27,6,NULL,NULL,22,154,27,6,NULL,NULL,22,  , ,EC-12,  
10-11,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11 ,07        ,174,30,10,NULL,NULL,30,174,30,10,NULL,NULL,30,  , ,EC-12,  
10-11,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11 ,08        ,177,26,9,NULL,NULL,17,177,26,9,NULL,NULL,17,  , ,EC-12,  
10-11,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11 ,09        ,168,17,7,NULL,NULL,27,168,17,7,NULL,NULL,27,  , ,EC-12,  
10-11,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11 ,10        ,183,16,17,NULL,NULL,24,183,16,17,NULL,NULL,24,  , ,EC-12,  
10-11,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11 ,11        ,174,27,3,1,1,25,174,27,3,1,1,25,  , ,EC-12,  
10-11,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11 ,12        ,165,19,10,NULL,NULL,26,165,19,10,NULL,NULL,26,  , ,EC-12,  
10-11,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11 ,All Grades,2184,322,112,9,9,296,2228,323,112,9,9,340,  , ,EC-12,  
10-11,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,12,  , ,EC-12,  
10-11,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,KG        ,191,21,6,5,5,13,191,21,6,5,5,13,  , ,EC-12,  
10-11,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,01        ,173,16,7,8,8,19,173,16,7,8,8,19,  , ,EC-12,  
10-11,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,02        ,188,10,6,5,5,21,188,10,6,5,5,21,  , ,EC-12,  
10-11,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,03        ,193,4,7,3,3,20,193,4,7,3,3,20,  , ,EC-12,  
10-11,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,04        ,195,10,7,5,5,24,195,10,7,5,5,24,  , ,EC-12,  
10-11,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,05        ,228,14,8,1,1,36,228,14,8,1,1,36,  , ,EC-12,  
10-11,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,06        ,229,8,7,1,1,27,229,8,7,1,1,27,  , ,EC-12,  
10-11,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,07        ,234,8,4,1,1,17,234,8,4,1,1,17,  , ,EC-12,  
10-11,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,08        ,219,12,4,2,2,18,219,12,4,2,2,18,  , ,EC-12,  
10-11,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,09        ,246,11,5,NULL,NULL,27,246,11,5,NULL,NULL,27,  , ,EC-12,  
10-11,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,10        ,226,12,9,2,2,29,226,12,9,2,2,29,  , ,EC-12,  
10-11,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,11        ,198,7,10,4,4,15,198,7,10,4,4,15,  , ,EC-12,  
10-11,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,12        ,240,9,2,1,1,21,240,9,2,1,1,21,  , ,EC-12,  
10-11,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,All Grades,2760,142,82,38,38,287,2772,142,82,38,38,299,  , ,EC-12,  
10-11,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11 ,EC        ,NULL,NULL,NULL,NULL,NULL,NULL,426,81,12,NULL,NULL,426,  , ,EC-12,  
