Data Year,County Number,County Name,District Number,District Type,District Name,School Number,School Name,ECSU Number,Economic Development Region,School Classification,Grade,Total Enrollment,Filter Groups,Total Female Count,Total Female Percent,Total Male Count,Total Male Percent,Total American Indian or Alaska Native Count,Total American Indian or Alaska Native Percent,American Indian or Alaska Native Female Count,American Indian or Alaska Native Male Count,Total Asian Count,Total Asian Percent,Asian Female Count,Asian Male Count,Total Native Hawaiian or Pacific Islander Count,Total Native Hawaiian or Pacific Islander Percent,Native Hawaiian or Pacific Islander Female Count,Native Hawaiian or Pacific Islander Male Count,Total Hispanic or Latino Count,Total Hispanic or Latino Percent,Hispanic or Latino Female Count,Hispanic or Latino Male Count,Total Black or African American Count,Total Black or African American Percent,Black or African American Female Count,Black or African American Male Count,Total White Count,Total White Percent,White Female Count,White Male Count,Total Two or More Races Count,Total Two or More Races Percent,Two or More Races Female Count,Two or More Races Male Count,Total Students of Color or American Indian Count,Total Students of Color or American Indian Percent,Total Students Eligible for Free or Reduced-Priced Meals Count,Total Students Eligible for Free or Reduced-Priced Meals Percent,Total Students Receiving Special Education Services Count,Total Students Receiving Special Education Services Percent,Total English learner Identified Count,Total English learner Identified Percent,Total Students Experiencing Homelessness Count,Total Students Experiencing Homelessness Percent,Additional Suppression Free or Reduced-Priced Meals Applied,Additional Suppression Special Education Applied,Additional Suppression English learner Identified Applied,Additional Suppression Homeless Applied
14-15,40,Lesueur,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,000,,9,09,,8,44,N,26,59.09%,18,40.91%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,2,4.55%,1,1,0,0.00%,0,0,42,95.45%,25,17,0,0.00%,0,0,2,4.55%,11,25.00%,5,11.36%,0,0.00%,0,0.00%,N,N,N,N
14-15,40,Lesueur,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,000,,9,09,,9,37,N,12,32.43%,25,67.57%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,2,5.41%,1,1,0,0.00%,0,0,35,94.59%,11,24,0,0.00%,0,0,2,5.41%,9,24.32%,1,2.70%,0,0.00%,0,0.00%,N,N,N,N
14-15,40,Lesueur,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,000,,9,09,,10,35,N,12,34.29%,23,65.71%,0,0.00%,0,0,1,2.86%,0,1,0,0.00%,0,0,3,8.57%,1,2,1,2.86%,0,1,29,82.86%,11,18,1,2.86%,0,1,6,17.14%,7,20.00%,4,11.43%,0,0.00%,0,0.00%,N,N,N,N
14-15,40,Lesueur,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,000,,9,09,,11,26,N,12,46.15%,14,53.85%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,3.85%,0,1,1,3.85%,1,0,24,92.31%,11,13,0,0.00%,0,0,2,7.69%,8,30.77%,2,7.69%,0,0.00%,0,0.00%,N,N,N,N
14-15,40,Lesueur,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,000,,9,09,,12,21,N,8,38.10%,13,61.90%,0,0.00%,0,0,1,4.76%,0,1,0,0.00%,0,0,2,9.52%,1,1,0,0.00%,0,0,18,85.71%,7,11,0,0.00%,0,0,3,14.29%,,,0,0.00%,0,0.00%,0,0.00%,Y,N,N,N
14-15,40,Lesueur,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,000,,9,09,,All Grades,437,N,213,48.74%,224,51.26%,3,0.69%,1,2,3,0.69%,1,2,0,0.00%,0,0,18,4.12%,9,9,2,0.46%,1,1,406,92.91%,201,205,5,1.14%,0,5,31,7.09%,120,27.46%,34,7.78%,0,0.00%,0,0.00%,N,N,N,N
14-15,14,Clay,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,000,,4,04,,ECSE,48,N,17,35.42%,31,64.58%,4,8.33%,1,3,0,0.00%,0,0,0,0.00%,0,0,1,2.08%,0,1,1,2.08%,0,1,42,87.50%,16,26,0,0.00%,0,0,6,12.50%,12,25.00%,,>=90%,0,0.00%,0,0.00%,N,Y,N,N
14-15,14,Clay,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,000,,4,04,,7,1,Y,0,0.00%,1,100.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,100.00%,0,1,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,14,Clay,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,000,,4,04,,8,1,Y,0,0.00%,1,100.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,100.00%,0,1,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,14,Clay,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,000,,4,04,,9,1,Y,0,0.00%,1,100.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,100.00%,0,1,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,14,Clay,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,000,,4,04,,10,1,Y,1,100.00%,0,0.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,100.00%,1,0,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,14,Clay,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,000,,4,04,,12,1,Y,0,0.00%,1,100.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,100.00%,0,1,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,14,Clay,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,000,,4,04,,All Grades,53,N,18,33.96%,35,66.04%,4,7.55%,1,3,0,0.00%,0,0,0,0.00%,0,0,1,1.89%,0,1,1,1.89%,0,1,47,88.68%,17,30,0,0.00%,0,0,6,11.32%,14,26.42%,,>=90%,0,0.00%,0,0.00%,N,Y,N,N
14-15,75,Stevens,0398,52,MIDWEST SPECIAL EDUCATION COOP.,000,,4,04,,ECSE,16,N,3,18.75%,13,81.25%,1,6.25%,1,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,14,87.50%,2,12,1,6.25%,0,1,2,12.50%,5,31.25%,,>=90%,0,0.00%,0,0.00%,N,Y,N,N
14-15,75,Stevens,0398,52,MIDWEST SPECIAL EDUCATION COOP.,000,,4,04,,All Grades,16,N,3,18.75%,13,81.25%,1,6.25%,1,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,14,87.50%,2,12,1,6.25%,0,1,2,12.50%,5,31.25%,,>=90%,0,0.00%,0,0.00%,N,Y,N,N
14-15,41,Lincoln,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,ECSE,1,Y,0,0.00%,1,100.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,100.00%,0,1,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,41,Lincoln,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,KG,14,N,4,28.57%,10,71.43%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,13,92.86%,3,10,1,7.14%,1,0,1,7.14%,6,42.86%,3,21.43%,0,0.00%,0,0.00%,N,N,N,N
14-15,41,Lincoln,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,1,7,Y,4,57.14%,3,42.86%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,2,28.57%,0,2,0,0.00%,0,0,5,71.43%,4,1,0,0.00%,0,0,2,28.57%,,,,,,,,,Y,Y,Y,Y
14-15,41,Lincoln,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,2,7,Y,2,28.57%,5,71.43%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,7,100.00%,2,5,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,41,Lincoln,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,3,11,N,6,54.55%,5,45.45%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,11,100.00%,6,5,0,0.00%,0,0,0,0.00%,3,27.27%,1,9.09%,0,0.00%,0,0.00%,N,N,N,N
14-15,41,Lincoln,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,4,6,Y,4,66.67%,2,33.33%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,6,100.00%,4,2,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,41,Lincoln,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,5,4,Y,0,0.00%,4,100.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,4,100.00%,0,4,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,41,Lincoln,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,6,6,Y,4,66.67%,2,33.33%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,16.67%,0,1,0,0.00%,0,0,5,83.33%,4,1,0,0.00%,0,0,1,16.67%,,,,,,,,,Y,Y,Y,Y
14-15,41,Lincoln,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,7,6,Y,5,83.33%,1,16.67%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,6,100.00%,5,1,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,41,Lincoln,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,8,5,Y,3,60.00%,2,40.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,5,100.00%,3,2,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,41,Lincoln,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,9,4,Y,4,100.00%,0,0.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,4,100.00%,4,0,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,41,Lincoln,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,10,3,Y,2,66.67%,1,33.33%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,3,100.00%,2,1,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,41,Lincoln,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,11,5,Y,3,60.00%,2,40.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,5,100.00%,3,2,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,41,Lincoln,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,12,8,Y,6,75.00%,2,25.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,8,100.00%,6,2,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,41,Lincoln,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,All Grades,87,N,47,54.02%,40,45.98%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,3,3.45%,0,3,0,0.00%,0,0,83,95.40%,46,37,1,1.15%,1,0,4,4.60%,43,49.43%,15,17.24%,0,0.00%,0,0.00%,N,N,N,N
14-15,41,Lincoln,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,ECSE,2,Y,0,0.00%,2,100.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,2,100.00%,0,2,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,41,Lincoln,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,KG,19,N,7,36.84%,12,63.16%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,19,100.00%,7,12,0,0.00%,0,0,0,0.00%,7,36.84%,3,15.79%,,,,,N,N,Y,Y
14-15,41,Lincoln,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,1,11,N,5,45.45%,6,54.55%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,9.09%,1,0,0,0.00%,0,0,10,90.91%,4,6,0,0.00%,0,0,1,9.09%,3,27.27%,5,45.45%,0,0.00%,0,0.00%,N,N,N,N
14-15,41,Lincoln,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,2,13,N,7,53.85%,6,46.15%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,13,100.00%,7,6,0,0.00%,0,0,0,0.00%,5,38.46%,3,23.08%,0,0.00%,0,0.00%,N,N,N,N
14-15,41,Lincoln,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,3,11,N,3,27.27%,8,72.73%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,11,100.00%,3,8,0,0.00%,0,0,0,0.00%,2,18.18%,2,18.18%,0,0.00%,0,0.00%,N,N,N,N
14-15,41,Lincoln,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,4,10,N,4,40.00%,6,60.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,10,100.00%,4,6,0,0.00%,0,0,0,0.00%,,,1,10.00%,0,0.00%,0,0.00%,Y,N,N,N
14-15,41,Lincoln,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,5,11,N,4,36.36%,7,63.64%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,9.09%,0,1,0,0.00%,0,0,10,90.91%,4,6,0,0.00%,0,0,1,9.09%,7,63.64%,2,18.18%,0,0.00%,0,0.00%,N,N,N,N
14-15,41,Lincoln,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,6,11,N,4,36.36%,7,63.64%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,11,100.00%,4,7,0,0.00%,0,0,0,0.00%,3,27.27%,0,0.00%,0,0.00%,0,0.00%,N,N,N,N
14-15,41,Lincoln,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,All Grades,88,N,34,38.64%,54,61.36%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,2,2.27%,1,1,0,0.00%,0,0,86,97.73%,33,53,0,0.00%,0,0,2,2.27%,28,31.82%,18,20.45%,0,0.00%,0,0.00%,N,N,N,N
14-15,41,Lincoln,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,ECSE,2,Y,0,0.00%,2,100.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,2,100.00%,0,2,0,0.00%,0,0,0,0.00%,,,,,,,,,Y,Y,Y,Y
14-15,41,Lincoln,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,KG,20,N,7,35.00%,13,65.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,3,15.00%,1,2,0,0.00%,0,0,17,85.00%,6,11,0,0.00%,0,0,3,15.00%,8,40.00%,2,10.00%,0,0.00%,0,0.00%,N,N,N,N
14-15,41,Lincoln,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,1,22,N,11,50.00%,11,50.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,4.55%,1,0,0,0.00%,0,0,19,86.36%,10,9,2,9.09%,0,2,3,13.64%,11,50.00%,3,13.64%,0,0.00%,0,0.00%,N,N,N,N
14-15,41,Lincoln,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,2,22,N,8,36.36%,14,63.64%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,22,100.00%,8,14,0,0.00%,0,0,0,0.00%,6,27.27%,2,9.09%,0,0.00%,0,0.00%,N,N,N,N
14-15,41,Lincoln,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,3,18,N,8,44.44%,10,55.56%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,2,11.11%,2,0,0,0.00%,0,0,15,83.33%,6,9,1,5.56%,0,1,3,16.67%,7,38.89%,2,11.11%,0,0.00%,0,0.00%,N,N,N,N
14-15,41,Lincoln,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,4,19,N,12,63.16%,7,36.84%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,5.26%,0,1,0,0.00%,0,0,15,78.95%,9,6,3,15.79%,3,0,4,21.05%,5,26.32%,,,0,0.00%,0,0.00%,N,Y,N,N
14-15,41,Lincoln,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,5,11,N,4,36.36%,7,63.64%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,9.09%,1,0,0,0.00%,0,0,10,90.91%,3,7,0,0.00%,0,0,1,9.09%,6,54.55%,3,27.27%,0,0.00%,0,0.00%,N,N,N,N
14-15,41,Lincoln,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,6,15,N,8,53.33%,7,46.67%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,15,100.00%,8,7,0,0.00%,0,0,0,0.00%,7,46.67%,1,6.67%,0,0.00%,0,0.00%,N,N,N,N
14-15,41,Lincoln,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,11,1,Y,1,100.00%,0,0.00%,0,0.00%,0,0,1,100.00%,1,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,100.00%,,,,,,,,,Y,Y,Y,Y
14-15,41,Lincoln,0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,All Grades,130,N,59,45.38%,71,54.62%,0,0.00%,0,0,1,0.77%,1,0,0,0.00%,0,0,8,6.15%,5,3,0,0.00%,0,0,115,88.46%,50,65,6,4.62%,3,3,15,11.54%,51,39.23%,16,12.31%,0,0.00%,0,0.00%,N,N,N,N
14-15,42,Lyon,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,ECSE,57,N,17,29.82%,40,70.18%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,13,22.81%,6,7,3,5.26%,0,3,40,70.18%,11,29,1,1.75%,0,1,17,29.82%,22,38.60%,,>=90%,0,0.00%,0,0.00%,N,Y,N,N
14-15,42,Lyon,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,KG,195,N,97,49.74%,98,50.26%,2,1.03%,2,0,10,5.13%,5,5,0,0.00%,0,0,28,14.36%,16,12,16,8.21%,8,8,127,65.13%,58,69,12,6.15%,8,4,68,34.87%,106,54.36%,23,11.79%,35,17.95%,0,0.00%,N,N,N,N
14-15,42,Lyon,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,1,179,N,89,49.72%,90,50.28%,1,0.56%,1,0,8,4.47%,4,4,0,0.00%,0,0,22,12.29%,12,10,21,11.73%,9,12,118,65.92%,58,60,9,5.03%,5,4,61,34.08%,88,49.16%,21,11.73%,28,15.64%,1,0.56%,N,N,N,N
14-15,42,Lyon,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,2,171,N,73,42.69%,98,57.31%,1,0.58%,0,1,14,8.19%,9,5,0,0.00%,0,0,19,11.11%,8,11,18,10.53%,9,9,110,64.33%,46,64,9,5.26%,1,8,61,35.67%,82,47.95%,19,11.11%,32,18.71%,0,0.00%,N,N,N,N
14-15,42,Lyon,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,3,176,N,90,51.14%,86,48.86%,0,0.00%,0,0,11,6.25%,6,5,0,0.00%,0,0,15,8.52%,9,6,16,9.09%,6,10,124,70.45%,63,61,10,5.68%,6,4,52,29.55%,77,43.75%,22,12.50%,30,17.05%,2,1.14%,N,N,N,N
14-15,42,Lyon,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,4,160,N,81,50.63%,79,49.38%,0,0.00%,0,0,6,3.75%,4,2,0,0.00%,0,0,17,10.63%,7,10,19,11.88%,10,9,113,70.63%,57,56,5,3.13%,3,2,47,29.38%,70,43.75%,25,15.63%,16,10.00%,0,0.00%,N,N,N,N
14-15,42,Lyon,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,5,155,N,75,48.39%,80,51.61%,0,0.00%,0,0,5,3.23%,3,2,0,0.00%,0,0,18,11.61%,9,9,13,8.39%,4,9,114,73.55%,56,58,5,3.23%,3,2,41,26.45%,63,40.65%,32,20.65%,17,10.97%,2,1.29%,N,N,N,N
14-15,42,Lyon,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,6,139,N,66,47.48%,73,52.52%,1,0.72%,1,0,17,12.23%,5,12,0,0.00%,0,0,16,11.51%,5,11,11,7.91%,6,5,90,64.75%,48,42,4,2.88%,1,3,49,35.25%,63,45.32%,19,13.67%,14,10.07%,4,2.88%,N,N,N,N
14-15,42,Lyon,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,7,161,N,77,47.83%,84,52.17%,1,0.62%,1,0,6,3.73%,2,4,0,0.00%,0,0,24,14.91%,14,10,16,9.94%,8,8,107,66.46%,50,57,7,4.35%,2,5,54,33.54%,73,45.34%,25,15.53%,20,12.42%,1,0.62%,N,N,N,N
14-15,42,Lyon,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,8,154,N,77,50.00%,77,50.00%,0,0.00%,0,0,9,5.84%,3,6,0,0.00%,0,0,13,8.44%,7,6,15,9.74%,9,6,114,74.03%,56,58,3,1.95%,2,1,40,25.97%,50,32.47%,23,14.94%,17,11.04%,1,0.65%,N,N,N,N
14-15,42,Lyon,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,9,214,N,124,57.94%,90,42.06%,0,0.00%,0,0,8,3.74%,5,3,0,0.00%,0,0,35,16.36%,19,16,15,7.01%,9,6,152,71.03%,90,62,4,1.87%,1,3,62,28.97%,74,34.58%,25,11.68%,22,10.28%,3,1.40%,N,N,N,N
14-15,42,Lyon,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,10,216,N,84,38.89%,132,61.11%,1,0.46%,0,1,13,6.02%,6,7,0,0.00%,0,0,31,14.35%,10,21,15,6.94%,7,8,153,70.83%,60,93,3,1.39%,1,2,63,29.17%,71,32.87%,27,12.50%,16,7.41%,3,1.39%,N,N,N,N
14-15,42,Lyon,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,11,216,N,105,48.61%,111,51.39%,1,0.46%,1,0,13,6.02%,4,9,0,0.00%,0,0,25,11.57%,13,12,14,6.48%,7,7,161,74.54%,78,83,2,0.93%,2,0,55,25.46%,62,28.70%,22,10.19%,14,6.48%,2,0.93%,N,N,N,N
14-15,42,Lyon,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,12,191,N,94,49.21%,97,50.79%,0,0.00%,0,0,9,4.71%,4,5,0,0.00%,0,0,11,5.76%,6,5,13,6.81%,5,8,157,82.20%,78,79,1,0.52%,1,0,34,17.80%,49,25.65%,21,10.99%,13,6.81%,0,0.00%,N,N,N,N
14-15,42,Lyon,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,All Grades,2384,N,1149,48.20%,1235,51.80%,8,0.34%,6,2,129,5.41%,60,69,0,0.00%,0,0,287,12.04%,141,146,205,8.60%,97,108,1680,70.47%,809,871,75,3.15%,36,39,704,29.53%,950,39.85%,361,15.14%,274,11.49%,19,0.80%,N,N,N,N
14-15,42,Lyon,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,ECSE,8,Y,3,37.50%,5,62.50%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,1,12.50%,1,0,0,0.00%,0,0,7,87.50%,2,5,0,0.00%,0,0,1,12.50%,,,,,,,,,Y,Y,Y,Y
14-15,42,Lyon,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,KG,34,N,15,44.12%,19,55.88%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,6,17.65%,2,4,0,0.00%,0,0,28,82.35%,13,15,0,0.00%,0,0,6,17.65%,,,1,2.94%,4,11.76%,0,0.00%,Y,N,N,N
14-15,42,Lyon,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,1,32,N,13,40.63%,19,59.38%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,4,12.50%,2,2,0,0.00%,0,0,27,84.38%,10,17,1,3.13%,1,0,5,15.63%,20,62.50%,4,12.50%,2,6.25%,0,0.00%,N,N,N,N
14-15,42,Lyon,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,2,33,N,18,54.55%,15,45.45%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,3,9.09%,3,0,0,0.00%,0,0,28,84.85%,13,15,2,6.06%,2,0,5,15.15%,11,33.33%,3,9.09%,3,9.09%,0,0.00%,N,N,N,N
14-15,42,Lyon,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,3,31,N,14,45.16%,17,54.84%,0,0.00%,0,0,1,3.23%,0,1,0,0.00%,0,0,3,9.68%,1,2,0,0.00%,0,0,26,83.87%,12,14,1,3.23%,1,0,5,16.13%,19,61.29%,6,19.35%,3,9.68%,0,0.00%,N,N,N,N
14-15,42,Lyon,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,000,,6 and 8,08,,4,25,N,13,52.00%,12,48.00%,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0,0,4,16.00%,2,2,0,0.00%,0,0,21,84.00%,11,10,0,0.00%,0,0,4,16.00%,11,44.00%,2,8.00%,4,16.00%,0,0.00%,N,N,N,N
