Data Year,District County Number,District County Name,District Number,District Type,District Name,School Number,School Name,ECSU Number,Eco Dev Rgn,Test Name,Test Date,Grade,Subject,Report Order,Report Category,Report Description,Filtered,Count Tested,Count Passed,Count Not Passed,Percent Passed,Percent Not Passed,Average Score,VESS Average Score,CSPSS Average Score,LSS Average Score,Standard Deviation,Std. Error of Mean,Confidence Interval,Count Absent,Count Invalid,Count Medical Exempt,Count Not Complete,Count PSO,Count Refused,Count Wrong Grade,October 1 Grade Enrollment,October 1 District Enrollment,Filter Threshold,Public School,School County Number,School County Name,School Classification
12-Nov,1,Aitkin,1,1,AITKIN PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20120417,10,R,1,All Categories,All Students,N,98,79,19,80.6,19.4,56.5,6.3,21.2,4.3,11.5,1.2,54.2-58.8,0,0,0,0,0,0,0,102,1244,9,Y,,,0
12-Nov,27,Hennepin,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.,0,All Schools,11,11,GRAD,20120417,10,R,1,All Categories,All Students,N,1960,1211,749,61.8,38.2,52.1,5.4,19.4,4.1,14,0.3,51.5-52.7,30,4,3,20,0,0,0,2174,33503,9,Y,,,0
12-Nov,1,Aitkin,2,1,HILL CITY PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20120417,10,R,1,All Categories,All Students,N,19,13,6,68.4,31.6,50.5,5.2,19.7,3.9,8.5,1.9,46.7-54.3,0,0,0,0,0,0,0,19,279,9,Y,,,0
12-Nov,1,Aitkin,4,1,MCGREGOR PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20120417,10,R,1,All Categories,All Students,N,24,18,6,75,25,56.7,6.5,21.1,4.7,9.7,2,52.8-60.6,0,0,0,0,0,0,0,26,381,9,Y,,,0
12-Nov,19,Dakota,6,3,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,0,All Schools,11,11,GRAD,20120417,10,R,1,All Categories,All Students,N,227,184,43,81.1,18.9,55.6,6.1,21,4.7,9.7,0.6,54.3-56.9,1,0,1,4,0,0,0,258,3250,9,Y,,,0
12-Nov,2,Anoka,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,0,All Schools,11,11,GRAD,20120417,10,R,1,All Categories,All Students,N,2985,2564,421,85.9,14.1,58.1,6.5,21.7,4.7,10.7,0.2,57.7-58.5,9,1,2,8,0,0,0,3181,37933,9,Y,,,0
12-Nov,2,Anoka,12,1,CENTENNIAL PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20120417,10,R,1,All Categories,All Students,N,499,440,59,88.2,11.8,58.4,6.6,21.9,4.7,9.7,0.4,57.5-59.3,0,0,0,0,0,0,0,552,6483,9,Y,,,0
12-Nov,2,Anoka,13,1,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,0,All Schools,11,11,GRAD,20120417,10,R,1,All Categories,All Students,N,196,115,81,58.7,41.3,49.1,5,18.6,3.9,11.4,0.8,47.5-50.7,0,0,0,0,0,0,0,218,2961,9,Y,,,0
12-Nov,2,Anoka,14,1,FRIDLEY PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20120417,10,R,1,All Categories,All Students,N,225,164,61,72.9,27.1,54.5,5.8,20.7,4.2,11.6,0.8,53.0-56.0,3,0,0,1,0,1,0,254,2895,9,Y,,,0
12-Nov,2,Anoka,15,1,ST. FRANCIS PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20120417,10,R,1,All Categories,All Students,N,418,335,83,80.1,19.9,55.8,6.2,21,4.5,9.9,0.5,54.9-56.7,0,0,0,1,0,0,0,466,5136,9,Y,,,0
12-Nov,2,Anoka,16,1,SPRING LAKE PARK PUBLIC SCHOOLS,0,All Schools,11,11,GRAD,20120417,10,R,1,All Categories,All Students,N,341,262,79,76.8,23.2,55.1,5.9,20.7,4.4,11.1,0.6,53.9-56.3,5,1,0,0,0,0,0,367,5150,9,Y,,,0
12-Nov,3,Becker,22,1,DETROIT LAKES PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20120417,10,R,1,All Categories,All Students,N,203,165,38,81.3,18.7,56.6,6.3,21.3,4.6,10.5,0.7,55.1-58.1,0,0,1,0,0,0,0,209,2809,9,Y,,,0
12-Nov,3,Becker,23,1,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20120417,10,R,1,All Categories,All Students,N,71,62,9,87.3,12.7,56.5,6.5,21.5,4.6,9.1,1.1,54.4-58.6,0,0,0,0,0,0,0,76,899,9,Y,,,0
12-Nov,4,Beltrami,31,1,BEMIDJI PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20120417,10,R,1,All Categories,All Students,N,325,266,59,81.8,18.2,57,6.3,21.3,4.7,10.7,0.6,55.8-58.2,1,0,0,0,0,0,0,377,4992,9,Y,,,0
12-Nov,4,Beltrami,32,1,BLACKDUCK PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20120417,10,R,1,All Categories,All Students,N,43,35,8,81.4,18.6,57.8,6.4,21.5,4.7,10.7,1.6,54.6-61.0,0,0,0,0,0,0,0,51,585,9,Y,,,0
12-Nov,4,Beltrami,36,1,KELLIHER PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20120417,10,R,1,All Categories,All Students,N,14,9,5,64.3,35.7,52.6,5.8,20.4,4.1,8.5,2.3,48.1-57.1,0,0,0,0,0,0,0,16,250,9,Y,,,0
12-Nov,4,Beltrami,38,1,RED LAKE PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20120417,10,R,1,All Categories,All Students,N,50,16,34,32,68,45,4.4,16.9,3.5,8.1,1.1,42.7-47.3,1,0,0,3,0,0,0,71,1322,9,Y,,,0
12-Nov,5,Benton,47,1,SAUK RAPIDS-RICE PUBLIC SCHOOLS,0,All Schools,7,07W,GRAD,20120417,10,R,1,All Categories,All Students,N,265,221,44,83.4,16.6,57.4,6.3,21.6,4.7,9.9,0.6,56.2-58.6,0,0,3,1,0,0,0,275,3885,9,Y,,,0
12-Nov,5,Benton,51,1,FOLEY PUBLIC SCHOOL DISTRICT,0,All Schools,7,07W,GRAD,20120417,10,R,1,All Categories,All Students,N,129,109,20,84.5,15.5,56.3,6.3,21.2,4.7,9.1,0.8,54.7-57.9,0,0,0,0,0,0,0,133,1873,9,Y,,,0
12-Nov,7,Blue Earth,75,1,ST. CLAIR PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20120417,10,R,1,All Categories,All Students,N,53,42,11,79.2,20.8,57.8,6.2,21.5,4.6,11.8,1.6,54.6-61.0,0,0,0,0,0,0,0,53,589,9,Y,,,0
12-Nov,7,Blue Earth,77,1,MANKATO PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20120417,10,R,1,All Categories,All Students,N,475,393,82,82.7,17.3,58,6.4,21.6,4.6,11.8,0.5,56.9-59.1,4,1,2,3,0,0,0,504,7386,9,Y,,,0
12-Nov,8,Brown,81,1,COMFREY PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20120417,10,R,1,All Categories,All Students,N,11,11,0,100,0,60.9,6.8,22.6,5.1,9.1,2.8,55.5-66.3,0,0,0,0,0,0,0,14,174,9,Y,,,0
12-Nov,8,Brown,84,1,SLEEPY EYE PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20120417,10,R,1,All Categories,All Students,N,43,30,13,69.8,30.2,52.4,5.6,19.8,4.3,11.4,1.7,49.0-55.8,0,0,0,0,0,0,0,51,617,9,Y,,,0
12-Nov,8,Brown,85,1,SPRINGFIELD PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20120417,10,R,1,All Categories,All Students,N,37,29,8,78.4,21.6,56,6.4,21.2,4.5,8.8,1.4,53.2-58.8,0,0,0,0,0,0,0,41,588,9,Y,,,0
12-Nov,8,Brown,88,1,NEW ULM PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20120417,10,R,1,All Categories,All Students,N,146,117,29,80.1,19.9,55.9,6.1,21.2,4.5,11.1,0.9,54.1-57.7,0,0,0,0,0,0,0,149,1939,9,Y,,,0
12-Nov,9,Carlton,91,1,BARNUM PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20120417,10,R,1,All Categories,All Students,N,49,38,11,77.6,22.4,56.8,6.2,21.3,4.6,10.9,1.6,53.7-59.9,0,0,0,1,0,0,0,58,764,9,Y,,,0
12-Nov,9,Carlton,93,1,CARLTON PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20120417,10,R,1,All Categories,All Students,N,20,17,3,85,15,56.9,6.4,20.8,4.7,11.2,2.5,52.0-61.8,1,0,0,0,0,0,0,26,474,9,Y,,,0
12-Nov,9,Carlton,94,1,CLOQUET PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20120417,10,R,1,All Categories,All Students,N,180,143,37,79.4,20.6,56,6.3,20.9,4.5,11.1,0.8,54.4-57.6,0,0,0,0,0,0,0,189,2380,9,Y,,,0
12-Nov,9,Carlton,95,1,CROMWELL-WRIGHT PUBLIC SCHOOLS,0,All Schools,3,3,GRAD,20120417,10,R,1,All Categories,All Students,N,13,10,3,76.9,23.1,55.2,6.5,20.5,4.3,11.5,3.2,49.0-61.4,0,0,0,0,0,0,0,13,301,9,Y,,,0
12-Nov,9,Carlton,97,1,MOOSE LAKE PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20120417,10,R,1,All Categories,All Students,N,48,44,4,91.7,8.3,59.3,6.5,22.5,4.9,8.4,1.2,56.9-61.7,0,0,0,0,0,0,0,49,678,9,Y,,,0
