Data Year,District County Number,District County Name,District Number,District Type,District Name,School Number,School Name,ECSU Number,Eco Dev Rgn,Test Name,Test Date,Grade,Subject,Report Order,Report Category,Report Description,Filtered,Count Tested,Count Passed,Count Not Passed,Percent Passed,Percent Not Passed,Average Score,GNS Average Score,GPFA Average Score,GDSP Average Score,GSGM Average Score,Standard Deviation,Std. Error of Mean,Confidence Interval,Count Absent,Count Invalid,Count Medical Exempt,Count Not Complete,Count PSO,Count Refused,Count Wrong Grade,October 1 Grade Enrollment,October 1 District Enrollment,Filter Threshold,Public School,School County Number,School County Name,School Classification
13-Dec,27,Hennepin,273,1,EDINA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20130416,11,M,1,All Categories,All Students,N,608,552,56,90.8,9.2,63.1,6.4,12.8,8.8,7.4,12.3,0.5,62.1-64.1,1,0,1,0,0,0,0,631,8323,9,Y,,,0
13-Dec,27,Hennepin,276,1,MINNETONKA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20130416,11,M,1,All Categories,All Students,N,699,592,107,84.7,15.3,60.4,6.2,12.4,8.5,7.3,12.4,0.5,59.5-61.3,2,0,2,4,0,0,0,730,9486,9,Y,,,0
13-Dec,27,Hennepin,277,1,WESTONKA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20130416,11,M,1,All Categories,All Students,N,139,126,13,90.6,9.4,60.9,6.4,12.6,8.6,7.4,10.6,0.9,59.1-62.7,0,0,1,0,0,0,0,160,2226,9,Y,,,0
13-Dec,27,Hennepin,278,1,ORONO PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20130416,11,M,1,All Categories,All Students,N,232,192,40,82.8,17.2,59.5,6.3,12.4,8.3,7.2,11.7,0.8,58.0-61.0,1,0,0,0,0,0,0,248,2777,9,Y,,,0
13-Dec,27,Hennepin,279,1,OSSEO PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20130416,11,M,1,All Categories,All Students,N,1444,905,539,62.7,37.3,53.1,5.4,11.4,7.2,6.1,13.8,0.4,52.4-53.8,13,6,0,9,0,0,0,1543,20181,9,Y,,,0
13-Dec,27,Hennepin,280,1,RICHFIELD PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20130416,11,M,1,All Categories,All Students,N,272,148,124,54.4,45.6,49.8,5.1,10.6,6.5,5.8,14,0.8,48.1-51.5,0,1,0,1,0,0,0,294,4313,9,Y,,,0
13-Dec,27,Hennepin,281,1,ROBBINSDALE PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20130416,11,M,1,All Categories,All Students,N,874,438,436,50.1,49.9,48.6,5.1,10.3,6.6,5.4,13.7,0.5,47.7-49.5,7,1,0,15,0,0,0,979,11984,9,Y,,,0
13-Dec,27,Hennepin,282,1,ST. ANTHONY-NEW BRIGHTON SCHOOLS,0,All Schools,11,11,GRAD,20130416,11,M,1,All Categories,All Students,N,146,118,28,80.8,19.2,59.2,6.2,12.5,8.1,6.9,12.6,1,57.2-61.2,1,0,0,0,0,0,0,155,1762,9,Y,,,0
13-Dec,27,Hennepin,283,1,ST. LOUIS PARK PUBLIC SCHOOL DIST.,0,All Schools,11,11,GRAD,20130416,11,M,1,All Categories,All Students,N,316,204,112,64.6,35.4,53.5,5.6,11,7.5,6.2,14.5,0.8,51.9-55.1,7,0,0,1,0,0,0,352,4485,9,Y,,,0
13-Dec,27,Hennepin,284,1,WAYZATA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20130416,11,M,1,All Categories,All Students,N,753,664,89,88.2,11.8,63.2,6.3,12.9,8.8,7.3,12.4,0.5,62.3-64.1,5,0,1,2,0,0,0,805,10533,9,Y,,,0
13-Dec,27,Hennepin,286,1,BROOKLYN CENTER SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20130416,11,M,1,All Categories,All Students,N,160,65,95,40.6,59.4,45.9,4.9,9.9,6.2,4.9,11.7,0.9,44.1-47.7,2,0,1,0,0,0,0,175,2153,9,Y,,,0
13-Dec,27,Hennepin,287,6,INTERMEDIATE SCHOOL DISTRICT 287,0,All Schools,11,11,GRAD,20130416,11,M,1,All Categories,All Students,N,137,14,123,10.2,89.8,35.6,3.5,7.2,4.3,3.2,10.8,0.9,33.8-37.4,24,1,0,10,0,4,0,204,1253,9,Y,,,0
13-Dec,28,Houston,294,1,HOUSTON PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20130416,11,M,1,All Categories,All Students,N,248,104,144,41.9,58.1,46.5,4.8,9.7,6.5,5,13,0.8,44.9-48.1,13,0,0,0,0,0,0,289,2565,9,Y,,,0
13-Dec,28,Houston,297,1,SPRING GROVE SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20130416,11,M,1,All Categories,All Students,N,29,18,11,62.1,37.9,53.1,5.8,11.7,7.8,5.7,11.8,2.2,48.8-57.4,0,0,1,0,0,0,0,34,343,9,Y,,,0
13-Dec,28,Houston,299,1,CALEDONIA PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20130416,11,M,1,All Categories,All Students,N,66,47,19,71.2,28.8,54,5.9,12.1,7.5,6.2,9,1.1,51.8-56.2,0,0,1,0,0,0,0,69,682,9,Y,,,0
13-Dec,28,Houston,300,1,LA CRESCENT-HOKAH SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20130416,11,M,1,All Categories,All Students,N,111,84,27,75.7,24.3,56.5,6,11.9,7.9,7,11.2,1.1,54.4-58.6,0,0,1,0,0,0,0,126,1237,9,Y,,,0
13-Dec,29,Hubbard,306,1,LAPORTE PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20130416,11,M,1,All Categories,All Students,N,20,10,10,50,50,48.3,5.4,10.6,6.5,5.3,9.6,2.2,44.1-52.5,0,0,0,0,0,0,0,21,259,9,Y,,,0
13-Dec,29,Hubbard,308,1,NEVIS PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20130416,11,M,1,All Categories,All Students,N,43,28,15,65.1,34.9,52.5,5.6,10.8,7.3,6.2,13.4,2,48.5-56.5,0,0,0,1,0,0,0,48,532,9,Y,,,0
13-Dec,29,Hubbard,309,1,PARK RAPIDS PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20130416,11,M,1,All Categories,All Students,N,94,60,34,63.8,36.2,52.1,5.7,11.4,7.1,5.9,12.1,1.2,49.7-54.5,0,0,0,0,0,0,0,111,1503,9,Y,,,0
13-Dec,30,Isanti,314,1,BRAHAM PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20130416,11,M,1,All Categories,All Students,N,46,30,16,65.2,34.8,52.2,5.4,11,7.4,6.1,14.1,2.1,48.1-56.3,0,0,0,0,0,0,0,56,839,9,Y,,,0
13-Dec,31,Itasca,316,1,GREENWAY PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20130416,11,M,1,All Categories,All Students,N,65,31,34,47.7,52.3,48.8,5.2,10.2,7,5.1,13.6,1.7,45.5-52.1,0,0,0,0,0,0,0,66,1022,9,Y,,,0
13-Dec,31,Itasca,317,1,DEER RIVER PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20130416,11,M,1,All Categories,All Students,N,54,39,15,72.2,27.8,54.1,5.8,11.4,7.9,6.6,9.7,1.3,51.5-56.7,0,0,0,0,0,0,0,64,874,9,Y,,,0
13-Dec,31,Itasca,318,1,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20130416,11,M,1,All Categories,All Students,N,298,182,116,61.1,38.9,52.4,5.4,11,7.4,6,14.1,0.8,50.8-54.0,2,0,0,1,0,0,0,318,3972,9,Y,,,0
13-Dec,31,Itasca,319,1,NASHWAUK-KEEWATIN SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20130416,11,M,1,All Categories,All Students,N,34,16,18,47.1,52.9,46.7,4.8,10.2,6.8,4.6,12.1,2.1,42.6-50.8,1,0,0,0,0,0,0,40,548,9,Y,,,0
13-Dec,32,Jackson,330,1,HERON LAKE-OKABENA SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20130416,11,M,1,All Categories,All Students,N,33,21,12,63.6,36.4,54.5,5.7,11.1,7.9,6.4,13.5,2.3,49.9-59.1,0,0,0,0,0,0,0,34,348,9,Y,,,0
13-Dec,33,Kanabec,332,1,MORA PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20130416,11,M,1,All Categories,All Students,N,118,76,42,64.4,35.6,51.8,5.5,11,7.2,6,12.6,1.2,49.5-54.1,1,0,1,0,0,0,0,138,1747,9,Y,,,0
13-Dec,33,Kanabec,333,1,OGILVIE PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20130416,11,M,1,All Categories,All Students,N,31,19,12,61.3,38.7,51.2,5.6,11.8,7.3,5.6,10.1,1.8,47.6-54.8,0,0,0,0,0,0,0,35,544,9,Y,,,0
13-Dec,34,Kandiyohi,345,1,NEW LONDON-SPICER SCHOOL DISTRICT,0,All Schools,6,06E,GRAD,20130416,11,M,1,All Categories,All Students,N,118,75,43,63.6,36.4,53,5.4,11.5,7.7,6,11.6,1.1,50.9-55.1,1,0,0,0,0,0,0,121,1406,9,Y,,,0
13-Dec,34,Kandiyohi,347,1,WILLMAR PUBLIC SCHOOL DISTRICT,0,All Schools,6,06E,GRAD,20130416,11,M,1,All Categories,All Students,N,291,151,140,51.9,48.1,50.2,5.3,10.5,6.9,5.3,15.1,0.9,48.5-51.9,0,0,0,0,0,3,0,311,4135,9,Y,,,0
13-Dec,35,Kittson,356,1,LANCASTER PUBLIC SCHOOL DISTRICT,0,All Schools,1,1,GRAD,20130416,11,M,1,All Categories,All Students,Y,9,,,,,,,,,,,,,,,,,,,,10,153,9,Y,,,0
13-Dec,36,Koochiching,361,1,INTERNATIONAL FALLS SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20130416,11,M,1,All Categories,All Students,N,87,49,38,56.3,43.7,51.3,5.5,10.7,7.3,6.1,11.7,1.3,48.8-53.8,0,0,1,0,0,0,0,95,1205,9,Y,,,0
13-Dec,36,Koochiching,362,1,LITTLEFORK-BIG FALLS SCHOOL DIST.,0,All Schools,3,3,GRAD,20130416,11,M,1,All Categories,All Students,N,28,26,2,92.9,7.1,65.1,6.5,12.8,9,7.4,14.4,2.7,59.8-70.4,0,0,0,0,0,0,0,30,310,9,Y,,,0
13-Dec,36,Koochiching,363,1,SOUTH KOOCHICHING SCHOOL DISTRICT,0,All Schools,1,3,GRAD,20130416,11,M,1,All Categories,All Students,N,19,10,9,52.6,47.4,48.5,5.1,10.5,7.2,5.4,13.5,3.1,42.4-54.6,0,0,0,0,0,0,0,21,348,9,Y,,,0
13-Dec,37,Lac qui Parle,378,1,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,0,All Schools,6,06W,GRAD,20130416,11,M,1,All Categories,All Students,N,37,28,9,75.7,24.3,56.1,6,11.5,8.3,6.7,10.9,1.8,52.6-59.6,0,0,0,0,0,0,0,40,494,9,Y,,,0
13-Dec,38,Lake,381,1,LAKE SUPERIOR PUBLIC SCHOOL DIST.,0,All Schools,3,3,GRAD,20130416,11,M,1,All Categories,All Students,N,101,65,36,64.4,35.6,53.4,5.8,11.4,7,6.3,11.8,1.2,51.1-55.7,2,0,0,0,0,0,0,113,1376,9,Y,,,0
13-Dec,39,Lake of the Woods,390,1,LAKE OF THE WOODS SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20130416,11,M,1,All Categories,All Students,N,37,29,8,78.4,21.6,56.1,6,12.2,7.9,6.5,10.1,1.7,52.8-59.4,0,0,0,0,0,0,0,40,475,9,Y,,,0
13-Dec,40,Le Sueur,391,1,CLEVELAND PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20130416,11,M,1,All Categories,All Students,N,33,22,11,66.7,33.3,54.5,5.9,11.5,7.7,6.4,11,1.9,50.7-58.3,0,0,0,0,0,0,0,35,437,9,Y,,,0
13-Dec,41,Lincoln,402,1,HENDRICKS PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20130416,11,M,1,All Categories,All Students,Y,3,,,,,,,,,,,,,,,,,,,,5,99,9,Y,,,0
13-Dec,41,Lincoln,403,1,IVANHOE PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20130416,11,M,1,All Categories,All Students,N,24,16,8,66.7,33.3,55.8,5.7,11.1,7.9,6.5,16.4,3.3,49.2-62.4,0,0,0,0,0,0,0,24,197,9,Y,,,0
13-Dec,42,Lyon,413,1,MARSHALL PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20130416,11,M,1,All Categories,All Students,N,188,114,74,60.6,39.4,52.3,5.5,10.9,7.2,5.9,14.2,1,50.3-54.3,0,0,0,0,0,0,0,205,2216,9,Y,,,0
13-Dec,42,Lyon,414,1,MINNEOTA PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20130416,11,M,1,All Categories,All Students,N,23,18,5,78.3,21.7,58.1,6,11.9,7.8,6.7,14.7,3.1,52.1-64.1,0,0,0,0,0,0,0,30,422,9,Y,,,0
13-Dec,43,McLeod,423,1,HUTCHINSON PUBLIC SCHOOL DISTRICT,0,All Schools,6,06E,GRAD,20130416,11,M,1,All Categories,All Students,N,209,146,63,69.9,30.1,55.6,5.7,11.7,7.9,6.5,12.6,0.9,53.9-57.3,0,0,0,0,0,0,0,226,2888,9,Y,,,0
13-Dec,43,McLeod,424,1,LESTER PRAIRIE PUBLIC SCHOOL DIST.,0,All Schools,6,06E,GRAD,20130416,11,M,1,All Categories,All Students,N,33,21,12,63.6,36.4,53.7,5.6,10.9,7.7,5.8,15.8,2.7,48.3-59.1,0,0,0,0,0,0,0,34,410,9,Y,,,0
13-Dec,44,Mahnomen,432,1,MAHNOMEN PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20130416,11,M,1,All Categories,All Students,N,50,26,24,52,48,48.2,5.3,10,7.1,5.1,12.1,1.7,44.8-51.6,0,0,0,5,0,0,0,60,644,9,Y,,,0
13-Dec,44,Mahnomen,435,1,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,0,All Schools,1,2,GRAD,20130416,11,M,1,All Categories,All Students,N,30,12,18,40,60,48.2,5.1,10.4,6.7,5.2,9.5,1.7,44.8-51.6,6,0,0,0,0,0,0,41,554,9,Y,,,0
13-Dec,45,Marshall,441,1,MARSHALL COUNTY CENTRAL SCHOOLS,0,All Schools,1,1,GRAD,20130416,11,M,1,All Categories,All Students,N,28,16,12,57.1,42.9,48.2,5.2,10.1,7,5.2,9.9,1.9,44.5-51.9,0,0,0,0,0,0,0,31,403,9,Y,,,0
13-Dec,45,Marshall,447,1,GRYGLA PUBLIC SCHOOL DISTRICT,0,All Schools,1,1,GRAD,20130416,11,M,1,All Categories,All Students,N,18,11,7,61.1,38.9,51.9,5.6,10.8,7.4,5.7,13.3,3.1,45.7-58.1,0,0,0,0,0,0,0,18,163,9,Y,,,0
13-Dec,46,Martin,458,1,TRUMAN PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20130416,11,M,1,All Categories,All Students,N,19,8,11,42.1,57.9,48.4,4.9,10.4,5.8,6,11.8,2.7,43.1-53.7,0,0,0,0,0,0,0,24,257,9,Y,,,0
13-Dec,47,Meeker,463,1,EDEN VALLEY-WATKINS SCHOOL DISTRICT,0,All Schools,6,06E,GRAD,20130416,11,M,1,All Categories,All Students,N,72,57,15,79.2,20.8,57.3,6.1,12.2,8,6.8,11.1,1.3,54.7-59.9,0,0,0,0,0,0,0,73,919,9,Y,,,0
13-Dec,47,Meeker,465,1,LITCHFIELD PUBLIC SCHOOL DISTRICT,0,All Schools,6,06E,GRAD,20130416,11,M,1,All Categories,All Students,N,135,94,41,69.6,30.4,53.6,5.9,11.6,7.5,6,12,1,51.6-55.6,0,0,0,0,0,0,0,146,1694,9,Y,,,0
13-Dec,86,Wright,466,1,DASSEL-COKATO PUBLIC SCHOOL DIST.,0,All Schools,6,07W,GRAD,20130416,11,M,1,All Categories,All Students,N,164,112,52,68.3,31.7,55.7,5.9,11.4,7.9,6.5,13,1,53.7-57.7,1,0,0,0,0,0,0,173,2231,9,Y,,,0
13-Dec,48,Mille Lacs,473,1,ISLE PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20130416,11,M,1,All Categories,All Students,N,34,25,9,73.5,26.5,56.9,5.8,11.9,7.8,6.7,13.4,2.3,52.4-61.4,0,0,0,0,0,0,0,40,493,9,Y,,,0
13-Dec,48,Mille Lacs,477,1,PRINCETON PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20130416,11,M,1,All Categories,All Students,N,242,136,106,56.2,43.8,50.3,5.3,10.9,6.9,5.8,10.3,0.7,49.0-51.6,1,0,0,0,0,0,0,252,3219,9,Y,,,0
13-Dec,48,Mille Lacs,480,1,ONAMIA PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20130416,11,M,1,All Categories,All Students,N,36,19,17,52.8,47.2,50.4,5.2,10.9,6.7,5.9,12.6,2.1,46.3-54.5,0,0,0,1,0,0,0,59,669,9,Y,,,0
13-Dec,49,Morrison,482,1,LITTLE FALLS PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20130416,11,M,1,All Categories,All Students,N,173,106,67,61.3,38.7,52.2,5.6,11.1,7.3,5.6,13.1,1,50.2-54.2,1,0,0,0,0,0,0,184,2450,9,Y,,,0
13-Dec,49,Morrison,484,1,PIERZ PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20130416,11,M,1,All Categories,All Students,N,91,66,25,72.5,27.5,54.4,5.7,11.8,7.6,6.2,12.4,1.3,51.9-56.9,0,0,0,0,0,0,0,96,1095,9,Y,,,0
13-Dec,49,Morrison,485,1,ROYALTON PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20130416,11,M,1,All Categories,All Students,N,42,25,17,59.5,40.5,52,5.5,11.4,7.5,5.9,9,1.4,49.3-54.7,0,0,0,0,0,0,0,48,862,9,Y,,,0
13-Dec,49,Morrison,486,1,SWANVILLE PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20130416,11,M,1,All Categories,All Students,N,30,16,14,53.3,46.7,51,5.2,10.6,6.6,5.8,16.1,2.9,45.2-56.8,0,0,0,0,0,0,0,29,334,9,Y,,,0
13-Dec,49,Morrison,487,1,UPSALA PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20130416,11,M,1,All Categories,All Students,N,28,17,11,60.7,39.3,54.1,5.5,11.3,7.7,5.8,14.7,2.8,48.7-59.5,0,0,0,0,0,0,0,31,377,9,Y,,,0
13-Dec,50,Mower,492,1,AUSTIN PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20130416,11,M,1,All Categories,All Students,N,277,144,133,52,48,49.9,5.4,10.3,6.6,5.8,14.2,0.9,48.2-51.6,0,0,0,1,0,0,0,315,4557,9,Y,,,0
13-Dec,50,Mower,495,1,GRAND MEADOW PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20130416,11,M,1,All Categories,All Students,N,20,11,9,55,45,50.4,5.3,10.4,7.3,5.9,11.6,2.6,45.3-55.5,0,0,0,0,0,0,0,24,398,9,Y,,,0
13-Dec,50,Mower,497,1,LYLE PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20130416,11,M,1,All Categories,All Students,N,11,6,5,54.5,45.5,48.5,5.5,10.3,6.8,5.5,9.2,2.8,43.0-54.0,0,0,0,0,0,0,0,14,240,9,Y,,,0
13-Dec,50,Mower,499,1,LEROY-OSTRANDER PUBLIC SCHOOLS,0,All Schools,10,10,GRAD,20130416,11,M,1,All Categories,All Students,N,18,14,4,77.8,22.2,55.8,5.8,11.6,8.4,6.8,10.3,2.4,51.0-60.6,0,0,0,0,0,0,0,19,289,9,Y,,,0
13-Dec,50,Mower,500,1,SOUTHLAND PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20130416,11,M,1,All Categories,All Students,N,47,32,15,68.1,31.9,53.5,5.7,11.2,7.8,6.3,10.8,1.6,50.4-56.6,0,0,0,0,0,0,0,53,488,9,Y,,,0
13-Dec,51,Murray,505,1,FULDA PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20130416,11,M,1,All Categories,All Students,N,26,20,6,76.9,23.1,55.8,6.1,12,8.3,6.8,7.7,1.5,52.8-58.8,0,0,0,0,0,0,0,30,299,9,Y,,,0
13-Dec,52,Nicollet,507,1,NICOLLET PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20130416,11,M,1,All Categories,All Students,Y,8,,,,,,,,,,,,,,,,,,,,11,325,9,Y,,,0
13-Dec,52,Nicollet,508,1,ST. PETER PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20130416,11,M,1,All Categories,All Students,N,132,93,39,70.5,29.5,54.9,5.9,11.8,7.6,6.6,11.3,1,53.0-56.8,0,0,0,1,0,0,0,147,1906,9,Y,,,0
13-Dec,53,Nobles,511,1,ADRIAN PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20130416,11,M,1,All Categories,All Students,N,41,28,13,68.3,31.7,57.2,5.8,11.8,7.9,6.3,15.6,2.4,52.4-62.0,0,0,0,0,0,0,0,44,604,9,Y,,,0
13-Dec,53,Nobles,514,1,ELLSWORTH PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20130416,11,M,1,All Categories,All Students,N,16,12,4,75,25,54,5.5,11.8,7.5,6.6,11,2.8,48.6-59.4,0,0,0,0,0,0,0,17,168,9,Y,,,0
13-Dec,53,Nobles,516,1,ROUND LAKE PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20130416,11,M,1,All Categories,All Students,Y,8,,,,,,,,,,,,,,,,,,,,9,91,9,Y,,,0
13-Dec,53,Nobles,518,1,WORTHINGTON PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20130416,11,M,1,All Categories,All Students,N,159,77,82,48.4,51.6,47.6,5,10.3,6.2,5.2,13.9,1.1,45.4-49.8,2,0,0,1,0,0,0,168,2676,9,Y,,,0
13-Dec,55,Olmsted,531,1,BYRON PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20130416,11,M,1,All Categories,All Students,N,116,86,30,74.1,25.9,58.6,5.9,11.8,8.3,6.8,14.3,1.3,56.0-61.2,0,0,0,0,0,0,0,121,1837,9,Y,,,0
13-Dec,55,Olmsted,533,1,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20130416,11,M,1,All Categories,All Students,N,77,58,19,75.3,24.7,54.4,6.1,11.8,7.9,6.2,9.9,1.1,52.2-56.6,0,0,0,0,0,0,0,81,1144,9,Y,,,0
13-Dec,55,Olmsted,534,1,STEWARTVILLE PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20130416,11,M,1,All Categories,All Students,N,116,79,37,68.1,31.9,54,5.8,11.5,7.4,6.4,12.1,1.1,51.8-56.2,0,0,0,1,0,0,0,131,1914,9,Y,,,0
13-Dec,55,Olmsted,535,1,ROCHESTER PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20130416,11,M,1,All Categories,All Students,N,1097,743,354,67.7,32.3,55.2,5.7,11.4,7.5,6.4,14.9,0.4,54.3-56.1,10,0,0,0,0,0,0,1195,16117,9,Y,,,0
13-Dec,56,Otter Tail,542,1,BATTLE LAKE PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20130416,11,M,1,All Categories,All Students,N,28,23,5,82.1,17.9,59,6.5,12.1,7.9,7.6,9.9,1.9,55.3-62.7,0,0,0,0,0,0,0,31,445,9,Y,,,0
13-Dec,56,Otter Tail,544,1,FERGUS FALLS PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20130416,11,M,1,All Categories,All Students,N,240,124,116,51.7,48.3,49.5,5.2,10.3,6.9,5.4,13.6,0.9,47.8-51.2,0,0,0,1,0,0,0,245,2495,9,Y,,,0
13-Dec,56,Otter Tail,545,1,HENNING PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20130416,11,M,1,All Categories,All Students,N,18,15,3,83.3,16.7,54.2,5.9,11.7,7.9,6.4,8.8,2.1,50.1-58.3,0,0,0,0,0,0,0,23,372,9,Y,,,0
13-Dec,56,Otter Tail,547,1,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20130416,11,M,1,All Categories,All Students,N,41,30,11,73.2,26.8,53.7,5.9,11.5,8,6,11.8,1.8,50.1-57.3,0,0,0,0,0,0,0,50,521,9,Y,,,0
13-Dec,56,Otter Tail,548,1,PELICAN RAPIDS PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20130416,11,M,1,All Categories,All Students,N,73,39,34,53.4,46.6,48.4,5.4,9.9,6.6,5.6,13.3,1.6,45.4-51.4,0,0,0,0,0,0,0,80,913,9,Y,,,0
13-Dec,56,Otter Tail,549,1,PERHAM-DENT PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20130416,11,M,1,All Categories,All Students,N,113,85,28,75.2,24.8,57.1,6.1,12,8.2,6.4,12.2,1.1,54.9-59.3,1,0,0,0,0,0,0,122,1345,9,Y,,,0
13-Dec,56,Otter Tail,550,1,UNDERWOOD PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20130416,11,M,1,All Categories,All Students,N,38,22,16,57.9,42.1,50.9,5.4,10.9,6.9,5.8,11.8,1.9,47.1-54.7,0,0,0,0,0,0,0,43,600,9,Y,,,0
13-Dec,56,Otter Tail,553,1,NEW YORK MILLS PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20130416,11,M,1,All Categories,All Students,N,43,30,13,69.8,30.2,54.3,5.9,12.1,7.8,5.7,10.7,1.6,51.1-57.5,0,0,0,0,0,0,0,45,685,9,Y,,,0
13-Dec,57,Pennington,561,1,GOODRIDGE PUBLIC SCHOOL DISTRICT,0,All Schools,1,1,GRAD,20130416,11,M,1,All Categories,All Students,Y,8,,,,,,,,,,,,,,,,,,,,8,173,9,Y,,,0
13-Dec,57,Pennington,564,1,THIEF RIVER FALLS SCHOOL DISTRICT,0,All Schools,1,1,GRAD,20130416,11,M,1,All Categories,All Students,N,152,90,62,59.2,40.8,51.5,5.5,11.1,7.1,5.6,12.7,1,49.5-53.5,0,0,0,0,0,0,0,162,1946,9,Y,,,0
13-Dec,58,Pine,577,1,WILLOW RIVER PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20130416,11,M,1,All Categories,All Students,N,32,18,14,56.3,43.8,50,5.2,10.5,7,5.8,11.8,2.1,45.9-54.1,0,0,0,0,0,0,0,40,437,9,Y,,,0
13-Dec,58,Pine,578,1,PINE CITY PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20130416,11,M,1,All Categories,All Students,N,105,65,40,61.9,38.1,52.7,5.5,11.3,7.4,6,12.7,1.2,50.3-55.1,2,0,0,1,0,0,0,123,1662,9,Y,,,0
13-Dec,59,Pipestone,581,1,EDGERTON PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20130416,11,M,1,All Categories,All Students,N,23,16,7,69.6,30.4,57.9,6.1,11.8,7.9,6.3,15.7,3.3,51.5-64.3,0,0,0,0,0,0,0,23,336,9,Y,,,0
