Data Year,District County Number,District County Name,District Number,District Type,District Name,School Number,School Name,ECSU Number,Eco Dev Rgn,Test Name,Test Date,Grade,Subject,Report Order,Report Category,Report Description,Filtered,Count Tested,Count Passed,Count Not Passed,Percent Passed,Percent Not Passed,Average Score,GNS Average Score,GPFA Average Score,GDSP Average Score,GSGM Average Score,Standard Deviation,Std. Error of Mean,Confidence Interval,Count Absent,Count Invalid,Count Medical Exempt,Count Not Complete,Count PSO,Count Refused,Count Wrong Grade,October 1 Grade Enrollment,October 1 District Enrollment,Filter Threshold,Public School,School County Number,School County Name,School Classification
11-Oct,2,Anoka,16,1,SPRING LAKE PARK PUBLIC SCHOOLS,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,341,180,161,52.8,47.2,50.8,4.7,9.3,7.8,5.2,14.9,0.8,49.2-52.4,1,0,0,3,0,0,0,355,4826,9,Y,,,0
11-Oct,3,Becker,22,1,DETROIT LAKES PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20110412,11,M,1,All Categories,All Students,N,206,130,76,63.1,36.9,53.6,5,10.2,7.9,5.7,15.5,1.1,51.5-55.7,2,0,0,1,0,0,0,219,2761,9,Y,,,0
11-Oct,3,Becker,23,1,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20110412,11,M,1,All Categories,All Students,N,45,23,22,51.1,48.9,49.3,4.9,9.1,7.3,5.5,10.4,1.5,46.3-52.3,0,0,0,0,0,0,0,56,902,9,Y,,,0
11-Oct,4,Beltrami,31,1,BEMIDJI PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20110412,11,M,1,All Categories,All Students,N,318,180,138,56.6,43.4,52.2,4.7,10.3,7.8,5.3,13.5,0.8,50.7-53.7,1,1,0,0,0,0,1,351,4980,9,Y,,,0
11-Oct,4,Beltrami,32,1,BLACKDUCK PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20110412,11,M,1,All Categories,All Students,N,32,15,17,46.9,53.1,49.8,4.8,9.3,7.1,5.4,14,2.5,45.0-54.6,0,0,0,0,0,0,0,40,626,9,Y,,,0
11-Oct,4,Beltrami,36,1,KELLIHER PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20110412,11,M,1,All Categories,All Students,N,13,10,3,76.9,23.1,56.3,5.8,10.9,9.2,5.5,8.9,2.5,51.5-61.1,0,0,0,0,0,0,0,18,230,9,Y,,,0
11-Oct,4,Beltrami,38,1,RED LAKE PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20110412,11,M,1,All Categories,All Students,N,51,0,51,0,100,31,2.9,4.7,4,3.2,9.2,1.3,28.5-33.5,0,0,0,3,0,0,1,61,1358,9,Y,,,0
11-Oct,5,Benton,47,1,SAUK RAPIDS-RICE PUBLIC SCHOOLS,0,All Schools,7,07W,GRAD,20110412,11,M,1,All Categories,All Students,N,311,184,127,59.2,40.8,52.3,4.9,10,7.9,5.7,12.3,0.7,50.9-53.7,0,0,0,0,0,0,0,324,3740,9,Y,,,0
11-Oct,5,Benton,51,1,FOLEY PUBLIC SCHOOL DISTRICT,0,All Schools,7,07W,GRAD,20110412,11,M,1,All Categories,All Students,N,134,69,65,51.5,48.5,49.9,4.8,9.1,7.7,5.3,12.4,1.1,47.8-52.0,0,0,0,0,0,0,0,134,1749,9,Y,,,0
11-Oct,7,Blue Earth,75,1,ST. CLAIR PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,11,M,1,All Categories,All Students,N,33,15,18,45.5,54.5,49.7,4.9,9.8,6.7,5.2,11.8,2,45.7-53.7,0,0,0,0,0,0,0,39,593,9,Y,,,0
11-Oct,7,Blue Earth,77,1,MANKATO PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,11,M,1,All Categories,All Students,N,474,311,163,65.6,34.4,54.1,5,10.3,8.1,5.7,14.2,0.7,52.8-55.4,0,0,0,1,0,0,1,525,7284,9,Y,,,0
11-Oct,8,Brown,81,1,COMFREY PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,11,M,1,All Categories,All Students,N,13,6,7,46.2,53.8,48.3,4.6,9.3,8,4.5,9.5,2.6,43.1-53.5,0,0,0,0,0,0,0,12,159,9,Y,,,0
11-Oct,8,Brown,84,1,SLEEPY EYE PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,11,M,1,All Categories,All Students,N,52,24,28,46.2,53.8,47.8,4.4,9.3,7,4.8,11.3,1.6,44.7-50.9,0,0,0,0,0,0,1,55,614,9,Y,,,0
11-Oct,8,Brown,85,1,SPRINGFIELD PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,11,M,1,All Categories,All Students,N,41,26,15,63.4,36.6,54,5.1,10.2,8.3,5.3,13.9,2.2,49.8-58.2,0,0,0,0,0,0,0,44,577,9,Y,,,0
11-Oct,8,Brown,88,1,NEW ULM PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,11,M,1,All Categories,All Students,N,159,103,56,64.8,35.2,55.1,5.2,10.7,8.4,5.8,10.7,0.8,53.4-56.8,0,0,0,0,0,0,0,166,1954,9,Y,,,0
11-Oct,9,Carlton,91,1,BARNUM PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,11,M,1,All Categories,All Students,N,42,25,17,59.5,40.5,52,4.9,10.1,7.8,5.5,11.3,1.7,48.6-55.4,0,0,0,0,0,0,0,46,757,9,Y,,,0
11-Oct,9,Carlton,93,1,CARLTON PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,11,M,1,All Categories,All Students,N,32,8,24,25,75,43.3,4.1,7.8,5.7,4.9,8.7,1.5,40.3-46.3,0,0,0,0,0,0,0,35,498,9,Y,,,0
11-Oct,9,Carlton,94,1,CLOQUET PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,11,M,1,All Categories,All Students,N,167,95,72,56.9,43.1,51.3,4.8,9.7,8.1,5.3,13.1,1,49.3-53.3,1,0,0,0,0,0,1,183,2354,9,Y,,,0
11-Oct,9,Carlton,95,1,CROMWELL-WRIGHT PUBLIC SCHOOLS,0,All Schools,3,3,GRAD,20110412,11,M,1,All Categories,All Students,N,17,13,4,76.5,23.5,53.3,4.8,10.7,8.5,5.9,5.6,1.4,50.6-56.0,0,0,0,0,0,0,0,20,291,9,Y,,,0
11-Oct,9,Carlton,97,1,MOOSE LAKE PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,11,M,1,All Categories,All Students,N,51,32,19,62.7,37.3,54.7,5.2,9.8,8.6,6.1,11.4,1.6,51.6-57.8,0,0,0,0,0,0,0,56,708,9,Y,,,0
11-Oct,9,Carlton,99,1,ESKO PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,11,M,1,All Categories,All Students,N,78,61,17,78.2,21.8,56.3,5.6,11.3,8.2,6.2,8.9,1,54.3-58.3,0,0,0,0,0,0,0,84,1194,9,Y,,,0
11-Oct,9,Carlton,100,1,WRENSHALL PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,11,M,1,All Categories,All Students,N,16,7,9,43.8,56.3,46.7,4.7,9.1,6.3,5.1,11.2,2.8,41.2-52.2,0,0,0,0,0,0,0,23,350,9,Y,,,0
11-Oct,10,Carver,108,1,CENTRAL PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,86,63,23,73.3,26.7,57.8,5.3,11.6,8.9,6,10.5,1.1,55.6-60.0,0,0,0,0,0,0,0,90,981,9,Y,,,0
11-Oct,10,Carver,110,1,WACONIA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,234,164,70,70.1,29.9,54.3,5.1,10.7,8.2,5.8,10.6,0.7,52.9-55.7,1,0,0,0,0,0,0,252,3313,9,Y,,,0
11-Oct,10,Carver,111,1,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,103,78,25,75.7,24.3,55.5,5.2,10.8,8.7,6,11,1.1,53.4-57.6,0,0,0,0,0,0,0,111,1581,9,Y,,,0
11-Oct,10,Carver,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,609,435,174,71.4,28.6,55.2,5.2,10.8,8.4,5.9,11.1,0.4,54.3-56.1,0,0,1,2,0,0,0,633,8947,9,Y,,,0
11-Oct,11,Cass,113,1,WALKER-HACKENSACK-AKELEY SCHL. DIST,0,All Schools,5,5,GRAD,20110412,11,M,1,All Categories,All Students,N,56,21,35,37.5,62.5,46.8,4.6,8.7,6.4,5.2,10.6,1.4,44.0-49.6,3,0,0,0,0,0,0,79,812,9,Y,,,0
11-Oct,11,Cass,115,1,CASS LAKE-BENA PUBLIC SCHOOLS,0,All Schools,5,5,GRAD,20110412,11,M,1,All Categories,All Students,N,56,20,36,35.7,64.3,44.3,4.3,7.7,6.6,4.9,11.9,1.6,41.2-47.4,1,0,0,0,0,0,0,85,1127,9,Y,,,0
11-Oct,11,Cass,116,1,PILLAGER PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20110412,11,M,1,All Categories,All Students,N,51,42,9,82.4,17.6,57.1,5.4,11.1,8.8,6.2,11,1.5,54.1-60.1,0,0,0,0,0,0,0,56,833,9,Y,,,0
11-Oct,11,Cass,118,1,NORTHLAND COMMUNITY SCHOOLS,0,All Schools,5,5,GRAD,20110412,11,M,1,All Categories,All Students,N,26,13,13,50,50,45.8,4.5,8.8,6.6,4.6,15.9,3.1,39.7-51.9,0,0,0,0,0,0,0,28,382,9,Y,,,0
11-Oct,12,Chippewa,129,1,MONTEVIDEO PUBLIC SCHOOL DISTRICT,0,All Schools,6,06W,GRAD,20110412,11,M,1,All Categories,All Students,N,94,63,31,67,33,53.8,5.2,10.2,8.1,5.8,13.6,1.4,51.1-56.5,0,0,0,0,0,0,0,102,1309,9,Y,,,0
11-Oct,13,Chisago,138,1,NORTH BRANCH PUBLIC SCHOOLS,0,All Schools,7,07E,GRAD,20110412,11,M,1,All Categories,All Students,N,227,137,90,60.4,39.6,53.2,4.9,10.1,8.2,5.6,12.5,0.8,51.6-54.8,2,0,0,0,0,0,0,252,3401,9,Y,,,0
11-Oct,13,Chisago,139,1,RUSH CITY PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20110412,11,M,1,All Categories,All Students,N,70,34,36,48.6,51.4,50.4,4.6,9.9,7.3,5,13.1,1.6,47.3-53.5,0,0,0,0,0,0,0,71,892,9,Y,,,0
11-Oct,14,Clay,146,1,BARNESVILLE PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20110412,11,M,1,All Categories,All Students,N,51,26,25,51,49,52.9,5.1,9.9,8,5.5,11.9,1.7,49.6-56.2,0,0,0,0,0,0,0,51,837,9,Y,,,0
11-Oct,14,Clay,150,1,HAWLEY PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,11,M,1,All Categories,All Students,N,69,48,21,69.6,30.4,55.5,5.1,10.7,8.5,6,12.1,1.5,52.7-58.3,0,0,0,0,0,0,0,72,913,9,Y,,,0
11-Oct,14,Clay,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,11,M,1,All Categories,All Students,N,342,200,142,58.5,41.5,52.4,5,10.1,7.8,5.4,13.2,0.7,51.0-53.8,1,0,2,0,0,0,0,375,5353,9,Y,,,0
11-Oct,66,Rice,160,70,MINNESOTA STATE ACADEMIES,0,All Schools,10,10,GRAD,20110412,11,M,1,All Categories,All Students,N,10,6,4,60,40,44.9,4.4,8.6,6.4,5.1,14,4.4,36.2-53.6,0,0,0,0,0,0,0,12,166,9,Y,,,0
11-Oct,15,Clearwater,162,1,BAGLEY PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20110412,11,M,1,All Categories,All Students,N,58,24,34,41.4,58.6,49.3,4.6,9.2,7.2,5.4,11.9,1.6,46.2-52.4,0,0,0,0,0,0,0,73,1006,9,Y,,,0
11-Oct,16,Cook,166,1,COOK COUNTY PUBLIC SCHOOLS,0,All Schools,3,3,GRAD,20110412,11,M,1,All Categories,All Students,N,35,18,17,51.4,48.6,48.9,4.7,9.1,7.2,5.3,14.9,2.5,44.0-53.8,0,0,0,0,0,0,0,35,476,9,Y,,,0
11-Oct,17,Cottonwood,173,1,MOUNTAIN LAKE PUBLIC SCHOOLS,0,All Schools,6,8,GRAD,20110412,11,M,1,All Categories,All Students,N,35,14,21,40,60,47.6,4.6,8.8,6.6,5.3,11.6,2,43.8-51.4,0,0,0,0,0,0,0,36,462,9,Y,,,0
11-Oct,17,Cottonwood,177,1,WINDOM PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20110412,11,M,1,All Categories,All Students,N,57,36,21,63.2,36.8,54.1,5.4,10.3,8,5.8,12.9,1.7,50.8-57.4,0,0,0,0,0,0,0,65,955,9,Y,,,0
11-Oct,18,Crow Wing,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20110412,11,M,1,All Categories,All Students,N,476,318,158,66.8,33.2,54.7,5,10.6,8,6,13,0.6,53.5-55.9,0,0,0,0,0,0,0,539,6564,9,Y,,,0
11-Oct,18,Crow Wing,182,1,CROSBY-IRONTON PUBLIC SCHOOL DIST.,0,All Schools,5,5,GRAD,20110412,11,M,1,All Categories,All Students,N,83,42,41,50.6,49.4,48.9,4.8,9,7.4,5,12,1.3,46.3-51.5,0,0,0,0,0,0,0,86,1180,9,Y,,,0
11-Oct,18,Crow Wing,186,1,PEQUOT LAKES PUBLIC SCHOOLS,0,All Schools,5,5,GRAD,20110412,11,M,1,All Categories,All Students,N,123,81,42,65.9,34.1,53.2,5.2,10.3,8,5.7,9.7,0.9,51.5-54.9,1,0,0,0,0,0,0,136,1587,9,Y,,,0
11-Oct,19,Dakota,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,793,458,335,57.8,42.2,51.6,4.8,9.5,8,5.4,14.4,0.5,50.6-52.6,4,0,0,0,0,0,0,842,9696,9,Y,,,0
11-Oct,19,Dakota,192,1,FARMINGTON PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,390,225,165,57.7,42.3,51.5,5,9.7,7.8,5.4,11.9,0.6,50.3-52.7,1,1,0,3,0,0,0,413,6432,9,Y,,,0
11-Oct,19,Dakota,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,924,713,211,77.2,22.8,57,5.3,11.2,8.9,5.9,11.7,0.4,56.2-57.8,2,1,0,1,0,1,0,960,11076,9,Y,,,0
11-Oct,19,Dakota,195,1,RANDOLPH PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,41,22,19,53.7,46.3,51.2,4.9,9.7,8.1,4.9,12.4,1.9,47.4-55.0,0,0,0,0,0,0,0,44,567,9,Y,,,0
11-Oct,19,Dakota,196,1,ROSEMOUNT-APPLE VALLEY-EAGAN,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,2136,1590,546,74.4,25.6,56.9,5.3,10.8,8.9,6,12.9,0.3,56.4-57.4,4,1,1,7,0,0,0,2323,27091,9,Y,,,0
11-Oct,19,Dakota,197,1,WEST ST. PAUL-MENDOTA HTS.-EAGAN,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,323,199,124,61.6,38.4,51.8,5,10.1,7.6,5.4,12.4,0.7,50.4-53.2,0,0,0,1,0,0,0,347,4401,9,Y,,,0
11-Oct,19,Dakota,199,1,INVER GROVE HEIGHTS SCHOOLS,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,242,171,71,70.7,29.3,55.3,5,10.6,8.5,5.7,13.8,0.9,53.6-57.0,0,0,0,2,0,0,0,266,3690,9,Y,,,0
11-Oct,19,Dakota,200,1,HASTINGS PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,362,259,103,71.5,28.5,56.1,5.2,10.7,8.7,5.9,12.6,0.7,54.8-57.4,2,3,0,2,0,0,0,403,4630,9,Y,,,0
11-Oct,20,Dodge,203,1,HAYFIELD PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,11,M,1,All Categories,All Students,N,64,34,30,53.1,46.9,50.5,4.9,9.1,7.5,5.5,12,1.5,47.6-53.4,0,0,0,1,0,0,0,68,778,9,Y,,,0
11-Oct,20,Dodge,204,1,KASSON-MANTORVILLE SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,11,M,1,All Categories,All Students,N,142,110,32,77.5,22.5,57.4,5.5,11,9.1,6,10.6,0.9,55.7-59.1,0,0,0,0,0,0,0,142,2102,9,Y,,,0
11-Oct,21,Douglas,206,1,ALEXANDRIA PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,11,M,1,All Categories,All Students,N,261,206,55,78.9,21.1,57.3,5.4,11.1,8.9,6.1,11,0.7,56.0-58.6,0,0,0,0,0,0,0,287,3794,9,Y,,,0
11-Oct,21,Douglas,207,1,BRANDON PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,11,M,1,All Categories,All Students,N,16,9,7,56.3,43.8,53.9,5.4,9.8,8.2,5.6,13.1,3.3,47.5-60.3,0,0,1,0,0,0,0,19,263,9,Y,,,0
11-Oct,21,Douglas,208,1,EVANSVILLE PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,11,M,1,All Categories,All Students,N,15,7,8,46.7,53.3,50.8,4.8,9.9,7.5,4.7,12.9,3.3,44.3-57.3,0,0,0,0,0,0,0,15,147,9,Y,,,0
11-Oct,21,Douglas,213,1,OSAKIS PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,11,M,1,All Categories,All Students,N,75,54,21,72,28,56.2,5.2,10.9,8.8,5.8,11.4,1.3,53.6-58.8,0,0,0,0,0,0,0,79,805,9,Y,,,0
11-Oct,55,Olmsted,227,1,CHATFIELD PUBLIC SCHOOLS,0,All Schools,10,10,GRAD,20110412,11,M,1,All Categories,All Students,N,66,35,31,53,47,49.9,4.9,9.5,7.4,4.9,12.8,1.6,46.8-53.0,1,0,0,1,0,0,0,70,876,9,Y,,,0
11-Oct,23,Fillmore,229,1,LANESBORO PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,11,M,1,All Categories,All Students,N,21,12,9,57.1,42.9,52,5.5,9.5,8.1,5.3,10.1,2.2,47.7-56.3,0,0,0,0,0,0,0,25,335,9,Y,,,0
11-Oct,23,Fillmore,238,1,MABEL-CANTON PUBLIC SCHOOL DIST.,0,All Schools,10,10,GRAD,20110412,11,M,1,All Categories,All Students,N,21,16,5,76.2,23.8,56.8,5,10.7,9.1,6,13,2.8,51.2-62.4,0,0,0,0,0,0,0,22,280,9,Y,,,0
11-Oct,23,Fillmore,239,1,RUSHFORD-PETERSON PUBLIC SCHOOLS,0,All Schools,10,10,GRAD,20110412,11,M,1,All Categories,All Students,N,37,29,8,78.4,21.6,57.4,5.6,11.2,8.7,6.2,10.1,1.7,54.1-60.7,0,0,0,0,0,0,0,40,623,9,Y,,,0
11-Oct,24,Freeborn,241,1,ALBERT LEA PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,11,M,1,All Categories,All Students,N,229,120,109,52.4,47.6,50.9,4.8,9.4,7.6,5.3,14.7,1,49.0-52.8,1,0,0,3,0,0,0,244,3163,9,Y,,,0
11-Oct,24,Freeborn,242,1,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,11,M,1,All Categories,All Students,N,24,11,13,45.8,54.2,51.2,4.9,10,7.3,5.5,9.7,2,47.3-55.1,0,0,0,0,0,0,0,27,500,9,Y,,,0
11-Oct,25,Goodhue,252,1,CANNON FALLS PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,11,M,1,All Categories,All Students,N,95,54,41,56.8,43.2,51.6,5,9.7,8.1,5.5,10.8,1.1,49.4-53.8,0,0,1,1,0,0,0,99,1202,9,Y,,,0
11-Oct,25,Goodhue,253,1,GOODHUE PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,11,M,1,All Categories,All Students,N,53,22,31,41.5,58.5,46.1,4.7,8.6,6,5.2,11.4,1.6,43.0-49.2,0,0,0,0,0,0,0,52,664,9,Y,,,0
11-Oct,25,Goodhue,255,1,PINE ISLAND PUBLIC SCHOOL DIST.,0,All Schools,10,10,GRAD,20110412,11,M,1,All Categories,All Students,N,82,52,30,63.4,36.6,54.1,4.9,10.2,8.5,5.4,15.2,1.7,50.8-57.4,0,0,0,0,0,0,0,89,1202,9,Y,,,0
11-Oct,25,Goodhue,256,1,RED WING PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,11,M,1,All Categories,All Students,N,226,141,85,62.4,37.6,53,5,10.3,8,5.5,12.2,0.8,51.4-54.6,0,0,0,0,0,0,0,233,2800,9,Y,,,0
11-Oct,26,Grant,261,1,ASHBY PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,11,M,1,All Categories,All Students,N,16,10,6,62.5,37.5,54.4,5.3,10.8,7.8,6,9.4,2.3,49.8-59.0,0,0,0,0,0,0,0,20,253,9,Y,,,0
11-Oct,26,Grant,264,1,HERMAN-NORCROSS SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,11,M,1,All Categories,All Students,Y,7,,,,,,,,,,,,,,,,,,,,10,106,9,Y,,,0
11-Oct,27,Hennepin,270,1,HOPKINS PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,543,314,229,57.8,42.2,52.2,4.7,9.9,8.2,5.4,13.8,0.6,51.0-53.4,4,1,1,7,0,0,0,583,7156,9,Y,,,0
11-Oct,27,Hennepin,271,1,BLOOMINGTON PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,751,478,273,63.6,36.4,53.5,5,10.1,8.1,5.7,14.3,0.5,52.5-54.5,4,0,0,4,0,0,0,806,10204,9,Y,,,0
11-Oct,27,Hennepin,272,1,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,754,572,182,75.9,24.1,57.6,5.3,11.3,8.8,5.9,13.1,0.5,56.7-58.5,3,0,0,2,0,0,0,803,9620,9,Y,,,0
11-Oct,27,Hennepin,273,1,EDINA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,611,522,89,85.4,14.6,61.6,5.6,11.8,9.7,6.3,12.2,0.5,60.6-62.6,0,0,0,0,0,0,0,638,8199,9,Y,,,0
11-Oct,27,Hennepin,276,1,MINNETONKA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,694,567,127,81.7,18.3,59.5,5.4,11.3,9.4,6.4,12.2,0.5,58.6-60.4,5,0,0,1,0,0,0,719,8626,9,Y,,,0
11-Oct,27,Hennepin,277,1,WESTONKA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,11,M,1,All Categories,All Students,N,156,123,33,78.8,21.2,59,5.4,11.7,8.8,6.3,11.6,0.9,57.2-60.8,0,0,0,0,0,0,0,174,2184,9,Y,,,0
