Data Year,District County Number,District County Name,District Number,District Type,District Name,School Number,School Name,ECSU Number,Eco Dev Rgn,Test Name,Test Date,Grade,Subject,Report Order,Report Category,Report Description,Filtered,Count Tested,Count Passed,Count Not Passed,Percent Passed,Percent Not Passed,Average Score,VESS Average Score,CSPSS Average Score,LSS Average Score,Standard Deviation,Std. Error of Mean,Confidence Interval,Count Absent,Count Invalid,Count Medical Exempt,Count Not Complete,Count PSO,Count Refused,Count Wrong Grade,October 1 Grade Enrollment,October 1 District Enrollment,Filter Threshold,Public School,School County Number,School County Name,School Classification
10-Sep,2,Anoka,16,1,SPRING LAKE PARK PUBLIC SCHOOLS,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,361,270,91,74.8,25.2,55,6.2,19.6,4.4,11.4,0.6,53.8-56.2,0,0,0,1,0,0,0,386,4729,9,Y,,,0
10-Sep,3,Becker,22,1,DETROIT LAKES PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20100413,10,R,1,All Categories,All Students,N,205,171,34,83.4,16.6,57.6,6.7,20.5,4.6,11.1,0.8,56.1-59.1,5,0,0,1,0,0,0,224,2732,9,Y,,,0
10-Sep,3,Becker,23,1,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20100413,10,R,1,All Categories,All Students,N,56,39,17,69.6,30.4,53.3,6.1,18.9,4.1,10.5,1.4,50.6-56.0,0,0,0,0,0,0,0,62,896,9,Y,,,0
10-Sep,4,Beltrami,31,1,BEMIDJI PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20100413,10,R,1,All Categories,All Students,N,343,270,73,78.7,21.3,56.7,6.5,19.7,4.6,12.5,0.7,55.4-58.0,2,0,0,0,0,0,0,366,4824,9,Y,,,0
10-Sep,4,Beltrami,32,1,BLACKDUCK PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20100413,10,R,1,All Categories,All Students,N,41,30,11,73.2,26.8,53.1,6,18.8,4.1,11.7,1.8,49.5-56.7,0,0,0,0,0,0,0,42,616,9,Y,,,0
10-Sep,4,Beltrami,36,1,KELLIHER PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20100413,10,R,1,All Categories,All Students,N,18,16,2,88.9,11.1,58.9,6.4,20.8,4.9,11.7,2.8,53.5-64.3,0,0,0,0,0,0,0,19,220,9,Y,,,0
10-Sep,4,Beltrami,38,1,RED LAKE PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20100413,10,R,1,All Categories,All Students,N,59,18,41,30.5,69.5,42.9,4.6,14.4,3,10.2,1.3,40.3-45.5,0,0,0,2,0,0,0,82,1368,9,Y,,,0
10-Sep,5,Benton,47,1,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,0,All Schools,7,07W,GRAD,20100413,10,R,1,All Categories,All Students,N,302,244,58,80.8,19.2,55.5,6.5,19.7,4.5,10.3,0.6,54.3-56.7,0,0,0,2,0,0,0,317,3679,9,Y,,,0
10-Sep,5,Benton,51,1,FOLEY PUBLIC SCHOOL DISTRICT,0,All Schools,7,07W,GRAD,20100413,10,R,1,All Categories,All Students,N,129,108,21,83.7,16.3,56.7,6.5,20.2,4.6,11.3,1,54.7-58.7,0,0,0,0,0,0,0,132,1715,9,Y,,,0
10-Sep,7,Blue Earth,75,1,ST. CLAIR PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20100413,10,R,1,All Categories,All Students,N,40,32,8,80,20,54.4,6.1,19.4,4.5,11.6,1.8,50.8-58.0,0,0,0,0,0,0,0,43,584,9,Y,,,0
10-Sep,7,Blue Earth,77,1,MANKATO PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20100413,10,R,1,All Categories,All Students,N,487,402,85,82.5,17.5,57.4,6.6,20.2,4.7,11.5,0.5,56.4-58.4,1,0,0,1,0,0,0,504,7121,9,Y,,,0
10-Sep,8,Brown,81,1,COMFREY PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20100413,10,R,1,All Categories,All Students,N,12,7,5,58.3,41.7,50.3,5.6,17.6,4,9.6,2.8,44.9-55.7,0,0,0,0,0,0,0,13,155,9,Y,,,0
10-Sep,8,Brown,84,1,SLEEPY EYE PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20100413,10,R,1,All Categories,All Students,N,51,36,15,70.6,29.4,52.3,5.8,18.5,4,11,1.5,49.3-55.3,0,0,0,0,0,0,1,53,634,9,Y,,,0
10-Sep,8,Brown,85,1,SPRINGFIELD PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20100413,10,R,1,All Categories,All Students,N,44,34,10,77.3,22.7,56.8,6.8,19.7,4.7,11.1,1.7,53.5-60.1,0,0,0,0,0,0,0,44,578,9,Y,,,0
10-Sep,8,Brown,88,1,NEW ULM PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20100413,10,R,1,All Categories,All Students,N,162,143,19,88.3,11.7,58.1,6.7,20.9,4.8,8.9,0.7,56.7-59.5,0,0,0,0,0,0,0,170,1990,9,Y,,,0
10-Sep,9,Carlton,91,1,BARNUM PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20100413,10,R,1,All Categories,All Students,N,45,39,6,86.7,13.3,58.8,6.8,20.5,4.9,12.2,1.8,55.2-62.4,0,0,0,0,0,0,0,45,740,9,Y,,,0
10-Sep,9,Carlton,93,1,CARLTON PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20100413,10,R,1,All Categories,All Students,N,29,27,2,93.1,6.9,56.5,6.7,20.3,4.7,9,1.7,53.2-59.8,0,0,0,0,0,0,0,30,537,9,Y,,,0
10-Sep,9,Carlton,94,1,CLOQUET PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20100413,10,R,1,All Categories,All Students,N,175,144,31,82.3,17.7,57.2,6.7,20.1,4.7,11,0.8,55.6-58.8,0,0,0,0,0,0,0,176,2383,9,Y,,,0
10-Sep,9,Carlton,95,1,CROMWELL-WRIGHT PUBLIC SCHOOLS,0,All Schools,3,3,GRAD,20100413,10,R,1,All Categories,All Students,N,20,16,4,80,20,54.2,6,19.3,4.7,10.7,2.4,49.5-58.9,0,0,0,0,0,0,0,18,296,9,Y,,,0
10-Sep,9,Carlton,97,1,MOOSE LAKE PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20100413,10,R,1,All Categories,All Students,N,55,40,15,72.7,27.3,55.9,6.5,19.6,4.4,12.2,1.6,52.7-59.1,0,0,0,0,0,0,0,58,725,9,Y,,,0
10-Sep,9,Carlton,99,1,ESKO PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20100413,10,R,1,All Categories,All Students,N,83,77,6,92.8,7.2,61.9,7.1,21.7,5.2,10.1,1.1,59.7-64.1,0,0,0,0,0,0,0,83,1149,9,Y,,,0
10-Sep,9,Carlton,100,1,WRENSHALL PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20100413,10,R,1,All Categories,All Students,N,17,11,6,64.7,35.3,53.8,6.6,18.4,4.5,9.8,2.4,49.1-58.5,0,0,0,0,0,0,0,21,329,9,Y,,,0
10-Sep,10,Carver,108,1,NORWOOD PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,90,77,13,85.6,14.4,58,6.9,20.7,4.7,9.9,1,56.0-60.0,0,0,0,0,0,0,0,95,989,9,Y,,,0
10-Sep,10,Carver,110,1,WACONIA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,239,208,31,87,13,57.2,6.7,20.3,4.7,9.9,0.6,56.0-58.4,0,0,0,0,0,0,0,245,3177,9,Y,,,0
10-Sep,10,Carver,111,1,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,121,101,20,83.5,16.5,57.4,6.7,20.2,4.7,11.2,1,55.4-59.4,0,0,0,1,0,0,0,127,1582,9,Y,,,0
10-Sep,10,Carver,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,630,547,83,86.8,13.2,59.7,6.9,21.1,4.8,11,0.4,58.8-60.6,0,0,0,0,0,0,0,644,8854,9,Y,,,0
10-Sep,11,Cass,113,1,WALKER-HACKENSACK-AKELEY SCHL. DIST,0,All Schools,5,5,GRAD,20100413,10,R,1,All Categories,All Students,N,67,42,25,62.7,37.3,51.2,5.8,18,4.1,9.7,1.2,48.9-53.5,0,0,0,0,0,0,0,71,777,9,Y,,,0
10-Sep,11,Cass,115,1,CASS LAKE-BENA PUBLIC SCHOOLS,0,All Schools,5,5,GRAD,20100413,10,R,1,All Categories,All Students,N,65,39,26,60,40,50.3,5.8,17.6,4,10.2,1.3,47.8-52.8,2,0,0,0,0,0,1,100,1113,9,Y,,,0
10-Sep,11,Cass,116,1,PILLAGER PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20100413,10,R,1,All Categories,All Students,N,57,50,7,87.7,12.3,58.7,6.8,20.9,4.9,10,1.3,56.1-61.3,0,1,0,0,0,0,0,59,777,9,Y,,,0
10-Sep,11,Cass,118,1,NORTHLAND COMMUNITY SCHOOLS,0,All Schools,5,5,GRAD,20100413,10,R,1,All Categories,All Students,N,31,17,14,54.8,45.2,48.2,5.9,16.5,3.5,10.6,1.9,44.5-51.9,0,0,0,0,0,0,0,28,427,9,Y,,,0
10-Sep,12,Chippewa,129,1,MONTEVIDEO PUBLIC SCHOOL DISTRICT,0,All Schools,6,06W,GRAD,20100413,10,R,1,All Categories,All Students,N,99,82,17,82.8,17.2,58.4,6.6,20.6,4.8,11.6,1.2,56.1-60.7,0,0,0,0,0,0,0,104,1351,9,Y,,,0
10-Sep,13,Chisago,138,1,NORTH BRANCH PUBLIC SCHOOLS,0,All Schools,7,07E,GRAD,20100413,10,R,1,All Categories,All Students,N,257,212,45,82.5,17.5,57,6.6,20.1,4.7,11.1,0.7,55.6-58.4,0,1,0,1,0,0,0,263,3593,9,Y,,,0
10-Sep,13,Chisago,139,1,RUSH CITY PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20100413,10,R,1,All Categories,All Students,N,68,55,13,80.9,19.1,57.4,6.5,20.5,4.4,11.9,1.4,54.6-60.2,0,0,0,0,0,0,0,71,866,9,Y,,,0
10-Sep,14,Clay,146,1,BARNESVILLE PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20100413,10,R,1,All Categories,All Students,N,52,49,3,94.2,5.8,59.8,7.3,21.3,4.9,9.1,1.3,57.3-62.3,0,0,0,0,0,0,0,51,804,9,Y,,,0
10-Sep,14,Clay,150,1,HAWLEY PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20100413,10,R,1,All Categories,All Students,N,69,60,9,87,13,58.1,6.7,20.6,4.9,10.2,1.2,55.7-60.5,0,0,0,0,0,0,0,70,899,9,Y,,,0
10-Sep,14,Clay,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20100413,10,R,1,All Categories,All Students,N,361,303,58,83.9,16.1,57.1,6.6,20.2,4.7,11.5,0.6,55.9-58.3,0,1,0,0,0,0,0,392,5370,9,Y,,,0
10-Sep,66,Rice,160,70,MINNESOTA STATE ACADEMIES,0,All Schools,10,10,GRAD,20100413,10,R,1,All Categories,All Students,Y,8,,,,,,,,,,,,,,,,,,,11,173,9,Y,,,0
10-Sep,15,Clearwater,162,1,BAGLEY PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20100413,10,R,1,All Categories,All Students,N,69,52,17,75.4,24.6,55.4,6.4,19.8,4.1,12.4,1.5,52.5-58.3,0,0,0,0,0,0,0,80,994,9,Y,,,0
10-Sep,16,Cook,166,1,COOK COUNTY PUBLIC SCHOOLS,0,All Schools,3,3,GRAD,20100413,10,R,1,All Categories,All Students,N,37,30,7,81.1,18.9,58.3,6.6,20.4,4.8,12.1,2,54.4-62.2,0,0,0,0,0,0,0,36,493,9,Y,,,0
10-Sep,17,Cottonwood,173,1,MOUNTAIN LAKE PUBLIC SCHOOLS,0,All Schools,6,8,GRAD,20100413,10,R,1,All Categories,All Students,N,35,23,12,65.7,34.3,53.5,6.4,19,4,10.2,1.7,50.1-56.9,0,0,0,0,0,0,0,40,467,9,Y,,,0
10-Sep,17,Cottonwood,177,1,WINDOM PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20100413,10,R,1,All Categories,All Students,N,63,56,7,88.9,11.1,57.4,6.7,20.6,4.7,11,1.4,54.7-60.1,0,0,0,0,0,0,0,62,909,9,Y,,,0
10-Sep,18,Crow Wing,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20100413,10,R,1,All Categories,All Students,N,503,413,90,82.1,17.9,58.2,6.8,20.3,4.7,12.2,0.5,57.1-59.3,0,0,0,1,0,0,0,536,6671,9,Y,,,0
10-Sep,18,Crow Wing,182,1,CROSBY-IRONTON PUBLIC SCHOOL DIST.,0,All Schools,5,5,GRAD,20100413,10,R,1,All Categories,All Students,N,80,63,17,78.8,21.3,56.4,6.6,19.9,4.6,11.1,1.2,54.0-58.8,0,0,0,0,0,0,0,85,1146,9,Y,,,0
10-Sep,18,Crow Wing,186,1,PEQUOT LAKES PUBLIC SCHOOLS,0,All Schools,5,5,GRAD,20100413,10,R,1,All Categories,All Students,N,139,114,25,82,18,55.9,6.5,20,4.6,9.2,0.8,54.4-57.4,0,0,0,0,0,0,0,146,1570,9,Y,,,0
10-Sep,19,Dakota,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,801,647,154,80.8,19.2,56.8,6.5,20,4.6,11.4,0.4,56.0-57.6,5,0,0,2,0,0,0,844,9864,9,Y,,,0
10-Sep,19,Dakota,192,1,FARMINGTON PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,418,332,86,79.4,20.6,56,6.4,20,4.6,9.5,0.5,55.1-56.9,0,0,0,2,0,0,0,433,6432,9,Y,,,0
10-Sep,19,Dakota,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,959,861,98,89.8,10.2,59.9,7,21.1,5,10.5,0.3,59.2-60.6,4,0,0,0,0,0,0,987,11126,9,Y,,,0
10-Sep,19,Dakota,195,1,RANDOLPH PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,42,33,9,78.6,21.4,55.3,6.5,19.3,4.7,12.4,1.9,51.5-59.1,0,0,0,0,0,0,0,46,548,9,Y,,,0
10-Sep,19,Dakota,196,1,ROSEMOUNT-APPLE VALLEY-EAGAN,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,2207,1930,277,87.4,12.6,59.8,6.9,21.1,4.9,11,0.2,59.3-60.3,12,1,0,3,0,0,0,2269,27058,9,Y,,,0
10-Sep,19,Dakota,197,1,WEST ST. PAUL-MENDOTA HTS.-EAGAN,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,348,277,71,79.6,20.4,56.8,6.5,20.2,4.5,10.7,0.6,55.7-57.9,4,0,0,1,0,0,0,377,4378,9,Y,,,0
10-Sep,19,Dakota,199,1,INVER GROVE HEIGHTS SCHOOLS,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,257,201,56,78.2,21.8,56.5,6.5,19.9,4.6,11.2,0.7,55.1-57.9,1,0,0,5,0,0,0,269,3752,9,Y,,,0
10-Sep,19,Dakota,200,1,HASTINGS PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,402,317,85,78.9,21.1,56.7,6.5,20.2,4.5,11.2,0.6,55.6-57.8,2,0,0,0,0,0,0,417,4783,9,Y,,,0
10-Sep,20,Dodge,203,1,HAYFIELD PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20100413,10,R,1,All Categories,All Students,N,68,59,9,86.8,13.2,58.9,6.9,20.8,4.7,11.3,1.4,56.2-61.6,0,0,0,0,0,0,0,67,788,9,Y,,,0
10-Sep,20,Dodge,204,1,KASSON-MANTORVILLE SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20100413,10,R,1,All Categories,All Students,N,151,136,15,90.1,9.9,58.2,6.7,20.7,4.8,10.2,0.8,56.6-59.8,1,0,0,0,0,0,0,154,2078,9,Y,,,0
10-Sep,21,Douglas,206,1,ALEXANDRIA PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20100413,10,R,1,All Categories,All Students,N,266,229,37,86.1,13.9,58.7,6.7,20.7,4.9,11.1,0.7,57.4-60.0,0,0,0,1,0,0,0,292,3784,9,Y,,,0
10-Sep,21,Douglas,207,1,BRANDON PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20100413,10,R,1,All Categories,All Students,N,21,17,4,81,19,54,6.6,19.3,4.4,8,1.7,50.6-57.4,0,0,0,0,0,0,0,22,274,9,Y,,,0
10-Sep,21,Douglas,208,1,EVANSVILLE PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20100413,10,R,1,All Categories,All Students,N,15,14,1,93.3,6.7,56.3,6.5,19.9,4.7,9.7,2.5,51.4-61.2,0,0,0,0,0,0,0,15,154,9,Y,,,0
10-Sep,21,Douglas,213,1,OSAKIS PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20100413,10,R,1,All Categories,All Students,N,71,61,10,85.9,14.1,57.9,6.6,20.5,4.7,10.7,1.3,55.4-60.4,0,0,0,0,0,0,0,72,790,9,Y,,,0
10-Sep,55,Olmsted,227,1,CHATFIELD PUBLIC SCHOOLS,0,All Schools,10,10,GRAD,20100413,10,R,1,All Categories,All Students,N,67,48,19,71.6,28.4,54.1,6.2,19.2,4.3,10.9,1.3,51.5-56.7,0,0,0,0,0,0,0,69,866,9,Y,,,0
10-Sep,23,Fillmore,229,1,LANESBORO PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20100413,10,R,1,All Categories,All Students,N,24,17,7,70.8,29.2,54.9,6.5,19,4.5,11.4,2.3,50.3-59.5,0,0,0,0,0,0,0,24,345,9,Y,,,0
10-Sep,23,Fillmore,238,1,MABEL-CANTON PUBLIC SCHOOL DIST.,0,All Schools,10,10,GRAD,20100413,10,R,1,All Categories,All Students,N,21,15,6,71.4,28.6,55.8,6.4,19.4,4.9,12.6,2.7,50.4-61.2,0,0,0,0,0,0,0,21,309,9,Y,,,0
10-Sep,23,Fillmore,239,1,RUSHFORD-PETERSON PUBLIC SCHOOLS,0,All Schools,10,10,GRAD,20100413,10,R,1,All Categories,All Students,N,39,32,7,82.1,17.9,56.6,6.8,19.9,4.7,9.9,1.6,53.5-59.7,0,0,0,0,0,0,0,41,633,9,Y,,,0
10-Sep,24,Freeborn,241,1,ALBERT LEA PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20100413,10,R,1,All Categories,All Students,N,228,181,47,79.4,20.6,56.8,6.5,20.2,4.5,11.1,0.7,55.4-58.2,2,0,0,0,0,0,0,244,3239,9,Y,,,0
10-Sep,24,Freeborn,242,1,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20100413,10,R,1,All Categories,All Students,N,30,23,7,76.7,23.3,56.4,6.4,19.6,4.7,11.3,2.1,52.3-60.5,0,0,0,1,0,0,0,34,480,9,Y,,,0
10-Sep,25,Goodhue,252,1,CANNON FALLS PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20100413,10,R,1,All Categories,All Students,N,101,77,24,76.2,23.8,55.4,6.4,19.4,4.6,11.5,1.1,53.2-57.6,1,0,0,1,0,0,0,103,1244,9,Y,,,0
10-Sep,25,Goodhue,253,1,GOODHUE PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20100413,10,R,1,All Categories,All Students,N,52,39,13,75,25,53.5,6.1,18.9,4.5,9.9,1.4,50.8-56.2,0,0,0,0,0,0,0,51,686,9,Y,,,0
10-Sep,25,Goodhue,255,1,PINE ISLAND PUBLIC SCHOOL DIST.,0,All Schools,10,10,GRAD,20100413,10,R,1,All Categories,All Students,N,85,72,13,84.7,15.3,58.7,6.6,20.4,4.8,12.9,1.4,56.0-61.4,1,0,0,0,0,0,0,90,1218,9,Y,,,0
10-Sep,25,Goodhue,256,1,RED WING PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20100413,10,R,1,All Categories,All Students,N,226,189,37,83.6,16.4,57.5,6.6,20.3,4.8,11.1,0.7,56.0-59.0,1,0,0,2,0,0,0,246,2781,9,Y,,,0
10-Sep,26,Grant,261,1,ASHBY PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20100413,10,R,1,All Categories,All Students,N,18,16,2,88.9,11.1,57.5,7.1,20.6,4.7,7.7,1.8,53.9-61.1,0,0,0,0,0,0,0,20,270,9,Y,,,0
10-Sep,26,Grant,264,1,HERMAN-NORCROSS SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20100413,10,R,1,All Categories,All Students,Y,8,,,,,,,,,,,,,,,,,,,8,102,9,Y,,,0
10-Sep,27,Hennepin,270,1,HOPKINS PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,567,445,122,78.5,21.5,56.4,6.5,19.9,4.5,11.9,0.5,55.4-57.4,0,4,2,0,0,0,0,584,7187,9,Y,,,0
10-Sep,27,Hennepin,271,1,BLOOMINGTON PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,784,627,157,80,20,57.6,6.6,20.4,4.7,11.1,0.4,56.8-58.4,2,2,0,1,0,0,0,836,10113,9,Y,,,0
10-Sep,27,Hennepin,272,1,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,802,709,93,88.4,11.6,59.3,6.9,20.9,4.8,10.7,0.4,58.6-60.0,1,0,0,1,0,0,0,808,9689,9,Y,,,0
10-Sep,27,Hennepin,273,1,EDINA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,624,600,24,96.2,3.8,64.7,7.3,22.6,5.2,10.1,0.4,63.9-65.5,1,0,0,0,0,0,1,635,7988,9,Y,,,0
10-Sep,27,Hennepin,276,1,MINNETONKA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,705,658,47,93.3,6.7,63.4,7.3,22.1,5.1,10.9,0.4,62.6-64.2,5,0,0,0,0,0,0,726,8409,9,Y,,,0
10-Sep,27,Hennepin,277,1,WESTONKA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,163,152,11,93.3,6.7,62.1,7.3,22.1,5.1,9.1,0.7,60.7-63.5,1,1,1,0,0,0,0,174,2203,9,Y,,,0
10-Sep,27,Hennepin,278,1,ORONO PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,198,184,14,92.9,7.1,61.6,7.2,21.7,5,10.7,0.8,60.1-63.1,0,0,0,0,0,0,0,203,2728,9,Y,,,0
10-Sep,27,Hennepin,279,1,OSSEO PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,10,R,1,All Categories,All Students,N,1566,1278,288,81.6,18.4,57.4,6.5,20.4,4.6,11.4,0.3,56.8-58.0,10,1,0,8,0,0,0,1621,20510,9,Y,,,0
