districtNumber,districtType,districtName,year,averageScore,percentPassed
0721,01,NEW PRAGUE AREA SCHOOLS,2010,58.2,87.2
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2010,57.1,77.3
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2010,55.6,77.7
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2010,56.7,81.9
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2010,57,79.7
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2010,57.5,85
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2010,54.8,78.4
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2010,59.6,87.1
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2010,52.8,70.8
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2010,56.4,80.2
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2010,56.3,84.5
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2010,60.4,88.4
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2010,58.4,88.9
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,2010,59.7,85.2
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2010,58.3,85.5
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2010,55.6,76.3
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2010,61.7,95.2
0769,01,MORRIS PUBLIC SCHOOL DISTRICT,2010,58.9,85.5
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2010,59.6,72.7
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2010,53.8,64.9
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2010,56.9,81.3
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.,2010,54.5,75
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2010,51.7,62.2
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2010,58.3,87.2
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,2010,56.4,81.5
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2010,56.9,74.7
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2010,53.7,70.4
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2010,56.2,71.2
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2010,58.5,85.4
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2010,60.1,85
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2010,57.9,86.9
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2010,61.4,92
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,2010,58.9,86.3
0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,2010,59.7,89.3
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2010,54.2,76.5
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2010,54.5,70.6
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2010,52.6,69.4
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2010,55,76.4
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2010,55.6,64.7
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2010,55.3,90.9
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,2010,57.6,88.7
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2010,58.4,89
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2010,54.4,72.6
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2010,57.9,82.4
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2010,57.4,84.5
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2010,59.6,87.2
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2010,57.2,80
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2010,56.6,79.5
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2010,54.3,72.1
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2010,57.6,83
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2010,55,76.3
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2010,56.4,81
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2010,53.7,72.9
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DIST,2010,58.5,90.5
0915,52,SOUTHERN PLAINS EDUCATION COOP.,2010,48.9,55.6
0916,06,NORTHEAST METRO 916,2010,39.2,21.6
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2010,44.3,37.5
0926,83,REGION 4-LAKES COUNTRY SERVICE COOP,2010,NA,NA
0930,53,CARVER-SCOTT EDUCATIONAL COOP.,2010,45.5,36.4
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2010,42.1,20
0957,51,OAK LAND VOCATIONAL COOPERATVE,2010,45.6,42.9
0966,51,WRIGHT TECHNICAL CENTER,2010,46.9,41.7
0991,83,REGN 6 AND 8-SW/WC SRV COOPERATIVE,2010,39,25
0993,52,MN RIVER VALLEY SPECIAL ED. COOP.,2010,NA,NA
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2010,56.4,87
2125,01,TRITON SCHOOL DISTRICT,2010,57.7,80.6
2134,01,UNITED SOUTH CENTRAL SCHOOL DIST.,2010,56.8,86
2135,01,MAPLE RIVER SCHOOL DISTRICT,2010,57.4,78.4
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2010,56.2,74.1
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2010,54.4,77.3
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,2010,54.8,82.9
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2010,59.5,87.5
2149,01,MINNEWASKA SCHOOL DISTRICT,2010,61,93.2
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2010,55.2,69.6
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2010,55.1,71.1
2159,01,BUFFALO LK-HECTOR-STEWART PUBLIC SC,2010,61.9,94
2164,01,DILWORTH-GLYNDON-FELTON,2010,56.2,82.8
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2010,55.6,75
2167,01,LAKEVIEW SCHOOL DISTRICT,2010,58.9,91.8
2168,01,NRHEG SCHOOL DISTRICT,2010,56.4,78.3
2169,01,MURRAY COUNTY CENTRAL SCHOOL DIST.,2010,59.2,89.1
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2010,54,74.6
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2010,58.5,90.9
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2010,59.6,90.6
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2010,54.4,76.3
2176,01,WARREN-ALVARADO-OSLO SCHOOL DIST.,2010,51.4,61.3
2180,01,M.A.C.C.R.A.Y. SCHOOL DISTRICT,2010,56.2,83.9
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2010,55.6,77.1
2190,01,YELLOW MEDICINE EAST,2010,55.3,81.3
2198,01,FILLMORE CENTRAL,2010,54.4,78.8
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2010,57.7,90.9
2310,01,SIBLEY EAST SCHOOL DISTRICT,2010,58,84.9
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2010,50.9,62.1
2342,01,WEST CENTRAL AREA,2010,56.9,82
2358,01,TRI-COUNTY SCHOOL DISTRICT,2010,58,81.8
2364,01,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,2010,57.2,86.2
2365,01,G.F.W.,2010,53.9,74.6
2396,01,A.C.G.C.,2010,56.3,78
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2010,55.7,76.8
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2010,53,68.4
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2010,58.9,85.7
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,2010,55.3,81.5
2536,01,GRANADA HUNTLEY-EAST CHAIN,2010,55.9,71.4
2580,01,EAST CENTRAL SCHOOL DISTRICT,2010,54.3,68.2
2609,01,WIN-E-MAC SCHOOL DISTRICT,2010,56.6,74.4
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,2010,59.2,89.7
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2010,56.4,83.3
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2010,53.9,77.5
2711,01,MESABI EAST SCHOOL DISTRICT,2010,57.8,79.6
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2010,58.6,85.5
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,2010,54.7,77
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2010,53.4,60
2759,01,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,2010,55.5,83.3
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2010,59.2,85.9
2835,01,JANESVILLE-WALDORF-PEMBERTON,2010,58.8,87.2
2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,2010,57.4,81.3
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2010,61.7,85.1
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2010,58.6,96.8
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2010,55.7,77.8
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2010,56.8,74.5
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2010,62.6,87.5
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2010,53.2,72.4
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2010,55.4,67.7
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2010,55,74.5
2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,2010,55.3,73
2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,2010,56.8,77.2
2897,01,REDWOOD AREA SCHOOL DISTRICT,2010,53.7,78
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2010,52.8,69.8
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2010,57.2,84
2902,01,RTR PUBLIC SCHOOLS,2010,57.3,78.4
2903,01,ORTONVILLE PUBLIC SCHOOLS,2010,56.3,76
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2010,55,77.8
4000,07,CITY ACADEMY,2010,NA,NA
4003,07,"NEW HEIGHTS SCHOOL, INC.",2010,45.8,45
4005,07,METRO DEAF SCHOOL,2010,NA,NA
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2010,53.2,66.7
4008,07,PACT CHARTER SCHOOL,2010,55.5,62.7
4015,07,COMMUNITY OF PEACE ACADEMY,2010,50.2,60.7
4017,07,MINNESOTA TRANSITIONS CHARTER SCH,2010,51.6,64.1
4025,07,CYBER VILLAGE ACADEMY,2010,NA,NA
4026,07,E.C.H.O. CHARTER SCHOOL,2010,52.5,50
4027,07,HIGHER GROUND ACADEMY,2010,57.1,85.2
4031,07,JENNINGS COMMUNITY LEARNING CENTER,2010,NA,NA
4036,07,FACE TO FACE ACADEMY,2010,51.5,57.9
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2010,43,31
4043,07,MATH AND SCIENCE ACADEMY,2010,65.3,96.6
4045,07,LAKES AREA CHARTER SCHOOL,2010,39.9,16.7
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2010,46.5,50
4052,07,FOUR DIRECTIONS CHARTER SCHOOLS,2010,39.3,20
4053,07,NORTH LAKES ACADEMY,2010,56.6,80.8
4056,07,ROCHESTER OFF-CAMPUS CHARTER HIGH,2010,49.4,45
4057,07,EL COLEGIO CHARTER SCHOOL,2010,37.8,18.2
4064,07,RIVERWAY LEARNING COMMUNITY CHTR,2010,NA,NA
4066,07,RIVERBEND ACADEMY,2010,61.4,92.3
4074,07,AFSA HIGH SCHOOL,2010,55,76.7
4075,07,AVALON SCHOOL,2010,58.9,84.4
4080,07,PILLAGER AREA CHARTER SCHOOL,2010,44.9,30
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2010,51.2,54.5
4082,07,BLUESKY CHARTER SCHOOL,2010,48.9,55.3
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2010,54,76.9
4087,07,SAGE ACADEMY CHARTER SCHOOL,2010,41.6,28.6
4091,07,ARTECH,2010,53.5,75
4092,07,WATERSHED HIGH SCHOOL,2010,52.5,76.2
4093,07,NEW CENTURY CHARTER SCHOOL,2010,50.6,63.6
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2010,51.1,65.2
4098,07,NOVA CLASSICAL ACADEMY,2010,NA,NA
4102,07,MINNESOTA INTERNSHIP CENTER,2010,41.7,27.3
4103,07,HMONG COLLEGE PREP ACADEMY,2010,44.3,34.9
4104,07,PALADIN ACADEMY,2010,NA,NA
4105,07,GREAT RIVER SCHOOL,2010,59.3,81.6
4106,07,TREKNORTH HIGH SCHOOL,2010,59.6,90
4107,07,VOYAGEURS EXPEDITIONARY,2010,41.9,27.8
4109,07,SOBRIETY HIGH,2010,47.9,60
4110,07,MAIN STREET SCHOOL PERFORMING ARTS,2010,59.2,88.7
4111,07,AUGSBURG FAIRVIEW ACADEMY,2010,43.4,42.9
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2010,60.1,90.5
4119,07,ACADEMIC ARTS HIGH SCHOOL,2010,50.1,66.7
4120,07,ST. CROIX PREPARATORY ACADEMY,2010,61.5,82.1
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2010,49.5,54.3
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2010,62.9,91.7
4126,07,PRAIRIE SEEDS ACADEMY,2010,46.8,40.9
4131,07,LIGHTHOUSE ACADEMY OF NATIONS,2010,43.4,32
4132,07,TWIN CITIES ACADEMY HIGH SCHOOL,2010,57.3,88.9
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2010,41.8,19.2
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2010,51.7,60
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2010,48.7,64.7
4160,07,SPECTRUM HIGH SCHOOL,2010,56.3,76.8
4163,07,LEARNING FOR LEADERSHIP CHARTER,2010,43.8,45.5
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2010,50.5,62.5
4173,07,METRO TECH ACADEMY,2010,43.2,28.6
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2010,NA,NA
4178,07,LINCOLN INTERNATIONAL SCHOOL,2010,33.6,8
4182,07,QUEST ACADEMY,2010,45.6,45.5
4183,07,LIONSGATE ACADEMY,2010,52.6,62.5
4190,07,RIVER'S EDGE ACADEMY,2010,48.5,40
4200,07,STEP ACADEMY CHARTER SCHOOL,2010,NA,NA
4204,07,ROCHESTER STEM ACADEMY,2010,NA,NA
6004,61,FRESHWATER ED. DIST.,2010,46,58.8
6012,61,ZUMBRO EDUCATION DISTRICT,2010,42.6,25
6013,61,HIAWATHA VALLEY ED. DISTRICT,2010,45.3,30
6014,61,RUNESTONE AREA ED. DISTRICT,2010,50.5,63.6
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2010,44.6,31.3
6026,61,WEST CENTRAL EDUCATION DISTRICT,2010,NA,NA
6027,61,MN VALLEY EDUCATION DISTRICT,2010,NA,NA
6049,61,RIVER BEND EDUCATION DISTRICT,2010,40.8,26.7
6051,61,GOODHUE COUNTY EDUCATION  DIST.,2010,40.3,18.2
6065,62,METROPOLITAN LEARNING ALLIANCE,2010,51.2,70
6067,62,EAST METRO INTEGRATION DISTRICT,2010,54.4,65.5
6069,62,WEST METRO EDUCATION PROGRAM,2010,55.6,82.6
6076,50,NORTHLAND LEARNING CENTER,2010,38.4,7.7
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2010,NA,NA
6383,61,BENTON-STEARNS ED. DISTRICT,2010,NA,NA
6979,61,MID STATE EDUCATION DISTRICT,2010,NA,NA
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2009,57.5,84.2
0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,2009,51,57.4
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2009,53.8,69.7
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2009,50.4,56.8
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2009,54.8,76.4
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2009,57.1,81
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2009,59.5,86.3
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2009,51.7,63.9
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2009,54.4,69.9
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2009,57.4,83.6
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2009,55.3,70.9
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2009,56.3,78.1
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2009,55.7,75.8
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2009,56.7,81.9
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2009,58.6,86.5
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2009,58,75
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2009,40.4,23.2
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2009,57.7,86.7
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2009,54.4,77.6
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2009,57.7,81
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2009,58.2,83.4
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2009,NA,NA
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2009,54.7,67.4
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2009,55.6,77.4
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2009,56.3,83.2
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2009,52.5,63
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2009,58,80.4
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2009,55.8,77.5
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2009,54.5,74.2
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2009,57.6,82.8
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2009,62.6,95.7
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2009,49.2,52.4
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2009,57.2,82.8
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2009,59.2,86.5
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2009,60.5,88.1
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2009,60.2,87.1
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2009,51.7,64.9
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2009,45.6,38.5
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2009,54.3,75
0118,01,NORTHLAND COMMUNITY SCHOOLS,2009,55.6,77.6
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2009,57.2,74.3
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2009,58.5,85
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2009,55.3,76.1
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2009,58.8,83.1
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2009,58.9,90.5
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2009,57.5,79.9
0160,70,MINNESOTA STATE ACADEMIES,2009,NA,NA
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2009,55.9,75.3
0166,01,COOK COUNTY PUBLIC SCHOOLS,2009,57.9,81.1
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2009,56.3,81.3
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2009,58.8,78.8
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2009,58.8,84.1
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2009,52.4,69.7
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2009,58,83.1
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2009,57.4,80.9
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2009,56.9,80.9
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2009,60.3,90.1
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2009,54.5,76.9
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2009,59.9,87
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2009,56.8,78.6
0199,01,INVER GROVE HEIGHTS SCHOOLS,2009,55.7,76.3
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2009,57.6,84.5
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2009,54.6,71.6
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2009,59.8,89.1
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2009,58.2,84.9
0207,01,BRANDON PUBLIC SCHOOL DISTRICT,2009,59.4,94.1
0208,01,EVANSVILLE PUBLIC SCHOOL DISTRICT,2009,59.8,92.3
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2009,57.4,85.2
0227,01,CHATFIELD PUBLIC SCHOOLS,2009,55,73.4
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2009,58.2,87.5
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2009,51.2,66.7
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2009,53.6,74.4
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2009,55.4,79.4
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2009,49.8,60
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2009,59.1,84.5
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2009,57.2,86.9
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2009,58.6,85.6
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2009,57,76.9
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2009,55.6,76.9
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2009,NA,NA
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2009,59.9,86.6
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2009,57.6,79.9
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2009,59.9,88.7
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2009,65.2,94.6
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2009,64.1,94.2
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2009,61.8,92.1
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2009,64.2,94.6
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2009,57.1,79.5
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2009,52.1,63.7
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2009,55.3,73.4
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2009,59.7,86.3
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2009,57.7,78.9
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2009,62.9,92
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2009,50.8,61.8
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2009,45,41.8
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2009,56,77.6
0297,01,SPRING GROVE SCHOOL DISTRICT,2009,56.3,82.1
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2009,57.9,85.6
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2009,58.4,88.5
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2009,49.2,58.8
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2009,57.3,84.2
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2009,54.8,76.5
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2009,55.3,74.3
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2009,55.7,80.8
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2009,56.4,86.7
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2009,54.3,72.8
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2009,55.2,68.9
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2009,54,72.4
0332,01,MORA PUBLIC SCHOOL DISTRICT,2009,56.5,79.1
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2009,52.4,62.8
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2009,57.2,82
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2009,53.8,68.6
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2009,NA,NA
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2009,55.7,73.9
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2009,51.9,61.3
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2009,58.3,87.5
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2009,56.6,84.1
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2009,57.7,80.8
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2009,57.3,78
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2009,53.1,72.2
0392,01,LE CENTER PUBLIC SCHOOL DISTRICT,2009,57.9,76.6
0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,2009,56.7,85.4
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2009,NA,NA
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2009,54.8,75
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2009,57.2,79.2
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2009,55.7,86.5
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2009,57.7,80.8
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2009,56.1,80
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2009,53.3,68.8
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2009,49.5,54.8
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2009,53,72.4
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2009,53.9,73.9
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2009,55.3,85.3
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2009,58.2,83.3
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2009,58.5,85
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2009,58.7,86.6
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2009,47.3,55.6
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2009,54.7,78
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2009,53.5,63.5
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2009,54.9,69.1
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2009,57.1,76.1
