districtNumber,districtType,districtName,year,averageScore,percentPassed
4005,07,METRO DEAF SCHOOL,2012,NA,NA
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2012,51.8,64.7
4008,07,PACT CHARTER SCHOOL,2012,56.8,77.6
4015,07,COMMUNITY OF PEACE ACADEMY,2012,50,50.8
4017,07,MINNESOTA TRANSITIONS CHARTER SCH,2012,52.4,65.6
4025,07,CYBER VILLAGE ACADEMY,2012,NA,NA
4026,07,E.C.H.O. CHARTER SCHOOL,2012,52,72.7
4027,07,HIGHER GROUND ACADEMY,2012,52.6,68
4031,07,JENNINGS COMMUNITY LEARNING CENTER,2012,NA,NA
4036,07,FACE TO FACE ACADEMY,2012,52.2,83.3
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2012,41.7,35.3
4043,07,MATH AND SCIENCE ACADEMY,2012,63.5,100
4045,07,LAKES AREA CHARTER SCHOOL,2012,46.6,33.3
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2012,50.9,52.9
4052,07,FOUR DIRECTIONS CHARTER SCHOOLS,2012,NA,NA
4053,07,NORTH LAKES ACADEMY,2012,57.1,81.6
4056,07,ROCHESTER OFF-CAMPUS CHARTER HIGH,2012,47.6,54.5
4057,07,EL COLEGIO CHARTER SCHOOL,2012,43.8,9.1
4064,07,RIVERWAY LEARNING COMMUNITY CHTR,2012,NA,NA
4066,07,RIVERBEND ACADEMY,2012,NA,NA
4074,07,AFSA HIGH SCHOOL,2012,53.8,68
4075,07,AVALON SCHOOL,2012,59.4,86.8
4080,07,PILLAGER AREA CHARTER SCHOOL,2012,NA,NA
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2012,47.2,50
4082,07,BLUESKY CHARTER SCHOOL,2012,48.9,50.7
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2012,58.9,80.4
4087,07,SAGE ACADEMY CHARTER SCHOOL,2012,46.9,36.8
4091,07,ARTECH,2012,58.1,93.8
4092,07,WATERSHED HIGH SCHOOL,2012,49.5,45.5
4093,07,NEW CENTURY CHARTER SCHOOL,2012,59.6,92.9
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2012,53.8,81.8
4098,07,NOVA CLASSICAL ACADEMY,2012,69.3,100
4102,07,MINNESOTA INTERNSHIP CENTER,2012,39.6,6.3
4103,07,HMONG COLLEGE PREP ACADEMY,2012,45.3,42.1
4104,07,PALADIN ACADEMY,2012,48.2,36.4
4105,07,GREAT RIVER SCHOOL,2012,62.4,93.5
4106,07,TREKNORTH HIGH SCHOOL,2012,63.5,92.3
4107,07,VOYAGEURS EXPEDITIONARY,2012,47.1,27.3
4109,07,SOBRIETY HIGH,2012,46.2,50
4110,07,MAIN STREET SCHOOL PERFORMING ARTS,2012,57.2,84.3
4111,07,AUGSBURG FAIRVIEW ACADEMY,2012,NA,NA
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2012,60,91
4119,07,ACADEMIC ARTS HIGH SCHOOL,2012,44.8,38.1
4120,07,ST. CROIX PREPARATORY ACADEMY,2012,63.8,94.6
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2012,49.1,51.9
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2012,63.1,97.8
4126,07,PRAIRIE SEEDS ACADEMY,2012,49.3,57.8
4131,07,LIGHTHOUSE ACADEMY OF NATIONS,2012,37.3,26.1
4132,07,TWIN CITIES ACADEMY HIGH SCHOOL,2012,59,86
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2012,44.1,42.3
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2012,50,57.1
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2012,54.2,71.4
4160,07,SPECTRUM HIGH SCHOOL,2012,60.5,90.3
4163,07,LEARNING FOR LEADERSHIP CHARTER,2012,47.8,46.2
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2012,47.2,51.7
4173,07,METRO TECH ACADEMY,2012,46.4,53.8
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2012,NA,NA
4178,07,LINCOLN INTERNATIONAL SCHOOL,2012,31.3,0
4182,07,QUEST ACADEMY,2012,NA,NA
4183,07,LIONSGATE ACADEMY,2012,46.4,55
4190,07,RIVER'S EDGE ACADEMY,2012,53.5,84.6
4200,07,STEP ACADEMY CHARTER SCHOOL,2012,47.9,58.3
4204,07,ROCHESTER STEM ACADEMY,2012,48.9,60.9
6004,61,FRESHWATER ED. DIST.,2012,41.9,31.6
6012,61,ZUMBRO EDUCATION DISTRICT,2012,44.7,34.5
6013,61,HIAWATHA VALLEY ED. DISTRICT,2012,49.5,60
6014,61,RUNESTONE AREA ED. DISTRICT,2012,53.2,80
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2012,47.2,46.2
6026,61,WEST CENTRAL EDUCATION DISTRICT,2012,NA,NA
6027,61,MN VALLEY EDUCATION DISTRICT,2012,NA,NA
6049,61,RIVER BEND EDUCATION DISTRICT,2012,48.1,36.8
6051,61,GOODHUE COUNTY EDUCATION  DIST.,2012,NA,NA
6065,62,METROPOLITAN LEARNING ALLIANCE,2012,44.3,50
6067,62,EAST METRO INTEGRATION DISTRICT,2012,55,71
6069,62,WEST METRO EDUCATION PROGRAM,2012,57.6,77.8
6076,50,NORTHLAND LEARNING CENTER,2012,38.6,21.4
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2012,NA,NA
6383,61,BENTON-STEARNS ED. DISTRICT,2012,NA,NA
6979,61,MID STATE EDUCATION DISTRICT,2012,NA,NA
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2011,57,83
0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,2011,51.1,58.1
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2011,50.2,63.6
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2011,52,62.5
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2011,55,77
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2011,57.2,82.7
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2011,57.9,85.7
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2011,49.9,55
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2011,54.2,69.8
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2011,55.8,81.6
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2011,53.3,71.2
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2011,55.8,77.5
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2011,57.5,77.2
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2011,55.3,76.6
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2011,57,81
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2011,56.4,75
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2011,41.8,29.9
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2011,56.7,79.3
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2011,56.3,78.6
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2011,57.8,95.7
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2011,57.2,83.2
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2011,NA,NA
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2011,52.2,58.5
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2011,55.5,72.2
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2011,57.1,82.2
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2011,58.7,78.7
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2011,57.9,86
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2011,58.1,84.5
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2011,59.4,95.2
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2011,57.4,85.7
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2011,60.9,86.7
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2011,51.1,65.4
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2011,57.8,85.2
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2011,57.3,85.3
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2011,58.5,87.2
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2011,60.9,90.1
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2011,56.9,81.4
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2011,47.5,52.5
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2011,57.3,82.1
0118,01,NORTHLAND COMMUNITY SCHOOLS,2011,51.4,71.9
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2011,55.9,75.2
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2011,58.3,84.6
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2011,55.3,76.8
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2011,55,82.1
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2011,56.6,88.7
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2011,55.4,74.9
0160,70,MINNESOTA STATE ACADEMIES,2011,41.6,37.5
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2011,54.1,75.4
0166,01,COOK COUNTY PUBLIC SCHOOLS,2011,60.8,90.9
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2011,54.6,80.6
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2011,52.5,64.9
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2011,59.2,86.7
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2011,58.8,87.5
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2011,57.5,82.1
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2011,57.4,81.1
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2011,57.2,85.4
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2011,59.4,89.6
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2011,55.9,78.8
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2011,59.3,86.2
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2011,56,76
0199,01,INVER GROVE HEIGHTS SCHOOLS,2011,56.2,75.7
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2011,57.5,84.3
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2011,54.8,83.3
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2011,59.2,90.4
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2011,59.4,87.6
0207,01,BRANDON PUBLIC SCHOOL DISTRICT,2011,57.4,78.9
0208,01,EVANSVILLE PUBLIC SCHOOL DISTRICT,2011,51.4,62.5
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2011,55.3,82.8
0227,01,CHATFIELD PUBLIC SCHOOLS,2011,57.3,80.8
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2011,56.7,81
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2011,54.8,82.6
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2011,57.3,78
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2011,55,73.9
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2011,56.8,75
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2011,55.8,82.2
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2011,56.9,82
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2011,58.6,82.7
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2011,58.3,86.5
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2011,63.2,100
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2011,NA,NA
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2011,58.7,84.8
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2011,57.3,82.1
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2011,60.8,90.7
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2011,65.1,95.9
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2011,64.2,93.9
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2011,62.6,97.1
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2011,62.2,91.9
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2011,56.5,77.6
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2011,50,58.2
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2011,54.3,72.2
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2011,59.8,88.4
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2011,57.3,81.4
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2011,63.5,92.4
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2011,51,57.6
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2011,44.9,37.8
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2011,58,81.3
0297,01,SPRING GROVE SCHOOL DISTRICT,2011,54,81
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2011,56.4,81.8
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2011,57.1,85.4
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2011,54.8,77.8
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2011,55.7,76.6
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2011,55.4,74.4
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2011,53.9,75
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2011,54.8,76.3
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2011,58,88.5
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2011,55.5,73.6
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2011,54.2,74.5
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2011,52.3,73.7
0332,01,MORA PUBLIC SCHOOL DISTRICT,2011,54.4,73.4
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2011,55.3,78.6
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2011,56.4,82.7
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2011,52.7,70.3
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2011,53.3,66.7
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2011,57.8,86.1
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2011,57.7,87.5
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2011,54.9,74.3
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2011,55.8,76.7
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2011,56.6,85.1
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2011,58,89.7
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2011,52.5,78.4
0392,01,LE CENTER PUBLIC SCHOOL DISTRICT,2011,56.7,86
0394,01,MONTGOMERY-LONSDALE SCHOOL DISTRICT,2011,53.2,70.7
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2011,NA,NA
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2011,50.8,58.8
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2011,55.3,73.7
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2011,58.1,87.5
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2011,55.9,79.5
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2011,55.2,78.8
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2011,55.7,72.5
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2011,53.3,73.5
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2011,51.9,67.7
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2011,56.1,75
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2011,53.6,93.3
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2011,59.4,92.9
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2011,56.6,77.2
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2011,59,86
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2011,55.1,81.3
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2011,56,75.8
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2011,56.1,79.4
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2011,57.3,82.2
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2011,54.2,77.2
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2011,53.9,68.6
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2011,51.3,67.9
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2011,57.9,89.7
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2011,54.6,74
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2011,52.7,81.3
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2011,56.6,91.7
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2011,50.6,63.3
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2011,54.2,78.6
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2011,63,96.7
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2011,54.6,75
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2011,59.5,87.5
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2011,59.8,90.7
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2011,55,80
0516,01,ROUND LAKE PUBLIC SCHOOL DISTRICT,2011,54.6,77.8
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2011,50.5,62.9
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2011,58.7,84.6
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2011,60.5,89.4
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2011,58.4,88.8
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2011,58,79.9
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2011,62.4,94.3
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2011,56.4,78
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2011,54.4,81.3
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2011,55.8,72.5
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2011,54.6,75.7
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2011,55.9,82.5
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2011,59.3,89.1
0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST.,2011,59.4,86.4
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2011,46.7,40
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2011,56.8,75.2
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2011,54,53.6
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2011,57.4,83.5
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2011,54,72.4
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2011,60.5,100
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2011,51.4,65.2
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2011,55,78
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2011,58.2,91.2
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2011,60.7,94.1
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2011,58.2,80.9
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2011,61,88.7
0622,01,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,2011,55,75.8
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2011,58,84.6
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2011,57,81
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2011,50.3,58.3
0627,01,OKLEE PUBLIC SCHOOL DISTRICT,2011,58.3,88.9
0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,2011,57.6,80.8
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2011,58,97.7
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2011,54,70.7
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2011,58.3,81.8
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2011,53.7,66.7
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2011,61.6,84.6
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2011,55.5,75.5
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2011,56.3,83
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2011,54.5,75
0696,01,ELY PUBLIC SCHOOL DISTRICT,2011,54,81.4
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2011,51.4,71.4
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2011,58.8,86.3
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2011,56.6,84.4
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2011,55.4,74.4
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2011,59.8,92.9
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2011,57,77.3
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2011,56.3,77.4
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2011,54.6,73.8
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2011,56.9,85
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2011,58,84.5
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2011,55.7,77.2
0721,01,NEW PRAGUE AREA SCHOOLS,2011,58.9,86
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2011,57.2,84
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2011,54.4,73.6
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2011,56.4,82
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2011,57.9,81.3
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2011,57.8,80.6
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2011,56.3,78.9
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2011,59.4,93
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2011,52.3,66.6
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2011,58.3,80.2
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2011,59,86.5
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2011,57.9,87.7
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2011,59.8,90.2
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,2011,57,87.2
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2011,56,77.6
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2011,57.9,87.5
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2011,56.1,80
0769,01,MORRIS PUBLIC SCHOOL DISTRICT,2011,58.2,85.9
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2011,57.5,81.8
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2011,56,89.7
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2011,59.7,88.9
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.,2011,51,64.7
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2011,53.2,80
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2011,59.2,84.2
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,2011,57.7,83.3
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2011,55.6,82.6
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2011,57.3,86.2
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2011,57.4,83.8
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2011,59.1,91.7
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2011,56.6,82.1
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2011,56.8,82.1
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2011,61.9,94.8
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,2011,60.2,90.1
0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,2011,61.2,91.6
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2011,46.2,46.2
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2011,53.7,72.7
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2011,49.6,61.5
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2011,56.8,81.5
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2011,55.9,53.8
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2011,53.7,72.7
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,2011,55.6,78.7
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2011,56.8,86.8
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2011,53.6,70.7
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2011,58.3,79.1
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2011,57.5,83.2
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2011,58.6,89.4
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2011,57.2,82.2
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2011,58.2,85.6
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2011,55.7,80.6
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2011,57.7,84.1
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2011,57.8,87.8
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2011,57.7,82.6
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2011,53,68.9
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DIST,2011,57.9,85.2
0915,52,SOUTHERN PLAINS EDUCATION COOP.,2011,NA,NA
0916,06,NORTHEAST METRO 916,2011,39.6,35
0917,06,INTERMEDIATE SCHOOL DISTRICT 917,2011,41.6,23.8
0926,83,REGION 4-LAKES COUNTRY SERVICE COOP,2011,NA,NA
0930,53,CARVER-SCOTT EDUCATIONAL COOP.,2011,46.9,45.5
0938,52,MEEKER AND WRIGHT SPECIAL EDUCATION,2011,NA,NA
0957,51,OAK LAND VOCATIONAL COOPERATVE,2011,45.9,38.9
0966,51,WRIGHT TECHNICAL CENTER,2011,52.5,70
0991,83,REGN 6 AND 8-SW/WC SRV COOPERATIVE,2011,46.5,45.5
0993,52,MN RIVER VALLEY SPECIAL ED. COOP.,2011,45,52.9
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2011,58.5,94.6
2125,01,TRITON SCHOOL DISTRICT,2011,54.9,78.3
