Data Year,District County Number,District County Name,District Number,District Type,District Name,School Number,School Name,ECSU Number,Eco Dev Rgn,Test Name,Test Date,Grade,Subject,Report Order,Report Category,Report Description,Filtered,Count Tested,Count Passed,Count Not Passed,Percent Passed,Percent Not Passed,Average Score,VESS Average Score,CSPSS Average Score,LSS Average Score,Standard Deviation,Std. Error of Mean,Confidence Interval,Count Absent,Count Invalid,Count Medical Exempt,Count Not Complete,Count PSO,Count Refused,Count Wrong Grade,October 1 Grade Enrollment,October 1 District Enrollment,Filter Threshold,Public School,School County Number,School County Name,School Classification
11-Oct,27,Hennepin,280,1,RICHFIELD PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,251,146,105,58.2,41.8,50,6.3,18.1,3.5,11.1,0.7,48.6-51.4,1,0,1,1,0,0,1,301,4026,9,Y,,,0
11-Oct,27,Hennepin,281,1,ROBBINSDALE PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,947,684,263,72.2,27.8,54.3,6.9,19.5,3.8,11.7,0.4,53.6-55.0,14,1,0,8,0,0,0,1008,11839,9,Y,,,0
11-Oct,27,Hennepin,282,1,ST. ANTHONY-NEW BRIGHTON SCHOOLS,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,181,160,21,88.4,11.6,59.8,7.7,21.3,4.1,11.1,0.8,58.2-61.4,0,0,0,0,0,0,0,181,1789,9,Y,,,0
11-Oct,27,Hennepin,283,1,ST. LOUIS PARK PUBLIC SCHOOL DIST.,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,291,237,54,81.4,18.6,57.3,7.4,20.3,4,11.9,0.7,55.9-58.7,0,0,0,0,0,0,0,337,4343,9,Y,,,0
11-Oct,27,Hennepin,284,1,WAYZATA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,813,751,62,92.4,7.6,63.5,8,22.3,4.3,11.1,0.4,62.7-64.3,0,0,0,0,0,0,0,840,10370,9,Y,,,0
11-Oct,27,Hennepin,286,1,BROOKLYN CENTER SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,177,102,75,57.6,42.4,51,6.3,18.3,3.6,11.5,0.9,49.3-52.7,3,0,0,0,0,0,0,195,2296,9,Y,,,0
11-Oct,27,Hennepin,287,6,INTERMEDIATE SCHOOL DISTRICT 287,0,All Schools,11,11,GRAD,20110412,10,R,1,All Categories,All Students,N,143,54,89,37.8,62.2,44.9,5.8,15.4,3.2,11,0.9,43.1-46.7,9,1,0,5,0,0,0,159,1609,9,Y,,,0
11-Oct,28,Houston,294,1,HOUSTON PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,171,139,32,81.3,18.7,58,7.4,20.4,4.3,11.4,0.9,56.3-59.7,5,0,0,2,0,0,0,185,1921,9,Y,,,0
11-Oct,28,Houston,297,1,SPRING GROVE SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,21,17,4,81,19,54,6.9,19.8,4.1,7.6,1.7,50.8-57.2,0,0,0,0,0,0,0,21,306,9,Y,,,0
11-Oct,28,Houston,299,1,CALEDONIA PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,77,63,14,81.8,18.2,56.4,7.4,20.2,4.1,9.6,1.1,54.3-58.5,0,0,0,0,0,0,1,81,733,9,Y,,,0
11-Oct,28,Houston,300,1,LACRESCENT-HOKAH SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,137,117,20,85.4,14.6,57.1,7.5,20.3,4.1,10.8,0.9,55.3-58.9,0,0,0,0,0,0,0,141,1281,9,Y,,,0
11-Oct,29,Hubbard,306,1,LAPORTE PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20110412,10,R,1,All Categories,All Students,N,18,14,4,77.8,22.2,54.8,7.2,19.2,3.8,13.2,3.1,48.7-60.9,0,0,0,0,0,0,0,19,241,9,Y,,,0
11-Oct,29,Hubbard,308,1,NEVIS PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20110412,10,R,1,All Categories,All Students,N,47,36,11,76.6,23.4,55.7,7.2,20.2,4.1,9.3,1.4,53.1-58.3,0,0,0,1,0,0,0,46,505,9,Y,,,0
11-Oct,29,Hubbard,309,1,PARK RAPIDS PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20110412,10,R,1,All Categories,All Students,N,117,87,30,74.4,25.6,55.4,7,19.9,4,11.3,1,53.4-57.4,3,0,0,0,0,0,0,135,1516,9,Y,,,0
11-Oct,30,Isanti,314,1,BRAHAM PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20110412,10,R,1,All Categories,All Students,N,72,54,18,75,25,53.9,7.2,18.9,4,11,1.3,51.4-56.4,0,0,0,0,0,0,0,79,905,9,Y,,,0
11-Oct,31,Itasca,316,1,GREENWAY PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,10,R,1,All Categories,All Students,N,76,58,18,76.3,23.7,54.8,7.1,19.3,4,11.7,1.3,52.2-57.4,1,0,0,0,0,0,0,84,1066,9,Y,,,0
11-Oct,31,Itasca,317,1,DEER RIVER PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,10,R,1,All Categories,All Students,N,61,54,7,88.5,11.5,58,7.5,20.8,4.1,9.9,1.3,55.5-60.5,0,0,0,0,0,0,0,65,844,9,Y,,,0
11-Oct,31,Itasca,318,1,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,10,R,1,All Categories,All Students,N,295,217,78,73.6,26.4,55.5,7,19.7,4,12.2,0.7,54.1-56.9,0,0,0,1,0,0,0,317,3868,9,Y,,,0
11-Oct,31,Itasca,319,1,NASHWAUK-KEEWATIN SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,10,R,1,All Categories,All Students,N,47,35,12,74.5,25.5,54.2,7.1,19.4,3.9,9.9,1.4,51.4-57.0,0,0,0,0,0,0,0,49,585,9,Y,,,0
11-Oct,32,Jackson,330,1,HERON LAKE-OKABENA SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20110412,10,R,1,All Categories,All Students,N,38,28,10,73.7,26.3,52.3,6.6,19.1,3.8,8.9,1.4,49.5-55.1,0,0,0,0,0,0,0,39,327,9,Y,,,0
11-Oct,33,Kanabec,332,1,MORA PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20110412,10,R,1,All Categories,All Students,N,128,94,34,73.4,26.6,54.4,7.2,19.3,3.9,10.3,0.9,52.6-56.2,0,0,0,0,0,0,0,138,1796,9,Y,,,0
11-Oct,33,Kanabec,333,1,OGILVIE PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20110412,10,R,1,All Categories,All Students,N,42,33,9,78.6,21.4,55.3,6.9,19.9,4.2,9.8,1.5,52.3-58.3,0,0,0,0,0,0,0,50,558,9,Y,,,0
11-Oct,34,Kandiyohi,345,1,NEW LONDON-SPICER SCHOOL DISTRICT,0,All Schools,6,06E,GRAD,20110412,10,R,1,All Categories,All Students,N,104,86,18,82.7,17.3,56.4,7.3,20.3,4.1,9.8,1,54.5-58.3,2,0,0,0,0,0,0,109,1458,9,Y,,,0
11-Oct,34,Kandiyohi,347,1,WILLMAR PUBLIC SCHOOL DISTRICT,0,All Schools,6,06E,GRAD,20110412,10,R,1,All Categories,All Students,N,306,215,91,70.3,29.7,52.7,6.5,18.9,3.7,13.7,0.8,51.2-54.2,1,1,0,3,0,1,0,335,4019,9,Y,,,0
11-Oct,35,Kittson,356,1,LANCASTER PUBLIC SCHOOL DISTRICT,0,All Schools,1,1,GRAD,20110412,10,R,1,All Categories,All Students,N,15,10,5,66.7,33.3,53.3,6.6,19.5,4,9.5,2.4,48.5-58.1,0,0,0,0,0,0,0,17,167,9,Y,,,0
11-Oct,36,Koochiching,361,1,INTERNATIONAL FALLS SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20110412,10,R,1,All Categories,All Students,N,101,87,14,86.1,13.9,57.8,7.4,20.7,4.3,10.7,1.1,55.7-59.9,0,0,0,0,0,0,1,103,1271,9,Y,,,0
11-Oct,36,Koochiching,362,1,LITTLEFORK-BIG FALLS SCHOOL DIST.,0,All Schools,3,3,GRAD,20110412,10,R,1,All Categories,All Students,N,16,14,2,87.5,12.5,57.7,7.4,21,4.1,8.9,2.2,53.3-62.1,0,0,0,0,0,0,0,18,318,9,Y,,,0
11-Oct,36,Koochiching,363,1,SOUTH KOOCHICHING SCHOOL DISTRICT,0,All Schools,1,3,GRAD,20110412,10,R,1,All Categories,All Students,N,35,26,9,74.3,25.7,54.9,7.1,20,3.8,9.4,1.6,51.8-58.0,0,0,0,0,0,0,0,41,360,9,Y,,,0
11-Oct,37,Lac qui Parle,378,1,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,0,All Schools,6,06W,GRAD,20110412,10,R,1,All Categories,All Students,N,30,23,7,76.7,23.3,55.8,6.8,20.6,3.8,10.1,1.8,52.2-59.4,0,0,0,0,0,0,0,30,503,9,Y,,,0
11-Oct,38,Lake,381,1,LAKE SUPERIOR PUBLIC SCHOOL DIST.,0,All Schools,3,3,GRAD,20110412,10,R,1,All Categories,All Students,N,114,97,17,85.1,14.9,56.6,7.5,20,4.1,11.4,1.1,54.5-58.7,0,0,0,0,0,0,0,119,1357,9,Y,,,0
11-Oct,39,Lake of the Woods,390,1,LAKE OF THE WOODS SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20110412,10,R,1,All Categories,All Students,N,39,35,4,89.7,10.3,58,7.4,20.9,4.3,9.5,1.5,55.0-61.0,0,0,0,0,0,0,0,45,518,9,Y,,,0
11-Oct,40,Le Sueur,391,1,CLEVELAND PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,10,R,1,All Categories,All Students,N,37,29,8,78.4,21.6,52.5,7.1,19,3.8,7.9,1.3,50.0-55.0,0,0,0,0,0,0,0,38,421,9,Y,,,0
11-Oct,40,Le Sueur,392,1,LECENTER PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,10,R,1,All Categories,All Students,N,43,37,6,86,14,56.7,7.2,20.5,3.9,11.8,1.8,53.2-60.2,0,0,0,0,0,0,0,47,634,9,Y,,,0
11-Oct,40,Le Sueur,394,1,MONTGOMERY-LONSDALE SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,10,R,1,All Categories,All Students,N,82,58,24,70.7,29.3,53.2,6.7,19.2,3.8,11.3,1.2,50.8-55.6,0,0,0,0,0,0,0,85,1108,9,Y,,,0
11-Oct,41,Lincoln,403,1,IVANHOE PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20110412,10,R,1,All Categories,All Students,N,17,10,7,58.8,41.2,50.8,6.4,17.1,4.2,12.8,3.1,44.7-56.9,0,0,0,0,0,0,0,16,140,9,Y,,,0
11-Oct,42,Lyon,413,1,MARSHALL PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20110412,10,R,1,All Categories,All Students,N,224,165,59,73.7,26.3,55.3,7,19.7,4,11.9,0.8,53.7-56.9,0,0,0,0,0,0,0,233,2168,9,Y,,,0
11-Oct,42,Lyon,414,1,MINNEOTA PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20110412,10,R,1,All Categories,All Students,N,32,28,4,87.5,12.5,58.1,7.3,21.6,4.2,7.5,1.3,55.5-60.7,0,0,0,0,0,0,0,35,458,9,Y,,,0
11-Oct,43,McLeod,423,1,HUTCHINSON PUBLIC SCHOOL DISTRICT,0,All Schools,6,06E,GRAD,20110412,10,R,1,All Categories,All Students,N,210,167,43,79.5,20.5,55.9,7.4,19.8,4.1,10.7,0.7,54.5-57.3,0,0,0,1,0,0,0,223,2909,9,Y,,,0
11-Oct,43,McLeod,424,1,LESTER PRAIRIE PUBLIC SCHOOL DIST.,0,All Schools,6,06E,GRAD,20110412,10,R,1,All Categories,All Students,N,33,26,7,78.8,21.2,55.2,6.9,20.1,4.1,9,1.6,52.1-58.3,0,0,0,0,0,0,0,32,385,9,Y,,,0
11-Oct,44,Mahnomen,432,1,MAHNOMEN PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20110412,10,R,1,All Categories,All Students,N,51,37,14,72.5,27.5,55.7,7,19.8,4.1,12.4,1.7,52.3-59.1,2,0,0,0,0,0,0,61,614,9,Y,,,0
11-Oct,44,Mahnomen,435,1,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,0,All Schools,1,2,GRAD,20110412,10,R,1,All Categories,All Students,N,34,25,9,73.5,26.5,53.3,6.7,19.7,3.9,8.4,1.4,50.5-56.1,2,0,0,0,0,0,0,38,617,9,Y,,,0
11-Oct,45,Marshall,441,1,MARSHALL COUNTY CENTRAL SCHOOLS,0,All Schools,1,1,GRAD,20110412,10,R,1,All Categories,All Students,N,31,21,10,67.7,32.3,51.9,6.5,19.3,3.8,6.6,1.2,49.6-54.2,0,0,0,1,0,0,0,37,404,9,Y,,,0
11-Oct,45,Marshall,447,1,GRYGLA PUBLIC SCHOOL DISTRICT,0,All Schools,1,1,GRAD,20110412,10,R,1,All Categories,All Students,N,16,12,4,75,25,56.1,6.8,20.3,4.3,13.3,3.3,49.6-62.6,0,0,0,0,0,0,0,16,173,9,Y,,,0
11-Oct,46,Martin,458,1,TRUMAN PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,10,R,1,All Categories,All Students,N,30,28,2,93.3,6.7,53.6,7.5,19.3,3.8,8.1,1.5,50.7-56.5,0,0,0,0,0,0,0,33,286,9,Y,,,0
11-Oct,47,Meeker,463,1,EDEN VALLEY-WATKINS SCHOOL DISTRICT,0,All Schools,6,06E,GRAD,20110412,10,R,1,All Categories,All Students,N,56,52,4,92.9,7.1,59.4,7.2,21.4,4.5,10.7,1.4,56.6-62.2,0,0,0,0,0,0,0,57,885,9,Y,,,0
11-Oct,47,Meeker,465,1,LITCHFIELD PUBLIC SCHOOL DISTRICT,0,All Schools,6,06E,GRAD,20110412,10,R,1,All Categories,All Students,N,127,98,29,77.2,22.8,56.6,7.4,19.9,4.1,11.5,1,54.6-58.6,0,0,1,1,0,0,0,135,1710,9,Y,,,0
11-Oct,86,Wright,466,1,DASSEL-COKATO PUBLIC SCHOOL DIST.,0,All Schools,6,07W,GRAD,20110412,10,R,1,All Categories,All Students,N,171,147,24,86,14,59,7.4,21.2,4.4,9.8,0.7,57.5-60.5,1,0,0,0,0,0,0,176,2251,9,Y,,,0
11-Oct,48,Mille Lacs,473,1,ISLE PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20110412,10,R,1,All Categories,All Students,N,32,26,6,81.3,18.8,55.1,6.8,20.2,4.3,8.1,1.4,52.3-57.9,0,0,0,1,0,0,0,37,517,9,Y,,,0
11-Oct,48,Mille Lacs,477,1,PRINCETON PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20110412,10,R,1,All Categories,All Students,N,231,175,56,75.8,24.2,56,7.2,19.8,4.1,12,0.8,54.5-57.5,0,2,0,0,0,0,0,244,3396,9,Y,,,0
11-Oct,48,Mille Lacs,480,1,ONAMIA PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20110412,10,R,1,All Categories,All Students,N,34,27,7,79.4,20.6,56.1,7,20,4.4,10.5,1.8,52.6-59.6,1,0,0,0,0,0,0,55,685,9,Y,,,0
11-Oct,49,Morrison,482,1,LITTLE FALLS PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20110412,10,R,1,All Categories,All Students,N,197,162,35,82.2,17.8,57.3,7.4,20.4,4.1,10.6,0.8,55.8-58.8,0,0,0,1,0,0,0,216,2393,9,Y,,,0
11-Oct,49,Morrison,484,1,PIERZ PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20110412,10,R,1,All Categories,All Students,N,92,71,21,77.2,22.8,54.2,6.8,19.4,4.2,10.7,1.1,52.0-56.4,0,0,0,0,0,0,0,97,1060,9,Y,,,0
11-Oct,49,Morrison,485,1,ROYALTON PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20110412,10,R,1,All Categories,All Students,N,35,24,11,68.6,31.4,53.9,6.9,19.1,3.9,10.5,1.8,50.4-57.4,0,0,0,0,0,0,0,42,808,9,Y,,,0
11-Oct,49,Morrison,486,1,SWANVILLE PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20110412,10,R,1,All Categories,All Students,N,28,19,9,67.9,32.1,51.3,6.5,18.2,4,10.3,2,47.5-55.1,0,0,0,0,0,0,0,27,370,9,Y,,,0
11-Oct,49,Morrison,487,1,UPSALA PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20110412,10,R,1,All Categories,All Students,N,29,26,3,89.7,10.3,57.9,7.3,21.2,4.1,8.6,1.6,54.8-61.0,0,0,0,0,0,0,0,30,425,9,Y,,,0
11-Oct,50,Mower,492,1,AUSTIN PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,289,214,75,74,26,54.6,6.7,19.7,4,12.1,0.7,53.2-56.0,2,0,0,1,0,0,0,325,4470,9,Y,,,0
11-Oct,50,Mower,495,1,GRAND MEADOW PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,32,26,6,81.3,18.8,52.7,6.5,19.6,3.8,7.5,1.3,50.1-55.3,0,0,0,0,0,0,0,31,368,9,Y,,,0
11-Oct,50,Mower,497,1,LYLE PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,12,11,1,91.7,8.3,56.6,7.2,20.3,4.3,9.9,2.9,51.0-62.2,0,0,0,0,0,0,0,13,222,9,Y,,,0
11-Oct,50,Mower,499,1,LEROY-OSTRANDER PUBLIC SCHOOLS,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,30,19,11,63.3,36.7,50.6,6,18.2,3.7,15.7,2.9,45.0-56.2,0,0,0,0,0,0,0,33,308,9,Y,,,0
11-Oct,50,Mower,500,1,SOUTHLAND PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,56,44,12,78.6,21.4,54.2,6.9,20.1,3.8,8.8,1.2,51.9-56.5,0,0,1,0,0,0,0,58,521,9,Y,,,0
11-Oct,51,Murray,505,1,FULDA PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20110412,10,R,1,All Categories,All Students,N,30,29,1,96.7,3.3,63,7.9,22.7,4.5,8.6,1.6,59.9-66.1,0,0,0,0,0,0,0,32,363,9,Y,,,0
11-Oct,52,Nicollet,507,1,NICOLLET PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,10,R,1,All Categories,All Students,N,28,21,7,75,25,54.6,7,19.9,4.1,7.4,1.4,51.8-57.4,0,0,0,0,0,0,0,33,333,9,Y,,,0
11-Oct,52,Nicollet,508,1,ST. PETER PUBLIC SCHOOL DISTRICT,0,All Schools,9,9,GRAD,20110412,10,R,1,All Categories,All Students,N,144,126,18,87.5,12.5,59.5,7.6,21.2,4.3,11.1,0.9,57.7-61.3,1,0,0,0,0,0,0,156,1819,9,Y,,,0
11-Oct,53,Nobles,511,1,ADRIAN PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20110412,10,R,1,All Categories,All Students,N,43,39,4,90.7,9.3,59.8,7.5,21.9,4.3,8.7,1.3,57.2-62.4,0,0,0,0,0,0,0,47,554,9,Y,,,0
11-Oct,53,Nobles,514,1,ELLSWORTH PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20110412,10,R,1,All Categories,All Students,N,15,12,3,80,20,55,7,20.1,3.8,10.1,2.6,49.9-60.1,0,0,0,0,0,0,0,17,167,9,Y,,,0
11-Oct,53,Nobles,516,1,ROUND LAKE PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20110412,10,R,1,All Categories,All Students,N,18,14,4,77.8,22.2,54.6,6.7,19.8,4.1,11,2.6,49.5-59.7,0,0,0,0,0,0,0,22,117,9,Y,,,0
11-Oct,53,Nobles,518,1,WORTHINGTON PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20110412,10,R,1,All Categories,All Students,N,202,127,75,62.9,37.1,50.5,6.1,18.3,3.5,15.2,1.1,48.4-52.6,3,0,0,0,0,0,1,215,2484,9,Y,,,0
11-Oct,55,Olmsted,531,1,BYRON PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,156,132,24,84.6,15.4,58.7,7.7,20.8,4.2,10.4,0.8,57.1-60.3,0,0,0,0,0,0,0,159,1764,9,Y,,,0
11-Oct,55,Olmsted,533,1,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,94,84,10,89.4,10.6,60.5,7.8,21.4,4.3,11.5,1.2,58.2-62.8,0,0,0,0,0,0,0,98,1123,9,Y,,,0
11-Oct,55,Olmsted,534,1,STEWARTVILLE PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,134,119,15,88.8,11.2,58.4,7.7,20.8,4.3,9.9,0.9,56.7-60.1,0,0,0,0,0,0,0,143,1838,9,Y,,,0
11-Oct,55,Olmsted,535,1,ROCHESTER PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20110412,10,R,1,All Categories,All Students,N,1197,956,241,79.9,20.1,58,7.4,20.5,4,13.2,0.4,57.3-58.7,7,4,2,0,0,0,3,1280,16078,9,Y,,,0
11-Oct,56,Otter Tail,542,1,BATTLE LAKE PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,35,33,2,94.3,5.7,62.4,7.6,22.5,4.4,9.9,1.7,59.1-65.7,0,0,0,0,0,0,0,40,477,9,Y,,,0
11-Oct,56,Otter Tail,544,1,FERGUS FALLS PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,245,191,54,78,22,56.4,7.2,20,4.1,12,0.8,54.9-57.9,1,0,0,1,0,0,0,264,2543,9,Y,,,0
11-Oct,56,Otter Tail,545,1,HENNING PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,16,13,3,81.3,18.8,54.4,7.2,19.8,4,7,1.7,51.0-57.8,0,0,0,0,0,0,0,21,370,9,Y,,,0
11-Oct,56,Otter Tail,547,1,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,51,37,14,72.5,27.5,55.8,6.8,19.9,4,12.7,1.8,52.3-59.3,0,0,0,0,0,0,0,51,535,9,Y,,,0
11-Oct,56,Otter Tail,548,1,PELICAN RAPIDS PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,70,53,17,75.7,24.3,54.6,6.7,19.7,3.9,11.4,1.4,51.9-57.3,0,0,0,0,0,0,0,73,917,9,Y,,,0
11-Oct,56,Otter Tail,549,1,PERHAM-DENT PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,120,99,21,82.5,17.5,55.9,7.3,20.1,4.1,9.7,0.9,54.2-57.6,1,0,0,0,0,0,0,140,1411,9,Y,,,0
11-Oct,56,Otter Tail,550,1,UNDERWOOD PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,46,41,5,89.1,10.9,59.3,7.3,21.3,4.4,10,1.5,56.4-62.2,0,0,0,0,0,0,0,46,571,9,Y,,,0
11-Oct,56,Otter Tail,553,1,NEW YORK MILLS PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20110412,10,R,1,All Categories,All Students,N,44,38,6,86.4,13.6,59.4,7.4,21.7,4.2,9.7,1.5,56.5-62.3,0,0,0,0,0,0,0,50,697,9,Y,,,0
11-Oct,57,Pennington,561,1,GOODRIDGE PUBLIC SCHOOL DISTRICT,0,All Schools,1,1,GRAD,20110412,10,R,1,All Categories,All Students,N,10,4,6,40,60,46.7,5.8,15.7,4.3,10.3,3.3,40.3-53.1,0,0,0,0,0,0,0,13,193,9,Y,,,0
11-Oct,57,Pennington,564,1,THIEF RIVER FALLS SCHOOL DISTRICT,0,All Schools,1,1,GRAD,20110412,10,R,1,All Categories,All Students,N,153,115,38,75.2,24.8,56.8,7.2,20.2,4.1,11.7,0.9,55.0-58.6,1,0,0,0,0,0,0,157,1974,9,Y,,,0
11-Oct,58,Pine,577,1,WILLOW RIVER PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20110412,10,R,1,All Categories,All Students,N,28,15,13,53.6,46.4,54,7,18.6,3.8,13.3,2.5,49.1-58.9,0,0,0,0,0,0,0,30,433,9,Y,,,0
11-Oct,58,Pine,578,1,PINE CITY PUBLIC SCHOOL DISTRICT,0,All Schools,7,07E,GRAD,20110412,10,R,1,All Categories,All Students,N,109,91,18,83.5,16.5,57.4,7.2,20.7,4.2,10.8,1,55.4-59.4,0,0,0,0,0,0,0,125,1627,9,Y,,,0
11-Oct,59,Pipestone,581,1,EDGERTON PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20110412,10,R,1,All Categories,All Students,N,29,21,8,72.4,27.6,54,6.8,19.9,3.9,8.4,1.6,51.0-57.0,0,0,0,0,0,0,0,31,315,9,Y,,,0
11-Oct,60,Polk,592,1,CLIMAX-SHELLY PUBLIC SCHOOLS,0,All Schools,1,1,GRAD,20110412,10,R,1,All Categories,All Students,N,11,11,0,100,0,60.5,7.4,22.4,4.5,7.4,2.2,56.1-64.9,0,0,0,0,0,0,0,11,145,9,Y,,,0
11-Oct,60,Polk,593,1,CROOKSTON PUBLIC SCHOOL DISTRICT,0,All Schools,1,1,GRAD,20110412,10,R,1,All Categories,All Students,N,115,75,40,65.2,34.8,51.4,6.5,18.4,3.7,11.6,1.1,49.3-53.5,0,1,0,0,0,0,0,120,1309,9,Y,,,0
11-Oct,60,Polk,595,1,EAST GRAND FORKS PUBLIC SCHOOL DIST,0,All Schools,1,1,GRAD,20110412,10,R,1,All Categories,All Students,N,132,103,29,78,22,55,6.9,19.8,4,11,1,53.1-56.9,0,0,0,0,0,0,0,137,1727,9,Y,,,0
11-Oct,60,Polk,599,1,FERTILE-BELTRAMI SCHOOL DISTRICT,0,All Schools,1,1,GRAD,20110412,10,R,1,All Categories,All Students,N,34,31,3,91.2,8.8,58.2,7.6,21,4.1,10,1.7,54.8-61.6,0,0,0,0,0,0,0,36,460,9,Y,,,0
11-Oct,60,Polk,600,1,FISHER PUBLIC SCHOOL DISTRICT,0,All Schools,1,1,GRAD,20110412,10,R,1,All Categories,All Students,N,17,16,1,94.1,5.9,60.7,7.2,22.4,4.1,10.5,2.5,55.7-65.7,0,0,0,0,0,0,0,18,246,9,Y,,,0
11-Oct,60,Polk,601,1,FOSSTON PUBLIC SCHOOL DISTRICT,0,All Schools,1,1,GRAD,20110412,10,R,1,All Categories,All Students,N,47,38,9,80.9,19.1,58.2,7.5,20.9,4.4,9,1.3,55.6-60.8,0,0,0,0,0,0,0,54,634,9,Y,,,0
