Data Year,District County Number,District County Name,District Number,District Type,District Name,School Number,School Name,ECSU Number,Eco Dev Rgn,Test Name,Test Date,Grade,Subject,Report Order,Report Category,Report Description,Filtered,Count Tested,Count Passed,Count Not Passed,Percent Passed,Percent Not Passed,Average Score,GNS Average Score,GPFA Average Score,GDSP Average Score,GSGM Average Score,Standard Deviation,Std. Error of Mean,Confidence Interval,Count Absent,Count Invalid,Count Medical Exempt,Count Not Complete,Count PSO,Count Refused,Count Wrong Grade,October 1 Grade Enrollment,October 1 District Enrollment,Filter Threshold,Public School,School County Number,School County Name,School Classification
12-Nov,1,Aitkin,1,1,AITKIN PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20120417,11,M,1,All Categories,All Students,N,99,61,38,61.6,38.4,52.4,6,10.4,7.6,7.1,12.2,1.2,50.0-54.8,1,0,0,0,0,0,1,101,1244,9,Y,,,0
12-Nov,27,Hennepin,1,3,MINNEAPOLIS PUBLIC SCHOOL DIST.,0,All Schools,11,11,GRAD,20120417,11,M,1,All Categories,All Students,N,1830,700,1130,38.3,61.7,45.5,4.9,8.9,6,6,15.8,0.4,44.8-46.2,38,1,0,20,0,0,0,2166,33503,9,Y,,,0
12-Nov,1,Aitkin,2,1,HILL CITY PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20120417,11,M,1,All Categories,All Students,N,18,8,10,44.4,55.6,43.6,5.4,8.4,6.6,5.2,10.9,2.6,38.6-48.6,0,0,0,0,0,0,0,19,279,9,Y,,,0
12-Nov,1,Aitkin,4,1,MCGREGOR PUBLIC SCHOOL DISTRICT,0,All Schools,3,3,GRAD,20120417,11,M,1,All Categories,All Students,N,32,13,19,40.6,59.4,45.3,4.9,8.9,6.3,5.9,13.4,2.4,40.7-49.9,0,0,0,0,0,0,0,33,381,9,Y,,,0
12-Nov,19,Dakota,6,3,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,0,All Schools,11,11,GRAD,20120417,11,M,1,All Categories,All Students,N,198,111,87,56.1,43.9,51.5,5.8,10.4,7.3,7,13,0.9,49.7-53.3,0,0,1,1,0,0,0,212,3250,9,Y,,,0
12-Nov,2,Anoka,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,0,All Schools,11,11,GRAD,20120417,11,M,1,All Categories,All Students,N,2923,1706,1217,58.4,41.6,52.3,5.9,10.7,7.5,6.9,12.7,0.2,51.8-52.8,21,3,0,3,0,1,0,3167,37933,9,Y,,,0
12-Nov,2,Anoka,12,1,CENTENNIAL PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20120417,11,M,1,All Categories,All Students,N,499,392,107,78.6,21.4,59.2,6.3,11.7,8.5,8,13.4,0.6,58.0-60.4,1,0,0,0,0,0,3,555,6483,9,Y,,,0
12-Nov,2,Anoka,13,1,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,0,All Schools,11,11,GRAD,20120417,11,M,1,All Categories,All Students,N,186,58,128,31.2,68.8,44.3,4.8,9.2,5.9,5.7,12.4,0.9,42.5-46.1,2,0,0,2,0,0,0,214,2961,9,Y,,,0
12-Nov,2,Anoka,14,1,FRIDLEY PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20120417,11,M,1,All Categories,All Students,N,189,90,99,47.6,52.4,49.7,5.2,9.8,7,6.6,15,1.1,47.6-51.8,11,0,1,0,0,0,1,230,2895,9,Y,,,0
12-Nov,2,Anoka,15,1,ST. FRANCIS PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20120417,11,M,1,All Categories,All Students,N,387,197,190,50.9,49.1,49.8,5.6,10.5,7.2,6.6,10.6,0.5,48.7-50.9,0,0,0,1,0,0,0,409,5136,9,Y,,,0
12-Nov,2,Anoka,16,1,SPRING LAKE PARK PUBLIC SCHOOLS,0,All Schools,11,11,GRAD,20120417,11,M,1,All Categories,All Students,N,329,179,150,54.4,45.6,51.7,5.8,10.1,7.2,7.1,14.3,0.8,50.2-53.2,7,0,0,6,0,0,0,355,5150,9,Y,,,0
12-Nov,3,Becker,22,1,DETROIT LAKES PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20120417,11,M,1,All Categories,All Students,N,208,121,87,58.2,41.8,52.3,5.7,10.4,7.2,7.1,15.2,1.1,50.2-54.4,0,0,0,0,0,0,0,225,2809,9,Y,,,0
12-Nov,3,Becker,23,1,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,0,All Schools,4,4,GRAD,20120417,11,M,1,All Categories,All Students,N,53,32,21,60.4,39.6,51.8,5.6,10.4,7.4,6.9,14.3,2,48.0-55.6,0,0,0,0,0,0,0,60,899,9,Y,,,0
12-Nov,4,Beltrami,31,1,BEMIDJI PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20120417,11,M,1,All Categories,All Students,N,343,197,146,57.4,42.6,51.4,5.7,10.7,7.1,6.8,13.1,0.7,50.0-52.8,8,0,0,0,0,0,0,401,4992,9,Y,,,0
