districtNumber,districtType,districtName,year,percentEng
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2007,NA
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2007,NA
4000,07,CITY ACADEMY,2007,1
4001,07,BLUFFVIEW MONTESSORI,2007,1
4003,07,"NEW HEIGHTS SCHOOL, INC.",2007,0.974358974358974
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2007,0.0283018867924528
4005,07,METRO DEAF SCHOOL,2007,0.0847457627118644
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2007,0.954128440366973
4008,07,PACT CHARTER SCHOOL,2007,0.978571428571429
4011,07,ATHLOS LEADERSHIP ACADEMY,2007,0.61864406779661
4015,07,COMMUNITY OF PEACE ACADEMY,2007,0.258389261744966
4016,07,WORLD LEARNER CHARTER SCHOOL,2007,1
4017,07,MINNESOTA TRANSITIONS CHARTER SCHOOL,2007,0.976489028213166
4018,07,ACHIEVE LANGUAGE ACADEMY,2007,0.371859296482412
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2007,1
4025,07,CYBER VILLAGE ACADEMY,2007,1
4026,07,E.C.H.O. CHARTER SCHOOL,2007,1
4027,07,HIGHER GROUND ACADEMY,2007,0.169102296450939
4029,07,ST. PAUL CITY SCHOOL,2007,0.326704545454545
4031,07,JENNINGS COMMUNITY LEARNING CENTER,2007,1
4032,07,HARVEST PREPARATORY SCHOOL,2007,1
4035,07,LIFE PREP,2007,0.811764705882353
4036,07,FACE TO FACE ACADEMY,2007,1
4038,07,SOJOURNER TRUTH ACADEMY,2007,0.789667896678967
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2007,0.982608695652174
4043,07,MATH AND SCIENCE ACADEMY,2007,1
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2007,0.951388888888889
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2007,1
4053,07,NORTH LAKES ACADEMY,2007,1
4054,07,LA CRESCENT MONTESSORI AND STEM SCHOOL,2007,0.982456140350877
4055,07,NERSTRAND CHARTER SCHOOL,2007,1
4056,07,ROSA PARKS CHARTER HIGH SCHOOL,2007,1
4057,07,EL COLEGIO CHARTER SCHOOL,2007,0.555555555555556
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHARTER,2007,1
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2007,1
4064,07,RIVERWAY LEARNING COMMUNITY CHARTER,2007,0.974683544303797
4066,07,KATO PUBLIC CHARTER SCHOOL,2007,1
4067,07,AURORA CHARTER SCHOOL,2007,0.128755364806867
4068,07,EXCELL ACADEMY CHARTER,2007,1
4070,07,HOPE COMMUNITY ACADEMY,2007,0.0794573643410853
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCHOOL,2007,0.443137254901961
4074,07,AFSA HIGH SCHOOL,2007,0.99537037037037
4075,07,AVALON SCHOOL,2007,0.969135802469136
4077,07,TWIN CITIES INTERNATIONAL ELEMENTARY SCHOOL,2007,0.0172413793103448
4078,07,MINNESOTA INTERNATIONAL MIDDLE CHARTER,2007,0.0206185567010309
4079,07,FRIENDSHIP ACADEMY OF FINE ARTS CHARTER,2007,1
4080,07,PILLAGER AREA CHARTER SCHOOL,2007,1
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2007,0.851063829787234
4082,07,BLUESKY CHARTER SCHOOL,2007,0.996153846153846
4083,07,RIDGEWAY COMMUNITY SCHOOL,2007,1
4084,07,NORTH SHORE COMMUNITY SCHOOL,2007,1
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2007,0.967136150234742
4087,07,SAGE ACADEMY CHARTER SCHOOL,2007,0.955056179775281
4088,07,URBAN ACADEMY CHARTER SCHOOL,2007,0.704761904761905
4089,07,NEW CITY SCHOOL,2007,0.983739837398374
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2007,1
4091,07,ARCADIA CHARTER SCHOOL,2007,0.992
4092,07,WATERSHED HIGH SCHOOL,2007,1
4093,07,NEW CENTURY ACADEMY,2007,1
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2007,1
4097,07,"PARTNERSHIP ACADEMY, INC.",2007,0.127551020408163
4098,07,NOVA CLASSICAL ACADEMY,2007,0.918831168831169
4100,07,GREAT EXPECTATIONS,2007,1
4102,07,MINNESOTA INTERNSHIP CENTER,2007,0.399113082039911
4103,07,HMONG COLLEGE PREP ACADEMY,2007,0.00789473684210526
4104,07,PALADIN CAREER AND TECHNICAL HIGH SCHOOL,2007,0.982857142857143
4105,07,GREAT RIVER SCHOOL,2007,0.942196531791908
4106,07,TREKNORTH HIGH SCHOOL,2007,1
4107,07,VOYAGEURS EXPEDITIONARY,2007,1
4110,07,PIM ARTS HIGH SCHOOL,2007,1
4111,07,AUGSBURG FAIRVIEW ACADEMY,2007,0.542857142857143
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2007,1
4113,07,SPERO ACADEMY,2007,0.973333333333333
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEMY,2007,1
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2007,1
4119,07,ACADEMIC ARTS HIGH SCHOOL,2007,0.983050847457627
4120,07,ST. CROIX PREPARATORY ACADEMY,2007,0.997067448680352
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2007,0.00921658986175115
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2007,0.990147783251232
4124,07,BEACON ACADEMY,2007,0.94047619047619
4126,07,PRAIRIE SEEDS ACADEMY,2007,0.0115384615384615
4127,07,TEAM ACADEMY,2007,0.957983193277311
4131,07,METRO SCHOOLS CHARTER,2007,NA
4132,07,TWIN CITIES ACADEMY HIGH SCHOOL,2007,0.953846153846154
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2007,0.0210526315789474
4137,07,SWAN RIVER MONTESSORI CHARTER SCHOOL,2007,1
4138,07,MILROY AREA CHARTER SCHOOL,2007,0.977777777777778
4139,07,LOVEWORKS ACADEMY FOR ARTS,2007,1
4140,07,YINGHUA ACADEMY,2007,0.835443037974684
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2007,0.991416309012876
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCHOOL,2007,NA
4144,07,GREEN ISLE COMMUNITY SCHOOL,2007,1
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2007,1
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2007,1
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2007,1
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2007,0.983333333333333
4152,07,TWIN CITIES GERMAN IMMERSION CHARTER SCHOOL,2007,0.864197530864197
4153,07,DUGSI ACADEMY,2007,NA
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2007,1
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2007,1
4160,07,SPECTRUM HIGH SCHOOL,2007,1
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2007,1
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2007,0.977777777777778
4163,07,LEARNING FOR LEADERSHIP CHARTER,2007,0.60126582278481
4164,07,LAURA JEFFREY ACADEMY CHARTER,2007,NA
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2007,NA
4167,07,INTERNATIONAL SPANISH LANGUAGE ACADEMY,2007,NA
4168,07,GLACIAL HILLS ELEMENTARY,2007,NA
4169,07,STONEBRIDGE WORLD SCHOOL,2007,NA
4170,07,HIAWATHA ACADEMIES,2007,NA
4171,07,NOBLE ACADEMY,2007,NA
4172,07,CLARKFIELD CHARTER SCHOOL,2007,NA
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2007,NA
4178,07,LINCOLN INTERNATIONAL SCHOOL,2007,NA
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2007,NA
4183,07,LIONSGATE ACADEMY,2007,NA
4184,07,ASPEN ACADEMY,2007,NA
4185,07,DAVINCI ACADEMY,2007,NA
4186,07,GLOBAL ACADEMY,2007,NA
4187,07,NATURAL SCIENCE ACADEMY,2007,NA
4188,07,COLOGNE ACADEMY,2007,NA
4189,07,BRIGHT WATER ELEMENTARY,2007,NA
4190,07,RIVERS EDGE ACADEMY,2007,NA
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2007,NA
4192,07,BEST ACADEMY,2007,NA
4193,07,COLLEGE PREPARATORY ELEMENTARY,2007,NA
4194,07,CANNON RIVER STEM SCHOOL,2007,NA
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2007,NA
4198,07,DISCOVERY WOODS,2007,NA
4199,07,PARNASSUS PREPARATORY CHARTER SCHOOL,2007,NA
4200,07,STEP ACADEMY CHARTER SCHOOL,2007,NA
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2007,NA
4204,07,ROCHESTER STEM ACADEMY,2007,NA
4205,07,HENNEPIN ELEMENTARY SCHOOL,2007,NA
4207,07,VERMILION COUNTRY SCHOOL,2007,NA
4208,07,NASHA SHKOLA CHARTER SCHOOL,2007,NA
4209,07,MASTERY SCHOOL,2007,NA
4210,07,UPPER MISSISSIPPI ACADEMY,2007,NA
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2007,NA
4213,07,PRODEO ACADEMY,2007,NA
4215,07,SEJONG ACADEMY OF MINNESOTA,2007,NA
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2007,NA
4218,07,VENTURE ACADEMY,2007,NA
4219,07,NORTHEAST COLLEGE PREP,2007,NA
4220,07,AGAMIM CLASSICAL ACADEMY,2007,NA
4221,07,DISCOVERY CHARTER SCHOOL,2007,NA
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEMY CHARTER SCHOOL,2007,NA
4224,07,STAR OF THE NORTH ACADEMY CHARTER SCHOOL,2007,NA
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2007,NA
4226,07,BDOTE LEARNING CENTER,2007,NA
4227,07,ART AND SCIENCE ACADEMY,2007,NA
4228,07,WOODBURY LEADERSHIP ACADEMY,2007,NA
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE ACADEMY,2007,NA
4230,07,MINNESOTA EXCELLENCE IN LEARNING ACADEMY,2007,NA
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2007,NA
4232,07,SUCCESS ACADEMY,2007,NA
4233,07,LEVEL UP ACADEMY,2007,NA
4237,07,CAREER PATHWAYS,2007,NA
4238,07,ROCHESTER BEACON ACADEMY,2007,NA
4239,07,TESFA INTERNATIONAL SCHOOL,2007,NA
4240,07,NEW CENTURY SCHOOL,2007,NA
4243,07,NORTH METRO FLEX ACADEMY,2007,NA
4244,07,FIT ACADEMY,2007,NA
4246,07,BIG PICTURE TWIN CITIES,2007,NA
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2007,NA
4254,07,MARINE AREA COMMUNITY SCHOOL,2007,NA
6004,61,FRESHWATER EDUCATION DISTRICT,2007,1
6012,61,ZUMBRO EDUCATION DISTRICT,2007,1
6013,61,HIAWATHA VALLEY EDUCATION DISTRICT,2007,1
6014,61,RUNESTONE AREA EDUCATION DISTRICT,2007,1
6018,61,MINNESOTA RIVER VALLEY EDUCATION DISTRICT,2007,1
6026,61,WEST CENTRAL EDUCATION DISTRICT,2007,1
6027,61,MINNESOTA VALLEY EDUCATION DISTRICT,2007,0.964912280701754
6049,61,RIVER BEND EDUCATION DISTRICT,2007,0.980952380952381
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2007,1
6074,50,CENTRAL MINNESOTA JOINT POWERS DISTRICT,2007,0.984375
6076,50,NORTHLAND LEARNING CENTER,2007,1
6079,52,RUM RIVER SPECIAL EDUCATION COOPERATIVE,2007,NA
6083,52,SOUTHERN MINNESOTA EDUCATION CONSORTIUM,2007,NA
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECIAL EDUCATION COOPERATIVE,2007,NA
6094,52,CANNON VALLEY SPECIAL EDUCATION COOPERATIVE,2007,NA
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUCATION COOPERATIVE,2007,NA
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2007,NA
6383,61,BENTON-STEARNS EDUCATION DISTRICT,2007,1
6979,61,MID STATE EDUCATION DISTRICT,2007,1
9999,99,STATEWIDE,2007,0.890285556981603
0000,01,Minneapolis-St. Paul International Airport,2007,NA
2759,01,Eagle Valley,2007,NA
0323,02,Franconia,2007,NA
0815,02,Prinsburg,2007,NA
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2008,0.997667185069984
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2008,0.700297254764819
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2008,1
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2008,1
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DISTRICT,2008,0.867281105990783
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,2008,0.876671248281894
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2008,0.960772833723653
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,2008,0.658586548310003
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2008,0.840326773115485
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2008,0.95800933125972
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2008,0.893876661582044
0022,01,DETROIT LAKES PUBLIC SCHOOL DISTRICT,2008,0.995449374288965
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DISTRICT,2008,0.984782608695652
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2008,1
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2008,0.994751207222339
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2008,0.992343032159265
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2008,1
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2008,0.894391842680262
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2008,0.990573660113116
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2008,0.998788612961841
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2008,1
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2008,0.937163120567376
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2008,0.975308641975309
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2008,0.692889561270802
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2008,0.989655172413793
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2008,0.98116013882003
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2008,1
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2008,0.998407643312102
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2008,0.995221546481321
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2008,1
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2008,0.993131868131868
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2008,0.999111111111111
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2008,1
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2008,0.946153846153846
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2008,0.980565973406069
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DISTRICT,2008,0.988322065150584
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2008,0.888531001955596
0113,01,WALKER-HACKENSACK-AKELEY SCHOOL DISTRICT,2008,0.995444191343964
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2008,1
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2008,0.990591397849462
0118,01,NORTHLAND COMMUNITY SCHOOLS,2008,1
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2008,0.93299711815562
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2008,0.972660357518402
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2008,0.995694294940797
0146,01,BARNESVILLE PUBLIC SCHOOL DISTRICT,2008,1
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2008,0.935483870967742
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2008,0.891912320483749
0160,70,MINNESOTA STATE ACADEMIES,2008,0.197802197802198
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2008,0.998046875
0166,01,COOK COUNTY PUBLIC SCHOOLS,2008,0.993031358885017
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2008,0.740663900414938
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2008,0.938378378378378
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2008,0.998426773455378
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DISTRICT,2008,0.99591169255928
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2008,1
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2008,0.792708027050867
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2008,0.92859450726979
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2008,0.966830576665177
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2008,0.998043052837573
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2008,0.90282634032634
0197,01,WEST ST. PAUL-MENDOTA HEIGHTS-EAGAN,2008,0.828429153463106
0199,01,INVER GROVE HEIGHTS SCHOOLS,2008,0.902224663553969
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2008,0.981728597823855
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2008,0.980629539951574
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2008,0.978993649242794
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2008,0.994307891332471
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2008,0.987620357634113
0227,01,CHATFIELD PUBLIC SCHOOLS,2008,0.993212669683258
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2008,1
0238,01,MABEL-CANTON PUBLIC SCHOOL DISTRICT,2008,1
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2008,0.998427672955975
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2008,0.879842615012107
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2008,1
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2008,0.994501178318932
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2008,0.955271565495208
0255,01,PINE ISLAND PUBLIC SCHOOL DISTRICT,2008,0.997570850202429
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2008,0.967311072056239
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2008,0.996168582375479
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2008,0.872
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2008,0.894681132574755
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2008,0.832312031903511
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2008,0.891728862079542
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2008,0.919386295670264
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2008,0.95549638645873
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2008,0.970089285714286
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2008,0.974659606656581
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2008,0.796575469942304
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2008,0.602854330708661
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2008,0.841319717203456
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2008,0.908723281340266
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DISTRICT,2008,0.894661240124491
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2008,0.917485066315683
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2008,0.651282051282051
0287,06,INTERMEDIATE DISTRICT 313,2008,0.890568319226118
0288,06,SOUTHWEST METRO INTERMEDIATE 288,2008,NA
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2008,0.997654417513683
0297,01,SPRING GROVE SCHOOL DISTRICT,2008,1
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2008,0.992471769134254
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2008,1
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2008,1
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2008,1
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2008,0.996175908221797
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2008,0.983086680761099
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2008,1
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2008,1
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2008,0.993728769270969
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2008,1
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2008,0.880555555555556
0332,01,MORA PUBLIC SCHOOL DISTRICT,2008,0.998949027850762
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2008,1
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2008,0.990445859872611
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2008,0.752958222651533
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2008,1
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2008,0.995366795366795
0362,01,LITTLEFORK-BIG FALLS SCHOOL DISTRICT,2008,0.991428571428571
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2008,0.994594594594595
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2008,0.998
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DISTRICT,2008,1
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2008,1
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2008,1
0397,52,LAKE AGASSIZ SPECIAL EDUCATION COOPERATIVE,2008,1
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2008,0.994117647058824
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2008,0.99390243902439
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2008,1
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2008,0.862859712230216
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2008,0.924242424242424
0415,01,LYND PUBLIC SCHOOL DISTRICT,2008,0.663716814159292
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2008,0.963875759621877
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DISTRICT,2008,0.919463087248322
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2008,1
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCHOOL,2008,1
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2008,1
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2008,0.995098039215686
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2008,0.964809384164223
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2008,0.996487119437939
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2008,0.954725523486135
0466,01,DASSEL-COKATO PUBLIC SCHOOL DISTRICT,2008,0.986342296201451
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2008,1
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2008,0.993941142527409
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2008,0.993394980184941
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2008,0.983645791783008
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2008,0.995206136145733
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2008,1
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2008,0.971509971509972
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2008,0.994987468671679
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2008,0.833530665403741
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2008,0.997333333333333
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2008,1
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2008,0.989966555183946
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2008,0.979487179487179
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2008,0.975186104218362
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2008,0.990131578947368
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2008,0.924050632911392
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2008,0.976190476190476
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2008,1
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2008,0.608382154123479
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2008,1
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2008,1
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2008,0.996002284408909
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2008,0.793012772351615
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2008,0.996078431372549
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2008,0.99374511336982
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2008,1
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DISTRICT,2008,1
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DISTRICT,2008,0.667338709677419
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2008,0.984778292521509
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2008,0.996116504854369
0553,01,NEW YORK MILLS PUBLIC SCHOOL DISTRICT,2008,1
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2008,1
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2008,0.973292244478685
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2008,1
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2008,0.99876390605686
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2008,0.973063973063973
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2008,0.935251798561151
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2008,0.89311859443631
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2008,0.968078932095183
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2008,0.9979035639413
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2008,0.992779783393502
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2008,1
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2008,0.934267133566783
0622,01,NORTH ST PAUL-MAPLEWOOD OAKDALE PUBLIC SCHOOL DISTRICT,2008,0.843706391292213
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2008,0.804893252298582
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2008,0.922966335210255
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2008,0.559052496798976
0630,01,RED LAKE FALLS PUBLIC SCHOOL DISTRICT,2008,1
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2008,0.941176470588235
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2008,1
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2008,0.805327358725417
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2008,0.907763259031514
