fiscalYear,districtNumber,districtType,districtName,languageName,homePrimaryLanguage,enrollments,countyCode,CountyName,eco_dev_rgn,strata,strataName
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,Arabic,2,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,Lithuanian,31,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,English,11,3469,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,Somali,69,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,Vietnamese,51,3,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,Bosnian,41,4,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,Hindi ,19,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,Hmong,20,3,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,Spanish,45,48,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,Dutch,33,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,"Lao, Laotian ",28,3,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,Japanese,24,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,Portuguese,38,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,Not Specific,52,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,Ukrainian,49,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,Thai,47,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",7,6,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,110,1,WACONIA PUBLIC SCHOOL DISTRICT,Farsi ,13,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,111,1,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,"Filipino, Pilipino",126,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,111,1,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,"Khmer, Cambodian ",5,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,111,1,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,Russian,40,6,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,111,1,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,Dakota,8,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,111,1,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,Cebuano,36,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,111,1,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,English,11,1553,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,111,1,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,Amharic,63,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Thai,47,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Punjabi,117,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Afrikaans,1,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Hmong,20,8,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Farsi ,13,4,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Gujarati,112,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,French,15,6,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Bulgarian,64,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Spanish,45,616,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Urdu,122,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Bosnian,41,9,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Lithuanian,31,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,English,11,8165,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Nepali,68,4,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Amharic,63,7,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Telugu,119,3,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Arawak,79,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Norwegian,34,4,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Russian,40,45,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,"Oromo, Afan Oromo, Oromiffa ",74,9,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,"Khmer, Cambodian ",5,26,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Hindi ,19,12,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Marathi,116,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Romanian,39,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,"Swahili, Kiswahili ",70,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Japanese,24,4,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Somali,69,60,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Cantonese,108,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,German,17,7,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Arabic,2,4,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Tamil,118,6,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Dutch,33,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Slovak,43,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Vietnamese,51,51,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Bengali,10,8,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Yoruba,75,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Portuguese,38,7,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Slovene,44,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Icelandic,22,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Malagasy,90,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Polish,37,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,"Indonesian, Bahasa Indonesian",32,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,"Filipino, Pilipino",126,5,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Korean,26,6,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Cebuano,36,9,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,"Lao, Laotian ",28,45,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,"Chinese, Mandarin ",7,28,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,"Sign Language, ASL",42,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Ukrainian,49,3,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Swedish,46,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL,Bantu,101,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
13-Dec,113,1,WALKER-HACKENSACK-AKELEY SCHL. DIST,English,11,775,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,113,1,WALKER-HACKENSACK-AKELEY SCHL. DIST,French,15,1,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,113,1,WALKER-HACKENSACK-AKELEY SCHL. DIST,Spanish,45,2,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,113,1,WALKER-HACKENSACK-AKELEY SCHL. DIST,Finnish,14,1,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,113,1,WALKER-HACKENSACK-AKELEY SCHL. DIST,German,17,1,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,115,1,CASS LAKE-BENA PUBLIC SCHOOLS,English,11,1120,11,Cass                                         ,5,4,Outstate - Enrollment between 1000 and 1999
13-Dec,116,1,PILLAGER PUBLIC SCHOOL DISTRICT,German,17,1,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,116,1,PILLAGER PUBLIC SCHOOL DISTRICT,Portuguese,38,1,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,116,1,PILLAGER PUBLIC SCHOOL DISTRICT,Arabic,2,1,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,116,1,PILLAGER PUBLIC SCHOOL DISTRICT,Hungarian,21,1,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,116,1,PILLAGER PUBLIC SCHOOL DISTRICT,English,11,848,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,116,1,PILLAGER PUBLIC SCHOOL DISTRICT,Swedish,46,1,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,116,1,PILLAGER PUBLIC SCHOOL DISTRICT,Latvian,29,1,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,116,1,PILLAGER PUBLIC SCHOOL DISTRICT,Thai,47,1,11,Cass                                         ,5,5,Outstate - Enrollment between 500 and 999
13-Dec,118,1,NORTHLAND COMMUNITY SCHOOLS,English,11,345,11,Cass                                         ,5,6,Outstate - Enrollment less than 500
13-Dec,129,1,MONTEVIDEO PUBLIC SCHOOL DISTRICT,French,15,2,12,Chippewa                                     ,06W,4,Outstate - Enrollment between 1000 and 1999
13-Dec,129,1,MONTEVIDEO PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",7,2,12,Chippewa                                     ,06W,4,Outstate - Enrollment between 1000 and 1999
13-Dec,129,1,MONTEVIDEO PUBLIC SCHOOL DISTRICT,Polish,37,1,12,Chippewa                                     ,06W,4,Outstate - Enrollment between 1000 and 1999
13-Dec,129,1,MONTEVIDEO PUBLIC SCHOOL DISTRICT,Taiwanese,109,1,12,Chippewa                                     ,06W,4,Outstate - Enrollment between 1000 and 1999
13-Dec,129,1,MONTEVIDEO PUBLIC SCHOOL DISTRICT,Danish,9,1,12,Chippewa                                     ,06W,4,Outstate - Enrollment between 1000 and 1999
13-Dec,129,1,MONTEVIDEO PUBLIC SCHOOL DISTRICT,English,11,1179,12,Chippewa                                     ,06W,4,Outstate - Enrollment between 1000 and 1999
13-Dec,129,1,MONTEVIDEO PUBLIC SCHOOL DISTRICT,Spanish,45,105,12,Chippewa                                     ,06W,4,Outstate - Enrollment between 1000 and 1999
13-Dec,129,1,MONTEVIDEO PUBLIC SCHOOL DISTRICT,German,17,1,12,Chippewa                                     ,06W,4,Outstate - Enrollment between 1000 and 1999
13-Dec,129,1,MONTEVIDEO PUBLIC SCHOOL DISTRICT,Finnish,14,1,12,Chippewa                                     ,06W,4,Outstate - Enrollment between 1000 and 1999
13-Dec,138,1,NORTH BRANCH PUBLIC SCHOOLS,Spanish,45,24,13,Chisago                                      ,07E,3,Outstate - Enrollment 2000 or more
13-Dec,138,1,NORTH BRANCH PUBLIC SCHOOLS,German,17,2,13,Chisago                                      ,07E,3,Outstate - Enrollment 2000 or more
13-Dec,138,1,NORTH BRANCH PUBLIC SCHOOLS,English,11,3119,13,Chisago                                      ,07E,3,Outstate - Enrollment 2000 or more
13-Dec,138,1,NORTH BRANCH PUBLIC SCHOOLS,Cebuano,36,3,13,Chisago                                      ,07E,3,Outstate - Enrollment 2000 or more
13-Dec,138,1,NORTH BRANCH PUBLIC SCHOOLS,"Chinese, Mandarin ",7,4,13,Chisago                                      ,07E,3,Outstate - Enrollment 2000 or more
13-Dec,138,1,NORTH BRANCH PUBLIC SCHOOLS,Hmong,20,9,13,Chisago                                      ,07E,3,Outstate - Enrollment 2000 or more
13-Dec,139,1,RUSH CITY PUBLIC SCHOOL DISTRICT,Hmong,20,3,13,Chisago                                      ,07E,5,Outstate - Enrollment between 500 and 999
13-Dec,139,1,RUSH CITY PUBLIC SCHOOL DISTRICT,English,11,882,13,Chisago                                      ,07E,5,Outstate - Enrollment between 500 and 999
13-Dec,146,1,BARNESVILLE PUBLIC SCHOOL DIST.,English,11,863,14,Clay                                         ,4,5,Outstate - Enrollment between 500 and 999
13-Dec,150,1,HAWLEY PUBLIC SCHOOL DISTRICT,Thai,47,1,14,Clay                                         ,4,5,Outstate - Enrollment between 500 and 999
13-Dec,150,1,HAWLEY PUBLIC SCHOOL DISTRICT,Portuguese,38,1,14,Clay                                         ,4,5,Outstate - Enrollment between 500 and 999
13-Dec,150,1,HAWLEY PUBLIC SCHOOL DISTRICT,English,11,886,14,Clay                                         ,4,5,Outstate - Enrollment between 500 and 999
13-Dec,150,1,HAWLEY PUBLIC SCHOOL DISTRICT,Korean,26,1,14,Clay                                         ,4,5,Outstate - Enrollment between 500 and 999
13-Dec,150,1,HAWLEY PUBLIC SCHOOL DISTRICT,Swedish,46,1,14,Clay                                         ,4,5,Outstate - Enrollment between 500 and 999
13-Dec,150,1,HAWLEY PUBLIC SCHOOL DISTRICT,German,17,46,14,Clay                                         ,4,5,Outstate - Enrollment between 500 and 999
13-Dec,150,1,HAWLEY PUBLIC SCHOOL DISTRICT,Spanish,45,2,14,Clay                                         ,4,5,Outstate - Enrollment between 500 and 999
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,English,11,4959,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,Vietnamese,51,24,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,Arabic,2,74,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,Albanian,72,32,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,"Khmer, Cambodian ",5,1,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,Farsi ,13,2,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,"Filipino, Pilipino",126,2,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,French,15,2,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,Amharic,63,3,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,"Swahili, Kiswahili ",70,1,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,Nepali,68,1,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,Adangme,83,2,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",7,6,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,Spanish,45,177,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,"English, Creolized",57,4,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,Kurdish,27,175,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,Somali,69,29,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,Bosnian,41,35,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,Russian,40,3,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,Cebuano,36,1,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,"Sign Language, ASL",42,3,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,Not Specific,52,3,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,Samoan,56,2,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,Dakota,8,1,14,Clay                                         ,4,3,Outstate - Enrollment 2000 or more
13-Dec,160,70,MINNESOTA STATE ACADEMIES,Vietnamese,51,1,66,Rice                                         ,10,6,Outstate - Enrollment less than 500
13-Dec,160,70,MINNESOTA STATE ACADEMIES,"Sign Language, ASL",42,135,66,Rice                                         ,10,6,Outstate - Enrollment less than 500
13-Dec,160,70,MINNESOTA STATE ACADEMIES,English,11,51,66,Rice                                         ,10,6,Outstate - Enrollment less than 500
13-Dec,160,70,MINNESOTA STATE ACADEMIES,Spanish,45,1,66,Rice                                         ,10,6,Outstate - Enrollment less than 500
13-Dec,162,1,BAGLEY PUBLIC SCHOOL DISTRICT,English,11,993,15,Clearwater                                   ,2,5,Outstate - Enrollment between 500 and 999
13-Dec,166,1,COOK COUNTY PUBLIC SCHOOLS,English,11,465,16,Cook                                         ,3,6,Outstate - Enrollment less than 500
13-Dec,173,1,MOUNTAIN LAKE PUBLIC SCHOOLS,"Chinese, Mandarin ",7,1,17,Cottonwood                                   ,8,6,Outstate - Enrollment less than 500
13-Dec,173,1,MOUNTAIN LAKE PUBLIC SCHOOLS,English,11,375,17,Cottonwood                                   ,8,6,Outstate - Enrollment less than 500
13-Dec,173,1,MOUNTAIN LAKE PUBLIC SCHOOLS,"Swahili, Kiswahili ",70,1,17,Cottonwood                                   ,8,6,Outstate - Enrollment less than 500
13-Dec,173,1,MOUNTAIN LAKE PUBLIC SCHOOLS,Spanish,45,55,17,Cottonwood                                   ,8,6,Outstate - Enrollment less than 500
13-Dec,173,1,MOUNTAIN LAKE PUBLIC SCHOOLS,Japanese,24,1,17,Cottonwood                                   ,8,6,Outstate - Enrollment less than 500
13-Dec,173,1,MOUNTAIN LAKE PUBLIC SCHOOLS,Russian,40,4,17,Cottonwood                                   ,8,6,Outstate - Enrollment less than 500
13-Dec,173,1,MOUNTAIN LAKE PUBLIC SCHOOLS,"Lao, Laotian ",28,37,17,Cottonwood                                   ,8,6,Outstate - Enrollment less than 500
13-Dec,173,1,MOUNTAIN LAKE PUBLIC SCHOOLS,"Khmer, Cambodian ",5,1,17,Cottonwood                                   ,8,6,Outstate - Enrollment less than 500
13-Dec,173,1,MOUNTAIN LAKE PUBLIC SCHOOLS,German,17,2,17,Cottonwood                                   ,8,6,Outstate - Enrollment less than 500
13-Dec,177,1,WINDOM PUBLIC SCHOOL DISTRICT,English,11,843,17,Cottonwood                                   ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,177,1,WINDOM PUBLIC SCHOOL DISTRICT,Paluan,133,1,17,Cottonwood                                   ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,177,1,WINDOM PUBLIC SCHOOL DISTRICT,Burmese,55,2,17,Cottonwood                                   ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,177,1,WINDOM PUBLIC SCHOOL DISTRICT,Spanish,45,96,17,Cottonwood                                   ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,177,1,WINDOM PUBLIC SCHOOL DISTRICT,"Lao, Laotian ",28,3,17,Cottonwood                                   ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,177,1,WINDOM PUBLIC SCHOOL DISTRICT,"Swahili, Kiswahili ",70,8,17,Cottonwood                                   ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,177,1,WINDOM PUBLIC SCHOOL DISTRICT,Bengali,10,2,17,Cottonwood                                   ,8,5,Outstate - Enrollment between 500 and 999
13-Dec,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,English,11,6340,18,Crow Wing                                    ,5,3,Outstate - Enrollment 2000 or more
13-Dec,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,Not Specific,52,1,18,Crow Wing                                    ,5,3,Outstate - Enrollment 2000 or more
13-Dec,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,Amharic,63,1,18,Crow Wing                                    ,5,3,Outstate - Enrollment 2000 or more
13-Dec,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,Spanish,45,9,18,Crow Wing                                    ,5,3,Outstate - Enrollment 2000 or more
13-Dec,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,Danish,9,2,18,Crow Wing                                    ,5,3,Outstate - Enrollment 2000 or more
13-Dec,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,Japanese,24,1,18,Crow Wing                                    ,5,3,Outstate - Enrollment 2000 or more
13-Dec,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,"English, Creolized",57,1,18,Crow Wing                                    ,5,3,Outstate - Enrollment 2000 or more
13-Dec,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,German,17,9,18,Crow Wing                                    ,5,3,Outstate - Enrollment 2000 or more
13-Dec,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,Bengali,10,1,18,Crow Wing                                    ,5,3,Outstate - Enrollment 2000 or more
13-Dec,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,Russian,40,3,18,Crow Wing                                    ,5,3,Outstate - Enrollment 2000 or more
13-Dec,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,Korean,26,1,18,Crow Wing                                    ,5,3,Outstate - Enrollment 2000 or more
13-Dec,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,"Sign Language, ASL",42,2,18,Crow Wing                                    ,5,3,Outstate - Enrollment 2000 or more
13-Dec,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,Vietnamese,51,5,18,Crow Wing                                    ,5,3,Outstate - Enrollment 2000 or more
13-Dec,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",7,3,18,Crow Wing                                    ,5,3,Outstate - Enrollment 2000 or more
13-Dec,182,1,CROSBY-IRONTON PUBLIC SCHOOL DIST.,English,11,1154,18,Crow Wing                                    ,5,4,Outstate - Enrollment between 1000 and 1999
13-Dec,182,1,CROSBY-IRONTON PUBLIC SCHOOL DIST.,Russian,40,1,18,Crow Wing                                    ,5,4,Outstate - Enrollment between 1000 and 1999
13-Dec,186,1,PEQUOT LAKES PUBLIC SCHOOLS,Samoan,56,1,18,Crow Wing                                    ,5,4,Outstate - Enrollment between 1000 and 1999
