fiscalYear,districtNumber,districtType,districtName,languageName,homePrimaryLanguage,enrollments,countyCode,CountyName,eco_dev_rgn,strata,strataName
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,Nepali,68,1,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,English,11,8765,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,"Swahili, Kiswahili ",70,1,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,Arabic,2,3,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,Korean,26,2,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,"Khmer, Cambodian ",5,1,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,Estonian,12,1,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,French,15,1,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,"Indonesian, Bahasa Indonesian",32,2,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,Basaa,409,1,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,Amharic,63,2,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,Polish,37,1,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,"Sign Language, ASL",42,1,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,Thai,47,1,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,Spanish,45,7,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,Hebrew,18,1,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,Hindi ,19,2,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,709,1,DULUTH PUBLIC SCHOOL DISTRICT,Japanese,24,2,69,St. Louis                                    ,3,3,Outstate - Enrollment 2000 or more
13-Dec,712,1,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,English,11,562,69,St. Louis                                    ,3,5,Outstate - Enrollment between 500 and 999
13-Dec,716,1,BELLE PLAINE PUBLIC SCHOOL DISTRICT,Hmong,20,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,716,1,BELLE PLAINE PUBLIC SCHOOL DISTRICT,Russian,40,5,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,716,1,BELLE PLAINE PUBLIC SCHOOL DISTRICT,Bulgarian,64,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,716,1,BELLE PLAINE PUBLIC SCHOOL DISTRICT,Arabic,2,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,716,1,BELLE PLAINE PUBLIC SCHOOL DISTRICT,Spanish,45,13,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,716,1,BELLE PLAINE PUBLIC SCHOOL DISTRICT,English,11,1574,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,716,1,BELLE PLAINE PUBLIC SCHOOL DISTRICT,"Lao, Laotian ",28,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,716,1,BELLE PLAINE PUBLIC SCHOOL DISTRICT,Korean,26,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,716,1,BELLE PLAINE PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",7,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,716,1,BELLE PLAINE PUBLIC SCHOOL DISTRICT,Samoan,56,4,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,717,1,JORDAN PUBLIC SCHOOL DISTRICT,Vietnamese,51,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,717,1,JORDAN PUBLIC SCHOOL DISTRICT,English,11,1634,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,717,1,JORDAN PUBLIC SCHOOL DISTRICT,Hmong,20,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,717,1,JORDAN PUBLIC SCHOOL DISTRICT,Russian,40,9,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,717,1,JORDAN PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",7,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,717,1,JORDAN PUBLIC SCHOOL DISTRICT,"Lao, Laotian ",28,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,717,1,JORDAN PUBLIC SCHOOL DISTRICT,Kosraean,280,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,717,1,JORDAN PUBLIC SCHOOL DISTRICT,Spanish,45,85,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,717,1,JORDAN PUBLIC SCHOOL DISTRICT,Ukrainian,49,4,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Hungarian,21,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,English,11,6823,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Bengali,10,7,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Vietnamese,51,79,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Tagalog,375,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Bosnian,41,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Kannada ,113,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Nuer,76,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Marathi,116,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,"Lao, Laotian ",28,12,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Lakota,110,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Belle,195,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,"Khmer, Cambodian ",5,48,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Korean,26,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Arabic,2,8,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,German,17,5,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,"Swahili, Kiswahili ",70,5,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Russian,40,83,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,"Ganda, Luganda ",95,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Twi,161,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Malayalam,115,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Tamil,118,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Amharic,63,4,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Italian,23,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Samoan,56,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Hindi ,19,7,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Thai,47,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Bulgarian,64,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,French,15,5,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Japanese,24,4,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,"French, Creolized",232,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Spanish,45,68,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Norwegian,34,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Farsi ,13,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Slovak,43,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Hebrew,18,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Ndebele,99,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Hmong,20,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Ukrainian,49,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,"English, Creolized",57,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Somali,69,28,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Urdu,122,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,"Filipino, Pilipino",126,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Dinka,220,4,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Not Specific,52,4,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Mongolian,25,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,"Chinese, Mandarin ",7,40,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,"Indonesian, Bahasa Indonesian",32,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,719,1,PRIOR LAKE-SAVAGE AREA SCHOOLS,Polish,37,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Finnish,14,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Lakota,110,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Tamil,118,12,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,"Oromo, Afan Oromo, Oromiffa ",74,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Arabic,2,9,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Vietnamese,51,212,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,"Kissi, Gissi ",273,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Afrikaans,1,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Adangme,83,7,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,English,11,5673,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,German,17,4,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Telugu,119,35,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Gujarati,112,7,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Nepali,68,7,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Nuer,76,5,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Kannada ,113,5,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Bosnian,41,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,French,15,8,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Hmong,20,5,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Somali,69,101,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Cantonese,108,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,"Filipino, Pilipino",126,4,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Tigrinya,71,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Kalenjin,260,4,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Burmese,55,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Sundanese,163,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Tibetan,73,5,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Amharic,63,5,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Malayalam,115,7,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Croatian,127,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,"Khmer, Cambodian ",5,134,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Latvian,29,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Korean,26,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Oriya,334,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Russian,40,145,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Cebuano,36,6,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,"Portuguese, creolized",342,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Hindi ,19,30,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Urdu,122,5,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Not Specific,52,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Polish,37,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",7,44,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Marathi,116,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,"Swahili, Kiswahili ",70,17,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Macedonian,89,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Dutch,33,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Bantu,101,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Konkani,114,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,"Lao, Laotian ",28,90,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,"Indonesian, Bahasa Indonesian",32,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Ukrainian,49,6,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,"English, Creolized",57,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Portuguese,38,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Twi,161,16,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Thai,47,7,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Bengali,10,54,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,720,1,SHAKOPEE PUBLIC SCHOOL DISTRICT,Spanish,45,780,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,Twi,161,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,"English, Creolized",57,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,Estonian,12,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,"Khmer, Cambodian ",5,6,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,Afar,175,4,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,English,11,3825,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,"Lao, Laotian ",28,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,Spanish,45,9,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,Thai,47,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,Czech,4,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,Haitian Creole,85,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,Gbii,240,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,Nuer,76,5,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,Arabic,2,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,Russian,40,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,Hungarian,21,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,Korean,26,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,721,1,NEW PRAGUE AREA SCHOOLS,"Chinese, Mandarin ",7,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
13-Dec,726,1,BECKER PUBLIC SCHOOL DISTRICT,Norwegian,34,1,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
13-Dec,726,1,BECKER PUBLIC SCHOOL DISTRICT,Arabic,2,1,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
13-Dec,726,1,BECKER PUBLIC SCHOOL DISTRICT,Romanian,39,1,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
13-Dec,726,1,BECKER PUBLIC SCHOOL DISTRICT,German,17,1,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
13-Dec,726,1,BECKER PUBLIC SCHOOL DISTRICT,Russian,40,31,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
13-Dec,726,1,BECKER PUBLIC SCHOOL DISTRICT,Korean,26,1,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
13-Dec,726,1,BECKER PUBLIC SCHOOL DISTRICT,Spanish,45,7,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
13-Dec,726,1,BECKER PUBLIC SCHOOL DISTRICT,"Chinese, Mandarin ",7,4,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
13-Dec,726,1,BECKER PUBLIC SCHOOL DISTRICT,English,11,2710,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
13-Dec,726,1,BECKER PUBLIC SCHOOL DISTRICT,Finnish,14,1,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
13-Dec,726,1,BECKER PUBLIC SCHOOL DISTRICT,Bengali,10,2,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
13-Dec,727,1,BIG LAKE PUBLIC SCHOOL DISTRICT,Hindi ,19,1,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
13-Dec,727,1,BIG LAKE PUBLIC SCHOOL DISTRICT,English,11,3183,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
13-Dec,727,1,BIG LAKE PUBLIC SCHOOL DISTRICT,Finnish,14,3,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
13-Dec,727,1,BIG LAKE PUBLIC SCHOOL DISTRICT,Hmong,20,2,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
13-Dec,727,1,BIG LAKE PUBLIC SCHOOL DISTRICT,Vietnamese,51,4,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
13-Dec,727,1,BIG LAKE PUBLIC SCHOOL DISTRICT,Russian,40,3,71,Sherburne                                    ,07W,3,Outstate - Enrollment 2000 or more
