districtName,actCode,year,score
Alexandria Ind School Dist 206,247200,2011,23.1
Annandale Ind School Dist 876,247906,2011,22.3
Anoka-Hennepin Ind Sch Dist 11,247008,2011,22.5
Ashby Ind School District 261,247270,2011,21.8
Atwater-Cosmos-Grove City Sd,247358,2011,20.9
Austin Ind School District 492,247518,2011,22.5
Badger Ind School District 676,247716,2011,NA
Bagley Ind School District 162,247146,2011,20.6
Barnesville Ind Sch Dist 146,247132,2011,21.2
Barnum Ind School District 91,247076,2011,20
Battle Lake Ind Sch Dist 542,247572,2011,22
Becker Ind School District 726,247770,2011,22.7
Belgrade-Brootn-Elrosa Sd 2364,247790,2011,22.4
Belle Plaine Ind Sch Dist 716,247760,2011,21
Bemidji Ind School District 31,247030,2011,22.3
Benson Ind School District 777,247826,2011,22.4
Bertha-Hewitt Ind Sch Dist 786,247830,2011,20.5
Big Lake Ind School Dist 727,247772,2011,22.1
Blackduck Ind School Dist 32,247032,2011,22.9
Blooming Prairie Ind Sd 756,247810,2011,22.8
Bloomington Pub Sch Dist 271,247280,2011,22.8
Blue Earth Area Ind Sd 2860,247210,2011,23.2
Bold School District,247682,2011,21.6
Braham Ind School District 314,247332,2011,21.6
Brainerd Ind School Dist 181,247162,2011,23.8
Brandon-Evansville Isd 2908,247202,2011,22.8
Breckenridge Ind Sch Dist 846,247892,2011,21.3
Brooklyn Center Ind Sd 286,247282,2011,17.4
Browerville Ind Sch Dist 787,247832,2011,22.6
Buffalo Hanover Montrose Sd,247908,2011,22.8
Buffalo Lake-Hector Isd 2159,247692,2011,21.5
Burnsville-Eagan-Savage Sd 191,247170,2011,23.2
Butterfield-Odin Ind Sd 836,247886,2011,20.5
Byron Ind School District 531,247562,2011,24.2
Caledonia Ind School Dist 299,247316,2011,23.2
Cambridge-Isanti Sch Dist 911,247334,2011,22.4
Campbell-Tintah Ind Sd 852,247894,2011,NA
Canby Ind School District 891,247922,2011,20.3
Cannon Falls Ind Sch Dist 252,247256,2011,22.7
Carlton Ind School District 93,247078,2011,22.1
Cass Lake-Bena Ind Sd 115,247106,2011,19.1
Cedar Mountain Sch Dist 2754,247672,2011,22.8
Centennial Ind School Dist 12,247010,2011,23.8
Central School District 108,247094,2011,22
Chatfield Pub School Dist 227,247570,2011,22.4
Chisago Lakes Isd 2144,247124,2011,22.5
Chisholm Ind School Dist 695,247728,2011,21.8
Chokio-Alberta Ind Sd 771,247822,2011,22.5
Clearbrook-Gonvick Sd 2311,247148,2011,21.2
Cleveland Public Sch Dist 391,247396,2011,21.6
Climax-Shelly Ind Sch Dist 592,247618,2011,NA
Clnton-Gracevl-Brdsley Sd 2888,247046,2011,21.1
Cloquet Ind School District 94,247080,2011,22.2
Columbia Heights Isd 13,247012,2011,19.9
Comfrey Ind School District 81,247064,2011,NA
Cook Co Sch Dist 166,247152,2011,23.6
Cromwell-Wright Ind Sd 95,247082,2011,21.6
Crookston Ind School Dist 593,247620,2011,21.1
Crosby-Ironton School Dist 182,247164,2011,21.6
Dassel-Cokato Ind Sch Dist 466,247486,2011,22.4
Dawson-Boyd Isd 378,247388,2011,22.4
Deer River Ind School Dist 317,247340,2011,20.7
Delano Ind School District 879,247910,2011,23.8
Detroit Lakes Ind Sch Dist 22,247022,2011,22.5
Dilworth-Glyndn-Feltn Isd 2164,247134,2011,22.5
Dover-Eyota Ind Sch Dist 533,247564,2011,23
Duluth Ind School District 709,247730,2011,23.1
East Central Isd 2580,247604,2011,22.5
East Grand Forks Ind Sd 595,247622,2011,20.6
Eastern Carver Co Schools,247092,2011,23.8
Eden Prairie Ind Sch Dist 272,247284,2011,25.2
Eden Valley-Watkins Ind Sd 463,247488,2011,21.4
Edgerton Ind School Dist 581,247610,2011,21.7
Edina Public School Dist 273,247286,2011,26.1
Elk River Ind School Dist 728,247774,2011,22.8
Ellsworth Ind School Dist 514,247540,2011,21
Ely Ind School District 696,247732,2011,24.3
Esko Ind School District 99,247086,2011,23.9
Eveleth-Gilbert Sch Dist 2154,247734,2011,22.9
Fairmont Area School Dist 2752,247466,2011,21.9
Faribault Ind School Dist 656,247702,2011,22.2
Farmington Ind School Dist 192,247172,2011,22.6
Fergus Falls Ind Sch Dist 544,247576,2011,23.2
Fertile-Beltrami Ind Sd 599,247626,2011,23.9
Fillmore Central Sch Dist 2198,247238,2011,21.8
Fisher Ind School District 600,247628,2011,NA
Floodwood Ind School Dist 698,247736,2011,20.7
Foley Ind School District 51,247040,2011,22.2
Forest Lake Ind Sch Dist 831,247878,2011,22.5
Fosston Ind School Dist 601,247630,2011,22.5
Frazee-Vergas Ind Sch Dist 23,247024,2011,23.1
Fridley Ind School District 14,247014,2011,21.6
Fulda Ind School District 505,247528,2011,21.5
Gfw Public School Dist 2365,247688,2011,21.6
Glencoe Silver Lake Isd 2859,247432,2011,21.4
Glenville-Emmons Isd 2886,247250,2011,21.2
Goodhue Ind School Dist 253,247258,2011,21.4
Goodridge Ind School Dist 561,247590,2011,NA
Granada-Huntley-East Chain Sd,247470,2011,23.2
Grand Meadow Pub Sch Dist 495,247520,2011,21.3
Grand Rapids Ind Sch Dist 318,247342,2011,22.3
Greenbush-Middle River Sd 2683,247718,2011,22.9
Greenway Ind School Dist 316,247338,2011,20.9
Grygla Ind School District 447,247458,2011,NA
Hancock Ind Sch Dist 768,247818,2011,NA
Hastings Ind School Dist 200,247174,2011,22
Hawley Ind School District 150,247138,2011,22.5
Hayfield Ind School Dist 203,247194,2011,21.2
Hendricks Ind School Dist 402,247406,2011,NA
Henning Ind School Dist 545,247578,2011,23
Herman-Norcross Cmty Sd 264,247278,2011,NA
Hermantown Ind School Dist 700,247740,2011,23.4
Heron Lake-Okabena Isd 330,247346,2011,21.8
Hibbing Ind School Dist 701,247742,2011,22.8
Hill City Ind School Dist 2,247004,2011,22
Hills-Beaver Creek Ind Sd 671,247708,2011,23
Hinckley-Finlayson Psd 2165,247600,2011,22.2
Holdingford Ind Sch Dist 738,247794,2011,23.7
Hopkins Ind School Dist 270,247288,2011,23.3
Houston Ind School Dist 294,247318,2011,22.8
Hutchinson Ind School Dist 423,247434,2011,22.9
Independent School District 15,247016,2011,22.6
Independent Sd 2687,247912,2011,21.4
International Falls Ind Sd 361,247380,2011,21.9
Inver Grove Heights Isd 199,247186,2011,22.6
Isle Ind School District 473,247494,2011,20.4
Jackson Co Central Sd 2895,247348,2011,22.9
Janesvle-Wldrf-Pmbrtn Isd 2835,247870,2011,20.7
Jordan Ind School District 717,247762,2011,21.5
Kasson-Mantorville Ind Sd 204,247196,2011,23.6
Kelliher School Dist 36,247034,2011,NA
Kenyon-Wanamingo Sd 2172,247260,2011,21.9
Kerkhoven-Murdck-Sunbrg Sd 775,247828,2011,22.4
Kimball Ind School Dist 739,247796,2011,21.8
Kingsland Public Sch Dist 2137,247242,2011,21.4
Kittson Central Sch Dist 2171,247366,2011,21.2
La Crescent-Hokah Ind Sd 300,247320,2011,22.4
Lac Qui Parle Vly Isd 2853,247934,2011,23
Lake City Ind School Dist 813,247852,2011,22.9
Lake Crystal-Wellcome Mem 2071,247056,2011,21
Lake Of The Woods Isd 390,247394,2011,23.6
Lake Park-Audubon Isd 2889,247020,2011,23.6
Lake Superior Ind Sch Dist 381,247392,2011,23.4
Lakeview Ind School Dist 2167,247418,2011,21.4
Lakeville Ind School Dist 194,247176,2011,24.3
Lancaster Ind School Dist 356,247374,2011,NA
Lanesboro Ind School Dist 229,247232,2011,23.3
Laporte Ind School Dist 306,247328,2011,NA
Le Center Ind School Dist 392,247398,2011,22.9
Le Sueur-Henderson Isd 2397,247400,2011,23.6
Leroy-Ostrander Ind Sd 499,247516,2011,23.1
Lester Prairie Ind Sd 424,247436,2011,21.8
Lewiston-Altura Isd 857,247898,2011,22.6
Litchfield Ind School Dist 465,247492,2011,22.4
Little Falls Ind Sch Dist 482,247502,2011,22.9
Littlefork-Big Falls Sd 362,247378,2011,NA
Long Prairie-Grey Eagle 2753,247840,2011,22.9
Luverne Ind School Dist 2184,247710,2011,22.2
Lyle Ind School District 497,247522,2011,NA
Mabel-Canton Ind Sch Dist 238,247234,2011,20.3
Maccray Ind School Dist 2180,247114,2011,21.4
Madelia Ind School Dist 837,247888,2011,22.1
Mahnomen Ind School Dist 432,247444,2011,21.3
Mahtomedi Ind School Dist 832,247880,2011,25.6
Mankato Area Public Schs,247060,2011,22.7
Maple Lake Ind School Dist 881,247914,2011,21.4
Maple River School Dist 2135,247058,2011,22.3
Marshall Co Central Isd 441,247454,2011,20.5
Marshall Ind School Dist 413,247422,2011,22.2
Martin Co West Sch Dist 2448,247472,2011,22
Mcgregor Ind School Dist 4,247006,2011,21.3
Medford Ind School Dist 763,247814,2011,21.8
Melrose Area Ind Sd 740,247798,2011,22.6
Menahga Ind School Dist 821,247860,2011,21.9
Mesabi East Ind Sch Dist 2711,247724,2011,21.9
Milaca Ind School District 912,247496,2011,21.9
Minneapolis Public Sch Dist,247310,2011,20.7
Minneota Public Schools,247424,2011,21.4
Minnetonka Isd 276,247292,2011,25.5
Minnewaska Area Sch Dist 2149,247642,2011,22.3
Montevideo Ind School Dist 129,247120,2011,22.5
Monticello Ind School Dist 882,247904,2011,22.4
Moorhead Ind School Dist 152,247140,2011,22.8
Moose Lake Ind School Dist 97,247084,2011,22.1
Mora Ind School Dist 332,247354,2011,22.4
Morris Ind School Dist 2769,247820,2011,23
Mounds View Ind Sch Dist 621,247648,2011,25.3
Mountain Iron-Buhl Isd 712,247746,2011,18.8
Mountain Lake Ind Sch Dist 173,247154,2011,21.1
Murray Co Central Isd 2169,247530,2011,21.1
N St Paul Mplwd Oakdale Sd 622,247650,2011,22.3
Nashwauk-Keewatin Ind Sd 319,247344,2011,21.1
Nevis Ind School District 308,247326,2011,22.6
New London-Spicer Ind Sd 0345,247360,2011,22.1
New Prague Ind Sch Dist 721,247764,2011,22.3
New Ulm Pub Sch District 88,247066,2011,22.1
New York Mills Ind Sd 553,247580,2011,21.9
Nicollet Ind School Dist 507,247532,2011,NA
Norman Co East Isd 2215,247560,2011,20.1
Norman Co West Isd 2527,247556,2011,NA
North Branch Ind Sch Dist 138,247126,2011,22.3
Northfield Ind School Dist 659,247706,2011,24
Northland Cmty Sd 118,247110,2011,21.7
Nrheg Ind Sch Dist 2168,247874,2011,21.8
Ogilvie Ind School Dist 333,247356,2011,19.8
Onamia Ind School Dist 480,247498,2011,20.3
Orono Ind School District 278,247296,2011,25.7
Ortonville Ind Sch Dist 2903,247050,2011,21.4
Osakis Ind School District 213,247208,2011,22
Osseo Ind School District 279,247298,2011,22.6
Owatonna School Dist 761,247816,2011,23.6
Park Rapids Ind Sch Dist 309,247330,2011,21.3
Parkers Prairie Ind Sd 547,247582,2011,21.6
Paynesville Ind Sch Dist 741,247800,2011,22
Pelican Rapids Ind Sd 548,247584,2011,23
Pequot Lakes Ind Sch Dist 186,247166,2011,22.4
Perham-Dent Ind Sch Dist 549,247586,2011,22.5
Pierz School District 484,247508,2011,23.5
Pillager Ind School Dist 116,247108,2011,21.4
Pine City Sch District 578,247602,2011,23.6
Pine Island School Dist 255,247262,2011,23.2
Pine River-Backus Ind Sd 2174,247104,2011,21.8
Pipestone Area Sch Dist 2689,247614,2011,22.8
Plainview Elgin Millville Sd,247856,2011,22.6
Princeton Public Sch Dist 477,247500,2011,21.4
Prior Lake-Savage Area Sd 719,247766,2011,24
Proctor Ind School Dist 704,247748,2011,21.1
Randolph School District 195,247178,2011,22
Red Lake Co Central Isd 2906,247658,2011,19.1
Red Lake Falls Sch Dist 630,247662,2011,20
Red Lake Independent Sd 38,247036,2011,NA
Red Rock Central Ind Sd 2884,247668,2011,23.6
Red Wing School District 256,247264,2011,23.1
Redwood Falls Sch Dist 2897,247674,2011,21.9
Renville Co West Sch Dist 2890,247698,2011,21.7
Richfield School District 280,247300,2011,20.7
Robbinsdale Ind Sch Dist 281,247302,2011,22.6
Rochester School District 535,247566,2011,24.5
Rockford School District 883,247918,2011,22.6
Rocori Ind Sch Dist 750,247808,2011,22.7
Roseau School District 682,247720,2011,22.1
Rosemount-Apple Vly-Eagan 196,247180,2011,24
Roseville Area Sch Dist 623,247652,2011,23.6
Rothsay School District 850,247896,2011,17.8
Royalton School District 485,247512,2011,20.8
Rush City Ind School Dist 139,247128,2011,22.1
Rushford-Peterson Isd 239,247240,2011,22.3
Russell Tyler Ruthton Sd 2902,247412,2011,21.9
Sartell-St Stephen Isd 748,247804,2011,24.5
Sauk Centre School Dist 743,247806,2011,23.8
Sauk Rapids-Rice Sch Dist 47,247042,2011,21.8
Sebeka Ind School District 820,247866,2011,22.6
Shakopee School District 720,247768,2011,22.7
Sibley East Ind Sch Dist 2310,247782,2011,21.3
Sleepy Eye School District 84,247068,2011,20.4
South Koochiching Sd 363,247382,2011,21.1
South St Paul Special Sd 6,247182,2011,22.4
South Washington Co Sd 833,247882,2011,23.4
Southland School District 500,247524,2011,20.8
Spring Grove School Dist 297,247322,2011,23.7
Spring Lake Park Sd 16,247018,2011,22
Springfield School District 85,247070,2011,21.9
St Anthony-New Brighton Sd 282,247304,2011,23.3
St Charles Ind School Dist 858,247900,2011,22.9
St Clair School District 75,247062,2011,23.8
St Cloud Ind Sch Dist 742,247802,2011,22.2
St James School District 840,247890,2011,20.5
St Louis Co Isd 2142,247756,2011,21.8
St Louis Park School Dist 283,247306,2011,23.7
St Michael-Albertville Sd 885,247916,2011,22.9
St Paul Independent Sd 625,247656,2011,19.3
St Peter Ind School Dist 508,247534,2011,23.1
Staples-Motley Isd 2170,247842,2011,21.7
Stephen-Argyle Central Sd 2856,247460,2011,21.7
Stewartville School Dist 534,247568,2011,23.5
Stillwater School Dist 834,247884,2011,24.1
Swanville School District 486,247504,2011,20.9
Thief River Falls Sd 564,247592,2011,22
Tracy Ind School District 2904,247428,2011,21.3
Tri-County Ind Sch Dist 2358,247372,2011,NA
Triton Ind School Dist 2125,247192,2011,23
Truman School District 458,247474,2011,19.8
Ulen-Hitterdal Sch Dist 914,247142,2011,NA
Underwood School District 550,247588,2011,23
United South Central Isd 2134,247222,2011,21.4
Upsala Area School Dist 487,247506,2011,21.6
Verndale Ind School Dist 818,247862,2011,21.1
Virginia Public Sch Dist 706,247752,2011,22.9
W St Paul-Mendota-Eagan Sd 197,247184,2011,23.8
Wabasha-Kellogg Isd 811,247858,2011,22.1
Wabasso School District 640,247678,2011,21.5
Waconia School District 110,247096,2011,23.1
Wadena-Deer Creek Sd 2155,247864,2011,21.4
Walker-Hackensack-Akeley 113,247112,2011,21.5
Warren-Alvarado-Oslo Sd 2176,247464,2011,23
Warroad School District 690,247722,2011,21.3
Waseca Public School Dist,247876,2011,22.3
Watertown-Mayer Sch Dist 111,247098,2011,22.7
Watrvle-Elysian-Mrstwn Sd 2143,247404,2011,20.7
Waubun-Ogema-White Earth Psd,247446,2011,19.8
Wayzata School District 284,247308,2011,25.8
West Central Area Sd 2342,247206,2011,22.2
Westbrook-Walnut Grove Sd 2898,247158,2011,20.2
Westonka Ind School Dist 277,247294,2011,23.8
Wheaton School District 803,247848,2011,22.3
White Bear Lake Area Isd 624,247654,2011,22.9
Willmar School District 347,247364,2011,23.2
Willow River School Dist 577,247606,2011,22.9
Win-E-Mac School Dist 2609,247632,2011,20.2
Windom School District 177,247160,2011,23.2
Winona Area Public School Dist,247902,2011,22.3
Worthington School Dist 518,247542,2011,21.8
Wrenshall School District 100,247088,2011,20.2
Wright School District 966,247920,2011,NA
Yellow Medicine East Sd 2190,247928,2011,20.8
Zumbrota-Mazeppa Isd 2805,247854,2011,23.8
Ada-Borup School District 2854,247550,2010,22.7
Adrian Ind School District 511,247544,2010,22.3
Aitkin Ind School District 1,247002,2010,23.3
Albany Area Sch District 745,247788,2010,22.2
Albert Lea Area Schools,247246,2010,22.1
Alden-Conger Ind Sch Dist 242,247248,2010,22.5
Alexandria Ind School Dist 206,247200,2010,23.1
Annandale Ind School Dist 876,247906,2010,22.8
Anoka-Hennepin Ind Sch Dist 11,247008,2010,22.3
Ashby Ind School District 261,247270,2010,21.6
Atwater-Cosmos-Grove City Sd,247358,2010,21.1
Austin Ind School District 492,247518,2010,22.8
Badger Ind School District 676,247716,2010,NA
Bagley Ind School District 162,247146,2010,19.5
Barnesville Ind Sch Dist 146,247132,2010,21.7
Barnum Ind School District 91,247076,2010,22.3
Battle Lake Ind Sch Dist 542,247572,2010,21.6
Becker Ind School District 726,247770,2010,22.2
Belgrade-Brootn-Elrosa Sd 2364,247790,2010,22.7
Belle Plaine Ind Sch Dist 716,247760,2010,21.6
Bemidji Ind School District 31,247030,2010,23.3
Benson Ind School District 777,247826,2010,23.7
Bertha-Hewitt Ind Sch Dist 786,247830,2010,21.3
Big Lake Ind School Dist 727,247772,2010,22
Blackduck Ind School Dist 32,247032,2010,19.2
Blooming Prairie Ind Sd 756,247810,2010,24
Bloomington Pub Sch Dist 271,247280,2010,23
Blue Earth Area Ind Sd 2860,247210,2010,23.1
Bold School District,247682,2010,21.7
Braham Ind School District 314,247332,2010,25
Brainerd Ind School Dist 181,247162,2010,23.9
Brandon-Evansville Isd 2908,247202,2010,25.1
Breckenridge Ind Sch Dist 846,247892,2010,20.4
Brooklyn Center Ind Sd 286,247282,2010,18.3
Browerville Ind Sch Dist 787,247832,2010,20.7
Buffalo Hanover Montrose Sd,247908,2010,22.1
Buffalo Lake-Hector Isd 2159,247692,2010,19.7
Burnsville-Eagan-Savage Sd 191,247170,2010,22.9
Butterfield-Odin Ind Sd 836,247886,2010,NA
Byron Ind School District 531,247562,2010,23.9
Caledonia Ind School Dist 299,247316,2010,22.8
Cambridge-Isanti Sch Dist 911,247334,2010,22.5
Campbell-Tintah Ind Sd 852,247894,2010,NA
Canby Ind School District 891,247922,2010,21.9
Cannon Falls Ind Sch Dist 252,247256,2010,23.2
Carlton Ind School District 93,247078,2010,22.6
Cass Lake-Bena Ind Sd 115,247106,2010,19.5
Cedar Mountain Sch Dist 2754,247672,2010,22
Centennial Ind School Dist 12,247010,2010,23.7
Central School District 108,247094,2010,22.3
Chatfield Pub School Dist 227,247570,2010,22.7
Chisago Lakes Isd 2144,247124,2010,22.5
Chisholm Ind School Dist 695,247728,2010,22.6
Chokio-Alberta Ind Sd 771,247822,2010,NA
Clearbrook-Gonvick Sd 2311,247148,2010,21.7
Cleveland Public Sch Dist 391,247396,2010,NA
Climax-Shelly Ind Sch Dist 592,247618,2010,20.5
Clnton-Gracevl-Brdsley Sd 2888,247046,2010,20.7
Cloquet Ind School District 94,247080,2010,22.8
Columbia Heights Isd 13,247012,2010,19.9
Comfrey Ind School District 81,247064,2010,NA
Cook Co Sch Dist 166,247152,2010,21.9
Cromwell-Wright Ind Sd 95,247082,2010,21.6
Crookston Ind School Dist 593,247620,2010,21
Crosby-Ironton School Dist 182,247164,2010,22.7
Dassel-Cokato Ind Sch Dist 466,247486,2010,22.2
Dawson-Boyd Isd 378,247388,2010,21.3
Deer River Ind School Dist 317,247340,2010,21.2
Delano Ind School District 879,247910,2010,24.2
Detroit Lakes Ind Sch Dist 22,247022,2010,22
Dilworth-Glyndn-Feltn Isd 2164,247134,2010,21.8
Dover-Eyota Ind Sch Dist 533,247564,2010,23.8
Duluth Ind School District 709,247730,2010,22.9
East Central Isd 2580,247604,2010,20.8
East Grand Forks Ind Sd 595,247622,2010,20.3
Eastern Carver Co Schools,247092,2010,23.7
Eden Prairie Ind Sch Dist 272,247284,2010,25.1
Eden Valley-Watkins Ind Sd 463,247488,2010,21.9
Edgerton Ind School Dist 581,247610,2010,21.9
Edina Public School Dist 273,247286,2010,26.2
Elk River Ind School Dist 728,247774,2010,22.4
Ellsworth Ind School Dist 514,247540,2010,21.9
Ely Ind School District 696,247732,2010,23.1
Esko Ind School District 99,247086,2010,23.7
Eveleth-Gilbert Sch Dist 2154,247734,2010,23.2
Fairmont Area School Dist 2752,247466,2010,22.2
Faribault Ind School Dist 656,247702,2010,21.2
Farmington Ind School Dist 192,247172,2010,21.8
Fergus Falls Ind Sch Dist 544,247576,2010,23.3
Fertile-Beltrami Ind Sd 599,247626,2010,21.9
Fillmore Central Sch Dist 2198,247238,2010,20.6
Fisher Ind School District 600,247628,2010,20.8
Floodwood Ind School Dist 698,247736,2010,22.1
Foley Ind School District 51,247040,2010,22.1
Forest Lake Ind Sch Dist 831,247878,2010,22.2
Fosston Ind School Dist 601,247630,2010,21.7
Frazee-Vergas Ind Sch Dist 23,247024,2010,22.3
Fridley Ind School District 14,247014,2010,20.9
Fulda Ind School District 505,247528,2010,22.1
Gfw Public School Dist 2365,247688,2010,22.2
Glencoe Silver Lake Isd 2859,247432,2010,22.7
Glenville-Emmons Isd 2886,247250,2010,20.8
Goodhue Ind School Dist 253,247258,2010,21.5
Goodridge Ind School Dist 561,247590,2010,NA
Granada-Huntley-East Chain Sd,247470,2010,21.1
Grand Meadow Pub Sch Dist 495,247520,2010,20.6
Grand Rapids Ind Sch Dist 318,247342,2010,23.1
Greenbush-Middle River Sd 2683,247718,2010,22.7
Greenway Ind School Dist 316,247338,2010,23
Grygla Ind School District 447,247458,2010,NA
Hancock Ind Sch Dist 768,247818,2010,21.3
Hastings Ind School Dist 200,247174,2010,22.3
Hawley Ind School District 150,247138,2010,22.3
Hayfield Ind School Dist 203,247194,2010,23.5
Hendricks Ind School Dist 402,247406,2010,NA
Henning Ind School Dist 545,247578,2010,23.7
Herman-Norcross Cmty Sd 264,247278,2010,NA
Hermantown Ind School Dist 700,247740,2010,23.1
Heron Lake-Okabena Isd 330,247346,2010,20.3
Hibbing Ind School Dist 701,247742,2010,23.4
Hill City Ind School Dist 2,247004,2010,22.6
Hills-Beaver Creek Ind Sd 671,247708,2010,21.9
Hinckley-Finlayson Psd 2165,247600,2010,22.6
Holdingford Ind Sch Dist 738,247794,2010,23.3
Hopkins Ind School Dist 270,247288,2010,24.1
Houston Ind School Dist 294,247318,2010,22.8
Hutchinson Ind School Dist 423,247434,2010,22.9
Independent School District 15,247016,2010,22.1
Independent Sd 2687,247912,2010,22.8
International Falls Ind Sd 361,247380,2010,21.8
Inver Grove Heights Isd 199,247186,2010,23.4
Isle Ind School District 473,247494,2010,19.9
Jackson Co Central Sd 2895,247348,2010,22.3
Janesvle-Wldrf-Pmbrtn Isd 2835,247870,2010,22.8
Jordan Ind School District 717,247762,2010,23
Kasson-Mantorville Ind Sd 204,247196,2010,23.4
Kelliher School Dist 36,247034,2010,19.7
Kenyon-Wanamingo Sd 2172,247260,2010,21.5
Kerkhoven-Murdck-Sunbrg Sd 775,247828,2010,23
Kimball Ind School Dist 739,247796,2010,22.8
Kingsland Public Sch Dist 2137,247242,2010,19.4
Kittson Central Sch Dist 2171,247366,2010,23.1
La Crescent-Hokah Ind Sd 300,247320,2010,24.2
Lac Qui Parle Vly Isd 2853,247934,2010,23.9
Lake City Ind School Dist 813,247852,2010,22.6
Lake Crystal-Wellcome Mem 2071,247056,2010,21.6
Lake Of The Woods Isd 390,247394,2010,21.4
Lake Park-Audubon Isd 2889,247020,2010,21.5
Lake Superior Ind Sch Dist 381,247392,2010,22.4
Lakeview Ind School Dist 2167,247418,2010,22.7
Lakeville Ind School Dist 194,247176,2010,23.7
Lancaster Ind School Dist 356,247374,2010,22.5
Lanesboro Ind School Dist 229,247232,2010,21.5
Laporte Ind School Dist 306,247328,2010,20.2
Le Center Ind School Dist 392,247398,2010,22.6
Le Sueur-Henderson Isd 2397,247400,2010,22.5
Leroy-Ostrander Ind Sd 499,247516,2010,21.9
Lester Prairie Ind Sd 424,247436,2010,22.4
Lewiston-Altura Isd 857,247898,2010,21.1
Litchfield Ind School Dist 465,247492,2010,22.8
Little Falls Ind Sch Dist 482,247502,2010,22.7
Littlefork-Big Falls Sd 362,247378,2010,22.7
Long Prairie-Grey Eagle 2753,247840,2010,22.9
Luverne Ind School Dist 2184,247710,2010,22.5
Lyle Ind School District 497,247522,2010,NA
Mabel-Canton Ind Sch Dist 238,247234,2010,21.7
Maccray Ind School Dist 2180,247114,2010,19.9
Madelia Ind School Dist 837,247888,2010,20.8
Mahnomen Ind School Dist 432,247444,2010,21.5
Mahtomedi Ind School Dist 832,247880,2010,25.4
Mankato Area Public Schs,247060,2010,22.7
Maple Lake Ind School Dist 881,247914,2010,21.8
Maple River School Dist 2135,247058,2010,22.8
Marshall Co Central Isd 441,247454,2010,NA
Marshall Ind School Dist 413,247422,2010,21.5
Martin Co West Sch Dist 2448,247472,2010,21.6
Mcgregor Ind School Dist 4,247006,2010,NA
Medford Ind School Dist 763,247814,2010,22
Melrose Area Ind Sd 740,247798,2010,20.9
Menahga Ind School Dist 821,247860,2010,21.4
Mesabi East Ind Sch Dist 2711,247724,2010,23
Milaca Ind School District 912,247496,2010,22.3
Minneapolis Public Sch Dist,247310,2010,20.3
Minneota Public Schools,247424,2010,21.6
Minnetonka Isd 276,247292,2010,25.7
Minnewaska Area Sch Dist 2149,247642,2010,22.6
Montevideo Ind School Dist 129,247120,2010,22.9
Monticello Ind School Dist 882,247904,2010,23.3
Moorhead Ind School Dist 152,247140,2010,22.1
Moose Lake Ind School Dist 97,247084,2010,21.1
Mora Ind School Dist 332,247354,2010,22.4
Morris Ind School Dist 2769,247820,2010,23.4
Mounds View Ind Sch Dist 621,247648,2010,25
Mountain Iron-Buhl Isd 712,247746,2010,19.5
Mountain Lake Ind Sch Dist 173,247154,2010,23
Murray Co Central Isd 2169,247530,2010,21.6
N St Paul Mplwd Oakdale Sd 622,247650,2010,22.1
Nashwauk-Keewatin Ind Sd 319,247344,2010,22.8
Nevis Ind School District 308,247326,2010,22.9
New London-Spicer Ind Sd 0345,247360,2010,22.6
New Prague Ind Sch Dist 721,247764,2010,22.8
New Ulm Pub Sch District 88,247066,2010,22
New York Mills Ind Sd 553,247580,2010,21.6
Nicollet Ind School Dist 507,247532,2010,20.4
Norman Co East Isd 2215,247560,2010,20.8
Norman Co West Isd 2527,247556,2010,20.2
North Branch Ind Sch Dist 138,247126,2010,21.8
Northfield Ind School Dist 659,247706,2010,25.1
Northland Cmty Sd 118,247110,2010,20.8
Nrheg Ind Sch Dist 2168,247874,2010,22.9
Ogilvie Ind School Dist 333,247356,2010,19.3
Onamia Ind School Dist 480,247498,2010,21.3
Orono Ind School District 278,247296,2010,25.1
Ortonville Ind Sch Dist 2903,247050,2010,22.5
Osakis Ind School District 213,247208,2010,22.8
Osseo Ind School District 279,247298,2010,22.4
Owatonna School Dist 761,247816,2010,23.3
Park Rapids Ind Sch Dist 309,247330,2010,22.6
Parkers Prairie Ind Sd 547,247582,2010,20.1
Paynesville Ind Sch Dist 741,247800,2010,21.4
Pelican Rapids Ind Sd 548,247584,2010,23
Pequot Lakes Ind Sch Dist 186,247166,2010,22.3
Perham-Dent Ind Sch Dist 549,247586,2010,23.6
Pierz School District 484,247508,2010,21.7
Pillager Ind School Dist 116,247108,2010,21.7
Pine City Sch District 578,247602,2010,22.9
Pine Island School Dist 255,247262,2010,23.7
Pine River-Backus Ind Sd 2174,247104,2010,22.1
Pipestone Area Sch Dist 2689,247614,2010,22.5
Plainview Elgin Millville Sd,247856,2010,22
Princeton Public Sch Dist 477,247500,2010,21.3
Prior Lake-Savage Area Sd 719,247766,2010,23.6
Proctor Ind School Dist 704,247748,2010,21.5
Randolph School District 195,247178,2010,22.3
Red Lake Co Central Isd 2906,247658,2010,18.9
Red Lake Falls Sch Dist 630,247662,2010,20.1
Red Lake Independent Sd 38,247036,2010,15.1
Red Rock Central Ind Sd 2884,247668,2010,23.2
Red Wing School District 256,247264,2010,23.6
Redwood Falls Sch Dist 2897,247674,2010,22.6
Renville Co West Sch Dist 2890,247698,2010,22.3
Richfield School District 280,247300,2010,20.3
Robbinsdale Ind Sch Dist 281,247302,2010,22.6
Rochester School District 535,247566,2010,24.5
