districtNumber,districtType,districtName,year,percentTakers
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2016,0.24440298507462688
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2016,0.3372093023255814
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2016,0.3220338983050847
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2016,0.3709677419354839
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2016,0.32432432432432434
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2016,0.29896907216494845
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2016,0.2777777777777778
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2016,0.32400932400932403
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2016,0.35772357723577236
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2016,0.3870967741935484
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2016,0.2705382436260623
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2016,0.3231132075471698
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2016,0.30980392156862746
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2016,0.3613861386138614
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2016,0.3062548663379185
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2016,0.3893129770992366
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2016,0.26869806094182824
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2016,0.34615384615384615
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2016,0.3181818181818182
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2016,0.38235294117647056
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2016,0.31805929919137466
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2016,0.3851851851851852
0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST.,2016,0.32298136645962733
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2016,0.2631578947368421
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2016,0.3184584178498986
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2016,0.32608695652173914
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2016,0.2803970223325062
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2016,0.3176470588235294
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2016,0.30952380952380953
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2016,0.24262295081967214
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2016,0.3422982885085575
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2016,0.3979591836734694
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2016,0.3333333333333333
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2016,0.2867132867132867
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2016,0.2926829268292683
0622,01,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS,2016,0.32212065813528334
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2016,0.30537883169462116
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2016,0.3113673805601318
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2016,0.2757882212968471
0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,2016,0.2926829268292683
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2016,0.34782608695652173
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2016,0.24179943767572634
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2016,0.3258426966292135
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2016,0.22727272727272727
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2016,0.4
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2016,0.41568627450980394
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2016,0.354978354978355
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2016,0.2978723404255319
0696,01,ELY PUBLIC SCHOOL DISTRICT,2016,0.2713178294573643
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2016,0.38461538461538464
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2016,0.31910569105691056
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2016,0.26720647773279355
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2016,0.2462686567164179
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2016,0.34146341463414637
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2016,0.29335711101203743
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2016,0.25
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2016,0.36141304347826086
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2016,0.38256658595641646
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2016,0.30381679389312977
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2016,0.2606263982102908
0721,01,NEW PRAGUE AREA SCHOOLS,2016,0.30918367346938774
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2016,0.324773413897281
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2016,0.29201101928374656
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2016,0.29506545820745217
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2016,0.31226765799256506
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2016,0.27388535031847133
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2016,0.2795969773299748
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2016,0.28431372549019607
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2016,0.2551456310679612
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2016,0.33984375
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2016,0.3022670025188917
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2016,0.29304029304029305
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2016,0.3038397328881469
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,2016,0.2463768115942029
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2016,0.2918825561312608
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2016,0.2512820512820513
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2016,0.35384615384615387
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2016,0.5263157894736842
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2016,0.34615384615384615
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2016,0.2631578947368421
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.,2016,0.34615384615384615
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2016,0.35964912280701755
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2016,0.28735632183908044
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,2016,0.30405405405405406
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2016,0.281786941580756
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2016,0.24561403508771928
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2016,0.2719298245614035
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2016,0.28654970760233917
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2016,0.2894736842105263
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2016,0.3101965601965602
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2016,0.34285714285714286
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,2016,0.32447683987773335
0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,2016,0.2940902745463006
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2016,0.39285714285714285
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2016,0.2785714285714286
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2016,0.3150684931506849
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2016,0.3333333333333333
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2016,0.3064516129032258
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2016,0.3225806451612903
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,2016,0.35323383084577115
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2016,0.39574468085106385
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2016,0.28188775510204084
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2016,0.29797979797979796
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2016,0.2885317750182615
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2016,0.2798573975044563
0881,01,MAPLE LAKE PUBLIC SCHOOL DISTRICT,2016,0.30303030303030304
0882,01,MONTICELLO PUBLIC SCHOOL DISTRICT,2016,0.31366120218579235
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2016,0.27873563218390807
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2016,0.3166915052160954
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2016,0.3488372093023256
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2016,0.3172905525846702
0912,01,MILACA PUBLIC SCHOOL DISTRICT,2016,0.28738317757009346
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DIST,2016,0.3548387096774194
0966,51,WRIGHT TECHNICAL CENTER,2016,0.32
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2016,0.3709677419354839
2125,01,TRITON SCHOOL DISTRICT,2016,0.32727272727272727
2134,01,UNITED SOUTH CENTRAL SCHOOL DIST.,2016,0.36
2135,01,MAPLE RIVER SCHOOL DISTRICT,2016,0.3
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2016,0.3656716417910448
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2016,0.361244019138756
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,2016,0.33519553072625696
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2016,0.37173396674584325
2149,01,MINNEWASKA SCHOOL DISTRICT,2016,0.3359683794466403
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2016,0.291866028708134
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2016,0.2912621359223301
2159,01,BUFFALO LK-HECTOR-STEWART PUBLIC SC,2016,0.3153153153153153
2164,01,DILWORTH-GLYNDON-FELTON,2016,0.2787456445993031
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2016,0.2676767676767677
2167,01,LAKEVIEW SCHOOL DISTRICT,2016,0.36507936507936506
2168,01,NRHEG SCHOOL DISTRICT,2016,0.3106796116504854
2169,01,MURRAY COUNTY CENTRAL SCHOOL DIST.,2016,0.33544303797468356
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2016,0.3163265306122449
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2016,0.2878787878787879
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2016,0.3282051282051282
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2016,0.22058823529411764
2176,01,WARREN-ALVARADO-OSLO SCHOOL DIST.,2016,0.3333333333333333
2180,01,MACCRAY SCHOOL DISTRICT,2016,0.3262411347517731
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2016,0.3137931034482759
2190,01,YELLOW MEDICINE EAST,2016,0.2988505747126437
2198,01,FILLMORE CENTRAL,2016,0.20567375886524822
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2016,0.37681159420289856
2310,01,SIBLEY EAST SCHOOL DISTRICT,2016,0.27972027972027974
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2016,0.29347826086956524
2342,01,WEST CENTRAL AREA,2016,0.3223684210526316
2358,01,TRI-COUNTY SCHOOL DISTRICT,2016,0.3333333333333333
2364,01,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,2016,0.28859060402684567
2365,01,G.F.W.,2016,0.33678756476683935
2396,01,A.C.G.C. PUBLIC SCHOOL DISTRICT,2016,0.2879581151832461
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2016,0.31759656652360513
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2016,0.2894736842105263
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2016,0.30357142857142855
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,2016,0.3502824858757062
2536,01,GRANADA HUNTLEY-EAST CHAIN,2016,0.3392857142857143
2580,01,EAST CENTRAL SCHOOL DISTRICT,2016,0.29213483146067415
2609,01,WIN-E-MAC SCHOOL DISTRICT,2016,0.3076923076923077
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,2016,0.31313131313131315
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2016,0.23660714285714285
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2016,0.35514018691588783
2711,01,MESABI EAST SCHOOL DISTRICT,2016,0.3282051282051282
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2016,0.3506172839506173
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,2016,0.30808080808080807
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2016,0.2972972972972973
2769,01,MORRIS AREA PUBLIC SCHOOLS,2016,0.3254901960784314
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2016,0.340080971659919
2835,01,JANESVILLE-WALDORF-PEMBERTON,2016,0.3076923076923077
2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,2016,0.35
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2016,0.3508771929824561
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2016,0.33766233766233766
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2016,0.3333333333333333
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2016,0.33948339483394835
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2016,0.33653846153846156
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2016,0.25
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2016,0.23376623376623376
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2016,0.2805755395683453
2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,2016,0.3114754098360656
2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,2016,0.2889733840304182
2897,01,REDWOOD AREA SCHOOL DISTRICT,2016,0.328125
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2016,0.23958333333333334
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2016,0.3353846153846154
2902,01,RTR PUBLIC SCHOOLS,2016,0.3389830508474576
2903,01,ORTONVILLE PUBLIC SCHOOLS,2016,0.34328358208955223
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2016,0.3149171270718232
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCH,2016,0.3023255813953488
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2016,0.3595505617977528
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2016,0.05345886205485059
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2015,0.14429530201342283
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2015,0.23376623376623376
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2015,0.10869565217391304
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2015,0.1675603217158177
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2015,0.21543408360128619
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2015,0.23363363363363363
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2015,0.17027863777089783
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2015,0.17429837518463812
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2015,0.19133278822567457
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2015,0.16368515205724507
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2015,0.23323615160349853
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2015,0.18274111675126903
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2015,0.18275862068965518
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2015,0.15714285714285714
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2015,0.2549019607843137
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2015,0.04608294930875576
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2015,0.17659804983748645
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2015,0.22422680412371135
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2015,0.2158273381294964
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2015,0.23780487804878048
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2015,0.2
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2015,0.19642857142857142
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2015,0.2709677419354839
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2015,0.2
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2015,0.1951219512195122
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2015,0.2222222222222222
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2015,0.1431095406360424
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2015,0.15789473684210525
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2015,0.20754716981132076
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2015,0.17843866171003717
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2015,0.25
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2015,0.15454545454545454
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2015,0.2356902356902357
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2015,0.22699386503067484
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2015,0.27367979882648785
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2015,0.16326530612244897
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2015,0.0794392523364486
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2015,0.19148936170212766
0118,01,NORTHLAND COMMUNITY SCHOOLS,2015,0.10843373493975904
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2015,0.19642857142857142
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2015,0.17654808959156784
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2015,0.22613065326633167
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2015,0.2569832402234637
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2015,0.27102803738317754
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2015,0.20583717357910905
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2015,0.12437810945273632
0166,01,COOK COUNTY PUBLIC SCHOOLS,2015,0.20610687022900764
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2015,0.16666666666666666
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2015,0.16216216216216217
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2015,0.13733333333333334
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2015,0.10852713178294573
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2015,0.1994750656167979
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2015,0.1965025310630465
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2015,0.22491103202846974
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2015,0.27831025914093005
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2015,0.2421875
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2015,0.24324324324324326
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2015,0.21393998063891578
0199,01,INVER GROVE HEIGHTS SCHOOLS,2015,0.18266978922716628
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2015,0.22711267605633803
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2015,0.2565789473684211
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2015,0.25
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2015,0.21252796420581654
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2015,0.13592233009708737
0227,01,CHATFIELD PUBLIC SCHOOLS,2015,0.25380710659898476
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2015,0.2727272727272727
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2015,0.19642857142857142
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2015,0.20809248554913296
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2015,0.16802168021680217
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2015,0.16129032258064516
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2015,0.27598566308243727
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2015,0.25477707006369427
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2015,0.22932330827067668
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2015,0.2676767676767677
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2015,0.3157894736842105
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2015,0.3888888888888889
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2015,0.27532777115613827
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2015,0.2914147521160822
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2015,0.28960070206230804
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2015,0.3226932668329177
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2015,0.30895795246800734
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2015,0.2824742268041237
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2015,0.283072546230441
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2015,0.23699299214270544
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2015,0.20987654320987653
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2015,0.20574787720444154
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2015,0.248046875
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2015,0.25360230547550433
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2015,0.2804578904333606
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2015,0.1025260029717682
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2015,0.07355242566510173
0297,01,SPRING GROVE SCHOOL DISTRICT,2015,0.27419354838709675
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2015,0.2988505747126437
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2015,0.22955974842767296
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2015,0.23255813953488372
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2015,0.17293233082706766
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2015,0.15987460815047022
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2015,0.1016949152542373
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2015,0.17256637168141592
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2015,0.15083798882681565
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2015,0.1450676982591876
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2015,0.09090909090909091
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2015,0.2
0332,01,MORA PUBLIC SCHOOL DISTRICT,2015,0.18112244897959184
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2015,0.18421052631578946
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2015,0.20588235294117646
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2015,0.15248618784530388
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2015,0.14583333333333334
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2015,0.17228464419475656
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2015,0.13829787234042554
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2015,0.14084507042253522
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2015,0.23770491803278687
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2015,0.15926892950391644
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2015,0.24468085106382978
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2015,0.17073170731707318
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2015,0.125
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2015,0.21990369181380418
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2015,0.23976608187134502
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2015,0.23066104078762306
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2015,0.20652173913043478
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2015,0.17123287671232876
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2015,0.15555555555555556
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2015,0.13186813186813187
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2015,0.14285714285714285
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2015,0.08695652173913043
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2015,0.18229166666666666
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2015,0.20567375886524822
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2015,0.18267419962335216
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2015,0.12244897959183673
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2015,0.17328042328042328
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2015,0.09714285714285714
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2015,0.18303571428571427
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2015,0.17301038062283736
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2015,0.17777777777777778
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2015,0.15584415584415584
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2015,0.2736842105263158
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2015,0.258
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2015,0.17105263157894737
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2015,0.07692307692307693
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2015,0.2222222222222222
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2015,0.22058823529411764
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2015,0.24545454545454545
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2015,0.17142857142857143
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2015,0.22670025188916876
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2015,0.1897810218978102
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2015,0.14285714285714285
