DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,HMLK12,EC12Enr,FreeEC12,RedEC12,LEPIdentifiedEC12,LEPServedEC12,SPEEC12,HMLEC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
17-18,28,Houston                                      ,4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,000, ,10,10,03,7,3,,,,1,,7,3,,,,1,,, ,KG-12,
17-18,28,Houston                                      ,4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,000, ,10,10,04,4,1,,,,,,4,1,,,,,,, ,KG-12,
17-18,28,Houston                                      ,4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,000, ,10,10,05,9,2,,,,2,,9,2,,,,2,,, ,KG-12,
17-18,28,Houston                                      ,4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,000, ,10,10,06,7,2,2,,,1,,7,2,2,,,1,,, ,KG-12,
17-18,28,Houston                                      ,4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,000, ,10,10,07,1,,,,,,,1,,,,,,,, ,KG-12,
17-18,28,Houston                                      ,4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,000, ,10,10,08,4,,,,,2,,4,,,,,2,,, ,KG-12,
17-18,28,Houston                                      ,4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,000, ,10,10,09,4,2,1,,,2,,4,2,1,,,2,,, ,KG-12,
17-18,28,Houston                                      ,4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,000, ,10,10,10,2,,,,,1,,2,,,,,1,,, ,KG-12,
17-18,28,Houston                                      ,4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,000, ,10,10,11,2,,1,,,,,2,,1,,,,,, ,KG-12,
17-18,28,Houston                                      ,4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,000, ,10,10,12,1,,,,,,,1,,,,,,,, ,KG-12,
17-18,28,Houston                                      ,4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,000, ,10,10,All Grades,56,11,6,,,11,,56,11,6,,,11,,, ,KG-12,
17-18,66,Rice                                         ,4055,07,NERSTRAND CHARTER SCHOOL           ,000, ,10,10,KG,22,6,5,,,,,22,6,5,,,,,, ,KG-05,
17-18,66,Rice                                         ,4055,07,NERSTRAND CHARTER SCHOOL           ,000, ,10,10,01,23,5,4,,,3,,23,5,4,,,3,,, ,KG-05,
17-18,66,Rice                                         ,4055,07,NERSTRAND CHARTER SCHOOL           ,000, ,10,10,02,27,6,4,,,2,,27,6,4,,,2,,, ,KG-05,
17-18,66,Rice                                         ,4055,07,NERSTRAND CHARTER SCHOOL           ,000, ,10,10,03,26,7,3,,,2,,26,7,3,,,2,,, ,KG-05,
17-18,66,Rice                                         ,4055,07,NERSTRAND CHARTER SCHOOL           ,000, ,10,10,04,24,6,5,,,4,,24,6,5,,,4,,, ,KG-05,
17-18,66,Rice                                         ,4055,07,NERSTRAND CHARTER SCHOOL           ,000, ,10,10,05,27,4,2,,,4,,27,4,2,,,4,,, ,KG-05,
17-18,66,Rice                                         ,4055,07,NERSTRAND CHARTER SCHOOL           ,000, ,10,10,All Grades,149,34,23,,,15,,149,34,23,,,15,,, ,KG-05,
17-18,55,Olmsted                                      ,4056,07,Rosa Parks Charter High School     ,000, ,10,10,09,5,2,,,,1,,5,2,,,,1,,, ,09-12,
17-18,55,Olmsted                                      ,4056,07,Rosa Parks Charter High School     ,000, ,10,10,10,18,7,1,,,8,,18,7,1,,,8,,, ,09-12,
17-18,55,Olmsted                                      ,4056,07,Rosa Parks Charter High School     ,000, ,10,10,11,23,10,1,,,9,,23,10,1,,,9,,, ,09-12,
17-18,55,Olmsted                                      ,4056,07,Rosa Parks Charter High School     ,000, ,10,10,12,26,13,1,,,12,2,26,13,1,,,12,2,, ,09-12,
17-18,55,Olmsted                                      ,4056,07,Rosa Parks Charter High School     ,000, ,10,10,All Grades,72,32,3,,,30,2,72,32,3,,,30,2,, ,09-12,
17-18,27,Hennepin                                     ,4057,07,EL COLEGIO CHARTER SCHOOL          ,000, ,11,11,09,21,18,1,16,10,4,2,21,18,1,16,10,4,2,, ,09-12,
17-18,27,Hennepin                                     ,4057,07,EL COLEGIO CHARTER SCHOOL          ,000, ,11,11,10,21,14,2,13,11,4,,21,14,2,13,11,4,,, ,09-12,
17-18,27,Hennepin                                     ,4057,07,EL COLEGIO CHARTER SCHOOL          ,000, ,11,11,11,26,14,6,11,9,6,,26,14,6,11,9,6,,, ,09-12,
17-18,27,Hennepin                                     ,4057,07,EL COLEGIO CHARTER SCHOOL          ,000, ,11,11,12,24,11,4,9,9,4,4,24,11,4,9,9,4,4,, ,09-12,
17-18,27,Hennepin                                     ,4057,07,EL COLEGIO CHARTER SCHOOL          ,000, ,11,11,All Grades,92,57,13,49,39,18,6,92,57,13,49,39,18,6,, ,09-12,
17-18,04,Beltrami                                     ,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000, ,01,02,KG,20,2,5,,,6,,20,2,5,,,6,,, ,KG-08,
17-18,04,Beltrami                                     ,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000, ,01,02,01,20,8,5,,,1,,20,8,5,,,1,,, ,KG-08,
17-18,04,Beltrami                                     ,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000, ,01,02,02,20,6,3,,,9,,20,6,3,,,9,,, ,KG-08,
17-18,04,Beltrami                                     ,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000, ,01,02,03,21,3,2,,,4,,21,3,2,,,4,,, ,KG-08,
17-18,04,Beltrami                                     ,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000, ,01,02,04,20,5,4,,,4,,20,5,4,,,4,,, ,KG-08,
17-18,04,Beltrami                                     ,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000, ,01,02,05,22,8,2,,,8,,22,8,2,,,8,,, ,KG-08,
17-18,04,Beltrami                                     ,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000, ,01,02,06,31,8,4,,,9,,31,8,4,,,9,,, ,KG-08,
17-18,04,Beltrami                                     ,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000, ,01,02,07,21,5,6,,,5,,21,5,6,,,5,,, ,KG-08,
17-18,04,Beltrami                                     ,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000, ,01,02,08,17,2,4,,,4,,17,2,4,,,4,,, ,KG-08,
17-18,04,Beltrami                                     ,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,000, ,01,02,All Grades,192,47,35,,,50,,192,47,35,,,50,,, ,KG-08,
17-18,18,Crow Wing                                    ,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL ,000, ,05,05,KG,15,2,2,,,2,,15,2,2,,,2,,, ,KG-12,
17-18,18,Crow Wing                                    ,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL ,000, ,05,05,01,10,3,,,,2,,10,3,,,,2,,, ,KG-12,
17-18,18,Crow Wing                                    ,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL ,000, ,05,05,02,18,3,2,,,3,,18,3,2,,,3,,, ,KG-12,
17-18,18,Crow Wing                                    ,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL ,000, ,05,05,03,14,5,1,1,1,4,,14,5,1,1,1,4,,, ,KG-12,
17-18,18,Crow Wing                                    ,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL ,000, ,05,05,04,14,3,,,,2,,14,3,,,,2,,, ,KG-12,
17-18,18,Crow Wing                                    ,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL ,000, ,05,05,05,19,6,,,,6,,19,6,,,,6,,, ,KG-12,
17-18,18,Crow Wing                                    ,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL ,000, ,05,05,06,20,5,2,,,6,,20,5,2,,,6,,, ,KG-12,
17-18,18,Crow Wing                                    ,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL ,000, ,05,05,07,22,2,,,,4,,22,2,,,,4,,, ,KG-12,
17-18,18,Crow Wing                                    ,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL ,000, ,05,05,08,15,3,1,,,5,,15,3,1,,,5,,, ,KG-12,
17-18,18,Crow Wing                                    ,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL ,000, ,05,05,09,9,3,1,,,2,,9,3,1,,,2,,, ,KG-12,
17-18,18,Crow Wing                                    ,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL ,000, ,05,05,10,14,2,1,,,4,,14,2,1,,,4,,, ,KG-12,
17-18,18,Crow Wing                                    ,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL ,000, ,05,05,11,12,2,2,,,3,,12,2,2,,,3,,, ,KG-12,
17-18,18,Crow Wing                                    ,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL ,000, ,05,05,12,26,7,,,,8,,26,7,,,,8,,, ,KG-12,
17-18,18,Crow Wing                                    ,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL ,000, ,05,05,All Grades,208,46,12,1,1,51,,208,46,12,1,1,51,,, ,KG-12,
17-18,85,Winona                                       ,4064,07,RIVERWAY LEARNING COMMUNITY CHTR   ,000, ,10,10,PK,,,,,,,,10,4,1,,,,,, ,PK-12,
17-18,85,Winona                                       ,4064,07,RIVERWAY LEARNING COMMUNITY CHTR   ,000, ,10,10,KG,9,2,3,,,2,,9,2,3,,,2,,, ,PK-12,
17-18,85,Winona                                       ,4064,07,RIVERWAY LEARNING COMMUNITY CHTR   ,000, ,10,10,01,9,8,1,,,5,,9,8,1,,,5,,, ,PK-12,
17-18,85,Winona                                       ,4064,07,RIVERWAY LEARNING COMMUNITY CHTR   ,000, ,10,10,02,5,4,,,,1,,5,4,,,,1,,, ,PK-12,
17-18,85,Winona                                       ,4064,07,RIVERWAY LEARNING COMMUNITY CHTR   ,000, ,10,10,03,8,6,,,,3,,8,6,,,,3,,, ,PK-12,
17-18,85,Winona                                       ,4064,07,RIVERWAY LEARNING COMMUNITY CHTR   ,000, ,10,10,04,8,5,,,,3,,8,5,,,,3,,, ,PK-12,
17-18,85,Winona                                       ,4064,07,RIVERWAY LEARNING COMMUNITY CHTR   ,000, ,10,10,05,9,5,1,,,3,,9,5,1,,,3,,, ,PK-12,
17-18,85,Winona                                       ,4064,07,RIVERWAY LEARNING COMMUNITY CHTR   ,000, ,10,10,06,8,3,1,,,2,,8,3,1,,,2,,, ,PK-12,
17-18,85,Winona                                       ,4064,07,RIVERWAY LEARNING COMMUNITY CHTR   ,000, ,10,10,07,10,4,1,,,1,,10,4,1,,,1,,, ,PK-12,
17-18,85,Winona                                       ,4064,07,RIVERWAY LEARNING COMMUNITY CHTR   ,000, ,10,10,08,6,2,2,,,3,,6,2,2,,,3,,, ,PK-12,
17-18,85,Winona                                       ,4064,07,RIVERWAY LEARNING COMMUNITY CHTR   ,000, ,10,10,09,8,6,1,,,3,,8,6,1,,,3,,, ,PK-12,
17-18,85,Winona                                       ,4064,07,RIVERWAY LEARNING COMMUNITY CHTR   ,000, ,10,10,10,6,3,2,,,2,,6,3,2,,,2,,, ,PK-12,
17-18,85,Winona                                       ,4064,07,RIVERWAY LEARNING COMMUNITY CHTR   ,000, ,10,10,11,10,8,1,,,1,,10,8,1,,,1,,, ,PK-12,
17-18,85,Winona                                       ,4064,07,RIVERWAY LEARNING COMMUNITY CHTR   ,000, ,10,10,12,6,1,1,,,5,,6,1,1,,,5,,, ,PK-12,
17-18,85,Winona                                       ,4064,07,RIVERWAY LEARNING COMMUNITY CHTR   ,000, ,10,10,All Grades,102,57,14,,,34,,112,61,15,,,34,,, ,PK-12,
17-18,07,Blue Earth                                   ,4066,07,KATO PUBLIC CHARTER SCHOOL         ,000, ,09,09,06,4,2,,,,3,,4,2,,,,3,,, ,06-12,
17-18,07,Blue Earth                                   ,4066,07,KATO PUBLIC CHARTER SCHOOL         ,000, ,09,09,07,5,4,,,,2,,5,4,,,,2,,, ,06-12,
17-18,07,Blue Earth                                   ,4066,07,KATO PUBLIC CHARTER SCHOOL         ,000, ,09,09,08,9,5,,,,4,,9,5,,,,4,,, ,06-12,
17-18,07,Blue Earth                                   ,4066,07,KATO PUBLIC CHARTER SCHOOL         ,000, ,09,09,09,9,2,2,,,3,,9,2,2,,,3,,, ,06-12,
17-18,07,Blue Earth                                   ,4066,07,KATO PUBLIC CHARTER SCHOOL         ,000, ,09,09,10,23,8,,,,11,,23,8,,,,11,,, ,06-12,
17-18,07,Blue Earth                                   ,4066,07,KATO PUBLIC CHARTER SCHOOL         ,000, ,09,09,11,11,3,,,,2,,11,3,,,,2,,, ,06-12,
17-18,07,Blue Earth                                   ,4066,07,KATO PUBLIC CHARTER SCHOOL         ,000, ,09,09,12,10,3,1,,,5,,10,3,1,,,5,,, ,06-12,
17-18,07,Blue Earth                                   ,4066,07,KATO PUBLIC CHARTER SCHOOL         ,000, ,09,09,All Grades,71,27,3,,,30,,71,27,3,,,30,,, ,06-12,
17-18,27,Hennepin                                     ,4067,07,AURORA CHARTER SCHOOL              ,000, ,11,11,EC,,,,,,,,3,,1,2,,3,,, ,EC-08,
17-18,27,Hennepin                                     ,4067,07,AURORA CHARTER SCHOOL              ,000, ,11,11,PK,,,,,,,,17,10,3,,,,,, ,EC-08,
17-18,27,Hennepin                                     ,4067,07,AURORA CHARTER SCHOOL              ,000, ,11,11,KG,39,30,4,38,36,4,,39,30,4,38,36,4,,, ,EC-08,
17-18,27,Hennepin                                     ,4067,07,AURORA CHARTER SCHOOL              ,000, ,11,11,01,38,24,11,37,37,4,,38,24,11,37,37,4,,, ,EC-08,
17-18,27,Hennepin                                     ,4067,07,AURORA CHARTER SCHOOL              ,000, ,11,11,02,43,32,9,43,43,7,,43,32,9,43,43,7,,, ,EC-08,
17-18,27,Hennepin                                     ,4067,07,AURORA CHARTER SCHOOL              ,000, ,11,11,03,44,31,9,42,42,4,,44,31,9,42,42,4,,, ,EC-08,
17-18,27,Hennepin                                     ,4067,07,AURORA CHARTER SCHOOL              ,000, ,11,11,04,51,38,7,48,48,7,,51,38,7,48,48,7,,, ,EC-08,
17-18,27,Hennepin                                     ,4067,07,AURORA CHARTER SCHOOL              ,000, ,11,11,05,50,42,5,33,33,4,,50,42,5,33,33,4,,, ,EC-08,
17-18,27,Hennepin                                     ,4067,07,AURORA CHARTER SCHOOL              ,000, ,11,11,06,46,31,10,22,22,8,,46,31,10,22,22,8,,, ,EC-08,
17-18,27,Hennepin                                     ,4067,07,AURORA CHARTER SCHOOL              ,000, ,11,11,07,46,32,8,17,17,4,,46,32,8,17,17,4,,, ,EC-08,
17-18,27,Hennepin                                     ,4067,07,AURORA CHARTER SCHOOL              ,000, ,11,11,08,46,31,11,25,25,3,,46,31,11,25,25,3,,, ,EC-08,
17-18,27,Hennepin                                     ,4067,07,AURORA CHARTER SCHOOL              ,000, ,11,11,All Grades,403,291,74,305,303,45,,423,301,78,307,303,48,,, ,EC-08,
17-18,27,Hennepin                                     ,4068,07,EXCELL ACADEMY CHARTER             ,000, ,11,11,PK,,,,,,,,42,35,4,,,,2,, ,PK-08,
17-18,27,Hennepin                                     ,4068,07,EXCELL ACADEMY CHARTER             ,000, ,11,11,KG,59,48,7,9,9,3,7,59,48,7,9,9,3,7,, ,PK-08,
17-18,27,Hennepin                                     ,4068,07,EXCELL ACADEMY CHARTER             ,000, ,11,11,01,61,50,6,24,20,5,3,61,50,6,24,20,5,3,, ,PK-08,
17-18,27,Hennepin                                     ,4068,07,EXCELL ACADEMY CHARTER             ,000, ,11,11,02,49,40,3,16,16,2,7,49,40,3,16,16,2,7,, ,PK-08,
17-18,27,Hennepin                                     ,4068,07,EXCELL ACADEMY CHARTER             ,000, ,11,11,03,50,43,4,18,16,10,6,50,43,4,18,16,10,6,, ,PK-08,
17-18,27,Hennepin                                     ,4068,07,EXCELL ACADEMY CHARTER             ,000, ,11,11,04,53,43,6,18,12,7,4,53,43,6,18,12,7,4,, ,PK-08,
17-18,27,Hennepin                                     ,4068,07,EXCELL ACADEMY CHARTER             ,000, ,11,11,05,50,38,7,12,11,7,4,50,38,7,12,11,7,4,, ,PK-08,
17-18,27,Hennepin                                     ,4068,07,EXCELL ACADEMY CHARTER             ,000, ,11,11,06,30,24,4,4,3,6,2,30,24,4,4,3,6,2,, ,PK-08,
17-18,27,Hennepin                                     ,4068,07,EXCELL ACADEMY CHARTER             ,000, ,11,11,07,32,28,3,6,6,7,2,32,28,3,6,6,7,2,, ,PK-08,
17-18,27,Hennepin                                     ,4068,07,EXCELL ACADEMY CHARTER             ,000, ,11,11,08,28,24,,7,4,11,3,28,24,,7,4,11,3,, ,PK-08,
17-18,27,Hennepin                                     ,4068,07,EXCELL ACADEMY CHARTER             ,000, ,11,11,All Grades,412,338,40,114,97,58,38,454,373,44,114,97,58,40,, ,PK-08,
17-18,62,Ramsey                                       ,4070,07,HOPE COMMUNITY ACADEMY             ,000, ,11,11,KG,51,36,5,29,29,1,,51,36,5,29,29,1,,, ,KG-08,
17-18,62,Ramsey                                       ,4070,07,HOPE COMMUNITY ACADEMY             ,000, ,11,11,01,57,37,7,38,38,2,,57,37,7,38,38,2,,, ,KG-08,
17-18,62,Ramsey                                       ,4070,07,HOPE COMMUNITY ACADEMY             ,000, ,11,11,02,54,32,9,33,33,3,,54,32,9,33,33,3,,, ,KG-08,
17-18,62,Ramsey                                       ,4070,07,HOPE COMMUNITY ACADEMY             ,000, ,11,11,03,72,47,8,51,51,4,,72,47,8,51,51,4,,, ,KG-08,
17-18,62,Ramsey                                       ,4070,07,HOPE COMMUNITY ACADEMY             ,000, ,11,11,04,67,45,4,46,46,4,,67,45,4,46,46,4,,, ,KG-08,
17-18,62,Ramsey                                       ,4070,07,HOPE COMMUNITY ACADEMY             ,000, ,11,11,05,74,55,4,41,41,4,,74,55,4,41,41,4,,, ,KG-08,
17-18,62,Ramsey                                       ,4070,07,HOPE COMMUNITY ACADEMY             ,000, ,11,11,06,63,44,7,19,19,8,,63,44,7,19,19,8,,, ,KG-08,
17-18,62,Ramsey                                       ,4070,07,HOPE COMMUNITY ACADEMY             ,000, ,11,11,07,51,34,6,18,18,6,,51,34,6,18,18,6,,, ,KG-08,
17-18,62,Ramsey                                       ,4070,07,HOPE COMMUNITY ACADEMY             ,000, ,11,11,08,47,32,2,14,14,5,,47,32,2,14,14,5,,, ,KG-08,
17-18,62,Ramsey                                       ,4070,07,HOPE COMMUNITY ACADEMY             ,000, ,11,11,All Grades,536,362,52,289,289,37,,536,362,52,289,289,37,,, ,KG-08,
17-18,62,Ramsey                                       ,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH. ,000, ,11,11,EC,,,,,,,,4,3,,1,1,4,1,, ,EC-07,
17-18,62,Ramsey                                       ,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH. ,000, ,11,11,PK,,,,,,,,36,26,4,13,13,,1,, ,EC-07,
17-18,62,Ramsey                                       ,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH. ,000, ,11,11,KG,54,40,9,32,32,9,1,54,40,9,32,32,9,1,, ,EC-07,
17-18,62,Ramsey                                       ,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH. ,000, ,11,11,01,49,40,4,34,34,2,1,49,40,4,34,34,2,1,, ,EC-07,
17-18,62,Ramsey                                       ,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH. ,000, ,11,11,02,65,45,13,46,46,6,4,65,45,13,46,46,6,4,, ,EC-07,
17-18,62,Ramsey                                       ,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH. ,000, ,11,11,03,81,67,9,60,57,11,2,81,67,9,60,57,11,2,, ,EC-07,
17-18,62,Ramsey                                       ,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH. ,000, ,11,11,04,59,53,5,35,35,7,,59,53,5,35,35,7,,, ,EC-07,
17-18,62,Ramsey                                       ,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH. ,000, ,11,11,05,61,41,14,32,32,3,1,61,41,14,32,32,3,1,, ,EC-07,
17-18,62,Ramsey                                       ,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH. ,000, ,11,11,06,42,31,7,21,21,8,1,42,31,7,21,21,8,1,, ,EC-07,
17-18,62,Ramsey                                       ,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH. ,000, ,11,11,07,58,41,12,28,28,11,2,58,41,12,28,28,11,2,, ,EC-07,
17-18,62,Ramsey                                       ,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH. ,000, ,11,11,All Grades,469,358,73,288,285,57,12,509,387,77,302,299,61,14,, ,EC-07,
17-18,62,Ramsey                                       ,4074,07,AFSA HIGH SCHOOL                   ,000, ,11,11,05,12,2,,,,,,12,2,,,,,,, ,05-12,
17-18,62,Ramsey                                       ,4074,07,AFSA HIGH SCHOOL                   ,000, ,11,11,06,23,5,,,,8,,23,5,,,,8,,, ,05-12,
17-18,62,Ramsey                                       ,4074,07,AFSA HIGH SCHOOL                   ,000, ,11,11,07,29,10,5,,,5,,29,10,5,,,5,,, ,05-12,
17-18,62,Ramsey                                       ,4074,07,AFSA HIGH SCHOOL                   ,000, ,11,11,08,48,11,3,,,9,,48,11,3,,,9,,, ,05-12,
17-18,62,Ramsey                                       ,4074,07,AFSA HIGH SCHOOL                   ,000, ,11,11,09,63,16,6,,,19,,63,16,6,,,19,,, ,05-12,
17-18,62,Ramsey                                       ,4074,07,AFSA HIGH SCHOOL                   ,000, ,11,11,10,67,15,6,,,19,,67,15,6,,,19,,, ,05-12,
17-18,62,Ramsey                                       ,4074,07,AFSA HIGH SCHOOL                   ,000, ,11,11,11,57,13,5,,,22,,57,13,5,,,22,,, ,05-12,
17-18,62,Ramsey                                       ,4074,07,AFSA HIGH SCHOOL                   ,000, ,11,11,12,49,11,6,,,7,,49,11,6,,,7,,, ,05-12,
17-18,62,Ramsey                                       ,4074,07,AFSA HIGH SCHOOL                   ,000, ,11,11,All Grades,348,83,31,,,89,,348,83,31,,,89,,, ,05-12,
17-18,62,Ramsey                                       ,4075,07,AVALON SCHOOL                      ,000, ,11,11,06,20,2,1,1,1,4,1,20,2,1,1,1,4,1,, ,06-12,
17-18,62,Ramsey                                       ,4075,07,AVALON SCHOOL                      ,000, ,11,11,07,23,6,,,,9,,23,6,,,,9,,, ,06-12,
17-18,62,Ramsey                                       ,4075,07,AVALON SCHOOL                      ,000, ,11,11,08,26,3,,,,9,,26,3,,,,9,,, ,06-12,
17-18,62,Ramsey                                       ,4075,07,AVALON SCHOOL                      ,000, ,11,11,09,29,4,2,,,10,,29,4,2,,,10,,, ,06-12,
17-18,62,Ramsey                                       ,4075,07,AVALON SCHOOL                      ,000, ,11,11,10,44,9,3,,,17,2,44,9,3,,,17,2,, ,06-12,
17-18,62,Ramsey                                       ,4075,07,AVALON SCHOOL                      ,000, ,11,11,11,42,7,2,,,19,2,42,7,2,,,19,2,, ,06-12,
17-18,62,Ramsey                                       ,4075,07,AVALON SCHOOL                      ,000, ,11,11,12,56,8,5,,,22,2,56,8,5,,,22,2,, ,06-12,
17-18,62,Ramsey                                       ,4075,07,AVALON SCHOOL                      ,000, ,11,11,All Grades,240,39,13,1,1,90,7,240,39,13,1,1,90,7,, ,06-12,
17-18,27,Hennepin                                     ,4077,07,TWIN CITIES INTERNATIONAL ELEM SCH ,000, ,11,11,KG,112,96,9,38,38,1,,112,96,9,38,38,1,,, ,KG-04,
17-18,27,Hennepin                                     ,4077,07,TWIN CITIES INTERNATIONAL ELEM SCH ,000, ,11,11,01,124,121,1,108,108,5,,124,121,1,108,108,5,,, ,KG-04,
17-18,27,Hennepin                                     ,4077,07,TWIN CITIES INTERNATIONAL ELEM SCH ,000, ,11,11,02,110,102,4,89,89,8,,110,102,4,89,89,8,,, ,KG-04,
17-18,27,Hennepin                                     ,4077,07,TWIN CITIES INTERNATIONAL ELEM SCH ,000, ,11,11,03,113,105,4,95,95,5,,113,105,4,95,95,5,,, ,KG-04,
17-18,27,Hennepin                                     ,4077,07,TWIN CITIES INTERNATIONAL ELEM SCH ,000, ,11,11,04,122,114,6,73,73,6,,122,114,6,73,73,6,,, ,KG-04,
17-18,27,Hennepin                                     ,4077,07,TWIN CITIES INTERNATIONAL ELEM SCH ,000, ,11,11,All Grades,581,538,24,403,403,25,,581,538,24,403,403,25,,, ,KG-04,
17-18,27,Hennepin                                     ,4078,07,MINNESOTA INTERNATIONAL MIDDLE CHTR,000, ,11,11,05,114,105,3,47,46,7,,114,105,3,47,46,7,,, ,05-08,
17-18,27,Hennepin                                     ,4078,07,MINNESOTA INTERNATIONAL MIDDLE CHTR,000, ,11,11,06,111,104,2,27,26,8,,111,104,2,27,26,8,,, ,05-08,
17-18,27,Hennepin                                     ,4078,07,MINNESOTA INTERNATIONAL MIDDLE CHTR,000, ,11,11,07,109,105,2,33,32,8,,109,105,2,33,32,8,,, ,05-08,
17-18,27,Hennepin                                     ,4078,07,MINNESOTA INTERNATIONAL MIDDLE CHTR,000, ,11,11,08,97,92,2,33,31,4,,97,92,2,33,31,4,,, ,05-08,
17-18,27,Hennepin                                     ,4078,07,MINNESOTA INTERNATIONAL MIDDLE CHTR,000, ,11,11,All Grades,431,406,9,140,135,27,,431,406,9,140,135,27,,, ,05-08,
17-18,27,Hennepin                                     ,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000, ,11,11,KG,20,12,4,,,,,20,12,4,,,,,, ,KG-06,
17-18,27,Hennepin                                     ,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000, ,11,11,01,21,14,3,,,,,21,14,3,,,,,, ,KG-06,
17-18,27,Hennepin                                     ,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000, ,11,11,02,22,14,6,,,1,1,22,14,6,,,1,1,, ,KG-06,
17-18,27,Hennepin                                     ,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000, ,11,11,03,22,15,4,,,1,,22,15,4,,,1,,, ,KG-06,
17-18,27,Hennepin                                     ,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000, ,11,11,04,20,17,2,,,4,1,20,17,2,,,4,1,, ,KG-06,
17-18,27,Hennepin                                     ,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000, ,11,11,05,27,17,4,,,3,,27,17,4,,,3,,, ,KG-06,
17-18,27,Hennepin                                     ,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000, ,11,11,06,20,15,2,,,3,,20,15,2,,,3,,, ,KG-06,
17-18,27,Hennepin                                     ,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000, ,11,11,All Grades,152,104,25,,,12,2,152,104,25,,,12,2,, ,KG-06,
17-18,11,Cass                                         ,4080,07,PILLAGER AREA CHARTER SCHOOL       ,000, ,05,05,10,8,2,1,,,4,,8,2,1,,,4,,, ,10-12,
17-18,11,Cass                                         ,4080,07,PILLAGER AREA CHARTER SCHOOL       ,000, ,05,05,11,14,7,4,,,4,,14,7,4,,,4,,, ,10-12,
17-18,11,Cass                                         ,4080,07,PILLAGER AREA CHARTER SCHOOL       ,000, ,05,05,12,14,10,1,,,6,,14,10,1,,,6,,, ,10-12,
17-18,11,Cass                                         ,4080,07,PILLAGER AREA CHARTER SCHOOL       ,000, ,05,05,All Grades,36,19,6,,,14,,36,19,6,,,14,,, ,10-12,
