DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,Total_Male,Total_Female,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
09-10,47,Meeker,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000,,06,06E,06,0,0,0,0,0,0,1,1,30,24,31,25,2,56,District,EC-12,,,
09-10,47,Meeker,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000,,06,06E,07,0,0,0,0,0,0,0,0,29,32,29,32,0,61,District,EC-12,,,
09-10,47,Meeker,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000,,06,06E,08,0,0,0,0,1,0,0,0,31,44,32,44,1,76,District,EC-12,,,
09-10,47,Meeker,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000,,06,06E,09,0,0,0,0,0,0,1,0,24,34,25,34,1,59,District,EC-12,,,
09-10,47,Meeker,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000,,06,06E,10,0,0,0,0,0,0,1,0,26,25,27,25,1,52,District,EC-12,,,
09-10,47,Meeker,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000,,06,06E,11,0,0,0,0,2,0,0,1,49,43,51,44,3,95,District,EC-12,,,
09-10,47,Meeker,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000,,06,06E,12,0,1,0,0,0,0,0,0,33,35,33,36,1,69,District,EC-12,,,
09-10,47,Meeker,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000,,06,06E,All Grades,2,1,2,6,6,6,4,5,442,432,456,450,32,906,District,EC-12,,,
09-10,47,Meeker,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,000,,06,06E,EC,0,0,0,0,2,0,0,0,14,7,16,7,2,23,District,EC-12,,,
09-10,47,Meeker,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,000,,06,06E,KG,0,0,0,0,9,4,0,1,54,52,63,57,14,120,District,EC-12,,,
09-10,47,Meeker,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,000,,06,06E,01,1,0,1,0,4,9,0,0,45,65,51,74,15,125,District,EC-12,,,
09-10,47,Meeker,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,000,,06,06E,02,0,0,1,0,6,1,1,0,54,58,62,59,9,121,District,EC-12,,,
09-10,47,Meeker,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,000,,06,06E,03,0,0,0,0,7,6,0,0,77,43,84,49,13,133,District,EC-12,,,
09-10,47,Meeker,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,000,,06,06E,04,0,0,0,0,4,3,0,0,52,45,56,48,7,104,District,EC-12,,,
09-10,47,Meeker,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,000,,06,06E,05,0,1,1,0,5,4,1,1,63,56,70,62,13,132,District,EC-12,,,
09-10,47,Meeker,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,000,,06,06E,06,0,0,0,0,7,9,0,1,64,64,71,74,17,145,District,EC-12,,,
09-10,47,Meeker,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,000,,06,06E,07,0,0,0,0,6,2,0,1,71,69,77,72,9,149,District,EC-12,,,
09-10,47,Meeker,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,000,,06,06E,08,1,0,0,0,5,6,0,0,73,68,79,74,12,153,District,EC-12,,,
09-10,47,Meeker,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,000,,06,06E,09,0,0,1,0,4,3,0,0,78,54,83,57,8,140,District,EC-12,,,
09-10,47,Meeker,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,000,,06,06E,10,0,0,0,0,3,8,0,1,66,66,69,75,12,144,District,EC-12,,,
09-10,47,Meeker,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,000,,06,06E,11,0,0,1,1,6,2,1,1,58,65,66,69,12,135,District,EC-12,,,
09-10,47,Meeker,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,000,,06,06E,12,0,0,0,0,4,10,1,1,81,65,86,76,16,162,District,EC-12,,,
09-10,47,Meeker,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,000,,06,06E,All Grades,2,1,5,1,72,67,4,7,850,777,933,853,159,1786,District,EC-12,,,
09-10,86,Wright,0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,000,,06,07W,EC,0,0,2,1,0,0,1,1,17,10,20,12,5,32,District,EC-12,,,
09-10,86,Wright,0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,000,,06,07W,KG,0,0,0,1,1,2,0,1,76,87,77,91,5,168,District,EC-12,,,
09-10,86,Wright,0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,000,,06,07W,01,0,2,1,0,2,5,0,1,77,99,80,107,11,187,District,EC-12,,,
09-10,86,Wright,0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,000,,06,07W,02,1,0,1,1,1,0,1,0,68,106,72,107,5,179,District,EC-12,,,
09-10,86,Wright,0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,000,,06,07W,03,1,0,1,0,4,1,1,2,92,65,99,68,10,167,District,EC-12,,,
09-10,86,Wright,0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,000,,06,07W,04,0,0,1,0,1,0,1,1,92,86,95,87,4,182,District,EC-12,,,
09-10,86,Wright,0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,000,,06,07W,05,0,0,1,1,2,1,0,0,97,90,100,92,5,192,District,EC-12,,,
09-10,86,Wright,0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,000,,06,07W,06,0,0,0,1,0,2,0,0,94,78,94,81,3,175,District,EC-12,,,
09-10,86,Wright,0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,000,,06,07W,07,1,1,1,0,3,0,1,2,93,77,99,80,9,179,District,EC-12,,,
09-10,86,Wright,0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,000,,06,07W,08,0,1,0,0,0,3,1,1,73,91,74,96,6,170,District,EC-12,,,
09-10,86,Wright,0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,000,,06,07W,09,1,0,0,0,2,3,2,1,95,73,100,77,9,177,District,EC-12,,,
09-10,86,Wright,0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,000,,06,07W,10,1,0,1,0,2,1,0,0,76,86,80,87,5,167,District,EC-12,,,
09-10,86,Wright,0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,000,,06,07W,11,0,0,1,0,1,2,0,0,85,68,87,70,4,157,District,EC-12,,,
09-10,86,Wright,0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,000,,06,07W,12,0,1,1,4,0,2,1,1,107,92,109,100,10,209,District,EC-12,,,
09-10,86,Wright,0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,000,,06,07W,All Grades,5,5,11,9,19,22,9,11,1142,1108,1186,1155,91,2341,District,EC-12,,,
09-10,48,Mille Lacs,0473,01,ISLE PUBLIC SCHOOL DISTRICT,000,,07,07E,EC,0,1,0,0,0,0,0,0,2,4,2,5,1,7,District,EC-12,,,
09-10,48,Mille Lacs,0473,01,ISLE PUBLIC SCHOOL DISTRICT,000,,07,07E,KG,1,1,0,0,0,0,0,0,14,16,15,17,2,32,District,EC-12,,,
09-10,48,Mille Lacs,0473,01,ISLE PUBLIC SCHOOL DISTRICT,000,,07,07E,01,2,2,1,0,0,2,0,0,14,16,17,20,7,37,District,EC-12,,,
09-10,48,Mille Lacs,0473,01,ISLE PUBLIC SCHOOL DISTRICT,000,,07,07E,02,3,2,0,0,0,0,0,0,15,11,18,13,5,31,District,EC-12,,,
09-10,48,Mille Lacs,0473,01,ISLE PUBLIC SCHOOL DISTRICT,000,,07,07E,03,3,0,1,0,0,0,0,0,19,15,23,15,4,38,District,EC-12,,,
09-10,48,Mille Lacs,0473,01,ISLE PUBLIC SCHOOL DISTRICT,000,,07,07E,04,3,3,0,0,0,0,0,0,24,16,27,19,6,46,District,EC-12,,,
09-10,48,Mille Lacs,0473,01,ISLE PUBLIC SCHOOL DISTRICT,000,,07,07E,05,3,2,0,0,0,0,0,0,19,15,22,17,5,39,District,EC-12,,,
09-10,48,Mille Lacs,0473,01,ISLE PUBLIC SCHOOL DISTRICT,000,,07,07E,06,3,0,0,0,0,0,0,0,23,23,26,23,3,49,District,EC-12,,,
09-10,48,Mille Lacs,0473,01,ISLE PUBLIC SCHOOL DISTRICT,000,,07,07E,07,1,3,0,0,0,0,0,0,16,15,17,18,4,35,District,EC-12,,,
09-10,48,Mille Lacs,0473,01,ISLE PUBLIC SCHOOL DISTRICT,000,,07,07E,08,2,0,0,0,0,0,0,0,18,18,20,18,2,38,District,EC-12,,,
09-10,48,Mille Lacs,0473,01,ISLE PUBLIC SCHOOL DISTRICT,000,,07,07E,09,1,1,0,1,0,0,0,0,14,22,15,24,3,39,District,EC-12,,,
09-10,48,Mille Lacs,0473,01,ISLE PUBLIC SCHOOL DISTRICT,000,,07,07E,10,1,6,0,0,0,0,1,0,19,18,21,24,8,45,District,EC-12,,,
09-10,48,Mille Lacs,0473,01,ISLE PUBLIC SCHOOL DISTRICT,000,,07,07E,11,2,1,0,0,0,0,0,0,16,16,18,17,3,35,District,EC-12,,,
09-10,48,Mille Lacs,0473,01,ISLE PUBLIC SCHOOL DISTRICT,000,,07,07E,12,2,1,0,0,0,0,0,0,24,20,26,21,3,47,District,EC-12,,,
09-10,48,Mille Lacs,0473,01,ISLE PUBLIC SCHOOL DISTRICT,000,,07,07E,All Grades,27,23,2,1,0,2,1,0,237,225,267,251,56,518,District,EC-12,,,
09-10,48,Mille Lacs,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,000,,07,07E,EC,0,0,2,0,0,0,0,0,29,20,31,20,2,51,District,EC-12,,,
09-10,48,Mille Lacs,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,000,,07,07E,KG,2,1,1,1,1,2,3,1,124,109,131,114,12,245,District,EC-12,,,
09-10,48,Mille Lacs,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,000,,07,07E,01,1,2,0,1,3,5,2,1,132,115,138,124,15,262,District,EC-12,,,
09-10,48,Mille Lacs,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,000,,07,07E,02,1,2,2,1,1,0,2,0,135,115,141,118,9,259,District,EC-12,,,
09-10,48,Mille Lacs,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,000,,07,07E,03,2,0,1,1,3,3,1,0,114,153,121,157,11,278,District,EC-12,,,
09-10,48,Mille Lacs,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,000,,07,07E,04,1,4,1,5,3,4,0,1,116,121,121,135,19,256,District,EC-12,,,
09-10,48,Mille Lacs,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,000,,07,07E,05,4,0,2,1,5,3,1,2,134,128,146,134,18,280,District,EC-12,,,
09-10,48,Mille Lacs,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,000,,07,07E,06,1,1,0,1,1,3,0,0,140,127,142,132,7,274,District,EC-12,,,
09-10,48,Mille Lacs,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,000,,07,07E,07,1,2,0,0,1,3,2,2,135,114,139,121,11,260,District,EC-12,,,
09-10,48,Mille Lacs,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,000,,07,07E,08,2,1,0,1,0,1,1,3,128,124,131,130,9,261,District,EC-12,,,
09-10,48,Mille Lacs,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,000,,07,07E,09,1,1,0,1,2,2,2,2,120,116,125,122,11,247,District,EC-12,,,
09-10,48,Mille Lacs,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,000,,07,07E,10,0,1,3,1,2,1,0,2,123,128,128,133,10,261,District,EC-12,,,
09-10,48,Mille Lacs,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,000,,07,07E,11,0,1,1,0,1,1,2,0,125,123,129,125,6,254,District,EC-12,,,
09-10,48,Mille Lacs,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,000,,07,07E,12,0,2,1,3,1,1,3,0,133,126,138,132,11,270,District,EC-12,,,
09-10,48,Mille Lacs,0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,000,,07,07E,All Grades,16,18,14,17,24,29,19,14,1688,1619,1761,1697,151,3458,District,EC-12,,,
09-10,48,Mille Lacs,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,000,,07,07E,EC,10,4,0,0,0,0,1,0,6,2,17,6,15,23,District,EC-12,,,
09-10,48,Mille Lacs,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,000,,07,07E,KG,11,12,0,0,0,0,0,0,10,12,21,24,23,45,District,EC-12,,,
09-10,48,Mille Lacs,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,000,,07,07E,01,11,5,0,0,0,0,0,1,17,16,28,22,17,50,District,EC-12,,,
09-10,48,Mille Lacs,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,000,,07,07E,02,11,9,1,0,0,0,0,0,8,17,20,26,21,46,District,EC-12,,,
09-10,48,Mille Lacs,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,000,,07,07E,03,5,12,1,0,0,0,0,0,15,6,21,18,18,39,District,EC-12,,,
09-10,48,Mille Lacs,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,000,,07,07E,04,10,9,0,0,0,0,1,0,7,18,18,27,20,45,District,EC-12,,,
09-10,48,Mille Lacs,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,000,,07,07E,05,3,9,0,0,0,0,0,0,14,13,17,22,12,39,District,EC-12,,,
09-10,48,Mille Lacs,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,000,,07,07E,06,10,8,1,0,0,0,0,0,13,23,24,31,19,55,District,EC-12,,,
09-10,48,Mille Lacs,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,000,,07,07E,07,9,11,0,0,0,0,1,1,18,23,28,35,22,63,District,EC-12,,,
09-10,48,Mille Lacs,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,000,,07,07E,08,11,7,1,0,0,0,5,1,22,12,39,20,25,59,District,EC-12,,,
09-10,48,Mille Lacs,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,000,,07,07E,09,10,2,0,2,2,0,2,0,20,19,34,23,18,57,District,EC-12,,,
09-10,48,Mille Lacs,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,000,,07,07E,10,11,4,1,1,3,0,3,2,30,13,48,20,25,68,District,EC-12,,,
09-10,48,Mille Lacs,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,000,,07,07E,11,6,10,0,0,0,0,8,1,26,14,40,25,25,65,District,EC-12,,,
09-10,48,Mille Lacs,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,000,,07,07E,12,6,10,0,0,1,0,3,0,32,24,42,34,20,76,District,EC-12,,,
09-10,48,Mille Lacs,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,000,,07,07E,All Grades,124,112,5,3,6,0,24,6,238,212,397,333,280,730,District,EC-12,,,
09-10,49,Morrison,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,000,,05,05,EC,0,0,0,0,0,1,1,0,35,23,36,24,2,60,District,EC-12,,,
09-10,49,Morrison,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,000,,05,05,KG,1,3,0,1,3,2,1,0,82,90,87,96,11,183,District,EC-12,,,
09-10,49,Morrison,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,000,,05,05,01,0,2,2,0,2,3,1,0,90,60,95,65,10,160,District,EC-12,,,
09-10,49,Morrison,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,000,,05,05,02,1,0,0,2,1,1,2,4,81,76,85,83,11,168,District,EC-12,,,
09-10,49,Morrison,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,000,,05,05,03,2,0,0,1,3,1,2,2,86,79,93,83,11,176,District,EC-12,,,
09-10,49,Morrison,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,000,,05,05,04,2,1,3,2,0,1,3,1,92,72,100,77,13,177,District,EC-12,,,
09-10,49,Morrison,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,000,,05,05,05,0,2,0,3,5,4,0,2,77,74,82,85,16,167,District,EC-12,,,
09-10,49,Morrison,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,000,,05,05,06,1,0,2,1,1,0,0,1,82,84,86,86,6,172,District,EC-12,,,
09-10,49,Morrison,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,000,,05,05,07,1,1,1,2,6,1,2,3,87,98,97,105,17,202,District,EC-12,,,
09-10,49,Morrison,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,000,,05,05,08,0,0,2,0,1,0,3,1,74,73,80,74,7,154,District,EC-12,,,
09-10,49,Morrison,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,000,,05,05,09,1,1,2,1,1,2,1,2,114,86,119,92,11,211,District,EC-12,,,
09-10,49,Morrison,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,000,,05,05,10,1,1,1,0,1,1,1,0,84,95,88,97,6,185,District,EC-12,,,
09-10,49,Morrison,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,000,,05,05,11,0,2,1,1,0,1,1,1,98,97,100,102,7,202,District,EC-12,,,
09-10,49,Morrison,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,000,,05,05,12,3,1,3,1,4,1,3,1,121,144,134,148,17,282,District,EC-12,,,
09-10,49,Morrison,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,000,,05,05,All Grades,13,14,17,15,28,19,21,18,1203,1151,1282,1217,145,2499,District,EC-12,,,
09-10,49,Morrison,0484,01,PIERZ PUBLIC SCHOOL DISTRICT,000,,05,05,EC,0,0,0,0,0,0,0,0,5,6,5,6,0,11,District,EC-12,,,
09-10,49,Morrison,0484,01,PIERZ PUBLIC SCHOOL DISTRICT,000,,05,05,KG,0,0,0,0,1,0,0,1,39,43,40,44,2,84,District,EC-12,,,
09-10,49,Morrison,0484,01,PIERZ PUBLIC SCHOOL DISTRICT,000,,05,05,01,0,1,0,0,0,0,0,0,38,31,38,32,1,70,District,EC-12,,,
09-10,49,Morrison,0484,01,PIERZ PUBLIC SCHOOL DISTRICT,000,,05,05,02,0,0,0,0,0,0,0,0,30,35,30,35,0,65,District,EC-12,,,
09-10,49,Morrison,0484,01,PIERZ PUBLIC SCHOOL DISTRICT,000,,05,05,03,0,0,0,0,1,0,0,0,37,31,38,31,1,69,District,EC-12,,,
09-10,49,Morrison,0484,01,PIERZ PUBLIC SCHOOL DISTRICT,000,,05,05,04,2,0,0,1,0,0,0,0,41,30,43,31,3,74,District,EC-12,,,
09-10,49,Morrison,0484,01,PIERZ PUBLIC SCHOOL DISTRICT,000,,05,05,05,0,1,0,0,0,0,0,1,30,43,30,45,2,75,District,EC-12,,,
09-10,49,Morrison,0484,01,PIERZ PUBLIC SCHOOL DISTRICT,000,,05,05,06,0,0,1,0,0,0,1,0,33,31,35,31,2,66,District,EC-12,,,
09-10,49,Morrison,0484,01,PIERZ PUBLIC SCHOOL DISTRICT,000,,05,05,07,1,1,0,1,0,0,0,0,45,52,46,54,3,100,District,EC-12,,,
09-10,49,Morrison,0484,01,PIERZ PUBLIC SCHOOL DISTRICT,000,,05,05,08,1,0,0,0,0,2,0,1,44,49,45,52,4,97,District,EC-12,,,
09-10,49,Morrison,0484,01,PIERZ PUBLIC SCHOOL DISTRICT,000,,05,05,09,1,0,1,0,1,1,2,0,48,46,53,47,6,100,District,EC-12,,,
09-10,49,Morrison,0484,01,PIERZ PUBLIC SCHOOL DISTRICT,000,,05,05,10,0,0,2,0,0,0,1,0,40,40,43,40,3,83,District,EC-12,,,
09-10,49,Morrison,0484,01,PIERZ PUBLIC SCHOOL DISTRICT,000,,05,05,11,0,0,0,0,0,0,0,1,44,44,44,45,1,89,District,EC-12,,,
09-10,49,Morrison,0484,01,PIERZ PUBLIC SCHOOL DISTRICT,000,,05,05,12,0,0,0,0,0,0,0,0,35,51,35,51,0,86,District,EC-12,,,
09-10,49,Morrison,0484,01,PIERZ PUBLIC SCHOOL DISTRICT,000,,05,05,All Grades,5,3,4,2,3,3,4,4,509,532,525,544,28,1069,District,EC-12,,,
09-10,49,Morrison,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,000,,05,05,EC,0,0,0,0,1,0,0,0,10,4,11,4,1,15,District,EC-12,,,
09-10,49,Morrison,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,000,,05,05,KG,0,0,1,0,2,0,0,0,37,35,40,35,3,75,District,EC-12,,,
09-10,49,Morrison,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,000,,05,05,01,0,0,0,0,0,1,1,0,44,31,45,32,2,77,District,EC-12,,,
09-10,49,Morrison,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,000,,05,05,02,0,0,0,1,0,0,0,0,32,37,32,38,1,70,District,EC-12,,,
09-10,49,Morrison,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,000,,05,05,03,1,0,0,0,0,0,0,0,30,27,31,27,1,58,District,EC-12,,,
09-10,49,Morrison,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,000,,05,05,04,0,0,0,0,0,0,0,0,34,20,34,20,0,54,District,EC-12,,,
09-10,49,Morrison,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,000,,05,05,05,0,1,2,0,0,0,0,0,33,30,35,31,3,66,District,EC-12,,,
09-10,49,Morrison,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,000,,05,05,06,0,0,0,0,0,0,0,0,39,29,39,29,0,68,District,EC-12,,,
09-10,49,Morrison,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,000,,05,05,07,0,0,0,0,0,0,0,0,27,27,27,27,0,54,District,EC-12,,,
09-10,49,Morrison,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,000,,05,05,08,0,0,0,0,0,1,0,0,25,21,25,22,1,47,District,EC-12,,,
09-10,49,Morrison,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,000,,05,05,09,0,0,0,0,0,0,0,0,22,17,22,17,0,39,District,EC-12,,,
09-10,49,Morrison,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,000,,05,05,10,0,0,0,0,0,0,0,0,32,35,32,35,0,67,District,EC-12,,,
09-10,49,Morrison,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,000,,05,05,11,0,0,0,1,0,1,0,0,32,31,32,33,2,65,District,EC-12,,,
09-10,49,Morrison,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,000,,05,05,12,0,0,0,0,0,0,0,0,22,19,22,19,0,41,District,EC-12,,,
09-10,49,Morrison,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,000,,05,05,All Grades,1,1,3,2,3,3,1,0,419,363,427,369,14,796,District,EC-12,,,
09-10,49,Morrison,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,000,,05,05,EC,0,0,0,0,0,0,0,0,5,6,5,6,0,11,District,EC-12,,,
09-10,49,Morrison,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,000,,05,05,KG,0,0,0,0,0,0,0,0,18,10,18,10,0,28,District,EC-12,,,
09-10,49,Morrison,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,000,,05,05,01,0,0,0,0,0,0,0,0,13,8,13,8,0,21,District,EC-12,,,
09-10,49,Morrison,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,000,,05,05,02,0,0,0,0,0,0,0,0,7,8,7,8,0,15,District,EC-12,,,
09-10,49,Morrison,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,000,,05,05,03,0,0,0,0,0,0,0,0,9,14,9,14,0,23,District,EC-12,,,
09-10,49,Morrison,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,000,,05,05,04,0,0,0,0,0,0,0,0,13,10,13,10,0,23,District,EC-12,,,
09-10,49,Morrison,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,000,,05,05,05,0,0,0,0,0,0,1,0,10,12,11,12,1,23,District,EC-12,,,
09-10,49,Morrison,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,000,,05,05,06,0,1,0,0,0,1,0,0,14,12,14,14,2,28,District,EC-12,,,
09-10,49,Morrison,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,000,,05,05,07,0,0,0,0,0,0,0,0,16,12,16,12,0,28,District,EC-12,,,
09-10,49,Morrison,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,000,,05,05,08,0,0,0,0,0,0,0,0,12,17,12,17,0,29,District,EC-12,,,
09-10,49,Morrison,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,000,,05,05,09,0,1,0,0,0,0,0,0,13,10,13,11,1,24,District,EC-12,,,
09-10,49,Morrison,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,000,,05,05,10,0,0,0,0,0,0,0,0,17,20,17,20,0,37,District,EC-12,,,
09-10,49,Morrison,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,000,,05,05,11,0,0,1,0,0,0,0,0,18,14,19,14,1,33,District,EC-12,,,
09-10,49,Morrison,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,000,,05,05,12,0,0,0,0,1,3,0,0,26,21,27,24,4,51,District,EC-12,,,
09-10,49,Morrison,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,000,,05,05,All Grades,0,2,1,0,1,4,1,0,191,174,194,180,9,374,District,EC-12,,,
09-10,49,Morrison,0487,01,UPSALA PUBLIC SCHOOL DISTRICT,000,,05,05,EC,0,0,0,0,0,0,0,0,2,2,2,2,0,4,District,EC-12,,,
09-10,49,Morrison,0487,01,UPSALA PUBLIC SCHOOL DISTRICT,000,,05,05,KG,0,0,0,0,1,0,0,0,16,16,17,16,1,33,District,EC-12,,,
09-10,49,Morrison,0487,01,UPSALA PUBLIC SCHOOL DISTRICT,000,,05,05,01,0,0,0,0,0,1,0,0,14,14,14,15,1,29,District,EC-12,,,
09-10,49,Morrison,0487,01,UPSALA PUBLIC SCHOOL DISTRICT,000,,05,05,02,0,0,0,1,1,0,0,0,15,12,16,13,2,29,District,EC-12,,,
09-10,49,Morrison,0487,01,UPSALA PUBLIC SCHOOL DISTRICT,000,,05,05,03,0,0,0,0,1,0,0,0,18,19,19,19,1,38,District,EC-12,,,
09-10,49,Morrison,0487,01,UPSALA PUBLIC SCHOOL DISTRICT,000,,05,05,04,0,0,0,0,0,0,0,0,14,10,14,10,0,24,District,EC-12,,,
09-10,49,Morrison,0487,01,UPSALA PUBLIC SCHOOL DISTRICT,000,,05,05,05,0,0,0,0,0,1,0,0,15,13,15,14,1,29,District,EC-12,,,
09-10,49,Morrison,0487,01,UPSALA PUBLIC SCHOOL DISTRICT,000,,05,05,06,0,0,0,0,0,0,0,0,18,8,18,8,0,26,District,EC-12,,,
09-10,49,Morrison,0487,01,UPSALA PUBLIC SCHOOL DISTRICT,000,,05,05,07,0,0,0,0,0,0,0,0,16,21,16,21,0,37,District,EC-12,,,
