DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,EC12Enr,Free-EC12,Red-EC12,LEPIdentifiedEC12,LEPServedEC12,SPE-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
13-14,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,08,06,153,55,11,14,14,26,153,55,11,14,14,26,, ,EC-12,
13-14,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,08,07,148,37,6,17,17,24,148,37,6,17,17,24,, ,EC-12,
13-14,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,08,08,160,46,17,10,10,24,160,46,17,10,10,24,, ,EC-12,
13-14,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,08,09,197,56,11,14,14,22,197,56,11,14,14,22,, ,EC-12,
13-14,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,08,10,209,41,14,9,9,23,209,41,14,9,9,23,, ,EC-12,
13-14,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,08,11,201,47,16,11,11,21,201,47,16,11,11,21,, ,EC-12,
13-14,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,08,12,184,49,8,9,9,20,184,49,8,9,9,20,, ,EC-12,
13-14,42,Lyon                                         ,0413,01,MARSHALL PUBLIC SCHOOL DISTRICT    ,000, ,06,08,All Grades,2252,704,163,224,224,289,2307,719,165,224,224,344,, ,EC-12,
13-14,42,Lyon                                         ,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT    ,000, ,06,08,EC,,,,,,,7,3,,,,7,, ,EC-12,
13-14,42,Lyon                                         ,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT    ,000, ,06,08,KG,30,12,4,,,6,30,12,4,,,6,, ,EC-12,
13-14,42,Lyon                                         ,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT    ,000, ,06,08,01,30,10,2,3,3,5,30,10,2,3,3,5,, ,EC-12,
13-14,42,Lyon                                         ,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT    ,000, ,06,08,02,28,10,3,3,3,7,28,10,3,3,3,7,, ,EC-12,
13-14,42,Lyon                                         ,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT    ,000, ,06,08,03,27,8,4,4,4,3,27,8,4,4,4,3,, ,EC-12,
13-14,42,Lyon                                         ,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT    ,000, ,06,08,04,35,10,3,3,3,6,35,10,3,3,3,6,, ,EC-12,
13-14,42,Lyon                                         ,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT    ,000, ,06,08,05,30,11,4,3,3,5,30,11,4,3,3,5,, ,EC-12,
13-14,42,Lyon                                         ,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT    ,000, ,06,08,06,34,12,5,2,2,8,34,12,5,2,2,8,, ,EC-12,
13-14,42,Lyon                                         ,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT    ,000, ,06,08,07,31,8,4,4,4,4,31,8,4,4,4,4,, ,EC-12,
13-14,42,Lyon                                         ,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT    ,000, ,06,08,08,32,10,5,3,3,9,32,10,5,3,3,9,, ,EC-12,
13-14,42,Lyon                                         ,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT    ,000, ,06,08,09,48,7,3,,,4,48,7,3,,,4,, ,EC-12,
13-14,42,Lyon                                         ,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT    ,000, ,06,08,10,43,9,4,,,8,43,9,4,,,8,, ,EC-12,
13-14,42,Lyon                                         ,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT    ,000, ,06,08,11,62,12,3,,,6,62,12,3,,,6,, ,EC-12,
13-14,42,Lyon                                         ,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT    ,000, ,06,08,12,26,2,3,2,2,2,26,2,3,2,2,2,, ,EC-12,
13-14,42,Lyon                                         ,0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT    ,000, ,06,08,All Grades,456,121,47,27,27,73,463,124,47,27,27,80,, ,EC-12,
13-14,42,Lyon                                         ,0415,01,LYND PUBLIC SCHOOL DISTRICT        ,000, ,06,08,EC,,,,,,,2,2,,,,2,, ,EC-08,
13-14,42,Lyon                                         ,0415,01,LYND PUBLIC SCHOOL DISTRICT        ,000, ,06,08,KG,18,9,4,7,7,3,18,9,4,7,7,3,, ,EC-08,
13-14,42,Lyon                                         ,0415,01,LYND PUBLIC SCHOOL DISTRICT        ,000, ,06,08,01,27,15,5,4,4,3,27,15,5,4,4,3,, ,EC-08,
13-14,42,Lyon                                         ,0415,01,LYND PUBLIC SCHOOL DISTRICT        ,000, ,06,08,02,14,10,1,3,3,3,14,10,1,3,3,3,, ,EC-08,
13-14,42,Lyon                                         ,0415,01,LYND PUBLIC SCHOOL DISTRICT        ,000, ,06,08,03,11,7,2,4,4,3,11,7,2,4,4,3,, ,EC-08,
13-14,42,Lyon                                         ,0415,01,LYND PUBLIC SCHOOL DISTRICT        ,000, ,06,08,04,14,5,3,2,2,2,14,5,3,2,2,2,, ,EC-08,
13-14,42,Lyon                                         ,0415,01,LYND PUBLIC SCHOOL DISTRICT        ,000, ,06,08,05,9,4,,1,1,3,9,4,,1,1,3,, ,EC-08,
13-14,42,Lyon                                         ,0415,01,LYND PUBLIC SCHOOL DISTRICT        ,000, ,06,08,06,14,7,3,4,4,1,14,7,3,4,4,1,, ,EC-08,
13-14,42,Lyon                                         ,0415,01,LYND PUBLIC SCHOOL DISTRICT        ,000, ,06,08,07,12,8,2,3,3,2,12,8,2,3,3,2,, ,EC-08,
13-14,42,Lyon                                         ,0415,01,LYND PUBLIC SCHOOL DISTRICT        ,000, ,06,08,08,12,8,,4,4,2,12,8,,4,4,2,, ,EC-08,
13-14,42,Lyon                                         ,0415,01,LYND PUBLIC SCHOOL DISTRICT        ,000, ,06,08,All Grades,131,73,20,32,32,22,133,75,20,32,32,24,, ,EC-08,
13-14,43,McLeod                                       ,0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,EC,,,,,,,57,24,2,,,57,, ,EC-12,
13-14,43,McLeod                                       ,0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,KG,206,62,11,5,,21,206,62,11,5,,21,, ,EC-12,
13-14,43,McLeod                                       ,0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,01,214,60,21,5,4,24,214,60,21,5,4,24,, ,EC-12,
13-14,43,McLeod                                       ,0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,02,194,56,11,11,,23,194,56,11,11,,23,, ,EC-12,
13-14,43,McLeod                                       ,0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,03,228,57,23,6,6,25,228,57,23,6,6,25,, ,EC-12,
13-14,43,McLeod                                       ,0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,04,232,52,15,7,6,35,232,52,15,7,6,35,, ,EC-12,
13-14,43,McLeod                                       ,0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,05,221,47,12,7,6,26,221,47,12,7,6,26,, ,EC-12,
13-14,43,McLeod                                       ,0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,06,229,62,10,8,,33,229,62,10,8,,33,, ,EC-12,
13-14,43,McLeod                                       ,0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,07,221,47,14,5,5,23,221,47,14,5,5,23,, ,EC-12,
13-14,43,McLeod                                       ,0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,08,242,39,13,1,1,32,242,39,13,1,1,32,, ,EC-12,
13-14,43,McLeod                                       ,0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,09,223,42,9,5,,16,223,42,9,5,,16,, ,EC-12,
13-14,43,McLeod                                       ,0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,10,217,37,14,2,1,22,217,37,14,2,1,22,, ,EC-12,
13-14,43,McLeod                                       ,0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,11,254,38,13,6,5,25,254,38,13,6,5,25,, ,EC-12,
13-14,43,McLeod                                       ,0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,12,254,44,5,6,3,43,254,44,5,6,3,43,, ,EC-12,
13-14,43,McLeod                                       ,0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,All Grades,2935,643,171,74,37,348,2992,667,173,74,37,405,, ,EC-12,
13-14,43,McLeod                                       ,0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST. ,000, ,06,06E,KG,35,5,4,6,6,2,35,5,4,6,6,2,, ,KG-12,
13-14,43,McLeod                                       ,0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST. ,000, ,06,06E,01,34,7,3,4,4,5,34,7,3,4,4,5,, ,KG-12,
13-14,43,McLeod                                       ,0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST. ,000, ,06,06E,02,40,13,5,8,8,5,40,13,5,8,8,5,, ,KG-12,
13-14,43,McLeod                                       ,0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST. ,000, ,06,06E,03,26,5,2,3,3,2,26,5,2,3,3,2,, ,KG-12,
13-14,43,McLeod                                       ,0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST. ,000, ,06,06E,04,29,4,2,3,3,3,29,4,2,3,3,3,, ,KG-12,
13-14,43,McLeod                                       ,0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST. ,000, ,06,06E,05,35,8,4,4,4,2,35,8,4,4,4,2,, ,KG-12,
13-14,43,McLeod                                       ,0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST. ,000, ,06,06E,06,26,11,1,4,4,3,26,11,1,4,4,3,, ,KG-12,
13-14,43,McLeod                                       ,0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST. ,000, ,06,06E,07,28,9,4,5,5,2,28,9,4,5,5,2,, ,KG-12,
13-14,43,McLeod                                       ,0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST. ,000, ,06,06E,08,36,10,3,2,2,1,36,10,3,2,2,1,, ,KG-12,
13-14,43,McLeod                                       ,0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST. ,000, ,06,06E,09,33,7,5,4,4,4,33,7,5,4,4,4,, ,KG-12,
13-14,43,McLeod                                       ,0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST. ,000, ,06,06E,10,26,9,2,1,1,4,26,9,2,1,1,4,, ,KG-12,
13-14,43,McLeod                                       ,0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST. ,000, ,06,06E,11,37,8,3,4,4,3,37,8,3,4,4,3,, ,KG-12,
13-14,43,McLeod                                       ,0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST. ,000, ,06,06E,12,33,3,3,,,2,33,3,3,,,2,, ,KG-12,
13-14,43,McLeod                                       ,0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST. ,000, ,06,06E,All Grades,418,99,41,48,48,38,418,99,41,48,48,38,, ,KG-12,
13-14,44,Mahnomen                                     ,0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,000, ,01,02,EC,,,,,,,7,4,,,,7,, ,EC-12,
13-14,44,Mahnomen                                     ,0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,000, ,01,02,KG,53,41,3,,,11,53,41,3,,,11,, ,EC-12,
13-14,44,Mahnomen                                     ,0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,000, ,01,02,01,50,37,2,,,8,50,37,2,,,8,, ,EC-12,
13-14,44,Mahnomen                                     ,0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,000, ,01,02,02,34,29,2,,,7,34,29,2,,,7,, ,EC-12,
13-14,44,Mahnomen                                     ,0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,000, ,01,02,03,41,35,2,,,8,41,35,2,,,8,, ,EC-12,
13-14,44,Mahnomen                                     ,0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,000, ,01,02,04,40,25,6,,,9,40,25,6,,,9,, ,EC-12,
13-14,44,Mahnomen                                     ,0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,000, ,01,02,05,46,34,2,,,14,46,34,2,,,14,, ,EC-12,
13-14,44,Mahnomen                                     ,0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,000, ,01,02,06,34,25,3,,,10,34,25,3,,,10,, ,EC-12,
13-14,44,Mahnomen                                     ,0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,000, ,01,02,07,56,42,4,,,11,56,42,4,,,11,, ,EC-12,
13-14,44,Mahnomen                                     ,0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,000, ,01,02,08,52,33,5,,,11,52,33,5,,,11,, ,EC-12,
13-14,44,Mahnomen                                     ,0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,000, ,01,02,09,61,43,2,,,11,61,43,2,,,11,, ,EC-12,
13-14,44,Mahnomen                                     ,0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,000, ,01,02,10,49,22,1,,,10,49,22,1,,,10,, ,EC-12,
13-14,44,Mahnomen                                     ,0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,000, ,01,02,11,51,30,4,,,5,51,30,4,,,5,, ,EC-12,
13-14,44,Mahnomen                                     ,0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,000, ,01,02,12,56,23,3,,,10,56,23,3,,,10,, ,EC-12,
13-14,44,Mahnomen                                     ,0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,000, ,01,02,All Grades,623,419,39,,,125,630,423,39,,,132,, ,EC-12,
13-14,44,Mahnomen                                     ,0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,000, ,01,02,KG,49,33,,,,3,49,33,,,,3,, ,KG-12,
13-14,44,Mahnomen                                     ,0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,000, ,01,02,01,47,37,3,,,6,47,37,3,,,6,, ,KG-12,
13-14,44,Mahnomen                                     ,0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,000, ,01,02,02,35,27,3,,,,35,27,3,,,,, ,KG-12,
13-14,44,Mahnomen                                     ,0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,000, ,01,02,03,37,23,3,,,5,37,23,3,,,5,, ,KG-12,
13-14,44,Mahnomen                                     ,0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,000, ,01,02,04,55,35,6,,,10,55,35,6,,,10,, ,KG-12,
13-14,44,Mahnomen                                     ,0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,000, ,01,02,05,32,21,6,,,10,32,21,6,,,10,, ,KG-12,
13-14,44,Mahnomen                                     ,0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,000, ,01,02,06,45,28,2,,,9,45,28,2,,,9,, ,KG-12,
13-14,44,Mahnomen                                     ,0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,000, ,01,02,07,47,25,3,,,4,47,25,3,,,4,, ,KG-12,
13-14,44,Mahnomen                                     ,0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,000, ,01,02,08,42,27,3,,,7,42,27,3,,,7,, ,KG-12,
13-14,44,Mahnomen                                     ,0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,000, ,01,02,09,35,22,2,,,8,35,22,2,,,8,, ,KG-12,
13-14,44,Mahnomen                                     ,0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,000, ,01,02,10,55,31,3,,,7,55,31,3,,,7,, ,KG-12,
13-14,44,Mahnomen                                     ,0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,000, ,01,02,11,49,27,5,,,8,49,27,5,,,8,, ,KG-12,
13-14,44,Mahnomen                                     ,0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,000, ,01,02,12,44,16,3,,,6,44,16,3,,,6,, ,KG-12,
13-14,44,Mahnomen                                     ,0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,000, ,01,02,All Grades,572,352,42,,,83,572,352,42,,,83,, ,KG-12,
13-14,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01,EC,,,,,,,4,3,,,,4,, ,EC-12,
13-14,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01,KG,32,7,3,,,1,32,7,3,,,1,, ,EC-12,
13-14,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01,01,24,6,3,,,4,24,6,3,,,4,, ,EC-12,
13-14,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01,02,29,4,4,,,4,29,4,4,,,4,, ,EC-12,
13-14,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01,03,31,8,4,,,3,31,8,4,,,3,, ,EC-12,
13-14,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01,04,28,9,5,,,4,28,9,5,,,4,, ,EC-12,
13-14,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01,05,36,11,4,,,7,36,11,4,,,7,, ,EC-12,
13-14,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01,06,27,6,3,,,5,27,6,3,,,5,, ,EC-12,
13-14,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01,07,28,8,6,,,3,28,8,6,,,3,, ,EC-12,
13-14,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01,08,30,9,6,,,3,30,9,6,,,3,, ,EC-12,
13-14,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01,09,34,13,6,,,4,34,13,6,,,4,, ,EC-12,
13-14,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01,10,31,7,4,,,5,31,7,4,,,5,, ,EC-12,
13-14,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01,11,25,7,1,,,7,25,7,1,,,7,, ,EC-12,
13-14,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01,12,30,4,8,,,6,30,4,8,,,6,, ,EC-12,
13-14,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01,All Grades,385,99,57,,,56,389,102,57,,,60,, ,EC-12,
13-14,45,Marshall                                     ,0447,01,GRYGLA PUBLIC SCHOOL DISTRICT      ,000, ,01,01,EC,,,,,,,1,1,,,,1,, ,EC-12,
13-14,45,Marshall                                     ,0447,01,GRYGLA PUBLIC SCHOOL DISTRICT      ,000, ,01,01,KG,9,5,,,,1,9,5,,,,1,, ,EC-12,
13-14,45,Marshall                                     ,0447,01,GRYGLA PUBLIC SCHOOL DISTRICT      ,000, ,01,01,01,13,4,5,,,,13,4,5,,,,, ,EC-12,
13-14,45,Marshall                                     ,0447,01,GRYGLA PUBLIC SCHOOL DISTRICT      ,000, ,01,01,02,9,4,2,,,2,9,4,2,,,2,, ,EC-12,
13-14,45,Marshall                                     ,0447,01,GRYGLA PUBLIC SCHOOL DISTRICT      ,000, ,01,01,03,7,2,1,,,2,7,2,1,,,2,, ,EC-12,
13-14,45,Marshall                                     ,0447,01,GRYGLA PUBLIC SCHOOL DISTRICT      ,000, ,01,01,04,10,3,3,,,1,10,3,3,,,1,, ,EC-12,
13-14,45,Marshall                                     ,0447,01,GRYGLA PUBLIC SCHOOL DISTRICT      ,000, ,01,01,05,14,2,4,,,4,14,2,4,,,4,, ,EC-12,
13-14,45,Marshall                                     ,0447,01,GRYGLA PUBLIC SCHOOL DISTRICT      ,000, ,01,01,06,10,4,4,,,,10,4,4,,,,, ,EC-12,
13-14,45,Marshall                                     ,0447,01,GRYGLA PUBLIC SCHOOL DISTRICT      ,000, ,01,01,07,15,5,5,,,4,15,5,5,,,4,, ,EC-12,
13-14,45,Marshall                                     ,0447,01,GRYGLA PUBLIC SCHOOL DISTRICT      ,000, ,01,01,08,10,3,4,,,,10,3,4,,,,, ,EC-12,
13-14,45,Marshall                                     ,0447,01,GRYGLA PUBLIC SCHOOL DISTRICT      ,000, ,01,01,09,8,1,2,,,1,8,1,2,,,1,, ,EC-12,
13-14,45,Marshall                                     ,0447,01,GRYGLA PUBLIC SCHOOL DISTRICT      ,000, ,01,01,10,18,3,7,,,3,18,3,7,,,3,, ,EC-12,
13-14,45,Marshall                                     ,0447,01,GRYGLA PUBLIC SCHOOL DISTRICT      ,000, ,01,01,11,14,3,4,,,2,14,3,4,,,2,, ,EC-12,
13-14,45,Marshall                                     ,0447,01,GRYGLA PUBLIC SCHOOL DISTRICT      ,000, ,01,01,12,17,3,4,,,3,17,3,4,,,3,, ,EC-12,
13-14,45,Marshall                                     ,0447,01,GRYGLA PUBLIC SCHOOL DISTRICT      ,000, ,01,01,All Grades,154,42,45,,,23,155,43,45,,,24,, ,EC-12,
13-14,46,Martin                                       ,0458,01,TRUMAN PUBLIC SCHOOL DISTRICT      ,000, ,09,09,EC,,,,,,,2,,,,,2,, ,EC-12,
13-14,46,Martin                                       ,0458,01,TRUMAN PUBLIC SCHOOL DISTRICT      ,000, ,09,09,KG,16,9,,,,4,16,9,,,,4,, ,EC-12,
13-14,46,Martin                                       ,0458,01,TRUMAN PUBLIC SCHOOL DISTRICT      ,000, ,09,09,01,15,9,,,,3,15,9,,,,3,, ,EC-12,
13-14,46,Martin                                       ,0458,01,TRUMAN PUBLIC SCHOOL DISTRICT      ,000, ,09,09,02,18,7,3,,,2,18,7,3,,,2,, ,EC-12,
13-14,46,Martin                                       ,0458,01,TRUMAN PUBLIC SCHOOL DISTRICT      ,000, ,09,09,03,12,5,1,,,1,12,5,1,,,1,, ,EC-12,
13-14,46,Martin                                       ,0458,01,TRUMAN PUBLIC SCHOOL DISTRICT      ,000, ,09,09,04,17,9,2,,,3,17,9,2,,,3,, ,EC-12,
13-14,46,Martin                                       ,0458,01,TRUMAN PUBLIC SCHOOL DISTRICT      ,000, ,09,09,05,11,7,,,,2,11,7,,,,2,, ,EC-12,
13-14,46,Martin                                       ,0458,01,TRUMAN PUBLIC SCHOOL DISTRICT      ,000, ,09,09,06,7,4,,1,1,1,7,4,,1,1,1,, ,EC-12,
13-14,46,Martin                                       ,0458,01,TRUMAN PUBLIC SCHOOL DISTRICT      ,000, ,09,09,07,15,5,,1,1,3,15,5,,1,1,3,, ,EC-12,
13-14,46,Martin                                       ,0458,01,TRUMAN PUBLIC SCHOOL DISTRICT      ,000, ,09,09,08,16,4,,,,3,16,4,,,,3,, ,EC-12,
13-14,46,Martin                                       ,0458,01,TRUMAN PUBLIC SCHOOL DISTRICT      ,000, ,09,09,09,15,4,2,,,1,15,4,2,,,1,, ,EC-12,
13-14,46,Martin                                       ,0458,01,TRUMAN PUBLIC SCHOOL DISTRICT      ,000, ,09,09,10,22,6,3,,,3,22,6,3,,,3,, ,EC-12,
13-14,46,Martin                                       ,0458,01,TRUMAN PUBLIC SCHOOL DISTRICT      ,000, ,09,09,11,14,4,1,,,1,14,4,1,,,1,, ,EC-12,
13-14,46,Martin                                       ,0458,01,TRUMAN PUBLIC SCHOOL DISTRICT      ,000, ,09,09,12,23,8,2,,,1,23,8,2,,,1,, ,EC-12,
13-14,46,Martin                                       ,0458,01,TRUMAN PUBLIC SCHOOL DISTRICT      ,000, ,09,09,All Grades,201,81,14,2,2,28,203,81,14,2,2,30,, ,EC-12,
13-14,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000, ,06,06E,EC,,,,,,,15,5,1,,,15,, ,EC-12,
13-14,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000, ,06,06E,KG,85,23,14,,,14,85,23,14,,,14,, ,EC-12,
13-14,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000, ,06,06E,01,67,19,11,1,1,10,67,19,11,1,1,10,, ,EC-12,
13-14,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000, ,06,06E,02,83,20,12,,,7,83,20,12,,,7,, ,EC-12,
13-14,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000, ,06,06E,03,84,23,12,,,11,84,23,12,,,11,, ,EC-12,
13-14,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000, ,06,06E,04,85,25,13,,,6,85,25,13,,,6,, ,EC-12,
13-14,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000, ,06,06E,05,73,27,12,,,12,73,27,12,,,12,, ,EC-12,
13-14,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000, ,06,06E,06,73,20,9,2,2,13,73,20,9,2,2,13,, ,EC-12,
13-14,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000, ,06,06E,07,64,21,9,,,9,64,21,9,,,9,, ,EC-12,
13-14,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000, ,06,06E,08,74,14,12,,,7,74,14,12,,,7,, ,EC-12,
13-14,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000, ,06,06E,09,62,15,9,,,9,62,15,9,,,9,, ,EC-12,
13-14,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000, ,06,06E,10,63,18,5,,,8,63,18,5,,,8,, ,EC-12,
13-14,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000, ,06,06E,11,81,16,5,,,4,81,16,5,,,4,, ,EC-12,
13-14,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000, ,06,06E,12,76,26,10,,,8,76,26,10,,,8,, ,EC-12,
13-14,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,000, ,06,06E,All Grades,970,267,133,3,3,118,985,272,134,3,3,133,, ,EC-12,
13-14,47,Meeker                                       ,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,EC,,,,,,,34,11,1,,,34,, ,EC-12,
13-14,47,Meeker                                       ,0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT  ,000, ,06,06E,KG,132,38,15,4,4,15,132,38,15,4,4,15,, ,EC-12,
