DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
11-12,25,Goodhue                                      ,0256,01,RED WING PUBLIC SCHOOL DISTRICT    ,000, ,10,10,01        ,5,3,2,3,6,12,2,4,78,93,93,115,37,208,District,EC-12,  , ,  
11-12,25,Goodhue                                      ,0256,01,RED WING PUBLIC SCHOOL DISTRICT    ,000, ,10,10,02        ,6,11,6,0,8,6,3,4,84,86,107,107,44,214,District,EC-12,  , ,  
11-12,25,Goodhue                                      ,0256,01,RED WING PUBLIC SCHOOL DISTRICT    ,000, ,10,10,03        ,6,5,0,2,5,7,4,1,87,71,102,86,30,188,District,EC-12,  , ,  
11-12,25,Goodhue                                      ,0256,01,RED WING PUBLIC SCHOOL DISTRICT    ,000, ,10,10,04        ,4,8,2,7,6,8,8,7,86,78,106,108,50,214,District,EC-12,  , ,  
11-12,25,Goodhue                                      ,0256,01,RED WING PUBLIC SCHOOL DISTRICT    ,000, ,10,10,05        ,5,10,4,1,4,5,2,9,88,74,103,99,40,202,District,EC-12,  , ,  
11-12,25,Goodhue                                      ,0256,01,RED WING PUBLIC SCHOOL DISTRICT    ,000, ,10,10,06        ,4,7,4,0,3,1,7,5,94,81,112,94,31,206,District,EC-12,  , ,  
11-12,25,Goodhue                                      ,0256,01,RED WING PUBLIC SCHOOL DISTRICT    ,000, ,10,10,07        ,5,4,3,2,3,6,3,3,75,83,89,98,29,187,District,EC-12,  , ,  
11-12,25,Goodhue                                      ,0256,01,RED WING PUBLIC SCHOOL DISTRICT    ,000, ,10,10,08        ,4,10,2,1,7,2,5,3,76,105,94,121,34,215,District,EC-12,  , ,  
11-12,25,Goodhue                                      ,0256,01,RED WING PUBLIC SCHOOL DISTRICT    ,000, ,10,10,09        ,5,6,4,2,3,5,3,8,107,84,122,105,36,227,District,EC-12,  , ,  
11-12,25,Goodhue                                      ,0256,01,RED WING PUBLIC SCHOOL DISTRICT    ,000, ,10,10,10        ,1,6,2,8,6,2,4,3,100,101,113,120,32,233,District,EC-12,  , ,  
11-12,25,Goodhue                                      ,0256,01,RED WING PUBLIC SCHOOL DISTRICT    ,000, ,10,10,11        ,2,5,2,1,6,2,7,3,96,94,113,105,28,218,District,EC-12,  , ,  
11-12,25,Goodhue                                      ,0256,01,RED WING PUBLIC SCHOOL DISTRICT    ,000, ,10,10,12        ,5,7,1,3,8,5,3,6,120,109,137,130,38,267,District,EC-12,  , ,  
11-12,25,Goodhue                                      ,0256,01,RED WING PUBLIC SCHOOL DISTRICT    ,000, ,10,10,All Grades,57,86,35,33,75,66,61,64,1210,1188,1438,1437,477,2875,District,EC-12,  , ,  
11-12,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,4,EC        ,0,0,0,0,1,0,0,0,1,0,2,0,1,2,District,EC-12,  , ,  
11-12,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,4,KG        ,0,0,0,0,0,0,0,0,10,13,10,13,0,23,District,EC-12,  , ,  
11-12,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,4,01        ,0,0,0,0,0,0,0,0,5,8,5,8,0,13,District,EC-12,  , ,  
11-12,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,4,02        ,0,0,0,0,0,0,0,0,16,10,16,10,0,26,District,EC-12,  , ,  
11-12,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,4,03        ,0,0,0,0,0,0,0,0,10,13,10,13,0,23,District,EC-12,  , ,  
11-12,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,4,04        ,0,0,0,0,0,0,1,0,7,10,8,10,1,18,District,EC-12,  , ,  
11-12,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,4,05        ,0,0,0,0,0,0,0,1,11,7,11,8,1,19,District,EC-12,  , ,  
11-12,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,4,06        ,0,0,0,0,0,0,0,0,10,10,10,10,0,20,District,EC-12,  , ,  
11-12,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,4,07        ,0,0,0,0,0,0,0,0,8,7,8,7,0,15,District,EC-12,  , ,  
11-12,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,4,08        ,0,0,0,0,0,0,0,1,12,7,12,8,1,20,District,EC-12,  , ,  
11-12,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,4,09        ,0,0,0,0,0,0,0,0,10,10,10,10,0,20,District,EC-12,  , ,  
11-12,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,4,10        ,0,0,0,0,0,0,0,1,11,8,11,9,1,20,District,EC-12,  , ,  
11-12,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,4,11        ,0,0,0,0,0,0,0,0,9,2,9,2,0,11,District,EC-12,  , ,  
11-12,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,4,12        ,0,0,0,0,0,0,0,0,10,6,10,6,0,16,District,EC-12,  , ,  
11-12,26,Grant                                        ,0261,01,ASHBY PUBLIC SCHOOL DISTRICT       ,000, ,04,4,All Grades,0,0,0,0,1,0,1,3,130,111,132,114,5,246,District,EC-12,  , ,  
11-12,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,4,EC        ,0,0,0,0,0,0,0,0,1,1,1,1,0,2,District,EC-12,  , ,  
11-12,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,4,KG        ,0,0,0,0,0,0,0,0,3,5,3,5,0,8,District,EC-12,  , ,  
11-12,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,4,01        ,0,0,0,0,0,0,0,0,2,3,2,3,0,5,District,EC-12,  , ,  
11-12,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,4,02        ,0,0,0,0,0,0,0,0,5,4,5,4,0,9,District,EC-12,  , ,  
11-12,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,4,03        ,0,0,0,0,0,0,0,0,3,1,3,1,0,4,District,EC-12,  , ,  
11-12,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,4,04        ,0,0,0,0,0,0,0,0,2,7,2,7,0,9,District,EC-12,  , ,  
11-12,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,4,05        ,0,0,0,0,0,1,0,0,2,3,2,4,1,6,District,EC-12,  , ,  
11-12,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,4,06        ,0,0,0,0,0,0,0,1,2,6,2,7,1,9,District,EC-12,  , ,  
11-12,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,4,07        ,0,1,0,0,0,0,0,0,5,1,5,2,1,7,District,EC-12,  , ,  
11-12,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,4,08        ,0,0,0,0,0,0,0,0,0,1,0,1,0,1,District,EC-12,  , ,  
11-12,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,4,09        ,0,0,0,0,0,0,0,0,4,2,4,2,0,6,District,EC-12,  , ,  
11-12,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,4,10        ,0,0,0,0,1,0,0,0,2,3,3,3,1,6,District,EC-12,  , ,  
11-12,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,4,11        ,0,0,0,0,2,0,0,0,2,5,4,5,2,9,District,EC-12,  , ,  
11-12,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,4,12        ,0,0,0,0,1,0,0,0,4,1,5,1,1,6,District,EC-12,  , ,  
11-12,26,Grant                                        ,0264,01,HERMAN-NORCROSS SCHOOL DISTRICT    ,000, ,04,4,All Grades,0,1,0,0,4,1,0,1,37,43,41,46,7,87,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,EC        ,0,1,5,1,8,4,21,15,39,22,73,43,55,116,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,KG        ,3,0,28,19,22,18,60,53,117,155,230,245,203,475,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,01        ,2,3,32,23,32,20,50,51,155,132,271,229,213,500,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,02        ,2,2,19,26,25,32,63,44,173,139,282,243,213,525,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,03        ,1,2,26,25,31,27,60,60,148,132,266,246,232,512,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,04        ,2,0,21,32,23,17,54,43,157,156,257,248,192,505,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,05        ,3,1,15,18,20,21,64,65,168,158,270,263,207,533,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,06        ,1,2,15,22,35,17,56,59,178,146,285,246,207,531,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,07        ,2,1,16,16,22,14,58,66,175,157,273,254,195,527,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,08        ,2,2,17,12,17,17,57,66,195,153,288,250,190,538,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,09        ,0,1,15,19,30,22,60,53,212,173,317,268,200,585,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,10        ,0,0,17,17,20,15,57,61,191,218,285,311,187,596,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,11        ,2,0,21,24,9,20,49,67,221,192,302,303,192,605,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,12        ,2,1,17,10,17,17,58,47,207,217,301,292,169,593,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,All Grades,22,16,264,264,311,261,767,750,2336,2150,3700,3441,2655,7141,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,EC        ,0,0,5,2,19,7,22,3,76,45,122,57,58,179,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,KG        ,4,3,42,37,68,62,98,66,199,190,411,358,380,769,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,01        ,3,3,39,41,74,55,86,80,215,216,417,395,381,812,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,02        ,4,5,34,33,56,59,72,79,187,191,353,367,342,720,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,03        ,3,3,41,29,67,43,78,82,234,171,423,328,346,751,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,04        ,5,2,43,42,51,60,90,76,213,176,402,356,369,758,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,05        ,6,4,44,39,68,55,75,66,229,213,422,377,357,799,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,06        ,6,6,48,45,48,73,89,68,228,203,419,395,383,814,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,07        ,2,6,37,45,59,51,80,71,232,234,410,407,351,817,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,08        ,9,4,39,35,44,47,74,78,217,216,383,380,330,763,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,09        ,8,6,43,46,50,53,75,81,292,234,468,420,362,888,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,10        ,4,1,22,47,53,30,65,72,258,252,402,402,294,804,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,11        ,2,5,54,33,43,31,66,60,289,255,454,384,294,838,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,12        ,7,5,33,45,44,35,95,72,294,280,473,437,336,910,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,All Grades,63,53,524,519,744,661,1065,954,3163,2876,5559,5063,4583,10622,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,EC        ,0,0,11,3,7,0,16,11,57,31,91,45,48,136,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,KG        ,2,0,51,45,19,19,46,38,205,208,323,310,220,633,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,01        ,1,2,69,60,16,20,56,72,222,201,364,355,296,719,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,02        ,2,4,57,39,16,19,56,52,218,210,349,324,245,673,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,03        ,2,0,44,35,17,23,41,55,213,221,317,334,217,651,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,04        ,2,2,41,42,7,17,54,58,225,242,329,361,223,690,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,05        ,0,2,46,33,12,19,39,44,271,230,368,328,195,696,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,06        ,1,1,36,41,20,16,39,37,253,245,349,340,191,689,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,07        ,3,0,37,34,14,18,50,42,287,233,391,327,198,718,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,08        ,3,2,29,33,8,12,36,38,267,271,343,356,161,699,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,09        ,1,0,33,33,20,9,45,41,313,309,412,392,182,804,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,10        ,1,0,37,29,11,13,44,23,299,267,392,332,158,724,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,11        ,1,0,26,43,11,14,36,28,314,313,388,398,159,786,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,12        ,3,1,32,21,24,12,37,22,315,323,411,379,152,790,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,All Grades,22,14,549,491,202,211,595,561,3459,3304,4827,4581,2645,9408,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,EC        ,0,0,8,1,6,4,5,2,56,30,75,37,26,112,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,KG        ,1,0,38,34,9,17,11,18,212,201,271,270,128,541,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,01        ,1,2,26,34,12,9,13,25,229,248,281,318,122,599,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,02        ,0,4,30,32,9,7,21,15,261,240,321,298,118,619,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,03        ,0,1,28,26,17,7,16,16,255,261,316,311,111,627,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,04        ,1,0,28,26,16,7,20,18,269,253,334,304,116,638,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,05        ,2,0,20,32,13,16,15,19,265,267,315,334,117,649,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,06        ,0,0,36,26,12,12,29,16,306,237,383,291,131,674,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,07        ,1,0,22,35,9,13,16,14,274,281,322,343,110,665,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,08        ,0,1,16,34,9,7,16,15,288,251,329,308,98,637,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,09        ,1,1,21,23,9,19,18,13,270,299,319,355,105,674,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,10        ,2,1,23,16,14,9,26,9,263,267,328,302,100,630,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,11        ,3,2,19,20,5,9,20,11,304,271,351,313,89,664,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,12        ,0,2,20,18,10,11,22,16,265,273,317,320,99,637,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,All Grades,12,14,335,357,150,147,248,207,3517,3379,4262,4104,1470,8366,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,EC        ,1,0,1,1,0,0,2,2,38,22,42,25,7,67,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,KG        ,7,1,17,24,8,14,7,5,344,313,383,357,83,740,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,01        ,2,0,15,32,9,20,4,4,296,306,326,362,86,688,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,02        ,3,6,17,26,16,12,7,4,333,279,376,327,91,703,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,03        ,5,3,29,23,14,14,15,8,316,298,379,346,111,725,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,04        ,0,1,16,10,5,8,11,11,316,310,348,340,62,688,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,05        ,4,1,21,14,13,11,11,3,315,280,364,309,78,673,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,06        ,1,0,16,14,5,15,6,9,310,319,338,357,66,695,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,07        ,1,1,13,22,1,12,9,9,281,246,305,290,68,595,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,08        ,2,0,13,18,9,4,9,12,285,279,318,313,67,631,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,09        ,1,0,11,15,8,8,10,5,340,317,370,345,58,715,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,10        ,0,1,12,14,9,6,14,8,324,319,359,348,64,707,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,11        ,0,1,9,14,11,8,19,4,328,331,367,358,66,725,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,12        ,2,4,23,15,11,9,16,11,340,328,392,367,91,759,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,All Grades,29,19,213,242,119,141,140,95,4166,3947,4667,4444,998,9111,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,EC        ,0,0,1,0,0,0,0,0,19,14,20,14,1,34,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,KG        ,0,0,0,2,4,3,2,2,89,71,95,78,13,173,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,01        ,0,1,2,4,0,3,2,3,80,80,84,91,15,175,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,02        ,0,0,1,3,1,2,2,1,83,80,87,86,10,173,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,03        ,0,0,1,0,1,3,5,2,82,87,89,92,12,181,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,04        ,0,0,1,2,2,1,2,1,79,79,84,83,9,167,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,05        ,0,0,3,1,3,5,1,0,71,76,78,82,13,160,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,06        ,0,0,0,2,1,4,3,1,68,74,72,81,11,153,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,07        ,0,0,0,5,2,1,1,2,78,66,81,74,11,155,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,08        ,2,0,1,1,1,2,5,1,86,80,95,84,13,179,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,09        ,0,0,2,2,5,1,3,1,91,65,101,69,14,170,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,10        ,0,0,1,0,2,0,1,0,84,80,88,80,4,168,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,11        ,0,0,2,0,0,1,2,1,98,75,102,77,6,179,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,12        ,0,0,2,2,0,0,0,1,80,86,82,89,5,171,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,All Grades,2,1,17,24,22,26,29,16,1088,1013,1158,1080,137,2238,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,EC        ,0,0,2,0,0,0,0,1,6,6,8,7,3,15,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,KG        ,0,0,1,4,2,1,1,1,76,64,80,70,10,150,District,EC-12,  , ,  
11-12,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,01        ,0,0,7,4,1,3,3,1,105,80,116,88,19,204,District,EC-12,  , ,  
