DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,grade,K12Enr,FreeK12,RedK12,LEPK12,SPEK12,EC12Enr,Free-EC12,Red-EC12,LEP-EC12,SPE-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification,
05-06,73,Stearns                                      ,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,000, ,07,07W,02,213,13,20,1,22,213,13,20,1,22,  , ,  ,
05-06,73,Stearns                                      ,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,000, ,07,07W,03,235,15,17,4,39,235,15,17,4,39,  , ,  ,
05-06,73,Stearns                                      ,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,000, ,07,07W,04,225,12,13,2,26,225,12,13,2,26,  , ,  ,
05-06,73,Stearns                                      ,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,000, ,07,07W,05,248,17,16,1,27,248,17,16,1,27,  , ,  ,
05-06,73,Stearns                                      ,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,000, ,07,07W,06,230,16,14,2,25,230,16,14,2,25,  , ,  ,
05-06,73,Stearns                                      ,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,000, ,07,07W,07,235,13,10,4,21,235,13,10,4,21,  , ,  ,
05-06,73,Stearns                                      ,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,000, ,07,07W,08,262,20,8,2,35,262,20,8,2,35,  , ,  ,
05-06,73,Stearns                                      ,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,000, ,07,07W,09,210,6,11,,18,210,6,11,,18,  , ,  ,
05-06,73,Stearns                                      ,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,000, ,07,07W,10,229,15,6,2,25,229,15,6,2,25,  , ,  ,
05-06,73,Stearns                                      ,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,000, ,07,07W,11,226,11,13,1,17,226,11,13,1,17,  , ,  ,
05-06,73,Stearns                                      ,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,000, ,07,07W,12,196,12,3,1,18,196,12,3,1,18,  , ,  ,
05-06,73,Stearns                                      ,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,000, ,07,07W,All Grades,2985,175,156,25,318,3012,176,158,25,345,  , ,  ,
05-06,73,Stearns                                      ,0750,01,ROCORI PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,EC,,,,,,9,,,,9,  , ,  ,
05-06,73,Stearns                                      ,0750,01,ROCORI PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,KG,164,26,13,7,10,164,26,13,7,10,  , ,  ,
05-06,73,Stearns                                      ,0750,01,ROCORI PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,01,128,28,16,9,11,128,28,16,9,11,  , ,  ,
05-06,73,Stearns                                      ,0750,01,ROCORI PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,02,131,31,12,5,14,131,31,12,5,14,  , ,  ,
05-06,73,Stearns                                      ,0750,01,ROCORI PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,03,150,31,9,9,18,150,31,9,9,18,  , ,  ,
05-06,73,Stearns                                      ,0750,01,ROCORI PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,04,145,23,9,3,19,145,23,9,3,19,  , ,  ,
05-06,73,Stearns                                      ,0750,01,ROCORI PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,05,146,23,11,4,22,146,23,11,4,22,  , ,  ,
05-06,73,Stearns                                      ,0750,01,ROCORI PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,06,168,29,16,4,24,168,29,16,4,24,  , ,  ,
05-06,73,Stearns                                      ,0750,01,ROCORI PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,07,221,23,14,1,17,221,23,14,1,17,  , ,  ,
05-06,73,Stearns                                      ,0750,01,ROCORI PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,08,209,25,15,1,26,209,25,15,1,26,  , ,  ,
05-06,73,Stearns                                      ,0750,01,ROCORI PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,09,220,19,12,2,17,220,19,12,2,17,  , ,  ,
05-06,73,Stearns                                      ,0750,01,ROCORI PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,10,212,33,8,2,25,212,33,8,2,25,  , ,  ,
05-06,73,Stearns                                      ,0750,01,ROCORI PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,11,228,17,10,,26,228,17,10,,26,  , ,  ,
05-06,73,Stearns                                      ,0750,01,ROCORI PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,12,196,13,7,,19,196,13,7,,19,  , ,  ,
05-06,73,Stearns                                      ,0750,01,ROCORI PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,All Grades,2318,321,152,47,248,2327,321,152,47,257,  , ,  ,
05-06,74,Steele                                       ,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,000, ,10,10 ,EC,,,,,,16,5,1,,16,  , ,  ,
05-06,74,Steele                                       ,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,000, ,10,10 ,KG,51,10,3,2,6,51,10,3,2,6,  , ,  ,
05-06,74,Steele                                       ,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,000, ,10,10 ,01,57,14,3,2,6,57,14,3,2,6,  , ,  ,
05-06,74,Steele                                       ,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,000, ,10,10 ,02,50,14,4,4,4,50,14,4,4,4,  , ,  ,
05-06,74,Steele                                       ,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,000, ,10,10 ,03,59,12,2,2,7,59,12,2,2,7,  , ,  ,
05-06,74,Steele                                       ,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,000, ,10,10 ,04,50,12,3,,11,50,12,3,,11,  , ,  ,
05-06,74,Steele                                       ,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,000, ,10,10 ,05,46,9,2,,8,46,9,2,,8,  , ,  ,
05-06,74,Steele                                       ,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,000, ,10,10 ,06,59,10,3,3,4,59,10,3,3,4,  , ,  ,
05-06,74,Steele                                       ,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,000, ,10,10 ,07,54,8,5,,2,54,8,5,,2,  , ,  ,
05-06,74,Steele                                       ,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,000, ,10,10 ,08,60,10,7,,6,60,10,7,,6,  , ,  ,
05-06,74,Steele                                       ,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,000, ,10,10 ,09,51,2,4,,2,51,2,4,,2,  , ,  ,
05-06,74,Steele                                       ,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,000, ,10,10 ,10,65,10,,,4,65,10,,,4,  , ,  ,
05-06,74,Steele                                       ,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,000, ,10,10 ,11,63,5,5,,6,63,5,5,,6,  , ,  ,
05-06,74,Steele                                       ,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,000, ,10,10 ,12,54,8,,1,8,54,8,,1,8,  , ,  ,
05-06,74,Steele                                       ,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,000, ,10,10 ,All Grades,719,124,41,14,74,735,129,42,14,90,  , ,  ,
05-06,74,Steele                                       ,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT    ,000, ,10,10 ,EC,,,,,,49,1,,,49,  , ,  ,
05-06,74,Steele                                       ,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT    ,000, ,10,10 ,KG,359,95,14,49,29,359,95,14,49,29,  , ,  ,
05-06,74,Steele                                       ,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT    ,000, ,10,10 ,01,344,99,32,45,30,344,99,32,45,30,  , ,  ,
05-06,74,Steele                                       ,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT    ,000, ,10,10 ,02,351,87,19,38,37,351,87,19,38,37,  , ,  ,
05-06,74,Steele                                       ,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT    ,000, ,10,10 ,03,320,94,29,40,30,320,94,29,40,30,  , ,  ,
05-06,74,Steele                                       ,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT    ,000, ,10,10 ,04,354,88,31,33,59,354,88,31,33,59,  , ,  ,
05-06,74,Steele                                       ,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT    ,000, ,10,10 ,05,355,90,33,35,47,355,90,33,35,47,  , ,  ,
05-06,74,Steele                                       ,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT    ,000, ,10,10 ,06,372,72,29,25,44,372,72,29,25,44,  , ,  ,
05-06,74,Steele                                       ,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT    ,000, ,10,10 ,07,356,76,31,18,47,356,76,31,18,47,  , ,  ,
05-06,74,Steele                                       ,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT    ,000, ,10,10 ,08,395,90,29,24,41,395,90,29,24,41,  , ,  ,
05-06,74,Steele                                       ,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT    ,000, ,10,10 ,09,420,85,28,7,43,420,85,28,7,43,  , ,  ,
05-06,74,Steele                                       ,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT    ,000, ,10,10 ,10,448,73,19,12,44,448,73,19,12,44,  , ,  ,
05-06,74,Steele                                       ,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT    ,000, ,10,10 ,11,437,73,24,9,48,437,73,24,9,48,  , ,  ,
05-06,74,Steele                                       ,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT    ,000, ,10,10 ,12,423,54,18,3,41,423,54,18,3,41,  , ,  ,
05-06,74,Steele                                       ,0761,01,OWATONNA PUBLIC SCHOOL DISTRICT    ,000, ,10,10 ,All Grades,4934,1076,336,338,540,4983,1077,336,338,589,  , ,  ,
05-06,74,Steele                                       ,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,EC,,,,,,1,,,,1,  , ,  ,
05-06,74,Steele                                       ,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,KG,67,4,5,3,2,67,4,5,3,2,  , ,  ,
05-06,74,Steele                                       ,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,01,67,8,6,1,6,67,8,6,1,6,  , ,  ,
05-06,74,Steele                                       ,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,02,55,9,4,1,2,55,9,4,1,2,  , ,  ,
05-06,74,Steele                                       ,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,03,59,13,2,2,2,59,13,2,2,2,  , ,  ,
05-06,74,Steele                                       ,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,04,60,7,8,2,4,60,7,8,2,4,  , ,  ,
05-06,74,Steele                                       ,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,05,55,3,7,1,4,55,3,7,1,4,  , ,  ,
05-06,74,Steele                                       ,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,06,60,8,2,1,6,60,8,2,1,6,  , ,  ,
05-06,74,Steele                                       ,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,07,49,3,9,1,5,49,3,9,1,5,  , ,  ,
05-06,74,Steele                                       ,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,08,53,9,3,3,3,53,9,3,3,3,  , ,  ,
05-06,74,Steele                                       ,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,09,51,9,3,1,6,51,9,3,1,6,  , ,  ,
05-06,74,Steele                                       ,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,10,62,7,7,,6,62,7,7,,6,  , ,  ,
05-06,74,Steele                                       ,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,11,45,6,1,,7,45,6,1,,7,  , ,  ,
05-06,74,Steele                                       ,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,12,44,2,7,,9,44,2,7,,9,  , ,  ,
05-06,74,Steele                                       ,0763,01,MEDFORD PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,All Grades,727,88,64,16,62,728,88,64,16,63,  , ,  ,
05-06,75,Stevens                                      ,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,EC,,,,,,1,1,,,1,  , ,  ,
05-06,75,Stevens                                      ,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,KG,16,2,1,,1,16,2,1,,1,  , ,  ,
05-06,75,Stevens                                      ,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,01,18,1,5,,2,18,1,5,,2,  , ,  ,
05-06,75,Stevens                                      ,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,02,18,3,3,,6,18,3,3,,6,  , ,  ,
05-06,75,Stevens                                      ,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,03,13,,6,,1,13,,6,,1,  , ,  ,
05-06,75,Stevens                                      ,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,04,10,3,,,1,10,3,,,1,  , ,  ,
05-06,75,Stevens                                      ,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,05,14,3,3,,1,14,3,3,,1,  , ,  ,
05-06,75,Stevens                                      ,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,06,20,2,5,,1,20,2,5,,1,  , ,  ,
05-06,75,Stevens                                      ,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,07,15,3,3,,3,15,3,3,,3,  , ,  ,
05-06,75,Stevens                                      ,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,08,26,3,5,,3,26,3,5,,3,  , ,  ,
05-06,75,Stevens                                      ,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,09,22,5,3,,3,22,5,3,,3,  , ,  ,
05-06,75,Stevens                                      ,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,10,21,5,2,,1,21,5,2,,1,  , ,  ,
05-06,75,Stevens                                      ,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,11,20,4,2,,2,20,4,2,,2,  , ,  ,
05-06,75,Stevens                                      ,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,12,14,2,2,,1,14,2,2,,1,  , ,  ,
05-06,75,Stevens                                      ,0768,01,HANCOCK PUBLIC SCHOOL DISTRICT     ,000, ,04,04 ,All Grades,227,36,40,,26,228,37,40,,27,  , ,  ,
05-06,75,Stevens                                      ,0769,01,MORRIS PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,EC,,,,,,12,,,,12,  , ,  ,
05-06,75,Stevens                                      ,0769,01,MORRIS PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,KG,57,14,7,1,9,57,14,7,1,9,  , ,  ,
05-06,75,Stevens                                      ,0769,01,MORRIS PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,01,83,17,12,1,9,83,17,12,1,9,  , ,  ,
05-06,75,Stevens                                      ,0769,01,MORRIS PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,02,59,10,6,2,7,59,10,6,2,7,  , ,  ,
05-06,75,Stevens                                      ,0769,01,MORRIS PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,03,61,11,6,,7,61,11,6,,7,  , ,  ,
05-06,75,Stevens                                      ,0769,01,MORRIS PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,04,55,6,6,1,12,55,6,6,1,12,  , ,  ,
05-06,75,Stevens                                      ,0769,01,MORRIS PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,05,83,8,7,1,11,83,8,7,1,11,  , ,  ,
05-06,75,Stevens                                      ,0769,01,MORRIS PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,06,68,10,3,,14,68,10,3,,14,  , ,  ,
05-06,75,Stevens                                      ,0769,01,MORRIS PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,07,95,10,8,1,25,95,10,8,1,25,  , ,  ,
05-06,75,Stevens                                      ,0769,01,MORRIS PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,08,88,18,5,,8,88,18,5,,8,  , ,  ,
05-06,75,Stevens                                      ,0769,01,MORRIS PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,09,91,17,10,,16,91,17,10,,16,  , ,  ,
05-06,75,Stevens                                      ,0769,01,MORRIS PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,10,81,9,6,,16,81,9,6,,16,  , ,  ,
05-06,75,Stevens                                      ,0769,01,MORRIS PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,11,79,6,3,,9,79,6,3,,9,  , ,  ,
05-06,75,Stevens                                      ,0769,01,MORRIS PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,12,98,8,9,,11,98,8,9,,11,  , ,  ,
05-06,75,Stevens                                      ,0769,01,MORRIS PUBLIC SCHOOL DISTRICT      ,000, ,04,04 ,All Grades,998,144,88,7,154,1010,144,88,7,166,  , ,  ,
05-06,75,Stevens                                      ,0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST. ,000, ,04,04 ,KG,13,6,,,2,13,6,,,2,  , ,  ,
05-06,75,Stevens                                      ,0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST. ,000, ,04,04 ,01,10,3,1,,,10,3,1,,,  , ,  ,
05-06,75,Stevens                                      ,0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST. ,000, ,04,04 ,02,15,4,4,,2,15,4,4,,2,  , ,  ,
05-06,75,Stevens                                      ,0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST. ,000, ,04,04 ,03,13,6,2,,4,13,6,2,,4,  , ,  ,
05-06,75,Stevens                                      ,0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST. ,000, ,04,04 ,04,12,3,3,,2,12,3,3,,2,  , ,  ,
05-06,75,Stevens                                      ,0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST. ,000, ,04,04 ,05,12,,1,,2,12,,1,,2,  , ,  ,
05-06,75,Stevens                                      ,0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST. ,000, ,04,04 ,06,12,3,3,,4,12,3,3,,4,  , ,  ,
05-06,75,Stevens                                      ,0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST. ,000, ,04,04 ,07,14,4,3,,2,14,4,3,,2,  , ,  ,
05-06,75,Stevens                                      ,0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST. ,000, ,04,04 ,08,16,2,3,,5,16,2,3,,5,  , ,  ,
05-06,75,Stevens                                      ,0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST. ,000, ,04,04 ,09,21,4,4,,2,21,4,4,,2,  , ,  ,
05-06,75,Stevens                                      ,0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST. ,000, ,04,04 ,10,13,2,1,,2,13,2,1,,2,  , ,  ,
05-06,75,Stevens                                      ,0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST. ,000, ,04,04 ,11,12,2,3,,3,12,2,3,,3,  , ,  ,
05-06,75,Stevens                                      ,0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST. ,000, ,04,04 ,12,19,2,4,,3,19,2,4,,3,  , ,  ,
05-06,75,Stevens                                      ,0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST. ,000, ,04,04 ,All Grades,182,41,32,,33,182,41,32,,33,  , ,  ,
05-06,76,Swift                                        ,0775,01,KERKHOVEN-MURDOCK-SUNBURG          ,000, ,06,06W,EC,,,,,,9,5,,,9,  , ,  ,
05-06,76,Swift                                        ,0775,01,KERKHOVEN-MURDOCK-SUNBURG          ,000, ,06,06W,KG,33,9,2,2,3,33,9,2,2,3,  , ,  ,
05-06,76,Swift                                        ,0775,01,KERKHOVEN-MURDOCK-SUNBURG          ,000, ,06,06W,01,43,13,6,4,7,43,13,6,4,7,  , ,  ,
05-06,76,Swift                                        ,0775,01,KERKHOVEN-MURDOCK-SUNBURG          ,000, ,06,06W,02,46,14,7,2,8,46,14,7,2,8,  , ,  ,
05-06,76,Swift                                        ,0775,01,KERKHOVEN-MURDOCK-SUNBURG          ,000, ,06,06W,03,33,12,1,4,7,33,12,1,4,7,  , ,  ,
05-06,76,Swift                                        ,0775,01,KERKHOVEN-MURDOCK-SUNBURG          ,000, ,06,06W,04,43,11,7,2,5,43,11,7,2,5,  , ,  ,
05-06,76,Swift                                        ,0775,01,KERKHOVEN-MURDOCK-SUNBURG          ,000, ,06,06W,05,31,12,3,1,3,31,12,3,1,3,  , ,  ,
05-06,76,Swift                                        ,0775,01,KERKHOVEN-MURDOCK-SUNBURG          ,000, ,06,06W,06,35,10,4,2,8,35,10,4,2,8,  , ,  ,
05-06,76,Swift                                        ,0775,01,KERKHOVEN-MURDOCK-SUNBURG          ,000, ,06,06W,07,54,14,5,,13,54,14,5,,13,  , ,  ,
05-06,76,Swift                                        ,0775,01,KERKHOVEN-MURDOCK-SUNBURG          ,000, ,06,06W,08,66,15,8,2,18,66,15,8,2,18,  , ,  ,
05-06,76,Swift                                        ,0775,01,KERKHOVEN-MURDOCK-SUNBURG          ,000, ,06,06W,09,46,6,4,1,9,46,6,4,1,9,  , ,  ,
05-06,76,Swift                                        ,0775,01,KERKHOVEN-MURDOCK-SUNBURG          ,000, ,06,06W,10,43,6,3,,6,43,6,3,,6,  , ,  ,
05-06,76,Swift                                        ,0775,01,KERKHOVEN-MURDOCK-SUNBURG          ,000, ,06,06W,11,63,6,9,,9,63,6,9,,9,  , ,  ,
05-06,76,Swift                                        ,0775,01,KERKHOVEN-MURDOCK-SUNBURG          ,000, ,06,06W,12,40,10,2,,7,40,10,2,,7,  , ,  ,
05-06,76,Swift                                        ,0775,01,KERKHOVEN-MURDOCK-SUNBURG          ,000, ,06,06W,All Grades,576,138,61,20,103,585,143,61,20,112,  , ,  ,
05-06,76,Swift                                        ,0777,01,BENSON PUBLIC SCHOOL DISTRICT      ,000, ,06,06W,EC,,,,,,9,3,1,,9,  , ,  ,
05-06,76,Swift                                        ,0777,01,BENSON PUBLIC SCHOOL DISTRICT      ,000, ,06,06W,KG,57,12,12,,7,57,12,12,,7,  , ,  ,
05-06,76,Swift                                        ,0777,01,BENSON PUBLIC SCHOOL DISTRICT      ,000, ,06,06W,01,75,10,10,,3,75,10,10,,3,  , ,  ,
05-06,76,Swift                                        ,0777,01,BENSON PUBLIC SCHOOL DISTRICT      ,000, ,06,06W,02,66,14,9,,7,66,14,9,,7,  , ,  ,
05-06,76,Swift                                        ,0777,01,BENSON PUBLIC SCHOOL DISTRICT      ,000, ,06,06W,03,67,16,15,1,13,67,16,15,1,13,  , ,  ,
05-06,76,Swift                                        ,0777,01,BENSON PUBLIC SCHOOL DISTRICT      ,000, ,06,06W,04,75,15,9,,12,75,15,9,,12,  , ,  ,
05-06,76,Swift                                        ,0777,01,BENSON PUBLIC SCHOOL DISTRICT      ,000, ,06,06W,05,62,14,10,,10,62,14,10,,10,  , ,  ,
05-06,76,Swift                                        ,0777,01,BENSON PUBLIC SCHOOL DISTRICT      ,000, ,06,06W,06,82,15,15,,5,82,15,15,,5,  , ,  ,
05-06,76,Swift                                        ,0777,01,BENSON PUBLIC SCHOOL DISTRICT      ,000, ,06,06W,07,103,19,11,,13,103,19,11,,13,  , ,  ,
05-06,76,Swift                                        ,0777,01,BENSON PUBLIC SCHOOL DISTRICT      ,000, ,06,06W,08,69,16,7,,10,69,16,7,,10,  , ,  ,
05-06,76,Swift                                        ,0777,01,BENSON PUBLIC SCHOOL DISTRICT      ,000, ,06,06W,09,95,20,6,,17,95,20,6,,17,  , ,  ,
05-06,76,Swift                                        ,0777,01,BENSON PUBLIC SCHOOL DISTRICT      ,000, ,06,06W,10,96,23,7,,20,96,23,7,,20,  , ,  ,
05-06,76,Swift                                        ,0777,01,BENSON PUBLIC SCHOOL DISTRICT      ,000, ,06,06W,11,87,16,8,,10,87,16,8,,10,  , ,  ,
05-06,76,Swift                                        ,0777,01,BENSON PUBLIC SCHOOL DISTRICT      ,000, ,06,06W,12,107,16,5,,14,107,16,5,,14,  , ,  ,
05-06,76,Swift                                        ,0777,01,BENSON PUBLIC SCHOOL DISTRICT      ,000, ,06,06W,All Grades,1041,206,124,1,141,1050,209,125,1,150,  , ,  ,
05-06,77,Todd                                         ,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  ,000, ,05,05 ,EC,,,,,,14,2,2,,14,  , ,  ,
05-06,77,Todd                                         ,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  ,000, ,05,05 ,KG,28,17,6,,5,28,17,6,,5,  , ,  ,
05-06,77,Todd                                         ,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  ,000, ,05,05 ,01,35,22,6,,4,35,22,6,,4,  , ,  ,
05-06,77,Todd                                         ,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  ,000, ,05,05 ,02,32,14,7,,5,32,14,7,,5,  , ,  ,
05-06,77,Todd                                         ,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  ,000, ,05,05 ,03,35,13,9,,5,35,13,9,,5,  , ,  ,
05-06,77,Todd                                         ,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  ,000, ,05,05 ,04,30,14,11,,6,30,14,11,,6,  , ,  ,
05-06,77,Todd                                         ,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  ,000, ,05,05 ,05,38,21,7,,10,38,21,7,,10,  , ,  ,
05-06,77,Todd                                         ,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  ,000, ,05,05 ,06,32,14,6,,4,32,14,6,,4,  , ,  ,
05-06,77,Todd                                         ,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  ,000, ,05,05 ,07,33,12,9,,1,33,12,9,,1,  , ,  ,
05-06,77,Todd                                         ,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  ,000, ,05,05 ,08,41,15,10,,3,41,15,10,,3,  , ,  ,
05-06,77,Todd                                         ,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  ,000, ,05,05 ,09,38,19,7,,12,38,19,7,,12,  , ,  ,
05-06,77,Todd                                         ,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  ,000, ,05,05 ,10,42,17,10,,9,42,17,10,,9,  , ,  ,
05-06,77,Todd                                         ,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  ,000, ,05,05 ,11,50,17,6,,7,50,17,6,,7,  , ,  ,
05-06,77,Todd                                         ,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  ,000, ,05,05 ,12,42,19,6,,8,42,19,6,,8,  , ,  ,
05-06,77,Todd                                         ,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  ,000, ,05,05 ,All Grades,476,214,100,,79,490,216,102,,93,  , ,  ,
