DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,grade,K12Enr,FreeK12,RedK12,LEPK12,SPEK12,EC12Enr,Free-EC12,Red-EC12,LEP-EC12,SPE-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification,
05-06,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,05,977,286,115,125,132,977,286,115,125,132,  , ,  ,
05-06,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,06,994,283,98,131,124,994,283,98,131,124,  , ,  ,
05-06,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,07,1016,286,108,111,122,1016,286,108,111,122,  , ,  ,
05-06,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,08,1079,301,103,89,112,1079,301,103,89,112,  , ,  ,
05-06,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,09,1123,287,95,89,114,1123,287,95,89,114,  , ,  ,
05-06,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,10,1163,266,82,88,116,1163,266,82,88,116,  , ,  ,
05-06,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,11,1050,181,61,55,99,1050,181,61,55,99,  , ,  ,
05-06,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,12,1046,153,53,46,135,1046,153,53,46,135,  , ,  ,
05-06,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11 ,All Grades,13221,3452,1149,1403,1403,13368,3452,1149,1403,1550,  , ,  ,
05-06,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11 ,EC,,,,,,3,,,,3,  , ,  ,
05-06,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11 ,KG,127,3,4,9,8,127,3,4,9,8,  , ,  ,
05-06,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11 ,01,107,13,2,13,7,107,13,2,13,7,  , ,  ,
05-06,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11 ,02,108,12,6,6,10,108,12,6,6,10,  , ,  ,
05-06,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11 ,03,110,9,4,6,14,110,9,4,6,14,  , ,  ,
05-06,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11 ,04,106,14,6,8,17,106,14,6,8,17,  , ,  ,
05-06,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11 ,05,108,9,6,3,14,108,9,6,3,14,  , ,  ,
05-06,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11 ,06,136,9,6,,10,136,9,6,,10,  , ,  ,
05-06,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11 ,07,134,12,11,2,15,134,12,11,2,15,  , ,  ,
05-06,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11 ,08,133,18,9,2,11,133,18,9,2,11,  , ,  ,
05-06,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11 ,09,171,14,12,3,11,171,14,12,3,11,  , ,  ,
05-06,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11 ,10,168,14,9,2,10,168,14,9,2,10,  , ,  ,
05-06,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11 ,11,167,15,4,3,12,167,15,4,3,12,  , ,  ,
05-06,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11 ,12,127,8,3,,3,127,8,3,,3,  , ,  ,
05-06,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11 ,All Grades,1702,150,82,57,142,1705,150,82,57,145,  , ,  ,
05-06,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11 ,EC,,,,,,83,,,,83,  , ,  ,
05-06,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11 ,KG,321,65,6,19,33,321,65,6,19,33,  , ,  ,
05-06,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11 ,01,341,87,15,33,33,341,87,15,33,33,  , ,  ,
05-06,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11 ,02,300,71,20,30,37,300,71,20,30,37,  , ,  ,
05-06,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11 ,03,339,86,18,35,38,339,86,18,35,38,  , ,  ,
05-06,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11 ,04,302,72,15,17,48,302,72,15,17,48,  , ,  ,
05-06,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11 ,05,316,87,18,25,63,316,87,18,25,63,  , ,  ,
05-06,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11 ,06,292,65,16,12,48,292,65,16,12,48,  , ,  ,
05-06,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11 ,07,310,78,18,14,57,310,78,18,14,57,  , ,  ,
05-06,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11 ,08,368,75,16,10,51,368,75,16,10,51,  , ,  ,
05-06,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11 ,09,341,72,16,12,41,341,72,16,12,41,  , ,  ,
05-06,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11 ,10,340,74,17,19,50,340,74,17,19,50,  , ,  ,
05-06,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11 ,11,358,52,16,13,49,358,52,16,13,49,  , ,  ,
05-06,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11 ,12,319,39,12,24,72,319,39,12,24,72,  , ,  ,
05-06,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11 ,All Grades,4247,923,203,263,620,4330,923,203,263,703,  , ,  ,
05-06,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,EC,,,,,,98,1,,2,98,  , ,  ,
05-06,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,KG,684,46,5,12,44,684,46,5,12,44,  , ,  ,
05-06,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,01,688,48,13,15,42,688,48,13,15,42,  , ,  ,
05-06,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,02,691,52,14,13,34,691,52,14,13,34,  , ,  ,
05-06,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,03,719,74,21,30,47,719,74,21,30,47,  , ,  ,
05-06,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,04,695,59,14,19,63,695,59,14,19,63,  , ,  ,
05-06,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,05,747,59,17,11,82,747,59,17,11,82,  , ,  ,
05-06,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,06,756,66,20,25,57,756,66,20,25,57,  , ,  ,
05-06,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,07,810,55,28,14,74,810,55,28,14,74,  , ,  ,
05-06,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,08,778,77,28,19,71,778,77,28,19,71,  , ,  ,
05-06,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,09,783,57,18,17,59,783,57,18,17,59,  , ,  ,
05-06,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,10,783,62,20,11,56,783,62,20,11,56,  , ,  ,
05-06,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,11,801,51,11,10,59,801,51,11,10,59,  , ,  ,
05-06,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,12,777,49,15,7,63,777,49,15,7,63,  , ,  ,
05-06,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11 ,All Grades,9712,755,224,203,751,9810,756,224,205,849,  , ,  ,
05-06,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11 ,EC,,,,,,11,4,1,,11,  , ,  ,
05-06,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11 ,KG,137,67,14,,7,137,67,14,,7,  , ,  ,
05-06,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11 ,01,139,67,18,40,12,139,67,18,40,12,  , ,  ,
05-06,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11 ,02,131,64,19,43,13,131,64,19,43,13,  , ,  ,
05-06,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11 ,03,111,62,16,28,11,111,62,16,28,11,  , ,  ,
05-06,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11 ,04,126,76,18,34,16,126,76,18,34,16,  , ,  ,
05-06,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11 ,05,115,58,21,34,12,115,58,21,34,12,  , ,  ,
05-06,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11 ,06,128,74,23,41,18,128,74,23,41,18,  , ,  ,
05-06,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11 ,07,110,55,18,33,13,110,55,18,33,13,  , ,  ,
05-06,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11 ,08,143,74,19,40,17,143,74,19,40,17,  , ,  ,
05-06,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11 ,09,146,71,24,42,21,146,71,24,42,21,  , ,  ,
05-06,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11 ,10,137,66,19,46,21,137,66,19,46,21,  , ,  ,
05-06,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11 ,11,121,55,18,38,21,121,55,18,38,21,  , ,  ,
05-06,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11 ,12,124,44,15,42,11,124,44,15,42,11,  , ,  ,
05-06,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11 ,All Grades,1668,833,242,461,193,1679,837,243,461,204,  , ,  ,
05-06,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11 ,EC,,,,,,15,,1,,15,  , ,  ,
05-06,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11 ,KG,2,1,,1,2,2,1,,1,2,  , ,  ,
05-06,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11 ,02,4,1,1,,4,4,1,1,,4,  , ,  ,
05-06,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11 ,03,9,1,,,9,9,1,,,9,  , ,  ,
05-06,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11 ,04,12,2,2,,12,12,2,2,,12,  , ,  ,
05-06,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11 ,05,17,6,1,,16,17,6,1,,16,  , ,  ,
05-06,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11 ,06,26,11,3,,26,26,11,3,,26,  , ,  ,
05-06,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11 ,07,27,7,2,,25,27,7,2,,25,  , ,  ,
05-06,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11 ,08,33,6,1,1,28,33,6,1,1,28,  , ,  ,
05-06,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11 ,09,89,36,3,9,49,89,36,3,9,49,  , ,  ,
05-06,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11 ,10,170,52,10,11,67,170,52,10,11,67,  , ,  ,
05-06,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11 ,11,257,68,7,6,80,257,68,7,6,80,  , ,  ,
05-06,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11 ,12,1178,226,35,20,394,1178,226,35,20,394,  , ,  ,
05-06,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11 ,All Grades,1824,417,65,48,712,1839,417,66,48,727,  , ,  ,
05-06,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,EC,,,,,,11,,,,11,  , ,  ,
05-06,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,KG,77,4,4,,2,77,4,4,,2,  , ,  ,
05-06,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,01,70,6,1,,8,70,6,1,,8,  , ,  ,
05-06,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,02,101,4,2,,6,101,4,2,,6,  , ,  ,
05-06,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,03,99,10,5,,15,99,10,5,,15,  , ,  ,
05-06,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,04,115,9,6,,13,115,9,6,,13,  , ,  ,
05-06,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,05,99,10,2,,13,99,10,2,,13,  , ,  ,
05-06,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,06,109,7,7,,6,109,7,7,,6,  , ,  ,
05-06,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,07,101,15,4,,11,101,15,4,,11,  , ,  ,
05-06,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,08,93,10,9,,2,93,10,9,,2,  , ,  ,
05-06,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,09,87,17,3,,11,87,17,3,,11,  , ,  ,
05-06,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,10,45,7,3,,7,45,7,3,,7,  , ,  ,
05-06,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,11,48,6,5,,4,48,6,5,,4,  , ,  ,
05-06,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,12,53,9,3,,5,53,9,3,,5,  , ,  ,
05-06,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10 ,All Grades,1097,114,54,,103,1108,114,54,,114,  , ,  ,
05-06,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10 ,EC,,,,,,6,,,,6,  , ,  ,
05-06,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10 ,KG,23,3,3,,3,23,3,3,,3,  , ,  ,
05-06,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10 ,01,17,2,3,,3,17,2,3,,3,  , ,  ,
05-06,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10 ,02,15,2,2,,,15,2,2,,,  , ,  ,
05-06,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10 ,03,27,6,3,,2,27,6,3,,2,  , ,  ,
05-06,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10 ,04,28,7,3,,3,28,7,3,,3,  , ,  ,
05-06,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10 ,05,20,,2,,2,20,,2,,2,  , ,  ,
05-06,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10 ,06,24,5,8,,,24,5,8,,,  , ,  ,
05-06,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10 ,07,33,7,4,1,3,33,7,4,1,3,  , ,  ,
05-06,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10 ,08,34,3,5,,1,34,3,5,,1,  , ,  ,
05-06,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10 ,09,36,5,8,,4,36,5,8,,4,  , ,  ,
05-06,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10 ,10,19,4,,,2,19,4,,,2,  , ,  ,
05-06,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10 ,11,30,2,6,,4,30,2,6,,4,  , ,  ,
05-06,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10 ,12,28,3,4,,2,28,3,4,,2,  , ,  ,
05-06,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10 ,All Grades,334,49,51,1,29,340,49,51,1,35,  , ,  ,
05-06,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,EC,,,,,,17,4,,,17,  , ,  ,
05-06,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,KG,49,13,3,,4,49,13,3,,4,  , ,  ,
05-06,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,01,42,11,6,,5,42,11,6,,5,  , ,  ,
05-06,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,02,40,7,8,,6,40,7,8,,6,  , ,  ,
05-06,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,03,42,11,6,,3,42,11,6,,3,  , ,  ,
05-06,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,04,41,3,5,,6,41,3,5,,6,  , ,  ,
05-06,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,05,63,17,5,,8,63,17,5,,8,  , ,  ,
05-06,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,06,52,8,6,,10,52,8,6,,10,  , ,  ,
05-06,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,07,57,9,4,,5,57,9,4,,5,  , ,  ,
05-06,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,08,66,14,4,,14,66,14,4,,14,  , ,  ,
05-06,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,09,99,18,12,,14,99,18,12,,14,  , ,  ,
05-06,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,10,93,18,8,,11,93,18,8,,11,  , ,  ,
05-06,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,11,109,11,10,,22,109,11,10,,22,  , ,  ,
05-06,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,12,102,11,10,,13,102,11,10,,13,  , ,  ,
05-06,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10 ,All Grades,855,151,87,,121,872,155,87,,138,  , ,  ,
05-06,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10 ,EC,,,,,,28,2,,,28,  , ,  ,
05-06,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10 ,KG,69,7,7,,7,69,7,7,,7,  , ,  ,
05-06,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10 ,01,67,10,6,,4,67,10,6,,4,  , ,  ,
05-06,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10 ,02,60,7,3,,2,60,7,3,,2,  , ,  ,
05-06,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10 ,03,88,16,7,,14,88,16,7,,14,  , ,  ,
05-06,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10 ,04,102,11,9,,9,102,11,9,,9,  , ,  ,
05-06,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10 ,05,92,11,6,,8,92,11,6,,8,  , ,  ,
05-06,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10 ,06,115,16,3,,10,115,16,3,,10,  , ,  ,
05-06,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10 ,07,139,19,6,,10,139,19,6,,10,  , ,  ,
05-06,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10 ,08,135,15,7,,12,135,15,7,,12,  , ,  ,
05-06,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10 ,09,150,11,6,,15,150,11,6,,15,  , ,  ,
05-06,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10 ,10,155,14,7,,14,155,14,7,,14,  , ,  ,
05-06,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10 ,11,139,7,2,,12,139,7,2,,12,  , ,  ,
05-06,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10 ,12,148,3,3,,17,148,3,3,,17,  , ,  ,
05-06,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10 ,All Grades,1459,147,72,,134,1487,149,72,,162,  , ,  ,
05-06,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02 ,EC,,,,,,4,3,1,,4,  , ,  ,
05-06,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02 ,KG,15,5,1,,2,15,5,1,,2,  , ,  ,
05-06,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02 ,01,17,6,6,,3,17,6,6,,3,  , ,  ,
05-06,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02 ,02,17,6,2,,2,17,6,2,,2,  , ,  ,
05-06,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02 ,03,20,6,4,,1,20,6,4,,1,  , ,  ,
05-06,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02 ,04,20,10,2,,2,20,10,2,,2,  , ,  ,
05-06,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02 ,05,25,6,5,,8,25,6,5,,8,  , ,  ,
05-06,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02 ,06,23,11,5,,5,23,11,5,,5,  , ,  ,
05-06,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02 ,07,17,11,1,,,17,11,1,,,  , ,  ,
05-06,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02 ,08,33,14,4,,7,33,14,4,,7,  , ,  ,
05-06,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02 ,09,23,9,3,,11,23,9,3,,11,  , ,  ,
05-06,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02 ,10,23,12,3,,9,23,12,3,,9,  , ,  ,
05-06,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02 ,11,25,5,3,,5,25,5,3,,5,  , ,  ,
05-06,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02 ,12,31,9,4,,7,31,9,4,,7,  , ,  ,
05-06,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02 ,All Grades,289,110,43,,62,293,113,44,,66,  , ,  ,
05-06,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02 ,EC,,,,,,5,1,1,,5,  , ,  ,
