DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,HMLK12,EC12Enr,FreeEC12,RedEC12,LEPIdentifiedEC12,LEPServedEC12,SPEEC12,HMLEC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
16-17,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,09,875,92,20,13,13,61,1,875,92,20,13,13,61,1,, ,EC-12,
16-17,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,10,857,88,13,6,6,67,5,857,88,13,6,6,67,5,, ,EC-12,
16-17,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,11,866,96,19,7,7,51,2,866,96,19,7,7,51,2,, ,EC-12,
16-17,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,12,806,83,29,7,7,52,2,806,83,29,7,7,52,2,, ,EC-12,
16-17,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,All Grades,11170,1203,269,275,275,847,29,11292,1212,270,275,275,969,29,, ,EC-12,
16-17,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,EC,,,,,,,,27,15,,,,27,,, ,EC-12,
16-17,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,PK,,,,,,,,88,46,17,,,,1,, ,EC-12,
16-17,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,KG,156,98,24,50,50,15,4,156,98,24,50,50,15,4,, ,EC-12,
16-17,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,01,164,106,22,52,52,20,1,164,106,22,52,52,20,1,, ,EC-12,
16-17,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,02,196,128,28,56,56,25,6,196,128,28,56,56,25,6,, ,EC-12,
16-17,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,03,162,115,19,47,47,23,3,162,115,19,47,47,23,3,, ,EC-12,
16-17,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,04,172,106,33,31,31,23,5,172,106,33,31,31,23,5,, ,EC-12,
16-17,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,05,164,112,23,25,25,19,2,164,112,23,25,25,19,2,, ,EC-12,
16-17,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,06,124,86,23,14,14,22,6,124,86,23,14,14,22,6,, ,EC-12,
16-17,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,07,171,117,26,31,31,28,5,171,117,26,31,31,28,5,, ,EC-12,
16-17,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,08,176,111,26,25,25,24,6,176,111,26,25,25,24,6,, ,EC-12,
16-17,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,09,190,127,24,32,32,39,5,190,127,24,32,32,39,5,, ,EC-12,
16-17,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,10,187,118,15,24,24,42,5,187,118,15,24,24,42,5,, ,EC-12,
16-17,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,11,200,94,28,15,14,38,,200,94,28,15,14,38,,, ,EC-12,
16-17,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,12,238,110,21,11,9,47,10,238,110,21,11,9,47,10,, ,EC-12,
16-17,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,All Grades,2300,1428,312,413,410,365,58,2415,1489,329,413,410,392,59,, ,EC-12,
16-17,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,01,6,6,,,,6,,6,6,,,,6,,, ,01-12,
16-17,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,02,19,16,,,,17,,19,16,,,,17,,, ,01-12,
16-17,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,03,19,13,1,1,1,18,3,19,13,1,1,1,18,3,, ,01-12,
16-17,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,04,20,16,2,1,1,19,,20,16,2,1,1,19,,, ,01-12,
16-17,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,05,31,16,1,1,1,27,1,31,16,1,1,1,27,1,, ,01-12,
16-17,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,06,41,27,,1,1,36,4,41,27,,1,1,36,4,, ,01-12,
16-17,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,07,52,26,6,4,4,44,2,52,26,6,4,4,44,2,, ,01-12,
16-17,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,08,53,34,,1,1,39,3,53,34,,1,1,39,3,, ,01-12,
16-17,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,09,70,41,3,,,53,1,70,41,3,,,53,1,, ,01-12,
16-17,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,10,128,80,3,5,5,69,7,128,80,3,5,5,69,7,, ,01-12,
16-17,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,11,172,112,10,6,6,70,4,172,112,10,6,6,70,4,, ,01-12,
16-17,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,12,583,267,30,20,20,319,22,583,267,30,20,20,319,22,, ,01-12,
16-17,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,All Grades,1194,654,56,40,40,717,47,1194,654,56,40,40,717,47,, ,01-12,
16-17,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,00,11,01,4,,,,,4,,4,,,,,4,,, ,01-12,
16-17,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,00,11,02,1,1,,,,1,,1,1,,,,1,,, ,01-12,
16-17,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,00,11,03,8,3,,,,8,,8,3,,,,8,,, ,01-12,
16-17,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,00,11,04,8,4,,,,8,,8,4,,,,8,,, ,01-12,
16-17,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,00,11,05,4,1,,,,4,,4,1,,,,4,,, ,01-12,
16-17,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,00,11,06,9,3,,,,9,,9,3,,,,9,,, ,01-12,
16-17,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,00,11,07,11,6,,,,10,,11,6,,,,10,,, ,01-12,
16-17,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,00,11,08,18,9,2,,,14,,18,9,2,,,14,,, ,01-12,
16-17,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,00,11,09,19,10,4,,,15,,19,10,4,,,15,,, ,01-12,
16-17,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,00,11,10,27,15,1,,,18,,27,15,1,,,18,,, ,01-12,
16-17,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,00,11,11,31,16,4,,,17,1,31,16,4,,,17,1,, ,01-12,
16-17,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,00,11,12,115,48,11,,,78,1,115,48,11,,,78,1,, ,01-12,
16-17,70,Scott                                        ,0288,06,Southwest Metro Intermediate 288   ,000, ,00,11,All Grades,255,116,22,,,186,2,255,116,22,,,186,2,, ,01-12,
16-17,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,EC,,,,,,,,8,1,2,,,8,,, ,EC-12,
16-17,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,KG,93,38,9,2,2,11,,93,38,9,2,2,11,,, ,EC-12,
16-17,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,01,82,30,3,3,3,9,,82,30,3,3,3,9,,, ,EC-12,
16-17,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,02,94,31,4,3,3,11,,94,31,4,3,3,11,,, ,EC-12,
16-17,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,03,109,34,5,3,3,14,,109,34,5,3,3,14,,, ,EC-12,
16-17,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,04,139,37,8,3,3,21,3,139,37,8,3,3,21,3,, ,EC-12,
16-17,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,05,116,36,7,3,3,28,,116,36,7,3,3,28,,, ,EC-12,
16-17,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,06,125,36,5,1,1,31,,125,36,5,1,1,31,,, ,EC-12,
16-17,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,07,165,55,10,3,3,29,1,165,55,10,3,3,29,1,, ,EC-12,
16-17,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,08,203,64,9,3,3,35,2,203,64,9,3,3,35,2,, ,EC-12,
16-17,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,09,174,42,14,,,35,,174,42,14,,,35,,, ,EC-12,
16-17,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,10,228,48,7,1,1,32,1,228,48,7,1,1,32,1,, ,EC-12,
16-17,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,11,264,52,5,2,2,43,1,264,52,5,2,2,43,1,, ,EC-12,
16-17,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,12,266,56,8,,,50,3,266,56,8,,,50,3,, ,EC-12,
16-17,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,All Grades,2058,559,94,27,27,349,11,2066,560,96,27,27,357,11,, ,EC-12,
16-17,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,EC,,,,,,,,3,1,1,,,3,,, ,EC-12,
16-17,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,KG,16,2,2,,,1,,16,2,2,,,1,,, ,EC-12,
16-17,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,01,25,3,,,,4,,25,3,,,,4,,, ,EC-12,
16-17,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,02,17,3,2,,,2,,17,3,2,,,2,,, ,EC-12,
16-17,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,03,36,6,2,,,3,,36,6,2,,,3,,, ,EC-12,
16-17,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,04,41,7,3,,,9,,41,7,3,,,9,,, ,EC-12,
16-17,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,05,18,4,2,,,2,,18,4,2,,,2,,, ,EC-12,
16-17,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,06,25,5,4,,,6,,25,5,4,,,6,,, ,EC-12,
16-17,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,07,27,8,1,,,2,,27,8,1,,,2,,, ,EC-12,
16-17,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,08,30,4,4,,,4,,30,4,4,,,4,,, ,EC-12,
16-17,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,09,30,7,2,,,2,,30,7,2,,,2,,, ,EC-12,
16-17,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,10,31,6,2,,,5,,31,6,2,,,5,,, ,EC-12,
16-17,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,11,25,4,2,,,4,,25,4,2,,,4,,, ,EC-12,
16-17,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,12,26,6,,,,2,,26,6,,,,2,,, ,EC-12,
16-17,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,All Grades,347,65,26,,,46,,350,66,27,,,49,,, ,EC-12,
16-17,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,EC,,,,,,,,13,5,,,,13,,, ,EC-12,
16-17,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,KG,42,12,4,,,7,,42,12,4,,,7,,, ,EC-12,
16-17,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,01,48,13,2,,,4,2,48,13,2,,,4,2,, ,EC-12,
16-17,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,02,52,11,5,,,6,1,52,11,5,,,6,1,, ,EC-12,
16-17,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,03,45,10,5,,,7,1,45,10,5,,,7,1,, ,EC-12,
16-17,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,04,51,7,5,,,10,,51,7,5,,,10,,, ,EC-12,
16-17,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,05,51,8,4,,,9,,51,8,4,,,9,,, ,EC-12,
16-17,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,06,52,15,7,,,11,,52,15,7,,,11,,, ,EC-12,
16-17,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,07,48,11,5,,,10,,48,11,5,,,10,,, ,EC-12,
16-17,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,08,46,8,6,,,8,,46,8,6,,,8,,, ,EC-12,
16-17,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,09,63,13,6,,,10,,63,13,6,,,10,,, ,EC-12,
16-17,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,10,63,8,3,,,6,1,63,8,3,,,6,1,, ,EC-12,
16-17,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,11,59,5,3,,,7,1,59,5,3,,,7,1,, ,EC-12,
16-17,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,12,47,6,3,,,2,,47,6,3,,,2,,, ,EC-12,
16-17,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,All Grades,667,127,58,,,97,6,680,132,58,,,110,6,, ,EC-12,
16-17,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,EC,,,,,,,,18,6,,,,18,,, ,EC-12,
16-17,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,KG,63,11,5,,,11,,63,11,5,,,11,,, ,EC-12,
16-17,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,01,64,10,4,,,12,,64,10,4,,,12,,, ,EC-12,
16-17,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,02,71,15,2,,,9,,71,15,2,,,9,,, ,EC-12,
16-17,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,03,78,10,7,1,1,14,,78,10,7,1,1,14,,, ,EC-12,
16-17,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,04,94,15,6,,,15,1,94,15,6,,,15,1,, ,EC-12,
16-17,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,05,90,12,4,,,9,,90,12,4,,,9,,, ,EC-12,
16-17,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,06,90,13,6,,,10,,90,13,6,,,10,,, ,EC-12,
16-17,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,07,103,13,8,,,10,,103,13,8,,,10,,, ,EC-12,
16-17,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,08,87,12,12,,,20,,87,12,12,,,20,,, ,EC-12,
16-17,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,09,105,12,4,,,17,,105,12,4,,,17,,, ,EC-12,
16-17,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,10,103,10,3,,,15,,103,10,3,,,15,,, ,EC-12,
16-17,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,11,104,10,5,,,19,,104,10,5,,,19,,, ,EC-12,
16-17,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,12,96,9,4,,,14,,96,9,4,,,14,,, ,EC-12,
16-17,28,Houston                                      ,0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT  ,000, ,10,10,All Grades,1148,152,70,1,1,175,1,1166,158,70,1,1,193,1,, ,EC-12,
16-17,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,EC,,,,,,,,7,3,2,,,7,,, ,EC-12,
16-17,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,PK,,,,,,,,19,10,2,,,,,, ,EC-12,
16-17,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,KG,17,8,4,,,3,,17,8,4,,,3,,, ,EC-12,
16-17,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,01,20,8,2,,,1,,20,8,2,,,1,,, ,EC-12,
16-17,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,02,22,11,4,,,5,,22,11,4,,,5,,, ,EC-12,
16-17,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,03,35,13,8,,,4,,35,13,8,,,4,,, ,EC-12,
16-17,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,04,24,7,4,,,7,,24,7,4,,,7,,, ,EC-12,
16-17,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,05,24,10,6,,,2,,24,10,6,,,2,,, ,EC-12,
16-17,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,06,22,12,1,,,3,,22,12,1,,,3,,, ,EC-12,
16-17,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,07,17,13,2,,,5,,17,13,2,,,5,,, ,EC-12,
16-17,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,08,24,11,3,,,7,,24,11,3,,,7,,, ,EC-12,
16-17,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,09,22,9,5,,,11,,22,9,5,,,11,,, ,EC-12,
16-17,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,10,23,9,5,,,7,,23,9,5,,,7,,, ,EC-12,
16-17,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,11,20,9,3,,,3,1,20,9,3,,,3,1,, ,EC-12,
16-17,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,12,15,6,,,,2,1,15,6,,,,2,1,, ,EC-12,
16-17,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,All Grades,285,126,47,,,60,2,311,139,51,,,67,2,, ,EC-12,
16-17,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,EC,,,,,,,,8,5,1,,,8,,, ,EC-12,
16-17,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,PK,,,,,,,,33,9,3,,,,,, ,EC-12,
16-17,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,KG,48,18,6,,,9,,48,18,6,,,9,,, ,EC-12,
16-17,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,01,44,22,3,,,10,,44,22,3,,,10,,, ,EC-12,
16-17,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,02,39,10,3,,,4,,39,10,3,,,4,,, ,EC-12,
16-17,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,03,48,20,4,,,7,,48,20,4,,,7,,, ,EC-12,
16-17,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,04,53,16,6,,,10,,53,16,6,,,10,,, ,EC-12,
16-17,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,05,44,26,3,,,14,,44,26,3,,,14,,, ,EC-12,
16-17,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,06,43,19,5,,,10,1,43,19,5,,,10,1,, ,EC-12,
16-17,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,07,53,21,4,,,16,1,53,21,4,,,16,1,, ,EC-12,
16-17,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,08,41,17,6,,,12,,41,17,6,,,12,,, ,EC-12,
