Data Year,District County Number,District County Name,District Number,District Type,District Name,School Number,School Name,ECSU Number,Eco Dev Rgn,Test Name,Test Date,Grade,Subject,Report Order,Report Category,Report Description,Filtered,Count Tested,Count Passed,Count Not Passed,Percent Passed,Percent Not Passed,Average Score,GNS Average Score,GPFA Average Score,GDSP Average Score,GSGM Average Score,Standard Deviation,Std. Error of Mean,Confidence Interval,Count Absent,Count Invalid,Count Medical Exempt,Count Not Complete,Count PSO,Count Refused,Count Wrong Grade,October 1 Grade Enrollment,October 1 District Enrollment,Filter Threshold,Public School,School County Number,School County Name,School Classification
10-Sep,14,Clay,152,1,MOORHEAD PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20100413,11,M,1,All Categories,All Students,N,370,216,154,58.4,41.6,51.6,6.6,10.4,5.9,5.3,12.1,0.6,50.4-52.8,0,0,1,0,0,0,0,419,5370,9,Y,,,0
10-Sep,66,Rice,160,70,MINNESOTA STATE ACADEMIES,0,All Schools,10,10,GRAD,20100413,11,M,1,All Categories,All Students,Y,9,,,,,,,,,,,,,,,,,,,,12,173,9,Y,,,0
10-Sep,15,Clearwater,162,1,BAGLEY PUBLIC SCHOOL DISTRICT,0,All Schools,1,2,GRAD,20100413,11,M,1,All Categories,All Students,N,76,33,43,43.4,56.6,46.7,6,9.3,5.4,4.5,9.7,1.1,44.5-48.9,0,1,0,0,0,0,0,90,994,9,Y,,,0
10-Sep,16,Cook,166,1,COOK COUNTY PUBLIC SCHOOLS,0,All Schools,3,3,GRAD,20100413,11,M,1,All Categories,All Students,N,48,26,22,54.2,45.8,50.1,6.2,9.6,6.1,5.1,13.4,1.9,46.3-53.9,0,0,0,0,0,0,0,54,493,9,Y,,,0
10-Sep,17,Cottonwood,173,1,MOUNTAIN LAKE PUBLIC SCHOOLS,0,All Schools,6,8,GRAD,20100413,11,M,1,All Categories,All Students,N,21,13,8,61.9,38.1,51,6.2,10,6,6,10.1,2.2,46.7-55.3,0,0,0,0,0,0,0,25,467,9,Y,,,0
10-Sep,17,Cottonwood,177,1,WINDOM PUBLIC SCHOOL DISTRICT,0,All Schools,6,8,GRAD,20100413,11,M,1,All Categories,All Students,N,72,48,24,66.7,33.3,53.4,6.8,10.2,6.4,5.8,12.3,1.4,50.6-56.2,0,0,0,0,0,0,0,83,909,9,Y,,,0
10-Sep,18,Crow Wing,181,1,BRAINERD PUBLIC SCHOOL DISTRICT,0,All Schools,5,5,GRAD,20100413,11,M,1,All Categories,All Students,N,509,341,168,67,33,53.1,6.6,10.5,6.1,6.1,11.4,0.5,52.1-54.1,0,0,0,2,0,0,0,550,6671,9,Y,,,0
10-Sep,18,Crow Wing,182,1,CROSBY-IRONTON PUBLIC SCHOOL DIST.,0,All Schools,5,5,GRAD,20100413,11,M,1,All Categories,All Students,N,102,34,68,33.3,66.7,45.1,5.5,8.8,4.9,4.6,12.9,1.3,42.6-47.6,0,0,0,0,0,0,0,97,1146,9,Y,,,0
10-Sep,18,Crow Wing,186,1,PEQUOT LAKES PUBLIC SCHOOLS,0,All Schools,5,5,GRAD,20100413,11,M,1,All Categories,All Students,N,108,78,30,72.2,27.8,52.5,6.6,10,6.6,5.8,12.6,1.2,50.1-54.9,1,0,0,0,0,0,0,111,1570,9,Y,,,0
10-Sep,19,Dakota,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,11,M,1,All Categories,All Students,N,768,448,320,58.3,41.7,50.9,6.2,9.7,6,5.8,13.8,0.5,49.9-51.9,7,0,0,2,0,0,0,809,9864,9,Y,,,0
10-Sep,19,Dakota,192,1,FARMINGTON PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,11,M,1,All Categories,All Students,N,390,190,200,48.7,51.3,48.3,6.1,9.3,5.3,5.5,11.6,0.6,47.1-49.5,0,0,0,2,0,0,0,407,6432,9,Y,,,0
10-Sep,19,Dakota,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,11,M,1,All Categories,All Students,N,865,646,219,74.7,25.3,55.7,6.8,10.9,6.6,6.3,11.7,0.4,54.9-56.5,3,0,0,0,0,0,0,881,11126,9,Y,,,0
10-Sep,19,Dakota,195,1,RANDOLPH PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,11,M,1,All Categories,All Students,N,51,26,25,51,49,49.7,6.2,9.2,5.7,5.6,12.7,1.8,46.2-53.2,0,0,0,0,0,0,0,49,548,9,Y,,,0
10-Sep,19,Dakota,196,1,ROSEMOUNT-APPLE VALLEY-EAGAN,0,All Schools,11,11,GRAD,20100413,11,M,1,All Categories,All Students,N,2097,1458,639,69.5,30.5,54.4,6.6,10.5,6.4,6.3,12.4,0.3,53.9-54.9,27,0,5,7,0,0,0,2212,27058,9,Y,,,0
10-Sep,19,Dakota,197,1,WEST ST. PAUL-MENDOTA HTS.-EAGAN,0,All Schools,11,11,GRAD,20100413,11,M,1,All Categories,All Students,N,348,198,150,56.9,43.1,50,6.2,9.9,5.6,5.4,12.4,0.7,48.7-51.3,1,0,0,0,0,0,0,360,4378,9,Y,,,0
10-Sep,19,Dakota,199,1,INVER GROVE HEIGHTS SCHOOLS,0,All Schools,11,11,GRAD,20100413,11,M,1,All Categories,All Students,N,255,154,101,60.4,39.6,51.8,6.3,9.9,6.2,5.7,12.7,0.8,50.2-53.4,1,0,0,2,0,0,0,279,3752,9,Y,,,0
10-Sep,19,Dakota,200,1,HASTINGS PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,11,M,1,All Categories,All Students,N,377,230,147,61,39,51.6,6.4,9.9,6,5.9,11.6,0.6,50.4-52.8,0,0,0,0,0,1,0,414,4783,9,Y,,,0
10-Sep,20,Dodge,203,1,HAYFIELD PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20100413,11,M,1,All Categories,All Students,N,63,26,37,41.3,58.7,46.7,6.1,9,5.4,4.5,10.6,1.3,44.1-49.3,1,0,0,0,0,0,0,67,788,9,Y,,,0
10-Sep,20,Dodge,204,1,KASSON-MANTORVILLE SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20100413,11,M,1,All Categories,All Students,N,132,101,31,76.5,23.5,55.7,6.9,10.7,6.6,6.6,10.7,0.9,53.9-57.5,2,0,0,0,0,0,0,139,2078,9,Y,,,0
10-Sep,21,Douglas,206,1,ALEXANDRIA PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20100413,11,M,1,All Categories,All Students,N,294,216,78,73.5,26.5,54.6,7,10.6,6.5,6.2,10,0.6,53.5-55.7,1,0,0,1,0,0,0,317,3784,9,Y,,,0
10-Sep,21,Douglas,207,1,BRANDON PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20100413,11,M,1,All Categories,All Students,N,16,12,4,75,25,58.4,7.1,12.1,6.8,6.4,10.4,2.6,53.3-63.5,0,0,0,0,0,0,0,16,274,9,Y,,,0
10-Sep,21,Douglas,208,1,EVANSVILLE PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20100413,11,M,1,All Categories,All Students,N,15,8,7,53.3,46.7,50.7,6.7,9.5,6.2,5.3,10.1,2.6,45.6-55.8,0,0,0,0,0,0,0,16,154,9,Y,,,0
10-Sep,21,Douglas,213,1,OSAKIS PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20100413,11,M,1,All Categories,All Students,N,54,41,13,75.9,24.1,55.1,6.6,10.8,6.7,6.5,9.9,1.3,52.5-57.7,0,0,0,0,0,0,0,59,790,9,Y,,,0
10-Sep,55,Olmsted,227,1,CHATFIELD PUBLIC SCHOOLS,0,All Schools,10,10,GRAD,20100413,11,M,1,All Categories,All Students,N,75,37,38,49.3,50.7,49.1,6.3,9.4,5.7,5.1,13.1,1.5,46.1-52.1,0,0,0,0,0,0,1,76,866,9,Y,,,0
10-Sep,23,Fillmore,229,1,LANESBORO PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20100413,11,M,1,All Categories,All Students,N,32,19,13,59.4,40.6,50.3,6.4,9.5,6,5.5,11.9,2.1,46.2-54.4,0,0,0,0,0,0,0,33,345,9,Y,,,0
10-Sep,23,Fillmore,238,1,MABEL-CANTON PUBLIC SCHOOL DIST.,0,All Schools,10,10,GRAD,20100413,11,M,1,All Categories,All Students,N,30,16,14,53.3,46.7,50.6,6.5,10.3,5.9,5.5,9.2,1.7,47.3-53.9,0,0,0,0,0,0,0,33,309,9,Y,,,0
10-Sep,23,Fillmore,239,1,RUSHFORD-PETERSON PUBLIC SCHOOLS,0,All Schools,10,10,GRAD,20100413,11,M,1,All Categories,All Students,N,33,20,13,60.6,39.4,50.6,6.7,10.4,5.2,5.5,10.7,1.9,47.0-54.2,0,0,0,0,0,0,0,41,633,9,Y,,,0
10-Sep,24,Freeborn,241,1,ALBERT LEA PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20100413,11,M,1,All Categories,All Students,N,257,124,133,48.2,51.8,48.9,6,9.4,5.7,5.2,13.1,0.8,47.3-50.5,0,0,0,1,0,0,0,274,3239,9,Y,,,0
10-Sep,24,Freeborn,242,1,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20100413,11,M,1,All Categories,All Students,N,23,10,13,43.5,56.5,47.5,5.6,9.6,5.2,5.1,13.5,2.8,42.0-53.0,0,0,0,0,0,0,0,27,480,9,Y,,,0
10-Sep,25,Goodhue,252,1,CANNON FALLS PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20100413,11,M,1,All Categories,All Students,N,100,63,37,63,37,52.4,6.6,9.6,6.6,5.9,11.5,1.2,50.1-54.7,1,0,0,1,0,0,0,107,1244,9,Y,,,0
10-Sep,25,Goodhue,253,1,GOODHUE PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20100413,11,M,1,All Categories,All Students,N,59,37,22,62.7,37.3,53.8,6.5,10.8,5.6,6.2,12,1.6,50.7-56.9,0,0,0,0,0,0,0,61,686,9,Y,,,0
10-Sep,25,Goodhue,255,1,PINE ISLAND PUBLIC SCHOOL DIST.,0,All Schools,10,10,GRAD,20100413,11,M,1,All Categories,All Students,N,87,57,30,65.5,34.5,54.2,6.9,10.4,6.8,5.8,10.7,1.1,51.9-56.5,0,0,0,0,0,0,0,89,1218,9,Y,,,0
10-Sep,25,Goodhue,256,1,RED WING PUBLIC SCHOOL DISTRICT,0,All Schools,10,10,GRAD,20100413,11,M,1,All Categories,All Students,N,232,139,93,59.9,40.1,50.7,6.3,9.8,5.9,5.6,12.8,0.8,49.1-52.3,0,0,0,1,0,0,0,237,2781,9,Y,,,0
10-Sep,26,Grant,261,1,ASHBY PUBLIC SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20100413,11,M,1,All Categories,All Students,N,24,15,9,62.5,37.5,52.2,6.2,10.6,5.8,5.9,12,2.5,47.4-57.0,0,0,0,0,0,0,0,27,270,9,Y,,,0
10-Sep,26,Grant,264,1,HERMAN-NORCROSS SCHOOL DISTRICT,0,All Schools,4,4,GRAD,20100413,11,M,1,All Categories,All Students,Y,6,,,,,,,,,,,,,,,,,,,,6,102,9,Y,,,0
10-Sep,27,Hennepin,270,1,HOPKINS PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,11,M,1,All Categories,All Students,N,544,369,175,67.8,32.2,53.7,6.6,10.5,6.1,6.3,13,0.6,52.6-54.8,8,0,0,2,0,0,0,584,7187,9,Y,,,0
10-Sep,27,Hennepin,271,1,BLOOMINGTON PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,11,M,1,All Categories,All Students,N,744,468,276,62.9,37.1,51.5,6.6,10.2,5.9,5.6,12.2,0.4,50.6-52.4,3,0,0,4,0,0,0,825,10113,9,Y,,,0
10-Sep,27,Hennepin,272,1,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,11,M,1,All Categories,All Students,N,821,634,187,77.2,22.8,56.7,6.9,11.1,6.7,6.5,11.5,0.4,55.9-57.5,1,0,0,2,0,0,0,853,9689,9,Y,,,0
10-Sep,27,Hennepin,273,1,EDINA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,11,M,1,All Categories,All Students,N,592,498,94,84.1,15.9,59.1,7.1,11.6,7,6.8,11.5,0.5,58.2-60.0,0,1,0,0,0,0,0,613,7988,9,Y,,,0
10-Sep,27,Hennepin,276,1,MINNETONKA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,11,M,1,All Categories,All Students,N,655,540,115,82.4,17.6,58.5,7,11.4,7,6.8,11.7,0.5,57.6-59.4,9,0,0,0,0,0,0,680,8409,9,Y,,,0
10-Sep,27,Hennepin,277,1,WESTONKA PUBLIC SCHOOL DISTRICT,0,All Schools,11,11,GRAD,20100413,11,M,1,All Categories,All Students,N,143,110,33,76.9,23.1,56.3,6.9,11.1,6.6,6.5,10,0.8,54.7-57.9,0,0,0,0,0,0,0,155,2203,9,Y,,,0
