DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,K12Enr,FreeK12,RedK12,LEPIdentifiedK12,LEPServedK12,SPEK12,EC12Enr,Free-EC12,Red-EC12,LEPIdentifiedEC12,LEPServedEC12,SPE-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,MinMaxGrade,SchoolClassification
12-13,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,07,556,171,50,27,27,78,556,171,50,27,27,78,, ,EC-12,
12-13,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,08,516,158,38,20,20,52,516,158,38,20,20,52,, ,EC-12,
12-13,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,09,519,147,37,12,12,56,519,147,37,12,12,56,, ,EC-12,
12-13,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,10,598,154,43,16,15,60,598,154,43,16,15,60,, ,EC-12,
12-13,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,11,599,148,42,17,17,52,599,148,42,17,17,52,, ,EC-12,
12-13,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,12,655,147,35,16,16,87,655,147,35,16,16,87,, ,EC-12,
12-13,27,Hennepin                                     ,0270,01,HOPKINS PUBLIC SCHOOL DISTRICT     ,000, ,11,11,All Grades,6942,2036,451,486,477,823,7034,2065,452,486,477,915,, ,EC-12,
12-13,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,EC,,,,,,,174,45,4,1,1,174,, ,EC-12,
12-13,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,KG,781,297,60,210,209,69,781,297,60,210,209,69,, ,EC-12,
12-13,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,01,778,299,60,189,185,68,778,299,60,189,185,68,, ,EC-12,
12-13,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,02,799,303,60,174,172,86,799,303,60,174,172,86,, ,EC-12,
12-13,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,03,700,259,57,144,142,85,700,259,57,144,142,85,, ,EC-12,
12-13,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,04,726,254,63,102,100,127,726,254,63,102,100,127,, ,EC-12,
12-13,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,05,768,262,70,113,108,136,768,262,70,113,108,136,, ,EC-12,
12-13,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,06,782,263,57,87,86,121,782,263,57,87,86,121,, ,EC-12,
12-13,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,07,808,268,79,57,56,120,808,268,79,57,56,120,, ,EC-12,
12-13,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,08,827,267,68,57,56,88,827,267,68,57,56,88,, ,EC-12,
12-13,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,09,778,244,63,47,47,124,778,244,63,47,47,124,, ,EC-12,
12-13,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,10,852,241,67,32,31,114,852,241,67,32,31,114,, ,EC-12,
12-13,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,11,771,197,57,20,20,94,771,197,57,20,20,94,, ,EC-12,
12-13,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,12,895,204,52,24,24,125,895,204,52,24,24,125,, ,EC-12,
12-13,27,Hennepin                                     ,0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT ,000, ,11,11,All Grades,10265,3358,813,1256,1236,1357,10439,3403,817,1257,1237,1531,, ,EC-12,
12-13,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,EC,,,,,,,125,22,1,,,125,, ,EC-12,
12-13,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,KG,671,159,21,100,100,49,671,159,21,100,100,49,, ,EC-12,
12-13,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,01,637,113,29,85,80,56,637,113,29,85,80,56,, ,EC-12,
12-13,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,02,692,141,25,85,84,65,692,141,25,85,84,65,, ,EC-12,
12-13,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,03,669,126,29,73,71,66,669,126,29,73,71,66,, ,EC-12,
12-13,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,04,653,120,20,54,54,87,653,120,20,54,54,87,, ,EC-12,
12-13,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,05,683,137,18,52,52,99,683,137,18,52,52,99,, ,EC-12,
12-13,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,06,696,104,23,41,41,78,696,104,23,41,41,78,, ,EC-12,
12-13,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,07,705,108,27,33,33,82,705,108,27,33,33,82,, ,EC-12,
12-13,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,08,715,125,14,17,17,79,715,125,14,17,17,79,, ,EC-12,
12-13,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,09,723,82,24,17,17,80,723,82,24,17,17,80,, ,EC-12,
12-13,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,10,813,108,17,26,25,84,813,108,17,26,25,84,, ,EC-12,
12-13,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,11,703,74,9,19,18,57,703,74,9,19,18,57,, ,EC-12,
12-13,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,12,784,80,15,16,16,75,784,80,15,16,16,75,, ,EC-12,
12-13,27,Hennepin                                     ,0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,000, ,11,11,All Grades,9144,1477,271,618,608,957,9269,1499,272,618,608,1082,, ,EC-12,
12-13,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,EC,,,,,,,112,5,,,,112,, ,EC-12,
12-13,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,KG,562,43,10,48,48,55,562,43,10,48,48,55,, ,EC-12,
12-13,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,01,576,34,6,46,46,37,576,34,6,46,46,37,, ,EC-12,
12-13,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,02,620,42,6,31,31,56,620,42,6,31,31,56,, ,EC-12,
12-13,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,03,634,42,12,27,27,63,634,42,12,27,27,63,, ,EC-12,
12-13,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,04,640,41,8,27,27,70,640,41,8,27,27,70,, ,EC-12,
12-13,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,05,643,45,10,21,21,82,643,45,10,21,21,82,, ,EC-12,
12-13,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,06,672,53,6,24,24,63,672,53,6,24,24,63,, ,EC-12,
12-13,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,07,689,44,19,29,29,73,689,44,19,29,29,73,, ,EC-12,
12-13,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,08,664,36,12,22,22,50,664,36,12,22,22,50,, ,EC-12,
12-13,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,09,644,45,14,14,14,70,644,45,14,14,14,70,, ,EC-12,
12-13,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,10,680,45,14,16,16,61,680,45,14,16,16,61,, ,EC-12,
12-13,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,11,631,44,13,11,11,53,631,44,13,11,11,53,, ,EC-12,
12-13,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,12,668,41,10,6,6,62,668,41,10,6,6,62,, ,EC-12,
12-13,27,Hennepin                                     ,0273,01,EDINA PUBLIC SCHOOL DISTRICT       ,000, ,11,11,All Grades,8323,555,140,322,322,795,8435,560,140,322,322,907,, ,EC-12,
12-13,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,EC,,,,,,,81,6,2,,,81,, ,EC-12,
12-13,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,KG,812,57,14,20,20,33,812,57,14,20,20,33,, ,EC-12,
12-13,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,01,748,43,13,15,15,54,748,43,13,15,15,54,, ,EC-12,
12-13,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,02,745,39,12,22,22,87,745,39,12,22,22,87,, ,EC-12,
12-13,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,03,727,41,17,11,10,79,727,41,17,11,10,79,, ,EC-12,
12-13,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,04,749,50,19,20,20,101,749,50,19,20,20,101,, ,EC-12,
12-13,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,05,712,45,15,10,9,70,712,45,15,10,9,70,, ,EC-12,
12-13,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,06,710,41,14,8,7,67,710,41,14,8,7,67,, ,EC-12,
12-13,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,07,734,41,16,13,13,87,734,41,16,13,13,87,, ,EC-12,
12-13,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,08,620,32,17,17,14,55,620,32,17,17,14,55,, ,EC-12,
12-13,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,09,718,41,13,8,8,67,718,41,13,8,8,67,, ,EC-12,
12-13,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,10,735,37,17,4,4,53,735,37,17,4,4,53,, ,EC-12,
12-13,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,11,730,35,15,7,7,59,730,35,15,7,7,59,, ,EC-12,
12-13,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,12,746,39,11,7,7,80,746,39,11,7,7,80,, ,EC-12,
12-13,27,Hennepin                                     ,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,000, ,11,11,All Grades,9486,541,193,162,156,892,9567,547,195,162,156,973,, ,EC-12,
12-13,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,EC,,,,,,,39,10,1,,,39,, ,EC-12,
12-13,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,KG,171,30,6,,,15,171,30,6,,,15,, ,EC-12,
12-13,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,01,171,29,6,1,,19,171,29,6,1,,19,, ,EC-12,
12-13,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,02,176,39,,1,1,19,176,39,,1,1,19,, ,EC-12,
12-13,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,03,182,47,11,4,4,26,182,47,11,4,4,26,, ,EC-12,
12-13,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,04,194,49,1,1,1,28,194,49,1,1,1,28,, ,EC-12,
12-13,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,05,165,40,7,,,19,165,40,7,,,19,, ,EC-12,
12-13,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,06,173,39,4,,,22,173,39,4,,,22,, ,EC-12,
12-13,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,07,152,46,3,1,1,21,152,46,3,1,1,21,, ,EC-12,
12-13,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,08,161,39,4,,,23,161,39,4,,,23,, ,EC-12,
12-13,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,09,165,42,4,,,23,165,42,4,,,23,, ,EC-12,
12-13,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,10,167,34,5,,,16,167,34,5,,,16,, ,EC-12,
12-13,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,11,160,32,5,,,20,160,32,5,,,20,, ,EC-12,
12-13,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,12,189,39,,3,3,20,189,39,,3,3,20,, ,EC-12,
12-13,27,Hennepin                                     ,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,000, ,11,11,All Grades,2226,505,56,11,10,271,2265,515,57,11,10,310,, ,EC-12,
12-13,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,EC,,,,,,,12,2,,,,12,, ,EC-12,
12-13,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,KG,168,17,6,6,6,11,168,17,6,6,6,11,, ,EC-12,
12-13,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,01,159,11,6,5,5,10,159,11,6,5,5,10,, ,EC-12,
12-13,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,02,219,22,3,4,4,25,219,22,3,4,4,25,, ,EC-12,
12-13,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,03,199,20,4,7,7,26,199,20,4,7,7,26,, ,EC-12,
12-13,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,04,201,16,6,6,6,29,201,16,6,6,6,29,, ,EC-12,
12-13,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,05,198,5,3,4,4,26,198,5,3,4,4,26,, ,EC-12,
12-13,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,06,220,17,4,1,1,24,220,17,4,1,1,24,, ,EC-12,
12-13,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,07,240,13,5,2,2,31,240,13,5,2,2,31,, ,EC-12,
12-13,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,08,234,11,3,,,30,234,11,3,,,30,, ,EC-12,
12-13,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,09,242,17,4,1,1,21,242,17,4,1,1,21,, ,EC-12,
12-13,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,10,227,9,3,,,21,227,9,3,,,21,, ,EC-12,
12-13,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,11,248,13,3,,,27,248,13,3,,,27,, ,EC-12,
12-13,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,12,222,9,3,1,1,30,222,9,3,1,1,30,, ,EC-12,
12-13,27,Hennepin                                     ,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,All Grades,2777,180,53,37,37,311,2789,182,53,37,37,323,, ,EC-12,
12-13,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,EC,,,,,,,442,114,10,,,442,, ,EC-12,
12-13,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,KG,1599,554,104,221,218,154,1599,554,104,221,218,154,, ,EC-12,
12-13,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,01,1657,557,130,224,222,186,1657,557,130,224,222,186,, ,EC-12,
12-13,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,02,1575,559,120,208,203,147,1575,559,120,208,203,147,, ,EC-12,
12-13,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,03,1596,543,126,194,187,201,1596,543,126,194,187,201,, ,EC-12,
12-13,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,04,1503,500,122,185,184,196,1503,500,122,185,184,196,, ,EC-12,
12-13,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,05,1575,545,109,174,173,249,1575,545,109,174,173,249,, ,EC-12,
12-13,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,06,1548,516,122,144,141,223,1548,516,122,144,141,223,, ,EC-12,
12-13,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,07,1472,489,136,120,112,197,1472,489,136,120,112,197,, ,EC-12,
12-13,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,08,1483,482,112,117,112,199,1483,482,112,117,112,199,, ,EC-12,
12-13,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,09,1413,460,94,95,91,161,1413,460,94,95,91,161,, ,EC-12,
12-13,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,10,1550,474,99,90,85,162,1550,474,99,90,85,162,, ,EC-12,
12-13,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,11,1543,457,104,85,82,168,1543,457,104,85,82,168,, ,EC-12,
12-13,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,12,1667,539,107,94,89,230,1667,539,107,94,89,230,, ,EC-12,
12-13,27,Hennepin                                     ,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,000, ,11,11,All Grades,20181,6675,1485,1951,1899,2473,20623,6789,1495,1951,1899,2915,, ,EC-12,
12-13,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,EC,,,,,,,90,31,6,,,90,, ,EC-12,
12-13,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,KG,458,247,39,190,190,42,458,247,39,190,190,42,, ,EC-12,
12-13,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,01,420,224,37,187,186,37,420,224,37,187,186,37,, ,EC-12,
12-13,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,02,355,206,30,156,152,43,355,206,30,156,152,43,, ,EC-12,
12-13,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,03,332,189,31,165,165,58,332,189,31,165,165,58,, ,EC-12,
12-13,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,04,326,180,27,122,121,48,326,180,27,122,121,48,, ,EC-12,
12-13,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,05,304,177,27,121,114,49,304,177,27,121,114,49,, ,EC-12,
12-13,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,06,308,199,33,141,117,58,308,199,33,141,117,58,, ,EC-12,
12-13,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,07,301,192,25,104,98,42,301,192,25,104,98,42,, ,EC-12,
12-13,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,08,294,183,22,51,45,51,294,183,22,51,45,51,, ,EC-12,
12-13,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,09,352,200,42,70,52,45,352,200,42,70,52,45,, ,EC-12,
12-13,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,10,284,156,21,27,21,50,284,156,21,27,21,50,, ,EC-12,
12-13,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,11,294,124,34,22,16,50,294,124,34,22,16,50,, ,EC-12,
12-13,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,12,285,136,22,20,12,56,285,136,22,20,12,56,, ,EC-12,
12-13,27,Hennepin                                     ,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,000, ,11,11,All Grades,4313,2413,390,1376,1289,629,4403,2444,396,1376,1289,719,, ,EC-12,
12-13,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,EC,,,,,,,197,61,,,,197,, ,EC-12,
12-13,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,KG,901,378,55,148,63,66,901,378,55,148,63,66,, ,EC-12,
12-13,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,01,884,394,70,145,117,76,884,394,70,145,117,76,, ,EC-12,
12-13,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,02,862,386,57,148,133,76,862,386,57,148,133,76,, ,EC-12,
12-13,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,03,921,391,79,139,113,100,921,391,79,139,113,100,, ,EC-12,
12-13,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,04,855,377,69,131,114,103,855,377,69,131,114,103,, ,EC-12,
12-13,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,05,854,378,64,127,105,147,854,378,64,127,105,147,, ,EC-12,
12-13,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,06,893,371,67,121,106,140,893,371,67,121,106,140,, ,EC-12,
12-13,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,07,839,352,81,88,85,99,839,352,81,88,85,99,, ,EC-12,
12-13,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,08,862,371,72,57,57,114,862,371,72,57,57,114,, ,EC-12,
12-13,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,09,1005,391,76,56,25,129,1005,391,76,56,25,129,, ,EC-12,
12-13,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,10,1015,397,76,45,43,127,1015,397,76,45,43,127,, ,EC-12,
12-13,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,11,979,375,66,47,42,135,979,375,66,47,42,135,, ,EC-12,
12-13,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,12,1114,399,89,31,25,159,1114,399,89,31,25,159,, ,EC-12,
12-13,27,Hennepin                                     ,0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT ,000, ,11,11,All Grades,11984,4960,921,1283,1028,1471,12181,5021,921,1283,1028,1668,, ,EC-12,
12-13,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,KG,89,15,2,14,9,3,89,15,2,14,9,3,, ,KG-12,
12-13,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,01,99,15,6,14,13,5,99,15,6,14,13,5,, ,KG-12,
12-13,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,02,117,18,8,20,16,9,117,18,8,20,16,9,, ,KG-12,
12-13,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,03,120,18,8,10,10,15,120,18,8,10,10,15,, ,KG-12,
12-13,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,04,117,25,6,12,10,13,117,25,6,12,10,13,, ,KG-12,
12-13,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,05,127,19,6,10,10,17,127,19,6,10,10,17,, ,KG-12,
12-13,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,06,132,25,6,3,2,16,132,25,6,3,2,16,, ,KG-12,
12-13,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS   ,000, ,11,11,07,139,16,8,3,1,15,139,16,8,3,1,15,, ,KG-12,
