DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,grade,K12Enr,FreeK12,RedK12,LEPK12,SPEK12,EC12Enr,Free-EC12,Red-EC12,LEP-EC12,SPE-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
08-09,69,St. Louis                                    ,0704,01,PROCTOR PUBLIC SCHOOL DISTRICT     ,000, ,03,03,06,135,22,9,,17,135,22,9,,17,, ,
08-09,69,St. Louis                                    ,0704,01,PROCTOR PUBLIC SCHOOL DISTRICT     ,000, ,03,03,07,134,23,10,1,18,134,23,10,1,18,, ,
08-09,69,St. Louis                                    ,0704,01,PROCTOR PUBLIC SCHOOL DISTRICT     ,000, ,03,03,08,142,18,16,,24,142,18,16,,24,, ,
08-09,69,St. Louis                                    ,0704,01,PROCTOR PUBLIC SCHOOL DISTRICT     ,000, ,03,03,09,149,25,9,1,14,149,25,9,1,14,, ,
08-09,69,St. Louis                                    ,0704,01,PROCTOR PUBLIC SCHOOL DISTRICT     ,000, ,03,03,10,139,22,6,,13,139,22,6,,13,, ,
08-09,69,St. Louis                                    ,0704,01,PROCTOR PUBLIC SCHOOL DISTRICT     ,000, ,03,03,11,152,16,12,1,18,152,16,12,1,18,, ,
08-09,69,St. Louis                                    ,0704,01,PROCTOR PUBLIC SCHOOL DISTRICT     ,000, ,03,03,12,148,11,13,,19,148,11,13,,19,, ,
08-09,69,St. Louis                                    ,0704,01,PROCTOR PUBLIC SCHOOL DISTRICT     ,000, ,03,03,All Grades,1774,276,150,5,217,1800,276,152,5,243,, ,
08-09,69,St. Louis                                    ,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT    ,000, ,03,03,EC,,,,,,17,9,,,17,, ,
08-09,69,St. Louis                                    ,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT    ,000, ,03,03,KG,124,51,13,,13,124,51,13,,13,, ,
08-09,69,St. Louis                                    ,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT    ,000, ,03,03,01,102,42,14,1,10,102,42,14,1,10,, ,
08-09,69,St. Louis                                    ,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT    ,000, ,03,03,02,116,43,16,,18,116,43,16,,18,, ,
08-09,69,St. Louis                                    ,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT    ,000, ,03,03,03,89,35,8,,16,89,35,8,,16,, ,
08-09,69,St. Louis                                    ,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT    ,000, ,03,03,04,99,26,11,1,12,99,26,11,1,12,, ,
08-09,69,St. Louis                                    ,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT    ,000, ,03,03,05,114,28,14,,13,114,28,14,,13,, ,
08-09,69,St. Louis                                    ,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT    ,000, ,03,03,06,89,31,11,,15,89,31,11,,15,, ,
08-09,69,St. Louis                                    ,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT    ,000, ,03,03,07,129,25,16,,14,129,25,16,,14,, ,
08-09,69,St. Louis                                    ,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT    ,000, ,03,03,08,118,32,8,,8,118,32,8,,8,, ,
08-09,69,St. Louis                                    ,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT    ,000, ,03,03,09,136,33,10,,17,136,33,10,,17,, ,
08-09,69,St. Louis                                    ,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT    ,000, ,03,03,10,128,25,9,,19,128,25,9,,19,, ,
08-09,69,St. Louis                                    ,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT    ,000, ,03,03,11,130,14,13,,16,130,14,13,,16,, ,
08-09,69,St. Louis                                    ,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT    ,000, ,03,03,12,135,21,11,1,18,135,21,11,1,18,, ,
08-09,69,St. Louis                                    ,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT    ,000, ,03,03,All Grades,1509,406,154,3,189,1526,415,154,3,206,, ,
08-09,69,St. Louis                                    ,0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT   ,000, ,03,03,EC,,,,,,4,3,,,4,, ,
08-09,69,St. Louis                                    ,0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT   ,000, ,03,03,KG,14,10,2,,4,14,10,2,,4,, ,
08-09,69,St. Louis                                    ,0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT   ,000, ,03,03,01,8,2,2,,,8,2,2,,,, ,
08-09,69,St. Louis                                    ,0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT   ,000, ,03,03,02,10,6,3,,1,10,6,3,,1,, ,
08-09,69,St. Louis                                    ,0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT   ,000, ,03,03,03,6,6,,,1,6,6,,,1,, ,
08-09,69,St. Louis                                    ,0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT   ,000, ,03,03,04,10,7,1,,2,10,7,1,,2,, ,
08-09,69,St. Louis                                    ,0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT   ,000, ,03,03,05,12,7,1,,2,12,7,1,,2,, ,
08-09,69,St. Louis                                    ,0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT   ,000, ,03,03,06,14,8,2,,3,14,8,2,,3,, ,
08-09,69,St. Louis                                    ,0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT   ,000, ,03,03,All Grades,74,46,11,,13,78,49,11,,17,, ,
08-09,69,St. Louis                                    ,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      ,000, ,03,03,EC,,,,,,203,46,7,,203,, ,
08-09,69,St. Louis                                    ,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      ,000, ,03,03,KG,703,266,55,4,80,703,266,55,4,80,, ,
08-09,69,St. Louis                                    ,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      ,000, ,03,03,01,661,264,55,4,81,661,264,55,4,81,, ,
08-09,69,St. Louis                                    ,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      ,000, ,03,03,02,693,276,48,3,63,693,276,48,3,63,, ,
08-09,69,St. Louis                                    ,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      ,000, ,03,03,03,688,251,67,7,96,688,251,67,7,96,, ,
08-09,69,St. Louis                                    ,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      ,000, ,03,03,04,637,252,58,2,92,637,252,58,2,92,, ,
08-09,69,St. Louis                                    ,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      ,000, ,03,03,05,684,247,51,2,99,684,247,51,2,99,, ,
08-09,69,St. Louis                                    ,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      ,000, ,03,03,06,623,214,53,1,102,623,214,53,1,102,, ,
08-09,69,St. Louis                                    ,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      ,000, ,03,03,07,681,224,58,3,109,681,224,58,3,109,, ,
08-09,69,St. Louis                                    ,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      ,000, ,03,03,08,726,215,58,1,114,726,215,58,1,114,, ,
08-09,69,St. Louis                                    ,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      ,000, ,03,03,09,833,266,60,2,141,833,266,60,2,141,, ,
08-09,69,St. Louis                                    ,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      ,000, ,03,03,10,877,257,63,1,121,877,257,63,1,121,, ,
08-09,69,St. Louis                                    ,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      ,000, ,03,03,11,911,241,62,4,146,911,241,62,4,146,, ,
08-09,69,St. Louis                                    ,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      ,000, ,03,03,12,914,232,49,5,121,914,232,49,5,121,, ,
08-09,69,St. Louis                                    ,0709,01,DULUTH PUBLIC SCHOOL DISTRICT      ,000, ,03,03,All Grades,9631,3205,737,39,1365,9834,3251,744,39,1568,, ,
08-09,69,St. Louis                                    ,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT ,000, ,03,03,EC,,,,,,10,,2,,10,, ,
08-09,69,St. Louis                                    ,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT ,000, ,03,03,KG,44,21,4,,5,44,21,4,,5,, ,
08-09,69,St. Louis                                    ,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT ,000, ,03,03,01,41,16,3,,2,41,16,3,,2,, ,
08-09,69,St. Louis                                    ,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT ,000, ,03,03,02,42,17,3,,7,42,17,3,,7,, ,
08-09,69,St. Louis                                    ,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT ,000, ,03,03,03,39,18,4,,5,39,18,4,,5,, ,
08-09,69,St. Louis                                    ,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT ,000, ,03,03,04,39,14,,,6,39,14,,,6,, ,
08-09,69,St. Louis                                    ,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT ,000, ,03,03,05,38,12,4,,6,38,12,4,,6,, ,
08-09,69,St. Louis                                    ,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT ,000, ,03,03,06,48,23,3,,13,48,23,3,,13,, ,
08-09,69,St. Louis                                    ,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT ,000, ,03,03,07,39,17,5,,9,39,17,5,,9,, ,
08-09,69,St. Louis                                    ,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT ,000, ,03,03,08,44,17,4,,11,44,17,4,,11,, ,
08-09,69,St. Louis                                    ,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT ,000, ,03,03,09,58,26,5,,18,58,26,5,,18,, ,
08-09,69,St. Louis                                    ,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT ,000, ,03,03,10,54,28,3,,17,54,28,3,,17,, ,
08-09,69,St. Louis                                    ,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT ,000, ,03,03,11,66,31,2,,17,66,31,2,,17,, ,
08-09,69,St. Louis                                    ,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT ,000, ,03,03,12,54,22,3,,18,54,22,3,,18,, ,
08-09,69,St. Louis                                    ,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT ,000, ,03,03,All Grades,606,262,43,,134,616,262,45,,144,, ,
08-09,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,EC,,,,,,29,1,,,29,, ,
08-09,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,KG,131,16,5,2,22,131,16,5,2,22,, ,
08-09,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,01,115,17,10,5,16,115,17,10,5,16,, ,
08-09,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,02,105,14,2,5,16,105,14,2,5,16,, ,
08-09,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,03,106,13,6,7,15,106,13,6,7,15,, ,
08-09,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,04,130,11,9,3,13,130,11,9,3,13,, ,
08-09,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,05,124,13,6,2,14,124,13,6,2,14,, ,
08-09,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,06,110,13,13,2,8,110,13,13,2,8,, ,
08-09,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,07,130,10,13,3,21,130,10,13,3,21,, ,
08-09,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,08,105,11,6,1,11,105,11,6,1,11,, ,
08-09,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,09,112,7,3,,16,112,7,3,,16,, ,
08-09,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,10,113,6,6,2,15,113,6,6,2,15,, ,
08-09,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,11,111,8,3,,11,111,8,3,,11,, ,
08-09,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,12,122,3,4,1,13,122,3,4,1,13,, ,
08-09,70,Scott                                        ,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,000, ,11,11,All Grades,1514,142,86,33,191,1543,143,86,33,220,, ,
08-09,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,EC,,,,,,24,2,,,24,, ,
08-09,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,KG,131,19,9,5,12,131,19,9,5,12,, ,
08-09,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,01,115,20,8,3,17,115,20,8,3,17,, ,
08-09,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,02,140,23,16,7,20,140,23,16,7,20,, ,
08-09,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,03,114,23,10,5,19,114,23,10,5,19,, ,
08-09,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,04,125,22,7,5,15,125,22,7,5,15,, ,
08-09,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,05,147,19,15,5,27,147,19,15,5,27,, ,
08-09,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,06,128,24,18,6,20,128,24,18,6,20,, ,
08-09,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,07,117,16,9,,25,117,16,9,,25,, ,
08-09,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,08,132,17,6,1,20,132,17,6,1,20,, ,
08-09,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,09,137,22,13,2,23,137,22,13,2,23,, ,
08-09,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,10,125,23,9,1,19,125,23,9,1,19,, ,
08-09,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,11,116,18,6,2,13,116,18,6,2,13,, ,
08-09,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,12,113,7,2,,10,113,7,2,,10,, ,
08-09,70,Scott                                        ,0717,01,JORDAN PUBLIC SCHOOL DISTRICT      ,000, ,11,11,All Grades,1640,253,128,42,240,1664,255,128,42,264,, ,
08-09,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,EC,,,,,,84,5,,,84,, ,
08-09,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,KG,502,37,12,30,52,502,37,12,30,52,, ,
08-09,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,01,492,41,7,25,54,492,41,7,25,54,, ,
08-09,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,02,539,51,17,34,44,539,51,17,34,44,, ,
08-09,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,03,548,45,17,24,53,548,45,17,24,53,, ,
08-09,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,04,538,36,20,14,68,538,36,20,14,68,, ,
08-09,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,05,559,44,21,23,78,559,44,21,23,78,, ,
08-09,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,06,528,52,18,9,56,528,52,18,9,56,, ,
08-09,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,07,556,36,12,4,62,556,36,12,4,62,, ,
08-09,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,08,541,33,23,5,52,541,33,23,5,52,, ,
08-09,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,09,558,31,14,2,60,558,31,14,2,60,, ,
08-09,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,10,539,36,13,5,52,539,36,13,5,52,, ,
08-09,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,11,505,25,13,4,35,505,25,13,4,35,, ,
08-09,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,12,463,17,5,3,33,463,17,5,3,33,, ,
08-09,70,Scott                                        ,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS     ,000, ,11,11,All Grades,6868,484,192,182,699,6952,489,192,182,783,, ,
08-09,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,EC,,,,,,144,2,2,,144,, ,
08-09,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,KG,573,88,37,136,47,573,88,37,136,47,, ,
08-09,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,01,557,123,32,109,42,557,123,32,109,42,, ,
08-09,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,02,568,131,28,122,47,568,131,28,122,47,, ,
08-09,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,03,543,127,37,98,87,543,127,37,98,87,, ,
08-09,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,04,548,135,35,94,70,548,135,35,94,70,, ,
08-09,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,05,465,109,33,65,68,465,109,33,65,68,, ,
08-09,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,06,448,134,36,53,69,448,134,36,53,69,, ,
08-09,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,07,450,118,25,54,76,450,118,25,54,76,, ,
08-09,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,08,457,121,28,49,85,457,121,28,49,85,, ,
08-09,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,09,544,112,33,27,80,544,112,33,27,80,, ,
08-09,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,10,464,101,20,37,47,464,101,20,37,47,, ,
08-09,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,11,413,76,20,26,45,413,76,20,26,45,, ,
08-09,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,12,393,57,20,13,44,393,57,20,13,44,, ,
08-09,70,Scott                                        ,0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT    ,000, ,11,11,All Grades,6423,1432,384,883,807,6567,1434,386,883,951,, ,
08-09,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,EC,,,,,,61,7,2,,61,, ,
08-09,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,KG,269,13,19,2,21,269,13,19,2,21,, ,
08-09,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,01,278,24,12,4,31,278,24,12,4,31,, ,
08-09,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,02,269,22,20,7,29,269,22,20,7,29,, ,
08-09,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,03,262,20,21,4,31,262,20,21,4,31,, ,
08-09,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,04,274,12,15,,29,274,12,15,,29,, ,
08-09,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,05,284,22,20,3,27,284,22,20,3,27,, ,
08-09,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,06,273,26,13,3,29,273,26,13,3,29,, ,
08-09,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,07,272,15,15,3,29,272,15,15,3,29,, ,
08-09,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,08,253,11,15,2,32,253,11,15,2,32,, ,
08-09,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,09,300,13,11,1,32,300,13,11,1,32,, ,
08-09,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,10,290,9,17,1,38,290,9,17,1,38,, ,
08-09,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,11,275,5,10,2,16,275,5,10,2,16,, ,
08-09,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,12,238,1,12,2,16,238,1,12,2,16,, ,
08-09,70,Scott                                        ,0721,01,NEW PRAGUE AREA SCHOOLS            ,000, ,11,11,All Grades,3537,193,200,34,360,3598,200,202,34,421,, ,
08-09,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,EC,,,,,,21,3,,,21,, ,
08-09,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,KG,216,26,17,6,17,216,26,17,6,17,, ,
08-09,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,01,200,31,12,5,16,200,31,12,5,16,, ,
08-09,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,02,212,26,10,3,21,212,26,10,3,21,, ,
08-09,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,03,221,31,6,4,21,221,31,6,4,21,, ,
08-09,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,04,250,35,13,1,30,250,35,13,1,30,, ,
08-09,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,05,254,28,18,4,31,254,28,18,4,31,, ,
08-09,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,06,235,40,9,7,26,235,40,9,7,26,, ,
08-09,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,07,223,26,11,2,29,223,26,11,2,29,, ,
08-09,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,08,207,21,13,,25,207,21,13,,25,, ,
08-09,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,09,200,22,16,1,24,200,22,16,1,24,, ,
08-09,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,10,216,23,11,1,34,216,23,11,1,34,, ,
08-09,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,11,173,16,4,1,17,173,16,4,1,17,, ,
08-09,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,12,208,15,11,,27,208,15,11,,27,, ,
08-09,71,Sherburne                                    ,0726,01,BECKER PUBLIC SCHOOL DISTRICT      ,000, ,07,07W,All Grades,2815,340,151,35,318,2836,343,151,35,339,, ,
08-09,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,EC,,,,,,50,11,1,,50,, ,
08-09,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,KG,294,46,28,6,25,294,46,28,6,25,, ,
08-09,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,01,278,55,24,7,33,278,55,24,7,33,, ,
08-09,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,02,265,45,21,12,26,265,45,21,12,26,, ,
08-09,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,03,308,55,27,8,35,308,55,27,8,35,, ,
08-09,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,04,304,45,27,8,46,304,45,27,8,46,, ,
08-09,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,05,267,43,37,13,25,267,43,37,13,25,, ,
08-09,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,06,297,48,28,7,34,297,48,28,7,34,, ,
08-09,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,07,246,43,20,1,23,246,43,20,1,23,, ,
08-09,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,08,276,42,28,4,34,276,42,28,4,34,, ,
08-09,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,09,282,36,23,3,32,282,36,23,3,32,, ,
08-09,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,10,236,28,21,,24,236,28,21,,24,, ,
08-09,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,11,224,31,18,,34,224,31,18,,34,, ,
08-09,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,12,236,29,16,,17,236,29,16,,17,, ,
08-09,71,Sherburne                                    ,0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT    ,000, ,07,07W,All Grades,3513,546,318,69,388,3563,557,319,69,438,, ,
08-09,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,EC,,,,,,248,7,,,248,, ,
08-09,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,KG,953,95,46,39,107,953,95,46,39,107,, ,
08-09,71,Sherburne                                    ,0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT   ,000, ,07,07W,01,951,129,45,30,114,951,129,45,30,114,, ,
