DataYear,DistrictCouNum,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,grade,K12Enr,FreeK12,RedK12,LEPK12,SPEK12,EC12Enr,Free-EC12,Red-EC12,LEP-EC12,SPE-EC12,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
08-09,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,05,19,6,3,,1,19,6,3,,1,, ,
08-09,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,06,30,9,5,,4,30,9,5,,4,, ,
08-09,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,07,17,3,5,,5,17,3,5,,5,, ,
08-09,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,08,28,11,5,,7,28,11,5,,7,, ,
08-09,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,09,17,3,4,,3,17,3,4,,3,, ,
08-09,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,10,32,6,6,,5,32,6,6,,5,, ,
08-09,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,11,36,8,4,,7,36,8,4,,7,, ,
08-09,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,12,17,4,1,,3,17,4,1,,3,, ,
08-09,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,All Grades,307,80,54,,50,311,83,55,,54,, ,
08-09,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,EC,,,,,,13,6,,,13,, ,
08-09,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,KG,40,10,4,,2,40,10,4,,2,, ,
08-09,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,01,49,16,1,,5,49,16,1,,5,, ,
08-09,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,02,52,14,6,,4,52,14,6,,4,, ,
08-09,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,03,53,19,6,,10,53,19,6,,10,, ,
08-09,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,04,53,11,2,,7,53,11,2,,7,, ,
08-09,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,05,64,16,6,,10,64,16,6,,10,, ,
08-09,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,06,54,13,3,,7,54,13,3,,7,, ,
08-09,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,07,58,15,6,,8,58,15,6,,8,, ,
08-09,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,08,68,16,6,,13,68,16,6,,13,, ,
08-09,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,09,57,11,7,1,10,57,11,7,1,10,, ,
08-09,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,10,66,8,5,,12,66,8,5,,12,, ,
08-09,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,11,57,11,4,,7,57,11,4,,7,, ,
08-09,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,12,59,7,7,,12,59,7,7,,12,, ,
08-09,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,All Grades,730,167,63,1,107,743,173,63,1,120,, ,
08-09,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,EC,,,,,,5,1,,,5,, ,
08-09,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,KG,85,3,5,,8,85,3,5,,8,, ,
08-09,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,01,77,3,5,1,4,77,3,5,1,4,, ,
08-09,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,02,73,5,5,,6,73,5,5,,6,, ,
08-09,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,03,90,7,3,,10,90,7,3,,10,, ,
08-09,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,04,94,9,5,,10,94,9,5,,10,, ,
08-09,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,05,102,9,4,,8,102,9,4,,8,, ,
08-09,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,06,76,4,2,,13,76,4,2,,13,, ,
08-09,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,07,103,7,3,,7,103,7,3,,7,, ,
08-09,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,08,98,5,4,,8,98,5,4,,8,, ,
08-09,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,09,86,7,5,,11,86,7,5,,11,, ,
08-09,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,10,92,11,4,,11,92,11,4,,11,, ,
08-09,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,11,87,3,1,,14,87,3,1,,14,, ,
08-09,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,12,91,2,1,1,6,91,2,1,1,6,, ,
08-09,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,All Grades,1154,75,47,2,116,1159,76,47,2,121,, ,
08-09,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,EC,,,,,,1,1,,,1,, ,
08-09,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,KG,20,8,2,,4,20,8,2,,4,, ,
08-09,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,01,19,10,2,,2,19,10,2,,2,, ,
08-09,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,02,24,3,3,,,24,3,3,,,, ,
08-09,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,03,20,2,2,,2,20,2,2,,2,, ,
08-09,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,04,21,7,2,,5,21,7,2,,5,, ,
08-09,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,05,26,8,2,,3,26,8,2,,3,, ,
08-09,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,06,32,4,5,,6,32,4,5,,6,, ,
08-09,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,07,31,7,5,,5,31,7,5,,5,, ,
08-09,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,08,24,9,2,,5,24,9,2,,5,, ,
08-09,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,09,21,6,4,,3,21,6,4,,3,, ,
08-09,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,10,22,9,3,,4,22,9,3,,4,, ,
08-09,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,11,25,5,2,,4,25,5,2,,4,, ,
08-09,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,12,29,5,4,,4,29,5,4,,4,, ,
08-09,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,All Grades,314,83,38,,47,315,84,38,,48,, ,
08-09,10,Carver                                       ,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT     ,000, ,11,11,EC,,,,,,31,3,1,,31,, ,
08-09,10,Carver                                       ,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT     ,000, ,11,11,KG,72,12,7,4,14,72,12,7,4,14,, ,
08-09,10,Carver                                       ,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT     ,000, ,11,11,01,66,17,2,3,7,66,17,2,3,7,, ,
08-09,10,Carver                                       ,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT     ,000, ,11,11,02,72,10,4,,11,72,10,4,,11,, ,
08-09,10,Carver                                       ,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT     ,000, ,11,11,03,77,15,4,1,10,77,15,4,1,10,, ,
08-09,10,Carver                                       ,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT     ,000, ,11,11,04,70,16,7,4,9,70,16,7,4,9,, ,
08-09,10,Carver                                       ,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT     ,000, ,11,11,05,72,15,6,3,15,72,15,6,3,15,, ,
08-09,10,Carver                                       ,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT     ,000, ,11,11,06,58,11,3,2,6,58,11,3,2,6,, ,
08-09,10,Carver                                       ,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT     ,000, ,11,11,07,94,8,4,3,12,94,8,4,3,12,, ,
08-09,10,Carver                                       ,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT     ,000, ,11,11,08,68,8,2,3,6,68,8,2,3,6,, ,
08-09,10,Carver                                       ,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT     ,000, ,11,11,09,102,11,8,1,12,102,11,8,1,12,, ,
08-09,10,Carver                                       ,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT     ,000, ,11,11,10,94,11,3,,6,94,11,3,,6,, ,
08-09,10,Carver                                       ,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT     ,000, ,11,11,11,90,10,3,1,4,90,10,3,1,4,, ,
08-09,10,Carver                                       ,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT     ,000, ,11,11,12,93,5,5,,9,93,5,5,,9,, ,
08-09,10,Carver                                       ,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT     ,000, ,11,11,All Grades,1028,149,58,25,121,1059,152,59,25,152,, ,
08-09,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,EC,,,,,,54,3,,,54,, ,
08-09,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,KG,216,10,2,3,17,216,10,2,3,17,, ,
08-09,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,01,259,14,9,4,19,259,14,9,4,19,, ,
08-09,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,02,252,15,8,,20,252,15,8,,20,, ,
08-09,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,03,206,12,5,1,24,206,12,5,1,24,, ,
08-09,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,04,224,15,6,2,36,224,15,6,2,36,, ,
08-09,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,05,245,14,11,2,42,245,14,11,2,42,, ,
08-09,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,06,216,8,8,,21,216,8,8,,21,, ,
08-09,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,07,237,16,5,,25,237,16,5,,25,, ,
08-09,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,08,244,9,8,,25,244,9,8,,25,, ,
08-09,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,09,248,10,11,,17,248,10,11,,17,, ,
08-09,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,10,236,19,6,2,31,236,19,6,2,31,, ,
08-09,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,11,223,15,7,,22,223,15,7,,22,, ,
08-09,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,12,219,6,3,,21,219,6,3,,21,, ,
08-09,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,All Grades,3025,163,89,14,320,3079,166,89,14,374,, ,
08-09,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,EC,,,,,,30,5,2,,30,, ,
08-09,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,KG,126,13,8,,14,126,13,8,,14,, ,
08-09,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,01,152,14,14,1,26,152,14,14,1,26,, ,
08-09,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,02,119,13,12,1,17,119,13,12,1,17,, ,
08-09,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,03,138,16,6,,20,138,16,6,,20,, ,
08-09,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,04,103,8,5,,11,103,8,5,,11,, ,
08-09,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,05,113,14,13,,13,113,14,13,,13,, ,
08-09,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,06,120,14,8,,16,120,14,8,,16,, ,
08-09,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,07,108,10,5,1,12,108,10,5,1,12,, ,
08-09,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,08,127,11,15,,10,127,11,15,,10,, ,
08-09,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,09,136,11,7,1,6,136,11,7,1,6,, ,
08-09,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,10,131,11,8,1,12,131,11,8,1,12,, ,
08-09,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,11,116,12,5,1,9,116,12,5,1,9,, ,
08-09,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,12,142,7,4,,10,142,7,4,,10,, ,
08-09,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,All Grades,1631,154,110,6,176,1661,159,112,6,206,, ,
08-09,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,EC,,,,,,139,2,,,139,, ,
08-09,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,KG,630,77,20,61,54,630,77,20,61,54,, ,
08-09,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,01,647,83,33,82,34,647,83,33,82,34,, ,
08-09,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,02,719,81,29,70,49,719,81,29,70,49,, ,
08-09,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,03,711,79,37,68,72,711,79,37,68,72,, ,
08-09,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,04,704,86,30,61,82,704,86,30,61,82,, ,
08-09,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,05,670,67,23,48,92,670,67,23,48,92,, ,
08-09,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,06,693,72,26,37,91,693,72,26,37,91,, ,
08-09,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,07,699,80,30,38,84,699,80,30,38,84,, ,
08-09,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,08,652,59,29,19,80,652,59,29,19,80,, ,
08-09,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,09,642,60,24,33,56,642,60,24,33,56,, ,
08-09,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,10,654,63,22,22,69,654,63,22,22,69,, ,
08-09,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,11,663,51,32,18,54,663,51,32,18,54,, ,
08-09,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,12,610,42,13,10,78,610,42,13,10,78,, ,
08-09,10,Carver                                       ,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,000, ,11,11,All Grades,8694,900,348,567,895,8833,902,348,567,1034,, ,
08-09,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,EC,,,,,,9,,,,9,, ,
08-09,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,KG,67,31,6,,6,67,31,6,,6,, ,
08-09,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,01,45,22,5,,6,45,22,5,,6,, ,
08-09,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,02,67,26,9,,12,67,26,9,,12,, ,
08-09,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,03,69,30,4,,7,69,30,4,,7,, ,
08-09,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,04,46,19,6,,10,46,19,6,,10,, ,
08-09,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,05,64,16,8,,8,64,16,8,,8,, ,
08-09,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,06,48,16,3,,8,48,16,3,,8,, ,
08-09,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,07,52,19,9,,10,52,19,9,,10,, ,
08-09,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,08,49,17,2,,6,49,17,2,,6,, ,
08-09,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,09,80,26,12,,18,80,26,12,,18,, ,
08-09,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,10,84,25,4,1,23,84,25,4,1,23,, ,
08-09,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,11,80,23,5,,15,80,23,5,,15,, ,
08-09,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,12,76,20,6,1,11,76,20,6,1,11,, ,
08-09,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,000, ,05,05,All Grades,827,290,79,2,140,836,290,79,2,149,, ,
08-09,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,EC,,,,,,25,17,,,25,, ,
08-09,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,KG,108,83,11,,12,108,83,11,,12,, ,
08-09,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,01,95,71,11,,20,95,71,11,,20,, ,
08-09,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,02,95,75,8,,21,95,75,8,,21,, ,
08-09,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,03,102,80,8,,30,102,80,8,,30,, ,
08-09,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,04,67,50,9,,15,67,50,9,,15,, ,
08-09,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,05,73,49,7,,19,73,49,7,,19,, ,
08-09,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,06,69,49,7,,25,69,49,7,,25,, ,
08-09,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,07,69,47,7,,15,69,47,7,,15,, ,
08-09,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,08,62,46,6,,15,62,46,6,,15,, ,
08-09,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,09,96,65,9,,27,96,65,9,,27,, ,
08-09,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,10,74,46,8,,24,74,46,8,,24,, ,
08-09,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,11,100,60,8,,21,100,60,8,,21,, ,
08-09,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,12,63,33,11,,8,63,33,11,,8,, ,
08-09,11,Cass                                         ,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,000, ,05,05,All Grades,1073,754,110,,252,1098,771,110,,277,, ,
08-09,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,EC,,,,,,19,8,2,,19,, ,
08-09,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,KG,55,17,10,,11,55,17,10,,11,, ,
08-09,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,01,64,16,12,,7,64,16,12,,7,, ,
08-09,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,02,55,25,9,,10,55,25,9,,10,, ,
08-09,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,03,58,17,7,,11,58,17,7,,11,, ,
08-09,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,04,52,25,8,,10,52,25,8,,10,, ,
08-09,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,05,58,19,13,,9,58,19,13,,9,, ,
08-09,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,06,53,14,12,,10,53,14,12,,10,, ,
08-09,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,07,56,22,12,,17,56,22,12,,17,, ,
08-09,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,08,53,15,10,,9,53,15,10,,9,, ,
08-09,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,09,65,22,14,,10,65,22,14,,10,, ,
08-09,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,10,63,19,13,,12,63,19,13,,12,, ,
08-09,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,11,62,20,12,,13,62,20,12,,13,, ,
08-09,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,12,70,21,8,,6,70,21,8,,6,, ,
08-09,11,Cass                                         ,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,000, ,05,05,All Grades,764,252,140,,135,783,260,142,,154,, ,
08-09,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,EC,,,,,,5,,,,5,, ,
08-09,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,KG,27,13,5,,5,27,13,5,,5,, ,
08-09,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,01,41,17,9,,5,41,17,9,,5,, ,
08-09,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,02,25,11,3,,5,25,11,3,,5,, ,
08-09,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,03,26,9,7,,3,26,9,7,,3,, ,
08-09,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,04,19,10,4,,7,19,10,4,,7,, ,
08-09,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,05,35,18,5,,12,35,18,5,,12,, ,
08-09,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,06,33,18,5,,10,33,18,5,,10,, ,
08-09,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,07,39,16,6,,9,39,16,6,,9,, ,
08-09,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,08,27,13,4,,7,27,13,4,,7,, ,
08-09,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,09,32,21,4,,14,32,21,4,,14,, ,
08-09,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,10,54,25,5,,15,54,25,5,,15,, ,
08-09,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,11,46,19,7,,15,46,19,7,,15,, ,
08-09,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,12,40,11,7,,11,40,11,7,,11,, ,
08-09,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05,All Grades,444,201,71,,118,449,201,71,,123,, ,
