DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,ASI_Male,ASI_Female,BLK_Male,BLK_Female,HIS_Male,HIS_Female,HPI_Male,HPI_Female,MLT_Male,MLT_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
14-15,07,Blue Earth                                   ,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     ,000, ,09,09,All Grades,14,8,79,96,422,372,216,205,2,4,110,107,3278,3035,4121,3827,1635,7948,District,EC-12,, ,
14-15,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09,EC,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,District,EC-12,, ,
14-15,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09,KG,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,0,6,District,EC-12,, ,
14-15,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09,01,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,8,District,EC-12,, ,
14-15,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09,02,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,7,0,12,District,EC-12,, ,
14-15,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09,03,0,0,0,0,0,0,1,0,0,0,0,0,8,5,9,5,1,14,District,EC-12,, ,
14-15,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09,04,0,0,0,0,0,0,1,0,0,0,0,0,3,7,4,7,1,11,District,EC-12,, ,
14-15,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09,05,0,0,0,0,0,0,0,1,0,0,0,0,6,12,6,13,1,19,District,EC-12,, ,
14-15,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09,06,0,0,0,0,0,0,0,0,0,0,1,0,8,5,9,5,1,14,District,EC-12,, ,
14-15,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09,07,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,6,0,8,District,EC-12,, ,
14-15,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09,08,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,6,0,15,District,EC-12,, ,
14-15,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09,09,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,9,District,EC-12,, ,
14-15,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09,10,0,0,0,0,0,0,1,0,0,0,0,0,6,6,7,6,1,13,District,EC-12,, ,
14-15,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09,11,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,6,0,11,District,EC-12,, ,
14-15,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09,12,0,0,0,0,0,0,0,0,0,0,0,1,8,2,8,3,1,11,District,EC-12,, ,
14-15,08,Brown                                        ,0081,01,COMFREY PUBLIC SCHOOL DISTRICT     ,000, ,09,09,All Grades,0,0,0,0,0,0,3,1,0,0,1,1,73,74,77,76,6,153,District,EC-12,, ,
14-15,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09,EC,0,0,0,0,0,0,1,3,0,0,0,0,2,1,3,4,4,7,District,EC-12,, ,
14-15,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09,KG,0,0,0,0,0,0,3,8,0,0,1,0,19,6,23,14,12,37,District,EC-12,, ,
14-15,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09,01,0,0,0,0,0,1,8,8,0,0,0,0,10,10,18,19,17,37,District,EC-12,, ,
14-15,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09,02,0,0,0,0,0,0,9,6,0,0,0,0,12,6,21,12,15,33,District,EC-12,, ,
14-15,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09,03,0,0,1,0,0,0,5,8,0,0,0,0,15,11,21,19,14,40,District,EC-12,, ,
14-15,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09,04,0,0,0,0,1,1,8,4,0,0,0,0,12,9,21,14,14,35,District,EC-12,, ,
14-15,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09,05,0,0,0,1,0,1,7,5,0,0,0,0,18,14,25,21,14,46,District,EC-12,, ,
14-15,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09,06,0,0,0,0,0,0,5,9,0,0,1,0,14,10,20,19,15,39,District,EC-12,, ,
14-15,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09,07,0,0,0,0,0,0,8,7,0,0,0,0,17,19,25,26,15,51,District,EC-12,, ,
14-15,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09,08,0,0,0,0,0,0,5,5,0,0,0,0,13,9,18,14,10,32,District,EC-12,, ,
14-15,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09,09,0,0,0,0,0,0,9,4,0,0,0,0,24,20,33,24,13,57,District,EC-12,, ,
14-15,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09,10,0,0,0,0,0,0,3,7,0,0,0,0,16,12,19,19,10,38,District,EC-12,, ,
14-15,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09,11,0,0,0,0,0,0,6,7,0,0,0,0,17,11,23,18,13,41,District,EC-12,, ,
14-15,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09,12,0,0,1,0,0,0,6,7,0,0,0,0,10,9,17,16,14,33,District,EC-12,, ,
14-15,08,Brown                                        ,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT  ,000, ,09,09,All Grades,0,0,2,1,1,3,83,88,0,0,2,0,199,147,287,239,180,526,District,EC-12,, ,
14-15,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,EC,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,8,District,EC-12,, ,
14-15,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,KG,0,0,0,0,0,0,1,2,0,0,0,0,20,12,21,14,3,35,District,EC-12,, ,
14-15,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,01,1,0,0,0,0,0,4,4,0,0,0,0,21,20,26,24,9,50,District,EC-12,, ,
14-15,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,02,0,0,0,0,0,0,2,5,0,0,0,0,29,13,31,18,7,49,District,EC-12,, ,
14-15,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,03,0,0,0,0,0,0,1,1,0,0,0,0,18,13,19,14,2,33,District,EC-12,, ,
14-15,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,04,0,0,0,0,0,0,4,2,0,0,0,1,18,14,22,17,7,39,District,EC-12,, ,
14-15,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,05,0,0,0,0,0,0,0,2,0,0,0,0,28,12,28,14,2,42,District,EC-12,, ,
14-15,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,06,0,0,0,0,0,0,1,5,0,0,1,0,20,22,22,27,7,49,District,EC-12,, ,
14-15,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,07,0,0,0,0,0,0,2,1,0,0,0,1,27,16,29,18,4,47,District,EC-12,, ,
14-15,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,08,0,0,0,0,0,0,3,4,0,0,0,0,23,15,26,19,7,45,District,EC-12,, ,
14-15,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,09,0,0,0,0,0,0,2,1,0,0,0,1,18,27,20,29,4,49,District,EC-12,, ,
14-15,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,10,0,0,0,0,0,0,0,2,0,0,0,2,23,22,23,26,4,49,District,EC-12,, ,
14-15,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,11,0,0,0,0,0,0,2,0,0,0,0,0,23,22,25,22,2,47,District,EC-12,, ,
14-15,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,12,0,0,0,1,1,0,2,3,0,0,0,0,20,32,23,36,7,59,District,EC-12,, ,
14-15,08,Brown                                        ,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT ,000, ,09,09,All Grades,1,0,0,1,1,0,24,32,0,0,1,5,293,243,320,281,65,601,District,EC-12,, ,
14-15,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09,EC,0,0,0,0,0,0,4,1,0,0,0,0,24,8,28,9,5,37,District,EC-12,, ,
14-15,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09,KG,0,0,0,0,3,0,7,3,0,0,2,1,79,69,91,73,16,164,District,EC-12,, ,
14-15,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09,01,0,0,1,0,2,0,7,1,0,0,1,2,70,77,81,80,14,161,District,EC-12,, ,
14-15,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09,02,0,0,1,0,0,2,7,6,0,0,2,0,81,66,91,74,18,165,District,EC-12,, ,
14-15,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09,03,0,0,0,0,1,0,7,3,0,0,1,1,65,65,74,69,13,143,District,EC-12,, ,
14-15,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09,04,0,0,1,0,0,0,1,0,0,0,2,0,63,64,67,64,4,131,District,EC-12,, ,
14-15,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09,05,0,0,0,0,1,0,3,4,0,0,0,0,61,81,65,85,8,150,District,EC-12,, ,
14-15,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09,06,0,0,1,1,1,0,7,6,0,0,1,0,74,46,84,53,17,137,District,EC-12,, ,
14-15,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09,07,0,0,0,1,0,2,2,2,0,0,1,0,81,59,84,64,8,148,District,EC-12,, ,
14-15,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09,08,0,0,0,1,2,0,5,2,0,0,0,1,75,71,82,75,11,157,District,EC-12,, ,
14-15,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09,09,1,0,1,4,1,0,3,1,0,0,2,0,87,79,95,84,13,179,District,EC-12,, ,
14-15,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09,10,0,0,1,1,1,1,1,1,0,0,0,2,76,64,79,69,8,148,District,EC-12,, ,
14-15,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09,11,0,0,4,1,1,0,3,0,0,0,0,0,65,67,73,68,9,141,District,EC-12,, ,
14-15,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09,12,0,0,1,0,0,0,1,2,0,0,0,2,75,60,77,64,6,141,District,EC-12,, ,
14-15,08,Brown                                        ,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     ,000, ,09,09,All Grades,1,0,11,9,13,5,58,32,0,0,12,9,976,876,1071,931,150,2002,District,EC-12,, ,
14-15,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,EC,0,0,0,0,0,0,1,0,0,0,0,0,7,5,8,5,1,13,District,EC-12,, ,
14-15,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,KG,1,1,0,0,0,0,0,1,0,0,1,1,18,22,20,25,5,45,District,EC-12,, ,
14-15,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,01,0,0,0,0,0,0,1,0,0,0,2,1,26,34,29,35,4,64,District,EC-12,, ,
14-15,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,02,0,1,0,0,0,0,0,0,0,0,2,1,29,21,31,23,4,54,District,EC-12,, ,
14-15,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,03,1,0,0,0,0,0,2,0,0,0,1,5,34,26,38,31,9,69,District,EC-12,, ,
14-15,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,04,0,0,0,0,0,0,1,0,0,0,3,2,36,20,40,22,6,62,District,EC-12,, ,
14-15,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,05,0,0,0,0,0,0,0,0,0,0,2,1,22,36,24,37,3,61,District,EC-12,, ,
14-15,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,06,2,0,0,1,0,1,0,0,0,0,1,1,32,22,35,25,6,60,District,EC-12,, ,
14-15,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,07,1,0,0,0,0,0,0,0,0,0,1,3,27,33,29,36,5,65,District,EC-12,, ,
14-15,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,08,1,0,0,0,0,1,0,0,0,0,0,0,38,36,39,37,2,76,District,EC-12,, ,
14-15,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,09,0,0,0,0,0,0,0,0,0,0,1,0,35,25,36,25,1,61,District,EC-12,, ,
14-15,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,10,0,0,0,0,0,0,0,0,0,0,0,1,27,22,27,23,1,50,District,EC-12,, ,
14-15,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,11,0,0,0,0,0,0,0,0,0,0,0,0,32,30,32,30,0,62,District,EC-12,, ,
14-15,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,12,0,1,0,1,0,0,0,0,0,0,2,1,21,26,23,29,5,52,District,EC-12,, ,
14-15,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,All Grades,6,3,0,2,0,2,5,1,0,0,16,17,384,358,411,383,52,794,District,EC-12,, ,
14-15,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,EC,1,0,0,0,0,0,0,0,0,0,0,0,9,4,10,4,1,14,District,EC-12,, ,
14-15,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,KG,1,2,0,0,0,0,0,0,0,0,1,1,16,9,18,12,5,30,District,EC-12,, ,
14-15,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,01,1,7,0,0,1,1,0,0,0,0,1,0,16,12,19,20,11,39,District,EC-12,, ,
14-15,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,02,2,5,0,0,0,0,0,0,0,0,0,1,12,12,14,18,8,32,District,EC-12,, ,
14-15,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,03,7,0,0,0,0,0,0,0,0,0,0,0,11,11,18,11,7,29,District,EC-12,, ,
14-15,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,04,3,2,0,0,0,0,0,0,0,0,0,1,22,10,25,13,6,38,District,EC-12,, ,
14-15,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,05,1,3,1,0,0,1,0,0,0,1,1,0,14,9,17,14,8,31,District,EC-12,, ,
14-15,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,06,3,2,0,0,0,0,1,0,0,0,0,0,17,18,21,20,6,41,District,EC-12,, ,
14-15,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,07,8,3,0,0,0,0,0,1,0,0,0,0,25,16,33,20,12,53,District,EC-12,, ,
14-15,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,08,1,3,0,0,0,0,0,1,0,0,1,1,13,9,15,14,7,29,District,EC-12,, ,
14-15,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,09,2,4,0,0,0,0,0,0,0,0,1,0,16,18,19,22,7,41,District,EC-12,, ,
14-15,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,10,7,5,0,0,0,0,0,0,0,0,0,0,23,17,30,22,12,52,District,EC-12,, ,
14-15,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,11,7,3,0,0,0,0,0,0,0,0,0,0,12,14,19,17,10,36,District,EC-12,, ,
14-15,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,12,0,6,0,0,0,0,0,0,0,0,1,0,13,18,14,24,7,38,District,EC-12,, ,
14-15,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,All Grades,44,45,1,0,1,2,1,2,0,1,6,4,219,177,272,231,107,503,District,EC-12,, ,
14-15,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,EC,10,3,0,1,0,0,0,0,1,0,2,0,16,11,29,15,17,44,District,EC-12,, ,
14-15,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,KG,12,20,0,0,0,1,1,0,0,1,14,14,84,80,111,116,63,227,District,EC-12,, ,
14-15,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,01,9,7,0,0,0,0,2,0,0,0,10,6,59,73,80,86,34,166,District,EC-12,, ,
14-15,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,02,16,11,0,0,0,1,1,1,0,0,11,19,76,71,104,103,60,207,District,EC-12,, ,
14-15,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,03,7,7,0,0,0,1,1,2,0,0,13,10,88,71,109,91,41,200,District,EC-12,, ,
14-15,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,04,11,6,0,1,0,0,1,2,0,1,15,14,74,56,101,80,51,181,District,EC-12,, ,
14-15,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,05,5,10,1,1,0,1,1,1,0,0,11,15,77,69,95,97,46,192,District,EC-12,, ,
14-15,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,06,9,14,1,1,1,0,1,3,0,0,11,8,81,55,104,81,49,185,District,EC-12,, ,
14-15,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,07,10,18,1,1,0,1,2,0,0,0,15,8,66,69,94,97,56,191,District,EC-12,, ,
14-15,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,08,9,10,1,2,0,0,2,3,0,0,8,12,74,61,94,88,47,182,District,EC-12,, ,
14-15,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,09,12,12,2,0,0,0,6,0,0,0,15,5,66,59,101,76,52,177,District,EC-12,, ,
14-15,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,10,9,8,1,0,0,0,3,2,0,0,15,11,69,79,97,100,49,197,District,EC-12,, ,
14-15,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,11,11,13,1,0,0,1,1,5,0,0,9,6,78,70,100,95,47,195,District,EC-12,, ,
14-15,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,12,11,10,2,0,0,0,3,1,0,0,12,8,57,70,85,89,47,174,District,EC-12,, ,
14-15,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,All Grades,141,149,10,7,1,6,25,20,1,2,161,136,965,894,1304,1214,659,2518,District,EC-12,, ,
14-15,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,EC,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,0,5,District,EC-12,, ,
14-15,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,KG,1,4,1,0,0,2,0,0,0,0,0,0,21,21,23,27,8,50,District,EC-12,, ,
14-15,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,01,0,0,0,0,0,1,0,1,0,0,0,0,4,1,4,3,2,7,District,EC-12,, ,
14-15,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,02,0,0,0,0,0,0,0,0,0,0,0,0,11,13,11,13,0,24,District,EC-12,, ,
14-15,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,03,2,1,1,0,1,0,0,0,0,0,0,0,11,19,15,20,5,35,District,EC-12,, ,
14-15,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,04,1,0,0,0,0,0,0,0,0,0,0,0,9,13,10,13,1,23,District,EC-12,, ,
14-15,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,05,1,1,0,0,0,0,0,0,0,0,0,0,16,11,17,12,2,29,District,EC-12,, ,
14-15,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,06,0,0,0,0,0,0,0,0,0,0,0,0,12,5,12,5,0,17,District,EC-12,, ,
14-15,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,07,0,0,1,0,0,0,0,0,0,0,0,0,9,13,10,13,1,23,District,EC-12,, ,
14-15,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,08,0,0,0,0,0,0,0,0,0,0,0,0,19,13,19,13,0,32,District,EC-12,, ,
14-15,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,09,0,0,1,0,0,1,0,0,0,0,0,0,5,9,6,10,2,16,District,EC-12,, ,
14-15,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,10,0,1,0,0,0,0,1,0,0,0,0,0,17,12,18,13,2,31,District,EC-12,, ,
14-15,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,11,0,0,0,0,0,1,0,0,0,0,0,0,7,11,7,12,1,19,District,EC-12,, ,
14-15,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,12,2,0,0,1,0,0,0,0,0,0,0,0,14,9,16,10,3,26,District,EC-12,, ,
14-15,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,All Grades,7,7,4,1,1,5,1,1,0,0,0,0,159,151,172,165,27,337,District,EC-12,, ,
14-15,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,EC,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,7,District,EC-12,, ,
14-15,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,KG,0,0,1,0,0,0,0,0,0,0,2,1,25,23,28,24,4,52,District,EC-12,, ,
14-15,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,01,0,0,0,0,0,0,1,0,0,0,4,1,25,20,30,21,6,51,District,EC-12,, ,
14-15,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,02,0,0,1,0,0,0,0,0,0,0,1,1,25,22,27,23,3,50,District,EC-12,, ,
14-15,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,03,0,0,0,0,0,0,0,0,0,0,0,1,22,24,22,25,1,47,District,EC-12,, ,
14-15,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,04,0,0,0,0,0,1,0,0,0,0,1,1,22,18,23,20,3,43,District,EC-12,, ,
14-15,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,05,0,0,0,0,0,0,1,0,0,0,0,1,24,24,25,25,2,50,District,EC-12,, ,
14-15,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,06,0,0,0,0,0,0,0,1,0,0,0,5,20,14,20,20,6,40,District,EC-12,, ,
14-15,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,07,0,0,1,0,0,0,1,2,0,0,0,2,27,20,29,24,6,53,District,EC-12,, ,
14-15,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,08,0,0,0,0,0,1,0,1,0,0,1,3,26,26,27,31,6,58,District,EC-12,, ,
