DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
08-09,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,04,1,0,10,9,14,14,32,35,114,90,171,148,115,319,, ,
08-09,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,05,1,2,11,14,13,16,23,33,82,83,130,148,113,278,, ,
08-09,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,06,1,0,13,11,10,13,37,24,117,94,178,142,109,320,, ,
08-09,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,07,3,0,8,8,13,10,25,33,102,99,151,150,100,301,, ,
08-09,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,08,0,4,8,5,9,10,36,39,81,93,134,151,111,285,, ,
08-09,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,09,2,2,8,9,7,10,42,48,119,98,178,167,128,345,, ,
08-09,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,10,1,2,10,4,9,12,40,35,115,104,175,157,113,332,, ,
08-09,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,11,0,1,6,10,10,11,38,32,113,115,167,169,108,336,, ,
08-09,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,12,1,1,12,8,6,12,28,25,113,118,160,164,93,324,, ,
08-09,27,Hennepin                                     ,0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST. ,000, ,11,11,All Grades,19,17,126,117,155,172,451,442,1421,1338,2172,2086,1499,4258,, ,
08-09,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,EC,0,0,9,4,2,0,11,2,62,24,84,30,28,114,, ,
08-09,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,KG,2,1,41,32,8,14,31,25,271,229,353,301,154,654,, ,
08-09,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,01,1,1,48,47,13,5,27,17,261,256,350,326,159,676,, ,
08-09,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,02,1,0,41,50,5,4,25,37,317,275,389,366,163,755,, ,
08-09,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,03,0,0,44,51,14,16,41,27,310,285,409,379,193,788,, ,
08-09,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,04,0,1,35,41,12,6,27,33,329,275,403,356,155,759,, ,
08-09,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,05,4,1,41,26,5,10,25,31,310,294,385,362,143,747,, ,
08-09,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,06,1,0,46,36,10,12,36,38,292,300,385,386,179,771,, ,
08-09,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,07,1,0,34,40,4,9,29,37,331,316,399,402,154,801,, ,
08-09,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,08,0,2,30,35,13,11,29,36,340,319,412,403,156,815,, ,
08-09,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,09,0,2,35,39,13,10,38,41,336,340,422,432,178,854,, ,
08-09,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,10,2,1,43,30,7,6,32,26,357,359,441,422,147,863,, ,
08-09,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,11,4,1,24,31,9,12,27,32,344,322,408,398,140,806,, ,
08-09,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,12,2,4,27,24,10,4,49,22,345,324,433,378,142,811,, ,
08-09,27,Hennepin                                     ,0284,01,WAYZATA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,All Grades,18,14,498,486,125,119,427,404,4205,3918,5273,4941,2091,10214,, ,
08-09,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,EC,0,0,0,0,3,0,3,1,4,0,10,1,7,11,, ,
08-09,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,KG,0,1,10,11,21,18,44,37,20,21,95,88,142,183,, ,
08-09,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,01,1,2,5,12,14,14,41,24,29,14,90,66,113,156,, ,
08-09,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,02,0,0,7,8,14,9,26,33,26,21,73,71,97,144,, ,
08-09,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,03,1,2,9,6,21,13,36,24,11,15,78,60,112,138,, ,
08-09,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,04,1,1,5,6,9,7,31,27,6,18,52,59,87,111,, ,
08-09,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,05,2,1,1,7,15,6,37,29,17,17,72,60,98,132,, ,
08-09,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,06,1,1,8,8,11,11,24,24,12,11,56,55,88,111,, ,
08-09,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,07,0,2,8,6,10,9,34,27,11,13,63,57,96,120,, ,
08-09,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,08,0,0,8,9,11,5,32,15,5,14,56,43,80,99,, ,
08-09,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,09,4,1,8,17,13,13,36,33,46,44,107,108,125,215,, ,
08-09,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,10,6,6,17,8,5,8,28,35,46,59,102,116,113,218,, ,
08-09,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,11,4,3,19,11,10,8,25,26,40,59,98,107,106,205,, ,
08-09,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,12,4,3,15,13,6,10,24,13,31,50,80,89,88,169,, ,
08-09,27,Hennepin                                     ,0286,01,BROOKLYN CENTER SCHOOL DISTRICT    ,000, ,11,11,All Grades,24,23,120,122,163,131,421,348,304,356,1032,980,1352,2012,, ,
08-09,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,01,0,0,0,0,0,0,0,0,1,0,1,0,0,1,, ,
08-09,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,02,0,0,1,0,0,0,1,0,0,0,2,0,2,2,, ,
08-09,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,03,0,0,0,0,0,0,3,0,5,0,8,0,3,8,, ,
08-09,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,04,1,0,0,0,0,0,5,2,8,0,14,2,8,16,, ,
08-09,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,05,0,0,0,0,0,0,8,3,7,0,15,3,11,18,, ,
08-09,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,06,0,0,1,0,0,0,11,3,6,1,18,4,15,22,, ,
08-09,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,07,2,0,1,0,0,0,5,0,13,3,21,3,8,24,, ,
08-09,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,08,2,0,1,0,1,1,13,6,10,5,27,12,24,39,, ,
08-09,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,09,0,0,0,1,5,3,26,12,28,7,59,23,47,82,, ,
08-09,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,10,2,2,4,3,14,1,35,15,50,19,105,40,76,145,, ,
08-09,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,11,3,2,5,6,12,16,63,37,75,54,158,115,144,273,, ,
08-09,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,12,9,6,39,26,44,60,164,147,331,216,587,455,495,1042,, ,
08-09,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11,All Grades,19,10,52,36,76,81,334,225,534,305,1015,657,833,1672,, ,
08-09,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,EC,0,0,0,0,0,0,0,0,4,2,4,2,0,6,, ,
08-09,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,KG,0,0,1,1,2,0,0,0,35,41,38,42,4,80,, ,
08-09,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,01,1,0,0,0,0,0,0,0,46,46,47,46,1,93,, ,
08-09,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,02,0,0,0,2,0,2,1,1,49,54,50,59,6,109,, ,
08-09,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,03,1,0,1,1,2,2,1,0,51,52,56,55,8,111,, ,
08-09,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,04,1,0,0,0,0,1,0,1,30,46,31,48,3,79,, ,
08-09,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,05,2,1,0,1,2,0,0,2,49,49,53,53,8,106,, ,
08-09,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,06,0,0,1,0,0,4,3,3,58,54,62,61,11,123,, ,
08-09,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,07,0,0,0,2,2,2,1,1,87,51,90,56,8,146,, ,
08-09,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,08,4,0,0,0,0,2,3,2,52,57,59,61,11,120,, ,
08-09,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,09,0,0,0,1,1,0,6,3,59,74,66,78,11,144,, ,
08-09,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,10,0,0,0,0,2,1,3,5,45,60,50,66,11,116,, ,
08-09,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,11,0,0,1,0,0,3,2,5,46,63,49,71,11,120,, ,
08-09,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,12,0,1,0,3,0,2,3,2,47,71,50,79,11,129,, ,
08-09,28,Houston                                      ,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT     ,000, ,10,10,All Grades,9,2,4,11,11,19,23,25,658,720,705,777,104,1482,, ,
08-09,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,EC,0,0,0,0,0,0,0,0,4,0,4,0,0,4,, ,
08-09,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,KG,0,0,1,0,0,0,2,0,9,11,12,11,3,23,, ,
08-09,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,01,0,0,1,0,0,0,0,0,13,11,14,11,1,25,, ,
08-09,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,02,0,0,0,0,0,0,0,0,13,12,13,12,0,25,, ,
08-09,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,03,0,0,0,0,0,0,0,0,9,12,9,12,0,21,, ,
08-09,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,04,0,0,0,0,0,0,1,0,12,9,13,9,1,22,, ,
08-09,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,05,0,0,0,0,0,0,0,0,8,8,8,8,0,16,, ,
08-09,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,06,0,0,0,0,0,0,0,0,13,11,13,11,0,24,, ,
08-09,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,07,0,0,0,0,0,0,0,0,13,14,13,14,0,27,, ,
08-09,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,08,0,0,0,0,0,0,0,0,10,11,10,11,0,21,, ,
08-09,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,09,0,0,0,0,0,0,0,0,12,14,12,14,0,26,, ,
08-09,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,10,0,0,0,0,0,0,1,0,10,17,11,17,1,28,, ,
08-09,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,11,0,0,0,0,0,0,0,0,12,25,12,25,0,37,, ,
08-09,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,12,0,0,0,0,0,0,0,0,21,14,21,14,0,35,, ,
08-09,28,Houston                                      ,0297,01,SPRING GROVE SCHOOL DISTRICT       ,000, ,10,10,All Grades,0,0,2,0,0,0,4,0,159,169,165,169,6,334,, ,
08-09,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,EC,0,0,0,0,0,0,4,0,2,1,6,1,4,7,, ,
08-09,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,KG,0,0,0,0,0,0,0,3,22,18,22,21,3,43,, ,
08-09,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,01,0,0,1,0,0,0,0,3,18,17,19,20,4,39,, ,
08-09,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,02,0,0,0,0,0,0,1,1,27,16,28,17,2,45,, ,
08-09,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,03,0,0,0,0,0,0,0,5,17,23,17,28,5,45,, ,
08-09,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,04,0,0,0,0,0,0,1,1,21,14,22,15,2,37,, ,
08-09,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,05,0,0,0,1,0,0,0,0,16,19,16,20,1,36,, ,
08-09,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,06,0,0,0,0,0,0,2,0,22,22,24,22,2,46,, ,
08-09,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,07,0,0,0,0,0,0,0,0,25,25,25,25,0,50,, ,
08-09,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,08,0,1,1,0,0,0,1,0,25,39,27,40,3,67,, ,
08-09,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,09,0,0,0,0,0,0,1,1,52,29,53,30,2,83,, ,
08-09,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,10,0,0,1,1,0,0,0,1,51,44,52,46,3,98,, ,
08-09,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,11,0,0,0,0,0,0,2,0,43,38,45,38,2,83,, ,
08-09,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,12,0,0,0,0,0,0,0,1,47,42,47,43,1,90,, ,
08-09,28,Houston                                      ,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT   ,000, ,10,10,All Grades,0,1,3,2,0,0,12,16,388,347,403,366,34,769,, ,
08-09,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10,EC,0,0,0,0,0,0,2,0,9,5,11,5,2,16,, ,
08-09,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10,KG,0,1,0,1,1,0,2,1,34,28,37,31,6,68,, ,
08-09,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10,01,1,2,1,0,0,1,1,3,37,36,40,42,9,82,, ,
08-09,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10,02,0,0,2,2,0,0,4,0,38,28,44,30,8,74,, ,
08-09,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10,03,0,0,1,2,0,1,0,3,40,30,41,36,7,77,, ,
08-09,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10,04,0,0,0,2,1,0,2,1,27,35,30,38,6,68,, ,
08-09,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10,05,0,0,0,1,0,1,1,0,38,34,39,36,3,75,, ,
08-09,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10,06,0,1,2,2,0,1,1,2,47,51,50,57,9,107,, ,
08-09,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10,07,0,0,0,3,2,0,0,1,55,60,57,64,6,121,, ,
08-09,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10,08,0,0,0,1,1,1,0,1,56,54,57,57,4,114,, ,
08-09,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10,09,0,0,1,0,1,0,1,0,60,58,63,58,3,121,, ,
08-09,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10,10,0,0,0,1,1,0,1,0,62,69,64,70,3,134,, ,
08-09,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10,11,0,0,0,1,0,1,1,0,63,79,64,81,3,145,, ,
08-09,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10,12,0,0,0,0,0,0,1,0,75,80,76,80,1,156,, ,
08-09,28,Houston                                      ,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT   ,000, ,10,10,All Grades,1,4,7,16,7,6,17,12,641,647,673,685,70,1358,, ,
08-09,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,EC,1,0,0,0,1,0,1,0,1,3,4,3,3,7,, ,
08-09,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,KG,1,0,0,0,2,0,0,0,11,7,14,7,3,21,, ,
08-09,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,01,0,1,0,0,0,1,0,1,11,6,11,9,3,20,, ,
08-09,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,02,0,0,0,0,1,0,0,1,4,5,5,6,2,11,, ,
08-09,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,03,0,1,0,2,0,0,1,1,10,7,11,11,5,22,, ,
08-09,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,04,1,0,0,1,0,0,1,0,6,11,8,12,3,20,, ,
08-09,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,05,1,0,0,0,0,0,0,0,9,8,10,8,1,18,, ,
08-09,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,06,1,0,0,0,0,0,0,0,8,10,9,10,1,19,, ,
08-09,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,07,0,1,0,0,0,0,1,0,14,10,15,11,2,26,, ,
08-09,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,08,0,2,0,0,0,0,1,0,11,10,12,12,3,24,, ,
08-09,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,09,5,3,1,1,0,0,0,0,11,8,17,12,10,29,, ,
08-09,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,10,1,0,0,0,2,0,0,0,7,8,10,8,3,18,, ,
08-09,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,11,1,2,0,0,0,0,1,1,11,16,13,19,5,32,, ,
08-09,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,12,1,1,0,0,0,0,0,0,14,5,15,6,2,21,, ,
08-09,29,Hubbard                                      ,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT     ,000, ,01,02,All Grades,13,11,1,4,6,1,6,4,128,114,154,134,46,288,, ,
08-09,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,EC,0,1,0,0,0,0,0,0,4,2,4,3,1,7,, ,
08-09,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,KG,0,0,0,0,0,0,0,0,24,15,24,15,0,39,, ,
08-09,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,01,1,3,0,0,0,0,0,1,19,17,20,21,5,41,, ,
08-09,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,02,0,2,0,0,0,0,1,0,7,26,8,28,3,36,, ,
08-09,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,03,1,2,0,1,1,0,0,0,22,15,24,18,5,42,, ,
08-09,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,04,0,1,1,0,1,0,0,0,16,18,18,19,3,37,, ,
08-09,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,05,1,1,0,0,1,0,0,0,25,19,27,20,3,47,, ,
08-09,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,06,2,0,1,0,0,0,0,1,18,15,21,16,4,37,, ,
08-09,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,07,1,0,0,0,1,1,0,0,31,22,33,23,3,56,, ,
08-09,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,08,0,1,0,0,1,1,1,0,23,23,25,25,4,50,, ,
08-09,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,09,0,1,0,0,0,2,1,0,19,25,20,28,4,48,, ,
08-09,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,10,1,0,0,0,1,0,0,0,25,18,27,18,2,45,, ,
08-09,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,11,1,0,0,0,1,0,0,0,24,14,26,14,2,40,, ,
08-09,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,12,0,0,0,0,0,1,1,0,21,18,22,19,2,41,, ,
08-09,29,Hubbard                                      ,0308,01,NEVIS PUBLIC SCHOOL DISTRICT       ,000, ,01,02,All Grades,8,12,2,1,7,5,4,2,278,247,299,267,41,566,, ,
08-09,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,EC,0,1,0,1,0,1,1,1,21,9,22,13,5,35,, ,
08-09,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,KG,1,3,0,1,3,2,0,2,51,43,55,51,12,106,, ,
08-09,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,01,7,5,0,0,1,0,1,0,43,54,52,59,14,111,, ,
08-09,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,02,5,3,0,0,1,1,1,1,56,52,63,57,12,120,, ,
08-09,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,03,4,2,0,0,1,2,3,1,60,50,68,55,13,123,, ,
08-09,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,04,4,4,1,0,1,0,1,1,53,54,60,59,12,119,, ,
08-09,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,05,2,5,0,0,0,1,0,2,47,45,49,53,10,102,, ,
08-09,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,06,4,6,1,0,2,0,0,0,48,41,55,47,13,102,, ,
08-09,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,07,5,4,0,0,3,1,0,0,56,47,64,52,13,116,, ,
08-09,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,08,3,7,0,0,2,0,1,1,63,53,69,61,14,130,, ,
08-09,29,Hubbard                                      ,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT ,000, ,01,02,09,3,4,0,0,0,3,0,0,67,57,70,64,10,134,, ,
