dat_yer,dst_num,dst_tye,dst_nam,grd,cou_num,ecu_num,ami_mal,ami_fem,api_mal,api_fem,his_mal,his_fem,blk_mal,blk_fem,wht_mal,wht_fem,tot_mal,tot_fem,tot_mny,tot_tot,eco_dev
99-00,0286,01,BROOKLYN CENTER,06,27,11,1,2,13,5,3,1,20,17,31,34,68,59,62,127,11
99-00,0286,01,BROOKLYN CENTER,07,27,11,0,0,10,9,4,1,15,10,43,38,72,58,49,130,11
99-00,0286,01,BROOKLYN CENTER,08,27,11,2,0,7,6,2,2,15,14,40,40,66,62,48,128,11
99-00,0286,01,BROOKLYN CENTER,09,27,11,0,3,16,9,3,2,22,18,44,43,85,75,73,160,11
99-00,0286,01,BROOKLYN CENTER,10,27,11,2,2,17,7,0,1,23,12,42,40,84,62,64,146,11
99-00,0286,01,BROOKLYN CENTER,11,27,11,2,1,9,15,2,0,12,11,45,40,70,67,52,137,11
99-00,0286,01,BROOKLYN CENTER,12,27,11,0,1,19,10,5,1,17,12,39,45,80,69,65,149,11
99-00,0286,01,BROOKLYN CENTER,KG,27,11,1,1,9,5,2,0,20,21,37,29,69,56,59,125,11
99-00,0286,01,BROOKLYN CENTER,PK,27,11,0,0,0,0,0,0,1,0,3,4,4,4,1,8,11
99-00,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,01,27,11,0,0,0,0,0,0,0,0,2,3,2,3,0,5,11
99-00,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,02,27,11,0,0,0,0,0,0,2,0,6,2,8,2,2,10,11
99-00,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,03,27,11,0,0,0,0,0,0,4,0,4,3,8,3,4,11,11
99-00,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,04,27,11,0,0,0,0,0,0,5,0,13,2,18,2,5,20,11
99-00,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,05,27,11,0,0,0,0,0,0,3,0,12,2,15,2,3,17,11
99-00,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,06,27,11,0,0,1,0,0,0,5,0,21,9,27,9,6,36,11
99-00,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,07,27,11,0,0,2,0,0,1,4,3,23,1,29,5,10,34,11
99-00,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,08,27,11,2,0,1,0,0,1,10,4,40,19,53,24,18,77,11
99-00,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,09,27,11,2,1,1,3,1,2,8,10,40,19,52,35,28,87,11
99-00,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,10,27,11,0,5,7,7,8,6,16,10,95,71,126,99,59,225,11
99-00,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,11,27,11,1,6,6,5,12,5,18,26,154,113,191,155,79,346,11
99-00,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,12,27,11,9,4,19,35,14,14,39,58,397,294,478,405,192,883,11
99-00,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,KG,27,11,0,0,0,0,0,0,0,0,0,5,0,5,0,5,11
99-00,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,PK,27,11,0,0,0,0,0,0,0,0,18,14,18,14,0,32,11
99-00,0294,01,HOUSTON,01,28,10,0,0,0,0,0,0,0,0,20,14,20,14,0,34,10
99-00,0294,01,HOUSTON,02,28,10,0,0,1,0,0,0,0,0,14,19,15,19,1,34,10
99-00,0294,01,HOUSTON,03,28,10,0,0,0,0,0,0,0,0,19,21,19,21,0,40,10
99-00,0294,01,HOUSTON,04,28,10,0,0,0,0,0,0,0,1,16,17,16,18,1,34,10
99-00,0294,01,HOUSTON,05,28,10,0,0,0,0,0,0,0,0,14,18,14,18,0,32,10
99-00,0294,01,HOUSTON,06,28,10,0,0,0,0,0,0,0,0,19,17,19,17,0,36,10
99-00,0294,01,HOUSTON,07,28,10,0,0,0,0,0,0,0,0,18,17,18,17,0,35,10
99-00,0294,01,HOUSTON,08,28,10,0,0,0,0,0,0,1,1,19,23,20,24,2,44,10
99-00,0294,01,HOUSTON,09,28,10,0,0,0,0,0,0,0,0,25,14,25,14,0,39,10
99-00,0294,01,HOUSTON,10,28,10,0,0,0,0,0,0,0,0,20,20,20,20,0,40,10
99-00,0294,01,HOUSTON,11,28,10,0,0,0,0,0,0,0,0,12,23,12,23,0,35,10
99-00,0294,01,HOUSTON,12,28,10,0,0,0,0,2,1,0,0,19,15,21,16,3,37,10
99-00,0294,01,HOUSTON,KG,28,10,0,0,0,1,0,0,0,0,13,21,13,22,1,35,10
99-00,0294,01,HOUSTON,PK,28,10,0,0,0,0,0,0,0,0,2,6,2,6,0,8,10
99-00,0297,01,SPRING GROVE,01,28,10,0,0,0,0,0,0,0,0,16,16,16,16,0,32,10
99-00,0297,01,SPRING GROVE,02,28,10,0,0,0,0,0,0,0,0,11,23,11,23,0,34,10
99-00,0297,01,SPRING GROVE,03,28,10,0,0,0,0,0,0,0,0,22,16,22,16,0,38,10
99-00,0297,01,SPRING GROVE,04,28,10,0,0,0,0,0,0,0,0,12,7,12,7,0,19,10
99-00,0297,01,SPRING GROVE,05,28,10,0,1,0,0,0,0,0,0,19,17,19,18,1,37,10
99-00,0297,01,SPRING GROVE,06,28,10,0,0,0,0,0,0,0,0,16,19,16,19,0,35,10
99-00,0297,01,SPRING GROVE,07,28,10,0,1,0,0,0,0,0,0,21,16,21,17,1,38,10
99-00,0297,01,SPRING GROVE,08,28,10,0,0,0,0,0,0,0,0,20,19,20,19,0,39,10
99-00,0297,01,SPRING GROVE,09,28,10,0,0,0,0,0,0,0,0,14,22,14,22,0,36,10
99-00,0297,01,SPRING GROVE,10,28,10,0,0,0,1,0,0,0,0,19,13,19,14,1,33,10
99-00,0297,01,SPRING GROVE,11,28,10,0,0,0,0,0,0,0,0,21,16,21,16,0,37,10
99-00,0297,01,SPRING GROVE,12,28,10,0,0,2,0,0,0,0,0,13,23,15,23,2,38,10
99-00,0297,01,SPRING GROVE,KG,28,10,0,0,0,0,0,0,0,0,10,10,10,10,0,20,10
99-00,0297,01,SPRING GROVE,PK,28,10,0,0,0,0,0,0,0,0,2,2,2,2,0,4,10
99-00,0299,01,CALEDONIA,01,28,10,0,0,0,0,1,0,2,0,30,34,33,34,3,67,10
99-00,0299,01,CALEDONIA,02,28,10,0,0,0,0,0,0,0,0,31,26,31,26,0,57,10
99-00,0299,01,CALEDONIA,03,28,10,0,0,0,0,0,1,1,1,30,28,31,30,3,61,10
99-00,0299,01,CALEDONIA,04,28,10,0,0,0,0,0,1,2,0,31,35,33,36,3,69,10
99-00,0299,01,CALEDONIA,05,28,10,0,0,0,0,0,0,0,0,36,27,36,27,0,63,10
99-00,0299,01,CALEDONIA,06,28,10,0,0,0,1,0,0,0,2,42,30,42,33,3,75,10
99-00,0299,01,CALEDONIA,07,28,10,0,0,0,0,0,0,0,0,38,32,38,32,0,70,10
99-00,0299,01,CALEDONIA,08,28,10,0,0,1,2,0,0,0,0,40,38,41,40,3,81,10
99-00,0299,01,CALEDONIA,09,28,10,0,0,0,1,0,0,0,0,71,47,71,48,1,119,10
99-00,0299,01,CALEDONIA,10,28,10,0,0,1,1,0,0,0,0,49,43,50,44,2,94,10
99-00,0299,01,CALEDONIA,11,28,10,0,0,1,0,1,0,0,1,61,57,63,58,3,121,10
99-00,0299,01,CALEDONIA,12,28,10,0,0,1,0,0,0,0,0,43,51,44,51,1,95,10
99-00,0299,01,CALEDONIA,KG,28,10,0,0,0,0,0,0,0,1,26,21,26,22,1,48,10
99-00,0299,01,CALEDONIA,PK,28,10,0,0,0,0,0,0,1,0,4,5,5,5,1,10,10
99-00,0300,01,LACRESCENT-HOKAH,01,28,10,0,0,0,1,0,2,0,0,41,54,41,57,3,98,10
99-00,0300,01,LACRESCENT-HOKAH,02,28,10,0,0,0,2,0,0,2,1,48,55,50,58,5,108,10
99-00,0300,01,LACRESCENT-HOKAH,03,28,10,0,0,0,1,0,0,4,0,48,51,52,52,5,104,10
99-00,0300,01,LACRESCENT-HOKAH,04,28,10,0,0,0,2,0,0,2,1,66,46,68,49,5,117,10
99-00,0300,01,LACRESCENT-HOKAH,05,28,10,1,0,2,0,0,0,1,3,45,53,49,56,7,105,10
99-00,0300,01,LACRESCENT-HOKAH,06,28,10,0,0,0,0,0,0,2,1,65,54,67,55,3,122,10
99-00,0300,01,LACRESCENT-HOKAH,07,28,10,0,0,1,0,0,1,1,0,77,71,79,72,3,151,10
99-00,0300,01,LACRESCENT-HOKAH,08,28,10,0,1,0,0,0,0,1,1,70,75,71,77,3,148,10
99-00,0300,01,LACRESCENT-HOKAH,09,28,10,0,0,2,0,0,0,1,0,77,74,80,74,3,154,10
99-00,0300,01,LACRESCENT-HOKAH,10,28,10,0,0,2,0,0,0,0,1,78,89,80,90,3,170,10
99-00,0300,01,LACRESCENT-HOKAH,11,28,10,0,0,0,2,1,0,1,0,70,76,72,78,4,150,10
99-00,0300,01,LACRESCENT-HOKAH,12,28,10,0,0,0,1,0,3,2,0,86,55,88,59,6,147,10
99-00,0300,01,LACRESCENT-HOKAH,KG,28,10,0,0,2,0,0,0,1,2,35,43,38,45,5,83,10
99-00,0300,01,LACRESCENT-HOKAH,PK,28,10,0,0,1,0,0,0,1,0,8,3,10,3,2,13,10
99-00,0306,01,LAPORTE,01,29,01,1,0,0,0,0,0,0,0,6,8,7,8,1,15,02
99-00,0306,01,LAPORTE,02,29,01,1,2,0,0,0,0,1,0,10,11,12,13,4,25,02
99-00,0306,01,LAPORTE,03,29,01,3,0,1,0,0,0,1,0,12,6,17,6,5,23,02
99-00,0306,01,LAPORTE,04,29,01,2,1,0,0,0,0,0,0,8,11,10,12,3,22,02
99-00,0306,01,LAPORTE,05,29,01,1,0,0,0,0,0,0,0,10,21,11,21,1,32,02
99-00,0306,01,LAPORTE,06,29,01,3,2,0,0,0,0,0,0,14,15,17,17,5,34,02
99-00,0306,01,LAPORTE,07,29,01,4,0,0,0,0,0,0,0,9,16,13,16,4,29,02
99-00,0306,01,LAPORTE,08,29,01,3,2,0,0,0,0,2,0,16,11,21,13,7,34,02
99-00,0306,01,LAPORTE,09,29,01,2,2,0,0,0,0,0,1,14,17,16,20,5,36,02
99-00,0306,01,LAPORTE,10,29,01,0,0,0,0,0,0,0,1,24,17,24,18,1,42,02
99-00,0306,01,LAPORTE,11,29,01,1,1,0,0,0,0,0,0,18,17,19,18,2,37,02
99-00,0306,01,LAPORTE,12,29,01,0,2,0,0,0,0,0,0,11,19,11,21,2,32,02
99-00,0306,01,LAPORTE,KG,29,01,1,0,0,0,0,0,0,1,9,5,10,6,2,16,02
99-00,0306,01,LAPORTE,PK,29,01,0,0,0,0,0,0,1,0,4,1,5,1,1,6,02
99-00,0308,01,NEVIS,01,29,01,1,1,0,0,0,0,0,0,23,17,24,18,2,42,02
99-00,0308,01,NEVIS,02,29,01,1,0,0,0,1,0,0,0,23,12,25,12,2,37,02
99-00,0308,01,NEVIS,03,29,01,1,0,0,0,0,1,1,0,19,20,21,21,3,42,02
99-00,0308,01,NEVIS,04,29,01,0,2,0,0,0,0,0,0,17,23,17,25,2,42,02
99-00,0308,01,NEVIS,05,29,01,3,0,0,0,1,2,0,0,25,11,29,13,6,42,02
99-00,0308,01,NEVIS,06,29,01,1,2,0,0,2,1,2,0,23,21,28,24,8,52,02
99-00,0308,01,NEVIS,07,29,01,0,0,0,0,0,2,0,1,25,26,25,29,3,54,02
99-00,0308,01,NEVIS,08,29,01,0,2,0,0,1,0,0,0,22,18,23,20,3,43,02
99-00,0308,01,NEVIS,09,29,01,0,1,0,0,0,0,0,0,25,23,25,24,1,49,02
99-00,0308,01,NEVIS,10,29,01,0,0,0,0,1,0,0,1,20,23,21,24,2,45,02
99-00,0308,01,NEVIS,11,29,01,0,0,0,0,0,0,0,0,22,20,22,20,0,42,02
99-00,0308,01,NEVIS,12,29,01,2,0,0,0,0,1,0,0,22,21,24,22,3,46,02
99-00,0308,01,NEVIS,KG,29,01,0,0,0,0,0,0,0,0,14,14,14,14,0,28,02
99-00,0308,01,NEVIS,PK,29,01,0,0,0,0,0,0,0,0,2,2,2,2,0,4,02
99-00,0309,01,PARK RAPIDS,01,29,01,1,5,0,2,1,1,1,0,55,62,58,70,11,128,02
99-00,0309,01,PARK RAPIDS,02,29,01,5,3,1,0,1,0,0,2,72,41,79,46,12,125,02
99-00,0309,01,PARK RAPIDS,03,29,01,3,7,0,1,1,1,0,0,61,57,65,66,13,131,02
99-00,0309,01,PARK RAPIDS,04,29,01,5,7,0,0,0,0,0,0,75,56,80,63,12,143,02
99-00,0309,01,PARK RAPIDS,05,29,01,5,11,0,0,1,0,1,0,72,71,79,82,18,161,02
99-00,0309,01,PARK RAPIDS,06,29,01,6,9,0,1,0,0,0,0,69,54,75,64,16,139,02
99-00,0309,01,PARK RAPIDS,07,29,01,7,8,0,0,0,1,0,1,74,76,81,86,17,167,02
99-00,0309,01,PARK RAPIDS,08,29,01,7,3,0,0,0,1,0,0,71,58,78,62,11,140,02
99-00,0309,01,PARK RAPIDS,09,29,01,7,8,0,0,1,1,0,1,76,68,84,78,18,162,02
99-00,0309,01,PARK RAPIDS,10,29,01,6,6,0,3,0,2,0,0,88,79,94,90,17,184,02
99-00,0309,01,PARK RAPIDS,11,29,01,0,5,0,1,1,0,1,0,74,74,76,80,8,156,02
99-00,0309,01,PARK RAPIDS,12,29,01,0,1,0,1,1,0,0,0,79,74,80,76,3,156,02
99-00,0309,01,PARK RAPIDS,KG,29,01,1,2,0,0,0,1,0,0,73,54,74,57,4,131,02
99-00,0309,01,PARK RAPIDS,PK,29,01,1,0,0,0,1,0,0,0,15,12,17,12,2,29,02
99-00,0314,01,BRAHAM,01,30,07,0,0,0,0,0,0,0,0,27,27,27,27,0,54,07E
99-00,0314,01,BRAHAM,02,30,07,0,0,0,0,0,0,0,0,42,26,42,26,0,68,07E
99-00,0314,01,BRAHAM,03,30,07,1,0,1,0,0,0,0,0,30,27,32,27,2,59,07E
99-00,0314,01,BRAHAM,04,30,07,1,0,0,1,0,0,0,0,35,34,36,35,2,71,07E
99-00,0314,01,BRAHAM,05,30,07,0,0,0,0,0,0,0,1,45,32,45,33,1,78,07E
99-00,0314,01,BRAHAM,06,30,07,0,0,0,0,0,0,0,0,7,5,7,5,0,12,07E
99-00,0314,01,BRAHAM,07,30,07,0,0,2,0,0,0,0,0,45,34,47,34,2,81,07E
99-00,0314,01,BRAHAM,08,30,07,0,1,0,0,0,0,1,0,33,46,34,47,2,81,07E
99-00,0314,01,BRAHAM,09,30,07,0,0,0,0,1,0,0,0,47,42,48,42,1,90,07E
99-00,0314,01,BRAHAM,10,30,07,0,0,0,0,1,0,1,1,39,42,41,43,3,84,07E
99-00,0314,01,BRAHAM,11,30,07,0,0,0,1,1,0,0,0,35,38,36,39,2,75,07E
99-00,0314,01,BRAHAM,12,30,07,0,0,0,0,1,0,0,0,56,43,57,43,1,100,07E
99-00,0314,01,BRAHAM,KG,30,07,0,0,0,0,0,0,0,0,29,36,29,36,0,65,07E
99-00,0314,01,BRAHAM,PK,30,07,0,0,0,0,0,0,1,0,3,4,4,4,1,8,07E
99-00,0316,01,GREENWAY,01,31,03,0,1,0,0,0,0,0,0,55,41,55,42,1,97,03
99-00,0316,01,GREENWAY,02,31,03,3,2,0,1,0,1,0,1,52,55,55,60,8,115,03
99-00,0316,01,GREENWAY,03,31,03,2,1,0,0,0,0,0,0,59,44,61,45,3,106,03
99-00,0316,01,GREENWAY,04,31,03,2,4,1,0,0,1,1,0,39,44,43,49,9,92,03
99-00,0316,01,GREENWAY,05,31,03,4,5,0,1,0,0,0,0,65,52,69,58,10,127,03
99-00,0316,01,GREENWAY,06,31,03,3,1,0,0,1,0,0,0,55,58,59,59,5,118,03
99-00,0316,01,GREENWAY,07,31,03,4,1,0,0,0,0,0,0,53,49,57,50,5,107,03
99-00,0316,01,GREENWAY,08,31,03,2,5,0,0,0,0,0,0,57,45,59,50,7,109,03
99-00,0316,01,GREENWAY,09,31,03,4,3,0,0,0,0,0,0,69,58,73,61,7,134,03
99-00,0316,01,GREENWAY,10,31,03,8,1,0,0,0,0,0,0,46,61,54,62,9,116,03
99-00,0316,01,GREENWAY,11,31,03,4,6,0,0,0,0,0,1,53,72,57,79,11,136,03
99-00,0316,01,GREENWAY,12,31,03,4,5,0,0,0,0,0,0,76,53,80,58,9,138,03
99-00,0316,01,GREENWAY,KG,31,03,0,0,0,0,0,0,0,0,42,44,42,44,0,86,03
99-00,0316,01,GREENWAY,PK,31,03,0,0,0,0,0,0,0,0,11,6,11,6,0,17,03
99-00,0317,01,DEER RIVER,01,31,03,6,10,0,0,0,0,0,0,48,36,54,46,16,100,03
99-00,0317,01,DEER RIVER,02,31,03,11,16,0,0,0,0,0,0,33,31,44,47,27,91,03
99-00,0317,01,DEER RIVER,03,31,03,15,13,0,0,0,0,0,0,39,31,54,44,28,98,03
99-00,0317,01,DEER RIVER,04,31,03,8,12,0,0,0,0,2,0,34,23,44,35,22,79,03
99-00,0317,01,DEER RIVER,05,31,03,14,12,0,0,0,0,0,1,34,30,48,43,27,91,03
99-00,0317,01,DEER RIVER,06,31,03,13,15,0,0,0,0,0,0,26,26,39,41,28,80,03
99-00,0317,01,DEER RIVER,07,31,03,14,13,0,0,0,0,0,0,43,19,57,32,27,89,03
99-00,0317,01,DEER RIVER,08,31,03,15,13,0,0,0,0,1,0,29,27,45,40,29,85,03
99-00,0317,01,DEER RIVER,09,31,03,14,5,1,0,0,0,0,0,39,35,54,40,20,94,03
99-00,0317,01,DEER RIVER,10,31,03,11,12,0,0,0,0,0,1,31,36,42,49,24,91,03
99-00,0317,01,DEER RIVER,11,31,03,11,6,0,1,0,0,0,0,33,38,44,45,18,89,03
99-00,0317,01,DEER RIVER,12,31,03,8,5,0,1,0,1,0,0,42,36,50,43,15,93,03
99-00,0317,01,DEER RIVER,KG,31,03,4,5,0,0,0,0,0,0,26,28,30,33,9,63,03
99-00,0317,01,DEER RIVER,PK,31,03,3,0,0,0,0,0,0,0,4,7,7,7,3,14,03
99-00,0318,01,GRAND RAPIDS,01,31,03,7,11,0,2,3,0,0,0,129,119,139,132,23,271,03
99-00,0318,01,GRAND RAPIDS,02,31,03,8,4,0,0,3,0,1,2,129,108,141,114,18,255,03
99-00,0318,01,GRAND RAPIDS,03,31,03,9,10,3,1,1,2,1,0,135,134,149,147,27,296,03
99-00,0318,01,GRAND RAPIDS,04,31,03,8,6,1,0,0,0,2,1,139,147,150,154,18,304,03
99-00,0318,01,GRAND RAPIDS,05,31,03,24,6,1,1,1,2,1,1,158,136,185,146,37,331,03
99-00,0318,01,GRAND RAPIDS,06,31,03,10,13,4,2,1,0,1,0,150,144,166,159,31,325,03
99-00,0318,01,GRAND RAPIDS,07,31,03,13,10,0,1,1,1,1,0,173,165,188,177,27,365,03
99-00,0318,01,GRAND RAPIDS,08,31,03,5,12,1,1,0,1,2,0,216,165,224,179,22,403,03
99-00,0318,01,GRAND RAPIDS,09,31,03,12,12,1,1,1,2,0,1,192,179,206,195,30,401,03
99-00,0318,01,GRAND RAPIDS,10,31,03,18,13,4,0,4,1,1,1,200,219,227,234,42,461,03
99-00,0318,01,GRAND RAPIDS,11,31,03,10,11,3,2,2,4,0,0,189,204,204,221,32,425,03
99-00,0318,01,GRAND RAPIDS,12,31,03,6,15,2,0,0,2,2,1,216,198,226,216,28,442,03
99-00,0318,01,GRAND RAPIDS,KG,31,03,5,0,2,3,0,0,0,2,112,132,119,137,12,256,03
99-00,0318,01,GRAND RAPIDS,PK,31,03,2,0,0,0,0,0,0,0,31,15,33,15,2,48,03
99-00,0319,01,NASHWAUK-KEEWATIN,01,31,03,1,0,0,0,0,0,1,1,17,24,19,25,3,44,03
99-00,0319,01,NASHWAUK-KEEWATIN,02,31,03,1,1,0,0,1,0,0,0,22,25,24,26,3,50,03
99-00,0319,01,NASHWAUK-KEEWATIN,03,31,03,0,1,0,0,0,0,0,1,29,19,29,21,2,50,03
99-00,0319,01,NASHWAUK-KEEWATIN,04,31,03,0,0,0,0,0,0,1,1,27,18,28,19,2,47,03
99-00,0319,01,NASHWAUK-KEEWATIN,05,31,03,0,0,0,0,0,0,1,0,24,26,25,26,1,51,03
99-00,0319,01,NASHWAUK-KEEWATIN,06,31,03,0,0,0,0,0,0,0,0,30,20,30,20,0,50,03
99-00,0319,01,NASHWAUK-KEEWATIN,07,31,03,0,0,0,0,1,0,0,1,39,17,40,18,2,58,03
99-00,0319,01,NASHWAUK-KEEWATIN,08,31,03,1,1,0,0,0,0,0,0,27,27,28,28,2,56,03
99-00,0319,01,NASHWAUK-KEEWATIN,09,31,03,0,0,0,0,0,1,0,0,24,29,24,30,1,54,03
99-00,0319,01,NASHWAUK-KEEWATIN,10,31,03,0,0,0,0,0,1,1,0,33,29,34,30,2,64,03
99-00,0319,01,NASHWAUK-KEEWATIN,11,31,03,0,0,0,0,0,0,0,0,32,19,32,19,0,51,03
99-00,0319,01,NASHWAUK-KEEWATIN,12,31,03,1,0,0,0,0,0,0,0,33,36,34,36,1,70,03
99-00,0319,01,NASHWAUK-KEEWATIN,KG,31,03,1,0,0,0,0,0,0,0,17,24,18,24,1,42,03
99-00,0319,01,NASHWAUK-KEEWATIN,PK,31,03,0,0,0,0,0,0,0,0,6,4,6,4,0,10,03
99-00,0330,01,HERON LAKE-OKABENA,01,32,06,0,0,0,0,2,0,0,0,4,8,6,8,2,14,08
99-00,0330,01,HERON LAKE-OKABENA,02,32,06,0,0,0,0,3,1,0,0,2,9,5,10,4,15,08
99-00,0330,01,HERON LAKE-OKABENA,03,32,06,0,0,0,0,1,1,0,0,11,8,12,9,2,21,08
99-00,0330,01,HERON LAKE-OKABENA,04,32,06,0,0,0,0,1,1,0,0,10,17,11,18,2,29,08
99-00,0330,01,HERON LAKE-OKABENA,05,32,06,0,0,0,0,0,1,0,0,17,12,17,13,1,30,08
99-00,0330,01,HERON LAKE-OKABENA,06,32,06,0,0,0,0,1,0,1,0,9,11,11,11,2,22,08
99-00,0330,01,HERON LAKE-OKABENA,07,32,06,0,0,0,0,0,0,0,0,17,16,17,16,0,33,08
99-00,0330,01,HERON LAKE-OKABENA,08,32,06,0,0,0,0,0,1,1,0,12,11,13,12,2,25,08
99-00,0330,01,HERON LAKE-OKABENA,09,32,06,0,0,0,0,1,0,0,0,15,18,16,18,1,34,08
99-00,0330,01,HERON LAKE-OKABENA,10,32,06,0,0,0,0,0,0,0,0,23,23,23,23,0,46,08
99-00,0330,01,HERON LAKE-OKABENA,11,32,06,0,0,0,0,0,0,0,0,17,32,17,32,0,49,08
99-00,0330,01,HERON LAKE-OKABENA,12,32,06,0,0,0,0,0,0,0,0,21,28,21,28,0,49,08
99-00,0330,01,HERON LAKE-OKABENA,KG,32,06,0,0,0,0,0,0,0,0,11,9,11,9,0,20,08
99-00,0330,01,HERON LAKE-OKABENA,PK,32,06,0,0,0,0,0,0,0,0,0,1,0,1,0,1,08
99-00,0332,01,MORA,01,33,07,0,1,1,0,1,1,0,0,55,62,57,64,4,121,07E
99-00,0332,01,MORA,02,33,07,1,2,1,2,2,0,2,0,76,58,82,62,10,144,07E
99-00,0332,01,MORA,03,33,07,1,2,1,0,0,0,0,0,73,64,75,66,4,141,07E
99-00,0332,01,MORA,04,33,07,2,1,1,0,1,1,0,0,79,77,83,79,6,162,07E
99-00,0332,01,MORA,05,33,07,2,0,0,1,1,1,0,0,73,61,76,63,5,139,07E
99-00,0332,01,MORA,06,33,07,2,1,2,1,0,0,0,0,70,67,74,69,6,143,07E
99-00,0332,01,MORA,07,33,07,1,0,0,2,0,0,1,0,79,77,81,79,4,160,07E
99-00,0332,01,MORA,08,33,07,1,1,0,0,2,2,0,0,82,87,85,90,6,175,07E
99-00,0332,01,MORA,09,33,07,2,0,0,0,2,1,1,0,74,98,79,99,6,178,07E
99-00,0332,01,MORA,10,33,07,1,3,0,0,3,0,0,0,106,89,110,92,7,202,07E
99-00,0332,01,MORA,11,33,07,1,0,1,0,1,0,0,0,81,87,84,87,3,171,07E
99-00,0332,01,MORA,12,33,07,1,1,0,2,0,2,0,0,72,80,73,85,6,158,07E
99-00,0332,01,MORA,KG,33,07,3,3,1,1,0,2,1,4,60,52,65,62,15,127,07E
99-00,0332,01,MORA,PK,33,07,0,0,0,0,0,0,0,0,9,8,9,8,0,17,07E
99-00,0333,01,OGILVIE,01,33,07,1,0,0,0,0,1,0,0,31,34,32,35,2,67,07E
99-00,0333,01,OGILVIE,02,33,07,0,0,0,0,0,0,0,2,23,31,23,33,2,56,07E
99-00,0333,01,OGILVIE,03,33,07,0,0,0,0,0,0,0,0,39,30,39,30,0,69,07E
99-00,0333,01,OGILVIE,04,33,07,0,1,0,0,0,0,0,1,22,28,22,30,2,52,07E
99-00,0333,01,OGILVIE,05,33,07,0,0,0,0,0,1,1,0,32,32,33,33,2,66,07E
99-00,0333,01,OGILVIE,06,33,07,0,1,1,0,0,0,0,1,23,25,24,27,3,51,07E
99-00,0333,01,OGILVIE,07,33,07,0,0,1,0,0,0,0,0,37,33,38,33,1,71,07E
99-00,0333,01,OGILVIE,08,33,07,0,2,0,2,0,0,0,0,28,19,28,23,4,51,07E
99-00,0333,01,OGILVIE,09,33,07,0,0,0,0,0,0,0,0,33,26,33,26,0,59,07E
99-00,0333,01,OGILVIE,10,33,07,0,1,2,1,0,0,0,1,32,26,34,29,5,63,07E
99-00,0333,01,OGILVIE,11,33,07,0,0,0,0,0,0,0,0,23,29,23,29,0,52,07E
99-00,0333,01,OGILVIE,12,33,07,0,1,0,1,0,0,0,0,19,40,19,42,2,61,07E
99-00,0333,01,OGILVIE,KG,33,07,0,0,0,0,0,0,0,0,26,23,26,23,0,49,07E
99-00,0333,01,OGILVIE,PK,33,07,0,0,0,0,0,0,0,0,2,0,2,0,0,2,07E
99-00,0345,01,NEW LONDON-SPICER,01,34,06,0,0,0,0,1,0,0,0,60,55,61,55,1,116,06E
99-00,0345,01,NEW LONDON-SPICER,02,34,06,0,0,0,0,0,1,0,0,75,54,75,55,1,130,06E
99-00,0345,01,NEW LONDON-SPICER,03,34,06,1,0,0,0,0,0,1,0,67,63,69,63,2,132,06E
99-00,0345,01,NEW LONDON-SPICER,04,34,06,1,0,0,0,2,0,0,0,54,74,57,74,3,131,06E
99-00,0345,01,NEW LONDON-SPICER,05,34,06,0,1,0,0,0,0,0,1,93,47,93,49,2,142,06E
99-00,0345,01,NEW LONDON-SPICER,06,34,06,0,1,1,0,0,0,1,0,59,71,61,72,3,133,06E
99-00,0345,01,NEW LONDON-SPICER,07,34,06,0,0,1,0,0,0,1,0,81,68,83,68,2,151,06E
99-00,0345,01,NEW LONDON-SPICER,08,34,06,0,2,1,0,0,0,0,0,72,78,73,80,3,153,06E
99-00,0345,01,NEW LONDON-SPICER,09,34,06,0,0,0,0,0,0,0,1,77,71,77,72,1,149,06E
99-00,0345,01,NEW LONDON-SPICER,10,34,06,0,0,0,1,0,0,1,0,70,68,71,69,2,140,06E
99-00,0345,01,NEW LONDON-SPICER,11,34,06,0,1,0,3,0,0,0,0,104,58,104,62,4,166,06E
99-00,0345,01,NEW LONDON-SPICER,12,34,06,1,0,0,0,1,0,2,0,78,72,82,72,4,154,06E
99-00,0345,01,NEW LONDON-SPICER,KG,34,06,0,0,0,0,2,0,0,0,51,57,53,57,2,110,06E
99-00,0345,01,NEW LONDON-SPICER,PK,34,06,0,0,0,0,0,0,0,0,14,6,14,6,0,20,06E
99-00,0347,01,WILLMAR,01,34,06,1,0,1,0,33,44,1,3,122,110,158,157,83,315,06E
99-00,0347,01,WILLMAR,02,34,06,1,2,1,0,38,42,2,1,125,136,167,181,87,348,06E
