DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
03-04,27,Hennepin                                     ,4087,07,SAGE ACADEMY CHARTER SCHOOL        ,000, ,11,11 ,All Grades,1,1,0,0,1,0,5,4,28,19,35,24,12,59,  , ,  
03-04,27,Hennepin                                     ,4089,07,NEW CITY SCHOOL                    ,000, ,11,11 ,All Grades,2,1,2,3,2,3,10,14,10,12,26,33,37,59,  , ,  
03-04,27,Hennepin                                     ,4092,07,WATERSHED HIGH SCHOOL              ,000, ,11,11 ,All Grades,1,0,2,1,4,2,3,5,38,45,48,53,18,101,  , ,  
03-04,27,Hennepin                                     ,4096,07,CHIRON CHARTER SCHOOL              ,000, ,11,11 ,All Grades,0,0,3,6,0,3,29,46,5,10,37,65,87,102,  , ,  
03-04,27,Hennepin                                     ,4097,07,"PARTNERSHIP ACADEMY, INC.          ",000, ,11,11 ,All Grades,1,0,0,0,35,43,30,30,5,2,71,75,139,146,  , ,  
03-04,27,Hennepin                                     ,4102,07,MINNESOTA INTERNSHIP CENTER        ,000, ,11,11 ,All Grades,2,1,2,1,46,12,113,91,3,3,166,108,268,274,  , ,  
03-04,27,Hennepin                                     ,6065,62,METROPOLITAN LEARNING ALLIANCE     ,000, ,11,11 ,All Grades,0,0,4,0,2,2,18,14,29,21,53,37,40,90,  , ,  
03-04,27,Hennepin                                     ,6069,62,WEST METRO EDUCATION PROGRAM       ,000, ,11,11 ,All Grades,10,9,14,16,11,10,171,243,228,303,434,581,484,1015,  , ,  
03-04,28,Houston                                      ,0294,01,HOUSTON                            ,000, ,10,10 ,All Grades,3,1,1,2,4,5,1,2,378,357,387,367,19,754,  , ,  
03-04,28,Houston                                      ,0297,01,SPRING GROVE                       ,000, ,10,10 ,All Grades,0,2,0,0,0,0,0,0,176,192,176,194,2,370,  , ,  
03-04,28,Houston                                      ,0299,01,CALEDONIA                          ,000, ,10,10 ,All Grades,0,2,1,2,1,0,8,6,470,446,480,456,20,936,  , ,  
03-04,28,Houston                                      ,0300,01,LACRESCENT-HOKAH                   ,000, ,10,10 ,All Grades,1,3,8,13,3,6,18,19,767,771,797,812,71,1609,  , ,  
03-04,28,Houston                                      ,4054,07,LACRESCENT MONTESSORI ACADEMY      ,000, ,10,10 ,All Grades,0,0,0,0,0,0,0,0,30,29,30,29,0,59,  , ,  
03-04,29,Hubbard                                      ,0306,01,LAPORTE                            ,000, ,01,02 ,All Grades,34,23,1,1,2,5,0,0,127,115,164,144,66,308,  , ,  
03-04,29,Hubbard                                      ,0308,01,NEVIS                              ,000, ,01,02 ,All Grades,3,6,0,3,14,7,3,4,273,240,293,260,40,553,  , ,  
03-04,29,Hubbard                                      ,0309,01,PARK RAPIDS                        ,000, ,01,02 ,All Grades,56,62,4,6,14,12,9,2,852,738,935,820,165,1755,  , ,  
03-04,29,Hubbard                                      ,4107,07,VOYAGEURS EXPEDITIONARY            ,000, ,07,02 ,All Grades,4,1,0,0,0,0,0,1,11,15,15,17,6,32,  , ,  
03-04,30,Isanti                                       ,0314,01,BRAHAM                             ,000, ,07,07E,All Grades,2,5,2,1,4,3,4,0,512,424,524,433,21,957,  , ,  
03-04,30,Isanti                                       ,0911,01,CAMBRIDGE-ISANTI                   ,000, ,07,07E,All Grades,36,36,36,31,26,38,29,23,2412,2246,2539,2374,255,4913,  , ,  
03-04,30,Isanti                                       ,0957,51,OAK LAND VOC. CNTR.                ,000, ,07,07E,All Grades,1,1,0,0,2,0,0,1,130,167,133,169,5,302,  , ,  
03-04,31,Itasca                                       ,0316,01,GREENWAY                           ,000, ,03,03 ,All Grades,81,75,1,2,1,1,1,0,571,545,655,623,162,1278,  , ,  
03-04,31,Itasca                                       ,0317,01,DEER RIVER                         ,000, ,03,03 ,All Grades,163,159,0,3,0,1,4,5,364,327,531,495,335,1026,  , ,  
03-04,31,Itasca                                       ,0318,01,GRAND RAPIDS                       ,000, ,03,03 ,All Grades,120,93,13,13,17,6,19,15,1933,1805,2102,1932,296,4034,  , ,  
03-04,31,Itasca                                       ,0319,01,NASHWAUK-KEEWATIN                  ,000, ,03,03 ,All Grades,20,18,0,0,1,2,6,4,351,269,378,293,51,671,  , ,  
03-04,32,Jackson                                      ,0330,01,HERON LAKE-OKABENA                 ,000, ,06,08 ,All Grades,2,1,1,2,35,14,0,0,130,146,168,163,55,331,  , ,  
03-04,32,Jackson                                      ,2895,01,JACKSON COUNTY CENTRAL             ,000, ,06,08 ,All Grades,1,0,26,30,7,10,3,5,610,557,647,602,82,1249,  , ,  
03-04,33,Kanabec                                      ,0332,01,MORA                               ,000, ,07,07E,All Grades,21,18,10,12,16,15,9,4,935,887,991,936,105,1927,  , ,  
03-04,33,Kanabec                                      ,0333,01,OGILVIE                            ,000, ,07,07E,All Grades,1,2,2,1,0,0,1,3,344,337,348,343,10,691,  , ,  
03-04,34,Kandiyohi                                    ,0345,01,NEW LONDON-SPICER                  ,000, ,06,06E,All Grades,1,2,3,1,6,1,3,3,888,818,901,825,20,1726,  , ,  
03-04,34,Kandiyohi                                    ,0347,01,WILLMAR                            ,000, ,06,06E,All Grades,13,11,14,14,561,539,55,40,1561,1477,2204,2081,1247,4285,  , ,  
03-04,35,Kittson                                      ,0356,01,LANCASTER                          ,000, ,01,01 ,All Grades,0,0,4,0,0,0,3,0,115,91,122,91,7,213,  , ,  
03-04,35,Kittson                                      ,2171,01,KITTSON CENTRAL                    ,000, ,01,01 ,All Grades,0,1,0,4,13,12,1,0,176,204,190,221,31,411,  , ,  
03-04,35,Kittson                                      ,2358,01,TRI-COUNTY                         ,000, ,01,01 ,All Grades,0,0,0,0,2,0,0,4,144,136,146,140,6,286,  , ,  
03-04,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS                ,000, ,03,03 ,All Grades,103,92,2,0,3,3,3,8,632,577,743,680,214,1423,  , ,  
03-04,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS               ,000, ,03,03 ,All Grades,0,3,1,0,2,1,2,0,190,163,195,167,9,362,  , ,  
03-04,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING                  ,000, ,01,03 ,All Grades,5,6,1,0,0,1,0,1,204,163,210,171,14,381,  , ,  
03-04,37,Lac qui Parle                                ,0371,01,BELLINGHAM                         ,000, ,06,06W,All Grades,0,0,0,0,0,0,0,0,37,30,37,30,0,67,  , ,  
03-04,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD                        ,000, ,06,06W,All Grades,2,0,2,3,6,2,3,2,284,284,297,291,20,588,  , ,  
03-04,37,Lac qui Parle                                ,2853,01,LAC QUI PARLE VALLEY               ,000, ,06,06W,All Grades,3,4,9,16,13,16,7,11,550,493,582,540,79,1122,  , ,  
03-04,38,Lake                                         ,0381,01,LAKE SUPERIOR                      ,000, ,03,03 ,All Grades,6,8,3,4,2,1,2,9,822,768,835,790,35,1625,  , ,  
03-04,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS                  ,000, ,01,02 ,All Grades,3,6,1,3,5,1,2,6,339,335,350,351,27,701,  , ,  
03-04,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL            ,000, ,09,09 ,All Grades,1,0,1,0,6,1,0,0,215,195,223,196,9,419,  , ,  
03-04,40,Le Sueur                                     ,0392,01,LECENTER                           ,000, ,09,09 ,All Grades,0,0,7,3,54,44,2,0,282,308,345,355,110,700,  , ,  
03-04,40,Le Sueur                                     ,0394,01,MONTGOMERY-LONSDALE                ,000, ,09,09 ,All Grades,1,1,0,2,54,42,1,3,478,499,534,547,104,1081,  , ,  
03-04,40,Le Sueur                                     ,2143,01,WATERVILLE-ELYSIAN-MORRISTOWN      ,000, ,09,09 ,All Grades,2,2,2,3,15,23,1,1,491,480,511,509,49,1020,  , ,  
03-04,40,Le Sueur                                     ,2397,01,LESUEUR-HENDERSON                  ,000, ,09,09 ,All Grades,1,2,3,2,71,68,7,4,570,583,652,659,158,1311,  , ,  
03-04,41,Lincoln                                      ,0402,01,HENDRICKS                          ,000, ,06,08 ,All Grades,0,0,0,3,0,0,0,0,100,98,100,101,3,201,  , ,  
03-04,41,Lincoln                                      ,0403,01,IVANHOE                            ,000, ,06,08 ,All Grades,0,0,0,0,0,1,1,0,108,91,109,92,2,201,  , ,  
03-04,41,Lincoln                                      ,0404,01,LAKE BENTON                        ,000, ,06,08 ,All Grades,0,0,0,0,0,0,2,4,103,96,105,100,6,205,  , ,  
03-04,41,Lincoln                                      ,0409,01,TYLER                              ,000, ,06,08 ,All Grades,1,1,0,0,4,3,1,1,108,91,114,96,11,210,  , ,  
03-04,42,Lyon                                         ,0411,01,BALATON                            ,000, ,06,08 ,All Grades,0,0,0,0,1,0,0,0,35,37,36,37,1,73,  , ,  
03-04,42,Lyon                                         ,0413,01,MARSHALL                           ,000, ,06,08 ,All Grades,1,6,30,36,88,99,53,33,930,959,1102,1133,346,2235,  , ,  
03-04,42,Lyon                                         ,0414,01,MINNEOTA                           ,000, ,06,08 ,All Grades,0,0,1,1,10,12,1,1,224,216,236,230,26,466,  , ,  
03-04,42,Lyon                                         ,0415,01,LYND                               ,000, ,06,08 ,All Grades,1,0,0,0,11,14,0,0,37,37,49,51,26,100,  , ,  
03-04,42,Lyon                                         ,0417,01,TRACY                              ,000, ,06,08 ,All Grades,1,0,79,56,15,16,1,5,328,294,424,371,173,795,  , ,  
03-04,42,Lyon                                         ,0418,01,RUSSELL                            ,000, ,06,08 ,All Grades,0,1,0,0,1,2,1,1,56,63,58,67,6,125,  , ,  
03-04,42,Lyon                                         ,0991,83,REGN 6 & 8-S.W/W.C. SRV COOPERATIVE,000, ,06,08 ,All Grades,0,1,6,0,4,0,0,0,43,14,53,15,11,68,  , ,  
03-04,42,Lyon                                         ,2167,01,LAKEVIEW                           ,000, ,06,08 ,All Grades,0,0,6,3,9,8,1,2,290,245,306,258,29,564,  , ,  
03-04,42,Lyon                                         ,4072,07,YANKTON COUNTRY CHARTER SCHOOL     ,000, ,06,08 ,All Grades,0,0,0,0,1,0,1,0,15,13,17,13,2,30,  , ,  
03-04,43,McLeod                                       ,0423,01,HUTCHINSON                         ,000, ,06,06E,All Grades,6,5,13,17,66,57,19,13,1486,1390,1590,1482,196,3072,  , ,  
03-04,43,McLeod                                       ,0424,01,LESTER PRAIRIE                     ,000, ,06,06E,All Grades,0,0,0,0,18,10,0,0,228,228,246,238,28,484,  , ,  
03-04,43,McLeod                                       ,0937,52,CROW RIVER SP. ED. COOP.           ,000, ,06,06E,All Grades,0,0,2,0,6,1,0,1,38,15,46,17,10,63,  , ,  
03-04,43,McLeod                                       ,2859,01,GLENCOE-SILVER LAKE                ,000, ,06,06E,All Grades,1,2,3,3,125,144,0,1,781,711,910,861,279,1771,  , ,  
03-04,43,McLeod                                       ,2887,01,MCLEOD WEST SCHOOLS                ,000, ,06,06E,All Grades,0,0,2,4,7,7,0,2,223,230,232,243,22,475,  , ,  
03-04,43,McLeod                                       ,4093,07,NEW CENTURY CHARTER SCHOOL         ,000, ,06,06E,All Grades,0,0,0,1,3,4,0,1,69,48,72,54,9,126,  , ,  
03-04,44,Mahnomen                                     ,0432,01,MAHNOMEN                           ,000, ,01,02 ,All Grades,248,208,1,1,3,3,0,1,149,114,401,327,465,728,  , ,  
03-04,44,Mahnomen                                     ,0435,01,WAUBUN                             ,000, ,01,02 ,All Grades,197,210,0,0,1,0,0,0,115,90,313,300,408,613,  , ,  
03-04,45,Marshall                                     ,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS    ,000, ,01,01 ,All Grades,2,2,0,0,2,0,2,2,201,157,207,161,10,368,  , ,  
03-04,45,Marshall                                     ,0447,01,GRYGLA                             ,000, ,01,01 ,All Grades,1,3,1,1,0,0,0,0,112,99,114,103,6,217,  , ,  
03-04,45,Marshall                                     ,2176,01,WARREN-ALVARADO-OSLO               ,000, ,01,01 ,All Grades,4,1,0,0,35,27,0,0,254,232,293,260,67,553,  , ,  
03-04,45,Marshall                                     ,2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS     ,000, ,01,01 ,All Grades,2,1,0,2,18,14,0,0,186,171,206,188,37,394,  , ,  
03-04,46,Martin                                       ,0458,01,TRUMAN                             ,000, ,09,09 ,All Grades,0,0,0,0,9,2,5,4,194,164,208,170,20,378,  , ,  
03-04,46,Martin                                       ,0915,52,SOUTHERN PLAINS ED. COOP.          ,000, ,09,09 ,All Grades,0,0,0,0,5,5,1,1,71,59,77,65,12,142,  , ,  
03-04,46,Martin                                       ,2448,01,MARTIN COUNTY WEST                 ,000, ,09,09 ,All Grades,0,0,1,4,2,5,5,2,457,426,465,437,19,902,  , ,  
03-04,46,Martin                                       ,2536,01,GRANADA HUNTLEY-EAST CHAIN         ,000, ,09,09 ,All Grades,0,1,1,1,5,1,0,1,152,140,158,144,10,302,  , ,  
03-04,46,Martin                                       ,2752,01,FAIRMONT AREA SCHOOLS              ,000, ,09,09 ,All Grades,1,2,4,11,49,53,10,7,869,787,933,860,137,1793,  , ,  
03-04,47,Meeker                                       ,0463,01,EDEN VALLEY-WATKINS                ,000, ,06,06E,All Grades,0,0,1,1,3,1,2,6,415,409,421,417,14,838,  , ,  
03-04,47,Meeker                                       ,0465,01,LITCHFIELD                         ,000, ,06,06E,All Grades,2,3,7,7,61,62,6,10,929,863,1005,945,158,1950,  , ,  
03-04,47,Meeker                                       ,0466,01,DASSEL-COKATO                      ,000, ,06,07W,All Grades,6,2,7,11,28,19,5,3,1120,1069,1166,1104,81,2270,  , ,  
03-04,47,Meeker                                       ,2396,01,A.C.G.C.                           ,000, ,06,06E,All Grades,0,0,3,2,15,11,1,0,456,428,475,441,32,916,  , ,  
03-04,48,Mille Lacs                                   ,0473,01,ISLE                               ,000, ,07,07E,All Grades,15,25,0,1,2,0,2,1,252,286,271,313,46,584,  , ,  
03-04,48,Mille Lacs                                   ,0477,01,PRINCETON                          ,000, ,07,07E,All Grades,12,20,11,13,12,18,15,17,1735,1586,1785,1654,118,3439,  , ,  
03-04,48,Mille Lacs                                   ,0480,01,ONAMIA                             ,000, ,07,07E,All Grades,79,88,3,5,4,0,10,5,332,322,428,420,194,848,  , ,  
03-04,48,Mille Lacs                                   ,0912,01,MILACA                             ,000, ,07,07E,All Grades,23,21,12,7,11,6,5,3,981,859,1032,896,88,1928,  , ,  
03-04,49,Morrison                                     ,0482,01,LITTLE FALLS                       ,000, ,05,05 ,All Grades,8,8,13,13,17,10,17,14,1443,1430,1498,1475,100,2973,  , ,  
03-04,49,Morrison                                     ,0484,01,PIERZ                              ,000, ,05,05 ,All Grades,1,3,4,2,4,1,1,0,506,470,516,476,16,992,  , ,  
03-04,49,Morrison                                     ,0485,01,ROYALTON                           ,000, ,05,05 ,All Grades,0,5,5,2,2,7,3,4,378,338,388,356,28,744,  , ,  
03-04,49,Morrison                                     ,0486,01,SWANVILLE                          ,000, ,05,05 ,All Grades,0,0,1,0,0,0,0,0,198,164,199,164,1,363,  , ,  
03-04,49,Morrison                                     ,0487,01,UPSALA                             ,000, ,05,05 ,All Grades,0,0,1,0,0,1,0,0,194,201,195,202,2,397,  , ,  
03-04,50,Mower                                        ,0492,01,AUSTIN                             ,000, ,10,10 ,All Grades,6,10,77,47,254,232,77,65,1696,1622,2110,1976,768,4086,  , ,  
03-04,50,Mower                                        ,0495,01,GRAND MEADOW                       ,000, ,10,10 ,All Grades,0,0,2,2,2,1,3,1,179,156,186,160,11,346,  , ,  
03-04,50,Mower                                        ,0497,01,LYLE                               ,000, ,10,10 ,All Grades,0,0,0,2,2,0,0,0,129,140,131,142,4,273,  , ,  
03-04,50,Mower                                        ,0499,01,LEROY                              ,000, ,10,10 ,All Grades,0,0,1,0,2,0,0,0,191,179,194,179,3,373,  , ,  
03-04,50,Mower                                        ,0500,01,SOUTHLAND                          ,000, ,10,10 ,All Grades,1,2,1,3,4,1,2,0,357,350,365,356,14,721,  , ,  
03-04,51,Murray                                       ,0505,01,FULDA                              ,000, ,06,08 ,All Grades,1,3,3,3,19,12,0,0,267,234,290,252,41,542,  , ,  
03-04,51,Murray                                       ,2169,01,MURRAY COUNTY CENTRAL              ,000, ,06,08 ,All Grades,2,1,0,0,9,8,1,1,388,390,400,400,22,800,  , ,  
03-04,52,Nicollet                                     ,0507,01,NICOLLET                           ,000, ,09,09 ,All Grades,0,0,1,1,1,2,0,0,149,142,151,145,5,296,  , ,  
03-04,52,Nicollet                                     ,0508,01,ST. PETER                          ,000, ,09,09 ,All Grades,5,4,13,13,60,45,26,22,888,804,992,888,188,1880,  , ,  
03-04,52,Nicollet                                     ,4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL    ,000, ,09,09 ,All Grades,0,0,0,0,0,1,0,5,42,42,42,48,6,90,  , ,  
03-04,52,Nicollet                                     ,6027,61,MINNESOTA VALLEY ED. DISTRICT      ,000, ,09,09 ,All Grades,0,0,0,0,3,2,0,1,40,33,43,36,6,79,  , ,  
03-04,53,Nobles                                       ,0511,01,ADRIAN                             ,000, ,06,08 ,All Grades,0,1,5,5,5,4,0,0,340,301,350,311,20,661,  , ,  
03-04,53,Nobles                                       ,0513,01,BREWSTER                           ,000, ,06,08 ,All Grades,1,1,2,2,2,5,1,2,65,60,71,70,16,141,  , ,  
03-04,53,Nobles                                       ,0514,01,ELLSWORTH                          ,000, ,06,08 ,All Grades,1,0,0,0,1,1,4,3,105,84,111,88,10,199,  , ,  
03-04,53,Nobles                                       ,0516,01,ROUND LAKE                         ,000, ,06,08 ,All Grades,0,0,0,1,1,1,0,2,76,93,77,97,5,174,  , ,  
03-04,53,Nobles                                       ,0518,01,WORTHINGTON                        ,000, ,06,08 ,All Grades,6,1,112,127,343,304,27,21,682,673,1170,1126,941,2296,  , ,  
03-04,54,Norman                                       ,2215,01,NORMAN COUNTY EAST                 ,000, ,01,01 ,All Grades,24,14,1,2,8,8,3,2,180,161,216,187,62,403,  , ,  
03-04,54,Norman                                       ,2527,01,NORMAN COUNTY WEST                 ,000, ,01,01 ,All Grades,5,4,1,0,19,17,0,0,164,160,189,181,46,370,  , ,  
03-04,54,Norman                                       ,2854,01,ADA-BORUP                          ,000, ,01,01 ,All Grades,8,6,4,6,22,23,5,2,219,237,258,274,76,532,  , ,  
03-04,55,Olmsted                                      ,0227,01,CHATFIELD                          ,000, ,10,10 ,All Grades,0,0,5,2,3,8,2,2,474,443,484,455,22,939,  , ,  
03-04,55,Olmsted                                      ,0531,01,BYRON                              ,000, ,10,10 ,All Grades,1,1,8,6,9,5,7,1,777,736,802,749,38,1551,  , ,  
03-04,55,Olmsted                                      ,0533,01,DOVER-EYOTA                        ,000, ,10,10 ,All Grades,0,0,3,5,7,5,0,3,579,509,589,522,23,1111,  , ,  
03-04,55,Olmsted                                      ,0534,01,STEWARTVILLE                       ,000, ,10,10 ,All Grades,1,5,9,6,10,11,9,8,842,870,871,900,59,1771,  , ,  
03-04,55,Olmsted                                      ,0535,01,ROCHESTER                          ,000, ,10,10 ,All Grades,27,32,725,668,413,357,869,754,6490,6135,8524,7946,3845,16470,  , ,  
03-04,55,Olmsted                                      ,4056,07,ROCHESTER OFF-CAMPUS CHARTER HIGH  ,000, ,10,10 ,All Grades,3,0,2,4,4,3,1,5,46,46,56,58,22,114,  , ,  
03-04,55,Olmsted                                      ,4061,07,STUDIO ACADEMY CHARTER SCHOOL      ,000, ,10,10 ,All Grades,0,0,0,2,2,0,5,2,47,64,54,68,11,122,  , ,  
03-04,55,Olmsted                                      ,6012,61,ZUMBRO ED. DISTRICT                ,000, ,10,10 ,All Grades,1,0,1,0,1,3,1,1,46,19,50,23,8,73,  , ,  
03-04,55,Olmsted                                      ,6042,61,ROOT RIVER ED. DISTRICT            ,000, ,10,10 ,All Grades,0,0,0,0,0,0,0,0,8,5,8,5,0,13,  , ,  
03-04,56,Otter Tail                                   ,0542,01,BATTLE LAKE                        ,000, ,04,04 ,All Grades,5,3,1,3,4,2,4,3,259,244,273,255,25,528,  , ,  
03-04,56,Otter Tail                                   ,0544,01,FERGUS FALLS                       ,000, ,04,04 ,All Grades,17,18,11,18,16,13,31,22,1362,1293,1437,1364,146,2801,  , ,  
03-04,56,Otter Tail                                   ,0545,01,HENNING                            ,000, ,04,04 ,All Grades,4,5,2,6,0,0,1,1,169,163,176,175,19,351,  , ,  
03-04,56,Otter Tail                                   ,0547,01,PARKERS PRAIRIE                    ,000, ,04,04 ,All Grades,1,0,4,0,1,0,2,2,312,263,320,265,10,585,  , ,  
03-04,56,Otter Tail                                   ,0548,01,PELICAN RAPIDS                     ,000, ,04,04 ,All Grades,0,1,13,13,135,107,17,8,474,424,639,553,294,1192,  , ,  
03-04,56,Otter Tail                                   ,0549,01,PERHAM                             ,000, ,04,04 ,All Grades,7,10,2,7,15,27,12,8,836,715,872,767,88,1639,  , ,  
03-04,56,Otter Tail                                   ,0550,01,UNDERWOOD                          ,000, ,04,04 ,All Grades,1,2,7,3,1,2,0,0,250,209,259,216,16,475,  , ,  
03-04,56,Otter Tail                                   ,0553,01,NEW YORK MILLS                     ,000, ,04,04 ,All Grades,7,4,0,0,1,5,0,0,338,397,346,406,17,752,  , ,  
03-04,56,Otter Tail                                   ,0926,83,REGION 4-LAKES COUNTRY SERVICE COOP,000, ,04,04 ,All Grades,5,9,1,1,2,3,0,1,22,23,30,37,22,67,  , ,  
03-04,56,Otter Tail                                   ,0935,52,FERGUS FALLS AREA SP. ED. COOP.    ,000, ,04,04 ,All Grades,1,1,0,0,0,1,3,4,43,21,47,27,10,74,  , ,  
03-04,57,Pennington                                   ,0561,01,GOODRIDGE                          ,000, ,01,01 ,All Grades,4,1,2,1,0,0,0,0,75,84,81,86,8,167,  , ,  
03-04,57,Pennington                                   ,0564,01,THIEF RIVER FALLS                  ,000, ,01,01 ,All Grades,33,21,7,4,34,30,7,13,1034,912,1115,980,149,2095,  , ,  
03-04,58,Pine                                         ,0577,01,WILLOW RIVER                       ,000, ,07,07E,All Grades,0,1,1,1,0,2,1,2,233,224,235,230,8,465,  , ,  
03-04,58,Pine                                         ,0578,01,PINE CITY                          ,000, ,07,07E,All Grades,7,8,2,2,3,5,7,5,860,818,879,838,39,1717,  , ,  
03-04,58,Pine                                         ,2165,01,HINCKLEY-FINLAYSON                 ,000, ,07,07E,All Grades,48,44,8,4,11,14,11,13,500,453,578,528,153,1106,  , ,  
03-04,58,Pine                                         ,2580,01,EAST CENTRAL                       ,000, ,07,07E,All Grades,39,28,6,5,6,6,18,5,468,383,537,427,113,964,  , ,  
03-04,59,Pipestone                                    ,0581,01,EDGERTON                           ,000, ,06,08 ,All Grades,1,0,2,0,6,2,0,1,161,115,170,118,12,288,  , ,  
03-04,59,Pipestone                                    ,0584,01,RUTHTON                            ,000, ,06,08 ,All Grades,0,0,2,1,1,2,0,3,132,116,135,122,9,257,  , ,  
03-04,59,Pipestone                                    ,2689,01,PIPESTONE AREA SCHOOLS             ,000, ,06,08 ,All Grades,14,17,0,8,13,7,6,3,642,626,675,661,68,1336,  , ,  
03-04,60,Polk                                         ,0592,01,CLIMAX                             ,000, ,01,01 ,All Grades,2,1,0,0,11,11,1,0,52,70,66,82,26,148,  , ,  
03-04,60,Polk                                         ,0593,01,CROOKSTON                          ,000, ,01,01 ,All Grades,20,22,2,2,111,129,5,6,604,616,742,775,297,1517,  , ,  
03-04,60,Polk                                         ,0595,01,EAST GRAND FORKS                   ,000, ,01,01 ,All Grades,19,9,6,2,97,93,7,7,829,732,958,843,240,1801,  , ,  
03-04,60,Polk                                         ,0599,01,FERTILE-BELTRAMI                   ,000, ,01,01 ,All Grades,17,6,3,3,4,5,1,1,292,219,317,234,40,551,  , ,  
03-04,60,Polk                                         ,0600,01,FISHER                             ,000, ,01,01 ,All Grades,2,4,0,0,14,13,0,0,134,140,150,157,33,307,  , ,  
03-04,60,Polk                                         ,0601,01,FOSSTON                            ,000, ,01,01 ,All Grades,19,21,1,2,0,2,4,1,304,323,328,349,50,677,  , ,  
03-04,60,Polk                                         ,2609,01,WIN-E-MAC                          ,000, ,01,01 ,All Grades,4,4,0,1,3,0,0,1,272,272,279,278,13,557,  , ,  
03-04,61,Pope                                         ,0611,01,CYRUS                              ,000, ,04,04 ,All Grades,0,0,0,0,1,0,0,0,40,27,41,27,1,68,  , ,  
03-04,61,Pope                                         ,2149,01,MINNEWASKA                         ,000, ,04,04 ,All Grades,6,2,5,2,2,4,6,7,725,688,744,703,34,1447,  , ,  
03-04,62,Ramsey                                       ,0621,01,MOUNDS VIEW                        ,000, ,11,11 ,All Grades,54,52,395,370,153,139,274,273,4759,4295,5635,5129,1710,10764,  , ,  
03-04,62,Ramsey                                       ,0622,01,NORTH ST PAUL-MAPLEWOOD            ,000, ,11,11 ,All Grades,71,62,482,447,221,218,493,428,4552,4391,5819,5546,2422,11365,  , ,  
03-04,62,Ramsey                                       ,0623,01,ROSEVILLE                          ,000, ,11,11 ,All Grades,27,30,383,345,141,142,237,255,2458,2371,3246,3143,1560,6389,  , ,  
03-04,62,Ramsey                                       ,0624,01,WHITE BEAR LAKE                    ,000, ,11,11 ,All Grades,31,19,248,269,94,79,106,104,4167,3804,4646,4275,950,8921,  , ,  
03-04,62,Ramsey                                       ,0625,01,ST. PAUL                           ,000, ,11,11 ,All Grades,380,392,6351,5936,2622,2414,6063,5875,6461,6016,21877,20633,30033,42510,  , ,  
03-04,62,Ramsey                                       ,4000,07,CITY ACADEMY                       ,000, ,11,11 ,All Grades,5,7,26,13,5,1,18,15,9,12,63,48,90,111,  , ,  
03-04,62,Ramsey                                       ,4005,07,METRO DEAF CHARTER SCHOOL          ,000, ,11,11 ,All Grades,0,0,0,4,3,2,4,1,24,32,31,39,14,70,  , ,  
03-04,62,Ramsey                                       ,4006,07,SKILLS FOR TOMORROW CHARTER SCHOOL ,000, ,11,11 ,All Grades,1,2,1,4,2,7,20,26,20,13,44,52,63,96,  , ,  
03-04,62,Ramsey                                       ,4015,07,COMMUNITY OF PEACE ACADEMY         ,000, ,11,11 ,All Grades,1,1,198,155,14,23,40,50,30,28,283,257,482,540,  , ,  
03-04,62,Ramsey                                       ,4018,07,ACHIEVE LANGUAGE ACADEMY           ,000, ,11,11 ,All Grades,2,2,88,68,24,25,29,27,23,26,166,148,265,314,  , ,  
03-04,62,Ramsey                                       ,4019,07,ST. PAUL FAMILY LEARNING CENTER    ,000, ,11,11 ,All Grades,2,1,5,6,2,0,34,40,6,1,49,48,90,97,  , ,  
03-04,62,Ramsey                                       ,4025,07,CYBER VILLAGE ACADEMY              ,000, ,11,11 ,All Grades,0,2,0,3,2,3,7,4,69,65,78,77,21,155,  , ,  
03-04,62,Ramsey                                       ,4027,07,HIGHER GROUND ACADEMY              ,000, ,11,11 ,All Grades,0,0,0,1,0,0,181,210,2,3,183,214,392,397,  , ,  
03-04,62,Ramsey                                       ,4029,07,NEW SPIRIT SCHOOL                  ,000, ,11,11 ,All Grades,0,1,94,97,6,18,34,32,20,10,154,158,282,312,  , ,  
03-04,62,Ramsey                                       ,4031,07,JENNINGS EXPERIENTIAL HIGH SCHOOL  ,000, ,11,11 ,All Grades,3,1,3,3,5,1,9,7,23,7,43,19,32,62,  , ,  
03-04,62,Ramsey                                       ,4035,07,CONCORDIA CREATIVE LEARNING ACADEMY,000, ,11,11 ,All Grades,1,1,11,12,1,5,16,16,9,15,38,49,63,87,  , ,  
