DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
03-04,08,Brown                                        ,0084,01,SLEEPY EYE                         ,000, ,09,09 ,All Grades,0,0,4,3,110,81,0,0,234,227,348,311,198,659,  , ,  
03-04,08,Brown                                        ,0085,01,SPRINGFIELD                        ,000, ,09,09 ,All Grades,0,1,0,3,5,5,1,0,347,317,353,326,15,679,  , ,  
03-04,08,Brown                                        ,0088,01,NEW ULM                            ,000, ,09,09 ,All Grades,5,3,12,7,22,22,11,6,1196,1095,1246,1133,88,2379,  , ,  
03-04,08,Brown                                        ,4051,07,HANSKA CHARTER SCHOOL              ,000, ,09,09 ,All Grades,0,0,0,0,0,0,0,0,19,10,19,10,0,29,  , ,  
03-04,09,Carlton                                      ,0091,01,BARNUM                             ,000, ,03,03 ,All Grades,15,7,1,3,3,1,2,2,325,301,346,314,34,660,  , ,  
03-04,09,Carlton                                      ,0093,01,CARLTON                            ,000, ,03,03 ,All Grades,50,38,1,0,0,0,0,0,305,269,356,307,89,663,  , ,  
03-04,09,Carlton                                      ,0094,01,CLOQUET                            ,000, ,03,03 ,All Grades,188,166,14,8,8,10,9,10,976,959,1195,1153,413,2348,  , ,  
03-04,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT                    ,000, ,03,03 ,All Grades,7,4,0,0,0,0,1,0,148,140,156,144,12,300,  , ,  
03-04,09,Carlton                                      ,0097,01,MOOSE LAKE                         ,000, ,03,03 ,All Grades,8,7,4,7,5,2,3,8,412,348,432,372,44,804,  , ,  
03-04,09,Carlton                                      ,0099,01,ESKO                               ,000, ,03,03 ,All Grades,1,0,3,5,0,1,6,3,579,539,589,548,19,1137,  , ,  
03-04,09,Carlton                                      ,0100,01,WRENSHALL                          ,000, ,03,03 ,All Grades,4,2,1,2,0,0,0,2,194,165,199,171,11,370,  , ,  
03-04,10,Carver                                       ,0108,01,NORWOOD                            ,000, ,11,11 ,All Grades,3,1,5,9,29,15,7,6,476,460,520,491,75,1011,  , ,  
03-04,10,Carver                                       ,0110,01,WACONIA                            ,000, ,11,11 ,All Grades,7,4,14,25,20,28,22,16,1201,1082,1264,1155,136,2419,  , ,  
03-04,10,Carver                                       ,0111,01,WATERTOWN-MAYER                    ,000, ,11,11 ,All Grades,2,4,12,11,6,14,5,12,733,684,758,725,66,1483,  , ,  
03-04,10,Carver                                       ,0112,01,CHASKA                             ,000, ,11,11 ,All Grades,7,6,113,133,222,216,82,98,3730,3429,4154,3882,877,8036,  , ,  
03-04,10,Carver                                       ,0930,53,CARVER-SCOTT EDUCATIONAL COOP.     ,000, ,11,11 ,All Grades,6,3,2,3,5,13,3,4,182,142,198,165,39,363,  , ,  
03-04,10,Carver                                       ,4016,07,WORLD LEARNER CHARTER SCHOOL       ,000, ,11,11 ,All Grades,0,1,3,6,1,1,0,0,55,51,59,59,12,118,  , ,  
03-04,11,Cass                                         ,0113,01,WALKER-HACKENSACK-AKELEY           ,000, ,05,05 ,All Grades,111,104,1,3,3,2,3,0,416,384,534,493,227,1027,  , ,  
03-04,11,Cass                                         ,0115,01,CASS LAKE-BENA SCHOOLS             ,000, ,05,05 ,All Grades,463,482,1,3,1,0,2,1,108,110,575,596,953,1171,  , ,  
03-04,11,Cass                                         ,0116,01,PILLAGER                           ,000, ,05,05 ,All Grades,2,1,2,1,0,0,0,2,408,346,412,350,8,762,  , ,  
03-04,11,Cass                                         ,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,000, ,05,05 ,All Grades,45,47,0,0,1,0,3,4,211,221,260,272,100,532,  , ,  
03-04,11,Cass                                         ,2174,01,PINE RIVER-BACKUS                  ,000, ,05,05 ,All Grades,6,10,5,3,5,3,7,7,503,524,526,547,46,1073,  , ,  
03-04,11,Cass                                         ,4080,07,PILLAGER AREA CHARTER SCHOOL       ,000, ,05,05 ,All Grades,0,0,0,0,1,0,0,0,24,16,25,16,1,41,  , ,  
03-04,12,Chippewa                                     ,0129,01,MONTEVIDEO                         ,000, ,06,06W,All Grades,4,3,4,4,31,34,4,6,711,664,754,711,90,1465,  , ,  
03-04,12,Chippewa                                     ,2180,01,M.A.C.C.R.A.Y.                     ,000, ,06,06W,All Grades,1,1,0,0,18,18,7,4,416,355,442,378,49,820,  , ,  
03-04,12,Chippewa                                     ,6018,61,MINNESOTA RIVER VALLEY ED. DISTRICT,000, ,06,06W,All Grades,1,0,0,0,6,9,0,0,46,35,53,44,16,97,  , ,  
03-04,13,Chisago                                      ,0138,01,NORTH BRANCH                       ,000, ,07,07E,All Grades,17,13,36,34,33,31,10,9,1930,1859,2026,1946,183,3972,  , ,  
03-04,13,Chisago                                      ,0139,01,RUSH CITY                          ,000, ,07,07E,All Grades,7,4,6,2,6,5,7,5,510,434,536,450,42,986,  , ,  
03-04,13,Chisago                                      ,2144,01,CHISAGO LAKES                      ,000, ,07,07E,All Grades,8,11,31,35,21,19,22,21,1828,1627,1910,1713,168,3623,  , ,  
03-04,13,Chisago                                      ,4095,07,TRIO WOLF CREEK DISTANCE LEARNING  ,000, ,07,07E,All Grades,0,0,0,0,0,0,0,0,21,35,21,35,0,56,  , ,  
03-04,14,Clay                                         ,0146,01,BARNESVILLE                        ,000, ,04,04 ,All Grades,0,0,1,1,3,2,2,4,393,374,399,381,13,780,  , ,  
03-04,14,Clay                                         ,0150,01,HAWLEY                             ,000, ,04,04 ,All Grades,1,2,1,0,1,0,5,4,471,405,479,411,14,890,  , ,  
03-04,14,Clay                                         ,0152,01,MOORHEAD                           ,000, ,04,04 ,All Grades,85,79,39,43,247,199,78,56,2368,2171,2817,2548,826,5365,  , ,  
03-04,14,Clay                                         ,0914,01,ULEN-HITTERDAL                     ,000, ,04,04 ,All Grades,5,5,1,0,0,2,0,0,152,119,158,126,13,284,  , ,  
03-04,14,Clay                                         ,2164,01,DILWORTH-GLYNDON-FELTON            ,000, ,04,04 ,All Grades,16,24,3,4,72,54,9,5,624,555,724,642,187,1366,  , ,  
03-04,15,Clearwater                                   ,0162,01,BAGLEY                             ,000, ,01,02 ,All Grades,127,126,1,6,6,5,1,1,398,409,533,547,273,1080,  , ,  
03-04,15,Clearwater                                   ,2311,01,CLEARBROOK-GONVICK                 ,000, ,01,02 ,All Grades,21,30,1,7,0,4,2,2,238,197,262,240,67,502,  , ,  
03-04,16,Cook                                         ,0166,01,COOK COUNTY                        ,000, ,03,03 ,All Grades,46,44,2,7,0,1,3,0,287,254,338,306,103,644,  , ,  
03-04,16,Cook                                         ,4100,07,GREAT EXPECTATIONS                 ,000, ,03,03 ,All Grades,4,3,0,1,0,1,0,0,19,14,23,19,9,42,  , ,  
03-04,17,Cottonwood                                   ,0173,01,MOUNTAIN LAKE                      ,000, ,06,08 ,All Grades,0,0,49,44,32,22,3,3,200,173,284,242,153,526,  , ,  
03-04,17,Cottonwood                                   ,0177,01,WINDOM                             ,000, ,06,08 ,All Grades,6,6,3,8,29,26,6,4,474,478,518,522,88,1040,  , ,  
03-04,17,Cottonwood                                   ,2884,01,RED ROCK CENTRAL                   ,000, ,06,08 ,All Grades,0,2,1,2,3,4,0,2,271,239,275,249,14,524,  , ,  
03-04,17,Cottonwood                                   ,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     ,000, ,06,08 ,All Grades,0,0,41,66,2,2,0,6,191,216,234,290,117,524,  , ,  
03-04,18,Crow Wing                                    ,0181,01,BRAINERD                           ,000, ,05,05 ,All Grades,50,49,17,23,16,21,53,37,3598,3394,3734,3524,266,7258,  , ,  
03-04,18,Crow Wing                                    ,0182,01,CROSBY-IRONTON                     ,000, ,05,05 ,All Grades,13,7,2,2,3,7,3,7,680,702,701,725,44,1426,  , ,  
03-04,18,Crow Wing                                    ,0186,01,PEQUOT LAKES                       ,000, ,05,05 ,All Grades,4,2,0,2,2,4,0,2,713,655,719,665,16,1384,  , ,  
03-04,18,Crow Wing                                    ,4012,07,EMILY CHARTER SCHOOL               ,000, ,05,05 ,All Grades,0,0,0,0,0,0,0,0,40,40,40,40,0,80,  , ,  
03-04,18,Crow Wing                                    ,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL ,000, ,05,05 ,All Grades,0,0,0,0,0,0,0,3,48,36,48,39,3,87,  , ,  
03-04,19,Dakota                                       ,0006,03,SOUTH ST. PAUL                     ,000, ,11,11 ,All Grades,16,13,16,29,200,168,76,64,1437,1350,1745,1624,582,3369,  , ,  
03-04,19,Dakota                                       ,0191,01,BURNSVILLE                         ,000, ,11,11 ,All Grades,40,28,423,420,268,215,662,627,4429,4108,5822,5398,2683,11220,  , ,  
03-04,19,Dakota                                       ,0192,01,FARMINGTON                         ,000, ,11,11 ,All Grades,6,6,72,65,60,54,43,37,2647,2461,2828,2623,343,5451,  , ,  
03-04,19,Dakota                                       ,0194,01,LAKEVILLE                          ,000, ,11,11 ,All Grades,16,11,91,103,77,88,85,103,5090,4848,5359,5153,574,10512,  , ,  
03-04,19,Dakota                                       ,0195,01,RANDOLPH                           ,000, ,11,11 ,All Grades,0,0,1,1,3,2,1,0,255,216,260,219,8,479,  , ,  
03-04,19,Dakota                                       ,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN       ,000, ,11,11 ,All Grades,85,73,832,784,439,410,882,778,12368,11910,14606,13955,4283,28561,  , ,  
03-04,19,Dakota                                       ,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN   ,000, ,11,11 ,All Grades,21,19,113,123,348,289,183,169,1799,1725,2464,2325,1265,4789,  , ,  
03-04,19,Dakota                                       ,0199,01,INVER GROVE HEIGHTS SCHOOLS        ,000, ,11,11 ,All Grades,12,19,76,52,125,134,79,106,1694,1581,1986,1892,603,3878,  , ,  
03-04,19,Dakota                                       ,0200,01,HASTINGS                           ,000, ,11,11 ,All Grades,33,36,33,34,50,62,43,42,2525,2288,2684,2462,333,5146,  , ,  
03-04,19,Dakota                                       ,0917,06,INTERMEDIATE SCHOOL DISTRICT 917   ,000, ,11,11 ,All Grades,1,1,6,2,8,9,39,13,341,171,395,196,79,591,  , ,  
03-04,19,Dakota                                       ,4090,07,PRAIRIE CREEK COMMUNITY SCHOOL     ,000, ,10,10 ,All Grades,0,0,4,3,0,0,1,1,51,48,56,52,9,108,  , ,  
03-04,19,Dakota                                       ,4099,07,TAREK IBN ZIYAD ACADEMY            ,000, ,11,11 ,All Grades,0,0,1,2,1,0,62,91,9,11,73,104,157,177,  , ,  
03-04,20,Dodge                                        ,0203,01,HAYFIELD                           ,000, ,10,10 ,All Grades,1,6,5,7,20,11,3,2,452,413,481,439,55,920,  , ,  
03-04,20,Dodge                                        ,0204,01,KASSON-MANTORVILLE                 ,000, ,10,10 ,All Grades,4,3,5,12,26,15,6,3,931,890,972,923,74,1895,  , ,  
03-04,20,Dodge                                        ,2125,01,TRITON                             ,000, ,10,10 ,All Grades,0,0,0,2,56,60,0,1,504,485,560,548,119,1108,  , ,  
03-04,21,Douglas                                      ,0206,01,ALEXANDRIA                         ,000, ,04,04 ,All Grades,1,8,14,17,23,9,23,20,2084,1954,2145,2008,115,4153,  , ,  
03-04,21,Douglas                                      ,0207,01,BRANDON                            ,000, ,04,04 ,All Grades,0,0,0,1,0,0,2,0,156,151,158,152,3,310,  , ,  
03-04,21,Douglas                                      ,0208,01,EVANSVILLE                         ,000, ,04,04 ,All Grades,0,0,0,0,0,0,0,0,108,114,108,114,0,222,  , ,  
03-04,21,Douglas                                      ,0213,01,OSAKIS                             ,000, ,04,04 ,All Grades,0,0,2,4,1,0,0,1,320,338,323,343,8,666,  , ,  
03-04,21,Douglas                                      ,4045,07,LAKES AREA CHARTER SCHOOL          ,000, ,04,04 ,All Grades,0,0,0,0,1,0,0,0,43,23,44,23,1,67,  , ,  
03-04,21,Douglas                                      ,6014,61,RUNESTONE AREA ED. DISTRICT        ,000, ,04,04 ,All Grades,0,3,0,0,0,1,2,2,67,55,69,61,8,130,  , ,  
03-04,22,Faribault                                    ,2134,01,UNITED SOUTH CENTRAL               ,000, ,09,09 ,All Grades,1,3,8,4,33,40,4,4,462,433,508,484,97,992,  , ,  
03-04,22,Faribault                                    ,2860,01,BLUE EARTH AREA PUBLIC SCHOOL      ,000, ,09,09 ,All Grades,1,0,3,3,56,49,5,8,678,585,743,645,125,1388,  , ,  
03-04,23,Fillmore                                     ,0229,01,LANESBORO                          ,000, ,10,10 ,All Grades,0,0,0,0,0,3,0,2,190,155,190,160,5,350,  , ,  
03-04,23,Fillmore                                     ,0238,01,MABEL-CANTON                       ,000, ,10,10 ,All Grades,0,0,0,0,0,0,0,0,164,201,164,201,0,365,  , ,  
03-04,23,Fillmore                                     ,0239,01,RUSHFORD-PETERSON                  ,000, ,10,10 ,All Grades,1,0,1,3,0,1,1,0,349,336,352,340,7,692,  , ,  
03-04,23,Fillmore                                     ,2137,01,KINGSLAND                          ,000, ,10,10 ,All Grades,2,3,1,6,2,2,2,2,421,440,428,453,20,881,  , ,  
03-04,23,Fillmore                                     ,2198,01,FILLMORE CENTRAL                   ,000, ,10,10 ,All Grades,0,0,0,1,8,4,1,1,345,325,354,331,15,685,  , ,  
03-04,24,Freeborn                                     ,0241,01,ALBERT LEA                         ,000, ,10,10 ,All Grades,4,4,26,17,222,227,17,19,1566,1542,1835,1809,536,3644,  , ,  
03-04,24,Freeborn                                     ,0242,01,ALDEN                              ,000, ,10,10 ,All Grades,0,0,3,2,8,6,1,4,209,200,221,212,24,433,  , ,  
03-04,24,Freeborn                                     ,2886,01,GLENVILLE-EMMONS                   ,000, ,10,10 ,All Grades,1,4,4,7,4,4,1,0,181,170,191,185,25,376,  , ,  
03-04,25,Goodhue                                      ,0252,01,CANNON FALLS                       ,000, ,10,10 ,All Grades,2,5,10,11,2,5,6,5,707,668,727,694,46,1421,  , ,  
03-04,25,Goodhue                                      ,0253,01,GOODHUE                            ,000, ,10,10 ,All Grades,1,0,2,3,6,10,0,1,287,290,296,304,23,600,  , ,  
03-04,25,Goodhue                                      ,0255,01,PINE ISLAND                        ,000, ,10,10 ,All Grades,3,3,2,7,13,14,8,11,594,592,620,627,61,1247,  , ,  
03-04,25,Goodhue                                      ,0256,01,RED WING                           ,000, ,10,10 ,All Grades,55,50,20,33,41,40,47,48,1347,1330,1510,1501,334,3011,  , ,  
03-04,25,Goodhue                                      ,0256,60,CORRECTIONAL FACILITY-RED WING     ,000, ,10,10 ,All Grades,6,0,0,0,2,0,11,0,31,0,50,0,19,50,  , ,  
03-04,25,Goodhue                                      ,2172,01,KENYON-WANAMINGO                   ,000, ,10,10 ,All Grades,0,0,4,2,13,11,0,3,484,419,501,435,33,936,  , ,  
03-04,25,Goodhue                                      ,6051,61,GOODHUE COUNTY ED. DISTRICT        ,000, ,10,10 ,All Grades,0,0,0,0,0,2,0,0,33,10,33,12,2,45,  , ,  
03-04,26,Grant                                        ,0261,01,ASHBY                              ,000, ,04,04 ,All Grades,2,0,0,0,1,2,0,2,152,133,155,137,7,292,  , ,  
03-04,26,Grant                                        ,0264,01,HERMAN-NORCROSS                    ,000, ,04,04 ,All Grades,2,2,1,0,2,0,0,0,62,57,67,59,7,126,  , ,  
03-04,26,Grant                                        ,2342,01,WEST CENTRAL AREA                  ,000, ,04,04 ,All Grades,4,2,1,3,6,7,4,3,399,418,414,433,30,847,  , ,  
03-04,27,Hennepin                                     ,0001,03,MINNEAPOLIS                        ,000, ,11,11 ,All Grades,914,897,2885,2795,3133,2719,9235,9046,6153,5620,22320,21077,31624,43397,  , ,  
03-04,27,Hennepin                                     ,0270,01,HOPKINS                            ,000, ,11,11 ,All Grades,21,29,168,132,201,177,526,437,3438,3191,4354,3966,1691,8320,  , ,  
03-04,27,Hennepin                                     ,0271,01,BLOOMINGTON                        ,000, ,11,11 ,All Grades,52,52,477,456,413,330,651,580,3934,3708,5527,5126,3011,10653,  , ,  
03-04,27,Hennepin                                     ,0272,01,EDEN PRAIRIE                       ,000, ,11,11 ,All Grades,59,43,326,315,74,56,287,278,4605,4283,5351,4975,1438,10326,  , ,  
03-04,27,Hennepin                                     ,0273,01,EDINA                              ,000, ,11,11 ,All Grades,9,9,172,177,53,71,125,139,3327,3231,3686,3627,755,7313,  , ,  
03-04,27,Hennepin                                     ,0276,01,MINNETONKA                         ,000, ,11,11 ,All Grades,14,22,129,145,72,65,80,65,3594,3460,3889,3757,592,7646,  , ,  
03-04,27,Hennepin                                     ,0277,01,WESTONKA                           ,000, ,11,11 ,All Grades,10,3,18,8,12,7,17,14,1186,995,1243,1027,89,2270,  , ,  
03-04,27,Hennepin                                     ,0278,01,ORONO                              ,000, ,11,11 ,All Grades,5,4,26,26,22,23,11,9,1208,1198,1272,1260,126,2532,  , ,  
03-04,27,Hennepin                                     ,0279,01,OSSEO                              ,000, ,11,11 ,All Grades,85,88,1365,1205,382,353,1895,1775,7434,7116,11161,10537,7148,21698,  , ,  
03-04,27,Hennepin                                     ,0280,01,RICHFIELD                          ,000, ,11,11 ,All Grades,33,25,182,186,367,304,403,373,1181,1051,2166,1939,1873,4105,  , ,  
03-04,27,Hennepin                                     ,0281,01,ROBBINSDALE                        ,000, ,11,11 ,All Grades,91,99,488,492,451,455,1264,1215,4730,4477,7024,6738,4555,13762,  , ,  
03-04,27,Hennepin                                     ,0282,01,ST. ANTHONY-NEW BRIGHTON           ,000, ,11,11 ,All Grades,10,9,68,63,32,18,43,38,697,667,850,795,281,1645,  , ,  
03-04,27,Hennepin                                     ,0283,01,ST. LOUIS PARK                     ,000, ,11,11 ,All Grades,25,24,115,107,128,116,354,321,1636,1522,2258,2090,1190,4348,  , ,  
03-04,27,Hennepin                                     ,0284,01,WAYZATA                            ,000, ,11,11 ,All Grades,23,12,288,297,98,68,222,243,4303,4164,4934,4784,1251,9718,  , ,  
03-04,27,Hennepin                                     ,0286,01,BROOKLYN CENTER                    ,000, ,11,11 ,All Grades,11,13,169,153,78,47,314,287,349,311,921,811,1072,1732,  , ,  
03-04,27,Hennepin                                     ,0287,06,INTERMEDIATE SCHOOL DISTRICT 287   ,000, ,11,11 ,All Grades,24,7,72,59,34,35,207,182,833,573,1170,856,620,2026,  , ,  
03-04,27,Hennepin                                     ,1000,70,PERPICH CENTER FOR ARTS EDUCATION  ,000, ,11,11 ,All Grades,1,2,2,3,5,6,8,10,82,155,98,176,37,274,  , ,  
03-04,27,Hennepin                                     ,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL   ,000, ,11,11 ,All Grades,0,0,15,8,3,3,34,37,0,2,52,50,100,102,  , ,  
03-04,27,Hennepin                                     ,4011,07,NEW VISIONS CHARTER SCHOOL         ,000, ,11,11 ,All Grades,9,3,3,2,4,4,48,40,42,15,106,64,113,170,  , ,  
03-04,27,Hennepin                                     ,4017,07,MINNESOTA TRANSITIONS CHARTER SCH  ,000, ,11,11 ,All Grades,17,26,53,44,28,32,226,235,112,97,436,434,661,870,  , ,  
03-04,27,Hennepin                                     ,4030,07,ODYSSEY CHARTER SCHOOL             ,000, ,11,11 ,All Grades,0,0,15,5,2,3,39,24,68,51,124,83,88,207,  , ,  
03-04,27,Hennepin                                     ,4032,07,HARVEST PREP SCHOOL/SEED ACADEMY   ,000, ,11,11 ,All Grades,0,0,0,0,0,0,152,197,0,0,152,197,349,349,  , ,  
03-04,27,Hennepin                                     ,4038,07,SOJOURNER TRUTH ACADEMY            ,000, ,11,11 ,All Grades,0,0,0,3,27,22,91,94,2,2,120,121,237,241,  , ,  
03-04,27,Hennepin                                     ,4044,07,HEART OF THE EARTH CHARTER         ,000, ,11,11 ,All Grades,91,97,0,0,0,2,1,2,4,5,96,106,193,202,  , ,  
03-04,27,Hennepin                                     ,4052,07,FOUR DIRECTIONS CHARTER SCHOOLS    ,000, ,11,11 ,All Grades,32,41,1,4,1,0,0,0,1,4,35,49,79,84,  , ,  
03-04,27,Hennepin                                     ,4057,07,EL COLEGIO CHARTER SCHOOL          ,000, ,11,11 ,All Grades,1,6,0,0,18,24,13,12,4,6,36,48,74,84,  , ,  
03-04,27,Hennepin                                     ,4067,07,AURORA CHARTER SCHOOL              ,000, ,11,11 ,All Grades,0,0,0,1,70,73,0,0,3,0,73,74,144,147,  , ,  
03-04,27,Hennepin                                     ,4068,07,EXCELL ACADEMY CHARTER             ,000, ,11,11 ,All Grades,1,0,0,0,0,1,65,106,5,6,71,113,173,184,  , ,  
03-04,27,Hennepin                                     ,4076,07,MINNESOTA ACADEMY OF TECHNOLOGY    ,000, ,11,11 ,All Grades,0,0,0,1,6,2,12,10,19,13,37,26,31,63,  , ,  
03-04,27,Hennepin                                     ,4077,07,TWIN CITIES INTERNATIONAL ELEM SCH.,000, ,11,11 ,All Grades,0,0,0,0,0,0,139,117,0,0,139,117,256,256,  , ,  
03-04,27,Hennepin                                     ,4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,000, ,11,11 ,All Grades,0,0,2,0,0,1,25,34,0,4,27,39,62,66,  , ,  
03-04,27,Hennepin                                     ,4082,07,BLUESKY CHARTER SCHOOL             ,000, ,11,11 ,All Grades,2,0,0,2,1,1,0,2,7,4,10,9,8,19,  , ,  
03-04,27,Hennepin                                     ,4086,07,WOODSON INSTITUTE FOR EXCELLENCE CH,000, ,11,11 ,All Grades,0,0,0,0,0,0,98,82,0,0,98,82,180,180,  , ,  
