DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,ASI_Male,ASI_Female,BLK_Male,BLK_Female,HIS_Male,HIS_Female,HPI_Male,HPI_Female,MLT_Male,MLT_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
16-17,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,06,0,0,0,0,0,0,1,0,0,0,4,1,31,21,36,22,6,58,District,EC-12,, ,
16-17,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,07,0,0,0,0,0,0,0,0,0,0,2,2,25,37,27,39,4,66,District,EC-12,, ,
16-17,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,08,0,0,0,1,0,1,0,0,0,0,1,2,35,24,36,28,5,64,District,EC-12,, ,
16-17,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,09,1,0,0,0,0,0,0,0,1,0,1,2,26,29,29,31,5,60,District,EC-12,, ,
16-17,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,10,1,0,0,0,0,1,0,0,0,0,0,0,36,26,37,27,2,64,District,EC-12,, ,
16-17,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,11,0,0,0,0,0,0,0,0,0,0,1,0,36,22,37,22,1,59,District,EC-12,, ,
16-17,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,12,0,0,0,0,0,0,0,0,0,0,0,0,27,24,27,24,0,51,District,EC-12,, ,
16-17,09,Carlton                                      ,0091,01,BARNUM PUBLIC SCHOOL DISTRICT      ,000, ,03,03,All Grades,4,1,0,1,0,2,7,3,1,0,17,18,392,344,421,369,54,790,District,EC-12,, ,
16-17,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,EC,0,1,0,0,0,0,0,0,0,0,0,0,8,2,8,3,1,11,District,EC-12,, ,
16-17,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,KG,1,1,0,0,0,0,0,0,0,0,1,0,11,10,13,11,3,24,District,EC-12,, ,
16-17,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,01,0,0,0,0,1,0,0,0,0,0,2,4,13,19,16,23,7,39,District,EC-12,, ,
16-17,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,02,2,2,0,0,0,0,1,1,0,0,1,1,15,7,19,11,8,30,District,EC-12,, ,
16-17,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,03,1,7,0,0,0,1,0,0,0,0,0,0,19,13,20,21,9,41,District,EC-12,, ,
16-17,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,04,2,6,0,0,0,0,0,0,0,0,0,0,12,15,14,21,8,35,District,EC-12,, ,
16-17,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,05,3,0,0,0,0,0,0,0,0,0,0,0,10,12,13,12,3,25,District,EC-12,, ,
16-17,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,06,2,2,1,0,0,0,0,0,0,0,1,1,18,11,22,14,7,36,District,EC-12,, ,
16-17,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,07,1,3,1,0,0,1,0,0,0,0,1,0,12,8,15,12,7,27,District,EC-12,, ,
16-17,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,08,4,2,0,0,0,0,1,0,0,0,0,0,22,17,27,19,7,46,District,EC-12,, ,
16-17,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,09,7,5,0,0,0,0,0,0,0,0,1,1,24,19,32,25,14,57,District,EC-12,, ,
16-17,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,10,2,1,0,0,0,0,0,1,0,0,1,0,13,8,16,10,5,26,District,EC-12,, ,
16-17,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,11,2,1,0,1,0,0,0,1,0,0,1,0,17,18,20,21,6,41,District,EC-12,, ,
16-17,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,12,1,3,0,0,0,0,0,0,0,0,0,0,19,14,20,17,4,37,District,EC-12,, ,
16-17,09,Carlton                                      ,0093,01,CARLTON PUBLIC SCHOOL DISTRICT     ,000, ,03,03,All Grades,28,34,2,1,1,2,2,3,0,0,9,7,213,173,255,220,89,475,District,EC-12,, ,
16-17,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,EC,6,2,0,0,0,0,0,1,0,0,5,1,30,10,41,14,15,55,District,EC-12,, ,
16-17,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,KG,12,7,0,1,1,1,2,2,0,0,19,15,78,71,112,97,60,209,District,EC-12,, ,
16-17,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,01,15,12,0,0,0,0,0,2,0,0,17,9,70,49,102,72,55,174,District,EC-12,, ,
16-17,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,02,13,19,0,0,0,1,1,0,0,1,11,11,62,67,87,99,57,186,District,EC-12,, ,
16-17,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,03,10,10,0,2,0,0,1,2,0,0,14,8,60,79,85,101,47,186,District,EC-12,, ,
16-17,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,04,16,14,0,0,0,0,1,3,0,0,10,20,80,65,107,102,64,209,District,EC-12,, ,
16-17,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,05,6,7,0,0,0,1,0,3,0,0,14,11,89,70,109,92,42,201,District,EC-12,, ,
16-17,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,06,14,7,1,1,1,1,1,1,0,1,10,14,76,58,103,83,52,186,District,EC-12,, ,
16-17,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,07,10,13,1,1,0,1,1,1,0,0,11,16,79,66,102,98,55,200,District,EC-12,, ,
16-17,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,08,10,18,1,1,1,0,1,3,0,0,8,10,81,55,102,87,53,189,District,EC-12,, ,
16-17,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,09,17,16,1,1,0,1,2,0,0,0,14,10,77,71,111,99,62,210,District,EC-12,, ,
16-17,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,10,9,10,2,2,0,0,2,4,0,0,6,11,80,57,99,84,46,183,District,EC-12,, ,
16-17,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,11,13,12,2,0,0,1,3,0,0,0,14,4,63,68,95,85,49,180,District,EC-12,, ,
16-17,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,12,8,9,1,0,2,0,4,4,0,0,10,10,72,80,97,103,48,200,District,EC-12,, ,
16-17,09,Carlton                                      ,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT     ,000, ,03,03,All Grades,159,156,9,9,5,7,19,26,0,2,163,150,997,866,1352,1216,705,2568,District,EC-12,, ,
16-17,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,EC,0,1,0,0,0,0,0,0,0,0,0,0,4,2,4,3,1,7,District,EC-12,, ,
16-17,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,KG,0,0,0,0,1,0,0,0,0,0,0,1,11,6,12,7,2,19,District,EC-12,, ,
16-17,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,01,0,0,0,0,0,0,1,0,0,0,0,0,11,10,12,10,1,22,District,EC-12,, ,
16-17,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,02,2,1,0,0,0,0,0,0,0,0,0,2,9,8,11,11,5,22,District,EC-12,, ,
16-17,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,03,0,3,1,0,0,1,0,1,0,0,0,1,17,10,18,16,7,34,District,EC-12,, ,
16-17,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,04,0,1,0,0,0,0,0,0,0,0,0,0,13,13,13,14,1,27,District,EC-12,, ,
16-17,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,05,2,1,1,0,1,0,0,0,0,0,0,0,14,18,18,19,5,37,District,EC-12,, ,
16-17,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,06,2,0,0,0,0,0,0,0,0,0,0,0,13,16,15,16,2,31,District,EC-12,, ,
16-17,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,07,1,1,0,0,0,0,0,0,0,0,0,0,17,12,18,13,2,31,District,EC-12,, ,
16-17,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,08,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11,6,0,17,District,EC-12,, ,
16-17,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,09,0,1,1,0,0,0,0,0,0,0,0,0,11,12,12,13,2,25,District,EC-12,, ,
16-17,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,10,0,0,1,0,0,0,0,0,0,0,0,0,19,14,20,14,1,34,District,EC-12,, ,
16-17,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,11,0,0,2,0,0,0,0,0,0,0,0,0,6,9,8,9,2,17,District,EC-12,, ,
16-17,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,12,0,1,0,0,0,0,0,0,0,0,0,0,18,13,18,14,1,32,District,EC-12,, ,
16-17,09,Carlton                                      ,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS     ,000, ,03,03,All Grades,7,10,6,0,2,1,1,1,0,0,0,4,174,149,190,165,32,355,District,EC-12,, ,
16-17,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,EC,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,8,0,12,District,EC-12,, ,
16-17,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,KG,0,0,0,0,0,0,0,0,0,0,0,2,17,21,17,23,2,40,District,EC-12,, ,
16-17,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,01,2,0,0,0,0,0,0,0,0,0,2,3,24,15,28,18,7,46,District,EC-12,, ,
16-17,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,02,0,0,1,0,0,0,0,0,0,0,1,2,25,24,27,26,4,53,District,EC-12,, ,
16-17,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,03,0,0,0,0,1,0,0,0,0,0,4,1,26,25,31,26,6,57,District,EC-12,, ,
16-17,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,04,0,0,1,0,0,0,0,0,0,0,1,1,28,28,30,29,3,59,District,EC-12,, ,
16-17,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,05,1,0,0,0,0,0,0,0,0,0,0,1,24,30,25,31,2,56,District,EC-12,, ,
16-17,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,06,1,0,0,0,0,1,0,0,0,0,1,1,25,19,27,21,4,48,District,EC-12,, ,
16-17,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,07,0,0,0,0,0,0,1,0,0,0,0,0,25,28,26,28,1,54,District,EC-12,, ,
16-17,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,08,0,0,0,0,0,0,0,1,0,0,0,4,23,16,23,21,5,44,District,EC-12,, ,
16-17,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,09,0,0,1,0,0,0,1,1,0,0,0,1,25,17,27,19,4,46,District,EC-12,, ,
16-17,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,10,0,0,0,0,0,1,0,1,0,0,1,3,25,26,26,31,6,57,District,EC-12,, ,
16-17,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,11,0,0,0,0,1,0,0,0,0,0,1,0,26,14,28,14,2,42,District,EC-12,, ,
16-17,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,12,0,0,0,1,0,0,0,0,0,0,0,3,27,20,27,24,4,51,District,EC-12,, ,
16-17,09,Carlton                                      ,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT  ,000, ,03,03,All Grades,4,0,3,1,2,2,2,3,0,0,11,22,324,291,346,319,50,665,District,EC-12,, ,
16-17,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,EC,0,0,0,0,0,0,0,0,0,0,0,1,5,2,5,3,1,8,District,EC-12,, ,
16-17,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,KG,0,0,0,0,0,0,1,1,0,0,2,4,38,40,41,45,8,86,District,EC-12,, ,
16-17,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,01,0,0,0,0,0,2,1,0,0,0,2,2,44,37,47,41,7,88,District,EC-12,, ,
16-17,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,02,1,0,0,0,1,0,0,2,0,0,2,2,41,46,45,50,8,95,District,EC-12,, ,
16-17,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,03,0,0,0,0,0,0,0,0,0,0,4,2,49,40,53,42,6,95,District,EC-12,, ,
16-17,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,04,0,0,0,1,0,0,3,0,0,0,2,1,45,47,50,49,7,99,District,EC-12,, ,
16-17,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,05,1,0,0,0,0,0,0,0,0,0,0,2,47,57,48,59,3,107,District,EC-12,, ,
16-17,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,06,0,0,0,0,0,0,0,0,0,0,3,0,43,31,46,31,3,77,District,EC-12,, ,
16-17,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,07,0,0,1,1,0,0,3,1,0,0,2,4,45,50,51,56,12,107,District,EC-12,, ,
16-17,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,08,0,1,0,0,0,0,0,0,0,0,2,2,46,48,48,51,5,99,District,EC-12,, ,
16-17,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,09,2,0,0,2,0,0,0,2,0,0,1,1,36,37,39,42,8,81,District,EC-12,, ,
16-17,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,10,0,0,0,0,0,0,1,0,0,0,1,2,50,41,52,43,4,95,District,EC-12,, ,
16-17,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,11,0,0,0,0,0,0,0,0,0,0,3,0,60,29,63,29,3,92,District,EC-12,, ,
16-17,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,12,0,0,0,0,0,0,1,1,0,0,0,4,34,48,35,53,6,88,District,EC-12,, ,
16-17,09,Carlton                                      ,0099,01,ESKO PUBLIC SCHOOL DISTRICT        ,000, ,03,03,All Grades,4,1,1,4,1,2,10,7,0,0,24,27,583,553,623,594,81,1217,District,EC-12,, ,
16-17,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,EC,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,8,District,EC-12,, ,
16-17,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,KG,0,0,0,0,0,0,0,0,0,0,1,1,5,15,6,16,2,22,District,EC-12,, ,
16-17,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,01,0,0,0,0,0,0,0,0,0,0,0,1,13,16,13,17,1,30,District,EC-12,, ,
16-17,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,02,0,0,0,1,0,0,0,0,0,0,0,0,11,18,11,19,1,30,District,EC-12,, ,
16-17,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,03,0,0,0,0,0,0,0,0,0,0,1,0,12,14,13,14,1,27,District,EC-12,, ,
16-17,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,04,0,0,0,0,0,0,0,0,0,0,2,0,8,12,10,12,2,22,District,EC-12,, ,
16-17,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,05,0,0,0,0,0,0,0,0,0,0,1,1,20,9,21,10,2,31,District,EC-12,, ,
16-17,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,06,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,20,District,EC-12,, ,
16-17,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,07,0,0,0,0,0,0,0,1,0,0,1,0,13,13,14,14,2,28,District,EC-12,, ,
16-17,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,08,0,0,0,0,0,0,1,1,0,0,0,1,14,16,15,18,3,33,District,EC-12,, ,
16-17,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,09,1,2,0,0,0,0,0,0,0,0,0,0,17,11,18,13,3,31,District,EC-12,, ,
16-17,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,10,0,1,0,0,0,0,1,0,0,0,0,0,13,17,14,18,2,32,District,EC-12,, ,
16-17,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,11,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,9,0,20,District,EC-12,, ,
16-17,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,12,0,0,0,0,0,0,0,0,0,0,1,0,8,8,9,8,1,17,District,EC-12,, ,
16-17,09,Carlton                                      ,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT   ,000, ,03,03,All Grades,1,3,0,1,0,0,2,2,0,0,7,4,159,172,169,182,20,351,District,EC-12,, ,
16-17,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,EC,0,0,0,0,1,0,2,0,0,0,0,1,20,15,23,16,4,39,District,EC-12,, ,
16-17,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,KG,0,0,0,0,2,2,2,2,0,0,2,0,27,37,33,41,10,74,District,EC-12,, ,
16-17,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,01,0,0,1,0,0,2,4,3,0,0,3,0,31,21,39,26,13,65,District,EC-12,, ,
16-17,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,02,0,0,0,0,2,2,2,2,0,0,2,1,25,33,31,38,11,69,District,EC-12,, ,
16-17,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,03,1,0,0,0,0,0,4,2,0,0,3,2,29,27,37,31,12,68,District,EC-12,, ,
16-17,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,04,0,0,0,0,2,2,3,5,0,0,3,2,41,36,49,45,17,94,District,EC-12,, ,
16-17,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,05,0,0,0,0,1,0,2,1,0,0,2,0,30,32,35,33,6,68,District,EC-12,, ,
16-17,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,06,0,0,1,0,0,0,5,1,1,0,1,0,33,33,41,34,9,75,District,EC-12,, ,
16-17,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,07,0,0,1,0,1,0,0,2,0,0,0,2,30,38,32,42,6,74,District,EC-12,, ,
16-17,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,08,0,0,2,1,0,1,0,0,0,0,1,2,35,29,38,33,7,71,District,EC-12,, ,
16-17,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,09,1,0,1,0,0,1,0,2,0,0,0,1,38,38,40,42,6,82,District,EC-12,, ,
16-17,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,10,0,0,1,0,0,0,3,2,0,0,1,2,32,39,37,43,9,80,District,EC-12,, ,
16-17,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,11,0,0,1,1,0,2,0,1,1,0,0,1,47,47,49,52,7,101,District,EC-12,, ,
16-17,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,12,0,0,1,0,1,0,3,2,0,0,0,1,31,31,36,34,8,70,District,EC-12,, ,
16-17,10,Carver                                       ,0108,01,CENTRAL PUBLIC SCHOOL DISTRICT     ,000, ,11,11,All Grades,2,0,9,2,10,12,30,25,2,0,18,15,449,456,520,510,125,1030,District,EC-12,, ,
16-17,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,EC,0,0,0,1,2,1,2,0,0,0,2,2,40,12,46,16,10,62,District,EC-12,, ,
16-17,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,KG,0,0,1,2,2,0,3,6,0,0,6,7,133,113,145,128,27,273,District,EC-12,, ,
16-17,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,01,1,0,1,2,1,2,5,4,0,0,3,4,136,145,147,157,23,304,District,EC-12,, ,
16-17,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,02,0,2,1,3,0,2,1,5,0,0,2,1,142,126,146,139,17,285,District,EC-12,, ,
16-17,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,03,0,1,0,1,2,2,6,3,0,0,4,6,132,129,144,142,25,286,District,EC-12,, ,
16-17,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,04,0,1,2,2,2,1,10,7,0,0,1,3,141,135,156,149,29,305,District,EC-12,, ,
16-17,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,05,0,2,2,1,3,2,3,4,0,0,4,3,162,129,174,141,24,315,District,EC-12,, ,
16-17,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,06,0,1,1,1,0,3,13,2,1,1,5,8,145,121,165,137,36,302,District,EC-12,, ,
16-17,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,07,1,0,2,0,1,2,8,3,0,0,1,3,141,125,154,133,21,287,District,EC-12,, ,
16-17,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,08,0,0,2,1,0,2,6,10,0,0,2,3,132,130,142,146,26,288,District,EC-12,, ,
16-17,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,09,0,1,0,1,1,1,3,11,0,0,4,3,163,157,171,174,25,345,District,EC-12,, ,
16-17,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,10,1,0,1,2,0,0,6,7,1,0,2,3,170,136,181,148,23,329,District,EC-12,, ,
16-17,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,11,0,0,4,0,1,2,5,3,0,0,0,3,129,142,139,150,18,289,District,EC-12,, ,
16-17,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,12,1,0,1,0,3,2,6,5,1,1,3,1,148,129,163,138,24,301,District,EC-12,, ,
16-17,10,Carver                                       ,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,000, ,11,11,All Grades,4,8,18,17,18,22,77,70,3,2,39,50,1914,1729,2073,1898,328,3971,District,EC-12,, ,
16-17,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,EC,0,0,0,0,0,0,0,0,0,0,1,0,30,15,31,15,1,46,District,EC-12,, ,
16-17,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,KG,1,0,0,1,0,0,1,1,0,0,5,0,44,37,51,39,9,90,District,EC-12,, ,
16-17,10,Carver                                       ,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,000, ,11,11,01,1,2,0,0,0,2,1,1,0,0,4,1,57,56,63,62,12,125,District,EC-12,, ,
