SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,AdminALL,Superintendent,AsstSuper,Principals,AsstPrinc,Director,OtherAdmin,Coord/Supv,SpEdProgCoord,VocFacil/Eval,OtherNonInstruct,Counselors,Media/Librarian,SchNurse,Psychologist,SocWorker,SpeechLangPath,TchrALL,PreK/ECFE,Kindgtn,GenElemEd,SpEdTchr,VocEdTchr,AllOtherTchr
02-03,0001,01,AITKIN,0 ,0,District Totals: ,01,AITKIN,03,4.67,1.00,0.00,2.00,1.00,0.67,0.00,0.50,0.20,0.00,0.67,2.17,2.00,1.00,0.57,1.00,2.01,91.96,1.66,2.50,32.20,10.83,4.65,40.12
02-03,0001,03,MINNEAPOLIS,0 ,0,District Totals: ,27,HENNEPIN,11,147.00,1.00,5.00,75.17,55.83,6.00,4.00,7.36,9.00,1.33,262.99,42.26,73.30,42.42,48.05,144.93,93.61,"3,103.79",39.10,154.59,837.84,531.92,39.14,"1,501.20"
02-03,0002,01,HILL CITY,0 ,0,District Totals: ,01,AITKIN,03,2.03,1.00,0.00,1.00,0.00,0.03,0.00,0.00,0.00,0.00,0.11,1.00,0.50,0.90,0.03,1.00,1.00,29.01,0.33,2.00,7.00,3.43,0.33,15.92
02-03,0004,01,MCGREGOR,0 ,0,District Totals: ,01,AITKIN,03,2.97,1.00,0.00,1.97,0.00,0.00,0.00,0.00,0.07,0.00,0.19,1.00,0.00,0.00,1.00,0.00,0.50,43.25,0.00,2.00,13.00,5.37,0.46,22.42
02-03,0006,03,SOUTH ST. PAUL,0 ,0,District Totals: ,19,DAKOTA,11,13.10,1.00,0.00,3.00,4.50,1.00,3.60,1.00,0.00,0.00,3.64,0.00,2.00,4.00,2.00,0.00,6.60,198.64,4.10,8.00,54.00,26.06,0.00,106.48
02-03,0011,01,ANOKA-HENNEPIN,0 ,0,District Totals: ,02,ANOKA,11,114.00,1.00,2.00,41.00,41.00,4.00,25.00,9.00,0.00,3.00,31.59,27.00,28.30,11.63,31.03,24.00,79.90,"2,251.50",25.90,75.50,588.02,360.07,81.49,"1,120.52"
02-03,0012,01,CENTENNIAL,0 ,0,District Totals: ,02,ANOKA,11,19.00,1.00,1.00,8.00,4.00,1.00,4.00,3.00,1.00,0.00,5.53,12.00,6.00,1.00,5.00,3.80,11.50,385.34,0.33,13.80,129.97,59.45,2.97,178.82
02-03,0013,01,COLUMBIA HEIGHTS,0 ,0,District Totals: ,02,ANOKA,11,8.00,0.00,1.00,4.00,1.00,2.00,0.00,0.00,0.00,0.00,2.67,4.00,4.00,1.50,0.80,1.00,4.00,179.93,4.93,12.00,49.37,29.50,2.72,81.41
02-03,0014,01,FRIDLEY,0 ,0,District Totals: ,02,ANOKA,11,9.00,1.00,0.00,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,6.00,3.67,1.50,2.40,1.00,1.50,146.83,4.00,3.99,33.00,24.29,1.00,80.55
02-03,0015,01,ST. FRANCIS,0 ,0,District Totals: ,02,ANOKA,11,12.00,1.00,0.00,6.00,2.00,1.00,2.00,4.00,0.00,0.00,5.36,5.00,0.67,3.86,1.80,8.20,6.90,307.55,4.54,11.00,100.00,59.65,4.67,127.69
02-03,0016,01,SPRING LAKE PARK,0 ,0,District Totals: ,02,ANOKA,11,14.00,1.00,1.00,5.00,2.00,2.00,3.00,3.43,1.00,0.00,0.34,8.00,4.00,1.00,3.00,0.00,4.00,221.68,5.17,8.00,68.07,24.00,2.80,113.64
02-03,0022,01,DETROIT LAKES,0 ,0,District Totals: ,03,BECKER,04,10.00,1.00,1.00,4.00,2.00,2.00,0.00,0.94,1.00,0.00,2.23,5.50,2.99,1.00,1.99,2.00,5.60,207.91,3.99,9.00,48.83,35.57,1.40,109.12
02-03,0023,01,FRAZEE,0 ,0,District Totals: ,03,BECKER,04,4.30,1.00,0.00,2.00,0.00,1.30,0.00,0.66,0.00,0.00,0.00,1.83,1.83,0.00,1.00,0.00,2.80,82.91,1.32,2.50,24.21,16.01,1.36,37.51
02-03,0025,01,PINE POINT,0 ,0,District Totals: ,03,BECKER,04,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,1.00,4.00,2.00,0.00,2.00
02-03,0031,01,BEMIDJI,0 ,0,District Totals: ,04,BELTRAMI,02,15.00,1.00,1.00,9.00,4.00,0.00,0.00,0.00,0.00,0.00,4.33,5.00,6.50,1.00,3.00,6.23,10.00,327.97,6.41,8.50,64.00,78.27,4.30,166.49
02-03,0032,01,BLACKDUCK,0 ,0,District Totals: ,04,BELTRAMI,02,2.50,0.80,0.00,1.20,0.00,0.50,0.00,0.00,0.00,0.00,0.61,0.50,1.00,0.00,0.30,0.00,1.40,55.92,1.00,3.00,16.00,10.02,0.68,25.22
02-03,0036,01,KELLIHER,0 ,0,District Totals: ,04,BELTRAMI,02,1.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.42,0.00,0.10,0.00,0.50,25.54,1.00,1.00,6.00,2.92,0.94,13.68
02-03,0038,01,RED LAKE,0 ,0,District Totals: ,04,BELTRAMI,02,8.00,1.00,0.00,4.00,1.00,2.00,0.00,0.00,2.00,0.00,8.17,1.00,3.00,0.00,1.00,0.00,2.00,153.16,1.00,9.00,48.50,21.52,2.00,71.14
02-03,0047,01,SAUK RAPIDS,0 ,0,District Totals: ,05,BENTON,07W,9.00,1.00,0.00,4.00,3.00,1.00,0.00,3.50,0.00,0.00,4.40,5.00,6.33,0.67,0.00,2.00,6.77,213.58,3.85,7.00,59.81,32.24,4.00,106.68
02-03,0051,01,FOLEY,0 ,0,District Totals: ,05,BENTON,07W,6.00,1.00,0.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,4.47,2.00,2.00,1.00,1.03,1.00,4.00,99.92,2.06,3.54,31.37,15.89,1.01,46.05
02-03,0062,01,ORTONVILLE,0 ,0,District Totals: ,06,BIG STONE,06W,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,1.00,1.00,0.20,0.40,0.00,1.00,45.44,0.00,1.60,12.00,7.22,1.67,22.95
02-03,0075,01,ST. CLAIR,0 ,0,District Totals: ,07,BLUE EARTH,09,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.34,1.00,1.00,0.00,0.17,0.17,1.43,41.08,0.00,2.00,9.00,5.39,1.17,23.52
02-03,0077,01,MANKATO,0 ,0,District Totals: ,07,BLUE EARTH,09,20.00,1.00,0.00,12.00,2.00,1.00,4.00,3.00,0.00,0.00,7.50,15.33,13.82,2.50,6.00,1.00,11.17,418.34,5.97,15.50,130.97,66.29,6.07,193.54
02-03,0081,01,COMFREY,0 ,0,District Totals: ,08,BROWN,09,1.03,0.50,0.00,0.50,0.00,0.03,0.00,0.03,0.00,0.00,0.85,0.33,0.66,0.00,0.33,0.00,0.07,18.24,0.00,0.60,5.14,3.08,0.20,9.22
02-03,0084,01,SLEEPY EYE,0 ,0,District Totals: ,08,BROWN,09,4.10,1.00,0.00,2.00,0.00,0.77,0.33,0.47,0.00,0.00,0.90,1.90,1.03,0.00,0.90,0.70,1.60,45.93,0.37,1.60,12.50,6.43,2.44,22.59
02-03,0085,01,SPRINGFIELD,0 ,0,District Totals: ,08,BROWN,09,2.86,1.00,0.00,1.83,0.00,0.03,0.00,0.43,0.00,0.00,0.33,1.00,1.00,0.00,0.00,0.00,0.93,46.22,0.24,1.00,13.00,6.94,0.83,24.21
02-03,0088,01,NEW ULM,0 ,0,District Totals: ,08,BROWN,09,6.00,1.00,0.00,4.00,1.00,0.00,0.00,1.00,0.00,0.00,1.17,6.00,4.00,1.00,1.60,1.00,4.00,158.02,0.00,7.00,40.00,22.87,7.37,80.78
02-03,0091,01,BARNUM,0 ,0,District Totals: ,09,CARLTON,03,3.67,1.00,0.00,2.00,0.00,0.67,0.00,0.00,0.07,0.00,0.00,1.00,2.02,0.67,0.33,1.00,1.00,41.50,0.00,2.00,13.00,4.40,0.70,21.40
02-03,0093,01,CARLTON,0 ,0,District Totals: ,09,CARLTON,03,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.53,0.07,0.00,0.34,1.00,1.00,0.57,0.50,0.00,1.00,45.12,1.07,1.50,12.00,5.20,0.80,24.55
02-03,0094,01,CLOQUET,0 ,0,District Totals: ,09,CARLTON,03,8.60,0.00,0.00,5.00,1.60,1.00,1.00,1.67,2.07,0.00,1.67,5.49,2.17,1.00,0.00,2.00,3.80,136.66,1.07,5.71,42.00,19.41,1.40,67.07
02-03,0095,01,CROMWELL-WRIGHT,0 ,0,District Totals: ,09,CARLTON,03,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.50,0.07,0.00,0.00,0.40,1.00,0.00,0.00,0.00,1.00,26.39,0.53,2.00,7.59,3.29,0.71,12.27
02-03,0097,01,MOOSE LAKE,0 ,0,District Totals: ,09,CARLTON,03,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,2.00,1.00,0.00,1.00,0.00,1.00,52.85,0.34,3.00,18.00,8.44,0.72,22.35
02-03,0099,01,ESKO,0 ,0,District Totals: ,09,CARLTON,03,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.83,0.24,0.00,0.68,0.83,2.00,0.00,0.67,0.00,2.00,59.85,0.87,2.50,20.00,7.77,0.64,28.07
02-03,0100,01,WRENSHALL,0 ,0,District Totals: ,09,CARLTON,03,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.47,0.07,0.00,0.17,0.60,0.29,0.67,0.20,0.00,0.20,23.63,0.54,0.60,6.27,2.43,0.74,13.05
02-03,0108,01,NORWOOD,0 ,0,District Totals: ,10,CARVER,11,5.00,1.00,0.00,3.00,0.00,1.00,0.00,0.17,0.00,0.00,0.00,0.50,2.00,1.00,0.00,1.00,1.00,69.00,1.33,3.00,19.50,11.70,1.00,32.47
02-03,0110,01,WACONIA,0 ,0,District Totals: ,10,CARVER,11,8.00,1.00,0.00,4.00,1.00,1.00,1.00,2.67,0.00,0.00,1.33,3.00,2.00,1.00,0.00,0.00,5.00,126.12,1.99,3.50,32.00,13.19,1.00,74.44
02-03,0111,01,WATERTOWN-MAYER,0 ,0,District Totals: ,10,CARVER,11,5.50,1.00,0.00,2.00,0.67,1.00,0.83,1.24,0.00,0.00,0.17,2.00,1.00,1.00,0.00,1.00,2.83,81.76,1.53,2.90,18.00,9.53,1.33,48.47
02-03,0112,01,CHASKA,0 ,0,District Totals: ,10,CARVER,11,20.00,1.00,1.00,11.00,4.00,3.00,0.00,2.00,2.00,0.00,6.49,14.00,10.00,1.00,0.80,4.30,14.66,447.78,0.00,17.60,134.17,54.61,0.33,241.07
02-03,0113,01,WALKER-HACKENSACK-AKELEY,0 ,0,District Totals: ,11,CASS,05,4.33,0.83,0.00,3.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,2.00,72.12,0.83,2.00,19.99,12.86,0.83,35.61
02-03,0115,01,CASS LAKE-BENA SCHOOLS,0 ,0,District Totals: ,11,CASS,05,5.00,1.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,4.03,2.00,2.00,0.00,0.50,3.00,2.00,103.89,2.33,5.00,31.49,22.92,1.00,41.15
02-03,0116,01,PILLAGER,0 ,0,District Totals: ,11,CASS,05,4.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00,0.17,0.00,0.83,1.00,1.00,0.00,0.40,0.00,1.00,49.42,0.00,2.00,16.00,7.21,0.33,23.88
02-03,0118,01,NORTHLAND COMMUNITY SCHOOLS,0 ,0,District Totals: ,11,CASS,05,3.50,1.00,0.00,1.00,0.00,0.50,1.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,2.00,2.00,53.89,2.70,2.00,16.02,11.77,1.01,20.39
02-03,0129,01,MONTEVIDEO,0 ,0,District Totals: ,12,CHIPPEWA,06W,6.00,1.00,0.00,3.00,0.00,1.00,1.00,0.33,0.00,0.00,1.00,1.00,2.00,1.00,1.00,5.00,2.00,105.93,2.99,4.60,27.00,17.53,3.81,50.00
02-03,0138,01,NORTH BRANCH,0 ,0,District Totals: ,13,CHISAGO,07E,12.00,1.00,1.00,4.00,3.00,2.00,1.00,1.50,0.00,0.00,7.45,4.00,3.50,0.00,4.20,1.00,4.60,203.72,1.00,9.00,61.70,30.00,3.22,98.80
02-03,0139,01,RUSH CITY,0 ,0,District Totals: ,13,CHISAGO,07E,3.27,1.00,0.00,2.00,0.00,0.27,0.00,0.00,0.00,0.00,1.25,1.00,1.83,0.00,1.10,0.00,1.00,55.68,2.04,2.00,20.00,4.66,0.34,26.64
02-03,0146,01,BARNESVILLE,0 ,0,District Totals: ,14,CLAY,04,2.00,0.67,0.00,1.00,0.00,0.33,0.00,0.00,0.00,0.00,0.17,1.00,0.67,0.00,0.27,0.47,1.00,45.66,0.00,1.33,15.50,6.19,0.68,21.96
02-03,0150,01,HAWLEY,0 ,0,District Totals: ,14,CLAY,04,3.17,1.00,0.00,2.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.23,0.43,1.00,58.37,0.00,2.33,19.65,6.90,1.02,28.47
02-03,0152,01,MOORHEAD,0 ,0,District Totals: ,14,CLAY,04,16.00,1.00,1.00,8.00,2.00,2.00,2.00,1.00,0.00,0.00,0.00,10.00,7.00,2.00,4.00,4.00,14.00,352.62,2.00,9.50,95.00,80.39,7.45,158.28
02-03,0160,70,MINNESOTA STATE ACADEMIES,0 ,0,District Totals: ,66,RICE,10,5.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,1.00,3.00,42.87,0.00,0.00,0.00,42.87,0.00,0.00
02-03,0162,01,BAGLEY,0 ,0,District Totals: ,15,CLEARWATER,02,6.00,1.00,0.00,2.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.50,0.00,2.00,81.14,1.27,2.00,24.50,12.60,2.00,38.77
02-03,0166,01,COOK COUNTY,0 ,0,District Totals: ,16,COOK,03,3.03,1.00,0.00,2.00,0.00,0.03,0.00,0.17,0.06,0.00,2.54,0.00,0.00,0.60,0.03,1.00,1.00,39.62,0.00,1.93,11.64,5.32,0.00,20.73
02-03,0173,01,MOUNTAIN LAKE,0 ,0,District Totals: ,17,COTTONWOOD,08,1.83,1.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,2.21,1.27,0.83,0.66,0.26,1.00,1.00,39.06,0.20,1.20,13.00,6.19,1.08,17.39
02-03,0177,01,WINDOM,0 ,0,District Totals: ,17,COTTONWOOD,08,3.57,1.00,0.00,2.00,0.00,0.57,0.00,0.47,0.00,0.00,1.70,2.00,1.83,1.00,1.03,1.43,1.93,71.84,0.70,1.50,17.00,15.06,1.73,35.85
02-03,0181,01,BRAINERD,0 ,0,District Totals: ,18,CROW WING,05,23.50,1.00,1.00,11.50,3.00,4.00,3.00,1.80,1.00,1.00,2.34,8.00,11.00,2.33,3.50,1.00,14.10,443.39,5.50,14.00,129.02,90.14,11.60,193.13
02-03,0182,01,CROSBY-IRONTON,0 ,0,District Totals: ,18,CROW WING,05,4.00,1.00,0.00,2.67,0.00,0.00,0.33,0.20,0.17,0.00,7.20,2.00,2.00,1.00,0.70,1.00,2.00,89.72,1.17,2.00,28.00,12.76,3.70,42.09
02-03,0186,01,PEQUOT LAKES,0 ,0,District Totals: ,18,CROW WING,05,6.00,1.00,0.00,3.00,1.00,1.00,0.00,0.50,0.17,0.00,1.00,2.00,0.67,1.00,0.40,1.00,1.00,83.80,0.33,2.00,25.15,13.22,2.00,41.10
02-03,0191,01,BURNSVILLE,0 ,0,District Totals: ,19,DAKOTA,11,32.17,1.00,1.00,14.00,6.00,3.67,6.50,1.50,0.00,0.00,12.00,10.50,9.00,11.64,12.00,4.00,25.11,642.39,5.73,20.00,212.33,121.21,5.30,277.82
02-03,0192,01,FARMINGTON,0 ,0,District Totals: ,19,DAKOTA,11,12.50,1.00,0.00,6.00,3.00,2.00,0.50,2.00,0.00,0.00,0.00,7.00,9.00,2.00,3.00,1.00,6.49,293.69,4.27,10.50,102.00,49.74,1.60,125.58
02-03,0194,01,LAKEVILLE,0 ,0,District Totals: ,19,DAKOTA,11,30.83,1.00,0.00,13.00,0.00,2.00,14.83,13.00,2.00,0.00,0.86,9.00,13.00,3.95,9.03,0.00,21.37,593.67,6.30,18.50,202.00,87.79,2.60,276.48
02-03,0195,01,RANDOLPH,0 ,0,District Totals: ,19,DAKOTA,11,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,30.85,0.00,1.00,10.00,2.22,0.77,16.86
02-03,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,0 ,0,District Totals: ,19,DAKOTA,11,47.00,1.00,0.00,29.00,14.00,2.00,1.00,7.80,0.00,0.00,55.52,31.43,28.00,29.38,25.57,14.50,65.08,"1,738.99",18.57,53.20,475.43,253.89,29.56,908.34
02-03,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,0 ,0,District Totals: ,19,DAKOTA,11,15.50,1.00,0.00,8.00,3.00,2.00,1.50,2.50,0.00,0.00,1.00,9.50,6.83,6.77,3.00,0.00,11.00,308.19,5.82,14.00,89.33,57.17,1.87,140.00
02-03,0199,01,INVER GROVE,0 ,0,District Totals: ,19,DAKOTA,11,11.00,1.00,0.00,5.00,3.00,2.00,0.00,1.00,0.00,0.00,1.87,5.00,6.00,3.00,2.00,1.00,9.83,207.48,1.00,7.00,56.00,37.50,1.20,104.78
02-03,0200,01,HASTINGS,0 ,0,District Totals: ,19,DAKOTA,11,15.00,1.00,0.00,7.00,4.00,2.00,1.00,3.00,0.00,0.00,0.58,7.00,5.40,1.00,2.79,2.50,8.90,264.21,2.10,7.50,67.00,37.03,2.00,148.58
02-03,0203,01,HAYFIELD,0 ,0,District Totals: ,20,DODGE,10,3.27,1.00,0.00,2.27,0.00,0.00,0.00,0.73,0.00,0.00,0.07,1.00,2.00,0.00,0.40,0.60,0.80,60.18,0.50,1.50,20.00,8.40,1.02,28.76
02-03,0204,01,KASSON-MANTORVILLE,0 ,0,District Totals: ,20,DODGE,10,4.49,1.00,0.00,2.99,0.00,0.50,0.00,2.00,0.00,0.00,1.00,4.94,2.00,1.00,0.80,1.00,3.50,111.20,0.00,7.00,38.00,11.40,1.32,53.48
02-03,0206,01,ALEXANDRIA,0 ,0,District Totals: ,21,DOUGLAS,04,10.99,1.00,1.00,5.99,2.00,1.00,0.00,0.00,0.90,0.00,3.10,5.00,5.99,1.00,1.70,7.00,9.27,259.11,1.50,10.00,76.60,40.90,5.05,125.06
02-03,0207,01,BRANDON,0 ,0,District Totals: ,21,DOUGLAS,04,2.00,0.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.23,0.33,0.00,0.20,0.40,0.70,23.04,1.13,1.00,6.00,2.44,0.00,12.47
02-03,0208,01,EVANSVILLE,0 ,0,District Totals: ,21,DOUGLAS,04,1.40,0.50,0.00,0.40,0.00,0.00,0.50,0.23,0.00,0.00,0.00,0.50,0.10,0.00,0.20,0.20,0.20,21.84,0.50,0.60,6.00,1.54,0.45,12.75
02-03,0213,01,OSAKIS,0 ,0,District Totals: ,21,DOUGLAS,04,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.24,0.17,0.00,1.68,1.00,0.33,0.00,0.30,0.40,0.83,41.97,0.50,1.00,13.65,4.30,0.84,21.68
02-03,0227,01,CHATFIELD,0 ,0,District Totals: ,55,OLMSTED,10,3.90,1.00,0.00,2.00,0.00,0.90,0.00,0.13,0.00,0.00,0.00,2.00,1.50,0.00,0.80,1.00,1.80,60.29,0.47,2.00,11.42,8.17,1.33,36.90
02-03,0229,01,LANESBORO,0 ,0,District Totals: ,23,FILLMORE,10,2.68,0.67,0.00,0.84,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.20,0.33,0.00,1.00,0.00,0.60,28.49,0.00,1.00,8.04,2.85,1.82,14.78
02-03,0238,01,MABEL-CANTON,0 ,0,District Totals: ,23,FILLMORE,10,2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.17,1.00,0.47,30.64,0.67,1.00,8.00,2.92,0.66,17.39
02-03,0239,01,RUSHFORD-PETERSON,0 ,0,District Totals: ,23,FILLMORE,10,3.77,1.00,0.00,2.00,0.00,0.77,0.00,0.54,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.53,1.00,46.57,0.67,1.80,12.42,6.93,3.46,21.29
02-03,0241,01,ALBERT LEA,0 ,0,District Totals: ,24,FREEBORN,10,12.83,1.00,0.00,6.00,2.00,2.00,1.83,2.00,9.00,0.00,0.00,4.00,3.50,2.00,1.66,4.43,7.00,213.94,2.50,6.00,58.54,39.05,2.92,104.93
02-03,0242,01,ALDEN,0 ,0,District Totals: ,24,FREEBORN,10,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.39,0.67,0.83,0.00,0.10,0.20,0.43,30.59,0.40,2.00,8.33,3.00,0.85,16.01
02-03,0252,01,CANNON FALLS,0 ,0,District Totals: ,25,GOODHUE,10,5.73,1.00,0.00,3.00,1.00,0.73,0.00,0.00,0.77,0.00,1.17,2.00,2.00,1.00,0.00,2.11,2.14,91.66,0.30,3.10,28.00,11.47,1.01,47.78
02-03,0253,01,GOODHUE,0 ,0,District Totals: ,25,GOODHUE,10,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.27,0.00,1.08,1.00,1.00,0.00,0.20,0.66,0.80,37.82,0.17,1.50,12.00,4.07,0.67,19.41
02-03,0255,01,PINE ISLAND,0 ,0,District Totals: ,25,GOODHUE,10,4.00,1.00,0.00,3.00,0.00,0.00,0.00,0.50,1.00,0.00,0.00,3.00,1.00,0.43,1.00,1.00,1.80,84.37,1.80,4.00,25.50,7.07,2.68,43.32
02-03,0256,01,RED WING,0 ,0,District Totals: ,25,GOODHUE,10,13.50,1.00,0.00,4.00,1.00,1.50,6.00,1.00,1.50,0.00,1.83,0.00,3.83,1.00,2.50,4.00,6.30,182.20,1.40,5.00,50.00,30.49,4.08,91.23
02-03,0261,01,ASHBY,0 ,0,District Totals: ,26,GRANT,04,3.17,0.50,0.00,1.50,0.00,0.17,1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.20,0.00,0.20,22.50,0.70,0.50,6.50,2.08,1.00,11.72
02-03,0264,01,HERMAN-NORCROSS,0 ,0,District Totals: ,26,GRANT,04,1.33,0.33,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.03,0.00,0.23,18.27,0.10,0.67,5.49,1.74,0.77,9.50
02-03,0270,01,HOPKINS,0 ,0,District Totals: ,27,HENNEPIN,11,20.00,1.00,0.00,11.00,4.00,3.00,1.00,0.00,6.18,0.00,34.52,17.80,11.20,11.10,6.24,18.44,16.02,530.89,7.66,20.27,160.08,86.09,9.86,246.93
02-03,0271,01,BLOOMINGTON,0 ,0,District Totals: ,27,HENNEPIN,11,32.00,1.00,1.00,15.00,7.00,2.00,6.00,6.66,1.00,0.00,14.66,16.00,16.67,1.00,7.98,16.12,15.10,620.97,7.60,29.50,176.75,78.90,2.00,326.22
02-03,0272,01,EDEN PRAIRIE,0 ,0,District Totals: ,27,HENNEPIN,11,22.00,0.00,1.00,7.00,5.00,2.00,7.00,1.00,0.00,0.00,6.00,12.40,8.00,6.54,4.60,9.00,16.46,550.06,8.54,22.00,167.00,82.88,4.78,264.86
02-03,0273,01,EDINA,0 ,0,District Totals: ,27,HENNEPIN,11,22.67,1.00,1.00,9.00,5.00,3.00,3.67,2.50,0.00,0.00,12.33,9.00,9.00,5.76,7.99,9.00,12.00,414.82,8.64,13.00,141.65,41.43,0.00,210.10
02-03,0276,01,MINNETONKA,0 ,0,District Totals: ,27,HENNEPIN,11,21.00,1.00,2.00,9.00,6.00,3.00,0.00,3.00,0.00,0.00,3.00,10.00,9.00,4.62,3.28,10.90,11.63,466.00,6.60,19.00,130.54,63.60,2.60,243.66
02-03,0277,01,WESTONKA,0 ,0,District Totals: ,27,HENNEPIN,11,7.77,1.00,0.00,4.00,1.67,1.10,0.00,1.00,0.00,0.00,4.05,3.00,4.00,1.00,4.60,2.00,3.00,130.57,1.79,4.00,30.21,19.93,1.40,73.24
02-03,0278,01,ORONO,0 ,0,District Totals: ,27,HENNEPIN,11,9.00,1.00,0.50,4.00,1.00,1.50,1.00,1.00,0.50,0.00,0.17,3.00,3.00,1.00,3.50,2.00,3.50,143.71,0.00,5.50,41.81,16.87,1.40,78.13
