SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTchr,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
13-14,177,1,WINDOM PUBLIC SCHOOL DISTRICT                     ,10,50,EARLY CHILDHOOD LEARNING CENTER                   ,17,Cottonwood                                        ,6,2.9,0,2.9,0,0,0,0,0,0,0,0,0,2.9,0,9,0.59,0,1.11,0,1.2,0,0,0,2.9,0,0,0,39,0,0.59,0,0,2.24,0.07
13-14,177,1,WINDOM PUBLIC SCHOOL DISTRICT                     ,30,10,WINFAIR ELEMENTARY                                ,17,Cottonwood                                        ,6,26.25,0,26.25,0,0,0,0,0,0,0,0,0,26.25,0,16,4.7,10.02,0,2.83,3.81,2.89,2,0,13.61,12.64,0,0,41,0.81,5.84,4.07,6,4.82,4.71
13-14,177,1,WINDOM PUBLIC SCHOOL DISTRICT                     ,50,32,WINDOM SENIOR HIGH                                ,17,Cottonwood                                        ,6,29.29,14.47,14.82,0,0,0,0,0,0,0,0,14.47,14.82,3.42,17,7.46,1.4,1.2,6.64,2.6,7.38,1.01,0,16.66,12.63,0,0,41,3.42,3.84,0,6.44,14.58,1.01
13-14,177,1,WINDOM PUBLIC SCHOOL DISTRICT                     ,60,20,WINDOM MIDDLE                                     ,17,Cottonwood                                        ,6,22.33,6.04,16.29,0,0,0,0,0,0,0,0,6.04,16.29,0,18,4.18,2.03,0,5.18,6.35,1.6,2.99,0,12.11,10.22,0,0,44,1.17,1.13,3.91,4.57,7.56,3.99
13-14,177,1,WINDOM PUBLIC SCHOOL DISTRICT                     ,0,0,Totals                                            ,17,Cottonwood                                        ,6,81,20.51,60.49,0,0,0,0,0,0,0,0,20.51,60.49,3.42,17,17.13,13.45,2.31,14.68,13.96,11.87,6,0,45.48,35.49,0,0,42,5.4,11.4,7.98,17.01,29.23,9.98
13-14,181,1,BRAINERD PUBLIC SCHOOL DISTRICT                   ,0,0,BRAINERD PUBLIC SCHOOL DISTRICT                   ,18,Crow Wing                                         ,5,3.2,0,3.2,0,0,0,0,0,0,0,0,0,3.2,0,14,0.5,1.64,0.53,0,0,0,0.53,0,2.03,1.17,0,0,42,0,1,0.5,0.53,0.64,0.53
13-14,181,1,BRAINERD PUBLIC SCHOOL DISTRICT                   ,3,50,BRAINERD EARLY CHILDHOOD SP. ED.                  ,18,Crow Wing                                         ,5,16.9,0,16.9,0,0,0,0,0,0,0,0,0,16.9,1,13,5,5,0,1.9,3,1,1,0,10,6.9,0,0,40,1,6,1,2,2.9,4
13-14,181,1,BRAINERD PUBLIC SCHOOL DISTRICT                   ,4,10,BAXTER ELEMENTARY                                 ,18,Crow Wing                                         ,5,28.73,2.5,26.23,0,0,0,0,0,0,0,0,2.5,26.23,1,18,3,6,2,4.23,6,5,2.5,0,7.23,21.5,0,0,45,0,1,3,6,13,5.73
13-14,181,1,BRAINERD PUBLIC SCHOOL DISTRICT                   ,8,10,GARFIELD ELEMENTARY                               ,18,Crow Wing                                         ,5,27,4,23,0,0,0,0,0,0,0,0,4,23,0,15,7,4,2,4.5,5,1,3.5,0,12,15,0,0,39,1,7,2,7.5,5,4.5
13-14,181,1,BRAINERD PUBLIC SCHOOL DISTRICT                   ,9,10,HARRISON ELEMENTARY                               ,18,Crow Wing                                         ,5,15.6,3,12.6,0,0,0,0,0,0,0,0,3,12.6,1,15,5,1,3.1,3,1,0,1.5,0,8.6,7,0,0,41,2,2,3,3.6,2,3
13-14,181,1,BRAINERD PUBLIC SCHOOL DISTRICT                   ,11,10,LOWELL ELEMENTARY                                 ,18,Crow Wing                                         ,5,26,5,21,0,0,0,0,0,0,0,0,5,21,1,9,11,6,5.5,0,2,1,0.5,0,18,8,0,0,35,3,6,7.5,6,2,1.5
13-14,181,1,BRAINERD PUBLIC SCHOOL DISTRICT                   ,12,10,RIVERSIDE ELEMENTARY                              ,18,Crow Wing                                         ,5,37.8,6,31.8,0,0,0,0,0,0,0,0,6,31.8,0,15,7.9,3.4,5.5,10,5,4,1,0,17.4,20.4,0,0,43,2,4.4,2,13,12.9,3.5
13-14,181,1,BRAINERD PUBLIC SCHOOL DISTRICT                   ,14,32,BRAINERD SENIOR HIGH                              ,18,Crow Wing                                         ,5,88.6,34.4,54.2,0,0,0,0,0,1,0,0,34.4,53.2,2,18,10,7.6,13.4,23,17,9,5.6,0,22,66.6,0,0,43,4,5.4,5.4,31,33,9.8
13-14,181,1,BRAINERD PUBLIC SCHOOL DISTRICT                   ,15,10,NISSWA ELEMENTARY                                 ,18,Crow Wing                                         ,5,18.4,2,16.4,0,0,0,0,0,0,0,0,2,16.4,0,15,3.27,3,3.5,2,2.63,4,0,0,5.9,12.5,0,0,44,1,1,3,4,6.13,3.27
13-14,181,1,BRAINERD PUBLIC SCHOOL DISTRICT                   ,17,71,LINCOLN EDUCATION CENTER                          ,18,Crow Wing                                         ,5,11.49,3,8.49,0,0,0,0,0,0,0,0,3,8.49,0,14,0,1.01,6,3,1,0,0.48,0,0,11.49,0,0,43,0,0,0,6,4.01,1.48
13-14,181,1,BRAINERD PUBLIC SCHOOL DISTRICT                   ,18,41,ISD 181 LEARNING CENTER                           ,18,Crow Wing                                         ,5,9.8,2.6,7.2,0,0,0,0,0,0,0,0,2.6,7.2,0,16,1,2,1.6,1.8,2,1,0.4,0,4.2,5.6,0,0,44,0,0,1.6,3,3.8,1.4
13-14,181,1,BRAINERD PUBLIC SCHOOL DISTRICT                   ,21,41,MIDDLE LEVEL ALTERNATIVE PROGRAM                  ,18,Crow Wing                                         ,5,1.99,0.99,1,0,0,0,0,0,0,0,0,0.99,1,0,20,0,0,0,1,0.99,0,0,0,0,1.99,0,0,44,0,0,0,1,0.99,0
13-14,181,1,BRAINERD PUBLIC SCHOOL DISTRICT                   ,22,20,FORESTVIEW MIDDLE                                 ,18,Crow Wing                                         ,5,99.92,36.52,63.4,0,0,0,0,0,0,0,0,36.52,63.4,1,18,7.99,11.76,16.99,26.33,19.81,12.04,5,0,28.57,71.35,0,0,43,3.99,5.61,7.59,34.3,38.64,9.79
13-14,181,1,BRAINERD PUBLIC SCHOOL DISTRICT                   ,0,0,Totals                                            ,18,Crow Wing                                         ,5,385.43,100.01,285.42,0,0,0,0,0,1,0,0,100.01,284.42,7,16,61.66,52.41,60.12,80.76,65.43,38.04,22.01,0,135.93,249.5,0,0,42,17.99,39.41,36.59,117.93,125.01,48.5
13-14,182,1,CROSBY-IRONTON PUBLIC SCHOOL DIST.                ,1,33,CROSBY-IRONTON SECONDARY                          ,18,Crow Wing                                         ,5,26.77,11.13,15.64,0,0,0,0,0,0,0,0,11.13,15.64,1.13,18,5.53,3.97,2.67,2.27,0.83,4.5,6.16,0,14.83,11.74,0,0,43,0.3,4.23,3.77,4.51,6.76,7.2
13-14,182,1,CROSBY-IRONTON PUBLIC SCHOOL DIST.                ,6,10,CUYUNA RANGE ELEMENTARY                           ,18,Crow Wing                                         ,5,39.01,7.66,31.35,0,0,0,0,0,0,0,0,7.66,31.35,2.17,20,5.84,7.6,3.1,3.23,5.07,6,7.18,0,15.34,22.97,0,0,45,3.17,4.67,2.5,5.1,14.09,9.48
13-14,182,1,CROSBY-IRONTON PUBLIC SCHOOL DIST.                ,0,0,Totals                                            ,18,Crow Wing                                         ,5,65.78,18.79,46.99,0,0,0,0,0,0,0,0,18.79,46.99,3.3,19,11.37,11.57,5.77,5.5,5.9,10.5,13.34,0,30.17,34.71,0,0,44,3.47,8.9,6.27,9.61,20.85,16.68
13-14,186,1,PEQUOT LAKES PUBLIC SCHOOLS                       ,0,0,PEQUOT LAKES PUBLIC SCHOOLS                       ,18,Crow Wing                                         ,5,2.97,0,2.97,0,0,0,0,0,0,0,0,0,2.97,0,14,0,0.94,0.76,0.2,0.07,1,0,0,1.5,1,0,0,45,0,0,0,1.43,1.1,0.44
13-14,186,1,PEQUOT LAKES PUBLIC SCHOOLS                       ,10,10,EAGLE VIEW ELEMENTARY                             ,18,Crow Wing                                         ,5,39,3,36,0,0,0,0,0,0,0,0,3,36,1,14,3,9,12,9,1,3,2,0,12,27,0,0,42,0,3,9,12,12,3
13-14,186,1,PEQUOT LAKES PUBLIC SCHOOLS                       ,15,20,PEQUOT LAKES MIDDLE                               ,18,Crow Wing                                         ,5,27.78,14,13.78,0,0,0,0,0,0,0,0,14,13.78,0,20,2,4.01,1,4.97,5.8,6,3,0,6.8,20.98,0,0,45,1,2,4.01,4,11.8,4.97
13-14,186,1,PEQUOT LAKES PUBLIC SCHOOLS                       ,20,32,PEQUOT LAKES SENIOR HIGH                          ,18,Crow Wing                                         ,5,30.18,15,15.18,0,0,0,0,0,0,0,0,15,15.18,1,12,5,8.01,8,5,2.17,0,2,0,13.18,17,0,0,39,0,6.01,5,10,4.17,5
13-14,186,1,PEQUOT LAKES PUBLIC SCHOOLS                       ,0,0,Totals                                            ,18,Crow Wing                                         ,5,99.93,32,67.93,0,0,0,0,0,0,0,0,32,67.93,2,15,10,21.96,21.76,19.17,9.04,10,7,0,33.48,65.98,0,0,42,1,11.01,18.01,27.43,29.07,13.41
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,0,0,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,19,Dakota                                            ,11,21,3,18,0,0,0,0,0,0,0,0,3,18,0,15,1.2,3,3.97,2.7,3.6,4.1,0,0,9.9,11.1,0,0,48,0,1,2.2,4.47,7,6.33
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,14,32,BURNSVILLE SENIOR HIGH                            ,19,Dakota                                            ,11,99.69,42.87,56.82,0,0,0,1,0.85,0,1,0,41.02,55.82,1.6,16,7.02,20.65,26.05,15.93,18.82,4.02,6.4,0,13.8,84.89,1,0,42,2.6,8.4,11.25,35.29,21.93,20.22
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,15,31,METCALF JUNIOR HIGH                               ,19,Dakota                                            ,11,37.3,17.08,20.22,0,0,0,0,0,0,0,0,17.08,20.22,3.5,14,7.5,6.56,6.92,7.08,3.32,1.96,3.96,0,10.42,26.88,0,0,41,1,2.92,8.46,10.16,7.76,7
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,66,31,EAGLE RIDGE JUNIOR HIGH                           ,19,Dakota                                            ,11,42.9,20.15,22.75,0,0,1,0,0.17,0,1,0,17.98,22.75,2.12,12,12.54,6.81,2.21,11.14,6,4,0.2,0,13.18,29.72,0,0,36,4.62,10.42,3.31,9.55,9.8,5.2
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,85,31,NICOLLET JUNIOR HIGH                              ,19,Dakota                                            ,11,38.68,12.8,25.88,0,0,1,0,0,0,0,0,11.8,25.88,4,12,12.72,4.8,10,4.76,6.4,0,0,0,12.72,25.96,0,0,36,3.92,8,5.2,12.36,8.2,1
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,414,50,BES TRANSITION PROGRAM                            ,19,Dakota                                            ,11,3.5,0,3.5,0,0,0,0,0,0,0,0,0,3.5,0,18,1,0,0,1.5,0,0,1,0,1,2.5,0,0,50,0,0,0,0.5,1,2
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,481,50,EARLY EDUCATION PROGRAM & SERVICES                ,19,Dakota                                            ,11,15.4,0,15.4,0,0,0,0,0,0,0,0,0,15.4,2,11,5,3,2.4,2,2,1,0,0,5,10.4,0,0,40,1,3,3.4,3,0,5
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,482,10,GIDEON POND ELEMENTARY                            ,19,Dakota                                            ,11,31,4,27,0,0,0,0,0,0,0,0,4,27,1,13,9,5.5,4.5,5,5,2,0,0,10.5,20.5,0,0,39,3,4.5,5.5,6.5,7.5,4
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,483,10,EDWARD NEILL ELEMENTARY                           ,19,Dakota                                            ,11,36.26,8.33,27.93,0,0,0,0,0,0,1,0,7.33,27.93,0.5,13,6.43,9.83,3,8,2,7,0,0,10.43,25.83,0,0,40,1,6.43,3.83,7,14,4
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,484,10,M.W. SAVAGE ELEMENTARY                            ,19,Dakota                                            ,11,32.33,2.83,29.5,0,0,0.5,0,0,1,0,0,2.33,28.5,0.5,14,5,7.33,6,5,6,0,1,0,5.5,25.83,1,0,41,1,4,5.33,7,8,7
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,485,10,SIOUX TRAIL ELEMENTARY                            ,19,Dakota                                            ,11,29.66,5.66,24,0,0,1,1,0,0,0,1,4.66,22,1,10,9.33,7.83,7,2.5,2,1,0,0,12.33,17.33,0,0,37,3,3.33,9.33,6,6,2
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,486,10,VISTA VIEW ELEMENTARY                             ,19,Dakota                                            ,11,37.5,2,35.5,0,0,0,0,0,0,0,2,2,33.5,0,11,7,9.5,11,7,1,2,0,0,15.5,22,0,0,42,1,5.5,2,16,8,5
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,487,10,WILLIAM BYRNE ELEMENTARY                          ,19,Dakota                                            ,11,35.83,4,31.83,0,0,0,0,0,0,0,0,4,31.83,0,11,7,11.5,8,5,1.33,1,2,0,10.33,25.5,0,0,38,2,5.5,8.5,9,6.83,4
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,488,10,RAHN ELEMENTARY                                   ,19,Dakota                                            ,11,32.33,4,28.33,0,0,0,2,0,0,0,0,4,26.33,0,15,6.5,6,4.5,4,5.33,3,3,0,10.83,21.5,0,0,43,1.5,1,5,10.5,7.33,7
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,489,10,SKY OAKS ELEMENTARY                               ,19,Dakota                                            ,11,52.83,6,46.83,0,0,0,0,0,1,0,0,6,45.83,3,14,14.5,11,6,10,4.33,2,4,0,16.83,36,0,0,39,3,12,7.5,14,9.33,7
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,490,10,HIDDEN VALLEY ELEMENTARY                          ,19,Dakota                                            ,11,46.83,4.83,42,0,0,0,0,0,0,0,0,4.83,42,0.5,14,4.83,10,11,11.5,5.5,3,0,0,12.83,34,0,0,42,1,5.83,7,12,15.5,5.5
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,491,10,HARRIET BISHOP ELEMENTARY                         ,19,Dakota                                            ,11,39.83,3.5,36.33,0,0,0,0,0,1,0,0,3.5,35.33,1,15,6.5,4.33,9,7.5,8,2.5,2,0,4.83,35,0,0,39,2.5,8,2.33,13,10.5,3.5
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,500,41,BURNSVILLE SR HIGH EXTENDED DAY/YR                ,19,Dakota                                            ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,1,0,0,0,1,0,0,61,0,0,0,0,0,1
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,514,41,BURNSVILLE ALTERNATIVE HIGH SCHOOL                ,19,Dakota                                            ,11,14,4,10,0,0,1,0,0,0,0,0,3,10,1,11,2,2,7,3,0,0,0,0,3,11,0,0,38,0,1,3,8,1,1
13-14,191,1,BURNSVILLE PUBLIC SCHOOL DISTRICT                 ,0,0,Totals                                            ,19,Dakota                                            ,11,647.87,146.05,501.82,0,0,4.5,4,1.02,3,3,3,137.53,491.82,21.72,14,125.07,129.64,128.55,113.61,80.63,39.58,23.56,0,178.93,466.94,2,0,40,32.14,90.83,93.14,184.33,149.68,97.75
13-14,192,1,FARMINGTON PUBLIC SCHOOL DISTRICT                 ,0,0,FARMINGTON PUBLIC SCHOOL DISTRICT                 ,19,Dakota                                            ,11,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0.4,0,14,0,0,0.4,0,0,0,0,0,0.4,0,0,0,69,0,0,0,0,0,0.4
13-14,192,1,FARMINGTON PUBLIC SCHOOL DISTRICT                 ,10,10,FARMINGTON ELEMENTARY                             ,19,Dakota                                            ,11,41.27,6.4,34.87,0,0.93,0,0,0,0,0,0,6.4,33.94,1.44,16,5.44,3,8.33,8.5,3,7,5,0,12.37,28.9,0,0,46,0.44,2.5,2,7.4,14.43,14.5
13-14,192,1,FARMINGTON PUBLIC SCHOOL DISTRICT                 ,20,32,FARMINGTON HIGH SCHOOL                            ,19,Dakota                                            ,11,87.24,38.88,48.36,0,0,0,1,0,0,0,0,38.88,47.36,5.92,13,16.68,11.24,29.8,14,6,6,2.52,0,24.24,56,0,7,39,6.6,8.6,18.72,24.4,19.4,9.52
13-14,192,1,FARMINGTON PUBLIC SCHOOL DISTRICT                 ,30,20,LEVI P. DODGE MIDDLE SCHOOL                       ,19,Dakota                                            ,11,48.92,12,36.92,0,0,0,0,0,0,0,0,12,36.92,1,14,9.88,11.24,12.24,3.4,3,6,3.16,0,18.84,29.08,0,1,41,1,7.84,6.24,16.2,8.08,9.56
13-14,192,1,FARMINGTON PUBLIC SCHOOL DISTRICT                 ,40,10,NORTH TRAIL ELEMENTARY                            ,19,Dakota                                            ,11,36.93,3,33.93,0,0,0,0,0,0,0,0,3,33.93,4,13,7,7.53,9.5,4.9,4,3,1,0,11.73,25.2,0,0,40,3,4,4,12.63,12,1.3
13-14,192,1,FARMINGTON PUBLIC SCHOOL DISTRICT                 ,50,41,DAKOTA PRAIRIE AREA LEARNING CENTER               ,19,Dakota                                            ,11,1.96,0.6,1.36,0,0,0,0,0,0,0,0,0.6,1.36,0.76,5,1.36,0,0.6,0,0,0,0,0,0.6,1.36,0,0,32,0.6,0.76,0,0,0.6,0
13-14,192,1,FARMINGTON PUBLIC SCHOOL DISTRICT                 ,60,20,ROBERT BOECKMAN MIDDLE SCHOOL                     ,19,Dakota                                            ,11,42.73,13.04,29.69,0,0,0,0,0,0,0,0,13.04,29.69,0,14,5.4,9.93,10.28,7.6,5,1.68,2.84,0,13.09,29.64,0,0,42,1,1,10.33,13.36,12.6,4.44
13-14,192,1,FARMINGTON PUBLIC SCHOOL DISTRICT                 ,80,10,MEADOWVIEW ELEMENTARY                             ,19,Dakota                                            ,11,47.14,3.84,43.3,0,0,0,0,0,0,0,0,3.84,43.3,2.27,14,5.07,2.9,22.5,5.43,4.87,5.27,0.1,0,14.51,32.63,0,0,44,1.17,2.3,8.7,15.26,13.97,5.74
13-14,192,1,FARMINGTON PUBLIC SCHOOL DISTRICT                 ,100,10,RIVERVIEW ELEMENTARY                              ,19,Dakota                                            ,11,44.29,5.93,38.36,0,0,0.5,0,0,0,0,0,5.43,38.36,0.5,12,6.77,7.6,15.42,10.5,2,2,0,0,12.27,28.52,0,3.5,40,1,2.5,3,27.29,6.5,4
13-14,192,1,FARMINGTON PUBLIC SCHOOL DISTRICT                 ,621,10,AKIN ROAD ELEMENTARY                              ,19,Dakota                                            ,11,41.54,4.17,37.37,0,0,0,0.77,0,0,0,0,4.17,36.6,1.87,13,4.7,9,13.17,6.67,7,1,0,0,20.93,20.61,0,0,41,2.1,3.5,4.77,13.34,15.83,2
13-14,192,1,FARMINGTON PUBLIC SCHOOL DISTRICT                 ,0,0,Totals                                            ,19,Dakota                                            ,11,392.42,87.86,304.56,0,0.93,0.5,1.77,0,0,0,0,87.36,301.86,17.76,13,62.3,62.44,122.24,61,34.87,31.95,14.62,0,128.98,251.94,0,11.5,41,16.91,33,57.76,129.88,103.41,51.46
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,28,32,LAKEVILLE NORTH HIGH                              ,19,Dakota                                            ,11,75.15,32,43.15,0,0,1,0.4,0,0.8,0,0,31,41.95,0.4,17,2.4,14,13.2,14.51,23.24,4.8,2,0,31.63,43.52,0,0,44,0,3.4,9.4,29.04,25.03,8.28
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,40,32,LAKEVILLE SOUTH HIGH                              ,19,Dakota                                            ,11,79.15,34.28,44.87,0,0,0,0,0,0,1,0,33.28,44.87,0,19,1.2,8.43,15.6,14.8,14.88,17.52,5.72,0,8.03,71.12,0,0,43,0,2,10,30,26.23,10.92
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,89,20,MCGUIRE MIDDLE                                    ,19,Dakota                                            ,11,44.9,14.69,30.21,0,0,0,0.6,0,0,0,0,14.69,29.61,1.6,16,4.4,7,10.64,11.03,5.83,2,4,0,7,37.9,0,0,42,1,2.6,6.83,18.89,9.58,6
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,90,46,LINK12 LAKEVILLE                                  ,19,Dakota                                            ,11,4.19,1.4,2.79,0,0,0,0,0,0,0,0,1.4,2.79,0.2,15,1.19,1.2,0.8,0.6,0.2,0,0.2,0,2.59,1.6,0,0,42,0,1.19,0.4,2,0.2,0.4
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,104,20,KENWOOD TRAIL MIDDLE SCHOOL                       ,19,Dakota                                            ,11,36.31,10.08,26.23,0,0,0,0,0,0,0,0,10.08,26.23,0,16,1.6,6.52,6.92,9.56,7.72,3.16,0.83,0,3.63,32.68,0,0,41,0.6,1,7.92,11.57,12.48,2.74
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,105,20,CENTURY MIDDLE SCHOOL                             ,19,Dakota                                            ,11,38.81,12.48,26.33,0,0,0,0,0,0,0,0,12.48,26.33,1.4,14,2.32,6,14.7,10.16,3.03,0,2,0,5.65,33.16,0,0,40,0,1.92,9.74,18.83,4.48,3.84
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,500,50,LAKEVILLE EARLY CHILDHOOD PROGRAM                 ,19,Dakota                                            ,11,13.64,0,13.64,0,0,0,0,0,0,0,0,0,13.64,1,11,3.14,4,1.94,3.73,0,0.83,0,0,3.67,9.97,0,0,38,0,3,2.77,6.04,0,1.83
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,590,41,LAKEVILLE AREA LEARNING CENTER                    ,19,Dakota                                            ,11,11.7,5.41,6.29,0,0,0,0,0,0,0,0,5.41,6.29,0.4,15,0.4,2,2.16,4.31,1.83,0,1,0,6.94,4.76,0,0,47,0,0,2.36,1.6,2.1,5.64
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,591,10,KENNEDY ELEMENTARY                                ,19,Dakota                                            ,11,28.64,6.2,22.44,0,0,0,0,0,0,0,0,6.2,22.44,0,18,0,3.27,9.1,7.27,4,2,2,0,4.47,24.17,0,0,44,0,0,1,13.37,9.27,5
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,592,10,HUDDLESTON ELEMENTARY                             ,19,Dakota                                            ,11,29.24,3.3,25.94,0,0,0,0,0,0,0,0,3.3,25.94,0,17,0,2.61,6.9,9.23,5,4.5,0,0,3.4,25.84,0,0,43,0,0.1,3.09,11.3,11.52,3.23
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,593,10,ORCHARD LAKE ELEMENTARY                           ,19,Dakota                                            ,11,24.34,3.1,21.24,0,0,0,0,0,0,0,0,3.1,21.24,0,19,0.4,0.8,5.1,10.27,6,0.77,1,0,2.5,21.84,0,0,44,0,0.4,0.8,13.6,5,4.54
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,595,10,LAKE MARION ELEMENTARY                            ,19,Dakota                                            ,11,25.2,4.2,21,0,0,0,0,0,0,0,0,4.2,21,0,20,0.6,0,3.2,6.2,10,3.7,1,0,3.8,21.4,0,0,47,0,0.6,0,7.2,14.4,3
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,596,10,CHERRY VIEW ELEMENTARY                            ,19,Dakota                                            ,11,28.13,4.4,23.73,0,0,0,0,0,0,0,0,4.4,23.73,0,23,0,0,6.4,6.73,6,4,4,0,2,26.13,0,0,48,0,0,2,11.63,6.5,8
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,597,10,LAKEVIEW ELEMENTARY                               ,19,Dakota                                            ,11,29.73,7.2,22.53,0,0,1,0,0,0,0,0,6.2,22.53,0,20,1,2.23,3.2,8.8,7,3.5,3,0,4.23,25.5,0,0,46,0,3.1,0,6,16.63,4
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,598,10,EASTVIEW ELEMENTARY                               ,19,Dakota                                            ,11,28.27,6.4,21.87,0,0.5,0,0,0,0,0,0,6.4,21.37,0,19,0,1,5.4,9.27,9.5,2.5,0.5,0,4,24.27,0,0,43,0,1,2,14.17,7.6,3.5
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,599,10,OAK HILLS ELEMENTARY                              ,19,Dakota                                            ,11,34.1,3.2,30.9,0,0,0,0,0,0,0,0,3.2,30.9,0.5,17,1.5,2.6,10,6.2,8.8,4,0,0,4.6,29.5,0,0,42,0.5,0.9,3.8,15.4,11.5,2
13-14,194,1,LAKEVILLE PUBLIC SCHOOL DISTRICT                  ,0,0,Totals                                            ,19,Dakota                                            ,11,531.5,148.34,383.16,0,0.5,2,1,0,0.8,1,0,145.34,380.86,5.5,17,20.15,61.66,115.26,132.67,113.03,53.28,27.25,0,98.14,433.36,0,0,43,2.1,21.21,62.11,210.64,162.52,72.92
13-14,195,1,RANDOLPH PUBLIC SCHOOL DISTRICT                   ,0,0,RANDOLPH PUBLIC SCHOOL DISTRICT                   ,19,Dakota                                            ,11,1.5,0.5,1,0,0,0,0,0,0,0,0,0.5,1,0,11,0,0.5,1,0,0,0,0,0,1.5,0,0,0,32,0,0.5,0,1,0,0
13-14,195,1,RANDOLPH PUBLIC SCHOOL DISTRICT                   ,10,10,RANDOLPH ELEMENTARY                               ,19,Dakota                                            ,11,19.08,6.51,12.57,0,0,0,0,0,0,0,0,6.51,12.57,2.5,11,7.17,3,4.4,3.17,0,0,1.34,6.17,8.08,4.83,0,0,37,2.5,5.67,2,3.9,2.67,2.34
13-14,195,1,RANDOLPH PUBLIC SCHOOL DISTRICT                   ,20,33,RANDOLPH SECONDARY                                ,19,Dakota                                            ,11,16.36,6.42,9.94,0,0,0,0,0,0,0,0,6.42,9.94,0,13,3.98,6.33,1.14,3.04,0,0,1.87,0.99,11.36,4.01,0,0,39,0,5.28,4.02,1.64,2.53,2.89
13-14,195,1,RANDOLPH PUBLIC SCHOOL DISTRICT                   ,0,0,Totals                                            ,19,Dakota                                            ,11,36.94,13.43,23.51,0,0,0,0,0,0,0,0,13.43,23.51,2.5,12,11.15,9.83,6.54,6.21,0,0,3.21,7.16,20.94,8.84,0,0,38,2.5,11.45,6.02,6.54,5.2,5.23
13-14,196,1,ROSEMOUNT-APPLE VALLEY-EAGAN                      ,0,0,ROSEMOUNT-APPLE VALLEY-EAGAN                      ,19,Dakota                                            ,11,32.1,6,26.1,0,0,0,0,0,0,0,0,6,26.1,0,15,1,3,14.3,7.8,1,3,2,0,4.4,27.7,0,0,42,0,0,3,18.5,6,4.6
13-14,196,1,ROSEMOUNT-APPLE VALLEY-EAGAN                      ,24,50,TRANSITION PLUS                                   ,19,Dakota                                            ,11,14,3,11,0,0,0,0,0,0,0,0,3,11,0,18,1,2,4,2,2,1,1,0,2,12,0,0,51,0,0,0,3,6,5
