SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,AdminALL,Superintendent,AsstSuper,Principals,AsstPrinc,Director,OtherAdmin,Coord/Supv,SpEdProgCoord,VocFacil/Eval,OtherNonInstruct,Counselors,Media/Librarian,SchNurse,Psychologist,SocWorker,SpeechLangPath,TchrALL,PreK/ECFE,Kindgtn,GenElemEd,SpEdTchr,VocEdTchr,AllOtherTchr
99-00,0277,01,WESTONKA,0 ,0,District Totals: ,27,HENNEPIN,11,8.00,1.00,0.00,4.00,1.00,1.50,0.50,0.00,0.00,0.00,0.00,4.00,4.00,1.00,3.67,2.00,3.00,144.05,2.50,4.60,32.50,19.41,0.85,84.19
99-00,0278,01,ORONO,0 ,0,District Totals: ,27,HENNEPIN,11,9.00,1.00,0.00,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,2.80,1.00,4.00,1.00,3.40,149.46,0.00,3.33,32.80,15.64,2.00,95.69
99-00,0279,01,OSSEO,0 ,0,District Totals: ,27,HENNEPIN,11,52.27,1.00,4.00,28.83,9.94,2.17,6.33,6.50,0.00,0.00,0.00,29.16,36.19,1.00,16.50,17.00,35.80,"1,334.31",4.40,52.50,446.00,179.01,25.91,626.49
99-00,0280,01,RICHFIELD,0 ,0,District Totals: ,27,HENNEPIN,11,13.00,1.00,1.00,5.00,4.00,2.00,0.00,2.00,0.00,0.00,0.00,4.83,6.00,3.00,3.00,5.27,7.30,282.82,0.00,9.00,69.00,40.97,3.00,160.85
99-00,0281,01,ROBBINSDALE,0 ,0,District Totals: ,27,HENNEPIN,11,36.00,1.00,0.00,17.00,10.00,2.00,6.00,1.36,0.00,0.00,0.00,13.08,16.66,8.99,10.95,10.98,13.38,810.29,34.66,28.55,223.64,99.28,12.64,411.52
99-00,0282,01,ST. ANTHONY-NEW BRIGHTON,0 ,0,District Totals: ,27,HENNEPIN,11,6.08,1.00,0.00,3.00,0.00,0.80,1.28,0.00,0.00,0.00,0.00,2.80,1.63,1.20,1.50,0.00,1.60,94.69,1.10,2.50,26.10,9.57,0.70,54.72
99-00,0283,01,ST. LOUIS PARK,0 ,0,District Totals: ,27,HENNEPIN,11,12.24,1.00,1.00,7.24,1.00,2.00,0.00,0.83,0.00,0.00,0.00,5.86,6.10,3.17,0.00,9.43,5.60,286.56,0.00,9.50,78.50,48.70,2.60,147.26
99-00,0284,01,WAYZATA,0 ,0,District Totals: ,27,HENNEPIN,11,23.00,1.00,1.00,12.00,6.00,2.00,1.00,1.17,0.00,0.00,0.00,8.00,11.00,3.00,2.83,11.67,11.01,554.92,8.63,20.00,160.20,56.76,0.84,308.49
99-00,0286,01,BROOKLYN CENTER,0 ,0,District Totals: ,27,HENNEPIN,11,8.20,1.00,1.00,3.20,2.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,1.00,119.11,0.00,7.00,39.50,12.62,4.38,55.61
99-00,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,0 ,0,District Totals: ,27,HENNEPIN,11,3.80,1.00,0.00,0.00,0.00,2.00,0.80,6.00,0.00,4.16,0.00,0.00,0.00,2.20,0.00,16.41,12.66,290.43,0.00,0.00,0.00,177.51,48.84,64.08
99-00,0294,01,HOUSTON,0 ,0,District Totals: ,28,HOUSTON,10,3.83,0.83,0.00,1.17,0.83,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.60,33.83,0.86,1.00,11.00,2.78,1.20,16.99
99-00,0297,01,SPRING GROVE,0 ,0,District Totals: ,28,HOUSTON,10,2.59,1.00,0.00,1.22,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.29,34.25,0.59,1.00,11.00,2.26,2.09,17.31
99-00,0299,01,CALEDONIA,0 ,0,District Totals: ,28,HOUSTON,10,2.96,0.98,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.63,1.98,0.00,0.00,0.00,1.00,77.65,0.50,2.00,19.17,10.57,2.58,42.83
99-00,0300,01,LACRESCENT-HOKAH,0 ,0,District Totals: ,28,HOUSTON,10,6.00,1.00,0.00,3.00,0.00,1.00,1.00,0.67,0.00,0.00,0.00,2.83,1.83,1.00,0.00,0.00,1.44,96.72,2.26,2.44,19.00,11.12,1.00,60.90
99-00,0306,01,LAPORTE,0 ,0,District Totals: ,29,HUBBARD,02,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.67,0.00,0.00,0.00,27.26,0.94,1.00,7.00,1.84,0.00,16.48
99-00,0308,01,NEVIS,0 ,0,District Totals: ,29,HUBBARD,02,1.83,1.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,37.03,0.00,1.00,13.00,4.43,0.20,18.40
99-00,0309,01,PARK RAPIDS,0 ,0,District Totals: ,29,HUBBARD,02,9.00,1.00,0.00,3.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,2.00,3.00,0.67,1.00,0.00,3.00,138.95,2.00,3.50,28.00,19.22,4.27,81.96
99-00,0314,01,BRAHAM,0 ,0,District Totals: ,30,ISANTI,07E,4.50,1.00,0.00,2.00,0.00,0.00,1.50,0.67,0.00,0.00,0.00,1.50,1.07,0.00,0.00,1.00,1.98,53.44,0.00,1.00,12.00,6.75,0.70,32.99
99-00,0316,01,GREENWAY,0 ,0,District Totals: ,31,ITASCA,03,4.80,1.00,0.00,3.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,2.20,3.01,1.00,0.80,0.00,2.60,104.19,1.33,4.00,22.50,19.81,4.14,52.41
99-00,0317,01,DEER RIVER,0 ,0,District Totals: ,31,ITASCA,03,4.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,0.00,1.00,78.60,0.17,2.17,28.52,10.95,0.17,36.62
99-00,0318,01,GRAND RAPIDS,0 ,0,District Totals: ,31,ITASCA,03,15.00,1.00,1.00,9.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,8.20,3.00,1.00,0.00,0.00,5.80,286.50,2.97,7.50,61.99,43.80,11.36,158.88
99-00,0319,01,NASHWAUK-KEEWATIN,0 ,0,District Totals: ,31,ITASCA,03,0.83,0.50,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,1.00,0.00,0.00,0.00,1.00,47.47,0.00,1.00,12.00,9.21,1.09,24.17
99-00,0330,01,HERON LAKE-OKABENA,0 ,0,District Totals: ,32,JACKSON,08,1.31,1.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.48,32.15,0.00,0.60,8.17,2.61,2.48,18.29
99-00,0332,01,MORA,0 ,0,District Totals: ,33,KANABEC,07E,8.00,1.00,0.00,3.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,2.00,2.50,1.00,0.00,2.00,3.00,132.15,1.00,3.50,43.00,14.54,4.48,65.63
99-00,0333,01,OGILVIE,0 ,0,District Totals: ,33,KANABEC,07E,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,48.63,0.00,1.50,19.14,4.43,0.17,23.39
99-00,0345,01,NEW LONDON-SPICER,0 ,0,District Totals: ,34,KANDIYOHI,06E,5.00,1.00,0.00,3.00,0.00,0.00,1.00,0.85,0.00,0.00,0.00,1.83,2.00,1.00,0.00,2.15,2.00,115.25,1.17,3.00,26.88,10.49,2.02,71.69
99-00,0347,01,WILLMAR,0 ,0,District Totals: ,34,KANDIYOHI,06E,14.00,1.00,1.00,6.00,4.00,0.00,2.00,1.50,0.00,1.00,0.00,5.00,4.50,1.76,1.00,6.00,8.56,347.67,6.57,9.00,91.36,64.72,6.66,169.36
99-00,0356,01,LANCASTER,0 ,0,District Totals: ,35,KITTSON,01,1.00,0.00,0.00,0.97,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.07,0.40,0.60,5.97,2.01,0.00,10.09
99-00,0361,01,INTERNATIONAL FALLS,0 ,0,District Totals: ,36,KOOCHICHING,03,7.50,1.00,0.00,2.50,1.00,1.00,2.00,0.00,0.00,0.17,0.00,1.00,1.83,1.00,1.00,0.00,3.00,106.38,3.00,3.00,32.00,12.23,2.83,53.32
99-00,0362,01,LITTLEFORK-BIG FALLS,0 ,0,District Totals: ,36,KOOCHICHING,03,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,1.00,0.00,0.00,0.00,0.00,24.51,0.50,1.00,8.00,2.00,0.53,12.48
99-00,0363,01,SOUTH KOOCHICHING,0 ,0,District Totals: ,36,KOOCHICHING,03,3.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.66,45.98,0.00,1.60,12.03,4.00,2.22,26.13
99-00,0371,01,BELLINGHAM,0 ,0,District Totals: ,37,LAC QUI PARLE,06W,1.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,11.17,0.40,0.60,7.77,1.00,0.00,1.40
99-00,0378,01,DAWSON-BOYD,0 ,0,District Totals: ,37,LAC QUI PARLE,06W,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,1.81,47.06,1.00,1.67,13.00,6.65,1.42,23.32
99-00,0381,01,LAKE SUPERIOR,0 ,0,District Totals: ,38,LAKE,03,8.00,1.00,0.00,5.00,1.00,1.00,0.00,0.69,0.00,0.00,0.00,3.00,1.00,1.00,1.00,0.00,2.50,114.32,1.95,3.50,37.00,15.62,1.67,54.58
99-00,0382,52,NORTHWEST RGN INTRDST COUNCIL,0 ,0,District Totals: ,45,MARSHALL,01,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.00,3.60,7.20,0.00,0.00,0.00,3.60,0.00,3.60
99-00,0390,01,LAKE OF THE WOODS,0 ,0,District Totals: ,39,LAKE OF THE WOODS,02,3.63,1.00,0.00,1.00,0.00,0.00,1.63,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,58.24,1.00,1.50,18.00,7.99,0.00,29.75
99-00,0391,01,CLEVELAND,0 ,0,District Totals: ,40,LESUEUR,09,2.00,0.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.66,0.00,0.00,0.00,0.00,34.94,0.00,2.00,10.00,4.00,0.84,18.10
99-00,0392,01,LECENTER,0 ,0,District Totals: ,40,LESUEUR,09,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,1.00,0.00,0.00,0.00,0.00,48.34,0.30,1.60,17.00,5.18,1.46,22.80
99-00,0394,01,MONTGOMERY-LONSDALE,0 ,0,District Totals: ,40,LESUEUR,09,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,2.00,72.97,2.20,4.00,16.00,7.32,1.36,42.09
99-00,0397,52,LAKE AGASSIZ SP ED COOP,0 ,0,District Totals: ,03,BECKER,04,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,5.00,0.00,0.00,0.00,4.00,0.00,1.00
99-00,0398,52,MIDWEST SP ED COOP,0 ,0,District Totals: ,75,STEVENS,04,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,5.00,0.00,0.00,0.00,4.00,1.00,0.00
99-00,0402,01,HENDRICKS,0 ,0,District Totals: ,41,LINCOLN,08,1.50,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.40,0.60,19.67,1.00,1.20,12.00,2.40,0.17,2.90
99-00,0403,01,IVANHOE,0 ,0,District Totals: ,41,LINCOLN,08,1.73,0.50,0.00,1.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.60,0.00,19.40,0.00,0.00,0.00,3.00,1.60,14.80
99-00,0404,01,LAKE BENTON,0 ,0,District Totals: ,41,LINCOLN,08,2.00,0.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,20.45,1.20,0.75,4.08,1.00,1.36,12.06
99-00,0409,01,TYLER,0 ,0,District Totals: ,41,LINCOLN,08,1.66,0.33,0.00,1.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.28,0.00,17.54,0.00,0.00,0.00,0.68,1.62,15.24
99-00,0411,01,BALATON,0 ,0,District Totals: ,42,LYON,08,1.17,0.17,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,18.94,0.00,1.00,6.00,0.50,0.00,11.44
99-00,0413,01,MARSHALL,0 ,0,District Totals: ,42,LYON,08,7.00,1.00,0.00,4.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,3.00,2.83,2.83,2.00,0.00,2.98,172.30,6.25,8.50,43.50,23.87,2.08,88.10
99-00,0414,01,MINNEOTA,0 ,0,District Totals: ,42,LYON,08,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,1.00,1.00,37.97,0.00,1.50,12.00,3.00,0.60,20.87
99-00,0415,01,LYND,0 ,0,District Totals: ,42,LYON,08,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.98,0.00,1.00,6.71,1.12,0.00,2.15
99-00,0417,01,TRACY,0 ,0,District Totals: ,42,LYON,08,5.00,1.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.80,0.00,0.00,1.00,56.84,0.67,2.17,14.53,7.68,0.80,30.99
99-00,0418,01,RUSSELL,0 ,0,District Totals: ,42,LYON,08,0.67,0.33,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,10.75,0.21,0.00,0.00,0.20,0.00,10.34
99-00,0423,01,HUTCHINSON,0 ,0,District Totals: ,43,MCLEOD,06E,9.00,1.00,0.00,4.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,3.40,2.00,1.00,0.00,1.00,1.00,178.62,2.81,5.50,54.10,13.92,5.50,96.79
99-00,0424,01,LESTER PRAIRIE,0 ,0,District Totals: ,43,MCLEOD,06E,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,36.82,0.67,1.00,13.50,2.19,0.17,19.29
99-00,0432,01,MAHNOMEN,0 ,0,District Totals: ,44,MAHNOMEN,02,4.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,66.22,1.00,2.00,18.00,9.33,1.84,34.05
99-00,0435,01,WAUBUN,0 ,0,District Totals: ,44,MAHNOMEN,02,4.83,1.00,0.00,1.83,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,54.57,0.00,3.00,18.00,5.05,0.71,27.81
99-00,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,0 ,0,District Totals: ,45,MARSHALL,01,1.99,1.00,0.00,0.66,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,32.02,0.66,1.00,8.99,2.96,0.89,17.52
99-00,0447,01,GRYGLA,0 ,0,District Totals: ,45,MARSHALL,01,1.34,0.67,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,18.82,0.00,1.00,6.00,1.60,1.20,9.02
99-00,0458,01,TRUMAN,0 ,0,District Totals: ,46,MARTIN,09,2.00,0.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.67,0.00,0.00,0.50,0.40,34.00,1.00,1.00,10.00,2.00,1.08,18.92
99-00,0463,01,EDEN VALLEY-WATKINS,0 ,0,District Totals: ,47,MEEKER,06E,3.33,1.00,0.00,1.50,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.30,0.50,1.00,0.00,0.67,1.80,59.65,0.00,3.00,18.36,7.78,0.33,30.18
99-00,0465,01,LITCHFIELD,0 ,0,District Totals: ,47,MEEKER,06E,6.67,1.00,0.00,3.00,1.00,0.67,1.00,0.40,0.00,0.00,0.00,2.00,2.00,1.00,0.00,1.50,3.80,132.24,2.63,3.50,32.00,16.00,1.00,77.11
99-00,0466,01,DASSEL-COKATO,0 ,0,District Totals: ,47,MEEKER,06E,7.00,1.00,0.00,4.00,1.00,0.00,1.00,0.50,0.00,0.00,0.00,1.00,4.00,1.10,0.00,3.50,2.50,137.29,1.00,4.00,33.00,12.07,1.97,85.25
99-00,0473,01,ISLE,0 ,0,District Totals: ,48,MILLE LACS,07E,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.00,0.00,1.00,41.71,0.99,1.00,13.00,2.44,0.00,24.28
99-00,0477,01,PRINCETON,0 ,0,District Totals: ,48,MILLE LACS,07E,8.00,1.00,0.00,4.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,4.00,1.00,0.00,1.00,5.00,174.91,2.49,5.50,48.00,18.37,3.18,97.37
99-00,0480,01,ONAMIA,0 ,0,District Totals: ,48,MILLE LACS,07E,3.83,1.00,0.00,2.00,0.00,0.83,0.00,0.50,0.00,0.00,0.00,0.17,2.00,0.00,0.00,1.00,2.00,67.49,1.84,1.00,18.50,10.50,2.07,33.58
99-00,0482,01,LITTLE FALLS,0 ,0,District Totals: ,49,MORRISON,05,11.00,1.00,1.00,5.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,5.00,1.00,1.00,4.34,1.00,212.09,0.00,2.00,70.16,23.56,15.49,100.88
99-00,0484,01,PIERZ,0 ,0,District Totals: ,49,MORRISON,05,3.50,1.00,0.00,1.67,0.00,0.50,0.33,1.00,0.00,0.00,0.00,1.60,2.00,1.00,0.00,0.00,2.00,68.43,1.00,3.00,18.00,9.00,2.70,34.73
99-00,0485,01,ROYALTON,0 ,0,District Totals: ,49,MORRISON,05,3.25,1.00,0.00,2.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.87,54.13,0.00,1.50,18.00,6.16,1.50,26.97
99-00,0486,01,SWANVILLE,0 ,0,District Totals: ,49,MORRISON,05,1.50,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.47,0.00,2.00,8.67,2.00,0.20,16.60
99-00,0487,01,UPSALA,0 ,0,District Totals: ,49,MORRISON,05,1.69,0.52,0.00,1.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,1.00,30.74,0.00,1.00,9.00,3.01,0.34,17.39
99-00,0492,01,AUSTIN,0 ,0,District Totals: ,50,MOWER,10,11.00,1.00,0.00,6.00,2.00,2.00,0.00,2.00,0.00,0.00,0.00,5.00,6.00,0.00,2.00,2.00,6.99,292.49,1.00,9.00,72.72,56.28,7.40,146.09
99-00,0495,01,GRAND MEADOW,0 ,0,District Totals: ,50,MOWER,10,2.18,1.00,0.00,0.94,0.00,0.07,0.17,0.20,0.00,0.00,0.00,0.10,0.47,0.00,0.00,0.61,0.80,28.66,0.44,0.60,7.50,4.48,1.49,14.15
99-00,0497,01,LYLE,0 ,0,District Totals: ,50,MOWER,10,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,21.56,1.00,0.67,7.00,2.00,0.00,10.89
99-00,0499,01,LEROY,0 ,0,District Totals: ,50,MOWER,10,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.67,0.00,0.00,0.00,0.40,27.66,0.00,1.00,5.00,4.12,1.60,15.94
99-00,0500,01,SOUTHLAND,0 ,0,District Totals: ,50,MOWER,10,3.17,1.00,0.00,2.00,0.00,0.17,0.00,0.27,0.00,0.00,0.00,1.00,1.50,0.00,0.00,0.76,1.00,47.65,0.93,2.00,12.00,5.31,1.60,25.81
99-00,0505,01,FULDA,0 ,0,District Totals: ,51,MURRAY,08,4.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.67,0.67,0.93,0.40,1.00,1.00,42.71,0.00,1.00,12.50,4.56,2.38,22.27
99-00,0507,01,NICOLLET,0 ,0,District Totals: ,52,NICOLLET,09,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.50,0.00,0.00,1.00,0.00,27.96,1.00,1.00,4.00,2.02,0.85,19.09
99-00,0508,01,ST. PETER,0 ,0,District Totals: ,52,NICOLLET,09,5.76,1.00,0.00,3.00,1.76,0.00,0.00,0.81,0.00,0.00,0.00,2.00,1.53,1.00,0.00,2.00,3.56,134.67,4.30,7.00,32.00,18.24,0.38,72.75
99-00,0511,01,ADRIAN,0 ,0,District Totals: ,53,NOBLES,08,2.80,0.80,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.27,0.00,1.00,50.88,0.40,1.50,12.74,5.66,0.25,30.33
99-00,0513,01,BREWSTER,0 ,0,District Totals: ,53,NOBLES,08,1.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,15.86,0.20,1.00,9.96,1.37,0.00,3.33
99-00,0514,01,ELLSWORTH,0 ,0,District Totals: ,53,NOBLES,08,0.86,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.36,18.42,0.00,0.60,6.60,1.60,0.00,9.62
99-00,0516,01,ROUND LAKE,0 ,0,District Totals: ,53,NOBLES,08,1.48,0.48,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,17.76,0.07,0.00,0.00,0.94,1.33,15.42
99-00,0518,01,WORTHINGTON,0 ,0,District Totals: ,53,NOBLES,08,8.00,1.00,0.00,4.00,2.00,1.00,0.00,0.00,0.00,1.01,0.00,4.00,4.00,1.00,2.21,0.00,3.00,168.37,0.00,4.00,43.97,27.55,1.67,91.18
99-00,0531,01,BYRON,0 ,0,District Totals: ,55,OLMSTED,10,5.68,1.01,0.00,3.00,0.00,1.00,0.67,0.00,0.00,0.00,0.00,2.66,2.01,0.80,0.00,0.00,2.88,91.83,1.00,4.00,26.00,15.96,2.02,42.85
99-00,0533,01,DOVER-EYOTA,0 ,0,District Totals: ,55,OLMSTED,10,4.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,65.65,0.57,2.50,22.50,8.97,1.76,29.35
99-00,0534,01,STEWARTVILLE,0 ,0,District Totals: ,55,OLMSTED,10,7.00,1.00,0.00,3.50,1.00,1.50,0.00,0.70,0.00,0.00,0.00,3.00,2.00,1.00,0.00,1.00,2.26,113.75,1.32,3.60,35.00,15.63,2.30,55.90
99-00,0535,01,ROCHESTER,0 ,0,District Totals: ,55,OLMSTED,10,40.00,1.00,0.00,21.00,14.00,3.00,1.00,3.27,0.00,3.00,0.00,24.40,15.70,2.00,5.40,8.50,22.46,953.99,0.00,35.50,256.80,130.40,32.23,499.06
99-00,0542,01,BATTLE LAKE,0 ,0,District Totals: ,56,OTTER TAIL,04,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,34.16,0.00,1.00,12.00,3.02,1.22,16.92
99-00,0544,01,FERGUS FALLS,0 ,0,District Totals: ,56,OTTER TAIL,04,7.00,1.00,0.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,5.99,3.01,1.00,0.00,0.00,2.47,194.66,0.00,4.50,40.00,30.54,4.27,115.35
99-00,0545,01,HENNING,0 ,0,District Totals: ,56,OTTER TAIL,04,0.83,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,1.00,0.00,0.00,0.00,0.72,31.53,0.00,1.00,9.33,3.17,0.00,18.03
99-00,0547,01,PARKERS PRAIRIE,0 ,0,District Totals: ,56,OTTER TAIL,04,3.00,0.95,0.00,2.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.00,0.00,0.00,1.00,43.79,0.00,1.00,13.77,3.98,1.30,23.74
99-00,0548,01,PELICAN RAPIDS,0 ,0,District Totals: ,56,OTTER TAIL,04,3.33,1.00,0.00,2.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,1.00,2.17,0.00,0.00,0.00,1.00,92.87,0.00,2.50,30.00,8.73,1.86,49.78
99-00,0549,01,PERHAM,0 ,0,District Totals: ,56,OTTER TAIL,04,6.00,1.00,0.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,1.00,0.00,4.00,119.07,0.90,4.67,21.00,13.93,2.11,76.46
99-00,0550,01,UNDERWOOD,0 ,0,District Totals: ,56,OTTER TAIL,04,2.83,1.00,0.00,1.00,0.00,0.73,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,33.84,0.90,1.00,12.21,2.69,0.34,16.70
99-00,0553,01,NEW YORK MILLS,0 ,0,District Totals: ,56,OTTER TAIL,04,3.27,0.50,0.00,2.00,0.00,0.50,0.27,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,49.08,0.00,1.50,18.00,7.29,1.44,20.85
99-00,0561,01,GOODRIDGE,0 ,0,District Totals: ,57,PENNINGTON,01,0.89,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,18.27,0.00,0.60,6.00,2.03,0.73,8.91
99-00,0564,01,THIEF RIVER FALLS,0 ,0,District Totals: ,57,PENNINGTON,01,7.00,1.00,0.00,1.00,0.00,0.00,5.00,0.67,0.00,0.17,0.00,4.00,2.00,0.00,2.00,1.00,4.50,161.00,3.00,4.00,33.00,21.91,4.23,94.86
99-00,0577,01,WILLOW RIVER,0 ,0,District Totals: ,58,PINE,07E,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,34.55,0.22,2.00,12.00,4.00,0.67,15.66
99-00,0578,01,PINE CITY,0 ,0,District Totals: ,58,PINE,07E,4.50,1.00,0.00,3.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,1.67,2.00,1.00,1.23,0.00,1.00,105.36,0.00,3.01,32.83,9.37,1.90,58.25
99-00,0581,01,EDGERTON,0 ,0,District Totals: ,59,PIPESTONE,08,1.37,0.37,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,1.00,26.45,1.43,0.60,6.00,2.46,0.42,15.54
