SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,AdminALL,Superintendent,AsstSuper,Principals,AsstPrinc,Director,OtherAdmin,Coord/Supv,SpEdProgCoord,VocFacil/Eval,OtherNonInstruct,Counselors,Media/Librarian,SchNurse,Psychologist,SocWorker,SpeechLangPath,TchrALL,PreK/ECFE,Kindgtn,GenElemEd,SpEdTchr,VocEdTchr,AllOtherTchr
03-04,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,0 ,0,District Totals: ,27,HENNEPIN,11,5.00,1.00,1.00,0.00,0.00,1.00,2.00,5.67,21.38,6.00,9.80,2.00,0.00,1.00,2.00,17.46,11.94,304.02,0.00,0.00,0.00,155.85,44.32,103.85
03-04,0294,01,HOUSTON,0 ,0,District Totals: ,28,HOUSTON,10,3.83,1.00,0.00,1.63,0.00,1.20,0.00,0.46,0.47,0.00,0.60,1.43,0.07,0.60,1.00,0.00,0.90,47.79,0.13,1.30,17.97,7.13,0.40,20.86
03-04,0297,01,SPRING GROVE,0 ,0,District Totals: ,28,HOUSTON,10,2.10,1.00,0.00,1.00,0.00,0.10,0.00,0.13,0.03,0.00,0.68,0.00,0.78,0.00,0.20,0.80,0.14,25.85,0.13,1.00,9.00,2.04,0.00,13.68
03-04,0299,01,CALEDONIA,0 ,0,District Totals: ,28,HOUSTON,10,4.46,1.00,0.00,2.33,0.00,1.13,0.00,0.56,0.73,0.00,0.51,1.50,1.00,1.00,1.20,0.00,1.00,67.80,0.17,2.00,14.00,11.23,2.64,37.76
03-04,0300,01,LACRESCENT-HOKAH,0 ,0,District Totals: ,28,HOUSTON,10,6.03,1.00,0.00,3.00,0.00,1.23,0.80,0.00,0.27,0.00,0.00,2.60,1.66,2.00,1.30,1.20,2.50,89.86,1.50,2.51,24.00,16.84,1.00,44.01
03-04,0306,01,LAPORTE,0 ,0,District Totals: ,29,HUBBARD,02,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.67,27.72,0.27,1.00,6.21,5.54,0.71,13.99
03-04,0308,01,NEVIS,0 ,0,District Totals: ,29,HUBBARD,02,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,40.48,1.00,1.00,12.00,4.03,1.88,20.57
03-04,0309,01,PARK RAPIDS,0 ,0,District Totals: ,29,HUBBARD,02,6.67,1.00,0.00,3.17,0.00,2.00,0.50,0.00,0.00,0.00,7.46,2.00,2.00,0.67,1.60,0.00,2.00,102.57,3.00,3.00,26.00,17.93,3.90,48.74
03-04,0314,01,BRAHAM,0 ,0,District Totals: ,30,ISANTI,07E,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.43,0.00,0.33,1.00,0.36,0.00,0.43,1.00,2.00,56.54,1.07,1.50,15.93,7.21,1.04,29.79
03-04,0316,01,GREENWAY,0 ,0,District Totals: ,31,ITASCA,03,4.00,1.00,0.00,3.00,0.00,0.00,0.00,0.27,0.00,0.00,0.66,2.00,2.50,1.00,0.80,0.00,1.60,81.85,2.20,4.00,16.94,14.36,0.17,44.18
03-04,0317,01,DEER RIVER,0 ,0,District Totals: ,31,ITASCA,03,3.50,1.00,0.00,2.00,0.50,0.00,0.00,0.00,0.00,0.00,3.70,1.00,1.00,1.00,1.00,0.00,1.67,77.05,1.83,4.00,25.02,9.79,0.33,36.08
03-04,0318,01,GRAND RAPIDS,0 ,0,District Totals: ,31,ITASCA,03,14.33,1.00,1.00,7.00,3.00,2.33,0.00,0.33,1.00,0.00,1.00,6.43,2.34,1.00,2.00,0.00,6.17,232.40,2.97,7.00,61.98,37.51,5.34,117.60
03-04,0319,01,NASHWAUK-KEEWATIN,0 ,0,District Totals: ,31,ITASCA,03,2.03,0.70,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,2.38,0.00,1.00,0.00,0.00,0.00,1.00,42.34,0.00,1.00,12.17,9.44,1.63,18.10
03-04,0330,01,HERON LAKE-OKABENA,0 ,0,District Totals: ,32,JACKSON,08,1.66,1.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.17,1.00,0.40,25.92,0.40,1.00,6.00,2.31,1.65,14.56
03-04,0332,01,MORA,0 ,0,District Totals: ,33,KANABEC,07E,5.00,1.00,0.00,3.00,0.00,0.00,1.00,1.00,0.70,0.00,3.70,2.00,2.67,1.00,0.77,2.00,2.60,114.22,0.00,4.00,40.49,14.51,2.43,52.79
03-04,0333,01,OGILVIE,0 ,0,District Totals: ,33,KANABEC,07E,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.36,0.00,1.00,1.00,1.00,0.00,0.27,0.00,1.00,48.91,0.00,2.00,17.00,5.56,0.83,23.52
03-04,0345,01,NEW LONDON-SPICER,0 ,0,District Totals: ,34,KANDIYOHI,06E,4.00,1.00,0.00,2.00,1.00,0.00,0.00,1.00,0.67,0.00,0.53,1.83,2.00,1.00,0.73,2.64,2.00,105.41,1.17,3.00,33.73,12.19,2.01,53.31
03-04,0347,01,WILLMAR,0 ,0,District Totals: ,34,KANDIYOHI,06E,13.00,1.00,0.00,5.00,2.00,1.00,4.00,1.47,5.04,1.00,4.30,5.00,3.53,1.83,3.40,7.00,7.05,308.47,5.50,9.00,77.00,54.55,5.39,157.03
03-04,0356,01,LANCASTER,0 ,0,District Totals: ,35,KITTSON,01,1.36,0.33,0.00,1.00,0.00,0.03,0.00,0.10,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,18.84,0.30,0.60,5.97,2.00,0.50,9.47
03-04,0361,01,INTERNATIONAL FALLS,0 ,0,District Totals: ,36,KOOCHICHING,03,4.50,1.00,0.00,2.00,0.00,1.50,0.00,0.00,0.00,0.00,1.81,0.00,1.67,1.00,0.50,1.00,2.00,79.44,1.00,4.00,25.00,9.54,2.00,37.90
03-04,0362,01,LITTLEFORK-BIG FALLS,0 ,0,District Totals: ,36,KOOCHICHING,03,1.33,1.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.17,0.17,1.00,0.00,0.00,0.00,0.70,21.32,0.50,1.00,6.00,1.84,0.20,11.78
03-04,0363,01,SOUTH KOOCHICHING,0 ,0,District Totals: ,36,KOOCHICHING,03,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.17,0.00,0.80,45.10,0.87,2.00,11.73,3.87,1.78,24.85
03-04,0371,01,BELLINGHAM,0 ,0,District Totals: ,37,LAC QUI PARLE,06W,1.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,10.03,0.40,0.60,6.83,1.00,0.00,1.20
03-04,0378,01,DAWSON-BOYD,0 ,0,District Totals: ,37,LAC QUI PARLE,06W,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.20,1.00,1.50,41.05,0.00,1.34,12.00,6.99,1.00,19.72
03-04,0381,01,LAKE SUPERIOR,0 ,0,District Totals: ,38,LAKE,03,6.00,0.00,0.00,4.00,1.00,1.00,0.00,0.86,0.30,0.00,0.00,3.00,1.00,1.00,1.00,0.00,0.00,97.90,0.25,1.50,33.00,16.66,0.45,46.04
03-04,0382,52,NORTHWEST RGN INTRDST COUNCIL,0 ,0,District Totals: ,45,MARSHALL,01,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,1.00,3.60,4.16,0.00,0.00,0.00,4.16,0.00,0.00
03-04,0390,01,LAKE OF THE WOODS,0 ,0,District Totals: ,39,LAKE OF THE WOODS,02,2.00,0.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.67,0.00,0.37,1.00,1.00,44.03,0.00,1.00,12.00,7.00,0.00,24.03
03-04,0391,01,CLEVELAND PUBLIC SCHOOL,0 ,0,District Totals: ,40,LESUEUR,09,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.69,0.84,0.17,0.00,0.20,0.00,0.50,29.74,0.26,2.00,10.50,4.01,0.50,12.47
03-04,0392,01,LECENTER,0 ,0,District Totals: ,40,LESUEUR,09,2.70,0.70,0.00,1.00,1.00,0.00,0.00,0.40,0.03,0.00,0.51,0.67,0.50,0.00,0.40,1.00,1.00,45.97,0.50,2.50,14.00,5.56,1.00,22.41
03-04,0394,01,MONTGOMERY-LONSDALE,0 ,0,District Totals: ,40,LESUEUR,09,3.00,1.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.17,0.50,1.00,0.00,0.60,2.00,2.00,65.37,0.53,2.00,20.00,8.33,1.70,32.81
03-04,0397,52,LAKE AGASSIZ SP. ED. COOP.,0 ,0,District Totals: ,03,BECKER,04,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,3.00,0.00,0.00,0.00,3.00,0.00,0.00
03-04,0398,52,MIDWEST SP. ED. COOP.,0 ,0,District Totals: ,75,STEVENS,04,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,3.53,0.00,0.00,0.00,2.53,1.00,0.00
03-04,0402,01,HENDRICKS,0 ,0,District Totals: ,41,LINCOLN,08,1.17,0.50,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.50,16.51,0.60,1.00,10.00,2.57,0.00,2.34
03-04,0403,01,IVANHOE,0 ,0,District Totals: ,41,LINCOLN,08,1.50,0.33,0.00,0.17,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.10,17.62,0.00,0.00,0.00,3.00,0.20,14.42
03-04,0404,01,LAKE BENTON,0 ,0,District Totals: ,41,LINCOLN,08,0.77,0.27,0.00,0.50,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.07,0.00,0.00,0.02,0.06,0.40,18.50,0.10,0.60,5.00,1.09,0.68,11.03
03-04,0409,01,TYLER,0 ,0,District Totals: ,41,LINCOLN,08,1.60,0.27,0.00,1.00,0.00,0.33,0.00,0.20,0.00,0.00,0.00,0.60,0.33,0.00,0.17,0.27,0.03,17.52,0.57,0.00,0.00,1.39,1.60,13.96
03-04,0411,01,BALATON,0 ,0,District Totals: ,42,LYON,08,0.67,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.47,8.56,0.00,1.00,6.00,0.53,0.00,1.03
03-04,0413,01,MARSHALL,0 ,0,District Totals: ,42,LYON,08,6.67,1.00,0.00,3.00,1.67,1.00,0.00,1.00,0.00,0.00,0.90,4.00,1.67,4.00,0.00,0.00,2.99,159.13,1.86,8.00,39.00,24.37,2.98,82.92
03-04,0414,01,MINNEOTA,0 ,0,District Totals: ,42,LYON,08,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.33,1.60,1.00,38.19,1.00,2.00,11.00,3.44,0.17,20.58
03-04,0415,01,LYND,0 ,0,District Totals: ,42,LYON,08,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.13,0.00,0.13,12.54,0.50,1.00,5.66,1.11,0.00,4.27
03-04,0417,01,TRACY,0 ,0,District Totals: ,42,LYON,08,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,1.00,1.00,0.83,0.53,0.00,1.00,51.78,0.00,2.00,14.50,7.38,2.00,25.90
03-04,0418,01,RUSSELL,0 ,0,District Totals: ,42,LYON,08,0.50,0.33,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.27,0.07,10.45,0.60,0.00,0.33,0.64,0.00,8.88
03-04,0423,01,HUTCHINSON,0 ,0,District Totals: ,43,MCLEOD,06E,10.00,1.00,1.00,4.00,3.00,1.00,0.00,1.00,1.00,0.00,1.00,6.00,2.00,1.00,2.00,1.00,4.00,180.90,1.24,6.50,56.05,26.66,2.08,88.37
03-04,0424,01,LESTER PRAIRIE,0 ,0,District Totals: ,43,MCLEOD,06E,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.30,0.40,0.50,33.04,0.33,1.00,10.00,2.03,0.00,19.68
03-04,0432,01,MAHNOMEN,0 ,0,District Totals: ,44,MAHNOMEN,02,4.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.40,0.00,2.33,61.00,0.00,2.50,16.50,9.00,2.28,30.72
03-04,0435,01,WAUBUN,0 ,0,District Totals: ,44,MAHNOMEN,02,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,1.00,0.99,0.00,0.37,1.00,1.03,52.09,1.00,4.00,14.00,6.33,1.00,25.76
03-04,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,0 ,0,District Totals: ,45,MARSHALL,01,2.99,1.00,0.00,1.66,0.00,0.33,0.00,0.50,0.00,0.00,0.00,0.40,0.00,0.60,0.00,0.00,1.00,31.37,0.40,1.00,8.00,5.17,0.99,15.81
03-04,0447,01,GRYGLA,0 ,0,District Totals: ,45,MARSHALL,01,1.17,0.50,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,19.07,0.00,1.00,6.00,1.33,1.17,9.57
03-04,0458,01,TRUMAN,0 ,0,District Totals: ,46,MARTIN,09,3.00,1.00,0.00,1.00,0.00,1.00,0.00,0.03,0.00,0.00,1.53,0.17,0.84,0.00,0.00,1.00,1.00,22.23,0.96,1.00,8.00,1.33,0.00,10.94
03-04,0463,01,EDEN VALLEY-WATKINS,0 ,0,District Totals: ,47,MEEKER,06E,4.01,0.67,0.00,1.67,0.17,1.17,0.33,0.23,0.00,0.00,1.52,0.83,0.33,0.80,0.00,1.00,1.93,57.32,0.27,3.00,18.50,8.96,0.33,26.26
03-04,0465,01,LITCHFIELD,0 ,0,District Totals: ,47,MEEKER,06E,5.60,1.00,0.00,3.00,1.00,0.60,0.00,1.00,0.00,0.00,1.67,2.00,2.00,1.00,0.00,1.50,4.00,124.34,1.44,3.50,36.00,16.48,1.00,65.92
03-04,0466,01,DASSEL-COKATO,0 ,0,District Totals: ,47,MEEKER,07W,7.40,1.00,0.00,4.00,1.00,0.40,1.00,1.00,0.00,0.00,1.83,1.00,4.00,1.00,0.00,4.00,2.53,131.65,0.00,4.00,42.00,15.87,2.85,66.93
03-04,0473,01,ISLE,0 ,0,District Totals: ,48,MILLE LACS,07E,3.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.10,0.00,0.00,0.17,0.83,0.00,0.23,0.00,1.00,36.72,0.26,2.10,12.92,3.06,0.33,18.05
03-04,0477,01,PRINCETON,0 ,0,District Totals: ,48,MILLE LACS,07E,9.00,1.00,0.00,4.00,2.00,2.00,0.00,0.83,0.33,0.00,1.00,4.00,4.00,1.00,1.20,1.00,6.00,193.28,1.66,6.50,58.49,26.17,4.34,96.12
03-04,0480,01,ONAMIA,0 ,0,District Totals: ,48,MILLE LACS,07E,4.17,1.00,0.00,2.00,0.00,0.17,1.00,0.00,0.00,0.00,0.00,0.17,2.00,0.00,0.00,1.00,2.00,64.46,1.34,3.00,16.50,8.87,2.13,32.62
03-04,0482,01,LITTLE FALLS,0 ,0,District Totals: ,49,MORRISON,05,6.00,1.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.50,2.50,1.00,1.97,7.70,5.43,179.13,0.00,9.00,40.02,35.52,4.73,89.86
03-04,0484,01,PIERZ,0 ,0,District Totals: ,49,MORRISON,05,3.50,1.00,0.00,2.00,0.00,0.50,0.00,0.00,0.00,0.00,0.85,1.00,2.00,1.00,0.33,1.16,2.33,66.62,1.00,3.00,18.00,10.15,2.83,31.64
03-04,0485,01,ROYALTON,0 ,0,District Totals: ,49,MORRISON,05,3.23,1.00,0.00,2.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.36,1.00,2.06,48.58,0.00,1.50,13.00,7.46,1.79,24.83
03-04,0486,01,SWANVILLE,0 ,0,District Totals: ,49,MORRISON,05,1.50,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.13,0.63,0.67,28.80,0.00,1.00,7.00,3.83,0.00,16.97
03-04,0487,01,UPSALA,0 ,0,District Totals: ,49,MORRISON,05,1.60,0.50,0.00,1.00,0.00,0.10,0.00,0.07,0.00,0.00,0.17,0.00,0.67,0.00,0.23,0.50,1.00,29.54,0.00,0.67,9.00,3.41,0.00,16.46
03-04,0492,01,AUSTIN,0 ,0,District Totals: ,50,MOWER,10,12.00,1.00,0.00,6.00,2.50,2.00,0.50,2.00,5.50,0.00,2.72,4.00,3.00,0.00,2.02,2.67,7.00,246.12,1.68,9.50,64.00,41.48,7.77,121.69
03-04,0495,01,GRAND MEADOW,0 ,0,District Totals: ,50,MOWER,10,2.20,1.00,0.00,1.00,0.00,0.20,0.00,0.00,0.00,0.00,1.53,0.51,0.63,0.00,0.00,1.00,0.50,23.45,0.54,1.00,6.37,4.56,1.04,9.94
03-04,0497,01,LYLE,0 ,0,District Totals: ,50,MOWER,10,2.20,1.00,0.00,1.00,0.00,0.20,0.00,0.50,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.17,25.59,1.00,0.50,6.00,2.33,0.00,15.76
03-04,0499,01,LEROY,0 ,0,District Totals: ,50,MOWER,10,2.23,0.50,0.00,1.50,0.00,0.23,0.00,0.40,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.50,30.10,0.63,1.00,8.00,4.67,0.80,15.00
03-04,0500,01,SOUTHLAND,0 ,0,District Totals: ,50,MOWER,10,3.43,1.00,0.00,1.93,0.00,0.47,0.03,0.23,0.00,0.00,1.87,1.00,1.43,0.00,0.00,1.00,1.00,50.44,1.07,2.00,10.34,7.61,0.68,28.74
03-04,0505,01,FULDA,0 ,0,District Totals: ,51,MURRAY,08,2.43,0.43,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.36,0.33,0.50,0.90,0.40,0.00,1.00,39.31,0.00,1.00,11.50,5.83,2.13,18.85
03-04,0507,01,NICOLLET,0 ,0,District Totals: ,52,NICOLLET,09,1.00,0.33,0.00,0.50,0.00,0.17,0.00,0.00,0.00,0.00,0.85,0.40,0.00,0.00,0.00,1.00,0.00,18.60,0.10,1.00,5.50,1.84,0.57,9.59
03-04,0508,01,ST. PETER,0 ,0,District Totals: ,52,NICOLLET,09,6.27,1.00,0.00,2.67,1.60,1.00,0.00,1.00,0.20,0.00,0.17,2.53,2.50,1.00,1.90,5.00,3.70,127.72,3.80,6.00,33.60,23.29,0.00,61.03
03-04,0511,01,ADRIAN,0 ,0,District Totals: ,53,NOBLES,08,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.26,1.00,0.60,0.00,0.33,1.00,1.00,47.09,0.63,1.60,15.00,4.13,0.54,25.19
03-04,0513,01,BREWSTER,0 ,0,District Totals: ,53,NOBLES,08,0.94,0.27,0.00,0.50,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.27,11.10,0.33,1.00,6.00,1.04,0.00,2.73
03-04,0514,01,ELLSWORTH,0 ,0,District Totals: ,53,NOBLES,08,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,19.68,0.00,0.80,6.00,1.88,0.00,11.00
03-04,0516,01,ROUND LAKE,0 ,0,District Totals: ,53,NOBLES,08,0.56,0.23,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.27,13.94,0.00,0.00,0.00,0.92,0.17,12.85
03-04,0518,01,WORTHINGTON,0 ,0,District Totals: ,53,NOBLES,08,10.00,1.00,0.00,3.00,3.00,2.00,1.00,0.00,0.00,1.00,0.85,4.00,3.00,1.00,2.00,0.00,4.00,161.12,0.00,5.00,40.17,28.56,3.40,83.99
03-04,0531,01,BYRON,0 ,0,District Totals: ,55,OLMSTED,10,4.50,1.00,0.00,3.00,0.00,0.50,0.00,0.50,1.00,0.00,0.00,3.00,1.00,1.00,0.76,1.00,3.00,89.92,0.00,3.00,31.34,14.20,0.33,41.05
03-04,0533,01,DOVER-EYOTA,0 ,0,District Totals: ,55,OLMSTED,10,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.66,0.00,0.00,0.66,1.00,1.00,1.00,0.00,1.00,1.00,66.59,0.94,4.00,21.00,8.87,0.66,31.12
03-04,0534,01,STEWARTVILLE,0 ,0,District Totals: ,55,OLMSTED,10,5.47,1.00,0.00,2.47,0.00,1.00,1.00,2.00,0.00,0.00,0.60,3.00,1.83,1.00,1.15,1.00,2.60,102.83,0.50,3.50,32.00,14.61,3.48,48.74
03-04,0535,01,ROCHESTER,0 ,0,District Totals: ,55,OLMSTED,10,40.00,1.00,0.00,21.00,13.00,3.00,2.00,3.60,0.00,0.00,27.74,30.34,17.70,3.00,9.00,12.63,23.70,948.74,0.00,39.00,277.78,138.09,27.00,466.87
03-04,0542,01,BATTLE LAKE,0 ,0,District Totals: ,56,OTTER TAIL,04,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,1.00,1.00,0.00,0.50,0.00,0.24,35.85,0.30,1.00,12.83,3.36,1.00,17.36
03-04,0544,01,FERGUS FALLS,0 ,0,District Totals: ,56,OTTER TAIL,04,6.49,1.00,0.00,2.99,1.00,1.00,0.50,0.00,0.00,0.00,3.90,4.99,2.99,1.00,2.22,0.00,8.30,191.43,5.60,6.00,50.00,33.19,3.00,93.64
03-04,0545,01,HENNING,0 ,0,District Totals: ,56,OTTER TAIL,04,0.83,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.77,0.00,0.00,0.00,0.20,0.20,0.60,26.43,0.73,1.00,5.83,4.55,0.00,14.32
03-04,0547,01,PARKERS PRAIRIE,0 ,0,District Totals: ,56,OTTER TAIL,04,2.00,0.50,0.00,1.50,0.00,0.00,0.00,0.00,0.41,0.00,0.27,0.67,0.00,0.00,0.53,0.20,1.00,43.36,1.04,1.00,11.00,5.43,0.83,24.06
03-04,0548,01,PELICAN RAPIDS,0 ,0,District Totals: ,56,OTTER TAIL,04,4.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.52,1.40,1.67,0.00,0.77,0.00,1.60,85.83,0.00,4.00,24.00,8.17,2.74,46.92
03-04,0549,01,PERHAM,0 ,0,District Totals: ,56,OTTER TAIL,04,4.83,1.00,0.00,3.00,0.00,0.17,0.66,0.00,0.36,0.00,0.80,2.00,2.34,1.00,0.80,2.00,3.50,107.70,2.60,4.33,26.83,16.70,2.18,55.06
03-04,0550,01,UNDERWOOD,0 ,0,District Totals: ,56,OTTER TAIL,04,2.67,1.00,0.00,1.00,0.00,0.67,0.00,0.33,0.00,0.00,0.17,0.00,0.00,0.00,0.17,0.00,0.80,33.89,0.66,1.50,11.00,3.34,0.00,17.39
03-04,0553,01,NEW YORK MILLS,0 ,0,District Totals: ,56,OTTER TAIL,04,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,1.33,1.00,0.00,0.30,0.20,1.00,48.96,0.10,2.50,16.00,7.39,1.92,21.05
03-04,0561,01,GOODRIDGE,0 ,0,District Totals: ,57,PENNINGTON,01,1.50,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,16.64,0.00,0.60,5.83,1.02,0.54,8.65
03-04,0564,01,THIEF RIVER FALLS,0 ,0,District Totals: ,57,PENNINGTON,01,10.00,1.00,0.00,3.00,3.00,1.00,2.00,0.00,0.00,0.00,3.50,4.00,3.00,0.00,1.00,1.00,4.00,138.60,3.13,5.00,30.50,20.47,2.67,76.83
03-04,0577,01,WILLOW RIVER,0 ,0,District Totals: ,58,PINE,07E,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.50,0.67,0.17,0.00,0.50,34.97,0.25,2.00,12.00,3.00,0.67,17.05
03-04,0578,01,PINE CITY,0 ,0,District Totals: ,58,PINE,07E,4.20,1.00,0.00,2.00,0.00,0.20,1.00,1.00,0.00,0.00,0.80,1.67,2.00,1.00,1.40,0.00,1.87,106.42,1.00,3.00,32.85,13.27,0.44,55.86
03-04,0581,01,EDGERTON,0 ,0,District Totals: ,59,PIPESTONE,08,1.40,0.40,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.67,0.00,1.00,25.21,0.80,0.60,6.00,2.66,0.68,14.47
03-04,0584,01,RUTHTON,0 ,0,District Totals: ,59,PIPESTONE,08,1.27,0.27,0.00,1.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.50,0.00,0.07,0.40,0.93,18.56,0.57,2.00,10.00,1.86,0.00,4.13
03-04,0592,01,CLIMAX,0 ,0,District Totals: ,60,POLK,01,1.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.30,0.60,1.00,18.45,0.37,0.60,6.01,2.57,0.00,8.90
03-04,0593,01,CROOKSTON,0 ,0,District Totals: ,60,POLK,01,4.51,1.00,0.00,2.50,0.00,0.84,0.17,0.50,2.00,0.23,3.45,1.00,0.00,1.00,0.50,0.00,2.00,93.74,1.50,2.00,26.00,17.38,4.24,42.62
03-04,0595,01,EAST GRAND FORKS,0 ,0,District Totals: ,60,POLK,01,7.83,1.00,0.00,4.00,1.83,1.00,0.00,2.00,0.00,0.00,3.47,3.27,3.02,1.00,1.50,1.00,3.52,112.85,0.93,6.00,30.55,13.49,2.21,59.67
03-04,0599,01,FERTILE-BELTRAMI,0 ,0,District Totals: ,60,POLK,01,2.84,1.00,0.00,1.00,0.00,0.84,0.00,0.00,0.00,0.00,0.17,0.66,1.00,0.00,0.47,0.00,1.00,40.82,0.00,1.00,13.00,6.40,2.09,18.33
03-04,0600,01,FISHER,0 ,0,District Totals: ,60,POLK,01,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,1.00,0.17,0.00,0.10,0.00,0.83,22.03,1.00,0.83,6.25,2.99,0.00,10.96
03-04,0601,01,FOSSTON,0 ,0,District Totals: ,60,POLK,01,3.67,1.00,0.00,2.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.40,0.00,1.60,50.49,0.33,1.47,14.82,6.57,2.60,24.70
03-04,0611,01,CYRUS,0 ,0,District Totals: ,61,POPE,04,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.10,0.03,0.25,0.12,0.20,5.55,0.17,0.66,3.36,0.53,0.00,0.83
03-04,0621,01,MOUNDS VIEW,0 ,0,District Totals: ,62,RAMSEY,11,23.50,1.00,1.00,14.00,2.00,2.00,3.50,1.00,0.00,0.00,5.88,12.50,7.60,4.18,8.24,14.20,17.70,549.83,10.13,18.64,157.70,96.18,15.52,251.66
