SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,AdminALL,Superintendent,AsstSuper,Principals,AsstPrinc,Director,OtherAdmin,Coord/Supv,SpEdProgCoord,VocFacil/Eval,OtherNonInstruct,Counselors,Media/Librarian,SchNurse,Psychologist,SocWorker,SpeechLangPath,TchrALL,PreK/ECFE,Kindgtn,GenElemEd,SpEdTchr,VocEdTchr,AllOtherTchr
01-02,0095,01,CROMWELL,0 ,0,District Totals: ,09,CARLTON,03,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.20,1.00,0.00,0.00,0.00,1.00,26.67,0.56,1.00,9.00,3.45,0.71,11.95
01-02,0097,01,MOOSE LAKE,0 ,0,District Totals: ,09,CARLTON,03,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,0.00,1.00,50.03,0.41,3.00,17.00,7.19,0.00,22.43
01-02,0099,01,ESKO,0 ,0,District Totals: ,09,CARLTON,03,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.33,0.00,0.00,2.04,0.83,3.04,0.00,0.83,0.00,2.00,57.39,1.84,2.50,19.00,7.68,0.92,25.45
01-02,0100,01,WRENSHALL,0 ,0,District Totals: ,09,CARLTON,03,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.47,0.00,0.00,0.27,0.80,0.54,0.67,0.17,0.00,0.23,24.63,0.54,0.60,6.80,2.92,0.20,13.57
01-02,0108,01,NORWOOD,0 ,0,District Totals: ,10,CARVER,11,5.00,1.00,0.00,3.00,0.00,1.00,0.00,0.50,0.00,0.00,0.00,1.00,2.00,1.00,0.00,1.00,3.00,71.76,1.80,4.00,20.00,12.40,1.00,32.56
01-02,0110,01,WACONIA,0 ,0,District Totals: ,10,CARVER,11,7.00,1.00,0.00,4.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,3.00,2.00,1.00,0.00,0.00,2.00,129.13,3.49,4.50,30.00,17.47,0.00,73.67
01-02,0111,01,WATERTOWN-MAYER,0 ,0,District Totals: ,10,CARVER,11,5.67,1.00,0.00,3.00,0.67,1.00,0.00,0.57,0.00,0.00,0.11,2.00,1.00,1.00,0.00,1.00,2.83,81.90,1.93,1.70,18.00,8.66,2.32,49.29
01-02,0112,01,CHASKA,0 ,0,District Totals: ,10,CARVER,11,20.00,1.00,1.00,11.00,3.00,3.00,1.00,1.87,0.00,0.00,4.79,12.63,9.00,1.00,0.80,4.30,14.83,414.44,0.00,17.50,141.47,53.33,0.00,202.14
01-02,0113,01,WALKER-HACKENSACK-AKELEY,0 ,0,District Totals: ,11,CASS,05,4.33,0.83,0.00,2.00,1.00,0.50,0.00,0.00,0.00,0.00,0.17,1.00,1.00,1.00,0.00,0.00,2.00,73.25,0.83,3.00,21.96,12.52,1.04,33.90
01-02,0115,01,CASS LAKE-BENA SCHOOLS,0 ,0,District Totals: ,11,CASS,05,4.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,3.69,1.00,2.00,0.00,1.00,3.00,2.00,98.74,2.17,5.00,31.49,21.20,1.00,37.88
01-02,0116,01,PILLAGER,0 ,0,District Totals: ,11,CASS,05,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,1.00,1.00,0.00,0.40,0.00,1.03,49.52,0.00,2.00,17.00,7.82,0.00,22.70
01-02,0118,01,NORTHLAND COMMUNITY SCHOOLS,0 ,0,District Totals: ,11,CASS,05,4.50,2.00,0.00,2.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.17,0.00,0.00,0.00,2.00,2.00,49.77,0.90,2.00,14.48,11.61,0.67,20.11
01-02,0129,01,MONTEVIDEO,0 ,0,District Totals: ,12,CHIPPEWA,06W,6.00,1.00,0.00,3.00,0.00,1.00,1.00,0.33,0.00,0.00,1.00,1.00,2.00,0.97,1.00,3.00,2.00,103.81,1.99,4.20,27.00,17.69,3.80,49.13
01-02,0138,01,NORTH BRANCH,0 ,0,District Totals: ,13,CHISAGO,07E,11.00,1.00,1.00,4.00,3.00,1.00,1.00,1.50,0.00,0.00,8.28,4.00,3.23,0.00,2.50,1.00,4.60,194.67,1.66,8.00,49.30,27.32,3.75,104.64
01-02,0139,01,RUSH CITY,0 ,0,District Totals: ,13,CHISAGO,07E,3.27,1.00,0.00,2.00,0.00,0.27,0.00,0.00,0.00,0.00,1.52,1.00,2.00,0.00,1.13,0.00,1.10,52.71,0.67,2.00,20.00,4.77,0.50,24.77
01-02,0146,01,BARNESVILLE,0 ,0,District Totals: ,14,CLAY,04,2.00,0.67,0.00,1.00,0.00,0.33,0.00,0.00,0.00,0.00,1.84,1.00,0.67,0.00,0.00,0.00,1.00,41.47,0.00,1.33,16.00,5.67,0.68,17.79
01-02,0150,01,HAWLEY,0 ,0,District Totals: ,14,CLAY,04,3.17,1.00,0.00,2.00,0.00,0.17,0.00,0.00,0.00,0.00,0.50,2.00,2.00,0.00,0.00,0.00,1.00,57.57,0.00,1.83,19.65,6.60,0.51,28.98
01-02,0152,01,MOORHEAD,0 ,0,District Totals: ,14,CLAY,04,16.00,1.00,1.00,8.00,2.00,2.00,2.00,1.00,0.00,0.00,0.34,10.00,6.00,2.00,4.00,4.00,13.67,350.07,0.00,9.50,95.50,81.69,7.45,155.93
01-02,0160,70,MINNESOTA STATE ACADEMIES,0 ,0,District Totals: ,66,RICE,10,6.00,2.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,1.50,1.00,1.00,0.00,1.00,1.00,2.50,39.37,0.77,0.00,0.00,38.60,0.00,0.00
01-02,0162,01,BAGLEY,0 ,0,District Totals: ,15,CLEARWATER,02,6.17,1.00,0.00,2.00,2.00,1.00,0.17,0.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,0.00,3.00,78.84,1.27,2.00,24.00,11.60,2.70,37.27
01-02,0166,01,COOK COUNTY,0 ,0,District Totals: ,16,COOK,03,3.06,1.00,0.00,1.00,0.00,0.06,1.00,0.17,0.00,0.00,2.03,0.00,0.00,0.60,0.07,1.00,1.00,42.87,0.00,2.33,14.45,4.50,0.00,21.59
01-02,0173,01,MOUNTAIN LAKE,0 ,0,District Totals: ,17,COTTONWOOD,08,2.50,0.67,0.00,0.33,0.00,0.00,1.50,0.33,0.00,0.00,1.35,0.00,1.00,0.50,0.00,0.00,1.00,36.82,0.00,1.00,11.27,6.19,0.85,17.51
01-02,0177,01,WINDOM,0 ,0,District Totals: ,17,COTTONWOOD,08,3.80,1.00,0.00,2.00,0.00,0.80,0.00,0.63,0.00,0.00,2.20,2.00,1.83,1.00,1.03,0.17,1.00,75.38,0.64,1.50,22.00,14.19,1.40,35.65
01-02,0181,01,BRAINERD,0 ,0,District Totals: ,18,CROW WING,05,22.50,1.00,1.00,11.50,4.00,4.00,1.00,0.80,0.00,0.00,1.54,8.00,10.50,2.17,3.40,1.00,13.70,446.47,5.69,13.00,134.02,87.48,13.72,192.56
01-02,0182,01,CROSBY-IRONTON,0 ,0,District Totals: ,18,CROW WING,05,4.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,5.71,2.00,2.00,0.00,0.66,1.00,1.00,88.94,1.50,2.90,27.00,11.56,3.53,42.45
01-02,0186,01,PEQUOT LAKES,0 ,0,District Totals: ,18,CROW WING,05,6.00,1.00,0.00,3.00,1.00,1.00,0.00,0.50,0.00,0.00,1.00,2.00,0.67,1.00,0.00,1.00,1.00,83.89,0.66,2.00,25.32,13.72,0.80,41.39
01-02,0191,01,BURNSVILLE,0 ,0,District Totals: ,19,DAKOTA,11,31.90,1.00,1.00,15.50,6.00,3.00,5.40,1.50,0.00,0.00,13.42,10.84,11.84,11.95,11.50,2.00,23.40,698.34,5.00,21.50,216.73,133.16,4.60,317.35
01-02,0192,01,FARMINGTON,0 ,0,District Totals: ,19,DAKOTA,11,13.50,1.00,0.00,6.00,3.00,2.00,1.50,2.00,0.00,0.00,0.00,7.00,9.00,2.00,3.00,1.00,5.49,277.94,1.00,9.50,96.00,48.74,1.20,121.50
01-02,0194,01,LAKEVILLE,0 ,0,District Totals: ,19,DAKOTA,11,28.00,1.00,0.00,13.00,0.00,2.00,12.00,2.00,0.00,0.00,13.00,9.00,13.00,3.51,7.71,0.00,21.23,579.77,6.07,18.50,204.20,85.65,2.60,262.75
01-02,0195,01,RANDOLPH,0 ,0,District Totals: ,19,DAKOTA,11,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,0.00,0.83,30.37,0.00,1.00,9.50,2.23,0.77,16.87
01-02,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,0 ,0,District Totals: ,19,DAKOTA,11,47.50,1.00,0.00,30.00,13.00,2.00,1.50,8.00,0.00,0.00,55.53,30.50,26.37,29.28,25.37,13.10,64.40,"1,684.08",18.90,51.87,484.38,238.99,23.14,866.80
01-02,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,0 ,0,District Totals: ,19,DAKOTA,11,15.00,1.00,0.00,8.00,3.00,2.00,1.00,2.67,0.00,0.00,4.23,9.00,7.00,7.34,4.00,0.00,11.00,300.62,6.16,15.00,91.50,55.19,2.43,130.34
01-02,0199,01,INVER GROVE,0 ,0,District Totals: ,19,DAKOTA,11,12.00,1.00,0.00,6.00,3.00,2.00,0.00,0.00,0.00,0.00,9.15,4.83,6.00,3.00,2.50,1.00,11.04,200.22,1.00,8.00,57.00,35.88,1.34,97.00
01-02,0200,01,HASTINGS,0 ,0,District Totals: ,19,DAKOTA,11,15.00,1.00,0.00,7.00,4.00,2.00,1.00,3.00,0.00,0.00,3.99,7.00,5.40,1.00,2.79,2.50,9.30,267.75,2.10,8.50,72.00,35.43,2.02,147.70
01-02,0203,01,HAYFIELD,0 ,0,District Totals: ,20,DODGE,10,2.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.24,2.00,2.00,0.00,0.00,1.00,1.80,60.73,0.50,2.00,21.00,6.32,0.88,30.03
01-02,0204,01,KASSON-MANTORVILLE,0 ,0,District Totals: ,20,DODGE,10,5.49,1.00,0.00,2.99,0.00,1.50,0.00,3.00,0.00,0.00,0.00,3.50,2.00,1.00,0.00,0.00,3.50,108.61,0.00,7.00,36.00,11.31,1.65,52.65
01-02,0206,01,ALEXANDRIA,0 ,0,District Totals: ,21,DOUGLAS,04,10.99,1.00,1.00,5.99,2.00,1.00,0.00,0.00,0.00,0.00,2.74,5.00,5.99,1.00,1.90,4.70,9.60,258.65,1.50,8.50,80.00,40.89,5.65,122.11
01-02,0207,01,BRANDON,0 ,0,District Totals: ,21,DOUGLAS,04,2.00,0.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.23,0.50,0.00,0.00,0.00,0.00,22.16,0.00,1.00,6.99,2.61,0.00,11.56
01-02,0208,01,EVANSVILLE,0 ,0,District Totals: ,21,DOUGLAS,04,1.93,0.93,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.07,0.00,0.00,0.00,0.00,0.00,20.57,0.00,0.60,6.00,1.00,0.83,12.14
01-02,0213,01,OSAKIS,0 ,0,District Totals: ,21,DOUGLAS,04,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.31,0.00,0.00,1.68,1.00,0.33,0.00,0.33,0.00,0.83,41.21,0.50,1.50,12.65,4.50,0.83,21.23
01-02,0227,01,CHATFIELD,0 ,0,District Totals: ,55,OLMSTED,10,3.90,1.00,0.00,2.00,0.00,0.90,0.00,0.13,0.00,0.00,0.00,2.00,1.50,0.00,0.50,0.50,1.80,60.18,0.47,2.00,11.42,8.16,1.82,36.31
01-02,0229,01,LANESBORO,0 ,0,District Totals: ,23,FILLMORE,10,2.68,0.67,0.00,0.84,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.20,0.33,0.00,1.00,0.00,0.60,29.01,0.00,0.60,8.04,3.92,1.84,14.61
01-02,0238,01,MABEL-CANTON,0 ,0,District Totals: ,23,FILLMORE,10,2.00,0.50,0.00,1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.27,0.05,1.00,0.00,31.24,0.67,1.00,8.50,2.90,0.00,18.17
01-02,0239,01,RUSHFORD-PETERSON,0 ,0,District Totals: ,23,FILLMORE,10,4.30,1.00,0.00,2.53,0.00,0.77,0.00,0.34,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.50,1.00,45.24,0.67,1.20,13.50,6.87,3.00,20.00
01-02,0241,01,ALBERT LEA,0 ,0,District Totals: ,24,FREEBORN,10,11.00,1.00,0.00,6.00,2.00,2.00,0.00,2.50,0.00,0.00,1.00,5.00,5.00,2.00,1.66,3.00,7.00,233.07,2.50,6.00,65.67,45.85,2.33,110.72
01-02,0242,01,ALDEN,0 ,0,District Totals: ,24,FREEBORN,10,1.10,1.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,2.53,0.67,0.83,0.00,0.10,0.20,0.50,30.38,0.63,2.00,9.17,3.00,0.85,14.73
01-02,0252,01,CANNON FALLS,0 ,0,District Totals: ,25,GOODHUE,10,5.73,1.00,0.00,3.00,1.00,0.73,0.00,0.00,0.00,0.00,2.17,2.00,2.00,1.00,0.00,1.00,2.00,91.16,0.34,3.10,29.00,11.45,1.01,46.26
01-02,0253,01,GOODHUE,0 ,0,District Totals: ,25,GOODHUE,10,2.00,0.83,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,1.06,1.00,1.00,0.00,0.00,0.00,1.00,34.78,0.00,1.00,12.00,3.20,0.51,18.07
01-02,0255,01,PINE ISLAND,0 ,0,District Totals: ,25,GOODHUE,10,4.00,1.00,0.00,3.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,2.00,1.00,0.43,0.00,1.00,1.60,83.56,1.80,3.00,28.50,6.07,3.02,41.17
01-02,0256,01,RED WING,0 ,0,District Totals: ,25,GOODHUE,10,14.00,1.00,0.00,4.00,1.00,1.67,6.33,0.97,0.00,0.00,2.51,0.00,3.67,1.00,3.00,4.00,6.50,194.64,1.16,4.00,53.00,33.39,5.20,97.89
01-02,0261,01,ASHBY,0 ,0,District Totals: ,26,GRANT,04,3.17,0.50,0.00,1.50,0.00,0.17,1.00,0.00,0.00,0.00,0.17,0.00,0.50,0.00,0.20,0.00,0.20,22.77,1.03,0.50,6.86,2.17,0.60,11.61
01-02,0264,01,HERMAN-NORCROSS,0 ,0,District Totals: ,26,GRANT,04,0.87,0.33,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.17,0.17,0.00,0.00,0.17,0.23,17.24,0.00,0.67,4.98,1.98,0.40,9.21
01-02,0270,01,HOPKINS,0 ,0,District Totals: ,27,HENNEPIN,11,21.00,1.00,0.00,11.00,4.00,3.00,2.00,0.00,0.00,0.00,30.42,17.80,10.90,10.70,6.24,17.94,16.07,542.54,8.24,18.49,167.84,97.63,4.46,245.88
01-02,0271,01,BLOOMINGTON,0 ,0,District Totals: ,27,HENNEPIN,11,34.00,1.00,1.00,15.00,7.00,1.00,9.00,4.00,0.00,0.00,19.97,14.00,14.67,1.00,7.39,11.31,14.51,628.48,9.60,29.00,186.45,80.17,2.31,320.95
01-02,0272,01,EDEN PRAIRIE,0 ,0,District Totals: ,27,HENNEPIN,11,23.00,1.00,1.00,8.00,5.00,2.00,6.00,1.00,0.00,0.00,12.17,12.00,8.00,6.60,3.60,9.00,17.21,592.83,10.33,19.50,190.00,79.58,4.26,289.16
01-02,0273,01,EDINA,0 ,0,District Totals: ,27,HENNEPIN,11,23.47,1.00,2.00,9.00,5.00,3.00,3.47,1.50,0.00,0.00,21.10,9.00,9.00,4.80,8.00,9.00,13.34,411.63,6.40,13.00,143.92,39.10,0.80,208.41
01-02,0276,01,MINNETONKA,0 ,0,District Totals: ,27,HENNEPIN,11,20.00,1.00,2.00,9.00,6.00,2.00,0.00,1.23,0.00,0.00,2.83,9.83,9.00,1.90,2.65,10.60,12.09,448.18,5.78,17.50,130.80,60.37,2.33,231.40
01-02,0277,01,WESTONKA,0 ,0,District Totals: ,27,HENNEPIN,11,7.10,1.00,0.00,4.00,1.00,1.10,0.00,1.00,0.00,0.00,3.88,4.00,4.00,1.00,3.60,3.00,3.00,134.83,2.20,4.00,32.38,20.77,1.40,74.08
01-02,0278,01,ORONO,0 ,0,District Totals: ,27,HENNEPIN,11,9.00,1.00,0.50,4.00,2.00,1.50,0.00,1.00,0.00,0.00,0.00,3.00,3.33,1.00,3.00,1.00,3.33,146.46,0.00,5.50,40.50,16.17,1.20,83.09
01-02,0279,01,OSSEO,0 ,0,District Totals: ,27,HENNEPIN,11,52.00,1.00,5.00,29.00,11.00,6.00,0.00,4.50,0.00,0.00,16.20,30.30,38.50,1.50,17.50,19.00,40.18,"1,288.37",11.00,54.00,446.16,202.08,26.60,548.53
01-02,0280,01,RICHFIELD,0 ,0,District Totals: ,27,HENNEPIN,11,14.00,1.00,0.00,5.00,4.00,2.00,2.00,1.00,0.00,0.00,4.23,5.00,6.00,1.00,3.00,5.37,6.73,253.73,0.00,7.00,72.44,45.65,2.00,126.64
01-02,0281,01,ROBBINSDALE,0 ,0,District Totals: ,27,HENNEPIN,11,32.23,1.00,0.00,16.00,9.73,2.00,3.50,10.97,0.00,0.00,15.00,16.61,15.86,5.00,13.58,11.00,13.52,777.44,19.93,33.50,224.44,107.37,8.60,383.60
01-02,0282,01,ST. ANTHONY-NEW BRIGHTON,0 ,0,District Totals: ,27,HENNEPIN,11,6.60,1.00,0.00,3.00,0.00,2.00,0.60,0.00,0.00,0.00,2.67,2.80,2.00,1.20,1.70,0.00,1.50,90.74,0.37,2.50,22.50,9.58,0.00,55.79
01-02,0283,01,ST. LOUIS PARK,0 ,0,District Totals: ,27,HENNEPIN,11,15.20,1.00,1.00,6.00,2.00,2.00,3.20,2.00,0.00,0.00,5.27,4.00,7.00,2.80,0.00,7.90,5.80,271.84,6.50,7.50,80.17,47.33,3.20,127.14
01-02,0284,01,WAYZATA,0 ,0,District Totals: ,27,HENNEPIN,11,23.50,1.00,0.00,11.00,6.00,2.00,3.50,1.67,0.00,0.00,12.96,7.00,12.00,2.50,3.80,12.40,10.80,485.76,6.99,18.00,150.48,60.86,2.71,246.72
01-02,0286,01,BROOKLYN CENTER,0 ,0,District Totals: ,27,HENNEPIN,11,7.00,1.00,1.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,1.00,0.00,2.00,1.00,110.85,0.00,6.00,35.50,11.83,2.97,54.55
01-02,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,0 ,0,District Totals: ,27,HENNEPIN,11,3.80,1.00,0.00,0.00,0.00,2.00,0.80,7.00,0.00,4.00,10.00,0.00,0.00,2.00,0.00,14.89,11.97,289.19,0.00,0.00,0.00,186.64,42.52,60.03
