SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,AdminALL,Superintendent,AsstSuper,Principals,AsstPrinc,Director,OtherAdmin,Coord/Supv,SpEdProgCoord,VocFacil/Eval,OtherNonInstruct,Counselors,Media/Librarian,SchNurse,Psychologist,SocWorker,SpeechLangPath,TchrALL,PreK/ECFE,Kindgtn,GenElemEd,SpEdTchr,VocEdTchr,AllOtherTchr
01-02,0001,01,AITKIN,0 ,0,District Totals: ,01,AITKIN,03,4.00,1.00,0.00,2.00,1.00,0.00,0.00,0.50,0.00,0.00,0.00,2.17,1.00,1.00,0.40,1.00,1.00,93.03,1.66,3.00,30.37,10.53,4.98,42.49
01-02,0001,03,MINNEAPOLIS,0 ,0,District Totals: ,27,HENNEPIN,11,150.21,1.00,2.00,83.00,52.64,2.00,9.57,28.96,0.00,1.00,224.25,43.23,78.43,38.20,48.66,144.06,90.24,"3,263.42",41.79,154.28,"1,013.13",513.46,43.29,"1,497.47"
01-02,0002,01,HILL CITY,0 ,0,District Totals: ,01,AITKIN,03,2.03,1.00,0.00,1.00,0.00,0.03,0.00,0.50,0.00,0.00,0.10,0.00,0.53,0.00,0.20,1.00,1.00,27.20,0.33,1.00,9.12,3.58,0.48,12.69
01-02,0004,01,MCGREGOR,0 ,0,District Totals: ,01,AITKIN,03,2.97,1.00,0.00,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.19,1.00,0.00,0.00,1.00,0.00,0.50,42.44,0.07,2.00,13.00,5.64,0.46,21.27
01-02,0006,03,SOUTH ST. PAUL,0 ,0,District Totals: ,19,DAKOTA,11,12.80,1.00,0.00,3.00,4.80,1.00,3.00,0.00,0.00,0.00,4.13,0.00,3.00,4.00,2.00,0.00,6.60,205.30,5.01,7.50,59.00,25.10,0.33,108.36
01-02,0011,01,ANOKA-HENNEPIN,0 ,0,District Totals: ,02,ANOKA,11,115.00,1.00,3.00,41.00,34.00,4.00,32.00,0.00,0.00,3.00,27.74,24.90,28.13,13.00,26.88,25.33,80.43,"2,239.34",24.23,72.77,605.56,355.68,80.14,"1,100.96"
01-02,0012,01,CENTENNIAL,0 ,0,District Totals: ,02,ANOKA,11,19.00,1.00,1.00,6.00,4.00,2.00,5.00,2.00,0.00,0.00,4.00,11.00,6.00,1.00,4.50,4.00,9.70,398.42,1.10,14.00,137.30,60.51,3.00,182.51
01-02,0013,01,COLUMBIA HEIGHTS,0 ,0,District Totals: ,02,ANOKA,11,10.00,0.00,0.00,5.00,2.00,2.00,1.00,1.00,0.00,0.00,0.00,4.00,5.00,1.27,0.67,3.01,4.00,191.21,5.83,12.50,48.00,23.10,3.54,98.24
01-02,0014,01,FRIDLEY,0 ,0,District Totals: ,02,ANOKA,11,9.00,1.00,0.00,4.00,2.00,2.00,0.00,1.00,0.00,0.00,0.00,5.33,3.00,1.20,1.50,2.02,3.00,143.49,1.02,4.00,35.34,20.24,1.08,81.81
01-02,0015,01,ST. FRANCIS,0 ,0,District Totals: ,02,ANOKA,11,12.00,1.00,0.00,6.00,2.00,1.00,2.00,4.00,0.00,0.00,10.24,5.66,3.83,3.83,1.67,8.16,7.00,293.52,4.67,10.00,99.50,54.92,6.00,118.43
01-02,0016,01,SPRING LAKE PARK,0 ,0,District Totals: ,02,ANOKA,11,15.00,1.00,1.00,6.00,2.00,2.00,3.00,3.60,0.00,0.00,2.90,10.00,6.00,1.00,3.00,0.00,5.00,244.27,5.67,9.50,75.90,25.00,4.60,123.60
01-02,0022,01,DETROIT LAKES,0 ,0,District Totals: ,03,BECKER,04,10.00,1.00,0.00,4.00,2.00,2.00,1.00,1.63,0.00,0.00,1.50,5.50,2.99,1.00,1.99,2.00,5.59,210.38,2.80,8.00,50.83,37.14,2.00,109.61
01-02,0023,01,FRAZEE,0 ,0,District Totals: ,03,BECKER,04,4.13,1.00,0.00,2.00,0.00,1.13,0.00,0.66,0.00,0.00,0.00,1.66,2.00,0.00,1.00,0.00,2.60,81.44,1.99,2.50,24.02,15.97,1.36,35.60
01-02,0025,01,PINE POINT,0 ,0,District Totals: ,03,BECKER,04,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,1.00,4.00,2.00,0.00,1.00
01-02,0031,01,BEMIDJI,0 ,0,District Totals: ,04,BELTRAMI,02,17.00,1.00,2.00,10.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,5.30,6.50,1.00,3.00,6.80,9.47,360.06,6.18,8.00,76.00,79.79,3.97,186.12
01-02,0032,01,BLACKDUCK,0 ,0,District Totals: ,04,BELTRAMI,02,3.50,1.00,0.00,2.00,0.00,0.50,0.00,0.00,0.00,0.00,1.39,0.83,0.83,1.00,0.83,0.00,1.40,56.88,0.93,3.00,17.00,10.08,0.75,25.12
01-02,0036,01,KELLIHER,0 ,0,District Totals: ,04,BELTRAMI,02,2.00,0.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.03,0.00,0.03,26.31,1.00,1.00,6.00,2.75,0.84,14.72
01-02,0038,01,RED LAKE,0 ,0,District Totals: ,04,BELTRAMI,02,8.00,1.00,0.00,4.00,1.00,2.00,0.00,0.00,0.00,0.00,9.17,2.00,3.00,0.00,1.00,0.00,2.00,142.23,1.00,7.00,44.49,21.57,1.00,67.17
01-02,0047,01,SAUK RAPIDS,0 ,0,District Totals: ,05,BENTON,07W,9.00,1.00,0.00,4.00,3.00,1.00,0.00,3.50,0.00,0.00,1.50,5.00,5.00,0.80,0.00,2.00,6.77,215.27,2.81,6.00,60.00,31.75,3.37,111.34
01-02,0051,01,FOLEY,0 ,0,District Totals: ,05,BENTON,07W,5.00,1.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,3.54,2.00,2.00,1.00,0.00,1.00,4.00,101.72,2.06,4.24,31.05,15.43,0.78,48.16
01-02,0062,01,ORTONVILLE,0 ,0,District Totals: ,06,BIG STONE,06W,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,1.00,1.00,0.20,0.63,0.00,1.00,45.11,0.00,1.60,12.00,7.22,2.00,22.29
01-02,0075,01,ST. CLAIR,0 ,0,District Totals: ,07,BLUE EARTH,09,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,0.03,0.00,1.00,42.39,0.00,3.00,13.99,4.82,0.00,20.58
01-02,0077,01,MANKATO,0 ,0,District Totals: ,07,BLUE EARTH,09,20.00,1.00,0.00,12.00,4.00,1.00,2.00,4.00,0.00,0.00,5.00,14.03,11.96,2.50,6.00,0.50,10.50,420.61,0.00,13.50,140.46,64.76,6.60,195.29
01-02,0081,01,COMFREY,0 ,0,District Totals: ,08,BROWN,09,1.36,0.50,0.00,0.50,0.00,0.36,0.00,0.03,0.00,0.00,0.75,0.00,0.66,0.00,0.00,0.00,0.00,16.40,0.00,0.60,4.90,0.98,0.20,9.72
01-02,0084,01,SLEEPY EYE,0 ,0,District Totals: ,08,BROWN,09,4.21,1.00,0.00,2.00,0.00,0.88,0.33,0.47,0.00,0.00,0.43,2.00,1.00,0.00,0.40,0.70,1.60,43.61,0.37,1.40,13.00,5.40,2.51,20.93
01-02,0085,01,SPRINGFIELD,0 ,0,District Totals: ,08,BROWN,09,3.50,1.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.17,1.00,1.00,0.00,0.00,0.00,0.90,45.31,0.15,1.00,14.00,5.15,1.67,23.34
01-02,0088,01,NEW ULM,0 ,0,District Totals: ,08,BROWN,09,6.00,1.00,0.00,4.00,1.00,0.00,0.00,1.00,0.00,0.00,1.17,4.00,2.00,1.00,1.20,1.00,4.00,150.26,0.00,6.00,39.00,22.17,4.40,78.69
01-02,0091,01,BARNUM,0 ,0,District Totals: ,09,CARLTON,03,3.67,1.00,0.00,2.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,1.00,2.02,0.67,0.33,1.00,1.00,41.31,0.10,3.00,12.00,4.24,0.53,21.44
01-02,0093,01,CARLTON,0 ,0,District Totals: ,09,CARLTON,03,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.53,0.00,0.00,0.50,1.00,1.53,0.83,0.50,0.00,1.00,51.01,0.87,1.50,16.00,5.28,1.00,26.36
01-02,0094,01,CLOQUET,0 ,0,District Totals: ,09,CARLTON,03,8.43,1.00,0.00,4.00,1.43,1.00,1.00,1.57,0.00,0.00,1.67,5.32,3.27,1.00,0.00,2.00,3.79,140.79,1.17,5.14,43.73,20.22,1.20,69.33
