SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTchr,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,694,41,276 MINNETONKA COMPASS                            ,27,Hennepin                                          ,11                  ,2.40,1.20,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,1.20,0.00,8.00,1.00,1.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.20,0.60,1.20,0.00,0.40,0.00
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,696,41,281 ARMSTRONG LEARNING LAB ALC                    ,27,Hennepin                                          ,11                  ,3.52,3.00,0.52,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.52,0.00,12.00,1.00,1.52,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,38.00,0.00,0.00,2.52,0.00,1.00,0.00
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,697,41,OPEN TRACK NORTH                                  ,27,Hennepin                                          ,11                  ,0.96,0.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00,17.00,0.00,0.00,0.56,0.00,0.40,0.00,0.00,0.00,0.00,0.96,0.00,0.00,50.00,0.00,0.00,0.00,0.24,0.40,0.32
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,698,41,281 COOPER TRANSITION ALC                         ,27,Hennepin                                          ,11                  ,0.60,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,6.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.60,0.00,0.00,0.00
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,699,41,281 COOPER HS ABC ALC                             ,27,Hennepin                                          ,11                  ,0.40,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,6.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.40,0.00,0.00,0.00
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,700,41,ALC RICHFIELD - SUCCESS AT 15                     ,27,Hennepin                                          ,11                  ,0.12,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,13.00,0.00,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.08,0.04,0.00,0.00,37.00,0.00,0.00,0.08,0.00,0.04,0.00
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,701,41,279 OSSEO JR HIGH ALC                             ,27,Hennepin                                          ,11                  ,5.60,3.60,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.60,2.00,0.00,15.00,0.60,1.60,0.20,2.40,0.60,0.00,0.20,0.00,0.20,0.00,0.00,0.00,47.00,0.00,0.00,0.00,2.00,2.40,1.20
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,702,41,279 OSSEO SR HI ALC                               ,27,Hennepin                                          ,11                  ,10.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,13.00,1.20,3.20,0.80,3.60,0.40,0.00,0.80,0.00,0.80,0.00,0.00,0.00,45.00,0.00,0.00,1.80,2.00,4.40,1.80
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,709,41,270 HOPKINS NORTH JR HIGH ALC                     ,27,Hennepin                                          ,11                  ,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,10.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,0.00,0.00,1.00,1.00,0.00
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,710,41,270 HOPKINS WEST JR HIGH ALC                      ,27,Hennepin                                          ,11                  ,0.60,0.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.40,0.00,8.00,0.20,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,0.00,0.40,0.00,0.00,0.20
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,734,41,271 - SHAPE - IS                                  ,27,Hennepin                                          ,11                  ,1.53,0.32,1.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,1.21,0.00,13.00,0.25,0.27,0.69,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,47.00,0.00,0.25,0.00,0.69,0.07,0.52
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,735,41,272 CENTRAL MIDDLE SCH. ALT                       ,27,Hennepin                                          ,11                  ,2.20,1.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.20,0.00,9.00,1.20,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.60,0.60,1.00
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,736,41,270 HOPKINS ALT. PRG - OFF CAMPUS                 ,27,Hennepin                                          ,11                  ,2.46,0.60,1.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.60,1.26,0.00,11.00,0.00,1.86,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,36.00,0.00,0.00,0.93,1.53,0.00,0.00
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,740,41,271 KENNEDY HS. BEACON NIGHT SCHOOL               ,27,Hennepin                                          ,11                  ,0.28,0.21,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.07,0.00,7.00,0.07,0.14,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,0.00,0.00,0.07,0.14,0.00,0.07
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,754,41,277 WESTONKA AREA LEARNING ACADEMY                ,27,Hennepin                                          ,11                  ,0.80,0.20,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.60,0.00,11.00,0.40,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.20,0.20,0.00,0.20,0.20,0.00
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,755,41,ALC WESTONKA - IS                                 ,27,Hennepin                                          ,11                  ,0.40,0.00,0.40,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.40,1.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.40,0.00
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,762,41,283 ST LOUIS PK INDEPENDENT STUDY                 ,27,Hennepin                                          ,11                  ,0.80,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,9.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,30.00,0.00,0.00,0.80,0.00,0.00,0.00
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,763,41,286-BCALC-BROOKLYN CENTER HS ALC                  ,27,Hennepin                                          ,11                  ,3.48,3.48,0.00,0.00,0.00,0.87,0.00,0.00,0.00,0.00,0.00,2.61,0.00,0.00,9.00,1.74,0.00,1.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,1.74,0.00,0.87,0.87,0.00
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,770,41,CITY WEST ACADEMY                                 ,27,Hennepin                                          ,11                  ,2.28,0.40,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,1.88,0.00,11.00,1.00,0.00,0.60,0.48,0.20,0.00,0.00,0.00,0.20,1.60,0.48,0.00,47.00,0.00,0.40,0.60,0.00,0.60,0.68
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,772,41,X-TRACK                                           ,27,Hennepin                                          ,11                  ,1.16,0.00,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.16,0.00,17.00,0.00,0.00,0.56,0.00,0.60,0.00,0.00,0.00,0.00,1.16,0.00,0.00,50.00,0.00,0.00,0.00,0.28,0.60,0.28
09-10,0287,06,INTERMEDIATE SCHOOL DISTRICT 287                  ,000,0 ,Totals                                            ,27,Hennepin                                          ,11                  ,306.04,100.12,205.92,0.00,0.00,0.87,6.08,1.24,0.00,1.08,1.60,96.93,198.24,15.81,14.00,81.20,53.22,42.35,39.27,38.70,24.68,23.82,5.80,99.53,129.75,2.47,0.00,44.00,1.20,33.25,39.41,59.35,97.10,75.73
09-10,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT                    ,000,00,HOUSTON PUBLIC SCHOOL DISTRICT                    ,28,Houston                                           ,10                  ,0.59,0.10,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.49,0.00,18.00,0.00,0.00,0.26,0.13,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,0.16,0.23,0.20
09-10,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT                    ,007,42,SUMMIT LEARNING PROGRAM                           ,28,Houston                                           ,10                  ,1.84,1.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.84,0.00,22.00,0.00,0.00,0.00,1.00,0.00,0.00,0.84,0.00,0.84,1.00,0.00,0.00,57.00,0.00,0.00,0.00,0.00,0.00,1.84
09-10,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT                    ,008,46,MN CENTER FOR ONLINE LEARNING                     ,28,Houston                                           ,10                  ,7.94,0.85,7.09,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.85,7.04,0.60,11.00,2.21,1.88,2.06,0.00,0.00,0.75,1.04,0.00,6.14,1.80,0.00,0.00,35.00,0.00,2.61,1.46,2.08,0.00,1.79
09-10,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT                    ,010,10,HOUSTON ELEMENTARY                                ,28,Houston                                           ,10                  ,16.23,1.53,14.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.53,14.70,0.00,14.00,1.83,3.03,5.80,1.37,1.20,1.00,1.00,0.00,12.26,3.97,0.00,0.00,49.00,0.83,0.53,1.00,6.30,2.57,5.00
09-10,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT                    ,012,46,MINNESOTA VIRTUAL ACADEMY                         ,28,Houston                                           ,10                  ,38.54,6.38,32.16,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,6.38,31.96,1.00,11.00,11.08,12.97,9.77,2.00,1.00,0.00,1.72,0.00,19.41,19.13,0.00,0.00,37.00,1.76,9.40,11.30,10.04,2.59,3.45
09-10,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT                    ,020,33,HOUSTON SECONDARY                                 ,28,Houston                                           ,10                  ,15.92,8.20,7.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.20,7.72,1.00,13.00,4.44,4.48,3.00,0.40,1.20,1.20,1.20,0.00,12.52,3.40,0.00,0.00,39.00,2.20,3.72,3.00,1.00,6.00,0.00
09-10,0294,01,HOUSTON PUBLIC SCHOOL DISTRICT                    ,000,0 ,Totals                                            ,28,Houston                                           ,10                  ,81.06,18.06,63.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,18.06,62.75,2.60,12.00,19.56,22.36,20.89,4.90,3.50,3.05,5.80,0.00,51.17,29.30,0.00,0.00,39.00,4.79,16.26,16.76,19.58,11.39,12.28
09-10,0297,01,SPRING GROVE SCHOOL DISTRICT                      ,000,00,SPRING GROVE SCHOOL DISTRICT                      ,28,Houston                                           ,10                  ,0.56,0.13,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.43,0.00,20.00,0.00,0.00,0.33,0.03,0.07,0.13,0.00,0.00,0.33,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.03,0.00,0.53
09-10,0297,01,SPRING GROVE SCHOOL DISTRICT                      ,010,10,SPRING GROVE ELEMENTARY                           ,28,Houston                                           ,10                  ,11.07,1.50,9.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,8.57,0.00,15.00,1.00,0.62,1.78,3.02,0.63,1.02,1.00,0.00,4.88,5.06,0.00,0.00,46.00,2.00,0.00,0.06,2.50,3.71,2.80
09-10,0297,01,SPRING GROVE SCHOOL DISTRICT                      ,020,33,SPRING GROVE SECONDARY                            ,28,Houston                                           ,10                  ,13.97,4.78,9.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.78,9.19,0.00,17.00,1.72,2.15,0.78,2.17,3.17,1.99,1.00,0.00,7.65,6.20,0.00,0.00,44.00,0.00,1.52,1.91,0.28,4.75,5.51
09-10,0297,01,SPRING GROVE SCHOOL DISTRICT                      ,000,0 ,Totals                                            ,28,Houston                                           ,10                  ,25.60,6.41,19.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.41,18.19,0.00,16.00,2.72,2.77,2.89,5.22,3.87,3.14,2.00,0.00,12.86,11.26,0.00,0.00,45.00,2.00,1.52,1.97,2.81,8.46,8.84
09-10,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT                  ,000,00,CALEDONIA PUBLIC SCHOOL DISTRICT                  ,28,Houston                                           ,10                  ,0.79,0.13,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.66,0.00,22.00,0.00,0.00,0.13,0.30,0.16,0.13,0.07,0.00,0.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.30,0.13,0.36
09-10,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT                  ,010,10,CALEDONIA ELEMENTARY                              ,28,Houston                                           ,10                  ,20.88,3.67,17.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.67,17.21,0.00,17.00,1.60,1.00,3.50,2.94,4.00,2.84,5.00,0.00,9.10,11.78,0.00,0.00,46.00,0.00,1.30,0.99,5.51,6.30,6.78
09-10,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT                  ,020,20,CALEDONIA MIDDLE                                  ,28,Houston                                           ,10                  ,9.64,3.98,5.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.98,5.66,0.00,16.00,1.51,1.84,1.47,0.17,2.98,1.16,0.51,0.00,3.52,6.12,0.00,0.00,42.00,0.00,2.02,0.00,2.00,5.11,0.51
09-10,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT                  ,032,32,CALEDONIA SENIOR HIGH                             ,28,Houston                                           ,10                  ,22.28,7.61,14.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.61,14.67,0.00,19.00,1.97,2.90,5.11,5.16,3.00,0.66,3.48,0.00,12.24,10.04,0.00,0.00,45.00,0.00,3.87,0.60,4.72,9.11,3.98
09-10,0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT                  ,000,0 ,Totals                                            ,28,Houston                                           ,10                  ,53.59,15.39,38.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.39,38.20,0.00,17.00,5.08,5.74,10.21,8.57,10.14,4.79,9.06,0.00,24.86,27.94,0.00,0.00,45.00,0.00,7.19,1.59,12.53,20.65,11.63
09-10,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT                  ,000,00,LACRESCENT-HOKAH SCHOOL DISTRICT                  ,28,Houston                                           ,10                  ,2.13,0.00,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.13,0.00,17.00,0.00,0.00,1.16,0.87,0.10,0.00,0.00,0.00,0.67,0.83,0.00,0.00,44.00,0.00,0.00,0.00,2.03,0.00,0.10
09-10,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT                  ,010,10,LACRESCENT-HOKAH ELEMENTARY                       ,28,Houston                                           ,10                  ,31.56,5.66,25.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.66,25.90,0.00,16.00,3.40,6.00,7.66,5.50,3.00,1.00,5.00,0.00,15.56,16.00,0.00,0.00,45.00,0.00,3.00,3.00,9.66,8.90,7.00
09-10,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT                  ,020,32,LACRESCENT SENIOR HIGH                            ,28,Houston                                           ,10                  ,33.85,14.58,19.27,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,13.78,19.27,1.20,11.00,8.85,7.70,8.97,3.17,2.56,0.00,2.60,0.00,18.58,15.27,0.00,0.00,37.00,2.81,7.70,6.00,6.38,4.96,6.00
09-10,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT                  ,040,41,BLUFF COUNTRY LEARNING OPTIONS                    ,28,Houston                                           ,10                  ,3.00,0.40,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,2.60,0.00,19.00,0.20,0.00,0.40,1.00,1.00,0.00,0.40,0.00,1.60,1.40,0.00,0.00,48.00,0.00,0.20,0.00,0.40,0.00,2.40
09-10,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT                  ,050,20,LACRESCENT-HOKAH MIDDLE SCHOOL                    ,28,Houston                                           ,10                  ,19.41,6.57,12.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.57,12.84,0.00,13.00,2.17,6.30,6.17,1.33,0.84,1.00,0.40,0.00,11.68,7.73,0.00,0.00,42.00,0.00,2.50,2.00,6.97,6.54,1.40
09-10,0300,01,LACRESCENT-HOKAH SCHOOL DISTRICT                  ,000,0 ,Totals                                            ,28,Houston                                           ,10                  ,89.95,27.21,62.74,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,26.41,62.74,1.20,13.00,14.62,20.00,24.36,11.87,7.50,2.00,8.40,0.00,48.09,41.23,0.00,0.00,40.00,2.81,13.40,11.00,25.44,20.40,16.90
09-10,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT                    ,010,10,LAPORTE ELEMENTARY                                ,29,Hubbard                                           ,01                  ,10.99,1.50,9.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,9.49,0.00,12.00,2.25,2.32,1.00,2.41,2.01,1.00,0.00,0.00,7.05,3.34,0.00,0.00,40.00,0.00,1.45,2.53,1.59,3.67,1.75
09-10,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT                    ,020,33,LAPORTE SECONDARY                                 ,29,Hubbard                                           ,01                  ,11.65,6.66,4.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.66,4.99,0.00,15.00,2.21,3.10,1.41,1.02,2.04,1.02,0.85,0.00,8.08,3.57,0.00,0.00,43.00,0.00,3.27,1.02,2.04,1.36,3.96
09-10,0306,01,LAPORTE PUBLIC SCHOOL DISTRICT                    ,000,0 ,Totals                                            ,29,Hubbard                                           ,01                  ,22.64,8.16,14.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.16,14.48,0.00,14.00,4.46,5.42,2.41,3.43,4.05,2.02,0.85,0.00,15.13,6.91,0.00,0.00,42.00,0.00,4.72,3.55,3.63,5.03,5.71
09-10,0308,01,NEVIS PUBLIC SCHOOL DISTRICT                      ,000,00,NEVIS PUBLIC SCHOOL DISTRICT                      ,29,Hubbard                                           ,01                  ,0.34,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,10.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.34,0.00,0.00
09-10,0308,01,NEVIS PUBLIC SCHOOL DISTRICT                      ,010,10,NEVIS ELEMENTARY                                  ,29,Hubbard                                           ,01                  ,20.60,8.00,12.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,12.60,0.00,15.00,0.00,8.21,3.32,3.07,3.00,0.00,2.00,0.00,16.11,4.29,0.00,0.00,43.00,0.00,0.00,4.10,5.40,6.10,5.00
09-10,0308,01,NEVIS PUBLIC SCHOOL DISTRICT                      ,020,33,NEVIS SECONDARY                                   ,29,Hubbard                                           ,01                  ,19.55,7.00,12.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,12.55,0.00,17.00,1.80,1.20,4.87,6.92,2.53,0.00,2.23,0.00,11.24,7.72,0.00,0.53,46.00,0.00,1.00,0.00,9.53,3.26,5.76
09-10,0308,01,NEVIS PUBLIC SCHOOL DISTRICT                      ,000,0 ,Totals                                            ,29,Hubbard                                           ,01                  ,40.49,15.00,25.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,25.49,0.00,16.00,1.80,9.75,8.19,9.99,5.53,0.00,4.23,0.00,27.69,12.01,0.00,0.53,45.00,0.00,1.00,4.10,15.27,9.36,10.76
09-10,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT                ,000,00,PARK RAPIDS PUBLIC SCHOOL DISTRICT                ,29,Hubbard                                           ,01                  ,1.53,0.00,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.53,0.00,16.00,0.67,0.00,0.33,0.00,0.53,0.00,0.00,0.00,0.67,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.67,0.86,0.00
09-10,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT                ,030,10,PARK RAPIDS AREA CENTURY ELEMENTARY               ,29,Hubbard                                           ,01                  ,40.42,6.20,34.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.20,34.22,1.50,15.00,10.66,2.69,3.99,5.58,6.50,4.00,5.00,0.00,17.38,23.04,0.00,0.00,43.00,1.00,7.66,2.70,8.18,11.39,9.49
09-10,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT                ,060,32,PARK RAPIDS SENIOR HIGH                           ,29,Hubbard                                           ,01                  ,31.70,14.77,16.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.77,16.93,1.00,14.00,2.94,4.98,6.00,10.60,3.19,3.00,0.99,0.00,11.37,20.33,0.00,0.00,41.00,1.00,2.20,1.00,16.98,7.53,2.99
09-10,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT                ,080,20,PARK RAPIDS AREA CENTURY MIDDLE                   ,29,Hubbard                                           ,01                  ,28.51,12.94,15.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.94,15.57,0.00,15.00,7.58,2.00,1.80,7.15,3.99,2.00,1.99,0.00,13.75,14.76,0.00,0.00,41.00,0.00,8.58,1.00,5.16,8.79,4.98
09-10,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT                ,090,42,HEADWATERS ED. LEARNING PROGRAM                   ,29,Hubbard                                           ,01                  ,0.60,0.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.40,0.00,17.00,0.00,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.60,0.00,0.00,39.00,0.00,0.00,0.00,0.60,0.00,0.00
09-10,0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT                ,000,0 ,Totals                                            ,29,Hubbard                                           ,01                  ,102.76,34.11,68.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.11,68.65,2.50,15.00,21.85,9.67,12.32,23.53,14.41,9.00,7.98,0.00,43.17,58.73,0.00,0.00,42.00,2.00,18.44,4.70,31.59,28.57,17.46
09-10,0314,01,BRAHAM PUBLIC SCHOOL DISTRICT                     ,000,00,BRAHAM PUBLIC SCHOOL DISTRICT                     ,30,Isanti                                            ,07                  ,0.39,0.13,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.23,0.00,5.00,0.23,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,0.16,0.00,0.00,0.23,0.00
09-10,0314,01,BRAHAM PUBLIC SCHOOL DISTRICT                     ,001,33,BRAHAM AREA SECONDARY                             ,30,Isanti                                            ,07                  ,26.64,11.31,15.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.31,15.33,0.00,12.00,10.51,4.67,3.60,1.61,1.40,2.01,2.84,0.00,14.13,10.51,0.00,0.00,36.00,3.02,6.49,4.67,3.20,7.41,1.85
09-10,0314,01,BRAHAM PUBLIC SCHOOL DISTRICT                     ,002,10,BRAHAM ELEMENTARY                                 ,30,Isanti                                            ,07                  ,28.04,6.35,21.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.35,21.69,0.00,14.00,6.53,4.35,4.99,4.00,4.00,0.00,3.17,0.00,16.52,11.52,0.00,0.00,38.00,2.50,2.90,4.48,4.99,8.00,5.17
09-10,0314,01,BRAHAM PUBLIC SCHOOL DISTRICT                     ,008,42,BRAHAM AREA LEARNING PROGRAM                      ,30,Isanti                                            ,07                  ,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,11.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,40.00,0.00,0.00,0.00,1.00,0.00,0.00
09-10,0314,01,BRAHAM PUBLIC SCHOOL DISTRICT                     ,000,0 ,Totals                                            ,30,Isanti                                            ,07                  ,56.07,17.79,38.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.79,38.25,0.00,12.00,17.27,9.02,9.59,5.74,5.40,2.01,6.01,0.00,30.65,23.03,0.00,0.00,37.00,5.52,9.55,9.15,9.19,15.64,7.02
09-10,0316,01,GREENWAY PUBLIC SCHOOL DISTRICT                   ,000,00,GREENWAY PUBLIC SCHOOL DISTRICT                   ,31,Itasca                                            ,03                  ,0.87,0.50,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.37,0.00,21.00,0.00,0.00,0.00,0.77,0.03,0.07,0.00,0.00,0.77,0.07,0.00,0.00,54.00,0.00,0.00,0.00,0.00,0.57,0.30
09-10,0316,01,GREENWAY PUBLIC SCHOOL DISTRICT                   ,110,10,VANDYKE ELEMENTARY                                ,31,Itasca                                            ,03                  ,20.32,1.40,18.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,18.92,0.40,14.00,1.47,3.79,6.39,2.67,0.00,2.00,3.00,0.00,18.32,2.00,0.00,0.00,46.00,0.40,0.00,1.07,5.20,3.99,9.66
09-10,0316,01,GREENWAY PUBLIC SCHOOL DISTRICT                   ,120,10,MARBLE EARLY CHILDHOOD CENTER                     ,31,Itasca                                            ,03                  ,2.84,0.00,2.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.84,0.00,10.00,1.00,0.77,1.00,0.07,0.00,0.00,0.00,0.00,2.84,0.00,0.00,0.00,40.00,0.00,0.00,1.00,1.77,0.07,0.00
