SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,AdminALL,Superintendent,AsstSuper,Principals,AsstPrinc,Director,OtherAdmin,Coord/Supv,SpEdProgCoord,VocFacil/Eval,OtherNonInstruct,Counselors,Media/Librarian,SchNurse,Psychologist,SocWorker,SpeechLangPath,TchrALL,PreK/ECFE,Kindgtn,GenElemEd,SpEdTchr,VocEdTchr,AllOtherTchr
05-06,0001,01,AITKIN PUBLIC SCHOOL DISTRICT,0 ,0,District Totals: ,01,AITKIN,03,4.24,1.00,0.00,2.00,0.00,0.60,0.64,0.17,0.20,0.00,0.00,1.17,1.00,1.00,0.57,1.00,2.00,87.48,1.66,2.33,28.49,11.59,3.86,39.55
05-06,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,0 ,0,District Totals: ,27,HENNEPIN,11,135.38,1.00,5.00,61.32,48.15,6.83,13.08,9.43,41.14,0.00,105.98,27.67,48.53,41.25,46.21,114.44,82.73,"2,311.81",33.47,119.88,561.74,481.68,25.68,"1,089.36"
05-06,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,0 ,0,District Totals: ,01,AITKIN,03,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.03,0.63,0.20,0.90,1.00,27.72,0.33,1.00,7.00,3.86,0.32,15.21
05-06,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,0 ,0,District Totals: ,01,AITKIN,03,2.94,1.00,0.00,0.97,0.00,0.00,0.97,0.00,0.13,0.00,0.38,1.00,0.00,1.00,0.40,0.97,0.50,39.35,0.53,2.00,11.50,3.94,0.00,21.38
05-06,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,0 ,0,District Totals: ,19,DAKOTA,11,10.00,1.00,1.00,4.00,2.00,1.00,1.00,1.00,0.00,0.00,5.51,1.33,2.00,3.00,2.00,0.00,6.70,201.41,3.76,11.00,57.00,27.82,0.00,101.83
05-06,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,0 ,0,District Totals: ,02,ANOKA,11,116.00,1.00,2.00,41.00,57.00,4.00,11.00,12.00,13.40,3.00,81.39,33.00,33.27,15.00,36.80,26.50,83.35,"2,449.77",21.55,82.00,620.47,361.05,76.34,"1,288.36"
05-06,0012,01,CENTENNIAL  PUBLIC SCHOOL DISTRICT,0 ,0,District Totals: ,02,ANOKA,11,14.00,1.00,0.00,7.00,3.00,2.00,1.00,1.00,0.00,0.00,8.00,9.47,3.00,1.00,6.50,4.00,14.00,366.75,0.27,12.30,122.20,68.05,1.66,162.27
05-06,0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,0 ,0,District Totals: ,02,ANOKA,11,12.00,1.00,1.00,5.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,5.00,5.00,1.00,2.00,0.00,4.60,200.18,4.20,4.69,6.33,36.29,1.46,147.21
05-06,0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,0 ,0,District Totals: ,02,ANOKA,11,13.00,1.00,1.00,4.00,3.00,2.00,2.00,1.00,0.00,0.00,1.00,1.91,3.85,1.00,3.83,0.43,3.83,172.18,4.80,7.00,33.42,31.07,1.67,94.22
05-06,0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,0 ,0,District Totals: ,02,ANOKA,11,12.00,1.00,0.00,6.00,4.00,1.00,0.00,3.90,4.50,0.00,5.17,6.00,1.00,3.93,1.83,9.00,8.00,326.68,3.07,11.00,102.50,42.04,4.60,163.47
05-06,0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,0 ,0,District Totals: ,02,ANOKA,11,15.50,1.00,0.50,6.00,2.00,2.00,4.00,5.10,1.00,0.00,0.67,8.00,4.50,1.00,3.00,0.80,7.60,266.70,6.83,11.00,78.40,36.56,3.48,130.43
05-06,0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,0 ,0,District Totals: ,03,BECKER,04,8.60,1.00,0.00,4.00,2.00,1.60,0.00,0.67,1.00,0.00,3.19,5.50,3.00,1.00,1.00,2.00,5.59,186.86,3.34,8.00,37.67,34.82,0.90,102.13
05-06,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,0 ,0,District Totals: ,03,BECKER,04,5.30,2.00,0.00,2.00,0.00,1.30,0.00,0.63,0.00,0.00,0.00,1.83,0.67,0.00,1.00,0.00,2.80,70.04,1.33,2.00,19.00,13.70,1.02,32.99
