SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,AdminALL,Superintendent,AsstSuper,Principals,AsstPrinc,Director,OtherAdmin,Coord/Supv,SpEdProgCoord,VocFacil/Eval,OtherNonInstruct,Counselors,Media/Librarian,SchNurse,Psychologist,SocWorker,SpeechLangPath,TchrALL,PreK/ECFE,Kindgtn,GenElemEd,SpEdTchr,VocEdTchr,AllOtherTchr
00-01,0001,01,AITKIN,0 ,0,District Totals: ,01,AITKIN,03,4.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.01,1.00,0.00,1.00,2.00,85.90,1.66,3.00,27.37,9.13,4.98,39.76
00-01,0001,03,MINNEAPOLIS,0 ,0,District Totals: ,27,HENNEPIN,11,165.00,1.00,1.00,86.00,69.00,0.00,8.00,0.00,0.00,0.00,0.00,45.13,81.92,42.55,51.36,149.48,88.84,"3,620.66",93.21,150.09,"1,095.31",532.09,43.68,"1,706.28"
00-01,0002,01,HILL CITY,0 ,0,District Totals: ,01,AITKIN,03,3.03,1.00,0.00,1.00,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.20,1.00,1.00,29.52,0.50,1.00,10.28,3.33,0.38,14.03
00-01,0004,01,MCGREGOR,0 ,0,District Totals: ,01,AITKIN,03,2.97,1.00,0.00,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.50,39.25,0.00,3.00,12.00,5.32,0.46,18.47
00-01,0006,03,SOUTH ST. PAUL,0 ,0,District Totals: ,19,DAKOTA,11,9.80,1.00,0.00,3.00,3.80,1.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00,2.00,0.00,6.60,214.33,9.13,7.77,64.00,22.80,0.33,110.30
00-01,0011,01,ANOKA-HENNEPIN,0 ,0,District Totals: ,02,ANOKA,11,111.50,1.00,4.00,41.00,52.00,9.00,4.50,0.00,0.00,2.00,0.00,31.40,29.57,13.00,29.21,24.80,76.36,"2,366.49",41.96,77.90,751.56,347.40,70.43,"1,077.24"
00-01,0012,01,CENTENNIAL,0 ,0,District Totals: ,02,ANOKA,11,18.00,1.00,2.00,6.00,4.00,2.00,3.00,1.00,0.00,0.00,0.00,10.00,5.73,1.00,4.00,0.00,11.50,399.28,0.00,14.27,141.20,56.20,1.98,185.63
00-01,0013,01,COLUMBIA HEIGHTS,0 ,0,District Totals: ,02,ANOKA,11,10.00,1.00,0.00,4.00,2.00,2.00,1.00,5.00,0.00,0.00,0.00,4.00,6.00,0.60,1.00,4.00,0.00,189.68,5.10,11.50,52.83,21.51,3.55,95.19
00-01,0014,01,FRIDLEY,0 ,0,District Totals: ,02,ANOKA,11,8.00,1.00,0.00,4.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,4.33,4.00,1.50,2.00,2.00,3.01,146.19,0.00,4.00,44.20,19.69,1.00,77.30
00-01,0015,01,ST. FRANCIS,0 ,0,District Totals: ,02,ANOKA,11,13.91,1.00,0.00,5.97,3.94,2.00,1.00,1.00,0.00,0.00,0.00,3.97,3.97,3.83,2.00,5.97,7.00,329.94,4.66,10.00,106.49,61.88,3.13,143.78
00-01,0016,01,SPRING LAKE PARK,0 ,0,District Totals: ,02,ANOKA,11,12.00,1.00,1.00,6.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,9.00,8.00,1.00,3.00,0.00,6.00,269.93,5.84,9.00,87.17,25.80,2.80,139.32
00-01,0022,01,DETROIT LAKES,0 ,0,District Totals: ,03,BECKER,04,8.80,1.00,0.00,4.20,2.00,1.60,0.00,1.00,0.00,0.00,0.00,5.50,2.99,1.00,1.99,2.00,5.59,205.45,5.39,8.00,52.83,34.71,2.00,102.52
00-01,0023,01,FRAZEE,0 ,0,District Totals: ,03,BECKER,04,5.10,1.00,0.00,2.00,1.00,1.10,0.00,0.00,0.00,0.00,0.00,1.66,2.00,0.00,1.00,0.00,2.60,83.19,2.34,3.00,25.00,14.97,1.53,36.35
00-01,0025,01,PINE POINT,0 ,0,District Totals: ,03,BECKER,04,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,4.00,2.00,0.00,3.00
00-01,0031,01,BEMIDJI,0 ,0,District Totals: ,04,BELTRAMI,02,18.00,1.00,2.00,10.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00,7.00,1.00,3.00,6.00,9.67,377.27,8.75,9.50,97.50,83.61,3.97,173.94
00-01,0032,01,BLACKDUCK,0 ,0,District Totals: ,04,BELTRAMI,02,3.50,1.00,0.00,2.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,57.80,0.93,2.00,18.00,8.00,1.34,27.53
00-01,0036,01,KELLIHER,0 ,0,District Totals: ,04,BELTRAMI,02,2.00,0.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.03,25.77,1.00,1.00,6.00,2.85,1.07,13.85
00-01,0038,01,RED LAKE,0 ,0,District Totals: ,04,BELTRAMI,02,9.83,1.83,0.00,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,0.00,2.83,137.39,1.00,7.00,53.00,19.00,0.00,57.39
00-01,0047,01,SAUK RAPIDS,0 ,0,District Totals: ,05,BENTON,07W,9.00,1.00,0.00,4.00,3.00,1.00,0.00,1.00,0.00,0.00,0.00,5.00,5.00,1.00,0.00,2.00,6.77,214.14,4.18,6.50,61.58,28.80,4.16,108.92
00-01,0051,01,FOLEY,0 ,0,District Totals: ,05,BENTON,07W,5.00,1.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,1.00,0.00,1.00,4.00,104.85,0.63,3.33,33.00,16.67,1.00,50.22
00-01,0062,01,ORTONVILLE,0 ,0,District Totals: ,06,BIG STONE,06W,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.00,0.00,1.00,47.86,0.00,1.60,12.00,7.03,2.57,24.66
00-01,0075,01,ST. CLAIR,0 ,0,District Totals: ,07,BLUE EARTH,09,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.47,44.10,0.00,2.00,14.50,5.16,0.00,22.44
00-01,0077,01,MANKATO,0 ,0,District Totals: ,07,BLUE EARTH,09,18.00,2.00,0.00,12.00,2.00,1.00,1.00,1.00,0.00,0.00,0.00,15.00,11.79,2.50,5.00,0.50,9.50,433.73,1.00,15.00,142.98,59.49,6.60,208.66
00-01,0081,01,COMFREY,0 ,0,District Totals: ,08,BROWN,09,1.02,0.33,0.00,0.33,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.07,17.33,0.00,0.60,4.84,1.04,0.20,10.65
00-01,0084,01,SLEEPY EYE,0 ,0,District Totals: ,08,BROWN,09,3.60,0.83,0.00,2.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.70,1.40,44.49,0.84,1.20,13.50,5.39,0.66,22.90
00-01,0085,01,SPRINGFIELD,0 ,0,District Totals: ,08,BROWN,09,2.83,1.00,0.00,1.83,0.00,0.00,0.00,0.17,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.90,45.52,0.10,1.60,13.00,5.12,2.45,23.25
00-01,0088,01,NEW ULM,0 ,0,District Totals: ,08,BROWN,09,6.00,1.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,3.00,1.00,0.00,1.00,4.00,166.01,1.00,7.00,44.00,21.47,4.53,88.01
00-01,0091,01,BARNUM,0 ,0,District Totals: ,09,CARLTON,03,3.67,1.00,0.00,2.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,1.00,2.69,0.67,0.00,1.00,1.00,42.19,0.00,2.00,14.00,4.00,0.33,21.86
00-01,0093,01,CARLTON,0 ,0,District Totals: ,09,CARLTON,03,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.53,1.00,0.50,0.00,1.00,55.54,1.33,2.00,19.00,5.25,1.00,26.96
00-01,0094,01,CLOQUET,0 ,0,District Totals: ,09,CARLTON,03,8.77,1.00,0.00,4.00,1.27,1.00,1.50,0.77,0.00,0.00,0.00,5.30,3.27,1.00,1.00,2.00,3.93,149.35,1.09,5.50,46.89,20.28,4.20,71.39
00-01,0095,01,CROMWELL,0 ,0,District Totals: ,09,CARLTON,03,2.03,1.00,0.00,1.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.20,1.00,0.00,0.00,0.00,1.00,24.12,0.64,2.00,7.00,2.41,0.94,11.13
00-01,0097,01,MOOSE LAKE,0 ,0,District Totals: ,09,CARLTON,03,3.67,1.00,0.00,2.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,0.00,1.00,48.95,0.60,3.00,16.50,6.16,0.00,22.69
00-01,0099,01,ESKO,0 ,0,District Totals: ,09,CARLTON,03,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,3.04,0.00,1.00,0.00,2.01,58.96,1.78,2.50,21.02,7.29,0.64,25.73
00-01,0100,01,WRENSHALL,0 ,0,District Totals: ,09,CARLTON,03,2.50,1.00,0.00,1.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,1.00,0.67,0.67,0.33,0.00,0.67,27.41,0.00,0.50,7.80,3.37,0.51,15.23
00-01,0108,01,NORWOOD,0 ,0,District Totals: ,10,CARVER,11,5.00,1.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,0.00,2.00,3.00,79.00,2.50,4.00,20.00,13.00,2.00,37.50
00-01,0110,01,WACONIA,0 ,0,District Totals: ,10,CARVER,11,5.00,1.00,0.00,3.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,3.00,2.00,1.00,0.00,0.00,1.00,128.01,3.17,4.00,43.02,16.00,0.00,61.82
00-01,0111,01,WATERTOWN-MAYER,0 ,0,District Totals: ,10,CARVER,11,5.67,1.00,0.00,3.00,0.67,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,2.83,79.68,0.90,2.30,24.80,8.66,2.33,40.69
00-01,0112,01,CHASKA,0 ,0,District Totals: ,10,CARVER,11,16.73,1.00,1.00,8.73,4.00,2.00,0.00,1.00,0.00,0.00,0.00,12.00,8.13,1.00,0.80,4.00,12.62,416.14,2.00,16.00,141.35,45.74,3.00,208.05
00-01,0113,01,WALKER-HACKENSACK-AKELEY,0 ,0,District Totals: ,11,CASS,05,3.50,1.00,0.00,2.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,2.00,75.96,1.47,2.00,23.96,13.35,1.07,34.11
00-01,0115,01,CASS LAKE,0 ,0,District Totals: ,11,CASS,05,5.00,1.00,0.00,2.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,1.67,0.00,0.00,1.00,1.00,94.49,2.67,5.00,30.65,10.20,0.83,45.14
00-01,0116,01,PILLAGER,0 ,0,District Totals: ,11,CASS,05,2.33,1.00,0.00,1.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,48.80,0.00,2.00,18.00,7.17,0.00,21.63
00-01,0118,01,NORTHLAND COMMUNITY SCHOOLS,0 ,0,District Totals: ,11,CASS,05,4.50,0.50,0.00,2.50,0.00,0.50,1.00,0.00,0.00,0.00,0.00,1.17,0.00,0.00,0.00,2.00,1.83,50.53,1.13,2.00,15.47,9.44,0.67,21.82
00-01,0129,01,MONTEVIDEO,0 ,0,District Totals: ,12,CHIPPEWA,06W,6.00,1.00,0.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00,0.66,1.00,3.00,2.00,108.14,2.66,5.60,30.00,16.20,2.91,50.77
00-01,0138,01,NORTH BRANCH,0 ,0,District Totals: ,13,CHISAGO,07E,11.00,1.00,1.00,4.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,3.00,3.17,0.00,3.50,0.00,4.60,196.45,2.00,8.00,67.73,27.12,3.07,88.53
00-01,0139,01,RUSH CITY,0 ,0,District Totals: ,13,CHISAGO,07E,3.27,1.00,0.00,2.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.90,0.00,1.10,54.81,1.17,2.00,20.00,4.65,0.17,26.82
