SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTchr,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
17-18,1,1,AITKIN PUBLIC SCHOOL DISTRICT                     ,1,33,AITKIN SECONDARY SCHOOL                           ,1,Aitkin                                            ,3,38.13,16.23,21.9,0,0,0,0,0,1,0,0,16.23,20.9,1,17,6.66,7.4,4.16,8,6.91,2,3,0,16.06,20.95,0,1,45,0,5.83,4.87,8.31,13.12,6
17-18,1,1,AITKIN PUBLIC SCHOOL DISTRICT                     ,2,10,RIPPLESIDE ELEMENTARY                             ,1,Aitkin                                            ,3,40.42,7,33.42,0,0,0,0,0,0,0,0,7,33.42,2,14,9,7.1,4.02,12.3,5,0,2,0,16,24.02,0,0,40,2,6.1,4.02,12,13.03,3.27
17-18,1,1,AITKIN PUBLIC SCHOOL DISTRICT                     ,4,90,AITKIN CHILDREN'S CENTER CENSUS                   ,1,Aitkin                                            ,3,3.9,0,3.9,0,0,0,0,0,0,0,0,0,3.9,0,9,1.7,0,1,1.2,0,0,0,0,1.9,2,0,0,38,0,0.9,0,2.8,0,0.2
17-18,1,1,AITKIN PUBLIC SCHOOL DISTRICT                     ,6,42,AITKIN ALTERNATIVE LEARNING PROGRAM               ,1,Aitkin                                            ,3,1.31,0.57,0.74,0,0,0,0,0,0,0,0,0.57,0.74,0,18,0.34,0.4,0.17,0,0,0,0.4,0,0.74,0.57,0,0,46,0,0.17,0.34,0,0,0.8
17-18,1,1,AITKIN PUBLIC SCHOOL DISTRICT                     ,0,0,Totals                                            ,1,Aitkin                                            ,3,83.76,23.8,59.96,0,0,0,0,0,1,0,0,23.8,58.96,3,16,17.7,14.9,9.35,21.5,11.91,2,5.4,0,34.7,47.54,0,1,43,2,13,9.23,23.11,26.15,10.27
17-18,1,3,Minneapolis Public School District                ,0,0,Minneapolis Public School District                ,27,Hennepin                                          ,11,41.2,14.9,26.3,0,0,0,0.48,0,0,3,1,11.9,24.82,2.43,13,9.63,6.73,5.24,4,7.2,5,3,2,12.73,25.47,1,0,44,0.83,0.93,3.57,9.77,14.8,11.3
17-18,1,3,Minneapolis Public School District                ,21,50,SPECIAL EDUCATION                                 ,27,Hennepin                                          ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,1,1,0,0,34,0,0,1,1,0,0
17-18,1,3,Minneapolis Public School District                ,103,10,ARMATAGE ELEMENTARY                               ,27,Hennepin                                          ,11,34.05,4.49,29.56,0,0,0,1,0,0,0,1,4.49,27.56,2,17,3.77,5.57,3,6,8.23,5.48,2,0,15.99,18.06,0,0,46,1,1.5,3.27,7,17.28,4
17-18,1,3,Minneapolis Public School District                ,104,10,LAKE HARRIET LOWER ELEMENTARY                     ,27,Hennepin                                          ,11,27.09,4,23.09,0,0,0,0,0,0,0,0,4,23.09,0,24,3,1.1,0,1,8.99,4,6,0,10,16.09,0,1,50,1,1,1,1.1,12.99,10
17-18,1,3,Minneapolis Public School District                ,105,10,BANCROFT ELEMENTARY                               ,27,Hennepin                                          ,11,44.98,3.02,41.96,0,1,0,2,0,1,0,2,3.02,35.96,2,14,8,15.3,1,7.02,7,5.66,0,0,18.32,26.66,0,0,42,2,5,8,7,18.98,4
17-18,1,3,Minneapolis Public School District                ,106,10,BARTON OPEN ELEMENTARY                            ,27,Hennepin                                          ,11,37.55,6.24,31.31,0,0,0,2,0,0,0,0,6.24,29.31,2,17,7.5,5.23,5.03,5,5.26,5,2.5,1,11.24,25.31,0,0,44,0,3,7.5,7.26,13.29,6.5
17-18,1,3,Minneapolis Public School District                ,107,10,BETHUNE ELEMENTARY                                ,27,Hennepin                                          ,11,31.03,6.7,24.33,0,0,0,2,0,0,1,1,5.7,21.33,1,8,13,12.33,1,1,2.7,1,0,2,16.7,12.33,0,0,36,1,6,10,8.33,4,1.7
17-18,1,3,Minneapolis Public School District                ,110,10,BURROUGHS ELEMENTARY                              ,27,Hennepin                                          ,11,39.31,19.5,19.81,1,0,1,0,0,1,0,0,17.5,18.81,0,17,7.49,6,0.8,7,8,6.02,4,0,14.29,23,0,2.02,45,0,3.99,5.5,5.8,14,10.02
17-18,1,3,Minneapolis Public School District                ,119,20,Field Community                                   ,27,Hennepin                                          ,11,24.5,7.57,16.93,0,0,0,0.7,0,0,0,0,7.57,16.23,1.84,11,8.14,4.98,1,4.28,1.24,3.98,0,0,10.96,13.54,0,0,43,1.84,2.87,2.68,4.78,6.69,5.64
17-18,1,3,Minneapolis Public School District                ,121,10,LAKE HARRIET UPPER SCHOOL                         ,27,Hennepin                                          ,11,28.84,8.64,20.2,2,0,0,0,0,0,0,0,6.64,20.2,0.37,14,4.82,4.67,0.93,5.55,6.9,1.97,2,0,9.63,18.21,0,1,45,0,1.97,1.32,7.31,10.83,7.41
17-18,1,3,Minneapolis Public School District                ,123,10,HALE ELEMENTARY                                   ,27,Hennepin                                          ,11,34.39,5,29.39,0,0,1,1,0,0,2,1,2,27.39,0.92,16,4.92,7,1.57,1.99,6,7.91,4,0,9.92,24.47,0,0,44,2,2,3.57,5.91,12,8.91
17-18,1,3,Minneapolis Public School District                ,130,10,HIAWATHA ELEMENTARY                               ,27,Hennepin                                          ,11,16.17,2.27,13.9,0,0,0,0,1.27,0,0,1,1,12.9,1,19,3.6,1,0,2,4.2,1,2.17,1,5.67,9.5,0,0,49,0,3,0,1.6,4,7.57
17-18,1,3,Minneapolis Public School District                ,132,10,HOWE ELEMENTARY                                   ,27,Hennepin                                          ,11,13.63,1.73,11.9,0,0,0,0,0.73,0,0,1,1,10.9,0,21,2.4,2,1,1,0,2.4,3.83,0,4.33,9.3,0,0,51,1,0,2,1.4,2,7.23
17-18,1,3,Minneapolis Public School District                ,134,10,LK NOKOMIS COMM-KEEWAYDIN CAMPUS                  ,27,Hennepin                                          ,11,28.54,5.78,22.76,0,0,0,0.18,0,0.59,0,0,5.78,21.99,3.47,9,11.78,6.96,3.04,1.99,3,1.77,0,0.45,16.4,11.69,0,0,41,1,2.36,6.44,6.91,7.06,4.77
17-18,1,3,Minneapolis Public School District                ,135,10,KENNY ELEMENTARY                                  ,27,Hennepin                                          ,11,26.43,4.41,22.02,0.2,0,0,2,0,0,0,1.04,4.21,18.98,1.04,14,4.25,2,2.17,4.79,8.02,3,2.2,1,6.75,18.68,0,0,42,0,0.2,5.05,6.29,11.69,3.2
17-18,1,3,Minneapolis Public School District                ,136,10,KENWOOD ELEMENTARY                                ,27,Hennepin                                          ,11,23.2,4,19.2,0,0,0,1,0,0,0,1,4,17.2,0,24,1,3,0,3,3,8.2,5,0,4,18.2,0,1,52,0,0,1,2,10.2,10
17-18,1,3,Minneapolis Public School District                ,140,10,LORING ELEMENTARY                                 ,27,Hennepin                                          ,11,26.99,7,19.99,0,0,0,0,0,0,0,0,7,19.99,0,18,4,5.5,2,3,4.49,6,2,1,8.5,17.49,0,0,46,0,3,4.5,4,7.49,8
17-18,1,3,Minneapolis Public School District                ,144,10,LYNDALE ELEMENTARY                                ,27,Hennepin                                          ,11,37.9,8.4,29.5,2,0,0,0,0,0,0,5,6.4,24.5,0,15,7,9.5,5,3,6,4,2.4,0,17,19.9,0,1,43,0,4,4,14.5,11,4.4
17-18,1,3,Minneapolis Public School District                ,151,10,JENNY LIND ELEMENTARY                             ,27,Hennepin                                          ,11,36.6,2.76,33.84,0,0,0,0,0.76,1,0,4.55,2,28.29,1.97,12,20.51,6.83,1,3.72,1,2.83,0.71,1,18.72,15.88,0,1,41,2,11.56,5.29,4.66,10.55,2.54
17-18,1,3,Minneapolis Public School District                ,152,10,NORTHROP ELEMENTARY                               ,27,Hennepin                                          ,11,27.99,10,17.99,0,1,1,3,1,0,1,0,7,13.99,1,15,5,6,1,6.99,6,3,0,0,14.5,13.49,0,0,45,0,1,3,7,12.99,4
17-18,1,3,Minneapolis Public School District                ,155,10,PILLSBURY ELEMENTARY                              ,27,Hennepin                                          ,11,34.57,4.4,30.17,0,0,0,1,0,2,0,0,4.4,27.17,0,20,3,3,3,9,5.8,5.77,5,0,12.4,21.17,0,1,47,1,1,5,4,13.17,10.4
17-18,1,3,Minneapolis Public School District                ,156,10,PRATT ELEMENTARY                                  ,27,Hennepin                                          ,11,17.5,1.9,15.6,0,0,0,0,0,0,0,2,1.9,13.6,1,13,3,8.1,1.5,0.9,2,1,1,0,7,9.5,1,0,42,0,0,7.6,2.5,4.4,3
17-18,1,3,Minneapolis Public School District                ,160,10,SEWARD ELEMENTARY                                 ,27,Hennepin                                          ,11,47.19,9.12,38.07,0,0,0,0.99,0,0,0,1,9.12,36.08,2.02,15,7.85,10.51,7.65,7.03,5.32,6.84,1.99,0,22.51,23.68,0,1,43,1.02,3.02,6.5,8,18.7,9.95
17-18,1,3,Minneapolis Public School District                ,161,10,SHERIDAN ELEMENTARY                               ,27,Hennepin                                          ,11,36.9,6.9,30,0,0,0,1,0,4,1,2,5.9,23,3,11,15,3.9,4,6,2,5,1,0,14,21.9,0,1,41,1,5,5,8,10.9,7
17-18,1,3,Minneapolis Public School District                ,165,10,WAITE PARK ELEMENTARY                             ,27,Hennepin                                          ,11,25.21,7.35,17.86,0,1.82,0,0,0,0,0,0,7.35,16.04,1.66,11,7.08,3,0,3.65,4.87,3.61,3,0.84,12.51,10.86,0,1,36,2.3,3.35,1,6.13,7.43,5
17-18,1,3,Minneapolis Public School District                ,167,10,LK NOKOMIS COMM-WENONAH CAMPUS                    ,27,Hennepin                                          ,11,17.5,3.2,14.3,0,0,0,0,0,1,0,1,3.2,12.3,0,15,2.9,2,0.98,3.32,2,4.3,2,0,4.9,12.6,0,0,44,0,0,1.5,4.38,8.62,3
17-18,1,3,Minneapolis Public School District                ,170,10,WINDOM SCHOOL                                     ,27,Hennepin                                          ,11,35.41,5.4,30.01,0,0,0,0,1,9.02,0,0,4.4,20.99,1,10,13.02,7,6.99,3,2.4,2,1,0,22.41,13,0,0,39,2,5,4,12.01,9.4,3
17-18,1,3,Minneapolis Public School District                ,175,10,FOLWELL ARTS MAGNET                               ,27,Hennepin                                          ,11,65.19,16.91,48.28,1,2,1,1,0,1,1,5,13.91,39.28,5,13,20.01,9.6,6,10.94,11.31,7,0.33,0,23.74,37.12,2,2.33,43,1,5.01,11.54,14,21.01,12.63
17-18,1,3,Minneapolis Public School District                ,179,10,JEFFERSON ELEMENTARY                              ,27,Hennepin                                          ,11,50.62,6.99,43.63,0,0,0,0,2,3.87,0,3.85,4.99,35.91,3,10,29.86,4.98,1.99,3,5.09,3.03,2.67,1.02,25.38,23.22,1,0,38,3.02,17.98,9.86,1.99,8.85,8.92
17-18,1,3,Minneapolis Public School District                ,180,10,DOWLING ELEMENTARY                                ,27,Hennepin                                          ,11,34.66,5,29.66,0,1,0,0,0,0,0,0,5,28.66,0,20,5.83,3,3,4,4.83,8,4,1,10.83,22.83,0,0,48,0,5,2,3.83,11.83,12
17-18,1,3,Minneapolis Public School District                ,183,50,ECSE                                              ,27,Hennepin                                          ,11,31.3,1.8,29.5,0,0,0,1,0,0,0,1,1.8,27.5,0.4,14,5.4,9.5,4.4,3.4,3,1.8,3.8,1,5,25.3,0,0,44,0,2,7.2,7.8,7.4,6.9
17-18,1,3,Minneapolis Public School District                ,190,10,ANDERSEN COMMUNITY                                ,27,Hennepin                                          ,11,86.56,22.82,63.74,0,1,1,0,4,4,3,4.02,14.82,54.72,5.85,13,31.63,12.87,12.42,10.91,9.17,3.03,6.53,3.83,47.77,34.96,0,0,43,4,15.66,11.87,17.04,20.59,17.4
17-18,1,3,Minneapolis Public School District                ,193,10,SULLIVAN ELEMENTARY                               ,27,Hennepin                                          ,11,56.64,11.78,44.86,0,0,0,2,0,0,3.02,2.5,8.76,40.36,2.3,11,20.22,14.44,3,4,8.96,4.01,2.01,1,29.87,25.77,0,0,38,3,14.8,10.86,6,14.96,7.02
17-18,1,3,Minneapolis Public School District                ,215,10,Webster Elementary                                ,27,Hennepin                                          ,11,17.67,3,14.67,0,0,0,0,0,0,0,0,3,14.67,1,10,6.47,5.8,2.73,1.67,0,1,0,0,9.94,7.73,0,0,39,2,4.47,2,3.26,3.94,2
17-18,1,3,Minneapolis Public School District                ,216,10,FAIR Elementary                                   ,27,Hennepin                                          ,11,1.5,1,0.5,0,0,0,0,0,0,0,0,1,0.5,0,11,1,0,0,0.5,0,0,0,0,1,0.5,0,0,44,0,0,1,0,0,0.5
17-18,1,3,Minneapolis Public School District                ,225,10,ANISHINABE ACADEMY                                ,27,Hennepin                                          ,11,18.67,6,12.67,1,0,1,0,0,0,0,0,4,12.67,2,10,7.5,4,1,1.17,4,1,0,0,11.67,7,0,0,45,0,2,3,4,5.5,4.17
17-18,1,3,Minneapolis Public School District                ,226,10,MARCY OPEN ELEMENTARY                             ,27,Hennepin                                          ,11,45.24,7,38.24,0,0,0,1,0,0,0,0,7,37.24,0,14,7.93,9.92,5.93,10.06,7.4,3,0,1,24.67,19.57,0,0,42,0,4,8.92,15.04,8.37,8.91
17-18,1,3,Minneapolis Public School District                ,249,10,BRYN MAWR ELEMENTARY                              ,27,Hennepin                                          ,11,29.98,7,22.98,0,0,0,0,0,1,2,0,5,21.98,4,9,11.99,5.99,3,3,5,1,0,1,16.98,12,0,0,35,2,6.99,5,7.99,8,0
17-18,1,3,Minneapolis Public School District                ,256,10,GREEN CENTRAL PARK ELEMENTARY                     ,27,Hennepin                                          ,11,33.01,2,31.01,0,0,0,0,0,6,1,3,1,22.01,2,11,19,5.51,1,1.99,2,2.51,1,2,17.51,13.5,0,0,41,2,7,6,8.51,5.99,3.51
17-18,1,3,Minneapolis Public School District                ,260,10,EMERSON ELEMENTARY                                ,27,Hennepin                                          ,11,33.09,6,27.09,0,0,0,1.04,2,10.36,2,1.83,2,13.86,2,6,18.15,8.56,1.5,1,3.04,0.84,0,2.84,20.2,10.05,0,0,36,0.97,8,6.85,10.23,5,2.04
17-18,1,3,Minneapolis Public School District                ,282,10,LUCY LANEY @ CLEVELAND PARK ELEM.                 ,27,Hennepin                                          ,11,42.9,8.1,34.8,0,0,0,0,1,0,2,7.7,5.1,27.1,2,10,18.8,11.4,2,4.4,3.6,0.7,2,3,23.4,16.5,0,0,41,2,4,11.3,12.2,5.8,7.6
17-18,1,3,Minneapolis Public School District                ,287,10,HALL INTERNATIONAL                                ,27,Hennepin                                          ,11,19.98,5.2,14.78,0,0,0,0,0.68,0.85,1,1.84,3.52,12.09,1.44,6,10.11,4.69,1,1,2.18,1,0,0.44,11.65,7.89,0,0,37,1.85,8.29,2.65,0,3.15,4.04
17-18,1,3,Minneapolis Public School District                ,288,10,NELLIE STONE JOHNSON ELEMENTARY                   ,27,Hennepin                                          ,11,47,4,43,0,0,0,1,0,2,0,4,4,36,3,11,12,20,1,4,5,3,1,1,25,20,0,1,40,1,5,11,13,12,5
17-18,1,3,Minneapolis Public School District                ,289,10,WHITTIER INTERNATIONAL                            ,27,Hennepin                                          ,11,43.34,6.67,36.67,0,0,0,2,0,1,0,4,6.67,29.67,0,13,14,10,3,6.5,6.17,2,1.67,1,21,20.34,0,1,40,0,9,10,9.5,9.5,5.34
17-18,1,3,Minneapolis Public School District                ,291,10,HMONG INTERNATIONAL ACADEMY                       ,27,Hennepin                                          ,11,47.96,8.96,39,0,0,5.96,14,0,1,2,1,1,23,2,14,16,9,2,10.98,3,4.98,2,1,27,18.96,1,0,42,1,6,8,16.98,11,4.98
17-18,1,3,Minneapolis Public School District                ,293,10,CITYVIEW COMMUNITY                                ,27,Hennepin                                          ,11,29.29,8.8,20.49,0,0,0,2,0,0,1,2,7.8,16.49,1,9,13.49,5,1,3.8,3,3,0,1,13.99,14.3,0,0,38,1.99,5,5,5,10.3,2
17-18,1,3,Minneapolis Public School District                ,300,20,ANTHONY MIDDLE SCHOOL                             ,27,Hennepin                                          ,11,40.11,11.46,28.65,0,0,0,0,0,1.26,0.99,1,10.47,26.39,2.55,12,15.61,6.99,2.9,4.87,4.9,3.91,0.93,1.35,17.62,21.14,0,0,42,1.55,6.6,8.37,5.93,12.08,5.58
17-18,1,3,Minneapolis Public School District                ,309,20,ANWATIN MIDDLE COM & SPANISH D I                  ,27,Hennepin                                          ,11,42.43,15.36,27.07,0,0,1,1,2,1,1.8,2,10.56,23.07,1,12,11.53,12.2,3.71,4.59,4.76,3.6,1.04,0.6,16.46,24.54,0,0.83,42,1,2,9.67,13.76,7.57,8.43
17-18,1,3,Minneapolis Public School District                ,315,43,RONALD MCDONALD HOUSE                             ,27,Hennepin                                          ,11,0.85,0,0.85,0,0,0,0,0,0,0,0,0,0,0,5,0.85,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0.85
17-18,1,3,Minneapolis Public School District                ,316,20,NORTHEAST MIDDLE                                  ,27,Hennepin                                          ,11,39.94,17,22.94,0,1,0,0,1,0,1,2,15,19.94,1,12,10,8.94,5,9,5,2,0,1,24.94,14,0,0,41,0,6,6.94,9,15,3
17-18,1,3,Minneapolis Public School District                ,318,20,OLSON MIDDLE                                      ,27,Hennepin                                          ,11,26.1,9.6,16.5,0,0.73,0,0,0,1,2,3,7.6,11.77,2.37,8,13.93,5,1.57,3,2.6,0,0,1,19.1,6,0,0,39,4.4,3.8,4,2.73,9.17,2
17-18,1,3,Minneapolis Public School District                ,323,20,Justice Page Middle School                        ,27,Hennepin                                          ,11,46.99,15.55,31.44,0,0,0,2,1,0,1,1.97,13.55,27.47,1,9,14.33,17.84,2.85,5,4.97,1,1,1.01,24.76,21.22,0,0,38,0,3.36,13.41,17.24,10.98,2
17-18,1,3,Minneapolis Public School District                ,324,20,SANFORD MIDDLE                                    ,27,Hennepin                                          ,11,61.87,18.65,43.22,0,3.03,0,0,1,1,2,1,15.65,38.19,4,13,18.43,9.66,8.05,12.8,8.93,4,0,1,28.43,30.41,1.03,1,45,2.97,5.63,7.63,15.08,14.85,15.71
17-18,1,3,Minneapolis Public School District                ,327,20,Franklin Middle School                            ,27,Hennepin                                          ,11,27.95,13.88,14.07,0.9,0,1,1.99,0,0,1.99,5.61,9.99,6.47,0,5,16.08,7.88,3.99,0,0,0,0,1.99,20.48,5,0.48,0,38,2.59,6.01,2.99,9,5.88,1.48
17-18,1,3,Minneapolis Public School District                ,346,41,800 W Broadway                                    ,27,Hennepin                                          ,11,5.8,4.4,1.4,0,0,0,0,0,0,0,0,4.4,1.4,0,11,2,0.4,1,1.4,1,0,0,0,2,3.8,0,0,41,0,0,1.4,0,3.4,1
17-18,1,3,Minneapolis Public School District                ,347,32,FAIR Senior High                                  ,27,Hennepin                                          ,11,14.61,5.4,9.21,0,0,1,0.8,0,0,0,1,4.4,7.41,1.88,8,7.68,2.8,2.13,1,1,0,0,1,8.73,4.88,0,0,38,1,2.68,2.8,3.6,2.6,1.93
17-18,1,3,Minneapolis Public School District                ,348,43,MERC                                              ,27,Hennepin                                          ,11,4.2,2.6,1.6,0,0,0,0,0,0,0,0.6,0.6,0,0,1,0.6,0,0.6,0,0,0,0,0,0,0,0,0,40,0,0,1,1.6,1,0.6
17-18,1,3,Minneapolis Public School District                ,349,43,LORING-NICOLLET HIGH                              ,27,Hennepin                                          ,11,4,2.4,1.6,0,0,1,0,0,0,0,0,0,0.6,0,7,0.6,0,0,0,0,1,0,0,0,0,0,0,38,0,1.6,1,0.4,0,1
17-18,1,3,Minneapolis Public School District                ,352,32,EDISON SENIOR HIGH                                ,27,Hennepin                                          ,11,72.61,23.4,49.21,0,0,0,2,0,0,0,4,23.4,43.21,3,9,33.01,18.6,6.6,6.4,5,1,2,3,44.21,23.4,2,0,37,2,11,23.61,18.6,10.6,6.8
17-18,1,3,Minneapolis Public School District                ,353,41,Longfellow Alternative                            ,27,Hennepin                                          ,11,7.88,2,5.88,0,0,0,0,0,0,0,0,2,5.88,0,11,2.2,0,2.4,0.6,0.68,1,1,0,2.8,5.08,0,0,42,0,0,2,1.28,1.32,3.28
17-18,1,3,Minneapolis Public School District                ,354,32,HENRY SENIOR HIGH                                 ,27,Hennepin                                          ,11,82.24,29.84,52.4,1,1,0,4.8,0,0,0.8,5,28.04,41.6,3,14,23,14.6,11.2,12.64,13.4,4.4,3,3,39.4,36.84,3,0,44,3,12,7.6,21.4,20.44,17.8
17-18,1,3,Minneapolis Public School District                ,357,43,PLYMOUTH YOUTH CENTER                             ,27,Hennepin                                          ,11,10.29,5.44,4.85,0,0,0,1.01,0,0.91,0,1,2.54,0.93,0,4,3.2,2.62,1.54,0,0,0,0,0,0,0,0,0,38,0,0.3,3.86,3.68,0.53,1.92
17-18,1,3,Minneapolis Public School District                ,360,32,ROOSEVELT SENIOR HIGH                             ,27,Hennepin                                          ,11,64.15,27.27,36.88,0,0.6,0,0,1.8,1.4,2.2,2,22.67,32.88,3.6,9,22.2,19.6,4.01,8.2,7.54,1,0,2.6,31.11,29.04,0.8,0,38,3.4,9,17.13,18.24,10.58,5.8
17-18,1,3,Minneapolis Public School District                ,361,43,CENTER SCHOOL                                     ,27,Hennepin                                          ,11,4.2,0,4.2,0,0,0,0,0,0,0,0,0,2,0,1,2.8,0,0,0,0,0,0,0,0,0,0,0,36,0.4,2,1,0,0,0.8
17-18,1,3,Minneapolis Public School District                ,362,32,SOUTH SENIOR HIGH                                 ,27,Hennepin                                          ,11,105.15,47.1,58.05,1.4,2.4,2.8,5.6,0,1,2.4,1.8,40.5,47.25,0.8,15,17.14,27.5,5.4,23.2,12,13.4,3.51,2,46.85,55.3,0,1,45,0,11.04,14.8,25,30.8,23.51
17-18,1,3,Minneapolis Public School District                ,363,32,WELLSTONE INTERNATIONAL HIGH                      ,27,Hennepin                                          ,11,26,11,15,0,0,0,0,0,0,3,1,7,14,1,8,10,8,4,0,3,0,0,1,9,15,0,0,43,0,2,6,7,7,4
17-18,1,3,Minneapolis Public School District                ,364,32,SOUTHWEST SENIOR HIGH                             ,27,Hennepin                                          ,11,103.7,45.4,58.3,0,1,2,1,0,0,2,3.6,41.4,52.7,4,16,21.7,20,9.4,22.2,16.6,10,2.8,4,42,57.7,0,0,46,2,8.6,13,20.8,37.9,21.4
17-18,1,3,Minneapolis Public School District                ,368,32,WASHBURN SENIOR HIGH                              ,27,Hennepin                                          ,11,86,40.6,45.4,0,0,1.8,0,0,2,2.4,3,36.4,40.4,3.4,11,16.4,35.79,8.6,11.81,8.6,0.8,4,0.6,46.69,37.71,1,0,43,2,5.8,19.88,22.91,17.2,18.21
17-18,1,3,Minneapolis Public School District                ,373,43,MENLO PARK ACADEMY                                ,27,Hennepin                                          ,11,4.8,1.8,3,0,0,1,0,0,0,0,0,0.8,2,0,7,1.8,0,0,0,1,0,0,0,0,0,0,0,40,1,0,1.8,1,0,1
17-18,1,3,Minneapolis Public School District                ,375,32,NORTH ACADEMY SENIOR HIGH                         ,27,Hennepin                                          ,11,71.18,22.6,48.58,0,0,0,0,0,1,2,6.4,20.6,41.18,3,9,27.8,15.8,11.28,6.8,7.7,0,1.8,1,42.1,27.08,1,0,38,2,9.2,18,17.4,15.08,9.5
17-18,1,3,Minneapolis Public School District                ,380,50,TRANSITION PLUS SERVICES                          ,27,Hennepin                                          ,11,28.4,13,15.4,0,0,0,0,1,0,2,0,10,15.4,0,13,4,8.6,6,3.8,3,1,2,1,14.6,12.2,0.6,0,48,1,3,1,4.6,7.6,11.2
17-18,1,3,Minneapolis Public School District                ,382,50,HARRISON EDUCATION CENTER                         ,27,Hennepin                                          ,11,9,4,5,0,0,1,0,0,0,0,3,3,2,3,3,7,2,0,0,0,0,0,0,7,2,0,0,36,1,2,0,4,2,0
17-18,1,3,Minneapolis Public School District                ,390,33,Heritage STEM Academy                             ,27,Hennepin                                          ,11,12.1,6.1,6,0,0,0,0,0,0,1.97,1,4.13,5,0,8,5.74,3.93,0,1,1.43,0,0,0,7.53,4.57,0,0,50,1,0,2.77,0.8,1.8,5.73
17-18,1,3,Minneapolis Public School District                ,393,43,AMERICAN INDIAN OIC                               ,27,Hennepin                                          ,11,2.42,1.42,1,0,0,0,0,0,0,0,0,1.02,0,0,1,1.02,0,0,0,0,0,0,0,0,0,0,0,31,0,1,1.42,0,0,0
17-18,1,3,Minneapolis Public School District                ,415,46,MINNEAPOLIS ON LINE LEARNING                      ,27,Hennepin                                          ,11,2.84,1,1.84,0,0,0,0,0,0,0,0,1,1.84,0,15,1,0,0.84,0,0,1,0,0,1.84,1,0,0,46,0,0,1.84,0,0,1
17-18,1,3,Minneapolis Public School District                ,419,43,VOA HIGH SCHOOL                                   ,27,Hennepin                                          ,11,7.65,3.74,3.91,0,0,0,0,0,0,0.68,0,1,1.9,0,3,2.96,1.68,0,0,0,0,0,0,1,0,0,0,36,1,0.97,1.9,3.06,0.72,0
17-18,1,3,Minneapolis Public School District                ,504,82,ADULT CONTINUING EDUCATION                        ,27,Hennepin                                          ,11,36.3,8.8,27.5,0,0,0,1,0,0,0,0.4,8.8,26.1,1,11,8,11.9,5.4,5.4,2.8,2.8,0,4.2,17.9,14.2,0,0,46,0,2,1.2,12.7,8.6,11.8
17-18,1,3,Minneapolis Public School District                ,625,50,RIVER BEND EDUCATIONAL CENTER                     ,27,Hennepin                                          ,11,21.72,9.64,12.08,0,0,0,0,0,1,1,0,8.64,10.08,1,8,8.65,4.01,5.05,0,1,1.01,1,0,13.68,7.04,0,0,39,0,4.01,4.12,6.54,3,4.05
17-18,1,3,Minneapolis Public School District                ,685,77,STADIUM VIEW                                      ,27,Hennepin                                          ,11,8,6,2,1,0,0,0,0,0,1,0,4,2,0,17,0,3,1,1,1,1,1,0,3,4,0,1,48,0,1,1,0,3,3
17-18,1,3,Minneapolis Public School District                ,688,74,MPS METRO HA                                      ,27,Hennepin                                          ,11,3.93,0.86,3.07,0,0,0.86,0,0,0,0,1.05,0,2.02,0,17,1,0,0,2.07,0.86,0,0,0,1.05,2.02,0.86,0,49,0,0,0,1,1.88,1.05
17-18,1,3,Minneapolis Public School District                ,689,77,MPS METRO SJ                                      ,27,Hennepin                                          ,11,9,2,7,0,1,0,0,0,0.99,0,1,2,4.01,0,9,4.99,2,1,1.01,0,0,0,0,4,5,0,0,43,1,0,2,3,1,2
17-18,1,3,Minneapolis Public School District                ,697,77,MPS METRO C                                       ,27,Hennepin                                          ,11,7.11,2.04,5.07,0,0,0,0,0,0,0,0,2.04,5.07,0,21,0,0,0,2.07,4.04,1,0,0,3.04,4.07,0,0,54,0,0,0,1.03,2.99,3.09
17-18,1,3,Minneapolis Public School District                ,799,90,EDUCATIONAL SERVICE CENTER                        ,27,Hennepin                                          ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,6,0,2,0,0,0,0,0,0,1,0,1,0,47,0,0,1,0,1,0
17-18,1,3,Minneapolis Public School District                ,857,84,EARLY CHILDHOOD FAMILY EDUCATION                  ,27,Hennepin                                          ,11,27.5,0,27.5,0,2,0,1,0,2,0,2,0,20.5,4,13,7.7,4.5,2.7,5,4.6,1,2,0,11.7,15.8,0,0,44,1,2,3,4.7,11.8,5
17-18,1,3,Minneapolis Public School District                ,863,85,Early Childhood Education                         ,27,Hennepin                                          ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,63,0,0,0,0,0,2
