SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,AdminALL,Superintendent,AsstSuper,Principals,AsstPrinc,Director,OtherAdmin,Coord/Supv,SpEdProgCoord,VocFacil/Eval,OtherNonInstruct,Counselors,Media/Librarian,SchNurse,Psychologist,SocWorker,SpeechLangPath,TchrALL,PreK/ECFE,Kindgtn,GenElemEd,SpEdTchr,VocEdTchr,AllOtherTchr
04-05,0139,01,RUSH CITY,0 ,0,District Totals: ,13,CHISAGO,07E,3.27,1.00,0.00,2.00,0.00,0.27,0.00,0.00,0.00,0.00,0.78,1.00,1.83,0.00,1.37,0.00,1.00,56.17,1.17,2.00,20.00,4.97,0.34,27.69
04-05,0146,01,BARNESVILLE,0 ,0,District Totals: ,14,CLAY,04,3.50,1.00,0.00,2.00,0.00,0.50,0.00,0.00,0.00,0.00,0.17,1.00,1.00,0.00,0.27,0.47,1.00,46.81,0.00,2.33,16.00,6.61,0.68,21.19
04-05,0150,01,HAWLEY,0 ,0,District Totals: ,14,CLAY,04,3.17,1.00,0.00,2.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.23,0.34,1.00,57.15,0.00,2.33,18.66,6.80,1.01,28.35
04-05,0152,01,MOORHEAD,0 ,0,District Totals: ,14,CLAY,04,13.33,1.00,1.00,5.00,3.00,2.00,1.33,1.67,0.00,0.00,2.65,11.00,4.00,2.00,4.00,4.00,14.67,336.10,1.00,9.00,88.00,77.78,4.82,155.50
04-05,0160,70,MINNESOTA STATE ACADEMIES,0 ,0,District Totals: ,66,RICE,10,4.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,2.00,2.00,2.97,39.40,0.00,0.00,0.00,39.40,0.00,0.00
04-05,0162,01,BAGLEY,0 ,0,District Totals: ,15,CLEARWATER,02,6.00,1.00,0.00,2.00,1.00,1.00,1.00,0.00,0.00,0.00,1.87,2.00,1.00,0.00,0.50,0.00,2.60,81.52,0.77,4.00,22.00,13.60,3.00,38.15
04-05,0166,01,COOK COUNTY,0 ,0,District Totals: ,16,COOK,03,2.07,0.67,0.00,1.33,0.00,0.07,0.00,0.17,0.07,0.00,2.04,0.60,0.00,0.60,0.07,1.00,1.00,42.26,0.00,2.00,13.16,5.21,0.00,21.89
04-05,0173,01,MOUNTAIN LAKE,0 ,0,District Totals: ,17,COTTONWOOD,08,1.10,1.00,0.00,0.00,0.00,0.10,0.00,0.60,0.00,0.00,3.86,0.67,0.83,0.80,0.17,0.00,1.44,43.42,0.13,1.70,15.00,7.86,1.28,17.45
04-05,0177,01,WINDOM,0 ,0,District Totals: ,17,COTTONWOOD,08,3.30,1.00,0.00,2.00,0.00,0.30,0.00,0.40,0.20,0.00,2.00,2.00,1.50,1.00,1.00,2.00,2.00,73.75,0.33,1.50,16.00,14.81,1.07,40.04
04-05,0181,01,BRAINERD,0 ,0,District Totals: ,18,CROW WING,05,23.50,1.00,1.00,11.50,4.00,4.00,2.00,1.80,1.00,0.00,4.84,8.00,11.00,2.33,3.77,1.00,13.10,430.62,3.53,14.00,124.00,74.43,8.20,206.46
04-05,0182,01,CROSBY-IRONTON,0 ,0,District Totals: ,18,CROW WING,05,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.17,0.00,6.02,2.00,1.50,1.00,0.67,1.00,1.00,74.46,1.33,2.50,24.00,13.04,1.00,32.59
04-05,0186,01,PEQUOT LAKES,0 ,0,District Totals: ,18,CROW WING,05,5.00,1.00,0.00,3.00,0.00,1.00,0.00,0.50,0.17,0.00,1.00,2.00,0.67,1.00,0.90,1.00,1.00,81.18,0.83,2.00,24.15,13.26,2.00,38.94
04-05,0191,01,BURNSVILLE,0 ,0,District Totals: ,19,DAKOTA,11,30.50,1.00,1.00,16.00,5.00,2.00,5.50,2.00,1.00,0.00,12.00,10.83,6.50,10.14,11.83,4.00,25.84,656.50,5.10,35.50,206.17,117.50,7.00,285.23
04-05,0192,01,FARMINGTON,0 ,0,District Totals: ,19,DAKOTA,11,13.50,1.00,0.00,8.00,2.00,2.00,0.50,2.00,1.00,0.00,2.21,7.17,6.00,1.00,4.33,2.00,8.99,327.44,6.31,13.16,99.50,50.93,2.07,155.47
04-05,0194,01,LAKEVILLE,0 ,0,District Totals: ,19,DAKOTA,11,33.00,1.00,0.00,14.00,3.00,2.00,13.00,11.00,3.00,0.00,3.00,9.00,13.33,4.18,9.94,0.00,24.60,621.20,5.59,18.00,212.99,98.22,3.84,282.56
04-05,0195,01,RANDOLPH,0 ,0,District Totals: ,19,DAKOTA,11,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.80,32.68,0.00,1.00,10.00,3.00,0.60,18.08
04-05,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,0 ,0,District Totals: ,19,DAKOTA,11,47.50,1.00,0.00,30.00,14.50,2.00,0.00,8.80,3.40,0.00,51.21,28.63,28.00,30.55,28.47,14.80,71.37,"1,690.23",10.40,50.16,437.87,279.80,29.60,882.40
04-05,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,0 ,0,District Totals: ,19,DAKOTA,11,14.00,1.00,0.00,8.00,3.00,1.00,1.00,1.00,1.00,0.00,3.50,9.10,6.33,6.37,4.00,0.00,10.80,309.83,4.06,13.50,85.00,56.77,0.80,149.70
04-05,0199,01,INVER GROVE HEIGHTS SCHOOLS,0 ,0,District Totals: ,19,DAKOTA,11,11.00,1.00,0.00,6.00,1.00,2.00,1.00,1.00,0.00,0.00,1.00,6.00,6.00,2.00,2.50,1.00,10.50,214.73,1.00,6.50,59.00,38.50,0.00,109.73
04-05,0200,01,HASTINGS,0 ,0,District Totals: ,19,DAKOTA,11,14.00,1.00,0.00,7.00,4.00,2.00,0.00,2.67,0.00,0.00,0.51,7.00,5.00,1.00,3.00,2.50,8.90,260.59,2.00,9.00,67.10,35.90,2.80,143.79
04-05,0203,01,HAYFIELD,0 ,0,District Totals: ,20,DODGE,10,3.20,1.00,0.00,2.20,0.00,0.00,0.00,0.00,0.80,0.00,0.00,1.00,1.00,1.00,0.48,1.00,1.80,56.70,0.50,2.00,19.00,7.86,0.51,26.83
04-05,0204,01,KASSON-MANTORVILLE,0 ,0,District Totals: ,20,DODGE,10,4.50,1.00,0.00,3.00,0.00,0.50,0.00,1.00,1.00,0.00,1.00,3.00,2.00,1.00,0.97,2.00,3.77,106.72,0.00,4.00,39.38,11.07,0.66,51.61
04-05,0206,01,ALEXANDRIA,0 ,0,District Totals: ,21,DOUGLAS,04,11.59,1.00,1.00,5.99,2.00,1.00,0.60,0.50,1.00,0.00,2.44,5.00,5.99,1.00,2.08,6.91,9.24,262.27,1.60,9.00,76.63,45.30,4.00,125.74
04-05,0207,01,BRANDON,0 ,0,District Totals: ,21,DOUGLAS,04,2.00,0.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.20,0.00,0.00,0.20,0.40,0.70,20.91,0.96,1.00,6.00,1.81,0.00,11.14
04-05,0208,01,EVANSVILLE,0 ,0,District Totals: ,21,DOUGLAS,04,1.37,0.50,0.00,0.50,0.00,0.00,0.37,0.03,0.00,0.00,0.28,0.00,0.00,0.00,0.20,0.20,0.30,21.08,0.86,0.60,6.00,1.78,1.01,10.83
04-05,0213,01,OSAKIS,0 ,0,District Totals: ,21,DOUGLAS,04,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.07,0.00,0.00,1.44,1.00,0.50,0.00,0.30,0.40,0.83,42.85,0.57,1.00,13.65,4.90,0.67,22.06
04-05,0227,01,CHATFIELD,0 ,0,District Totals: ,55,OLMSTED,10,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,2.00,2.00,0.00,0.80,1.00,1.00,58.32,0.60,2.00,20.00,7.46,1.83,26.43
04-05,0229,01,LANESBORO,0 ,0,District Totals: ,23,FILLMORE,10,2.94,0.83,0.00,0.17,0.00,0.00,1.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.20,26.04,0.00,0.60,6.97,2.80,1.74,13.93
04-05,0238,01,MABEL-CANTON,0 ,0,District Totals: ,23,FILLMORE,10,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.00,0.00,0.00,0.20,1.00,0.40,28.57,0.67,0.73,5.33,3.01,0.45,18.38
04-05,0239,01,RUSHFORD-PETERSON,0 ,0,District Totals: ,23,FILLMORE,10,3.87,0.67,0.00,2.33,0.00,0.87,0.00,0.17,0.14,0.00,0.00,1.00,1.00,0.00,1.50,0.00,1.00,46.42,0.34,1.80,13.33,7.64,2.65,20.66
04-05,0241,01,ALBERT LEA,0 ,0,District Totals: ,24,FREEBORN,10,12.00,1.00,0.00,6.00,2.00,2.00,1.00,2.00,8.50,0.00,0.00,4.00,4.00,1.00,1.66,5.00,7.00,226.90,2.50,12.00,59.00,38.44,3.32,111.64
04-05,0242,01,ALDEN,0 ,0,District Totals: ,24,FREEBORN,10,1.63,0.83,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,2.54,0.67,1.00,0.00,0.20,0.50,1.00,28.83,0.93,2.00,8.50,2.97,0.84,13.59
04-05,0252,01,CANNON FALLS,0 ,0,District Totals: ,25,GOODHUE,10,3.73,1.00,0.00,2.00,0.00,0.73,0.00,0.00,0.60,0.00,0.00,2.00,2.00,1.00,1.00,1.60,1.80,90.07,1.56,2.00,27.00,11.94,1.00,46.57
04-05,0253,01,GOODHUE,0 ,0,District Totals: ,25,GOODHUE,10,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.40,0.00,0.85,1.00,0.66,0.27,0.20,0.87,1.00,37.49,0.33,1.50,13.00,4.08,0.84,17.74
04-05,0255,01,PINE ISLAND,0 ,0,District Totals: ,25,GOODHUE,10,4.00,1.00,0.00,3.00,0.00,0.00,0.00,0.50,1.00,0.00,0.50,3.00,1.00,0.43,0.69,0.00,1.80,85.55,1.80,4.00,22.50,7.19,2.42,47.64
04-05,0256,01,RED WING,0 ,0,District Totals: ,25,GOODHUE,10,11.99,1.00,0.00,4.00,1.00,1.82,4.17,1.00,1.40,0.00,1.00,0.00,3.00,1.00,2.79,4.47,6.00,150.84,1.06,5.50,43.00,27.08,4.28,69.92
04-05,0261,01,ASHBY,0 ,0,District Totals: ,26,GRANT,04,2.00,0.47,0.00,1.50,0.00,0.03,0.00,0.00,0.00,0.00,0.80,0.23,0.00,0.00,0.23,0.00,0.43,24.24,0.56,0.60,6.34,2.41,1.00,13.33
04-05,0264,01,HERMAN-NORCROSS,0 ,0,District Totals: ,26,GRANT,04,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.25,0.00,0.00,0.07,0.00,0.18,16.55,0.80,1.00,4.93,1.66,0.00,8.16
04-05,0270,01,HOPKINS,0 ,0,District Totals: ,27,HENNEPIN,11,17.80,1.00,0.00,9.00,5.00,2.00,0.80,0.00,9.33,1.00,18.60,17.00,10.70,10.00,5.58,15.72,16.21,482.54,2.97,13.00,135.00,89.36,8.76,233.45
04-05,0271,01,BLOOMINGTON,0 ,0,District Totals: ,27,HENNEPIN,11,27.00,1.00,1.00,15.00,7.00,2.00,1.00,5.00,0.00,0.00,16.50,17.00,16.34,1.00,7.98,16.90,15.75,611.34,9.00,28.51,203.56,80.18,1.67,288.42
04-05,0272,01,EDEN PRAIRIE,0 ,0,District Totals: ,27,HENNEPIN,11,21.00,1.00,0.00,8.00,4.00,2.00,6.00,1.00,0.00,0.00,5.80,11.20,7.00,6.63,5.40,8.80,18.43,554.45,8.20,23.00,164.00,86.17,5.32,267.76
04-05,0273,01,EDINA,0 ,0,District Totals: ,27,HENNEPIN,11,22.00,1.00,1.00,9.00,4.00,3.00,4.00,3.50,0.00,0.00,7.50,9.00,9.00,6.17,8.00,9.00,14.00,425.35,5.83,13.00,145.70,45.37,0.72,214.73
04-05,0276,01,MINNETONKA,0 ,0,District Totals: ,27,HENNEPIN,11,20.50,1.00,2.00,9.00,6.00,2.00,0.50,3.60,0.00,0.00,5.13,10.00,9.00,6.13,1.99,10.00,12.23,452.67,5.75,20.50,123.00,63.01,1.00,239.41
04-05,0277,01,WESTONKA,0 ,0,District Totals: ,27,HENNEPIN,11,8.67,1.00,0.00,4.00,1.67,2.00,0.00,2.00,0.00,0.00,4.42,4.00,4.00,1.00,4.00,3.00,3.60,134.47,0.61,6.00,41.33,23.41,0.83,62.29
04-05,0278,01,ORONO,0 ,0,District Totals: ,27,HENNEPIN,11,9.00,1.00,0.00,4.00,1.00,2.00,1.00,1.50,0.00,0.00,0.00,2.50,2.50,1.00,3.00,2.00,4.00,133.68,0.00,7.50,37.50,17.50,0.80,70.38
04-05,0279,01,OSSEO,0 ,0,District Totals: ,27,HENNEPIN,11,50.00,0.00,4.00,27.00,11.00,8.00,0.00,4.50,6.15,0.00,24.68,29.10,31.50,3.00,15.97,17.48,43.81,"1,205.35",12.50,47.83,387.17,203.63,28.94,525.28
04-05,0280,01,RICHFIELD,0 ,0,District Totals: ,27,HENNEPIN,11,12.00,1.00,1.00,5.00,4.00,1.00,0.00,0.00,2.50,0.00,6.50,5.00,4.00,1.00,3.00,6.00,4.00,272.00,0.00,9.50,61.38,46.70,2.00,152.42
04-05,0281,01,ROBBINSDALE,0 ,0,District Totals: ,27,HENNEPIN,11,33.00,1.00,0.00,18.00,8.00,3.00,3.00,1.44,0.00,0.00,25.14,18.00,16.00,4.50,11.47,12.57,11.90,754.65,12.87,29.50,245.84,110.81,6.19,349.44
04-05,0282,01,ST. ANTHONY-NEW BRIGHTON,0 ,0,District Totals: ,27,HENNEPIN,11,6.40,1.00,0.00,3.00,0.00,1.40,1.00,0.70,0.00,0.00,0.97,3.20,2.00,1.20,1.60,0.00,1.50,88.97,0.00,3.00,22.39,9.55,0.00,54.03
04-05,0283,01,ST. LOUIS PARK,0 ,0,District Totals: ,27,HENNEPIN,11,13.85,0.00,1.00,7.00,2.00,2.00,1.85,2.00,0.00,0.00,2.33,6.00,6.50,2.33,0.00,10.50,11.49,273.09,7.29,9.00,75.83,49.65,2.00,129.32
04-05,0284,01,WAYZATA,0 ,0,District Totals: ,27,HENNEPIN,11,22.00,0.00,0.00,11.00,4.00,2.00,5.00,3.00,2.00,0.00,13.51,7.00,11.00,4.00,3.80,14.40,11.70,488.79,4.86,19.16,166.93,60.12,2.65,235.07
04-05,0286,01,BROOKLYN CENTER,0 ,0,District Totals: ,27,HENNEPIN,11,6.00,1.00,1.00,3.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,2.00,1.00,0.00,3.00,1.50,109.30,0.00,6.00,31.50,12.00,0.00,59.80
04-05,0287,06,INTERMEDIATE SCHOOL DISTRICT 287,0 ,0,District Totals: ,27,HENNEPIN,11,7.83,1.00,1.00,1.00,1.00,1.00,2.83,5.80,25.66,4.00,1.77,1.73,0.00,0.83,2.07,16.26,13.43,296.64,0.00,0.00,0.00,158.36,45.85,92.43
