SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,AdminALL,Superintendent,AsstSuper,Principals,AsstPrinc,Director,OtherAdmin,Coord/Supv,SpEdProgCoord,VocFacil/Eval,OtherNonInstruct,Counselors,Media/Librarian,SchNurse,Psychologist,SocWorker,SpeechLangPath,TchrALL,PreK/ECFE,Kindgtn,GenElemEd,SpEdTchr,VocEdTchr,AllOtherTchr
04-05,0294,01,HOUSTON,0 ,0,District Totals: ,28,HOUSTON,10,4.97,1.00,0.00,2.80,0.00,1.17,0.00,0.46,0.83,0.00,1.43,1.43,0.23,0.60,1.00,0.00,1.00,52.57,0.13,1.06,20.25,7.69,0.00,23.44
04-05,0297,01,SPRING GROVE,0 ,0,District Totals: ,28,HOUSTON,10,2.10,1.00,0.00,1.00,0.00,0.10,0.00,0.13,0.16,0.00,0.17,0.00,0.78,0.00,0.20,0.80,0.63,25.74,0.13,1.00,8.00,2.30,0.00,14.31
04-05,0299,01,CALEDONIA,0 ,0,District Totals: ,28,HOUSTON,10,4.29,1.00,0.00,2.16,0.00,1.13,0.00,0.56,0.56,0.00,0.17,1.50,1.01,1.00,1.30,0.00,0.60,65.82,0.80,2.00,12.00,11.92,2.31,36.79
04-05,0300,01,LACRESCENT-HOKAH,0 ,0,District Totals: ,28,HOUSTON,10,5.20,1.00,0.00,3.00,0.00,1.20,0.00,0.00,0.23,0.00,0.00,2.60,1.66,2.00,1.30,1.20,2.00,87.26,1.50,2.60,22.50,15.75,1.00,43.91
04-05,0306,01,LAPORTE,0 ,0,District Totals: ,29,HUBBARD,02,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.00,0.17,0.00,0.67,27.94,0.54,1.00,6.00,5.58,0.84,13.98
04-05,0308,01,NEVIS,0 ,0,District Totals: ,29,HUBBARD,02,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,1.00,40.61,1.00,1.00,11.00,4.83,1.32,21.46
04-05,0309,01,PARK RAPIDS,0 ,0,District Totals: ,29,HUBBARD,02,6.50,1.00,0.00,3.00,0.00,2.00,0.50,0.00,0.00,0.00,0.17,2.00,1.83,0.67,1.27,0.00,2.00,102.33,3.00,3.00,26.00,18.10,3.44,48.79
04-05,0314,01,BRAHAM,0 ,0,District Totals: ,30,ISANTI,07E,3.33,1.00,0.00,2.00,0.00,0.00,0.33,0.57,0.39,0.00,0.33,1.33,0.53,0.50,0.47,1.00,2.00,58.83,0.70,2.00,17.63,7.24,0.50,30.76
04-05,0316,01,GREENWAY,0 ,0,District Totals: ,31,ITASCA,03,4.00,1.00,0.00,3.00,0.00,0.00,0.00,0.27,0.00,0.00,1.49,2.00,2.50,1.00,0.80,0.00,1.60,85.66,2.20,5.00,15.59,15.69,0.50,46.68
04-05,0317,01,DEER RIVER,0 ,0,District Totals: ,31,ITASCA,03,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,4.21,1.00,1.00,1.00,1.00,0.00,1.57,73.19,1.84,3.63,22.36,10.64,0.17,34.55
04-05,0318,01,GRAND RAPIDS,0 ,0,District Totals: ,31,ITASCA,03,14.33,1.00,1.00,7.00,3.00,2.33,0.00,0.33,1.00,0.00,1.50,6.36,2.17,1.00,2.00,0.00,6.17,222.23,2.97,6.00,58.99,34.91,5.41,113.95
04-05,0319,01,NASHWAUK-KEEWATIN,0 ,0,District Totals: ,31,ITASCA,03,2.03,0.70,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,2.21,0.00,1.00,0.00,0.00,0.00,1.00,42.52,0.00,1.00,12.17,9.47,1.63,18.25
04-05,0330,01,HERON LAKE-OKABENA,0 ,0,District Totals: ,32,JACKSON,08,1.66,1.00,0.00,0.00,0.00,0.33,0.33,0.00,0.10,0.00,0.00,0.00,0.00,0.07,0.13,0.94,0.33,26.64,0.07,1.00,6.00,2.90,1.98,14.69
04-05,0332,01,MORA,0 ,0,District Totals: ,33,KANABEC,07E,5.00,1.00,0.00,3.00,0.00,0.00,1.00,1.00,0.70,0.00,3.21,2.00,3.00,1.00,0.77,2.00,2.67,117.83,0.00,5.00,43.00,14.51,1.43,53.89
04-05,0333,01,OGILVIE,0 ,0,District Totals: ,33,KANABEC,07E,3.25,1.00,0.00,2.00,0.00,0.25,0.00,0.00,0.36,0.00,1.00,1.00,1.00,0.00,0.23,0.00,1.00,48.27,1.00,2.00,14.00,5.98,1.18,24.11
04-05,0345,01,NEW LONDON-SPICER,0 ,0,District Totals: ,34,KANDIYOHI,06E,4.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.67,0.00,0.78,1.83,2.00,1.00,0.73,1.97,2.00,105.21,1.17,2.00,34.56,14.33,2.41,50.74
04-05,0347,01,WILLMAR,0 ,0,District Totals: ,34,KANDIYOHI,06E,14.00,1.00,0.00,5.00,2.00,1.00,5.00,0.97,4.54,1.00,4.80,6.00,3.53,1.83,3.40,7.00,8.10,314.31,5.53,9.50,77.00,55.76,5.40,161.12
04-05,0356,01,LANCASTER,0 ,0,District Totals: ,35,KITTSON,01,1.36,0.33,0.00,1.00,0.00,0.03,0.00,0.10,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,18.79,0.30,0.60,5.97,2.00,0.67,9.25
04-05,0361,01,INTERNATIONAL FALLS,0 ,0,District Totals: ,36,KOOCHICHING,03,4.50,1.00,0.00,2.00,0.00,1.50,0.00,0.00,0.00,0.00,2.00,0.00,1.67,1.00,0.50,1.00,2.00,76.27,0.73,4.00,21.67,10.30,2.17,37.40
04-05,0362,01,LITTLEFORK-BIG FALLS,0 ,0,District Totals: ,36,KOOCHICHING,03,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,1.00,0.00,0.00,0.00,0.70,22.13,0.50,2.07,6.09,2.01,0.20,11.26
04-05,0363,01,SOUTH KOOCHICHING,0 ,0,District Totals: ,36,KOOCHICHING,03,4.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.17,0.00,0.80,43.04,0.87,2.00,11.00,4.83,0.68,23.66
04-05,0371,01,BELLINGHAM,0 ,0,District Totals: ,37,LAC QUI PARLE,06W,1.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,9.03,0.40,0.60,6.50,0.33,0.00,1.20
04-05,0378,01,DAWSON-BOYD,0 ,0,District Totals: ,37,LAC QUI PARLE,06W,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.50,0.00,0.00,1.00,1.50,41.48,0.00,1.34,13.00,6.91,1.60,18.63
04-05,0381,01,LAKE SUPERIOR,0 ,0,District Totals: ,38,LAKE,03,8.00,1.00,0.00,4.00,1.00,1.00,1.00,0.50,0.37,0.00,0.00,2.00,1.00,1.00,1.00,0.00,1.00,110.20,0.00,2.00,32.00,17.40,1.45,57.35
04-05,0382,52,NORTHWEST RGN INTRDST COUNCIL,0 ,0,District Totals: ,45,MARSHALL,01,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,1.00,3.70,4.16,0.00,0.00,0.00,4.16,0.00,0.00
04-05,0390,01,LAKE OF THE WOODS,0 ,0,District Totals: ,39,LAKE OF THE WOODS,02,2.00,0.50,0.00,1.50,0.00,0.00,0.00,0.14,0.00,0.00,1.00,0.00,0.67,0.00,0.37,1.33,1.00,43.81,0.70,1.00,12.00,7.00,0.00,23.11
04-05,0391,01,CLEVELAND PUBLIC SCHOOL,0 ,0,District Totals: ,40,LESUEUR,09,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.69,0.84,0.33,0.00,0.20,0.00,0.50,28.64,0.50,2.00,9.33,4.24,0.50,12.07
04-05,0392,01,LECENTER,0 ,0,District Totals: ,40,LESUEUR,09,2.70,0.70,0.00,1.00,1.00,0.00,0.00,0.40,0.10,0.00,0.75,0.67,0.67,0.00,0.30,1.00,1.00,44.59,0.50,2.00,14.00,5.58,0.80,21.71
04-05,0394,01,MONTGOMERY-LONSDALE,0 ,0,District Totals: ,40,LESUEUR,09,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.66,0.00,0.00,0.57,1.00,1.00,1.00,0.00,2.00,2.00,61.89,1.70,2.00,19.00,7.72,1.65,29.82
04-05,0397,52,LAKE AGASSIZ SP. ED. COOP.,0 ,0,District Totals: ,03,BECKER,04,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,3.00,0.00,0.00,0.00,3.00,0.00,0.00
04-05,0398,52,MIDWEST SP. ED. COOP.,0 ,0,District Totals: ,75,STEVENS,04,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,3.57,0.00,0.00,0.00,2.57,1.00,0.00
04-05,0402,01,HENDRICKS,0 ,0,District Totals: ,41,LINCOLN,08,1.50,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.50,17.37,0.60,1.00,10.50,2.60,0.00,2.67
04-05,0403,01,IVANHOE,0 ,0,District Totals: ,41,LINCOLN,08,1.50,0.33,0.00,0.17,0.00,0.00,1.00,0.00,0.00,0.00,0.68,0.60,0.00,0.00,0.00,0.00,0.10,15.41,0.00,0.00,0.00,2.00,0.20,13.21
04-05,0404,01,LAKE BENTON,0 ,0,District Totals: ,41,LINCOLN,08,0.83,0.33,0.00,0.50,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.13,0.00,0.00,0.17,0.06,0.40,17.77,0.06,1.00,5.00,1.09,0.40,10.22
04-05,0409,01,TYLER,0 ,0,District Totals: ,41,LINCOLN,08,1.30,0.30,0.00,1.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.60,0.50,0.00,0.13,0.20,0.00,18.49,0.57,0.00,0.00,1.32,1.60,15.00
04-05,0411,01,BALATON,0 ,0,District Totals: ,42,LYON,08,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.47,9.77,0.00,1.00,6.00,0.83,0.00,1.94
04-05,0413,01,MARSHALL,0 ,0,District Totals: ,42,LYON,08,6.00,0.00,0.00,3.00,2.00,1.00,0.00,0.00,0.00,0.00,1.52,4.00,1.67,4.00,1.00,0.00,3.00,154.39,3.16,7.00,39.00,22.61,0.84,81.78
04-05,0414,01,MINNEOTA,0 ,0,District Totals: ,42,LYON,08,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.50,0.00,0.17,0.72,0.96,36.49,0.80,2.00,11.00,3.67,1.00,18.02
04-05,0415,01,LYND,0 ,0,District Totals: ,42,LYON,08,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.20,0.00,0.13,13.01,0.33,1.00,7.50,1.11,0.00,3.07
04-05,0417,01,TRACY,0 ,0,District Totals: ,42,LYON,08,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.67,0.00,0.00,1.00,1.00,1.00,0.83,0.53,0.00,0.33,56.43,0.00,3.00,12.00,7.37,2.40,31.66
04-05,0418,01,RUSSELL,0 ,0,District Totals: ,42,LYON,08,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.34,0.00,0.00,0.00,0.10,0.23,0.10,10.58,0.36,0.00,0.34,1.11,0.00,8.77
04-05,0423,01,HUTCHINSON,0 ,0,District Totals: ,43,MCLEOD,06E,10.00,1.00,1.00,4.00,3.00,1.00,0.00,1.00,1.00,0.00,0.69,6.00,2.00,1.00,2.00,1.00,4.33,183.05,0.57,7.00,57.50,25.97,1.61,90.40
04-05,0424,01,LESTER PRAIRIE,0 ,0,District Totals: ,43,MCLEOD,06E,2.93,0.00,1.00,0.83,1.00,0.10,0.00,0.07,0.00,0.00,0.17,1.00,0.67,0.00,0.30,0.40,0.50,31.66,0.33,1.00,9.00,2.04,0.00,19.29
04-05,0432,01,MAHNOMEN,0 ,0,District Totals: ,44,MAHNOMEN,02,4.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.40,0.00,2.50,61.00,0.00,3.00,17.00,9.00,2.28,29.72
04-05,0435,01,WAUBUN,0 ,0,District Totals: ,44,MAHNOMEN,02,4.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,1.76,1.07,0.99,0.00,0.37,0.00,1.00,52.28,1.00,3.00,15.00,6.13,1.00,26.15
04-05,0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,0 ,0,District Totals: ,45,MARSHALL,01,2.99,1.00,0.00,1.66,0.00,0.33,0.00,0.50,0.00,0.00,0.00,0.40,0.00,0.60,0.00,0.00,0.99,30.92,0.40,2.00,7.00,5.24,0.66,15.62
04-05,0447,01,GRYGLA,0 ,0,District Totals: ,45,MARSHALL,01,1.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,18.89,0.00,1.00,6.00,1.33,1.33,9.23
04-05,0458,01,TRUMAN,0 ,0,District Totals: ,46,MARTIN,09,2.83,1.00,0.00,1.00,0.00,0.83,0.00,0.03,0.00,0.00,2.07,0.00,0.50,0.00,0.00,1.00,0.67,23.44,0.93,1.00,8.50,2.29,0.70,10.02
04-05,0463,01,EDEN VALLEY-WATKINS,0 ,0,District Totals: ,47,MEEKER,06E,4.00,0.83,0.00,1.67,0.00,1.17,0.33,0.00,0.00,0.00,1.69,0.83,0.33,0.60,0.00,0.00,2.00,57.01,0.27,3.00,18.00,10.09,0.33,25.32
04-05,0465,01,LITCHFIELD,0 ,0,District Totals: ,47,MEEKER,06E,5.60,1.00,0.00,3.00,1.00,0.60,0.00,1.00,0.00,0.00,1.67,2.00,2.00,1.00,0.00,1.50,4.00,123.16,1.44,3.50,33.68,16.52,1.40,66.62
04-05,0466,01,DASSEL-COKATO,0 ,0,District Totals: ,47,MEEKER,07W,7.40,1.00,0.00,4.00,1.00,0.40,1.00,1.00,0.00,0.00,1.83,1.00,4.00,1.00,0.00,4.00,2.50,129.96,0.00,4.50,44.00,15.48,1.87,64.11
04-05,0473,01,ISLE,0 ,0,District Totals: ,48,MILLE LACS,07E,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.10,0.00,1.00,0.00,0.83,0.00,0.23,0.00,1.00,37.72,0.27,2.10,12.92,3.90,0.66,17.87
04-05,0477,01,PRINCETON,0 ,0,District Totals: ,48,MILLE LACS,07E,10.00,1.00,0.00,4.00,3.00,2.00,0.00,0.83,0.33,0.00,1.18,4.00,4.00,1.00,1.20,1.00,6.19,189.76,1.66,6.50,57.49,25.70,3.26,95.15
04-05,0480,01,ONAMIA,0 ,0,District Totals: ,48,MILLE LACS,07E,4.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.87,1.00,2.00,62.17,0.84,3.00,15.00,10.31,2.13,30.89
04-05,0482,01,LITTLE FALLS,0 ,0,District Totals: ,49,MORRISON,05,7.00,1.00,0.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,2.77,0.00,1.00,1.23,6.75,5.40,159.27,0.00,7.00,37.88,36.84,3.80,73.75
04-05,0484,01,PIERZ,0 ,0,District Totals: ,49,MORRISON,05,3.60,1.00,0.00,2.00,0.00,0.60,0.00,0.00,0.00,0.00,0.17,1.00,2.00,1.00,0.23,2.23,2.03,68.55,1.00,3.00,18.00,10.38,2.32,33.85
04-05,0485,01,ROYALTON,0 ,0,District Totals: ,49,MORRISON,05,3.23,1.00,0.00,2.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.34,1.50,2.04,45.97,0.00,1.50,13.50,7.30,1.51,22.16
04-05,0486,01,SWANVILLE,0 ,0,District Totals: ,49,MORRISON,05,1.50,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.17,0.80,0.33,26.83,0.00,1.00,7.68,2.77,0.00,15.38
04-05,0487,01,UPSALA,0 ,0,District Totals: ,49,MORRISON,05,1.60,0.50,0.00,1.00,0.00,0.10,0.00,0.07,0.00,0.00,0.68,0.00,0.67,0.00,0.27,0.90,1.00,29.30,0.00,0.67,9.00,4.27,0.00,15.36
04-05,0492,01,AUSTIN,0 ,0,District Totals: ,50,MOWER,10,11.50,1.00,0.00,6.00,2.50,1.50,0.50,2.00,4.50,0.00,3.53,5.00,2.67,0.00,3.01,3.00,7.50,268.31,4.17,9.00,63.00,45.12,7.17,139.85
04-05,0495,01,GRAND MEADOW,0 ,0,District Totals: ,50,MOWER,10,2.20,1.00,0.00,1.00,0.00,0.20,0.00,0.10,0.00,0.00,1.61,0.51,0.63,0.00,0.00,1.00,0.50,24.87,0.54,1.00,7.00,4.31,1.42,10.60
04-05,0497,01,LYLE,0 ,0,District Totals: ,50,MOWER,10,3.17,1.00,0.00,1.00,1.00,0.17,0.00,0.03,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.17,23.65,1.00,0.50,7.00,2.17,0.53,12.45
04-05,0499,01,LEROY,0 ,0,District Totals: ,50,MOWER,10,2.23,0.50,0.00,1.50,0.00,0.23,0.00,0.53,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.50,27.75,0.63,1.00,7.60,3.67,0.80,14.05
04-05,0500,01,SOUTHLAND,0 ,0,District Totals: ,50,MOWER,10,3.40,1.00,0.00,2.00,0.00,0.40,0.00,0.30,0.00,0.00,2.30,1.00,0.99,0.00,0.00,1.00,1.40,46.66,1.13,2.00,10.34,7.39,0.84,24.96
04-05,0505,01,FULDA,0 ,0,District Totals: ,51,MURRAY,08,3.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,1.87,0.33,1.00,0.90,0.40,1.00,1.00,37.11,0.00,2.00,10.50,5.68,1.19,17.74
04-05,0507,01,NICOLLET,0 ,0,District Totals: ,52,NICOLLET,09,1.00,0.50,0.00,0.33,0.00,0.17,0.00,0.00,0.00,0.00,0.51,0.70,0.00,0.00,0.30,1.00,0.50,22.16,0.50,1.00,6.33,3.32,0.00,11.01
04-05,0508,01,ST. PETER,0 ,0,District Totals: ,52,NICOLLET,09,6.27,1.00,0.00,2.67,1.60,1.00,0.00,0.67,0.20,0.00,0.00,3.00,2.50,1.00,1.17,4.83,3.93,126.50,2.14,6.00,35.00,24.61,0.00,58.75
04-05,0511,01,ADRIAN,0 ,0,District Totals: ,53,NOBLES,08,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,1.00,0.60,0.00,0.33,1.00,1.00,47.28,0.86,2.00,14.68,4.14,0.57,25.03
04-05,0513,01,BREWSTER,0 ,0,District Totals: ,53,NOBLES,08,0.94,0.27,0.00,0.50,0.00,0.17,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.27,11.63,0.33,1.50,6.00,1.17,0.00,2.63
04-05,0514,01,ELLSWORTH,0 ,0,District Totals: ,53,NOBLES,08,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.60,19.07,0.00,1.00,5.00,1.84,0.00,11.23
04-05,0516,01,ROUND LAKE,0 ,0,District Totals: ,53,NOBLES,08,0.70,0.23,0.00,0.47,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.27,12.50,0.00,0.00,0.00,1.00,0.00,11.50
04-05,0518,01,WORTHINGTON,0 ,0,District Totals: ,53,NOBLES,08,10.00,1.00,0.00,3.00,4.00,2.00,0.00,0.00,0.00,1.00,2.44,4.80,3.00,1.00,1.00,0.00,4.00,166.24,0.00,8.00,35.73,31.03,1.67,89.81
04-05,0531,01,BYRON,0 ,0,District Totals: ,55,OLMSTED,10,4.50,1.00,0.00,3.00,0.00,0.50,0.00,0.50,1.00,0.00,0.00,3.00,1.00,1.00,0.69,1.00,3.00,91.34,0.00,3.00,31.00,13.33,0.67,43.34
04-05,0533,01,DOVER-EYOTA,0 ,0,District Totals: ,55,OLMSTED,10,4.03,1.00,0.00,2.00,0.00,0.03,1.00,0.60,0.07,0.00,0.66,1.00,1.00,1.00,0.70,0.50,1.00,68.24,0.54,4.00,22.00,9.31,0.67,31.72
04-05,0534,01,STEWARTVILLE,0 ,0,District Totals: ,55,OLMSTED,10,5.20,1.00,0.00,2.47,1.13,0.60,0.00,1.60,0.00,0.00,0.40,3.00,1.83,1.00,1.19,1.00,2.60,95.31,0.50,3.00,31.00,13.74,3.20,43.87
04-05,0535,01,ROCHESTER,0 ,0,District Totals: ,55,OLMSTED,10,39.00,1.00,0.00,21.00,12.00,3.00,2.00,5.60,0.00,0.00,28.78,31.24,17.73,3.00,9.00,12.53,23.13,950.99,0.00,38.00,270.85,132.39,28.44,481.31
04-05,0542,01,BATTLE LAKE,0 ,0,District Totals: ,56,OTTER TAIL,04,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,1.00,1.00,0.00,0.50,0.00,0.57,36.81,0.67,2.00,12.00,3.67,1.20,17.27
04-05,0544,01,FERGUS FALLS,0 ,0,District Totals: ,56,OTTER TAIL,04,6.49,1.00,0.00,2.99,1.00,1.00,0.50,0.70,0.00,0.00,4.83,3.99,2.15,1.00,2.47,0.00,8.77,185.42,4.12,6.50,49.00,30.31,3.99,91.50
04-05,0545,01,HENNING,0 ,0,District Totals: ,56,OTTER TAIL,04,0.80,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,1.10,0.00,0.00,0.00,0.30,0.20,0.60,26.62,0.14,1.40,7.84,3.85,0.00,13.39
04-05,0547,01,PARKERS PRAIRIE,0 ,0,District Totals: ,56,OTTER TAIL,04,2.00,0.50,0.00,1.50,0.00,0.00,0.00,0.00,0.20,0.00,0.07,0.67,0.00,0.00,0.40,0.00,1.00,40.70,0.56,1.00,11.00,5.68,0.66,21.80
04-05,0548,01,PELICAN RAPIDS,0 ,0,District Totals: ,56,OTTER TAIL,04,4.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.36,1.40,1.67,0.00,0.77,0.00,1.40,81.06,0.73,3.00,21.00,8.06,1.94,46.33
04-05,0549,01,PERHAM,0 ,0,District Totals: ,56,OTTER TAIL,04,5.17,1.00,0.00,2.94,0.00,0.40,0.83,0.47,0.43,0.00,0.54,2.00,1.84,1.00,0.80,2.00,3.40,102.73,2.60,4.30,25.17,16.34,3.04,51.28
04-05,0550,01,UNDERWOOD,0 ,0,District Totals: ,56,OTTER TAIL,04,2.67,1.00,0.00,1.00,0.00,0.67,0.00,0.07,0.00,0.00,0.00,0.00,0.77,0.00,0.27,0.50,0.80,34.53,0.60,2.50,11.00,3.05,0.00,17.38
04-05,0553,01,NEW YORK MILLS,0 ,0,District Totals: ,56,OTTER TAIL,04,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,1.33,1.00,0.00,0.20,0.20,1.50,50.40,0.10,2.00,16.00,7.93,1.44,22.93
04-05,0561,01,GOODRIDGE,0 ,0,District Totals: ,57,PENNINGTON,01,1.50,0.50,0.00,1.00,0.00,0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,16.86,0.00,0.60,5.83,1.01,0.54,8.88
04-05,0564,01,THIEF RIVER FALLS,0 ,0,District Totals: ,57,PENNINGTON,01,9.00,1.00,0.00,3.00,3.00,1.00,1.00,0.00,0.00,0.00,3.50,4.00,3.00,0.00,1.00,1.00,4.00,132.33,2.83,5.00,29.50,20.47,2.67,71.86
04-05,0577,01,WILLOW RIVER,0 ,0,District Totals: ,58,PINE,07E,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.50,0.67,0.17,0.00,0.50,34.58,0.75,2.00,11.00,4.03,0.67,16.13
04-05,0578,01,PINE CITY,0 ,0,District Totals: ,58,PINE,07E,3.53,1.00,0.00,2.00,0.00,0.20,0.33,1.00,0.00,0.00,0.23,1.83,2.00,1.00,1.80,0.00,2.00,107.54,1.00,6.00,33.45,13.71,0.29,53.09
04-05,0581,01,EDGERTON,0 ,0,District Totals: ,59,PIPESTONE,08,1.40,0.40,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.70,0.00,1.00,24.80,0.50,1.00,6.00,2.32,0.68,14.30
04-05,0584,01,RUTHTON,0 ,0,District Totals: ,59,PIPESTONE,08,1.30,0.30,0.00,1.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.50,0.00,0.07,0.37,1.00,20.73,0.57,2.00,10.00,2.23,0.00,5.93
04-05,0592,01,CLIMAX,0 ,0,District Totals: ,60,POLK,01,2.00,0.50,0.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.30,0.60,1.00,19.30,0.37,0.60,5.68,2.48,0.00,10.17
04-05,0593,01,CROOKSTON,0 ,0,District Totals: ,60,POLK,01,5.00,0.83,0.00,2.83,0.00,1.17,0.17,0.00,1.00,0.23,4.04,1.00,0.00,1.00,0.50,0.00,2.00,95.00,2.60,2.50,25.00,17.98,4.24,42.68
04-05,0595,01,EAST GRAND FORKS,0 ,0,District Totals: ,60,POLK,01,7.83,1.00,0.00,4.00,1.83,1.00,0.00,2.00,0.00,0.00,3.06,3.27,4.02,1.00,1.56,2.00,3.52,112.27,0.40,5.00,31.06,14.60,2.69,58.52
04-05,0599,01,FERTILE-BELTRAMI,0 ,0,District Totals: ,60,POLK,01,2.67,1.00,0.00,1.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.66,1.00,0.00,0.50,0.00,1.00,40.10,0.00,1.00,12.99,6.82,2.12,17.17
04-05,0600,01,FISHER,0 ,0,District Totals: ,60,POLK,01,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,1.00,0.17,0.00,0.10,0.00,0.83,22.06,1.00,0.83,6.00,3.40,0.17,10.66
04-05,0601,01,FOSSTON,0 ,0,District Totals: ,60,POLK,01,3.90,1.00,0.00,2.00,0.00,0.17,0.73,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.40,0.00,1.60,49.42,0.33,1.00,14.00,6.86,1.72,25.51
04-05,0611,01,CYRUS,0 ,0,District Totals: ,61,POPE,04,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.07,0.12,0.20,6.20,0.20,0.66,3.99,0.55,0.00,0.80
04-05,0621,01,MOUNDS VIEW,0 ,0,District Totals: ,62,RAMSEY,11,23.50,1.00,1.00,14.00,2.00,2.00,3.50,1.00,0.00,0.00,8.41,12.00,7.66,4.00,7.97,13.70,16.00,609.22,9.69,21.30,173.22,107.87,17.52,279.62
04-05,0622,01,NORTH ST PAUL-MAPLEWOOD,0 ,0,District Totals: ,62,RAMSEY,11,27.00,1.00,0.00,14.00,7.00,2.00,3.00,5.80,4.79,0.00,8.70,18.20,13.94,6.77,8.00,11.77,24.83,616.36,2.54,20.94,161.00,93.53,14.12,324.23
