SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTchr,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
15-16,85,1,SPRINGFIELD PUBLIC SCHOOL DISTRICT                ,0,0,Totals                                            ,8,Brown                                             ,9,42.77,15.19,27.58,0,0,0,0,0,0,0,0,15.19,27.18,4.6,12,13.58,5.18,4.9,7.1,5,5.61,1,0,29.96,10.93,0,1,38,6.96,7.62,7.37,5.51,11.88,3.43
15-16,85,1,SPRINGFIELD PUBLIC SCHOOL DISTRICT                ,1,33,SPRINGFIELD SECONDARY                             ,8,Brown                                             ,9,21.62,9.44,12.18,0,0,0,0,0,0,0,0,9.44,11.78,2.6,12,7.83,1.8,2.9,3.08,4,1.61,0,0,12.31,7.91,0,1,36,4.55,3.28,3.2,4.3,5.44,0.85
15-16,85,1,SPRINGFIELD PUBLIC SCHOOL DISTRICT                ,2,10,SPRINGFIELD ELEMENTARY                            ,8,Brown                                             ,9,21.15,5.75,15.4,0,0,0,0,0,0,0,0,5.75,15.4,2,13,5.75,3.38,2,4.02,1,4,1,0,17.65,3.02,0,0,41,2.41,4.34,4.17,1.21,6.44,2.58
15-16,88,1,NEW ULM PUBLIC SCHOOL DISTRICT                    ,0,0,NEW ULM PUBLIC SCHOOL DISTRICT                    ,8,Brown                                             ,9,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,7,0,0.2,0,0,0,0,0,0,0,0,0,0,29,0,0.2,0,0,0,0
15-16,88,1,NEW ULM PUBLIC SCHOOL DISTRICT                    ,0,0,Totals                                            ,8,Brown                                             ,9,133.5,34,99.5,0,0,0,0,0,0,0,0,34,99.5,6,14,32.1,23.04,13.91,11.47,26.81,15.73,6,0.44,101.31,31.13,0,0.2,41,7,12.2,19,36.09,39.81,19.4
15-16,88,1,NEW ULM PUBLIC SCHOOL DISTRICT                    ,20,10,JEFFERSON ELEMENTARY                              ,8,Brown                                             ,9,49.92,7,42.92,0,0,0,0,0,0,0,0,7,42.92,1.5,15,13.5,7,4.87,3,9.05,8.5,2,0,40.33,9.5,0,0,41,3,7.5,5,11.37,16.05,7
15-16,88,1,NEW ULM PUBLIC SCHOOL DISTRICT                    ,30,10,WASHINGTON ELEMENTARY                             ,8,Brown                                             ,9,28.11,5.33,22.78,0,0,0,0,0,0,0,0,5.33,22.78,0,15,7.33,7,2.73,2,2.05,3,2,0,22.06,6,0,0,42,1,1.33,6,8.23,8.55,3
15-16,88,1,NEW ULM PUBLIC SCHOOL DISTRICT                    ,50,33,NEW ULM HIGH SCHOOL                               ,8,Brown                                             ,9,52.85,21.67,31.18,0,0,0,0,0,0,0,0,21.67,31.18,4.5,15,11.17,8,6.24,6.4,15.04,4,2,0,37.37,15.4,0,0,41,3,3.17,8,15.24,14.04,9.4
15-16,88,1,NEW ULM PUBLIC SCHOOL DISTRICT                    ,90,85,NEW ULM SCHOOL READINESS PROGRAM                  ,8,Brown                                             ,9,0.67,0,0.67,0,0,0,0,0,0,0,0,0,0.67,0,22,0,0,0,0,0.67,0,0,0,0.67,0,0,0,50,0,0,0,0,0.67,0
15-16,88,1,NEW ULM PUBLIC SCHOOL DISTRICT                    ,100,85,LEARNING TOGETHER                                 ,8,Brown                                             ,9,0.57,0,0.57,0,0,0,0,0,0,0,0,0,0.57,0,8,0,0.57,0,0,0,0,0,0,0.57,0,0,0,36,0,0,0,0.57,0,0
15-16,88,1,NEW ULM PUBLIC SCHOOL DISTRICT                    ,110,85,TOGETHER WE GROW                                  ,8,Brown                                             ,9,0.23,0,0.23,0,0,0,0,0,0,0,0,0,0.23,0,26,0,0,0,0,0,0.23,0,0,0,0.23,0,0,48,0,0,0,0,0.23,0
15-16,88,1,NEW ULM PUBLIC SCHOOL DISTRICT                    ,120,84,NEW ULM ECFE                                      ,8,Brown                                             ,9,0.95,0,0.95,0,0,0,0,0,0,0,0,0,0.95,0,6,0.1,0.27,0.07,0.07,0,0,0,0.44,0.31,0,0,0.2,40,0,0,0,0.68,0.27,0
15-16,91,1,BARNUM PUBLIC SCHOOL DISTRICT                     ,0,0,BARNUM PUBLIC SCHOOL DISTRICT                     ,9,Carlton                                           ,3,1.13,0.18,0.95,0,0,0,0,0,0,0,0,0.18,0.95,0,10,0.12,0.67,0.18,0.16,0,0,0,0,0,0.02,0,0,42,0,0,0.02,0.43,0,0.68
15-16,91,1,BARNUM PUBLIC SCHOOL DISTRICT                     ,0,0,Totals                                            ,9,Carlton                                           ,3,53.29,15.43,37.86,0,0,0,0,0,0,0,0,15.43,37.86,1,13,5.52,14.68,14.44,7.16,8.99,1.5,1,0,15.91,36.27,0,0,40,1,7.7,10.03,20.34,9.03,5.19
15-16,91,1,BARNUM PUBLIC SCHOOL DISTRICT                     ,1,10,BARNUM ELEMENTARY                                 ,9,Carlton                                           ,3,28.73,4.5,24.23,0,0,0,0,0,0,0,0,4.5,24.23,0,13,2.4,9,8.5,4,3,0.83,1,0,10.23,18.5,0,0,39,0,6.7,5,11.2,3.33,2.5
15-16,91,1,BARNUM PUBLIC SCHOOL DISTRICT                     ,2,33,BARNUM SECONDARY                                  ,9,Carlton                                           ,3,23.43,10.75,12.68,0,0,0,0,0,0,0,0,10.75,12.68,1,14,3,5.01,5.76,3,5.99,0.67,0,0,5.68,17.75,0,0,40,1,1,5.01,8.71,5.7,2.01
15-16,93,1,CARLTON PUBLIC SCHOOL DISTRICT                    ,0,0,CARLTON PUBLIC SCHOOL DISTRICT                    ,9,Carlton                                           ,3,0.47,0.18,0.29,0,0,0,0,0,0,0,0,0.18,0.29,0,12,0.1,0.07,0.18,0.12,0,0,0,0,0,0.08,0,0,43,0,0,0,0.43,0,0.04
15-16,93,1,CARLTON PUBLIC SCHOOL DISTRICT                    ,0,0,Totals                                            ,9,Carlton                                           ,3,35.62,10.58,25.04,0,0,0,0,0,0.6,0,0,10.58,24.44,1,14,11.91,6.43,0.78,3.96,6.37,1,5.17,0,25.12,10.11,0,0,43,2,7.97,1,4.53,9.21,10.91
15-16,93,1,CARLTON PUBLIC SCHOOL DISTRICT                    ,1,33,CARLTON SECONDARY                                 ,9,Carlton                                           ,3,17.97,8.4,9.57,0,0,0,0,0,0.6,0,0,8.4,8.97,0,15,5.37,4.2,0.6,0.83,3.8,0,3.17,0,12.94,5.03,0,0,42,0,5.37,1,2,4.83,4.77
15-16,93,1,CARLTON PUBLIC SCHOOL DISTRICT                    ,2,10,SOUTH TERRACE ELEMENTARY                          ,9,Carlton                                           ,3,17.18,2,15.18,0,0,0,0,0,0,0,0,2,15.18,1,15,6.44,2.16,0,3.01,2.57,1,2,0,12.18,5,0,0,46,2,2.6,0,2.1,4.38,6.1
15-16,94,1,CLOQUET PUBLIC SCHOOL DISTRICT                    ,0,0,CLOQUET PUBLIC SCHOOL DISTRICT                    ,9,Carlton                                           ,3,0.78,0.18,0.6,0,0,0,0,0,0,0,0,0.18,0.6,0,10,0.11,0.34,0.18,0.15,0,0,0,0,0.07,0,0,0,40,0,0,0.01,0.7,0,0.07
15-16,94,1,CLOQUET PUBLIC SCHOOL DISTRICT                    ,0,0,Totals                                            ,9,Carlton                                           ,3,161.76,49.81,111.95,4.27,3.8,0,0,0,0,0,0,45.54,108.15,3.5,14,32.5,26.03,30.72,27.37,26.14,11,8,0,69.6,91.25,0,0.2,42,6.01,16.9,23.61,49.59,39.9,25.75
15-16,94,1,CLOQUET PUBLIC SCHOOL DISTRICT                    ,101,10,CHURCHILL ELEMENTARY                              ,9,Carlton                                           ,3,33.88,4,29.88,1,1,0,0,0,0,0,0,3,28.88,1,14,9.33,4.47,9,5.07,5.01,1,0,0,16.88,17,0,0,42,1.5,7.83,4,10.01,9.06,1.48
15-16,94,1,CLOQUET PUBLIC SCHOOL DISTRICT                    ,103,41,CLOQUET AREA ALT. ED. PROGRAMS                    ,9,Carlton                                           ,3,6.2,3,3.2,0,0,0,0,0,0,0,0,3,3.2,0,9,2.2,2,0,1,1,0,0,0,4.2,2,0,0,37,0,0,3.2,1,1,1
15-16,94,1,CLOQUET PUBLIC SCHOOL DISTRICT                    ,105,10,WASHINGTON ELEMENTARY                             ,9,Carlton                                           ,3,42.63,7.99,34.64,1,0,0,0,0,0,0,0,6.99,34.64,0.5,15,4.36,5.99,7.27,10.01,8,4,3,0,16.62,26.01,0,0,43,0.87,2,5,13.77,15.99,5
15-16,94,1,CLOQUET PUBLIC SCHOOL DISTRICT                    ,108,41,CAAEP EXTENDED DAY PROGRAM                        ,9,Carlton                                           ,3,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0.8,0.8,1,0.8,0,0,0,0,0,0,0,0.8,0,0,0,22,0.8,0,0,0,0,0
15-16,94,1,CLOQUET PUBLIC SCHOOL DISTRICT                    ,201,20,CLOQUET MIDDLE                                    ,9,Carlton                                           ,3,33.74,10.84,22.9,1.07,1.8,0,0,0,0,0,0,9.77,21.1,0.4,14,7.3,5.03,5.07,5.41,6.93,2,2,0,14.9,18.64,0,0.2,41,1.24,3.87,5,9.18,4.85,9.6
15-16,94,1,CLOQUET PUBLIC SCHOOL DISTRICT                    ,202,32,CLOQUET SENIOR                                    ,9,Carlton                                           ,3,43.73,23.8,19.93,1.2,1,0,0,0,0,0,0,22.6,18.93,0.8,15,8.4,8.2,9.2,5.73,5.2,4,3,0,16.13,27.6,0,0,43,1.6,3.2,6.4,14.93,9,8.6
15-16,95,1,CROMWELL-WRIGHT PUBLIC SCHOOLS                    ,0,0,CROMWELL-WRIGHT PUBLIC SCHOOLS                    ,9,Carlton                                           ,3,0.67,0.18,0.49,0,0,0,0,0,0,0,0,0.18,0.49,0,9,0.11,0,0.48,0.08,0,0,0,0,0.3,0,0,0,40,0,0,0.01,0.36,0,0.3
15-16,95,1,CROMWELL-WRIGHT PUBLIC SCHOOLS                    ,0,0,Totals                                            ,9,Carlton                                           ,3,22.45,7.53,14.92,0,0,0,0,0,0,0,0,7.53,14.92,0.8,11,4.34,4.09,2.48,8.58,1.94,1.02,0,0,12.93,9.03,0,0,40,0,3.38,2.83,7.98,6.95,1.31
15-16,95,1,CROMWELL-WRIGHT PUBLIC SCHOOLS                    ,10,10,CROMWELL-WRIGHT ELEMENTARY                        ,9,Carlton                                           ,3,12.09,1.5,10.59,0,0,0,0,0,0,0,0,1.5,10.59,0,11,1.67,1.59,2,6.5,0.33,0,0,0,5.97,6,0,0,36,0,2.14,1,5.62,3.33,0
15-16,95,1,CROMWELL-WRIGHT PUBLIC SCHOOLS                    ,20,33,CROMWELL-WRIGHT SECONDARY                         ,9,Carlton                                           ,3,9.69,5.85,3.84,0,0,0,0,0,0,0,0,5.85,3.84,0.8,12,2.56,2.5,0,2,1.61,1.02,0,0,6.66,3.03,0,0,42,0,1.24,1.82,2,3.62,1.01
15-16,97,1,MOOSE LAKE PUBLIC SCHOOL DISTRICT                 ,0,0,MOOSE LAKE PUBLIC SCHOOL DISTRICT                 ,9,Carlton                                           ,3,0.36,0.18,0.18,0,0,0,0,0,0,0,0,0.18,0.18,0,9,0.14,0.05,0.08,0.09,0,0,0,0,0.08,0,0,0,40,0,0,0.04,0.31,0,0.01
15-16,97,1,MOOSE LAKE PUBLIC SCHOOL DISTRICT                 ,0,0,Totals                                            ,9,Carlton                                           ,3,44.02,13.01,31.01,0,0,0,1,0,0,0,0,13.01,29.78,1,12,6.04,10.5,10.14,6.09,3.03,2.99,4,0,15.64,27.77,0,0,39,0,8.88,4.9,13.61,9.19,7.44
15-16,97,1,MOOSE LAKE PUBLIC SCHOOL DISTRICT                 ,10,33,MOOSE LAKE SECONDARY                              ,9,Carlton                                           ,3,20.02,9.13,10.89,0,0,0,0,0,0,0,0,9.13,10.66,0,10,2.2,9.14,4.56,2.7,0.2,0.99,0,0,8.12,11.57,0,0,37,0,6.11,2.36,7.27,4.08,0.2
15-16,97,1,MOOSE LAKE PUBLIC SCHOOL DISTRICT                 ,20,10,MOOSE LAKE ELEMENTARY                             ,9,Carlton                                           ,3,23.64,3.7,19.94,0,0,0,1,0,0,0,0,3.7,18.94,1,16,3.7,1.31,5.5,3.3,2.83,2,4,0,7.44,16.2,0,0,43,0,2.77,2.5,6.03,5.11,7.23
15-16,99,1,ESKO PUBLIC SCHOOL DISTRICT                       ,0,0,ESKO PUBLIC SCHOOL DISTRICT                       ,9,Carlton                                           ,3,4.56,0.18,4.38,0,0,0,0,0,0,0,0,0.18,4.38,0,14,0.1,1.21,0.88,0.37,2,0,0,0,3,1,0,0,42,0,0.2,0.01,2.26,1,1.09
15-16,99,1,ESKO PUBLIC SCHOOL DISTRICT                       ,0,0,Totals                                            ,9,Carlton                                           ,3,70.19,20.16,50.03,0,0,0,1,0,0,0,0,20.16,49.03,0,15,11.71,10.19,14.98,13.34,11.98,5.99,1,0,23.58,45.95,0,0,41,2,8.21,8.58,28.35,16.96,6.09
15-16,99,1,ESKO PUBLIC SCHOOL DISTRICT                       ,1,33,LINCOLN SECONDARY                                 ,9,Carlton                                           ,3,31.63,15.61,16.02,0,0,0,1,0,0,0,0,15.61,15.02,0,15,4.92,3.61,6.1,5,9,3,0,0,7.52,24.01,0,0,41,0,1.32,4.2,14.11,9,3
15-16,99,1,ESKO PUBLIC SCHOOL DISTRICT                       ,30,10,WINTERQUIST ELEMENTARY                            ,9,Carlton                                           ,3,34,4.37,29.63,0,0,0,0,0,0,0,0,4.37,29.63,0,16,6.69,5.37,8,7.97,0.98,2.99,1,0,13.06,20.94,0,0,41,2,6.69,4.37,11.98,6.96,2
15-16,100,1,WRENSHALL PUBLIC SCHOOL DISTRICT                  ,0,0,WRENSHALL PUBLIC SCHOOL DISTRICT                  ,9,Carlton                                           ,3,0.78,0.18,0.6,0,0,0,0,0,0,0,0,0.18,0.6,0,12,0.1,0,0.08,0.1,0.5,0,0,0,0.5,0,0,0,44,0,0,0,0.26,0,0.52
15-16,100,1,WRENSHALL PUBLIC SCHOOL DISTRICT                  ,0,0,Totals                                            ,9,Carlton                                           ,3,24.19,8.03,16.16,0,0,0,0,0,0,0,0,8.03,16.16,0,14,4.14,6.34,4.53,5.74,1.41,1.03,1,0,13.6,10.21,0,0,40,0,3.36,3.8,7.72,7.72,1.59
15-16,100,1,WRENSHALL PUBLIC SCHOOL DISTRICT                  ,1,10,WRENSHALL ELEMENTARY                              ,9,Carlton                                           ,3,10.92,2.16,8.76,0,0,0,0,0,0,0,0,2.16,8.76,0,13,3.7,1.35,1.29,4,0.07,0.51,0,0,7.63,3.29,0,0,38,0,2.76,1.42,2.16,4.51,0.07
15-16,100,1,WRENSHALL PUBLIC SCHOOL DISTRICT                  ,2,33,WRENSHALL SECONDARY                               ,9,Carlton                                           ,3,12.49,5.69,6.8,0,0,0,0,0,0,0,0,5.69,6.8,0,14,0.34,4.99,3.16,1.64,0.84,0.52,1,0,5.47,6.92,0,0,41,0,0.6,2.38,5.3,3.21,1
15-16,108,1,CENTRAL PUBLIC SCHOOL DISTRICT                    ,0,0,CENTRAL PUBLIC SCHOOL DISTRICT                    ,10,Carver                                            ,11,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0.4,0,16,0,0,0.3,0,0.1,0,0,0,0,0,0,0,46,0,0,0,0.3,0.1,0
15-16,108,1,CENTRAL PUBLIC SCHOOL DISTRICT                    ,0,0,Totals                                            ,10,Carver                                            ,11,67.98,18.94,49.04,0,0,0,0,0,0,0,0,18.94,49.04,2,14,14.7,16.97,9.67,9.54,6.1,7,3,0,26.44,41.14,0,0,39,4,10,12.17,18.11,17.1,6.6
15-16,108,1,CENTRAL PUBLIC SCHOOL DISTRICT                    ,20,32,CENTRAL SENIOR HIGH                               ,10,Carver                                            ,11,20,10.6,9.4,0,0,0,0,0,0,0,0,10.6,9.4,0.6,17,2.2,4.4,2.2,2,3,2.4,2.8,0,6,14,0,0,41,0.6,2.4,2.8,5,5.4,3.8
15-16,108,1,CENTRAL PUBLIC SCHOOL DISTRICT                    ,30,20,CENTRAL MIDDLE                                    ,10,Carver                                            ,11,15.04,4,11.04,0,0,0,0,0,0,0,0,4,11.04,0.4,15,5,1.57,0.4,4.27,2,1.6,0.2,0,5.57,9.47,0,0,39,1.4,2.6,2.37,3.87,4.6,0.2
15-16,108,1,CENTRAL PUBLIC SCHOOL DISTRICT                    ,40,10,CENTRAL ELEMENTARY                                ,10,Carver                                            ,11,32.54,4.34,28.2,0,0,0,0,0,0,0,0,4.34,28.2,1,12,7.5,11,6.77,3.27,1,3,0,0,14.87,17.67,0,0,38,2,5,7,8.94,7,2.6
15-16,110,1,WACONIA PUBLIC SCHOOL DISTRICT                    ,0,0,WACONIA PUBLIC SCHOOL DISTRICT                    ,10,Carver                                            ,11,11.67,0,11.67,0,0,0,0,0,0,0,0,0,11.67,2,12,3.5,1.5,3,1.17,2.5,0,0,0,7.67,4,0,0,39,0,3,1.5,4.17,2.5,0.5
15-16,110,1,WACONIA PUBLIC SCHOOL DISTRICT                    ,0,0,Totals                                            ,10,Carver                                            ,11,234.57,71.72,162.85,1,0,0,1,0,2.54,0,0,70.72,159.31,8.88,12,50.72,65.35,45.31,27.27,21.49,10.02,10.36,0,102.97,131.6,0,0,37,15.28,44.52,44.36,60.66,50.71,19.04
15-16,110,1,WACONIA PUBLIC SCHOOL DISTRICT                    ,110,10,SOUTHVIEW ELEMENTARY                              ,10,Carver                                            ,11,39.66,9.02,30.64,0,0,0,0,0,2,0,0,9.02,28.64,2,12,11.65,9.99,10.02,1,3,1,3,0,17.98,21.68,0,0,38,5,5.65,6.99,12.02,5,5
15-16,110,1,WACONIA PUBLIC SCHOOL DISTRICT                    ,120,10,BAYVIEW ELEMENTARY                                ,10,Carver                                            ,11,45.64,9.49,36.15,0,0,0,0,0,0,0,0,9.49,36.15,1.51,11,15.49,8.16,6,5.99,6,0,2,0,21.14,24.5,0,0,35,4.99,10.49,5,8.16,13,4
15-16,110,1,WACONIA PUBLIC SCHOOL DISTRICT                    ,220,20,CLEARWATER MIDDLE                                 ,10,Carver                                            ,11,70.61,23.21,47.4,0,0,0,1,0,0.54,0,0,23.21,45.86,1.37,12,8.25,24.11,16.29,8.54,3.99,3.35,4.03,0,24.1,46.51,0,0,39,1.33,12.51,13.24,20.35,15.97,7.21
15-16,110,1,WACONIA PUBLIC SCHOOL DISTRICT                    ,310,32,WACONIA SENIOR HIGH                               ,10,Carver                                            ,11,61.07,29,32.07,1,0,0,0,0,0,0,0,28,32.07,2,13,9.87,19.67,10,9.53,6,4.67,1.33,0,28.2,32.87,0,0,36,2,12.87,16.67,15,12.2,2.33
15-16,110,1,WACONIA PUBLIC SCHOOL DISTRICT                    ,601,41,WACONIA ALTERNATIVE LEARNING CENTER               ,10,Carver                                            ,11,5.8,0.96,4.84,0,0,0,0,0,0,0,0,0.96,4.84,0,10,1.92,1.92,0,1,0,0.96,0,0,3.84,1.96,0,0,33,1.92,0,0.96,0.96,1.96,0
15-16,110,1,WACONIA PUBLIC SCHOOL DISTRICT                    ,602,41,WACONIA AREA LEARNING CENTER SS/AS                ,10,Carver                                            ,11,0.12,0.04,0.08,0,0,0,0,0,0,0,0,0.04,0.08,0,15,0.04,0,0,0.04,0,0.04,0,0,0.04,0.08,0,0,40,0.04,0,0,0,0.08,0
15-16,111,1,WATERTOWN-MAYER PUBLIC SCHOOL DIST.               ,0,0,WATERTOWN-MAYER PUBLIC SCHOOL DIST.               ,10,Carver                                            ,11,0.23,0,0.23,0,0,0,0,0,0,0,0,0,0.23,0,12,0,0,0.23,0,0,0,0,0,0.23,0,0,0,33,0,0,0.23,0,0,0
15-16,111,1,WATERTOWN-MAYER PUBLIC SCHOOL DIST.               ,0,0,Totals                                            ,10,Carver                                            ,11,102.63,27.39,75.24,0,0,0,1.02,1,0,0,0,26.39,74.22,1.33,14,24.14,20.53,22.39,16.46,7.07,1.99,7.05,0,54.1,48.53,0,0,39,7.73,19.48,11.12,33,18.38,12.92
15-16,111,1,WATERTOWN-MAYER PUBLIC SCHOOL DIST.               ,837,10,WATERTOWN-MAYER PRIMARY SCHOOL                    ,10,Carver                                            ,11,13.15,0.5,12.65,0,0,0,0,0,0,0,0,0.5,12.65,0,14,1.42,3,3.73,2.5,1,0,0.5,0,10.65,2.5,0,0,41,0,2.42,1.5,6,1.73,1.5
15-16,111,1,WATERTOWN-MAYER PUBLIC SCHOOL DIST.               ,839,10,WATERTOWN-MAYER ELEMENTARY SCHOOL                 ,10,Carver                                            ,11,36.9,6.01,30.89,0,0,0,0,0,0,0,0,6.01,30.89,0,16,8,7.85,8.03,7,1,0,5.02,0,16.29,20.61,0,0,43,2,4,3,14.62,7.26,6.02
15-16,111,1,WATERTOWN-MAYER PUBLIC SCHOOL DIST.               ,841,20,WATERTOWN-MAYER MIDDLE                            ,10,Carver                                            ,11,22.32,6.72,15.6,0,0,0,1.02,0,0,0,0,6.72,14.58,0.34,11,6.39,6.02,5.4,2.31,0.53,0.67,1,0,12.41,9.91,0,0,35,2.4,6.73,3.06,5.73,2.2,2.2
15-16,111,1,WATERTOWN-MAYER PUBLIC SCHOOL DIST.               ,842,32,WATERTOWN MAYER HIGH                              ,10,Carver                                            ,11,30.03,14.16,15.87,0,0,0,0,1,0,0,0,13.16,15.87,0.99,15,8.33,3.66,5,4.65,4.54,1.32,0.53,0,14.52,15.51,0,0,39,3.33,6.33,3.33,6.65,7.19,3.2
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,0,0,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,10,Carver                                            ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,25,0,0,0,0,1,0,1,0,0,1,0,1,59,0,0,0,0,0,2
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,0,0,Totals                                            ,10,Carver                                            ,11,584.77,135.63,449.14,0,0,0,4.24,0,5.8,0,0,135.63,439.1,17.05,14,113.48,91.86,118.45,111.99,101.95,23.91,16.12,0,160.81,375.62,5,43.34,41,31.28,54.59,90.82,174.31,165.91,67.86
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,60,32,CHASKA HIGH SCHOOL                                ,10,Carver                                            ,11,72.43,25.56,46.87,0,0,0,1.28,0,2.4,0,0,25.56,43.19,2.32,14,13.12,12.08,14.58,17.88,9.75,3,1.42,0,15.4,44.96,2,10.07,40,1,9.72,11.16,23.89,23.64,3.02
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,61,20,CHASKA MIDDLE SCHOOL EAST                         ,10,Carver                                            ,11,37.96,13.93,24.03,0,0,0,0.04,0,0.4,0,0,13.93,23.59,0,13,11.53,6.04,8.02,5.19,3.17,2,0,0,14.95,19.04,0.17,3.8,38,1.51,6,9.62,11.59,7.21,2.03
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,62,20,CHASKA MIDDLE SCHOOL WEST                         ,10,Carver                                            ,11,46.69,18.78,27.91,0,0,0,0.04,0,0,0,0,18.78,27.87,1,13,11.01,9.64,9.01,6.8,9.23,1,0,0,10.4,29.24,1.83,5.22,40,0.16,7.6,9.2,17.47,9.26,3
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,63,20,PIONEER RIDGE MIDDLE SCHOOL                       ,10,Carver                                            ,11,37.59,11.39,26.2,0,0,0,0,0,0,0,0,11.39,26.2,2,16,8.03,5.23,6,6.5,7.84,2.99,1,0,11.43,18.77,0,7.39,41,4,5.03,5.23,9.99,8.52,4.82
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,64,32,CHANHASSEN HIGH SCHOOL                            ,10,Carver                                            ,11,87.68,32.34,55.34,0,0,0,0.88,0,0,0,0,32.34,54.46,3.36,15,12.72,14.86,12.2,21.52,17.46,3.92,1.6,0,17.68,57.84,1,11.16,42,5.04,3.68,11.8,29.58,29.46,8.12
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,65,41,INTEGRATED ARTS ACADEMY                           ,10,Carver                                            ,11,6,1,5,0,0,0,0,0,0,0,0,1,5,0,12,1,3,0,1,1,0,0,0,3,3,0,0,39,0,0,4,1,0,1
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,66,41,112 ALC MIDDLE SCHOOL                             ,10,Carver                                            ,11,2.7,2.1,0.6,0,0,0,0,0,0,0,0,2.1,0.6,0,7,2,0.2,0,0.5,0,0,0,0,1.6,0.4,0,0.7,33,0,1,1.2,0,0.5,0
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,69,50,STEPS TOWARD ADULT RESPONSIBILITY                 ,10,Carver                                            ,11,4.33,0,4.33,0,0,0,0,0,0,0,0,0,4.33,0,17,1,1,0,0.33,1,0,1,0,0,4.33,0,0,45,0,0,1,0.33,2,1
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,102,85,FAMILY LEARNING CTR SCH READINESS                 ,10,Carver                                            ,11,8.06,0,8.06,0,0,0,0,0,0,0,0,0,8.06,0,13,2.83,0,1.23,2,2,0,0,0,5.83,2.23,0,0,43,1,0.83,0,1.43,3.8,1
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,103,84,FAMILY LEARNING CENTER PARENT EDUCA               ,10,Carver                                            ,11,1.2,0,1.2,0,0,0,0,0,0,0,0,0,1.2,0,8,0,1.2,0,0,0,0,0,0,0,1.2,0,0,50,0,0,0,0,1.2,0
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,501,10,LA ACADEMIA                                       ,10,Carver                                            ,11,16.97,0.6,16.37,0,0,0,1,0,2,0,0,0.6,13.37,2,9,9.03,2.57,3.1,0.27,1,0,1,0,11.17,5.8,0,0,37,3.6,4,3.1,0,5.27,1
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,505,10,CHASKA ELEMENTARY                                 ,10,Carver                                            ,11,37.91,3.93,33.98,0,0,0,0,0,0,0,0,3.93,33.98,1,15,8.84,5,4.57,8.5,6.5,3,0.5,0,11.04,24.87,0,2,44,3.77,1.93,4,4.37,18.34,5.5
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,506,10,CHANHASSEN ELEMENTARY                             ,10,Carver                                            ,11,33.8,5.83,27.97,0,0,0,0,0,0,0,0,5.83,27.97,0.8,13,6.3,3.5,9.5,4,10.5,0,0,0,9.3,24.5,0,0,41,1,3.3,6,8.5,7.5,7.5
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,507,10,EAST UNION ELEMENTARY                             ,10,Carver                                            ,11,9.78,1.77,8.01,0,0,0,0,0,0,0,0,1.77,8.01,0,15,0,2,3.77,2.54,1.47,0,0,0,1.24,6.54,0,2,42,0,0,1,5.77,2.74,0.27
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,508,50,EARLY CHILDHOOD SPECIAL EDUCATION                 ,10,Carver                                            ,11,10.29,0,10.29,0,0,0,0,0,0,0,0,0,10.29,0,12,1,3,3.43,1.33,1.53,0,0,0,1,9.29,0,0,40,0,1,1,6.49,0.8,1
15-16,112,1,EASTERN CARVER COUNTY PUBLIC SCHOOL               ,509,10,KINDERGARTEN CENTER                               ,10,Carver                                            ,11,7.64,0.4,7.24,0,0,0,0,0,0,0,0,0.4,7.24,1,15,2.57,0.57,0.3,0.7,2.5,0,1,0,3.77,3.87,0,0,39,1.4,1,1.04,0,2.2,2
