districtNumber,districtType,districtName,year,change
2534,01,Bird Island-Olivia-Lake Lillian,2017,0.0386266094420601
2536,01,Granada Huntley-East Chain,2017,0.118705035971223
2580,01,East Central School District,2017,0.0281879194630872
2609,01,Win-E-Mac School District,2017,0.120582120582121
2683,01,Greenbush-Middle River School Dist.,2017,-0.16012084592145
2687,01,Howard Lake-Waverly-Winsted,2017,0.0577235772357724
2689,01,Pipestone Area School District,2017,0.00963222416812609
2711,01,Mesabi East School District,2017,0.0796370967741935
2752,01,Fairmont Area School District,2017,0.0282965478211658
2753,01,Long Prairie-Grey Eagle School Dist,2017,0.0236220472440945
2754,01,Cedar Mountain School District,2017,-0.0295983086680761
2769,01,Morris Area Public Schools,2017,-0.0272904483430799
2805,01,Zumbrota-Mazeppa School District,2017,0.0130718954248366
2835,01,Janesville-Waldorf-Pemberton,2017,0.0412371134020619
2853,01,Lac Qui Parle Valley School Dist.,2017,0.0841463414634146
2854,01,Ada-Borup Public School District,2017,0.0796019900497512
2856,01,Stephen-Argyle Central Schools,2017,0.0328947368421053
2859,01,Glencoe-Silver Lake School District,2017,0.0158924205378973
2860,01,Blue Earth Area Public School,2017,-0.0204991087344029
2884,01,Red Rock Central School District,2017,0.0091324200913242
2886,01,Glenville-Emmons School District,2017,-0.0543933054393305
2888,01,Clinton-Graceville-Beardsley,2017,-0.032258064516129
2889,01,Lake Park Audubon School District,2017,0.0142247510668563
2890,01,Renville County West School Dist.,2017,0.024866785079929
2895,01,Jackson County Central School Dist.,2017,-0.0390417036379769
2897,01,Redwood Area School District,2017,0.0148342059336824
2898,01,Westbrook-Walnut Grove Schools,2017,-0.0840108401084011
2899,01,Plainview-Elgin-Millville,2017,-0.0087956698240866
2902,01,Rtr Public Schools,2017,0.023972602739726
2903,01,Ortonville Public Schools,2017,-0.0220883534136546
2904,01,Tracy Area Public School District,2017,-0.040595399188092
2905,01,Tri-City United School District,2017,-0.0109090909090909
2906,01,Red Lake County Central Public Sch,2017,0.00498753117206983
2907,01,Round Lake-Brewster Public Schools,2017,0.13758389261745
2908,01,Brandon-Evansville Public Schools,2017,-0.010752688172043
4000,07,City Academy,2017,-0.0357142857142857
4001,07,Bluffview Montessori,2017,0.0430622009569378
4003,07,"New Heights School, Inc.",2017,0.0303030303030303
4004,07,Cedar Riverside Community School,2017,-0.00540540540540541
4005,07,Metro Deaf School,2017,0.0927835051546392
4007,07,Minnesota New Country School,2017,-0.00458715596330275
4008,07,Pact Charter School,2017,0.0182370820668693
4011,07,Athlos Leadership Academy,2017,-0.00442477876106195
4015,07,Community Of Peace Academy,2017,0.011378002528445
4016,07,World Learner Charter School,2017,0.0458715596330275
4017,07,Minnesota Transitions Charter Sch,2017,0.0723001830384381
4018,07,Achieve Language Academy,2017,-0.0200892857142857
4020,07,Duluth Public Schools Academy,2017,-0.0178699070764832
4025,07,Cyber Village Academy,2017,-0.0411522633744856
4026,07,E.c.h.o. Charter School,2017,0.0782608695652174
4027,07,Higher Ground Academy,2017,0.0180645161290323
4029,07,St. Paul City School,2017,0.0147058823529412
4031,07,Jennings Community School,2017,0.0520833333333333
4032,07,Harvest Preparatory School,2017,-0.16793893129771
4035,07,Life Prep,2017,-0.0162866449511401
4036,07,Face To Face Academy,2017,-0.0126582278481013
4038,07,Sojourner Truth Academy,2017,0.0079155672823219
4039,07,High School For Recording Arts,2017,0.0185185185185185
4043,07,Math And Science Academy,2017,0.0078125
4049,07,Northwest Passage High School,2017,-0.163398692810458
4050,07,Lafayette Public Charter School,2017,0.105263157894737
4053,07,North Lakes Academy,2017,0.0222222222222222
4054,07,La Crescent Montessori & Stem Schoo,2017,0.0535714285714286
4055,07,Nerstrand Charter School,2017,-0.0268456375838926
4056,07,Rosa Parks Charter High School,2017,-0.166666666666667
4057,07,El Colegio Charter School,2017,0.0869565217391304
4058,07,Schoolcraft Learning Community Chtr,2017,0.00520833333333333
4059,07,Crosslake Community Charter School,2017,0.0432692307692308
4064,07,Riverway Learning Community Chtr,2017,0.151785714285714
4066,07,Kato Public Charter School,2017,-0.126760563380282
4067,07,Aurora Charter School,2017,0.00709219858156028
4068,07,Excell Academy Charter,2017,0.105726872246696
4070,07,Hope Community Academy,2017,0.0466417910447761
4073,07,Academia Cesar Chavez Charter Sch.,2017,0.0982318271119843
4074,07,Afsa High School,2017,-0.0660919540229885
4075,07,Avalon School,2017,0.1
4077,07,Twin Cities International Elem Sch,2017,-0.0120481927710843
4078,07,Minnesota International Middle Chtr,2017,-0.0278422273781903
4079,07,Friendship Acdmy Of Fine Arts Chtr.,2017,-0.0592105263157895
4080,07,Pillager Area Charter School,2017,-0.25
4081,07,Discovery Public School Faribault,2017,-0.0847457627118644
4082,07,Bluesky Charter School,2017,-0.0772626931567329
4083,07,Ridgeway Community School,2017,-0.0526315789473684
4084,07,North Shore Community School,2017,-0.00275482093663912
4085,07,Harbor City International Charter,2017,-0.0216450216450216
4087,07,Sage Academy Charter School,2017,-0.0277777777777778
4088,07,Urban Academy Charter School,2017,0.0787878787878788
4089,07,New City School,2017,0.0839416058394161
4090,07,Prairie Creek Community School,2017,0
4091,07,Arcadia Charter School,2017,-0.0598290598290598
4092,07,Watershed High School,2017,0.0185185185185185
4093,07,New Century Academy,2017,0.0863309352517986
4095,07,Trio Wolf Creek Distance Learning,2017,-0.408
4097,07,"Partnership Academy, Inc.",2017,-0.0293040293040293
4098,07,Nova Classical Academy,2017,0.0366598778004073
4100,07,Great Expectations,2017,0.0666666666666667
4102,07,Minnesota Internship Center,2017,-0.0460921843687375
4103,07,Hmong College Prep Academy,2017,0.183435241801001
4104,07,Paladin Career And Tech High School,2017,-0.0841584158415842
4105,07,Great River School,2017,0.163424124513619
4106,07,Treknorth High School,2017,0.0159362549800797
4107,07,Voyageurs Expeditionary,2017,0.00943396226415094
4110,07,Pim Arts High School,2017,0.0449826989619377
4111,07,Augsburg Fairview Academy,2017,-0.192771084337349
4112,07,St Paul Conservatory Performing Art,2017,-0.151696606786427
4113,07,Spero Academy,2017,0.138888888888889
4116,07,Lakes International Language Academ,2017,0.0430711610486891
4118,07,Kaleidoscope Charter School,2017,-0.0581613508442777
4119,07,Academic Arts High School,2017,-0.0510204081632653
4120,07,St. Croix Preparatory Academy,2017,-0.00432525951557093
4121,07,Ubah Medical Academy Charter School,2017,-0.160535117056856
4122,07,Eagle Ridge Academy Charter School,2017,0.11151339608979
4124,07,Beacon Academy,2017,0.274766355140187
4126,07,Prairie Seeds Academy,2017,0.011703511053316
4127,07,Team Academy,2017,0.125
4131,07,Metro Schools Charter,2017,0.216494845360825
4132,07,Twin Cities Academy,2017,0.0352564102564103
4135,07,Rochester Math And Science Academy,2017,-0.0305810397553517
4137,07,Swan River Montessori Charter Sch,2017,-0.0194805194805195
4138,07,Milroy Area Charter School,2017,-0.235294117647059
4139,07,Loveworks Academy For Arts,2017,-0.120218579234973
4140,07,Yinghua Academy,2017,0.0134803921568627
4142,07,Stride Academy Charter School,2017,-1.26315789473684
4143,07,New Millennium Academy Charter Sch,2017,0.107776261937244
4144,07,Green Isle Community School,2017,-0.0983606557377049
4145,07,Birch Grove Community School,2017,-0.115384615384615
4146,07,Northern Lights Community School,2017,-0.029126213592233
4150,07,Minnesota Online High School,2017,0.135802469135802
4151,07,Edvisions Off Campus School,2017,-0.0357142857142857
4152,07,Twin Cities German Immersion Chtr,2017,0.0697674418604651
4153,07,Dugsi Academy,2017,-0.138996138996139
4155,07,Naytahwaush Community School,2017,0.150442477876106
4159,07,Seven Hills Preparatory Academy,2017,0.0789177001127396
4160,07,Spectrum High School,2017,0.0304347826086957
4161,07,New Discoveries Montessori Academy,2017,0.188775510204082
4162,07,Southside Family Charter School,2017,-0.00854700854700855
4163,07,Learning For Leadership Charter,2017,-0.0572687224669604
4164,07,Laura Jeffrey Academy Charter,2017,-0.244897959183673
4166,07,East Range Academy Of Tech-Science,2017,-0.0629370629370629
4167,07,International Spanish Language Acad,2017,0.0364741641337386
4168,07,Glacial Hills Elementary,2017,-0.0980392156862745
4169,07,Stonebridge World School,2017,0.0317460317460317
4170,07,Hiawatha Academies,2017,0.111192392099488
4171,07,Noble Academy,2017,0.0877573131094258
4172,07,Clarkfield Charter School,2017,0.0535714285714286
4177,07,Minisinaakwaang Leadership Academy,2017,-0.0454545454545455
4178,07,Lincoln International School,2017,0.121212121212121
4181,07,Community School Of Excellence,2017,0.165154264972777
4183,07,Lionsgate Academy,2017,0.0207253886010363
4184,07,Aspen Academy,2017,0.0622568093385214
4185,07,Davinci Academy,2017,0.3875
4186,07,Global Academy,2017,-0.0141843971631206
4187,07,Natural Science Academy,2017,-0.0256410256410256
4188,07,Cologne Academy,2017,0.00978792822185971
4189,07,Bright Water Elementary,2017,0.0223463687150838
4190,07,Rivers Edge Academy,2017,-0.0294117647058824
4191,07,Kipp Minnesota Charter School,2017,0.252225519287834
4192,07,Best Academy,2017,-0.244791666666667
4193,07,College Preparatory Elementary,2017,-0.0530973451327434
4194,07,Cannon River Stem School,2017,0.0142450142450142
4195,07,Oshki Ogimaag Charter School,2017,-0.4
4198,07,Discovery Woods,2017,0.0104166666666667
4199,07,Parnassus Preparatory Charter Sch,2017,0.0890099909173479
4200,07,Step Academy Charter School,2017,0.305
4201,07,Cornerstone Montessori Elementary,2017,0.0291970802919708
4204,07,Rochester Stem Academy,2017,0.0619469026548673
4205,07,Hennepin Elementary School,2017,0.146464646464646
4207,07,Vermilion Country School,2017,0.0227272727272727
4208,07,Nasha Shkola Charter School,2017,0.144067796610169
4209,07,Mastery School,2017,0.233009708737864
4210,07,Upper Mississippi Academy,2017,0.0875912408759124
4212,07,West Side Summit Charter School,2017,-0.0679012345679012
4213,07,Prodeo Academy,2017,0.44040404040404
4215,07,Sejong Academy Of Minnesota,2017,0.253086419753086
4217,07,Technical Academies Of Minnesota,2017,-0.125925925925926
4218,07,Venture Academy,2017,0.146179401993355
4219,07,Northeast College Prep,2017,0.0771929824561404
4220,07,Agamim Classical Academy,2017,0.42911877394636
4221,07,Discovery Charter School,2017,-0.0666666666666667
4223,07,Saint Cloud Math And Science Academ,2017,0.192307692307692
4224,07,Star Of The North Academy Charter S,2017,-0.198529411764706
