DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
12-13,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,03,3,1,0,1,1,0,1,2,16,23,21,27,9,48,District,EC-12,, ,
12-13,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,04,3,3,0,0,1,0,1,1,15,18,20,22,9,42,District,EC-12,, ,
12-13,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,05,2,2,0,0,0,1,0,0,23,15,25,18,5,43,District,EC-12,, ,
12-13,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,06,4,1,0,0,1,0,1,1,26,20,32,22,8,54,District,EC-12,, ,
12-13,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,07,6,4,0,1,1,0,0,0,21,19,28,24,12,52,District,EC-12,, ,
12-13,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,08,4,0,0,0,1,0,1,0,15,21,21,21,6,42,District,EC-12,, ,
12-13,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,09,5,4,0,0,0,0,0,0,28,18,33,22,9,55,District,EC-12,, ,
12-13,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,10,1,1,0,0,0,0,3,0,21,21,25,22,5,47,District,EC-12,, ,
12-13,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,11,1,4,0,0,0,0,2,0,21,20,24,24,7,48,District,EC-12,, ,
12-13,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,12,0,0,0,0,0,0,3,0,19,15,22,15,3,37,District,EC-12,, ,
12-13,04,Beltrami                                     ,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT   ,000, ,01,02,All Grades,38,26,0,2,9,3,14,5,273,244,334,280,97,614,District,EC-12,, ,
12-13,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,EC,0,0,0,0,0,0,0,0,4,2,4,2,0,6,District,EC-12,, ,
12-13,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,KG,7,5,0,0,0,0,0,0,5,3,12,8,12,20,District,EC-12,, ,
12-13,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,01,6,1,0,0,0,0,0,0,9,7,15,8,7,23,District,EC-12,, ,
12-13,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,02,6,7,0,0,0,0,0,0,4,3,10,10,13,20,District,EC-12,, ,
12-13,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,03,6,6,0,0,0,0,0,0,4,4,10,10,12,20,District,EC-12,, ,
12-13,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,04,4,7,0,0,0,0,0,0,4,2,8,9,11,17,District,EC-12,, ,
12-13,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,05,2,3,0,0,0,0,0,0,5,10,7,13,5,20,District,EC-12,, ,
12-13,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,06,3,8,0,0,1,0,0,0,4,2,8,10,12,18,District,EC-12,, ,
12-13,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,07,2,7,0,0,0,0,0,0,7,4,9,11,9,20,District,EC-12,, ,
12-13,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,08,5,7,0,0,0,0,0,0,5,3,10,10,12,20,District,EC-12,, ,
12-13,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,09,3,6,0,0,0,0,0,0,5,7,8,13,9,21,District,EC-12,, ,
12-13,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,10,6,3,0,0,0,0,0,0,8,3,14,6,9,20,District,EC-12,, ,
12-13,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,11,2,2,0,0,0,0,0,0,6,5,8,7,4,15,District,EC-12,, ,
12-13,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,12,3,5,0,0,0,0,1,0,8,8,12,13,9,25,District,EC-12,, ,
12-13,04,Beltrami                                     ,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT    ,000, ,01,02,All Grades,55,67,0,0,1,0,1,0,78,63,135,130,124,265,District,EC-12,, ,
12-13,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,EC,25,12,0,0,0,0,0,0,0,0,25,12,37,37,District,EC-12,, ,
12-13,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,KG,97,72,0,0,0,0,0,0,0,0,97,72,169,169,District,EC-12,, ,
12-13,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,01,77,62,0,0,0,0,0,0,0,0,77,62,139,139,District,EC-12,, ,
12-13,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,02,68,68,0,0,0,0,0,0,0,0,68,68,136,136,District,EC-12,, ,
12-13,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,03,52,60,0,0,0,0,0,0,0,0,52,60,112,112,District,EC-12,, ,
12-13,04,Beltrami                                     ,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT    ,000, ,01,02,04,64,62,0,0,0,0,0,0,0,0,64,62,126,126,District,EC-12,, ,
