DataYear,DistrictCountyNumber,DistrictCountyName,districtNumber,districtType,DistrictName,schoolNumber,SchoolName,ECSUNumber,EconomicDevelopmentRegion,Grade,AMI_Male,AMI_Female,API_Male,API_Female,HIS_Male,HIS_Female,BLK_Male,BLK_Female,WHT_Male,WHT_Female,TotalMale,TotalFemale,TotalMinority,TotalStudents,Entity,MinMaxGrade,SchoolLocationCountyNumber,SchoolLocationCountyName,SchoolClassification
12-13,35,Kittson                                      ,0356,01,LANCASTER PUBLIC SCHOOL DISTRICT   ,000, ,01,01,11,0,0,0,0,1,0,0,0,8,1,9,1,1,10,District,EC-12,, ,
12-13,35,Kittson                                      ,0356,01,LANCASTER PUBLIC SCHOOL DISTRICT   ,000, ,01,01,12,0,0,0,0,0,0,0,0,12,4,12,4,0,16,District,EC-12,, ,
12-13,35,Kittson                                      ,0356,01,LANCASTER PUBLIC SCHOOL DISTRICT   ,000, ,01,01,All Grades,1,0,0,0,1,2,1,0,81,71,84,73,5,157,District,EC-12,, ,
12-13,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,000, ,03,03,EC,0,0,0,0,0,0,0,0,8,3,8,3,0,11,District,EC-12,, ,
12-13,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,000, ,03,03,KG,1,1,0,1,1,0,1,0,36,37,39,39,5,78,District,EC-12,, ,
12-13,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,000, ,03,03,01,3,1,0,0,0,1,1,1,49,34,53,37,7,90,District,EC-12,, ,
12-13,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,000, ,03,03,02,0,0,0,0,1,0,1,0,41,42,43,42,2,85,District,EC-12,, ,
12-13,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,000, ,03,03,03,2,1,0,1,1,0,1,0,52,46,56,48,6,104,District,EC-12,, ,
12-13,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,000, ,03,03,04,7,0,0,0,1,0,0,2,38,36,46,38,10,84,District,EC-12,, ,
12-13,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,000, ,03,03,05,2,1,0,0,0,0,1,1,53,35,56,37,5,93,District,EC-12,, ,
12-13,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,000, ,03,03,06,6,4,0,0,0,0,2,1,40,43,48,48,13,96,District,EC-12,, ,
12-13,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,000, ,03,03,07,7,4,0,0,0,1,0,0,45,45,52,50,12,102,District,EC-12,, ,
12-13,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,000, ,03,03,08,5,2,0,1,0,0,0,2,39,48,44,53,10,97,District,EC-12,, ,
12-13,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,000, ,03,03,09,5,7,0,1,1,0,0,0,39,33,45,41,14,86,District,EC-12,, ,
12-13,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,000, ,03,03,10,6,6,0,0,0,0,0,0,36,40,42,46,12,88,District,EC-12,, ,
12-13,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,000, ,03,03,11,5,7,0,0,0,0,0,1,37,45,42,53,13,95,District,EC-12,, ,
12-13,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,000, ,03,03,12,6,7,0,0,0,0,1,0,49,44,56,51,14,107,District,EC-12,, ,
12-13,36,Koochiching                                  ,0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,000, ,03,03,All Grades,55,41,0,4,5,2,8,8,562,531,630,586,123,1216,District,EC-12,, ,
12-13,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,000, ,03,03,EC,0,0,0,0,0,0,0,0,0,1,0,1,0,1,District,EC-12,, ,
12-13,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,000, ,03,03,KG,1,0,0,0,0,0,0,0,11,12,12,12,1,24,District,EC-12,, ,
12-13,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,000, ,03,03,01,1,0,0,0,0,0,1,0,9,9,11,9,2,20,District,EC-12,, ,
12-13,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,000, ,03,03,02,0,0,0,0,0,0,0,0,13,8,13,8,0,21,District,EC-12,, ,
12-13,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,000, ,03,03,03,0,2,0,0,0,0,0,0,2,9,2,11,2,13,District,EC-12,, ,
12-13,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,000, ,03,03,04,0,1,0,0,0,1,0,0,9,13,9,15,2,24,District,EC-12,, ,
12-13,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,000, ,03,03,05,1,0,0,0,0,0,0,0,12,11,13,11,1,24,District,EC-12,, ,
12-13,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,000, ,03,03,06,0,1,0,0,0,0,0,0,13,14,13,15,1,28,District,EC-12,, ,
12-13,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,000, ,03,03,07,0,1,0,0,0,0,0,0,14,11,14,12,1,26,District,EC-12,, ,
12-13,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,000, ,03,03,08,0,0,0,0,0,1,0,0,16,18,16,19,1,35,District,EC-12,, ,
12-13,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,000, ,03,03,09,0,0,0,0,0,0,1,0,9,13,10,13,1,23,District,EC-12,, ,
12-13,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,000, ,03,03,10,0,0,0,0,0,0,0,0,15,11,15,11,0,26,District,EC-12,, ,
12-13,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,000, ,03,03,11,0,0,0,0,0,0,0,0,13,17,13,17,0,30,District,EC-12,, ,
12-13,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,000, ,03,03,12,0,0,0,0,0,0,0,0,8,8,8,8,0,16,District,EC-12,, ,
12-13,36,Koochiching                                  ,0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.  ,000, ,03,03,All Grades,3,5,0,0,0,2,2,0,144,155,149,162,12,311,District,EC-12,, ,
12-13,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT  ,000, ,01,03,EC,0,0,0,0,0,0,0,0,1,0,1,0,0,1,District,EC-12,, ,
12-13,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT  ,000, ,01,03,KG,0,0,0,0,0,0,0,1,16,4,16,5,1,21,District,EC-12,, ,
12-13,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT  ,000, ,01,03,01,0,1,0,1,0,0,1,0,11,8,12,10,3,22,District,EC-12,, ,
12-13,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT  ,000, ,01,03,02,0,0,0,0,0,0,2,1,11,13,13,14,3,27,District,EC-12,, ,
12-13,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT  ,000, ,01,03,03,0,0,0,0,0,0,0,2,8,9,8,11,2,19,District,EC-12,, ,
12-13,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT  ,000, ,01,03,04,0,0,0,2,0,0,0,0,12,13,12,15,2,27,District,EC-12,, ,
12-13,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT  ,000, ,01,03,05,3,1,0,0,0,0,1,0,11,14,15,15,5,30,District,EC-12,, ,
12-13,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT  ,000, ,01,03,06,2,0,0,0,0,0,2,0,11,14,15,14,4,29,District,EC-12,, ,
12-13,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT  ,000, ,01,03,07,2,0,0,0,0,1,1,0,9,17,12,18,4,30,District,EC-12,, ,
12-13,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT  ,000, ,01,03,08,1,0,0,0,1,0,0,2,13,9,15,11,4,26,District,EC-12,, ,
12-13,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT  ,000, ,01,03,09,1,1,0,0,0,0,0,0,13,13,14,14,2,28,District,EC-12,, ,
12-13,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT  ,000, ,01,03,10,2,1,0,0,0,0,1,0,14,13,17,14,4,31,District,EC-12,, ,
12-13,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT  ,000, ,01,03,11,0,1,0,0,0,0,1,0,10,9,11,10,2,21,District,EC-12,, ,
12-13,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT  ,000, ,01,03,12,0,0,0,0,0,0,0,0,23,14,23,14,0,37,District,EC-12,, ,
12-13,36,Koochiching                                  ,0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT  ,000, ,01,03,All Grades,11,5,0,3,1,1,9,6,163,150,184,165,36,349,District,EC-12,, ,
12-13,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,EC,0,0,0,0,1,0,0,0,3,2,4,2,1,6,District,EC-12,, ,
12-13,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,KG,0,0,0,0,1,1,0,0,18,22,19,23,2,42,District,EC-12,, ,
12-13,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,01,0,0,1,2,1,3,0,0,8,15,10,20,7,30,District,EC-12,, ,
12-13,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,02,0,0,0,2,2,0,0,0,20,14,22,16,4,38,District,EC-12,, ,
12-13,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,03,0,0,2,0,1,0,0,0,21,7,24,7,3,31,District,EC-12,, ,
12-13,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,04,0,0,0,0,2,1,0,0,22,18,24,19,3,43,District,EC-12,, ,
12-13,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,05,0,0,1,1,1,2,1,0,13,23,16,26,6,42,District,EC-12,, ,
12-13,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,06,0,0,0,1,0,0,0,0,18,13,18,14,1,32,District,EC-12,, ,
12-13,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,07,0,0,1,1,1,0,1,0,26,14,29,15,4,44,District,EC-12,, ,
12-13,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,08,0,0,0,0,0,2,0,0,17,16,17,18,2,35,District,EC-12,, ,
12-13,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,09,0,0,0,1,1,0,0,2,19,20,20,23,4,43,District,EC-12,, ,
12-13,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,10,0,1,0,0,0,0,0,0,22,24,22,25,1,47,District,EC-12,, ,
12-13,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,11,0,1,0,0,0,0,1,0,19,19,20,20,2,40,District,EC-12,, ,
12-13,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,12,0,0,1,0,0,0,0,0,14,12,15,12,1,27,District,EC-12,, ,
12-13,37,Lac qui Parle                                ,0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT ,000, ,06,06W,All Grades,0,2,6,8,11,9,3,2,240,219,260,240,41,500,District,EC-12,, ,
12-13,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,03,EC,0,0,0,0,0,0,0,0,13,11,13,11,0,24,District,EC-12,, ,
12-13,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,03,KG,0,0,0,0,0,0,0,1,50,52,50,53,1,103,District,EC-12,, ,
12-13,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,03,01,0,0,0,0,0,0,0,1,47,33,47,34,1,81,District,EC-12,, ,
12-13,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,03,02,0,1,0,0,1,0,1,0,40,39,42,40,3,82,District,EC-12,, ,
12-13,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,03,03,0,1,2,0,1,0,0,0,45,38,48,39,4,87,District,EC-12,, ,
12-13,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,03,04,0,0,1,0,0,2,0,1,53,34,54,37,4,91,District,EC-12,, ,
12-13,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,03,05,1,0,0,0,0,0,1,0,36,42,38,42,2,80,District,EC-12,, ,
12-13,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,03,06,0,0,1,0,1,1,0,0,37,37,39,38,3,77,District,EC-12,, ,
12-13,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,03,07,0,0,0,1,0,0,3,0,69,56,72,57,4,129,District,EC-12,, ,
12-13,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,03,08,0,1,1,0,0,2,0,0,84,67,85,70,4,155,District,EC-12,, ,
12-13,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,03,09,0,2,0,1,2,0,1,1,54,68,57,72,7,129,District,EC-12,, ,
12-13,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,03,10,1,2,0,0,0,1,0,0,66,68,67,71,4,138,District,EC-12,, ,
12-13,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,03,11,0,3,0,0,4,2,0,0,66,38,70,43,9,113,District,EC-12,, ,
12-13,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,03,12,0,0,0,1,0,0,0,0,45,65,45,66,1,111,District,EC-12,, ,
12-13,38,Lake                                         ,0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,000, ,03,03,All Grades,2,10,5,3,9,8,6,4,705,648,727,673,47,1400,District,EC-12,, ,
12-13,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,02,EC,1,0,0,0,0,0,0,0,5,3,6,3,1,9,District,EC-12,, ,
12-13,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,02,KG,1,0,0,0,1,0,1,0,14,20,17,20,3,37,District,EC-12,, ,
12-13,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,02,01,0,0,1,0,0,0,0,0,18,20,19,20,1,39,District,EC-12,, ,
12-13,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,02,02,0,1,0,0,0,1,3,0,18,13,21,15,5,36,District,EC-12,, ,
12-13,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,02,03,2,0,0,0,0,1,0,1,23,24,25,26,4,51,District,EC-12,, ,
12-13,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,02,04,1,0,0,0,0,0,0,1,15,18,16,19,2,35,District,EC-12,, ,
12-13,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,02,05,0,0,1,0,0,0,0,0,21,17,22,17,1,39,District,EC-12,, ,
12-13,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,02,06,1,1,0,0,0,0,1,0,12,13,14,14,3,28,District,EC-12,, ,
12-13,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,02,07,0,0,1,1,0,0,1,0,21,12,23,13,3,36,District,EC-12,, ,
12-13,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,02,08,2,2,0,0,0,0,1,0,17,14,20,16,5,36,District,EC-12,, ,
12-13,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,02,09,1,1,0,0,2,0,0,0,9,13,12,14,4,26,District,EC-12,, ,
12-13,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,02,10,0,1,1,0,0,0,0,0,20,13,21,14,2,35,District,EC-12,, ,
12-13,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,02,11,1,0,0,0,0,0,1,0,13,25,15,25,2,40,District,EC-12,, ,
12-13,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,02,12,0,0,0,0,0,0,0,0,20,17,20,17,0,37,District,EC-12,, ,
12-13,39,Lake of the Woods                            ,0390,01,LAKE OF THE WOODS SCHOOL DISTRICT  ,000, ,01,02,All Grades,10,6,4,1,3,2,8,2,226,222,251,233,36,484,District,EC-12,, ,
12-13,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,09,EC,0,0,0,0,0,0,0,0,3,0,3,0,0,3,District,EC-12,, ,
12-13,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,09,KG,0,0,0,0,0,0,0,0,17,21,17,21,0,38,District,EC-12,, ,
12-13,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,09,01,1,0,0,0,0,0,0,0,11,17,12,17,1,29,District,EC-12,, ,
12-13,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,09,02,0,0,0,0,0,0,1,0,15,17,16,17,1,33,District,EC-12,, ,
12-13,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,09,03,0,0,0,0,0,0,1,0,11,21,12,21,1,33,District,EC-12,, ,
12-13,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,09,04,1,0,0,0,0,1,0,0,14,20,15,21,2,36,District,EC-12,, ,
12-13,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,09,05,1,1,0,1,0,0,0,0,20,18,21,20,3,41,District,EC-12,, ,
12-13,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,09,06,0,0,0,0,1,1,0,0,15,18,16,19,2,35,District,EC-12,, ,
12-13,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,09,07,0,0,0,0,1,1,0,0,24,12,25,13,2,38,District,EC-12,, ,
12-13,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,09,08,0,0,1,0,2,0,1,0,21,11,25,11,4,36,District,EC-12,, ,
12-13,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,09,09,0,0,0,0,1,0,0,0,10,12,11,12,1,23,District,EC-12,, ,
12-13,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,09,10,0,0,1,0,1,0,0,0,14,7,16,7,2,23,District,EC-12,, ,
12-13,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,09,11,0,0,0,0,0,0,0,0,20,15,20,15,0,35,District,EC-12,, ,
12-13,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,09,12,0,0,0,0,0,0,0,0,21,16,21,16,0,37,District,EC-12,, ,
12-13,40,Le Sueur                                     ,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   ,000, ,09,09,All Grades,3,1,2,1,6,3,3,0,216,205,230,210,19,440,District,EC-12,, ,
12-13,03,Becker                                       ,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.     ,000, ,04,04,EC,2,2,0,0,1,0,0,0,17,15,20,17,5,37,District,EC-10,, ,
12-13,03,Becker                                       ,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.     ,000, ,04,04,08,0,0,0,0,1,0,0,0,1,1,2,1,1,3,District,EC-10,, ,
12-13,03,Becker                                       ,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.     ,000, ,04,04,09,0,0,0,0,0,0,0,0,0,1,0,1,0,1,District,EC-10,, ,
12-13,03,Becker                                       ,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.     ,000, ,04,04,10,0,0,0,0,0,0,0,0,1,1,1,1,0,2,District,EC-10,, ,
12-13,03,Becker                                       ,0397,52,LAKE AGASSIZ SPECIAL ED. COOP.     ,000, ,04,04,All Grades,2,2,0,0,2,0,0,0,19,18,23,20,6,43,District,EC-10,, ,
12-13,75,Stevens                                      ,0398,52,MIDWEST SPECIAL EDUCATION COOP.    ,000, ,04,04,EC,0,0,0,0,0,0,0,0,9,6,9,6,0,15,District,EC-EC,, ,
12-13,75,Stevens                                      ,0398,52,MIDWEST SPECIAL EDUCATION COOP.    ,000, ,04,04,All Grades,0,0,0,0,0,0,0,0,9,6,9,6,0,15,District,EC-EC,, ,
12-13,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,08,EC,0,0,0,0,0,0,0,0,1,0,1,0,0,1,District,EC-12,, ,
12-13,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,08,KG,0,0,0,0,1,0,0,0,4,5,5,5,1,10,District,EC-12,, ,
12-13,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,08,01,0,0,0,0,0,0,0,0,7,6,7,6,0,13,District,EC-12,, ,
12-13,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,08,02,0,0,0,0,0,0,0,0,5,3,5,3,0,8,District,EC-12,, ,
12-13,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,08,03,0,0,0,0,0,0,0,0,6,0,6,0,0,6,District,EC-12,, ,
12-13,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,08,04,0,0,0,0,0,0,0,0,4,5,4,5,0,9,District,EC-12,, ,
12-13,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,08,05,0,0,0,0,0,0,0,0,5,6,5,6,0,11,District,EC-12,, ,
12-13,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,08,06,0,0,0,0,0,0,0,0,2,5,2,5,0,7,District,EC-12,, ,
12-13,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,08,07,0,0,0,0,0,0,0,0,0,4,0,4,0,4,District,EC-12,, ,
12-13,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,08,08,0,0,0,0,0,0,0,0,2,2,2,2,0,4,District,EC-12,, ,
12-13,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,08,09,0,0,0,0,0,0,0,0,2,4,2,4,0,6,District,EC-12,, ,
12-13,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,08,10,0,0,0,0,0,0,0,0,3,5,3,5,0,8,District,EC-12,, ,
12-13,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,08,11,0,0,0,0,0,0,0,0,4,1,4,1,0,5,District,EC-12,, ,
12-13,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,08,12,0,0,0,0,0,0,0,0,5,3,5,3,0,8,District,EC-12,, ,
12-13,41,Lincoln                                      ,0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT   ,000, ,06,08,All Grades,0,0,0,0,1,0,0,0,50,49,51,49,1,100,District,EC-12,, ,
12-13,41,Lincoln                                      ,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT     ,000, ,06,08,EC,0,0,0,0,0,0,0,0,3,0,3,0,0,3,District,EC-12,, ,
12-13,41,Lincoln                                      ,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT     ,000, ,06,08,KG,0,0,0,0,0,0,0,0,8,9,8,9,0,17,District,EC-12,, ,
12-13,41,Lincoln                                      ,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT     ,000, ,06,08,01,0,0,0,0,0,0,0,0,10,4,10,4,0,14,District,EC-12,, ,
12-13,41,Lincoln                                      ,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT     ,000, ,06,08,02,0,0,0,0,0,0,0,0,7,6,7,6,0,13,District,EC-12,, ,
12-13,41,Lincoln                                      ,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT     ,000, ,06,08,03,0,0,0,0,0,0,0,0,11,6,11,6,0,17,District,EC-12,, ,
12-13,41,Lincoln                                      ,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT     ,000, ,06,08,04,0,0,0,0,0,0,0,0,9,8,9,8,0,17,District,EC-12,, ,
12-13,41,Lincoln                                      ,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT     ,000, ,06,08,05,0,0,0,0,0,0,0,0,3,9,3,9,0,12,District,EC-12,, ,
12-13,41,Lincoln                                      ,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT     ,000, ,06,08,06,0,0,0,0,0,0,0,0,6,7,6,7,0,13,District,EC-12,, ,
12-13,41,Lincoln                                      ,0403,01,IVANHOE PUBLIC SCHOOL DISTRICT     ,000, ,06,08,07,0,0,0,0,0,0,0,0,7,9,7,9,0,16,District,EC-12,, ,
