dat_yer,dst_num,dst_tye,dst_nam,grd,cou_num,ecu_num,ami_mal,ami_fem,api_mal,api_fem,his_mal,his_fem,blk_mal,blk_fem,wht_mal,wht_fem,tot_mal,tot_fem,tot_mny,tot_tot,eco_dev
98-99,0001,01,AITKIN,01,01,03,0,1,0,1,0,0,1,0,47,32,48,34,3,82,03
98-99,0001,01,AITKIN,02,01,03,1,0,1,0,0,0,0,0,55,43,57,43,2,100,03
98-99,0001,01,AITKIN,03,01,03,0,1,0,0,0,0,0,0,60,41,60,42,1,102,03
98-99,0001,01,AITKIN,04,01,03,0,1,0,0,1,0,0,0,43,38,44,39,2,83,03
98-99,0001,01,AITKIN,05,01,03,0,1,1,0,2,0,0,0,47,39,50,40,4,90,03
98-99,0001,01,AITKIN,06,01,03,1,1,0,0,1,0,0,0,57,50,59,51,3,110,03
98-99,0001,01,AITKIN,07,01,03,4,2,1,1,0,0,0,0,51,37,56,40,8,96,03
98-99,0001,01,AITKIN,08,01,03,1,1,2,1,0,0,2,1,62,58,67,61,8,128,03
98-99,0001,01,AITKIN,09,01,03,2,5,0,0,0,1,0,0,58,58,60,64,8,124,03
98-99,0001,01,AITKIN,10,01,03,0,0,1,1,0,1,0,0,73,42,74,44,3,118,03
98-99,0001,01,AITKIN,11,01,03,1,0,0,0,2,0,0,0,67,53,70,53,3,123,03
98-99,0001,01,AITKIN,12,01,03,1,0,0,1,0,0,0,0,43,59,44,60,2,104,03
98-99,0001,01,AITKIN,KG,01,03,0,2,0,1,0,0,2,0,51,47,53,50,5,103,03
98-99,0001,01,AITKIN,PK,01,03,0,0,0,0,0,0,0,0,14,9,14,9,0,23,03
98-99,0001,03,MINNEAPOLIS,01,27,11,131,139,325,307,209,197,1058,947,631,525,2354,2115,3313,4469,11
98-99,0001,03,MINNEAPOLIS,02,27,11,145,150,319,279,142,162,1006,982,635,584,2247,2157,3185,4404,11
98-99,0001,03,MINNEAPOLIS,03,27,11,126,132,314,283,173,149,996,959,588,626,2197,2149,3132,4346,11
98-99,0001,03,MINNEAPOLIS,04,27,11,111,130,279,301,136,116,965,921,582,574,2073,2042,2959,4115,11
98-99,0001,03,MINNEAPOLIS,05,27,11,108,105,302,265,131,111,895,885,545,569,1981,1935,2802,3916,11
98-99,0001,03,MINNEAPOLIS,06,27,11,114,107,265,251,108,92,834,718,569,493,1890,1661,2489,3551,11
98-99,0001,03,MINNEAPOLIS,07,27,11,119,103,271,267,114,111,758,694,511,495,1773,1670,2437,3443,11
98-99,0001,03,MINNEAPOLIS,08,27,11,107,96,236,234,99,76,767,702,550,524,1759,1632,2317,3391,11
98-99,0001,03,MINNEAPOLIS,09,27,11,115,148,253,314,130,103,829,920,644,570,1971,2055,2812,4026,11
98-99,0001,03,MINNEAPOLIS,10,27,11,87,88,248,257,100,72,660,731,554,561,1649,1709,2243,3358,11
98-99,0001,03,MINNEAPOLIS,11,27,11,45,39,224,198,57,52,493,504,477,545,1296,1338,1612,2634,11
98-99,0001,03,MINNEAPOLIS,12,27,11,37,33,157,190,43,43,351,478,485,519,1073,1263,1332,2336,11
98-99,0001,03,MINNEAPOLIS,KG,27,11,135,124,361,323,229,198,1080,1016,716,626,2521,2287,3466,4808,11
98-99,0001,03,MINNEAPOLIS,PK,27,11,18,8,11,9,18,12,138,54,115,62,300,145,268,445,11
98-99,0002,01,HILL CITY,01,01,03,1,0,0,0,0,1,0,0,19,11,20,12,2,32,03
98-99,0002,01,HILL CITY,02,01,03,1,1,0,0,0,1,0,0,12,13,13,15,3,28,03
98-99,0002,01,HILL CITY,03,01,03,2,0,0,0,0,0,0,0,16,9,18,9,2,27,03
98-99,0002,01,HILL CITY,04,01,03,1,1,0,0,0,0,0,0,6,17,7,18,2,25,03
98-99,0002,01,HILL CITY,05,01,03,1,1,0,0,0,0,0,0,16,12,17,13,2,30,03
98-99,0002,01,HILL CITY,06,01,03,1,1,0,0,1,0,0,0,21,16,23,17,3,40,03
98-99,0002,01,HILL CITY,07,01,03,0,1,0,0,0,1,0,0,15,20,15,22,2,37,03
98-99,0002,01,HILL CITY,08,01,03,2,1,0,0,0,0,0,0,14,17,16,18,3,34,03
98-99,0002,01,HILL CITY,09,01,03,0,2,0,0,0,0,0,0,13,16,13,18,2,31,03
98-99,0002,01,HILL CITY,10,01,03,0,4,0,0,0,0,0,0,18,14,18,18,4,36,03
98-99,0002,01,HILL CITY,11,01,03,2,0,0,0,1,0,0,0,19,16,22,16,3,38,03
98-99,0002,01,HILL CITY,12,01,03,1,1,0,0,0,0,0,0,14,13,15,14,2,29,03
98-99,0002,01,HILL CITY,KG,01,03,0,1,0,0,0,1,0,0,12,10,12,12,2,24,03
98-99,0002,01,HILL CITY,PK,01,03,0,0,0,0,0,0,0,0,2,2,2,2,0,4,03
98-99,0004,01,MCGREGOR,01,01,03,2,9,0,0,0,0,0,1,14,17,16,27,12,43,03
98-99,0004,01,MCGREGOR,02,01,03,3,6,0,0,0,0,0,0,21,17,24,23,9,47,03
98-99,0004,01,MCGREGOR,03,01,03,2,2,0,1,0,0,0,0,21,12,23,15,5,38,03
98-99,0004,01,MCGREGOR,04,01,03,4,4,0,0,0,0,0,0,14,16,18,20,8,38,03
98-99,0004,01,MCGREGOR,05,01,03,3,4,0,0,1,0,0,0,22,14,26,18,8,44,03
98-99,0004,01,MCGREGOR,06,01,03,4,6,0,1,0,0,0,0,18,13,22,20,11,42,03
98-99,0004,01,MCGREGOR,07,01,03,3,2,1,0,0,0,0,0,31,21,35,23,6,58,03
98-99,0004,01,MCGREGOR,08,01,03,0,1,1,0,0,0,0,0,15,20,16,21,2,37,03
98-99,0004,01,MCGREGOR,09,01,03,4,0,0,1,2,0,0,0,29,18,35,19,7,54,03
98-99,0004,01,MCGREGOR,10,01,03,3,1,0,0,0,0,0,0,22,27,25,28,4,53,03
98-99,0004,01,MCGREGOR,11,01,03,0,2,0,1,1,0,0,0,18,15,19,18,4,37,03
98-99,0004,01,MCGREGOR,12,01,03,0,0,0,0,0,0,0,0,19,16,19,16,0,35,03
98-99,0004,01,MCGREGOR,KG,01,03,2,0,0,0,0,0,0,0,11,13,13,13,2,26,03
98-99,0004,01,MCGREGOR,PK,01,03,0,0,0,0,0,0,0,0,5,3,5,3,0,8,03
98-99,0006,03,SOUTH ST. PAUL,01,19,11,1,1,0,1,8,4,3,1,127,96,139,103,19,242,11
98-99,0006,03,SOUTH ST. PAUL,02,19,11,0,0,0,0,9,10,5,2,99,105,113,117,26,230,11
98-99,0006,03,SOUTH ST. PAUL,03,19,11,1,0,0,0,11,9,1,4,124,94,137,107,26,244,11
98-99,0006,03,SOUTH ST. PAUL,04,19,11,2,0,0,0,10,9,6,4,111,106,129,119,31,248,11
98-99,0006,03,SOUTH ST. PAUL,05,19,11,1,2,1,1,12,8,2,4,95,100,111,115,31,226,11
98-99,0006,03,SOUTH ST. PAUL,06,19,11,0,1,1,0,10,15,5,3,126,118,142,137,35,279,11
98-99,0006,03,SOUTH ST. PAUL,07,19,11,0,1,3,3,9,10,1,4,143,132,156,150,31,306,11
98-99,0006,03,SOUTH ST. PAUL,08,19,11,0,0,0,1,3,8,4,3,116,139,123,151,19,274,11
98-99,0006,03,SOUTH ST. PAUL,09,19,11,2,1,3,2,5,9,1,1,148,140,159,153,24,312,11
98-99,0006,03,SOUTH ST. PAUL,10,19,11,0,1,3,8,10,7,1,1,159,153,173,170,31,343,11
98-99,0006,03,SOUTH ST. PAUL,11,19,11,2,4,3,0,5,15,1,1,129,150,140,170,31,310,11
98-99,0006,03,SOUTH ST. PAUL,12,19,11,0,3,4,0,7,8,1,2,138,129,150,142,25,292,11
98-99,0006,03,SOUTH ST. PAUL,KG,19,11,1,0,0,0,18,16,8,9,106,95,133,120,52,253,11
98-99,0006,03,SOUTH ST. PAUL,PK,19,11,0,0,0,0,1,1,0,3,26,12,27,16,5,43,11
98-99,0011,01,ANOKA-HENNEPIN,01,02,11,10,18,39,32,18,20,45,41,1526,1408,1638,1519,223,3157,11
98-99,0011,01,ANOKA-HENNEPIN,02,02,11,14,16,46,29,14,11,47,52,1494,1426,1615,1534,229,3149,11
98-99,0011,01,ANOKA-HENNEPIN,03,02,11,21,21,45,44,18,17,44,47,1537,1480,1665,1609,257,3274,11
98-99,0011,01,ANOKA-HENNEPIN,04,02,11,17,15,51,42,24,16,48,52,1482,1391,1622,1516,265,3138,11
98-99,0011,01,ANOKA-HENNEPIN,05,02,11,37,23,39,56,15,18,48,38,1466,1374,1605,1509,274,3114,11
98-99,0011,01,ANOKA-HENNEPIN,06,02,11,21,15,52,34,15,21,50,37,1500,1407,1638,1514,245,3152,11
98-99,0011,01,ANOKA-HENNEPIN,07,02,11,21,22,38,51,19,16,37,35,1474,1403,1589,1527,239,3116,11
98-99,0011,01,ANOKA-HENNEPIN,08,02,11,30,19,50,53,13,18,35,36,1483,1443,1611,1569,254,3180,11
98-99,0011,01,ANOKA-HENNEPIN,09,02,11,26,32,37,47,18,21,34,33,1404,1428,1519,1561,248,3080,11
98-99,0011,01,ANOKA-HENNEPIN,10,02,11,21,20,62,61,11,20,31,18,1474,1331,1599,1450,244,3049,11
98-99,0011,01,ANOKA-HENNEPIN,11,02,11,20,24,36,43,19,21,27,28,1380,1301,1482,1417,218,2899,11
98-99,0011,01,ANOKA-HENNEPIN,12,02,11,16,25,41,41,26,19,30,16,1504,1347,1617,1448,214,3065,11
98-99,0011,01,ANOKA-HENNEPIN,KG,02,11,12,13,32,29,15,23,47,47,1405,1382,1511,1494,218,3005,11
98-99,0011,01,ANOKA-HENNEPIN,PK,02,11,7,2,3,4,4,2,16,4,359,144,389,156,42,545,11
98-99,0012,01,CENTENNIAL,01,02,11,3,1,1,0,0,0,0,1,296,250,300,252,6,552,11
98-99,0012,01,CENTENNIAL,02,02,11,1,2,0,1,1,2,1,1,279,256,282,262,9,544,11
98-99,0012,01,CENTENNIAL,03,02,11,3,4,5,4,1,2,2,3,256,254,267,267,24,534,11
98-99,0012,01,CENTENNIAL,04,02,11,4,4,0,1,0,1,2,0,281,275,287,281,12,568,11
98-99,0012,01,CENTENNIAL,05,02,11,3,4,3,2,3,1,1,2,248,252,258,261,19,519,11
98-99,0012,01,CENTENNIAL,06,02,11,4,2,4,1,1,0,3,1,253,218,265,222,16,487,11
98-99,0012,01,CENTENNIAL,07,02,11,2,5,8,5,3,6,3,3,259,256,275,275,35,550,11
98-99,0012,01,CENTENNIAL,08,02,11,3,5,7,8,3,2,1,0,268,250,282,265,29,547,11
98-99,0012,01,CENTENNIAL,09,02,11,4,3,3,4,2,3,1,2,209,225,219,237,22,456,11
98-99,0012,01,CENTENNIAL,10,02,11,4,2,7,2,1,2,2,3,261,199,275,208,23,483,11
98-99,0012,01,CENTENNIAL,11,02,11,6,2,6,7,2,2,3,2,216,211,233,224,30,457,11
98-99,0012,01,CENTENNIAL,12,02,11,4,4,2,2,3,4,1,0,199,174,209,184,20,393,11
98-99,0012,01,CENTENNIAL,KG,02,11,0,0,2,0,0,0,0,0,276,246,278,246,2,524,11
98-99,0012,01,CENTENNIAL,PK,02,11,0,0,0,0,0,0,0,0,56,25,56,25,0,81,11
98-99,0013,01,COLUMBIA HEIGHTS,01,02,11,3,5,5,3,2,1,7,15,86,86,103,110,41,213,11
98-99,0013,01,COLUMBIA HEIGHTS,02,02,11,6,4,8,2,6,4,11,7,106,102,137,119,48,256,11
98-99,0013,01,COLUMBIA HEIGHTS,03,02,11,3,4,7,6,2,1,11,10,96,91,119,112,44,231,11
98-99,0013,01,COLUMBIA HEIGHTS,04,02,11,7,1,4,5,1,3,6,13,87,98,105,120,40,225,11
98-99,0013,01,COLUMBIA HEIGHTS,05,02,11,5,3,2,7,2,5,12,10,89,72,110,97,46,207,11
98-99,0013,01,COLUMBIA HEIGHTS,06,02,11,6,7,8,4,4,5,8,8,99,85,125,109,50,234,11
98-99,0013,01,COLUMBIA HEIGHTS,07,02,11,3,1,7,6,3,2,7,13,93,83,113,105,42,218,11
98-99,0013,01,COLUMBIA HEIGHTS,08,02,11,6,2,5,7,2,0,8,18,70,74,91,101,48,192,11
98-99,0013,01,COLUMBIA HEIGHTS,09,02,11,7,3,6,5,5,2,10,15,104,92,132,117,53,249,11
98-99,0013,01,COLUMBIA HEIGHTS,10,02,11,0,3,6,3,3,8,8,8,98,76,115,98,39,213,11
98-99,0013,01,COLUMBIA HEIGHTS,11,02,11,4,3,10,13,3,3,11,10,105,106,133,135,57,268,11
98-99,0013,01,COLUMBIA HEIGHTS,12,02,11,0,1,3,6,2,1,10,8,96,123,111,139,31,250,11
98-99,0013,01,COLUMBIA HEIGHTS,KG,02,11,3,3,8,0,2,3,6,11,139,103,158,120,36,278,11
98-99,0013,01,COLUMBIA HEIGHTS,PK,02,11,2,0,0,0,0,0,1,0,24,6,27,6,3,33,11
98-99,0014,01,FRIDLEY,01,02,11,2,0,2,2,2,0,6,5,85,80,97,87,19,184,11
98-99,0014,01,FRIDLEY,02,02,11,0,3,1,4,1,2,6,6,80,82,88,97,23,185,11
98-99,0014,01,FRIDLEY,03,02,11,1,2,0,3,3,0,5,4,87,80,96,89,18,185,11
98-99,0014,01,FRIDLEY,04,02,11,3,1,5,2,2,2,8,4,82,78,100,87,27,187,11
98-99,0014,01,FRIDLEY,05,02,11,3,1,2,2,2,1,3,7,92,93,102,104,21,206,11
98-99,0014,01,FRIDLEY,06,02,11,5,2,3,4,2,1,5,10,88,84,103,101,32,204,11
98-99,0014,01,FRIDLEY,07,02,11,1,6,6,1,1,4,3,7,92,74,103,92,29,195,11
98-99,0014,01,FRIDLEY,08,02,11,3,1,5,2,1,2,4,3,96,99,109,107,21,216,11
98-99,0014,01,FRIDLEY,09,02,11,1,3,3,4,1,4,4,5,79,84,88,100,25,188,11
98-99,0014,01,FRIDLEY,10,02,11,1,1,7,4,2,4,2,5,92,98,104,112,26,216,11
98-99,0014,01,FRIDLEY,11,02,11,3,1,3,5,0,1,6,6,102,83,114,96,25,210,11
98-99,0014,01,FRIDLEY,12,02,11,1,0,7,4,2,2,4,2,123,112,137,120,22,257,11
98-99,0014,01,FRIDLEY,KG,02,11,2,1,0,3,2,2,5,2,93,63,102,71,17,173,11
98-99,0014,01,FRIDLEY,PK,02,11,0,0,0,0,0,1,0,1,18,9,18,11,2,29,11
98-99,0015,01,ST. FRANCIS,01,02,11,1,2,1,2,1,0,1,1,213,225,217,230,9,447,11
98-99,0015,01,ST. FRANCIS,02,02,11,0,2,2,5,1,1,1,6,226,195,230,209,18,439,11
98-99,0015,01,ST. FRANCIS,03,02,11,1,2,4,3,3,2,2,0,234,254,244,261,17,505,11
98-99,0015,01,ST. FRANCIS,04,02,11,3,4,4,5,2,1,1,1,230,222,240,233,21,473,11
98-99,0015,01,ST. FRANCIS,05,02,11,7,2,5,5,0,4,3,2,226,217,241,230,28,471,11
98-99,0015,01,ST. FRANCIS,06,02,11,6,4,1,5,1,1,2,1,229,209,239,220,21,459,11
98-99,0015,01,ST. FRANCIS,07,02,11,3,7,4,1,1,2,4,3,226,218,238,231,25,469,11
98-99,0015,01,ST. FRANCIS,08,02,11,3,4,6,5,3,3,4,0,226,226,242,238,28,480,11
98-99,0015,01,ST. FRANCIS,09,02,11,4,4,3,2,2,3,8,5,208,228,225,242,31,467,11
98-99,0015,01,ST. FRANCIS,10,02,11,5,3,3,2,3,2,10,0,234,171,255,178,28,433,11
98-99,0015,01,ST. FRANCIS,11,02,11,6,3,4,2,1,1,5,0,233,183,249,189,22,438,11
98-99,0015,01,ST. FRANCIS,12,02,11,4,1,1,0,2,1,3,0,169,175,179,177,12,356,11
98-99,0015,01,ST. FRANCIS,KG,02,11,1,1,2,1,0,0,3,0,219,189,225,191,8,416,11
98-99,0015,01,ST. FRANCIS,PK,02,11,0,0,0,0,0,0,0,1,41,20,41,21,1,62,11
98-99,0016,01,SPRING LAKE PARK,01,02,11,0,2,2,7,2,2,2,4,147,160,153,175,21,328,11
98-99,0016,01,SPRING LAKE PARK,02,02,11,1,1,2,1,3,6,2,1,141,127,149,136,17,285,11
98-99,0016,01,SPRING LAKE PARK,03,02,11,3,0,4,5,2,3,5,2,146,129,160,139,24,299,11
98-99,0016,01,SPRING LAKE PARK,04,02,11,1,3,2,8,1,2,0,2,147,142,151,157,19,308,11
98-99,0016,01,SPRING LAKE PARK,05,02,11,1,1,8,0,2,2,6,2,159,148,176,153,22,329,11
98-99,0016,01,SPRING LAKE PARK,06,02,11,3,2,5,1,2,2,4,3,140,150,154,158,22,312,11
98-99,0016,01,SPRING LAKE PARK,07,02,11,3,3,4,3,6,0,2,2,157,144,172,152,23,324,11
98-99,0016,01,SPRING LAKE PARK,08,02,11,2,0,7,6,1,0,0,1,132,152,142,159,17,301,11
98-99,0016,01,SPRING LAKE PARK,09,02,11,3,1,8,5,4,1,4,2,162,142,181,151,28,332,11
98-99,0016,01,SPRING LAKE PARK,10,02,11,3,0,6,5,2,2,1,3,156,150,168,160,22,328,11
98-99,0016,01,SPRING LAKE PARK,11,02,11,2,2,9,2,2,1,2,1,162,165,177,171,21,348,11
98-99,0016,01,SPRING LAKE PARK,12,02,11,1,0,8,10,0,2,0,3,131,184,140,199,24,339,11
98-99,0016,01,SPRING LAKE PARK,KG,02,11,0,0,1,2,3,6,2,3,127,152,133,163,17,296,11
98-99,0016,01,SPRING LAKE PARK,PK,02,11,0,0,0,0,0,0,0,0,22,11,22,11,0,33,11
98-99,0021,01,AUDUBON,01,03,04,2,0,0,0,0,0,0,0,31,21,33,21,2,54,04
98-99,0021,01,AUDUBON,02,03,04,0,0,0,0,0,0,0,0,34,24,34,24,0,58,04
98-99,0021,01,AUDUBON,03,03,04,0,0,0,0,0,1,0,0,25,23,25,24,1,49,04
98-99,0021,01,AUDUBON,04,03,04,0,1,0,0,0,0,0,0,23,19,23,20,1,43,04
98-99,0021,01,AUDUBON,05,03,04,0,0,0,1,0,0,0,0,29,19,29,20,1,49,04
98-99,0021,01,AUDUBON,06,03,04,0,0,0,0,2,0,0,0,25,27,27,27,2,54,04
98-99,0021,01,AUDUBON,KG,03,04,0,0,0,0,1,0,0,0,26,20,27,20,1,47,04
98-99,0022,01,DETROIT LAKES,01,03,04,16,13,1,0,2,0,1,0,89,72,109,85,33,194,04
98-99,0022,01,DETROIT LAKES,02,03,04,10,4,0,1,2,2,0,0,79,85,91,92,19,183,04
98-99,0022,01,DETROIT LAKES,03,03,04,17,18,0,0,1,0,1,1,88,72,107,91,38,198,04
98-99,0022,01,DETROIT LAKES,04,03,04,12,16,0,1,4,0,1,0,89,102,106,119,34,225,04
98-99,0022,01,DETROIT LAKES,05,03,04,19,19,1,0,1,1,0,2,88,88,109,110,43,219,04
98-99,0022,01,DETROIT LAKES,06,03,04,13,12,2,0,0,1,1,1,90,89,106,103,30,209,04
98-99,0022,01,DETROIT LAKES,07,03,04,18,17,0,1,3,4,0,1,111,78,132,101,44,233,04
98-99,0022,01,DETROIT LAKES,08,03,04,13,24,3,3,0,2,1,0,108,137,125,166,46,291,04
98-99,0022,01,DETROIT LAKES,09,03,04,14,11,0,1,1,4,0,0,131,125,146,141,31,287,04
98-99,0022,01,DETROIT LAKES,10,03,04,6,12,1,0,1,0,1,0,109,116,118,128,21,246,04
98-99,0022,01,DETROIT LAKES,11,03,04,9,10,2,1,0,0,1,0,112,98,124,109,23,233,04
98-99,0022,01,DETROIT LAKES,12,03,04,5,7,1,0,1,0,0,0,89,75,96,82,14,178,04
98-99,0022,01,DETROIT LAKES,KG,03,04,12,8,0,0,1,1,1,0,63,69,77,78,23,155,04
98-99,0022,01,DETROIT LAKES,PK,03,04,4,4,0,0,0,0,0,0,28,16,32,20,8,52,04
98-99,0023,01,FRAZEE,01,03,04,4,1,0,0,0,0,0,0,29,44,33,45,5,78,04
98-99,0023,01,FRAZEE,02,03,04,5,6,0,0,0,0,1,0,37,42,43,48,12,91,04
98-99,0023,01,FRAZEE,03,03,04,1,5,0,0,0,0,1,0,43,45,45,50,7,95,04
98-99,0023,01,FRAZEE,04,03,04,1,2,0,0,0,1,0,0,52,55,53,58,4,111,04
98-99,0023,01,FRAZEE,05,03,04,2,2,0,0,0,0,1,0,47,37,50,39,5,89,04
98-99,0023,01,FRAZEE,06,03,04,8,2,0,0,0,0,0,1,53,44,61,47,11,108,04
98-99,0023,01,FRAZEE,07,03,04,10,4,0,0,0,0,0,1,44,47,54,52,15,106,04
98-99,0023,01,FRAZEE,08,03,04,5,3,0,0,0,0,0,0,39,56,44,59,8,103,04
98-99,0023,01,FRAZEE,09,03,04,2,6,0,0,0,0,0,0,50,40,52,46,8,98,04
98-99,0023,01,FRAZEE,10,03,04,3,1,0,1,0,0,1,0,40,61,44,63,6,107,04
98-99,0023,01,FRAZEE,11,03,04,4,3,0,0,1,0,0,0,50,60,55,63,8,118,04
98-99,0023,01,FRAZEE,12,03,04,2,1,0,1,0,0,0,0,42,48,44,50,4,94,04
98-99,0023,01,FRAZEE,KG,03,04,2,1,1,0,0,0,1,0,45,37,49,38,5,87,04
98-99,0023,01,FRAZEE,PK,03,04,3,1,0,0,3,0,1,0,14,9,21,10,8,31,04
98-99,0024,01,LAKE PARK,07,03,04,0,0,0,0,0,0,0,0,42,27,42,27,0,69,04
98-99,0024,01,LAKE PARK,08,03,04,0,0,0,0,0,0,1,0,32,26,33,26,1,59,04
98-99,0024,01,LAKE PARK,09,03,04,0,0,0,0,1,0,1,1,27,30,29,31,3,60,04
98-99,0024,01,LAKE PARK,10,03,04,0,0,0,0,1,0,1,1,27,27,29,28,3,57,04
98-99,0024,01,LAKE PARK,11,03,04,0,0,0,2,0,1,0,0,25,21,25,24,3,49,04
98-99,0024,01,LAKE PARK,12,03,04,1,0,0,2,0,0,0,0,29,33,30,35,3,65,04
98-99,0025,01,PINE POINT,01,03,04,5,2,0,0,0,0,0,0,0,0,5,2,7,7,04
98-99,0025,01,PINE POINT,02,03,04,1,3,0,0,0,0,0,0,0,0,1,3,4,4,04
98-99,0025,01,PINE POINT,03,03,04,2,5,0,0,0,0,0,0,0,0,2,5,7,7,04
98-99,0025,01,PINE POINT,04,03,04,4,3,0,0,0,0,0,0,0,0,4,3,7,7,04
98-99,0025,01,PINE POINT,05,03,04,2,1,0,0,0,0,0,0,0,0,2,1,3,3,04
98-99,0025,01,PINE POINT,06,03,04,8,3,0,0,0,0,0,0,0,0,8,3,11,11,04
98-99,0025,01,PINE POINT,07,03,04,0,2,0,0,0,0,0,0,0,0,0,2,2,2,04
98-99,0025,01,PINE POINT,08,03,04,3,2,0,0,0,0,0,0,0,0,3,2,5,5,04
98-99,0025,01,PINE POINT,KG,03,04,4,5,0,0,0,0,0,0,0,0,4,5,9,9,04
98-99,0031,01,BEMIDJI,01,04,01,42,29,1,2,2,5,2,0,145,143,192,179,83,371,02
98-99,0031,01,BEMIDJI,02,04,01,44,32,0,0,1,1,1,0,162,155,208,188,79,396,02
98-99,0031,01,BEMIDJI,03,04,01,33,32,1,1,1,1,1,3,187,145,223,182,73,405,02
98-99,0031,01,BEMIDJI,04,04,01,35,39,1,0,1,3,2,1,170,157,209,200,82,409,02
98-99,0031,01,BEMIDJI,05,04,01,32,24,2,3,0,0,1,2,195,143,230,172,64,402,02
98-99,0031,01,BEMIDJI,06,04,01,44,25,2,2,1,0,3,2,173,151,223,180,79,403,02
98-99,0031,01,BEMIDJI,07,04,01,39,41,1,0,0,0,1,1,208,182,249,224,83,473,02
98-99,0031,01,BEMIDJI,08,04,01,43,40,2,3,0,2,1,1,195,186,241,232,92,473,02
98-99,0031,01,BEMIDJI,09,04,01,35,29,2,4,7,2,1,3,221,193,266,231,83,497,02
98-99,0031,01,BEMIDJI,10,04,01,31,33,2,3,2,1,1,1,202,198,238,236,74,474,02
98-99,0031,01,BEMIDJI,11,04,01,21,30,1,5,2,2,1,2,187,199,212,238,64,450,02
98-99,0031,01,BEMIDJI,12,04,01,22,33,3,6,5,2,1,0,233,202,264,243,72,507,02
98-99,0031,01,BEMIDJI,KG,04,01,27,27,2,0,1,1,4,0,172,133,206,161,62,367,02
98-99,0031,01,BEMIDJI,PK,04,01,9,3,0,0,0,0,0,0,17,13,26,16,12,42,02
98-99,0032,01,BLACKDUCK,01,04,01,6,0,0,1,1,0,1,0,23,24,31,25,9,56,02
98-99,0032,01,BLACKDUCK,02,04,01,2,7,0,0,1,0,1,1,29,31,33,39,12,72,02
98-99,0032,01,BLACKDUCK,03,04,01,1,5,0,1,0,1,1,0,31,35,33,42,9,75,02
98-99,0032,01,BLACKDUCK,04,04,01,4,5,0,0,1,1,0,1,24,34,29,41,12,70,02
98-99,0032,01,BLACKDUCK,05,04,01,7,3,0,0,0,0,0,0,25,36,32,39,10,71,02
98-99,0032,01,BLACKDUCK,06,04,01,5,4,0,0,0,0,0,0,29,31,34,35,9,69,02
98-99,0032,01,BLACKDUCK,07,04,01,2,7,0,0,0,0,1,0,43,34,46,41,10,87,02
98-99,0032,01,BLACKDUCK,08,04,01,4,3,1,1,0,0,0,0,28,30,33,34,9,67,02
98-99,0032,01,BLACKDUCK,09,04,01,5,4,0,0,1,2,0,0,38,28,44,34,12,78,02
98-99,0032,01,BLACKDUCK,10,04,01,5,4,1,0,2,0,0,0,40,37,48,41,12,89,02
98-99,0032,01,BLACKDUCK,11,04,01,3,2,1,0,0,2,0,0,32,36,36,40,8,76,02
98-99,0032,01,BLACKDUCK,12,04,01,1,1,0,0,1,0,0,0,36,29,38,30,3,68,02
98-99,0032,01,BLACKDUCK,KG,04,01,8,2,0,0,0,0,0,0,26,25,34,27,10,61,02
98-99,0032,01,BLACKDUCK,PK,04,01,0,0,0,0,0,0,0,1,5,3,5,4,1,9,02
98-99,0036,01,KELLIHER,01,04,01,4,2,0,0,0,0,1,0,10,8,15,10,7,25,02
98-99,0036,01,KELLIHER,02,04,01,2,1,0,0,0,0,0,0,9,7,11,8,3,19,02
98-99,0036,01,KELLIHER,03,04,01,2,4,0,0,0,0,0,0,8,6,10,10,6,20,02
98-99,0036,01,KELLIHER,04,04,01,2,4,0,0,0,0,0,0,10,7,12,11,6,23,02
98-99,0036,01,KELLIHER,05,04,01,4,3,0,0,0,0,0,0,11,9,15,12,7,27,02
98-99,0036,01,KELLIHER,06,04,01,3,4,0,0,0,0,0,0,8,13,11,17,7,28,02
98-99,0036,01,KELLIHER,07,04,01,4,6,0,0,0,0,0,0,11,8,15,14,10,29,02
98-99,0036,01,KELLIHER,08,04,01,3,3,1,0,0,0,0,1,11,13,15,17,8,32,02
98-99,0036,01,KELLIHER,09,04,01,7,4,0,0,0,0,0,0,10,12,17,16,11,33,02
98-99,0036,01,KELLIHER,10,04,01,4,1,0,0,0,0,0,1,7,6,11,8,6,19,02
98-99,0036,01,KELLIHER,11,04,01,1,1,0,0,0,0,0,0,9,12,10,13,2,23,02
98-99,0036,01,KELLIHER,12,04,01,3,4,0,0,0,0,0,0,11,9,14,13,7,27,02
98-99,0036,01,KELLIHER,KG,04,01,1,2,0,0,0,0,2,0,5,8,8,10,5,18,02
98-99,0036,01,KELLIHER,PK,04,01,0,0,0,0,0,0,0,0,2,1,2,1,0,3,02
98-99,0038,01,RED LAKE,01,04,01,58,62,0,0,0,0,0,0,0,0,58,62,120,120,02
98-99,0038,01,RED LAKE,02,04,01,68,66,0,0,0,0,0,0,0,0,68,66,134,134,02
98-99,0038,01,RED LAKE,03,04,01,54,39,0,0,0,0,0,0,0,0,54,39,93,93,02
98-99,0038,01,RED LAKE,04,04,01,47,57,0,0,0,0,0,0,0,0,47,57,104,104,02
98-99,0038,01,RED LAKE,05,04,01,65,52,0,0,0,0,0,0,0,0,65,52,117,117,02
98-99,0038,01,RED LAKE,06,04,01,55,48,0,0,0,0,0,0,0,0,55,48,103,103,02
