districtNumber,districtType,districtName,year,totalStudents
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2002,NA
1100,60,MINNESOTA DEPARTMENT OF CORRECTIONS,2002,NA
2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL,2002,908
2125,01,TRITON SCHOOL DISTRICT,2002,1163
2134,01,UNITED SOUTH CENTRAL SCHOOL DIST.,2002,1012
2135,01,MAPLE RIVER SCHOOL DISTRICT,2002,1294
2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT,2002,960
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2002,2562
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,2002,1024
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2002,3621
2149,01,MINNEWASKA SCHOOL DISTRICT,2002,1579
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2002,1397
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2002,1383
2159,01,BUFFALO LK-HECTOR-STEWART PUBLIC SC,2002,606
2164,01,DILWORTH-GLYNDON-FELTON,2002,1305
2165,01,HINCKLEY-FINLAYSON SCHOOL DISTRICT,2002,1155
2167,01,LAKEVIEW SCHOOL DISTRICT,2002,558
2168,01,NRHEG SCHOOL DISTRICT,2002,1025
2169,01,MURRAY COUNTY CENTRAL SCHOOL DIST.,2002,811
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2002,1583
2171,01,KITTSON CENTRAL SCHOOL DISTRICT,2002,440
2172,01,KENYON-WANAMINGO SCHOOL DISTRICT,2002,998
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2002,1213
2176,01,WARREN-ALVARADO-OSLO SCHOOL DIST.,2002,613
2180,01,MACCRAY SCHOOL DISTRICT,2002,912
2184,01,LUVERNE PUBLIC SCHOOL DISTRICT,2002,1352
2190,01,YELLOW MEDICINE EAST,2002,1183
2198,01,FILLMORE CENTRAL,2002,756
2215,01,NORMAN COUNTY EAST SCHOOL DISTRICT,2002,408
2310,01,SIBLEY EAST SCHOOL DISTRICT,2002,1289
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2002,570
2342,01,WEST CENTRAL AREA,2002,896
2358,01,TRI-COUNTY SCHOOL DISTRICT,2002,314
2364,01,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,2002,805
2365,01,G.F.W.,2002,945
2396,01,A.C.G.C. PUBLIC SCHOOL DISTRICT,2002,966
2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT,2002,1387
2448,01,MARTIN COUNTY WEST SCHOOL DISTRICT,2002,943
2527,01,NORMAN COUNTY WEST SCHOOL DISTRICT,2002,414
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,2002,1011
2536,01,GRANADA HUNTLEY-EAST CHAIN,2002,302
2580,01,EAST CENTRAL SCHOOL DISTRICT,2002,985
2609,01,WIN-E-MAC SCHOOL DISTRICT,2002,504
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,2002,461
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2002,949
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2002,1379
2711,01,MESABI EAST SCHOOL DISTRICT,2002,1044
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2002,1891
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,2002,1397
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2002,419
2769,01,MORRIS AREA PUBLIC SCHOOLS,2002,1066
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2002,1258
2835,01,JANESVILLE-WALDORF-PEMBERTON,2002,593
2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,2002,1173
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2002,556
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2002,431
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2002,1845
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2002,1460
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2002,547
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2002,502
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2002,532
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2002,641
2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,2002,858
2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,2002,1309
2897,01,REDWOOD AREA SCHOOL DISTRICT,2002,1524
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2002,507
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2002,NA
2902,01,RTR PUBLIC SCHOOLS,2002,NA
2903,01,ORTONVILLE PUBLIC SCHOOLS,2002,NA
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2002,NA
2905,01,TRI-CITY UNITED SCHOOL DISTRICT,2002,NA
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCH,2002,NA
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2002,NA
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2002,NA
4000,07,CITY ACADEMY,2002,116
4001,07,BLUFFVIEW MONTESSORI,2002,196
4003,07,"NEW HEIGHTS SCHOOL, INC.",2002,122
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2002,105
4005,07,METRO DEAF SCHOOL,2002,67
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2002,116
4008,07,PACT CHARTER SCHOOL,2002,325
4011,07,ATHLOS LEADERSHIP ACADEMY,2002,189
4015,07,COMMUNITY OF PEACE ACADEMY,2002,473
4016,07,WORLD LEARNER CHARTER SCHOOL,2002,82
4017,07,MINNESOTA TRANSITIONS CHARTER SCH,2002,342
4018,07,ACHIEVE LANGUAGE ACADEMY,2002,291
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2002,747
4025,07,CYBER VILLAGE ACADEMY,2002,163
4026,07,E.C.H.O. CHARTER SCHOOL,2002,111
4027,07,HIGHER GROUND ACADEMY,2002,350
4029,07,ST. PAUL CITY SCHOOL,2002,225
4031,07,JENNINGS COMMUNITY SCHOOL,2002,96
4032,07,HARVEST PREPARATORY SCHOOL,2002,379
4035,07,LIFE PREP,2002,106
4036,07,FACE TO FACE ACADEMY,2002,46
4038,07,SOJOURNER TRUTH ACADEMY,2002,164
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2002,102
4043,07,MATH AND SCIENCE ACADEMY,2002,269
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2002,118
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2002,54
4053,07,NORTH LAKES ACADEMY,2002,150
4054,07,LA CRESCENT MONTESSORI & STEM SCHOO,2002,67
4055,07,NERSTRAND CHARTER SCHOOL,2002,151
4056,07,ROSA PARKS CHARTER HIGH SCHOOL,2002,97
4057,07,EL COLEGIO CHARTER SCHOOL,2002,75
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,2002,158
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2002,53
4064,07,RIVERWAY LEARNING COMMUNITY CHTR,2002,63
4066,07,KATO PUBLIC CHARTER SCHOOL,2002,149
4067,07,AURORA CHARTER SCHOOL,2002,96
4068,07,EXCELL ACADEMY CHARTER,2002,83
4070,07,HOPE COMMUNITY ACADEMY,2002,455
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,2002,158
4074,07,AFSA HIGH SCHOOL,2002,51
4075,07,AVALON SCHOOL,2002,108
4077,07,TWIN CITIES INTERNATIONAL ELEM SCH,2002,121
4078,07,MINNESOTA INTERNATIONAL MIDDLE CHTR,2002,42
4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,2002,49
4080,07,PILLAGER AREA CHARTER SCHOOL,2002,45
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2002,13
4082,07,BLUESKY CHARTER SCHOOL,2002,NA
4083,07,RIDGEWAY COMMUNITY SCHOOL,2002,56
4084,07,NORTH SHORE COMMUNITY SCHOOL,2002,NA
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2002,NA
4087,07,SAGE ACADEMY CHARTER SCHOOL,2002,NA
4088,07,URBAN ACADEMY CHARTER SCHOOL,2002,NA
4089,07,NEW CITY SCHOOL,2002,NA
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2002,NA
4091,07,ARCADIA CHARTER SCHOOL,2002,NA
4092,07,WATERSHED HIGH SCHOOL,2002,NA
4093,07,NEW CENTURY ACADEMY,2002,NA
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2002,NA
4097,07,"PARTNERSHIP ACADEMY, INC.",2002,NA
4098,07,NOVA CLASSICAL ACADEMY,2002,NA
4100,07,GREAT EXPECTATIONS,2002,NA
4102,07,MINNESOTA INTERNSHIP CENTER,2002,NA
4103,07,HMONG COLLEGE PREP ACADEMY,2002,NA
4104,07,PALADIN CAREER AND TECH HIGH SCHOOL,2002,NA
4105,07,GREAT RIVER SCHOOL,2002,NA
4106,07,TREKNORTH HIGH SCHOOL,2002,NA
4107,07,VOYAGEURS EXPEDITIONARY,2002,NA
4110,07,PIM ARTS HIGH SCHOOL,2002,NA
4111,07,AUGSBURG FAIRVIEW ACADEMY,2002,NA
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2002,NA
4113,07,SPERO ACADEMY,2002,NA
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEM,2002,NA
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2002,NA
4119,07,ACADEMIC ARTS HIGH SCHOOL,2002,NA
4120,07,ST. CROIX PREPARATORY ACADEMY,2002,NA
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2002,NA
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2002,NA
4124,07,BEACON ACADEMY,2002,NA
4126,07,PRAIRIE SEEDS ACADEMY,2002,NA
4127,07,TEAM ACADEMY,2002,NA
4131,07,METRO SCHOOLS CHARTER,2002,NA
4132,07,TWIN CITIES ACADEMY,2002,NA
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2002,NA
4137,07,SWAN RIVER MONTESSORI CHARTER SCH,2002,NA
4138,07,MILROY AREA CHARTER SCHOOL,2002,NA
4139,07,LOVEWORKS ACADEMY FOR ARTS,2002,NA
4140,07,YINGHUA ACADEMY,2002,NA
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2002,NA
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCH,2002,NA
4144,07,GREEN ISLE COMMUNITY SCHOOL,2002,NA
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2002,NA
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2002,NA
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2002,NA
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2002,NA
4152,07,TWIN CITIES GERMAN IMMERSION CHTR,2002,NA
4153,07,DUGSI ACADEMY,2002,NA
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2002,NA
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2002,NA
4160,07,SPECTRUM HIGH SCHOOL,2002,NA
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2002,NA
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2002,NA
4163,07,LEARNING FOR LEADERSHIP CHARTER,2002,NA
4164,07,LAURA JEFFREY ACADEMY CHARTER,2002,NA
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2002,NA
4167,07,INTERNATIONAL SPANISH LANGUAGE ACAD,2002,NA
4168,07,GLACIAL HILLS ELEMENTARY,2002,NA
4169,07,STONEBRIDGE WORLD SCHOOL,2002,NA
4170,07,HIAWATHA ACADEMIES,2002,NA
4171,07,NOBLE ACADEMY,2002,NA
4172,07,CLARKFIELD CHARTER SCHOOL,2002,NA
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2002,NA
4178,07,LINCOLN INTERNATIONAL SCHOOL,2002,NA
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2002,NA
4183,07,LIONSGATE ACADEMY,2002,NA
4184,07,ASPEN ACADEMY,2002,NA
4185,07,DAVINCI ACADEMY,2002,NA
4186,07,GLOBAL ACADEMY,2002,NA
4187,07,NATURAL SCIENCE ACADEMY,2002,NA
4188,07,COLOGNE ACADEMY,2002,NA
4189,07,BRIGHT WATER ELEMENTARY,2002,NA
4190,07,RIVERS EDGE ACADEMY,2002,NA
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2002,NA
4192,07,BEST ACADEMY,2002,NA
4193,07,COLLEGE PREPARATORY ELEMENTARY,2002,NA
4194,07,CANNON RIVER STEM SCHOOL,2002,NA
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2002,NA
4198,07,DISCOVERY WOODS,2002,NA
4199,07,PARNASSUS PREPARATORY CHARTER SCH,2002,NA
4200,07,STEP ACADEMY CHARTER SCHOOL,2002,NA
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2002,NA
4204,07,ROCHESTER STEM ACADEMY,2002,NA
4205,07,HENNEPIN ELEMENTARY SCHOOL,2002,NA
4207,07,VERMILION COUNTRY SCHOOL,2002,NA
4208,07,NASHA SHKOLA CHARTER SCHOOL,2002,NA
4209,07,MASTERY SCHOOL,2002,NA
4210,07,UPPER MISSISSIPPI ACADEMY,2002,NA
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2002,NA
4213,07,PRODEO ACADEMY,2002,NA
4215,07,SEJONG ACADEMY OF MINNESOTA,2002,NA
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2002,NA
4218,07,VENTURE ACADEMY,2002,NA
4219,07,NORTHEAST COLLEGE PREP,2002,NA
4220,07,AGAMIM CLASSICAL ACADEMY,2002,NA
4221,07,DISCOVERY CHARTER SCHOOL,2002,NA
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEM,2002,NA
4224,07,STAR OF THE NORTH ACADEMY CHARTER S,2002,NA
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2002,NA
4226,07,BDOTE LEARNING CENTER,2002,NA
4227,07,ART AND SCIENCE ACADEMY,2002,NA
4228,07,WOODBURY LEADERSHIP ACADEMY,2002,NA
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE,2002,NA
4230,07,MINNESOTA EXCELLENCE IN LEARNING AC,2002,NA
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2002,NA
4232,07,SUCCESS ACADEMY,2002,NA
4233,07,LEVEL UP ACADEMY,2002,NA
4237,07,CAREER PATHWAYS,2002,NA
4238,07,ROCHESTER BEACON ACADEMY,2002,NA
4239,07,TESFA INTERNATIONAL SCHOOL,2002,NA
4240,07,NEW CENTURY SCHOOL,2002,NA
4243,07,NORTH METRO FLEX ACADEMY,2002,NA
4244,07,FIT ACADEMY,2002,NA
4246,07,BIG PICTURE TWIN CITIES,2002,NA
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2002,NA
4254,07,MARINE AREA COMMUNITY SCHOOL,2002,NA
6004,61,FRESHWATER ED. DIST.,2002,139
6012,61,ZUMBRO EDUCATION DISTRICT,2002,76
6013,61,HIAWATHA VALLEY ED. DISTRICT,2002,73
6014,61,RUNESTONE AREA ED. DISTRICT,2002,118
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2002,73
6026,61,WEST CENTRAL EDUCATION DISTRICT,2002,53
6027,61,MN VALLEY EDUCATION DISTRICT,2002,81
6049,61,RIVER BEND EDUCATION DISTRICT,2002,125
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2002,30
6074,50,CENTRAL MINNESOTA JT. POWERS DIST.,2002,5
6076,50,NORTHLAND LEARNING CENTER,2002,121
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2002,NA
6083,52,SOUTHERN MN EDUCATION CONSORTIUM,2002,NA
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECI,2002,NA
6094,52,CANNON VALLEY SPECIAL EDUCATION COO,2002,NA
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUC,2002,NA
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2002,NA
6383,61,BENTON-STEARNS ED. DISTRICT,2002,63
6979,61,MID STATE EDUCATION DISTRICT,2002,NA
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2001,1369
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2001,48834
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2001,376
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2001,546
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2001,3533
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2001,41314
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2001,6946
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2001,3018
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2001,2554
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2001,5963
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2001,4234
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2001,2896
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2001,1244
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2001,63
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2001,5398
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2001,866
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2001,268
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2001,1406
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2001,3466
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2001,1749
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2001,675
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2001,6991
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2001,170
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2001,709
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2001,737
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2001,2582
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2001,664
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2001,732
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2001,2447
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2001,336
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2001,791
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2001,1044
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2001,390
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2001,1181
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2001,2144
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2001,1377
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2001,7104
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2001,1043
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2001,1163
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2001,710
0118,01,NORTHLAND COMMUNITY SCHOOLS,2001,641
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2001,1596
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2001,3746
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2001,974
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2001,766
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2001,914
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2001,5698
0160,70,MINNESOTA STATE ACADEMIES,2001,198
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2001,1127
0166,01,COOK COUNTY PUBLIC SCHOOLS,2001,741
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2001,519
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2001,1112
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2001,7258
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2001,1515
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2001,1334
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2001,11529
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2001,4792
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2001,9481
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2001,424
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2001,28330
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2001,4837
0199,01,INVER GROVE HEIGHTS SCHOOLS,2001,4047
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2001,5187
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2001,971
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2001,1781
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2001,4179
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2001,652
0227,01,CHATFIELD PUBLIC SCHOOLS,2001,924
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2001,362
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2001,393
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2001,728
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2001,3968
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2001,429
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2001,1519
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2001,571
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2001,1243
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2001,3350
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2001,320
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2001,149
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2001,8404
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2001,10833
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2001,10417
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2001,7025
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2001,7689
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2001,2314
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2001,2587
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2001,22017
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2001,4257
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2001,13706
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2001,1542
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2001,4231
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2001,9317
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2001,1682
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2001,2104
0288,06,SOUTHWEST METRO INTERMEDIATE 288,2001,NA
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2001,477
0297,01,SPRING GROVE SCHOOL DISTRICT,2001,411
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2001,1009
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2001,1699
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2001,366
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2001,531
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2001,1912
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2001,974
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2001,1408
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2001,1095
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2001,4383
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2001,701
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2001,369
0332,01,MORA PUBLIC SCHOOL DISTRICT,2001,1991
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2001,757
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2001,1814
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2001,4587
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2001,233
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2001,1615
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2001,349
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2001,396
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2001,629
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2001,2045
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2001,786
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2001,452
0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,2001,17
0398,52,MIDWEST SPECIAL EDUCATION COOP.,2001,5
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2001,226
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2001,238
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2001,218
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2001,2439
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2001,526
0415,01,LYND PUBLIC SCHOOL DISTRICT,2001,94
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2001,3134
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2001,525
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2001,708
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2001,636
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2001,376
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2001,201
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2001,414
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2001,858
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2001,2062
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2001,2270
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2001,571
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2001,3095
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2001,846
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2001,3457
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2001,991
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2001,729
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2001,385
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2001,424
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2001,4259
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2001,354
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2001,238
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2001,396
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2001,708
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2001,582
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2001,358
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2001,1993
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2001,682
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2001,208
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2001,2391
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2001,1458
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2001,1065
