DistrictNumber,districtType,districtName,year,percentMinority
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2016,0.125717932354818
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2016,0.0510948905109489
4199,07,PARNASSUS PREPARATORY CHARTER SCH,2016,0.426801801801802
4097,07,"PARTNERSHIP ACADEMY, INC.",2016,1
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2016,0.0603813559322034
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2016,0.4625
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2016,0.0413877054169203
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2016,0.133928571428571
1000,70,PERPICH CENTER FOR ARTS EDUCATION,2016,0.196172248803828
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2016,0.027027027027027
4080,07,PILLAGER AREA CHARTER SCHOOL,2016,0.195121951219512
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2016,0.0359922178988327
4110,07,PIM Arts High School,2016,0.265734265734266
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2016,0.0817073170731707
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2016,0.084375
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2016,0.983333333333333
2174,01,PINE RIVER-BACKUS SCHOOL DISTRICT,2016,0.0592034445640474
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2016,0.206654991243433
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2016,0.103308575286968
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2016,0.133333333333333
4126,07,PRAIRIE SEEDS ACADEMY,2016,0.994825355756792
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2016,0.0622605363984674
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2016,0.165583604098975
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2016,0.0601421541826134
4213,07,PRODEO ACADEMY,2016,0.985981308411215
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2016,0.0570107858243451
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCH,2016,0.122666666666667
0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,2016,0.100271002710027
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2016,1
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2016,0.0703517587939698
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2016,0.209310986964618
2897,01,REDWOOD AREA SCHOOL DISTRICT,2016,0.344673231871083
0926,83,REGION 4-LAKES COUNTRY SERVICE COOP,2016,0.368421052631579
0991,83,Region 6 and 8-SW/WC Service Coop,2016,0.25531914893617
2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,2016,0.342205323193916
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2016,0.713328713328713
4083,07,RIDGEWAY COMMUNITY SCHOOL,2016,0.0515463917525773
6049,61,RIVER BEND EDUCATION DISTRICT,2016,0.17037037037037
4190,07,RIVERS EDGE ACADEMY,2016,0.452054794520548
4064,07,RIVERWAY LEARNING COMMUNITY CHTR,2016,0.150537634408602
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2016,0.573147711184521
4238,07,ROCHESTER BEACON ACADEMY,2016,0.25
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2016,0.990683229813665
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2016,0.372883315032075
4204,07,ROCHESTER STEM ACADEMY,2016,1
0883,01,ROCKFORD PUBLIC SCHOOL DISTRICT,2016,0.174621653084983
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2016,0.117251321480058
4056,07,Rosa Parks Charter High School,2016,0.26
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2016,0.0494037478705281
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2016,0.335511435033928
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2016,0.530856092436975
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2016,0.0513698630136986
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2016,0.65979381443299
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2016,0.0472689075630252
2902,01,RTR PUBLIC SCHOOLS,2016,0.0752136752136752
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2016,0.136363636363636
6014,61,RUNESTONE AREA ED. DISTRICT,2016,0.114035087719298
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2016,0.0594285714285714
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2016,0.029940119760479
4087,07,SAGE ACADEMY CHARTER SCHOOL,2016,0.583333333333333
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEM,2016,0.962264150943396
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2016,0.0696827873114925
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2016,0.0987770460959548
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2016,0.120984278879016
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,2016,0.239130434782609
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2016,0.0541082164328657
4215,07,SEJONG ACADEMY OF MINNESOTA,2016,0.930232558139535
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2016,0.290858725761773
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2016,0.401959583588487
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECI,2016,0.103658536585366
2310,01,SIBLEY EAST SCHOOL DISTRICT,2016,0.307756463719766
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2016,0.362847222222222
4038,07,SOJOURNER TRUTH ACADEMY,2016,0.987373737373737
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2016,0.159259259259259
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2016,0.410633484162896
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,2016,0.302454296416392
6083,52,SOUTHERN MN EDUCATION CONSORTIUM,2016,NA
0915,52,SOUTHERN PLAINS EDUCATION COOP.,2016,0.215189873417722
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2016,0.0672451193058568
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2016,0.568965517241379
0288,06,Southwest Metro Intermediate 288,2016,NA
4160,07,SPECTRUM HIGH SCHOOL,2016,0.0783699059561129
4113,07,Spero Academy,2016,0.493975903614458
0297,01,SPRING GROVE SCHOOL DISTRICT,2016,0.032069970845481
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2016,0.391221703818904
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2016,0.0847457627118644
4112,07,ST PAUL CONSERVATORY PERFORMING ART,2016,0.390243902439024
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2016,0.304467733039162
0858,01,ST. CHARLES PUBLIC SCHOOL DISTRICT,2016,0.181094527363184
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2016,0.042962962962963
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2016,0.449428320140721
4120,07,ST. CROIX PREPARATORY ACADEMY,2016,0.132582322357019
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2016,0.117647058823529
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2016,0.5
2142,01,ST. LOUIS COUNTY SCHOOL DISTRICT,2016,0.196335078534031
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2016,0.441717791411043
0885,01,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,2016,0.110400262467192
4029,07,ST. PAUL CITY SCHOOL,2016,0.988610478359909
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2016,0.781570419168039
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2016,0.232177263969171
2170,01,STAPLES-MOTLEY SCHOOL DISTRICT,2016,0.104810996563574
4224,07,STAR OF THE NORTH ACADEMY CHARTER S,2016,0.655629139072848
4200,07,STEP ACADEMY CHARTER SCHOOL,2016,0.995689655172414
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2016,0.146417445482866
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2016,0.0680933852140078
0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,2016,0.151541095890411
4169,07,STONEBRIDGE WORLD SCHOOL,2016,0.976109215017065
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2016,0.306213017751479
4232,07,Success Academy,2016,NA
4137,07,SWAN RIVER MONTESSORI CHARTER SCH,2016,0.0738255033557047
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2016,0.029126213592233
4127,07,TEAM ACADEMY,2016,0.333333333333333
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2016,0.3125
4239,07,TESFA INTERNATIONAL SCHOOL,2016,0.920863309352518
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2016,0.143561914158855
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2016,0.207522697795071
4106,07,TREKNORTH HIGH SCHOOL,2016,0.529166666666667
2905,01,TRI-CITY UNITED SCHOOL DISTRICT,2016,0.193316195372751
2358,01,TRI-COUNTY SCHOOL DISTRICT,2016,0.0366492146596859
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2016,0.0449438202247191
2125,01,TRITON SCHOOL DISTRICT,2016,0.222611744084137
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2016,0.125
4132,07,TWIN CITIES ACADEMY,2016,0.6
4152,07,TWIN CITIES GERMAN IMMERSION CHTR,2016,0.131634819532909
4077,07,TWIN CITIES INTERNATIONAL ELEM SCH,2016,0.998310810810811
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2016,0.99171270718232
0914,01,ULEN-HITTERDAL PUBLIC SCHOOL DIST,2016,0.140065146579805
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2016,0.0367892976588629
2134,01,UNITED SOUTH CENTRAL SCHOOL DIST.,2016,0.185672514619883
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2016,1
4210,07,UPPER MISSISSIPPI ACADEMY,2016,0.235074626865672
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2016,0.0350404312668464
4088,07,URBAN ACADEMY CHARTER SCHOOL,2016,0.98932384341637
4218,07,VENTURE ACADEMY,2016,0.92972972972973
4207,07,VERMILION COUNTRY SCHOOL,2016,0.209302325581395
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2016,0.0583804143126177
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2016,0.174041297935103
4107,07,VOYAGEURS EXPEDITIONARY,2016,0.735849056603774
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,2016,0.109734513274336
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2016,0.0258397932816537
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2016,0.0853503184713376
2155,01,WADENA-DEER CREEK SCHOOL DISTRICT,2016,0.0844490216271885
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2016,0.300970873786408
2176,01,WARREN-ALVARADO-OSLO SCHOOL DIST.,2016,0.188470066518847
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2016,0.235581622678397
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2016,0.168415529905561
4092,07,WATERSHED HIGH SCHOOL,2016,0.375
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2016,0.0666243654822335
2143,01,WATERVILLE-ELYSIAN-MORRISTOWN,2016,0.102091020910209
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2016,0.818681318681319
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2016,0.325077967345441
2342,01,WEST CENTRAL AREA,2016,0.0804438280166436
6026,61,WEST CENTRAL EDUCATION DISTRICT,2016,0.184615384615385
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2016,0.888111888111888
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2016,0.459508460918614
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2016,0.28974358974359
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2016,0.121185701830863
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2016,0.119402985074627
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2016,0.224587994707085
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2016,0.530514175876982
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2016,0.0390804597701149
2609,01,WIN-E-MAC SCHOOL DISTRICT,2016,0.0660592255125285
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2016,0.261655566127498
0861,01,WINONA AREA PUBLIC SCHOOL DISTRICT,2016,0.177166613367445
4228,07,WOODBURY LEADERSHIP ACADEMY,2016,0.389830508474576
4016,07,WORLD LEARNER CHARTER SCHOOL,2016,0.111111111111111
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2016,0.687674635206458
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2016,0.0593471810089021
0966,51,WRIGHT TECHNICAL CENTER,2016,0.171875
2190,01,YELLOW MEDICINE EAST,2016,0.310654685494223
4140,07,YINGHUA ACADEMY,2016,0.512649800266312
6012,61,ZUMBRO EDUCATION DISTRICT,2016,0.13953488372093
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2016,0.0897435897435897
0000,01,Minneapolis-St. Paul International Airport,2016,NA
2759,01,Eagle Valley,2016,NA
0323,02,Franconia,2016,NA
0815,02,Prinsburg,2016,NA
2396,01,A.C.G.C. PUBLIC SCHOOL DISTRICT,2017,0.113161131611316
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,2017,0.930283224400871
4119,07,ACADEMIC ARTS HIGH SCHOOL,2017,0.388349514563107
4018,07,ACHIEVE LANGUAGE ACADEMY,2017,0.884026258205689
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2017,0.187387387387387
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2017,0.169877408056042
4074,07,AFSA HIGH SCHOOL,2017,0.250673854447439
4220,07,AGAMIM CLASSICAL ACADEMY,2017,0.516778523489933
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2017,0.0660377358490566
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2017,0.0519930675909879
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2017,0.320959451741862
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2017,0.0672097759674134
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2017,0.0743193524650478
0876,01,ANNANDALE PUBLIC SCHOOL DISTRICT,2017,0.0815217391304348
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2017,0.286481323730607
4091,07,ARCADIA CHARTER SCHOOL,2017,0.112903225806452
4227,07,ART AND SCIENCE ACADEMY,2017,0.0474308300395257
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2017,0.0267175572519084
4184,07,ASPEN ACADEMY,2017,0.16597510373444
4250,07,Athlos Academy of Saint Cloud,2017,0.487329434697856
4011,07,ATHLOS LEADERSHIP ACADEMY,2017,0.798458149779736
4111,07,AUGSBURG FAIRVIEW ACADEMY,2017,0.95959595959596
4067,07,AURORA CHARTER SCHOOL,2017,0.997619047619048
6095,52,Austin Albert Lea Area Special Educ,2017,0.380952380952381
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2017,0.447459702101612
4075,07,AVALON SCHOOL,2017,0.263888888888889
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2017,0.0817843866171004
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2017,0.287476280834915
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2017,0.0489260143198091
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2017,0.0683544303797468
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2017,0.106430155210643
4226,07,BDOTE LEARNING CENTER,2017,0.96
4124,07,BEACON ACADEMY,2017,0.301546391752577
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2017,0.0729166666666667
2364,01,BELGRADE-BROOTEN-ELROSA SCHOOL DIST,2017,0.106084243369735
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2017,0.109365558912387
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2017,0.284654877353109
0998,52,BEMIDJI REGIONAL INTERDIST. COUNCIL,2017,0.964285714285714
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2017,0.138089758342923
6383,61,BENTON-STEARNS ED. DISTRICT,2017,0.0882352941176471
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.,2017,0.0698198198198198
4192,07,BEST ACADEMY,2017,0.99721059972106
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2017,0.129641485275288
4246,07,Big Picture Twin Cities,2017,NA
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2017,0.0689655172413793
2534,01,BIRD ISLAND-OLIVIA-LAKE LILLIAN,2017,0.160714285714286
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2017,0.196513470681458
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,2017,0.120107962213225
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2017,0.49375293565054
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2017,0.16943231441048
4082,07,BLUESKY CHARTER SCHOOL,2017,0.206967213114754
4001,07,BLUFFVIEW MONTESSORI,2017,0.16
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2017,0.0568335588633288
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2017,0.0759080800593032
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2017,0.0574468085106383
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2017,0.12012012012012
4189,07,BRIGHT WATER ELEMENTARY,2017,0.605714285714286
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2017,0.8
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2017,0.0782608695652174
0801,01,BROWNS VALLEY PUBLIC SCHOOL DIST.,2017,0.591549295774648
2159,01,BUFFALO LK-HECTOR-STEWART PUBLIC SC,2017,0.168831168831169
0877,01,BUFFALO-HANOVER-MONTROSE PUBLIC SCH,2017,0.0939103660622648
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2017,0.567859846436682
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2017,0.578703703703704
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2017,0.0780632411067194
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2017,0.0441176470588235
0911,01,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2017,0.106713920063005
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2017,0.123287671232877
0891,01,CANBY PUBLIC SCHOOL DISTRICT,2017,0.0635514018691589
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2017,0.0852173913043478
4194,07,CANNON RIVER STEM SCHOOL,2017,0.130057803468208
6094,52,Cannon Valley Special Education Coo,2017,0.146666666666667
4237,07,Career Pathways,2017,0.972222222222222
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2017,0.187368421052632
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2017,0.92998352553542
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2017,0.203285420944559
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2017,0.994623655913978
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2017,0.178296910324039
6074,50,CENTRAL MINNESOTA JT. POWERS DIST.,2017,0.2
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2017,0.121359223300971
0227,01,CHATFIELD PUBLIC SCHOOLS,2017,0.0448577680525164
2144,01,CHISAGO LAKES SCHOOL DISTRICT,2017,0.0653710247349823
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2017,0.095364238410596
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2017,0.0254777070063694
4000,07,CITY ACADEMY,2017,0.982758620689655
4172,07,CLARKFIELD CHARTER SCHOOL,2017,0.150943396226415
2311,01,CLEARBROOK-GONVICK SCHOOL DISTRICT,2017,0.247191011235955
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2017,0.082
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2017,0.259911894273128
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2017,0.0369318181818182
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2017,0.274532710280374
4193,07,COLLEGE PREPARATORY ELEMENTARY,2017,0.988795518207283
4188,07,COLOGNE ACADEMY,2017,0.126853377265239
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2017,0.794802055001511
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2017,0.0779220779220779
4015,07,COMMUNITY OF PEACE ACADEMY,2017,0.915601023017903
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2017,1
0166,01,COOK COUNTY PUBLIC SCHOOLS,2017,0.288537549407115
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2017,0.578947368421053
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2017,0.0901408450704225
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2017,0.3208895949166
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2017,0.0806916426512968
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2017,0.0251256281407035
4025,07,CYBER VILLAGE ACADEMY,2017,0.367588932806324
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2017,0.0647826086956522
4185,07,DAVINCI ACADEMY,2017,0.315192743764172
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2017,0.12962962962963
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2017,0.475495307612096
0879,01,DELANO PUBLIC SCHOOL DISTRICT,2017,0.0633663366336634
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2017,0.249185667752443
2164,01,DILWORTH-GLYNDON-FELTON,2017,0.112115732368897
4221,07,DISCOVERY CHARTER SCHOOL,2017,0.479166666666667
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2017,0.25
4198,07,Discovery Woods,2017,0.0631578947368421
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2017,0.0549645390070922
4153,07,DUGSI ACADEMY,2017,1
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2017,0.228501228501229
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2017,0.229634831460674
4026,07,E.C.H.O. CHARTER SCHOOL,2017,0.273584905660377
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2017,0.524042379788101
2580,01,EAST CENTRAL SCHOOL DISTRICT,2017,0.136740331491713
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2017,0.232323232323232
4166,07,EAST RANGE ACADEMY OF TECH-SCIENCE,2017,0.151315789473684
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2017,0.221052631578947
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2017,0.393168117883456
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2017,0.0548086866597725
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2017,0.261194029850746
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2017,0.255502503784791
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2017,0.146551724137931
4057,07,EL COLEGIO CHARTER SCHOOL,2017,1
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2017,0.120205764429987
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2017,0.0402684563758389
0696,01,ELY PUBLIC SCHOOL DISTRICT,2017,0.0923076923076923
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2017,0.066557107641742
2154,01,EVELETH-GILBERT SCHOOL DISTRICT,2017,0.0551102204408818
4068,07,EXCELL ACADEMY CHARTER,2017,0.990147783251232
4036,07,FACE TO FACE ACADEMY,2017,0.6125
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2017,0.183459522422831
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2017,0.488023163990524
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2017,0.176135574385331
0935,52,FERGUS FALLS AREA SP. ED. COOP.,2017,0.223684210526316
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2017,0.12622061482821
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2017,0.0515021459227468
2198,01,FILLMORE CENTRAL,2017,0.0284810126582278
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2017,0.14963503649635
4244,07,FIT Academy,2017,NA
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2017,0.124
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2017,0.0297131147540984
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2017,0.123863280025086
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2017,0.128983308042489
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2017,0.128923766816144
6004,61,FRESHWATER ED. DIST.,2017,0.169014084507042
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2017,0.613384078655249
4079,07,FRIENDSHIP ACDMY OF FINE ARTS CHTR.,2017,0.981366459627329
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2017,0.135446685878963
2365,01,G.F.W.,2017,0.240162822252374
4168,07,GLACIAL HILLS ELEMENTARY,2017,0.0982142857142857
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2017,0.226086956521739
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2017,0.0674603174603175
4186,07,GLOBAL ACADEMY,2017,0.801864801864802
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2017,0.197604790419162
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2017,0.0924764890282132
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2017,0.128440366972477
2536,01,GRANADA HUNTLEY-EAST CHAIN,2017,0.0244897959183673
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2017,0.0739030023094688
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2017,0.146795646916566
4100,07,GREAT EXPECTATIONS,2017,0.0306122448979592
4105,07,GREAT RIVER SCHOOL,2017,0.244186046511628
4144,07,GREEN ISLE COMMUNITY SCHOOL,2017,0.0895522388059701
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,2017,0.0598958333333333
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2017,0.164825046040516
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2017,0.04375
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2017,0.0867052023121387
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2017,0.177966101694915
4032,07,HARVEST PREPARATORY SCHOOL,2017,0.993464052287582
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2017,0.115824915824916
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2017,0.0559511698880977
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2017,0.103801169590643
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2017,0.0673076923076923
4205,07,HENNEPIN ELEMENTARY SCHOOL,2017,0.997041420118343
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2017,0.045
